"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",44.1854838709677,"Up",3.072e+09,-1.833e+09,-1.34e+08,-2.59e+08,-7.28e+08,-7.12e+08,8.8e+08,-5.8e+07,-1.04e+08,4.6e+07,8.22e+08,9.9e+08,-4.8e+08,5.1e+08,5.92e+08,-3.5e+07,5.57e+08,5.57e+08,5.28e+08,5.28e+08,1.218e+09,2.503e+09,2.503e+09,8.157e+09,2.8144e+10,4.4266e+10,-1.6122e+10,5.911e+09,2.208e+09,2.872e+09,4.3e+08,3.4055e+10,4.2212e+10,7.227e+09,2.543e+09,4.684e+09,6.21e+08,7.848e+09,7.22e+09,6.492e+09,2.696e+09,3.796e+09,1.3712e+10,2.156e+10,3.84e+09,1.7377e+10,-6.75e+08,2.0542e+10,1.1e+08,2.0652e+10,4.2212e+10,5.1e+08,7.28e+08,-4.3e+07,6.23e+08,1.862e+09,-1.611e+09,1.6e+07,-1.617e+09,-3.4e+07,-9.3e+07,1e+06,-1.26e+08,1.19e+08,1.19e+08,1.19e+08,1.608e+09,7.841e+09,1.1e+09,0.28646,0.18132,0.02697,0.0132,1.97487,1.03937,1.04397,0.18575,1.64549,1.63775,9.07533,60.68538,3.24963,0.10044,0.01689,0.03144,0.06104,4.54789,8.31023
"12","2013_Q1",55.2593333333333,"Up",2.953e+09,-1.948e+09,-1.66e+08,-3.62e+08,-7.3e+08,-6.9e+08,6.33e+08,-7.2e+07,-1.06e+08,3.4e+07,5.61e+08,4.18e+08,-1.99e+08,2.19e+08,3.76e+08,-1999999.99999999,3.74e+08,3.74e+08,6.42e+08,6.42e+08,1.259e+09,2.429e+09,1.337e+09,8.387e+09,2.8807e+10,4.5553e+10,-1.6746e+10,6.247e+09,2.208e+09,3.126e+09,4.7e+08,3.5054e+10,4.3441e+10,7.056e+09,2.809e+09,4.247e+09,7.87e+08,8.382e+09,7.324e+09,6.532e+09,2.662e+09,3.87e+09,1.3856e+10,2.2238e+10,3.866e+09,1.7717e+10,-4.93e+08,2.109e+10,1.13e+08,2.1203e+10,4.3441e+10,2.19e+08,7.3e+08,-1.06e+08,6.83e+08,1.57e+09,-1.567e+09,-3.8e+07,-1.669e+09,-3.5e+07,2.46e+08,2e+06,2.13e+08,1.14e+08,1.14e+08,1.14e+08,1.363e+09,8.111e+09,6.78e+08,0.21436,0.12665,0.01764,0.00861,1.81283,1.0006,1.04881,0.18671,1.10422,1.09903,8.71863,62.26749,2.00177,0.10334,0.01141,0.01891,0.09358,5.47982,11.79937
"13","2013_Q2",58.92671875,"Up",6.106e+09,-2.006e+09,-3.83e+08,-2.19e+08,-6.89e+08,-7.15e+08,1.046e+09,-1.4e+08,-1.06e+08,-3.4e+07,9.06e+08,1.594e+09,-4.51e+08,1.143e+09,1.273e+09,3e+06,1.276e+09,1.276e+09,4.44e+08,4.44e+08,6.86e+08,8.721e+09,1.176e+09,1.1418e+10,2.5651e+10,4.0255e+10,-1.4604e+10,5.31e+09,1.869e+09,2.742e+09,3.62e+08,3.0961e+10,4.2379e+10,3.938e+09,5.71e+08,3.367e+09,1.904e+09,8.906e+09,5.472e+09,5.476e+09,2.21e+09,3.266e+09,1.0948e+10,1.9854e+10,3.912e+09,1.8958e+10,-4.52e+08,2.2418e+10,1.07e+08,2.2525e+10,4.2379e+10,1.143e+09,6.89e+08,-4.45e+08,-5.9e+08,8.19e+08,-1.9e+08,-6.6e+07,-2.61e+08,-3.5e+07,-7.52e+08,3.1e+07,-7.56e+08,-1.98e+08,-1.98e+08,-1.98e+08,1.735e+09,7.376e+09,1.406e+09,0.17131,0.20897,0.05665,0.03011,1.10188,1.28206,0.88142,0.17405,3.76179,3.72446,18.00118,66.0908,4.14505,0.10318,0.03706,0.03974,0.02743,3.99539,6.62715
"14","2013_Q3",63.5590625,"Up",4.31e+08,-1.405e+09,5999999.99999994,-2e+08,-6.04e+08,-6.07e+08,1.063e+09,-1.38e+08,-1.17e+08,-2.1e+07,9.25e+08,2.036e+09,-4.17e+08,1.619e+09,1.616e+09,-1.85e+08,1.431e+09,1.431e+09,7.25e+08,7.25e+08,6.83e+08,6.944e+09,1.064e+09,9.992e+09,2.617e+10,4.1195e+10,-1.5025e+10,5.266e+09,1.869e+09,2.753e+09,2.64e+08,3.1436e+10,4.1428e+10,3.715e+09,5.65e+08,3.15e+09,3.54e+08,6.733e+09,5.446e+09,5.276e+09,2.106e+09,3.17e+09,1.0722e+10,1.7455e+10,3.947e+09,2.0369e+10,-4.19e+08,2.3897e+10,7.6e+07,2.3973e+10,4.1428e+10,1.619e+09,6.04e+08,-9.12e+08,-8.4e+07,1.247e+09,1.007e+09,-3.9e+07,9.36e+08,-3.4e+07,-1.688e+09,-1.78e+08,-1.902e+09,2.81e+08,2.81e+08,2.81e+08,1.667e+09,5.8e+09,3.007e+09,2.46636,3.32019,0.05969,0.03454,2.10133,1.48403,0.72811,0.14,4.20882,4.15747,1.26765,70.28529,8.84412,0.1,0.0418,0.08579,0.02376,3.04439,4.77422
"15","2013_Q4",69.50875,"Up",2.72e+09,-1.573e+09,-1.79e+08,-1.54e+08,-6.81e+08,-5.59e+08,7.72e+08,-8.7e+07,-8.6e+07,-1e+06,6.85e+08,6.8e+08,-3.24e+08,3.56e+08,4.18e+08,2e+06,4.2e+08,4.2e+08,3.21e+08,3.21e+08,6.95e+08,6.823e+09,1.181e+09,9.257e+09,2.7414e+10,4.3121e+10,-1.5707e+10,5.225e+09,1.869e+09,2.617e+09,2.98e+08,3.2639e+10,4.1896e+10,3.621e+09,4.53e+08,3.168e+09,7.91e+08,6.923e+09,5.418e+09,5.713e+09,2.257e+09,3.456e+09,1.1131e+10,1.8054e+10,3.937e+09,2.0279e+10,-4.47e+08,2.3769e+10,7.3e+07,2.3842e+10,4.1896e+10,3.56e+08,6.81e+08,2.61e+08,-2.92e+08,1.254e+09,-1.404e+09,-6e+07,-1.487e+09,-8.5e+07,3.72e+08,4.2e+07,-1.71e+08,-4.04e+08,-4.04e+08,-4.04e+08,1.453e+09,6.209e+09,8.1e+07,0.28382,0.15441,0.01762,0.01002,0.19286,1.33714,0.75724,0.1482,1.23894,1.22342,8.0236,70.11504,0.23894,0.25074,0.01412,0.00226,0.20238,4.05231,7.62694
"16","2014_Q1",68.2254098360656,"Down",2.648e+09,-2.023e+09,-1.17e+08,-4.58e+08,-7.13e+08,-7.35e+08,2.92e+08,-9.2e+07,-9.7e+07,5e+06,2e+08,2.91e+08,6.27e+08,9.18e+08,1.915e+09,1e+07,1.925e+09,1.925e+09,1.814e+09,1.814e+09,9.54e+08,2.738e+09,2.738e+09,8.599e+09,2.8771e+10,4.595e+10,-1.7179e+10,5.384e+09,1.869e+09,2.319e+09,1.196e+09,3.4155e+10,4.2754e+10,6.18e+09,2.109e+09,4.071e+09,3.78e+08,6.558e+09,5.42e+09,5.992e+09,2.292e+09,3.7e+09,1.1412e+10,1.797e+10,3.823e+09,2.1235e+10,-3.38e+08,2.472e+10,6.4e+07,2.4784e+10,4.2754e+10,9.18e+08,7.13e+08,-5.67e+08,-1.58e+08,1.778e+09,-8.92e+08,-1.2e+08,1.162e+09,-8.1e+07,-4.16e+08,5.1e+07,-1.447e+09,1.493e+09,1.493e+09,1.493e+09,1.005e+09,5.798e+09,-6.72e+08,0.11027,0.72696,0.07767,0.04503,-0.34909,1.31122,0.72506,0.13561,5.86533,5.77211,8.06825,75.31993,-2.04753,0.2468,0.05485,-0.01837,0.0420800000000001,3.96418,13.64384
"17","2014_Q2",77.7095238095238,"Up",2.673e+09,-1.515e+09,-1.42e+08,-1.19e+08,-7.26e+08,-5.28e+08,7.65e+08,-1.62e+08,-8.1e+07,-8.1e+07,6.03e+08,6.03e+08,-2.39e+08,3.64e+08,4.21e+08,-3.5e+07,3.86e+08,3.86e+08,1.288e+09,1.288e+09,1.055e+09,1.897e+09,1.531e+09,7.048e+09,2.9166e+10,4.7057e+10,-1.7891e+10,5.21e+09,1.984e+09,2.207e+09,5.34e+08,3.4376e+10,4.1424e+10,5.646e+09,2.067e+09,3.579e+09,1.42e+08,5.981e+09,5.434e+09,5.767e+09,2.469e+09,3.298e+09,1.1201e+10,1.7182e+10,3.727e+09,2.0693e+10,-2.76e+08,2.4144e+10,9.8e+07,2.4242e+10,4.1424e+10,3.64e+08,7.26e+08,2.58e+08,-2.31e+08,1.158e+09,9.1e+07,-5.7e+07,-2.62e+08,-7.9e+07,-3.33e+08,3.3e+07,-1.422e+09,-5.26e+08,-5.26e+08,-5.26e+08,1.491e+09,5.576e+09,1.59e+09,0.2862,0.14441,0.01592,0.00932,4.11917,1.1784,0.70877,0.13461,1.21345,1.19653,8.40302,75.90066,4.99843,0.24835,0.01307,0.04468,0.20466,2.87592,5.60523
"18","2014_Q3",85.37703125,"Up",2.829e+09,-2.04e+09,-1.43e+08,-4.6e+08,-7.85e+08,-6.52e+08,3.97e+08,-1.2e+08,-8.5e+07,-3.5e+07,2.77e+08,1.066e+09,-92000000.0000001,9.74e+08,9.3e+08,1e+06,9.31e+08,9.31e+08,2.205e+09,2.205e+09,8.42e+08,3.372e+09,1.221e+09,8.767e+09,2.7236e+10,4.5157e+10,-1.7921e+10,5.068e+09,1.858e+09,2.499e+09,4.98e+08,3.2304e+10,4.1071e+10,4.87e+09,1.529e+09,3.341e+09,1.24e+08,5.257e+09,5.953e+09,5.507e+09,2.416e+09,3.091e+09,1.146e+10,1.6717e+10,3.762e+09,2.0879e+10,-3.84e+08,2.4257e+10,9.7e+07,2.4354e+10,4.1071e+10,9.74e+08,7.85e+08,-4.04e+08,-3.65e+08,9.03e+08,4.16e+08,-6.7e+07,2.4e+08,-7.7e+07,4.31e+08,1.14e+08,-2.26e+08,9.17e+08,9.17e+08,9.17e+08,1.182e+09,6.077e+09,1.325e+09,0.14033,0.32909,0.03823,0.02267,1.4232,1.66768,0.68642,0.14796,3.00613,2.96402,9.13465,78.32418,4.27833,0.24863,0.02805,0.03687,0.0827100000000001,3.2758,9.75315
"19","2014_Q4",68.57484375,"Down",2.678e+09,-1.647e+09,-1.39e+08,-9e+07,-8.38e+08,-5.8e+08,6.08e+08,-4.8e+07,-7.5e+07,2.7e+07,5.6e+08,5.91e+08,-2.32e+08,3.59e+08,1.03e+09,-2.2e+07,1.008e+09,1.008e+09,4.12e+09,4.12e+09,8.17e+08,1.254e+09,1.254e+09,8.865e+09,2.7667e+10,4.6142e+10,-1.8475e+10,4.443e+09,1.858e+09,1.94e+09,5e+08,3.211e+10,4.0975e+10,4.948e+09,1.712e+09,3.236e+09,6.7e+07,5.015e+09,5.929e+09,5.666e+09,2.316e+09,3.35e+09,1.1595e+10,1.661e+10,3.716e+09,2.102e+10,-4.87e+08,2.4249e+10,1.16e+08,2.4365e+10,4.0975e+10,3.59e+08,8.38e+08,1.75e+08,-6.1e+07,1.322e+09,-1.215e+09,-1.2e+07,1.585e+09,-7.6e+07,-5.3e+07,4e+07,-9.92e+08,1.915e+09,1.915e+09,1.915e+09,1.446e+09,5.996e+09,4.02e+08,0.22704,0.3764,0.04137,0.0246,0.39881,1.7677,0.68172,0.14633,3.35218,3.30492,8.90589,80.64184,1.33688,0.25274,0.03009,0.01116,0.0754,1.29737,3.08553
"20","2015_Q1",61.9811475409836,"Down",2.557e+09,-1.759e+09,-1.64e+08,-1.71e+08,-8.75e+08,-5.49e+08,2.87e+08,-1.14e+08,-8.2e+07,-3.2e+07,1.73e+08,1.76e+08,-1.81e+08,-5000000.00000012,-7e+06,-1e+06,-8e+06,-8e+06,2.444e+09,2.444e+09,5.27e+08,1.7e+09,1.7e+09,6.313e+09,2.7517e+10,4.6522e+10,-1.9005e+10,4.577e+09,1.858e+09,2.371e+09,3.48e+08,3.2094e+10,3.8407e+10,4.783e+09,7.08e+08,4.075e+09,6.8e+07,4.851e+09,5.919e+09,5.317e+09,1.838e+09,3.479e+09,1.1236e+10,1.6087e+10,3.563e+09,2.0052e+10,-1.41e+09,2.2205e+10,1.15e+08,2.232e+10,3.8407e+10,-5000000.00000012,8.75e+08,9.7e+07,1.19e+08,1.074e+09,-1.528e+09,-5.6e+07,-1.555e+09,-7.1e+07,-37000000.0000001,-5e+06,-1.195e+09,-1.676e+09,-1.676e+09,-1.676e+09,1.162e+09,5.987e+09,-65999999.9999999,0.11224,-0.00313000000000008,-0.000360000000000006,-0.000209999999999995,8.25,1.30138,0.72074,0.15588,-0.0279400000000005,-0.0276700000000001,8.93119,77.55851,-0.23053,0.24799,0.00187,-0.00196,-8.875,3.04905,12.34495
"21","2015_Q2",61.8838095238095,"Down",1.538e+09,-1.914e+09,-1.47e+08,-2.69e+08,-9.56e+08,-5.42e+08,-6.54e+08,-7.3e+07,-8.5e+07,1.2e+07,-7.27e+08,-7.27e+08,3.51e+08,-3.76e+08,-3.89e+08,0,-3.89e+08,-3.89e+08,1.506e+09,1.506e+09,5.46e+08,8.66e+08,8.66e+08,4.323e+09,2.7208e+10,4.6958e+10,-1.975e+10,4.57e+09,1.858e+09,2.356e+09,3.56e+08,3.1778e+10,3.6101e+10,3.398e+09,6.81e+08,2.717e+09,6.9e+07,3.467e+09,5.911e+09,5.056e+09,1.794e+09,3.262e+09,1.0967e+10,1.4434e+10,3.593e+09,1.9578e+10,-1.504e+09,2.1667e+10,-199473957.497148,2.1667e+10,3.6101e+10,-3.76e+08,9.56e+08,-9.8e+07,-3.5e+07,4.36e+08,-1.311e+09,-1e+07,-1.226e+09,-7.2e+07,-1.7e+07,8e+06,-1.48e+08,-9.38e+08,-9.38e+08,-9.38e+08,3.02e+08,5.98e+09,-1.395e+09,-0.42523,-0.25293,-0.01795,-0.01078,3.58612,1.2469,0.66617,0.16565,-1.37213,-1.37213,5.42504,76.42681,-4.92063,0.25397,-0.00969,-0.04266,-0.18509,14.81457,-6.84098
"22","2015_Q3",50.105625,"Down",1.953e+09,-1.817e+09,-1.51e+08,-9e+07,-1.028e+09,-5.48e+08,-2.2e+08,-1.04e+08,-8.6e+07,-1.8e+07,-3.24e+08,-7.09e+08,1.56e+08,-5.53e+08,-5.67e+08,0,-5.67e+08,-5.67e+08,9.31e+08,9.31e+08,5.69e+08,9.34e+08,9.34e+08,3.926e+09,2.7298e+10,4.7878e+10,-2.058e+10,4.334e+09,1.473e+09,2.504e+09,3.57e+08,3.1632e+10,3.5558e+10,3.424e+09,6.16e+08,2.808e+09,6.9e+07,3.493e+09,5.888e+09,5.074e+09,1.825e+09,3.249e+09,1.0962e+10,1.4455e+10,3.616e+09,1.8923e+10,-1.436e+09,2.1103e+10,2.38418579101562e-07,2.1103e+10,3.5558e+10,-5.53e+08,1.028e+09,2.54e+08,-7.9e+07,6.4e+08,-1.112e+09,-3e+06,-1.115e+09,-7.2e+07,-1.7e+07,-1.19209289550781e-07,-1e+08,-5.75e+08,-5.75e+08,-5.75e+08,8.08e+08,5.957e+09,-5.39e+08,-0.11265,-0.29032,-0.02687,-0.01595,0.95062,1.12396,0.68497,0.16753,-1.99437,-1.99437,6.8695,74.22793,-1.89588,0.25325,-0.0154,-0.01677,-0.12698,6.2203,-22.84545
"23","2015_Q4",49.923125,"Down",1.671e+09,-1.788e+09,-1.19e+08,-1.44e+08,-9.88e+08,-5.37e+08,-4.73e+08,-6.6e+07,-8.4e+07,1.8e+07,-5.39e+08,-5.39e+08,3e+08,-2.39e+08,-2.52e+08,-2.7e+07,-2.79e+08,-2.79e+08,3.013e+09,3.013e+09,5.35e+08,8.38e+08,8.38e+08,5.597e+09,2.6883e+10,4.8138e+10,-2.1255e+10,3.976e+09,1.473e+09,2.109e+09,3.94e+08,3.0859e+10,3.6456e+10,2.546e+09,5.37e+08,2.009e+09,7.8e+07,2.624e+09,6.474e+09,4.995e+09,1.618e+09,3.377e+09,1.1469e+10,1.4093e+10,4.383e+09,1.853e+10,-1.582e+09,2.1331e+10,1.032e+09,2.2363e+10,3.6456e+10,-2.39e+08,9.88e+08,-2.4e+08,-2.17e+08,2.82e+08,-9.38e+08,-3.1e+07,-9.56e+08,-7.1e+07,5.83e+08,2.308e+09,2.756e+09,2.082e+09,2.082e+09,2.082e+09,5.15e+08,6.552e+09,-9.4e+08,-0.28306,-0.16697,-0.01248,-0.00765,3.36918,2.133,0.63019,0.17972,-0.98413,-0.98413,5.89418,75.24162,-3.3157,0.25044,-0.00613,-0.02772,-0.25448,6.87184,-7.48203
"24","2016_Q1",39.0781967213115,"Down",1.474e+09,-2.049e+09,-1.4e+08,-3.78e+08,-9.83e+08,-5.48e+08,-8.79e+08,-2.24e+08,-8.6e+07,-1.38e+08,-1.103e+09,-2.283e+09,4.92e+08,-1.791e+09,-1.799e+09,-2.2e+07,-1.821e+09,-1.821e+09,2.716e+09,2.716e+09,3.99e+08,4.42e+08,4.42e+08,4.404e+09,2.6352e+10,4.6826e+10,-2.0474e+10,3.401e+09,3.75e+08,2.653e+09,3.73e+08,2.9753e+10,3.4157e+10,2.542e+09,4.57e+08,2.085e+09,8.6e+07,2.628e+09,6.506e+09,4.622e+09,1.334e+09,3.288e+09,1.1128e+10,1.3756e+10,4.413e+09,1.6637e+10,-1.664e+09,1.9386e+10,1.015e+09,2.0401e+10,3.4157e+10,-1.791e+09,9.83e+08,1.044e+09,3.91e+08,6.23e+08,-9.1e+08,0,-9.09e+08,-7.2e+07,93999999.9999999,-32999999.9999995,-11000000.0000005,-2.97e+08,-2.97e+08,-2.97e+08,1.04e+08,6.592e+09,-9.07e+08,-0.59634,-1.23541,-0.08926,-0.05331,0.498079999999999,1.6758,0.67428,0.19299,-6.43236,-6.43236,5.20664,68.47757,-3.20381,0.25433,-0.05532,-0.02869,-0.03954,37.26923,-4.40956
"25","2016_Q2",51.44328125,"Up",9.73e+08,-1.553e+09,-9.8e+07,-1.32e+08,-8.68e+08,-4.55e+08,-7.69e+08,-6.5e+07,-8.5e+07,2e+07,-8.34e+08,-8.34e+08,3.46e+08,-4.88e+08,-4.88e+08,-2.1e+07,-5.09e+08,-5.15e+08,3.557e+09,3.557e+09,4.16e+08,3.6e+08,3.6e+08,4.945e+09,2.6241e+10,4.7693e+10,-2.1452e+10,3.622e+09,3.75e+08,2.832e+09,4.15e+08,2.9863e+10,3.4808e+10,2.099e+09,3.46e+08,1.753e+09,9.4e+07,2.193e+09,6.498e+09,4.483e+09,1.32e+09,3.163e+09,1.0981e+10,1.3174e+10,6.039e+09,1.6042e+10,-1.484e+09,2.0598e+10,1.036e+09,2.1634e+10,3.4808e+10,-4.88e+08,8.68e+08,-2.32e+08,-2.08e+08,-6e+07,-6.2e+08,7e+06,-6.13e+08,-8e+07,-1.2e+07,-3.8e+07,1.514e+09,8.41e+08,8.41e+08,8.41e+08,9.9e+07,6.592e+09,-1.075e+09,-0.79034,-0.52929,-0.02381,-0.0148,2.08738,2.2549,0.60895,0.18938,-1.71781,-1.71781,3.2455,68.70247,-3.58572,0.26684,-0.0133,-0.03287,-0.15534,30.65657,-3.94668
"26","2016_Q3",47.8053125,"Down",1.224e+09,-1.585e+09,-1.06e+08,-1.99e+08,-7.97e+08,-4.83e+08,-6.38e+08,-4e+07,-8.5e+07,4.5e+07,-6.78e+08,-6.78e+08,3.05e+08,-3.73e+08,-3.73e+08,-1.9e+07,-3.92e+08,-4.04e+08,3.095e+09,3.095e+09,3.77e+08,3.16e+08,3.16e+08,4.631e+09,2.5769e+10,4.7908e+10,-2.2139e+10,3.834e+09,3.75e+08,3.043e+09,4.16e+08,2.9603e+10,3.4234e+10,2.037e+09,5.25e+08,1.512e+09,1.02e+08,2.139e+09,6.45e+09,4.471e+09,1.227e+09,3.244e+09,1.0921e+10,1.306e+10,6.058e+09,1.5559e+10,-1.499e+09,2.0119e+10,1.055e+09,2.1174e+10,3.4234e+10,-3.73e+08,7.97e+08,-1.67e+08,-6e+07,1.97e+08,-5.35e+08,8e+06,-5.27e+08,-8.9e+07,-4.3e+07,0,-1.32e+08,-4.62e+08,-4.62e+08,-4.62e+08,1.59e+08,6.552e+09,-7.41e+08,-0.52124,-0.33007,-0.01908,-0.0118,1.83416,2.16503,0.61679,0.19139,-1.28991,-1.28991,3.90805,64.23372,-2.3659,0.28416,-0.00978,-0.02301,-0.2203,21.74214,-5.4185
"27","2016_Q4",49.0201587301587,"Up",1.177e+09,-1.443e+09,-1.06e+08,-7.8e+07,-8.11e+08,-4.48e+08,-4.88e+08,-9.2e+07,-8.4e+07,-8e+06,-5.8e+08,-6.33e+08,3.16e+08,-3.17e+08,-3.17e+08,-2.2e+07,-3.39e+08,-3.51e+08,3.529e+09,3.529e+09,4.03e+08,1.9e+08,1.9e+08,4.893e+09,2.5537e+10,4.8416e+10,-2.2879e+10,4.029e+09,3.75e+08,3.257e+09,3.97e+08,2.9566e+10,3.4459e+10,1.951e+09,4.58e+08,1.493e+09,6.66e+08,2.617e+09,6.671e+09,4.256e+09,1.214e+09,3.042e+09,1.0927e+10,1.3544e+10,6.08e+09,1.5129e+10,-1.372e+09,1.9838e+10,1.077e+09,2.0915e+10,3.4459e+10,-3.17e+08,8.11e+08,-1.85e+08,2.3e+07,3.32e+08,-5.29e+08,3e+06,-5.26e+08,-9.1e+07,7.31e+08,-1.2e+07,6.28e+08,4.34e+08,4.34e+08,4.34e+08,3.23e+08,7.337e+09,-4.99e+08,-0.41461,-0.29822,-0.01678,-0.01019,1.42165,1.8697,0.64757,0.21292,-1.12069,-1.12069,3.75798,63.33653,-1.59323,0.29055,-0.008,-0.01535,-0.25926,11.78947,-7.80328
"28","2017_Q1",47.7114516129032,"Down",1.388e+09,-2.501e+09,-1.05e+08,-1.033e+09,-7.68e+08,-5.95e+08,-1.488e+09,-8.2e+07,-8.4e+07,2e+06,-1.57e+09,-1.709e+09,-3.189e+09,-4.898e+09,-4.898e+09,6e+06,-4.892e+09,-4.903e+09,2.732e+09,2.732e+09,3.23e+08,2.81e+08,2.81e+08,4.276e+09,2.3595e+10,4.6907e+10,-2.3312e+10,7.5e+08,3.75e+08,5.9e+07,3.16e+08,2.4345e+10,2.8621e+10,2.139e+09,4.33e+08,1.706e+09,1.12e+08,2.251e+09,6.694e+09,4.085e+09,1.144e+09,2.941e+09,1.0779e+10,1.303e+10,6.09e+09,1.0147e+10,-1.704e+09,1.4534e+10,1.057e+09,1.5591e+10,2.8621e+10,-4.898e+09,7.68e+08,4.258e+09,1.98e+08,3.26e+08,-4.27e+08,3e+06,-4.24e+08,-9e+07,-5.92e+08,-1.7e+07,-6.99e+08,-7.97e+08,-7.97e+08,-7.97e+08,-7.2e+08,6.806e+09,2.24e+09,-1.07205,-3.53242,-0.31448,-0.17131,-0.45686,1.8996,0.83574,0.2378,-15.64454,-15.64454,4.42884,46.37205,7.14742,0.28717,-0.18175,0.08459,-0.0183599999999999,-5.65833,-2.7379
"29","2017_Q2",42.3152380952381,"Down",1.277e+09,-1.281e+09,-9.6e+07,-5.8e+07,-7.37e+08,-3.9e+08,-2.23e+08,-8.6e+07,-8.4e+07,-2e+06,-3.09e+08,-3.09e+08,1.3e+07,-2.96e+08,-2.96e+08,-2.8e+07,-3.24e+08,-3.36e+08,2.686e+09,2.686e+09,3.77e+08,3.33e+08,3.33e+08,4.171e+09,2.3201e+10,4.725e+10,-2.4049e+10,7.28e+08,3.75e+08,2.3e+07,3.3e+08,2.3929e+10,2.81e+10,2.01e+09,5.65e+08,1.445e+09,1.16e+08,2.126e+09,6.669e+09,4.072e+09,1.125e+09,2.947e+09,1.0741e+10,1.2867e+10,6.122e+09,9.692e+09,-1.667e+09,1.4148e+10,1.085e+09,1.5233e+10,2.81e+10,-2.96e+08,7.37e+08,2e+06,-9.4e+07,3.49e+08,-2.9e+08,0,-2.9e+08,-9.2e+07,-2.1e+07,8e+06,-1.05e+08,-4.6e+07,-4.6e+07,-4.6e+07,5.14e+08,6.785e+09,1.17e+08,-0.17463,-0.26312,-0.02206,-0.01196,-0.34821,1.9619,0.84468,0.24146,-1.0704,-1.0704,4.06817,45.06849,0.37273,0.29309,-0.00935,0.00448,-0.27381,7.97471,-18.38117
"30","2017_Q3",38.5077777777778,"Down",1.178e+09,-1.29e+09,-9.4e+07,-5.2e+07,-7.41e+08,-4.03e+08,-3.46e+08,-8.1e+07,-8.2e+07,1e+06,-4.27e+08,-4.25e+08,8000000.00000095,-4.17e+08,-4.17e+08,-3.2e+07,-4.49e+08,-4.6e+08,2.492e+09,2.492e+09,3.76e+08,6.01e+08,2.61e+08,4.27e+09,2.2793e+10,4.7058e+10,-2.4265e+10,7.35e+08,3.5e+08,24999999.9999999,3.6e+08,2.3528e+10,2.7798e+10,1.997e+09,5.04e+08,1.493e+09,1.21e+08,2.118e+09,6.612e+09,3.99e+09,1.115e+09,2.875e+09,1.0602e+10,1.272e+10,6.144e+09,9.153e+09,-1.518e+09,1.378e+10,1.298e+09,1.5078e+10,2.7798e+10,-4.17e+08,7.41e+08,3.8e+07,-1.97e+08,1.65e+08,-4.01e+08,0,-4.01e+08,-9e+07,-51999999.9999999,1.84e+08,4.2e+07,-1.94e+08,-1.94e+08,-1.94e+08,3.95e+08,6.733e+09,-2.11e+08,-0.29372,-0.39049,-0.03051,-0.01655,0.4587,2.01605,0.84361,0.24221,-1.4631,-1.4631,3.74682,43.82634,-0.671120000000001,0.28626,-0.01434,-0.00818,-0.19565,10.73671,-12.25723
