"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","investment_income_loss","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","short_long_term_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","goodwill","other_intangible_assets","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","long_term_debt","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_change_in_deposits","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2013_Q4",208.44140625,"Up",251101000,179183000,192634000,-13451000,71918000,2277000,71006000,-1365000,7683000,258784000,-192143000,-192143000,66641000,66641000,66641000,-25659000,40982000,40982000,40982000,40982000,569118000,6516729000,12835067000,-237799000,13072866000,967108000,102625000,1696000,519009000,21511352000,18063319000,12740268000,5323051000,604435000,510963000,350578000,19529295000,9619000,2067983000,-95545000,1982057000,1982057000,21511352000,40982000,16667000,-7683000,-19739000,88814000,119041000,28511000,22133000,39859000,-225134000,-2886000,90148000,45304000,132566000,26473000,26473000,26473000,83308000,1115398000,226292000,0.2654,0.16321,0.02068,0.00191,5.52174,9.85304,0.05185,4.26055,4.26055,26.10485,206.05776,23.52567,0.30003,0.00204,0.01052,0.07042,6.55735,8.19736
"12","2014_Q1",217.543442622951,"Up",249549000,176593000,189640000,-13047000,72956000,1331000,71324000,300999.999999999,-7276000,242273000,-196315000,-196315000,45958000,45958000,45958000,-19562000,26396000,26396000,26396000,26396000,533599000,6247934000,12900330000,-233394000,13133724000,960501000,102625000,1263000,447626000,21193878000,17874066000,12632249000,5241817000,511418000,510769000,226163000,19122416000,9619000,2087111000,-25268000,2071462000,2071462000,21193878000,26396000,20938000,7276000,46873000,-33937000,67546000,-311999.999999996,-2.45e+08,-41480000,182285000,-2886000,-93211000,-189253000,-285350000,-35519000,-35519000,-35519000,66896000,1022187000,52209000,0.18416,0.10577,0.01274,0.00125,1.97791,9.23136,0.04823,2.74417,2.74417,25.9435,215.35235,5.42773,0.30003,0.00138,0.00246,0.10933,7.3037,10.63118
"13","2014_Q2",225.985396825397,"Up",223245000,160931000,173394000,-12463000,62314000,955000,67967000,-6608000,1903000,225148000,-191030000,-191030000,34118000,34118000,34118000,-11639000,22479000,22479000,22479000,22479000,543471000,6838488000,13248102000,-222942000,13471044000,965209000,127140000,4390000,428197000,22154997000,18763545000,13135677000,5627868000,617794000,440300000,228528000,20050167000,9619000,2111805000,-16594000,2104830000,2104830000,22154997000,22479000,18321000,-1903000,-11839000,36024000,63082000,-6724000,-346626000,-4788000,-343434000,-2885000,35501000,257608000,290224000,9872000,9872000,9872000,52439000,1058094000,93378000,0.15283,0.10069,0.01068,0.00101,4.15401,9.52579,0.04776,2.33695,2.33695,23.2089,218.82139,9.70772,0.29993,0.00114,0.00421,0.12834,9.81375,15.08362
"14","2014_Q3",218.96828125,"Down",232287000,165698000,177311000,-11613000,66589000,1210000,72817000,-7438000,7299000,239586000,-199020000,-199020000,40566000,40566000,40566000,-13880000,26686000,26686000,26686000,26686000,566952000,6657333000,13318710000,-206246000,13524956000,958590000,127140000,3821000,430294000,22062840000,18556758000,12781436000,5775322000,788540000,314529000,253868000,19913695000,9619000,2135469000,4057000,2149145000,2149145000,22062840000,26686000,18341000,-7299000,-3493000,-5756000,28479000,5544000,466649000,-52483000,159700000,-2886000,44975000,-206787000,-164698000,23481000,23481000,23481000,58907000,1103069000,72575000,0.17464,0.11488,0.01242,0.00121,2.71959,9.26587,0.05,2.77432,2.77432,24.14892,223.42844,7.54501,0.30003,0.00134,0.00329,0.10815,9.10107,13.21592
"15","2014_Q4",235.73578125,"Up",244821000,166222000,177621000,-11399000,78599000,1164000,74875000,2560000,-1537000,243284000,-201810000,-201810000,41474000,41474000,41474000,-14973000,26501000,26501000,26501000,26501000,400993000,6356053000,13601886000,-200905000,13802791000,964180000,127140000,3291000,488948000,21942491000,18406941000,12562155000,5844786000,798169000,313768000,256906000,19775784000,9619000,2158946000,-1858000,2166707000,2166707000,21942491000,26501000,18324000,1537000,-28347000,-42035000,-24020000,-9105000,-126338000,-272654000,1896000,-2886000,8868000,-149817000,-143835000,-165959000,-165959000,-165959000,59798000,1111937000,23631000,0.16941,0.10825,0.01223,0.00121,0.8917,9.12712,0.05068,2.75508,2.75508,25.45197,225.25421,2.45672,0.30003,0.00134,0.00108,0.1089,11.88909,17.14192
"16","2015_Q1",240.209016393443,"Up",352957000,217246000,232122000,-14876000,135711000,2499000,95504000,8612000,-8305000,344652000,-257216000,-257216000,87436000,87436000,87436000,-24540000,62896000,62896000,62896000,62896000,604182000,8897354000,18564999000,-204466000,18769465000,1218517000,139773000,106610000,543678000,30075113000,25678577000,17591793000,8086784000,987184000,351320000,370438000,27387519000,12010000,2728565000,-52981000,2687594000,2687594000,30075113000,62896000,27450000,8305000,-39088000,55138000,114701000,17062000,393398000,-484447000,164140000,-2886000,-168966000,96819000,-75652000,203189000,203189000,203189000,114886000,1338504000,211626000,0.24772,0.1782,0.0234,0.00209,3.3647,10.19035,0.04451,5.22824,5.22824,29.33959,223.40651,17.59143,0.2399,0.00219,0.00704,0.04589,6.39174,8.39839
"17","2015_Q2",242.014761904762,"Up",370918000,220165000,231510000,-11345000,150753000,4549000,90635000,50443000,-5792000,365126000,-258166000,-258166000,106960000,106960000,106960000,-39802000,67158000,67158000,67158000,67158000,495901000,9504473000,18886204000,-205553000,19091757000,1206285000,139773000,101904000,519109000,30853649000,26300830000,17816638000,8484192000,941850000,468180000,377412000,28088272000,12010000,2788778000,-35411000,2765377000,2765377000,30853649000,67158000,27171000,5792000,-76243000,38854000,62732000,9617000,186017000,-168341000,-589336000,-3603000,66025000,355901000,418323000,-108281000,-108281000,-108281000,134131000,1410030000,222404000,0.28837,0.18106,0.02429,0.00218,3.31165,10.15712,0.0457,5.59165,5.59165,30.88306,230.24844,18.51761,0.29999,0.00229,0.00721,0.05365,6.8152,8.54646
"18","2015_Q3",238.89328125,"Down",342100000,234650000,246013000,-11363000,107450000,5571000,95261000,6471000,-7719000,334381000,-264691000,-264691000,69690000,69690000,69690000,-25168000,44522000,44522000,44522000,44522000,514404000,9053886000,19311868000,-208317000,19520185000,1194669000,139773000,98998000,583257000,30896855000,26511896000,17541840000,8970056000,723225000,475568000,392276000,28102965000,12010000,2833039000,-51159000,2793890000,2793890000,30896855000,44522000,25443000,7719000,-59540000,-3827000,14317000,5853000,-341433000,-398183000,16691000.0000001,-3603000,-219968000,211066000,-12504999.9999999,18503000.0000001,18503000.0000001,18503000.0000001,95133000,1198793000,122327000,0.20371,0.13014,0.01594,0.00144,2.74756,10.05872,0.0388,3.70695,3.70695,28.48364,232.62246,10.18509,0.29999,0.00156,0.00396,0.08093,7.19402,9.82048
"19","2015_Q4",242.626875,"Up",349121000,239371000,249825000,-10454000,109750000,4852000,97922000,1412000,-107000,349014000,-260172000,-260172000,88842000,88842000,88842000,-32884000,55958000,55958000,55958000,55958000,546444000,9059011000,19650343000,-205463000,19855806000,1193687000,139773000,95535000,765031000,31449824000,26719375000,17547846000,9171529000,759757000,705418000,402746000,28587296000,12010000,2885394000,-34876000,2862528000,2862528000,31449824000,55958000,24710000,107000,4102000,35620000,120497000,-7599000,-154015000,-361608000,-558715000,-3603000,266382000,207479000,470258000,32040000,32040000,32040000,113552000,1465175000,174457000,0.25447,0.16028,0.01955,0.00178,3.11764,9.98673,0.04659,4.65913,4.65913,29.06821,238.33734,14.52549,0.29999,0.00189,0.00555,0.06439,8.09084,10.34118
"20","2016_Q1",234.649016393443,"Down",329854000,230719000,241861000,-11142000,99135000,3196000,94005000,1954000,-7046000,322808000,-255886000,-255886000,66922000,66922000,66922000,-24174000,42748000,42748000,42748000,42748000,534086000,8924680000,20033774000,-206216000,20239990000,1201388000,139773000,90986000,551247000,31475934000,26930755000,17656285000,9274470000,594733000,704155000,374182000,28603825000,12010000,2924539000,-64440000,2872109000,2872109000,31475934000,42748000,33287000,7046000,-7e+05,-46871000,35510000,-16673000,652291000,-383315000,-116643000,-7206000,-166287000,242268000,68775000,-12358000,-12358000,-12358000,100209000,1298888000,60839000,0.20288,0.1296,0.01488,0.00136,1.4232,9.95917,0.04127,3.55925,3.55925,27.46402,239.13507,5.06552,0.59998,0.00159,0.00193,0.16857,7.63207,11.42826
"21","2016_Q2",246.05703125,"Up",338002000,232720000,243112000,-10392000,105282000,1311000,94751000,4592000,-4843000,333159000,-251671000,-251671000,81488000,81488000,81488000,-29416000,52072000,52072000,52072000,52072000,457758000,9558588000,20210906000,-206783000,20417689000,1192439000,139773000,84743000,551450000,32195657000,27365245000,17703804000,9661441000,689236000,779087000,400895000,29234463000,12010000,2973008000,-23824000,2961194000,2961194000,32195657000,52072000,27639000,4843000,-31962000,22565000,75157000,-5393000,-562100000,-131923000,-694542000,-8907616.3258416,167773000,375284000,543057000,-76328000,-76328000,-76328000,109127000,1468323000,155715000,0.24109,0.15406,0.01758,0.00162,2.99038,9.87253,0.04561,4.33557,4.33557,28.14243,246.55239,12.96501,0.741580316290647,0.00162,0.00484,0.171236492636356,9.26045,12.4014
"22","2016_Q3",266.624375,"Up",372439000,232189000,243369000,-11180000,140250000,4537000,99712000,23472000,-4562000,367877000,-258303000,-258303000,109574000,109574000,109574000,-40258000,69316000,69316000,69316000,69316000,507569000,8833816000,20534563000,-208008000,20742571000,1188059000,139773000,80555000,946068000,32230403000,27257774000,17477848000,9779926000,728562000,850504000,357859000,29194699000,12010000,3038721000,-15027000,3035704000,3035704000,32230403000,69316000,27972000,4562000,-40317000,-42206000,19327000,-8214000,434951000,-284889000,131300000,-7206000,110743000,-204353000,-100816000,49811000,49811000,49811000,137546000,1579066000,127384000,0.29421,0.18611,0.02283,0.00215,1.83773,9.61711,0.04899,5.77133,5.77133,31.0097,252.75617,10.60614,0.59998,0.00237,0.00395,0.10396,7.7901,9.77875
"23","2016_Q4",320.086666666667,"Up",353690000,235849000,246494000,-10645000,117841000,6692000,102015000,8782000,-7507000,346183000,-267233000,-267233000,78950000,78950000,78950000,-27546000,51404000,51404000,51404000,51404000,495705000,9382026000,21085030000,-211950000,21296980000,1203526000,150601000,79550000,575472000,32971910000,27925253000,17679579000,10245674000,730214000,840266000,392429000,29888162000,12010000,3086522000,-14784000,3083748000,3083748000,32971910000,51404000,27422000,7507000,-28587000,71021000,128767000,-22969000,-52768000,-365959000,-473565000,-3603000,-38750000,375287000,332934000,-11864000,-11864000,-11864000,106372000,1570480000,181970000,0.22322,0.14534,0.01667,0.00156,3.54,9.69215,0.04763,4.27996,4.27996,29.44863,256.75637,15.15103,0.29999,0.00167,0.00552,0.07009,10.10393,13.61336
"24","2017_Q1",348.158387096774,"Up",257643000,243917000,254782000,-10865000,13726000,7808000,-13235000,9989000,-16029000,241614000,-160559000,-160559000,81055000,81055000,81055000,-28365000,52690000,52690000,52690000,52690000,539741000,8879272000,21519083000,-218795000,21737878000,1194275000,150601000,78040000,629824000,32990836000,28161343000,18030794000,10130549000,603487000,832942000,380637000,29978409000,12010000,3135609000,-135192000,3012427000,3012427000,32990836000,52690000,27552000,16029000,40427000,-129443000,7254999.99999999,-10321000,149319000,-431662000,-63588999.9999999,-3603000,-132117000,236090000,100370000,44036000,44036000,44036000,108607000,1436429000,-2792000,0.3146,0.20451,0.01749,0.0016,-0.0529900000000003,9.95158,0.04354,4.38703,4.38703,21.45165,250.8181,-0.232469999999999,0.29999,0.00171,-8.00000000000002e-05,0.06838,8.25626,11.06271
"25","2017_Q2",339.364444444444,"Down",349990000,250343000,260857000,-10514000,99647000,7552000,74636000,17459000,-8231000,341759000,-236700000,-236700000,105059000,105059000,105059000,-37438000,67621000,67621000,67621000,67621000,502273000,9856458000,21685506000,-220943000,21906449000,1180329000,150601000,75325000,567913000,34018405000,29002768000,18205155000,10797613000,795587000,727500000,391854000,30917709000,12010000,3199627000,-110941000,3100696000,3100696000,34018405000,67621000,27887000,8231000,9606000,24254000,137599000,-4409000,-894487000,-105100000,-981395000,-7908843.79274429,86658000,719670000,806328000,-37468000,-37468000,-37468000,132946000,1523087000,190229000,0.30018,0.19321,0.02181,0.00199,2.81316,9.97122,0.04477,5.6302,5.6302,29.14057,258.16748,15.83868,0.658500961589114,0.00199,0.00559,0.0852165341509849,7.67841,9.71658
"26","2017_Q3",351.546984126984,"Up",479249000,261609000,272542000,-10933000,217640000,4990000,79803000,129520000,-12324000,466925000,-255046000,-255046000,211879000,211879000,211879000,-77219000,134660000,134660000,134660000,134660000,556772000,9479319000,22642667000,-228798000,22871465000,1190774000,150601000,80544000,669173000,34769850000,29456338000,18280757000,11175581000,784517000,879957000,409187000,31529999000,12010000,3330684000,-102843000,3239851000,3239851000,34769850000,134660000,28578000,12324000,-118710000,-3549999.99999997,53302000,-8962000,489380000,-357285000,395753000,-7206000,141387000,-528737000,-394556000,54499000,54499000,54499000,240457000,1664474000,305164000,0.44211,0.28098,0.04156,0.00387,2.26618,9.73193,0.04787,11.21194,11.21194,39.90282,269.75368,25.4083,0.59998,0.00408,0.00878,0.05351,4.60665,5.22799
"27","2017_Q4",394.436666666667,"Up",369238000,273175000,284333000,-11158000,96063000,6775000,80764000,7187000,-7946000,361292000,-257643000,-257643000,103649000,103649000,103649000,-36585000,67064000,67064000,67064000,67064000,296386000,9425188000,22917231000,-231842000,23149073000,1185546000,150601000,77491000,531711000,34584154000,29333949000,17850916000,11483033000,679280000,866123000,390971000,31270323000,12010000,3394145000,-92324000,3313831000,3313831000,34584154000,67064000,28278000,7946000,7923000,1992000,113203000,-12727000,192049000,-309208000,-132129000,0,-119071000,-122389000,-241460000,-260386000,-260386000,-260386000,131927000,1545403000,157777000,0.28071,0.18163,0.02024,0.00194,2.35263,9.43631,0.04469,5.58383,5.58383,30.74318,275.91334,13.13669,0,0.00194,0.00456,0,9.46749,12.05045
"28","2018_Q1",423.979508196721,"Up",383382000,274769000,285958000,-11189000,108613000,3934000,82907000,22143000,2809000,386191000,-263080000,-263080000,123111000,123111000,123111000,-68704000,54407000,54407000,54407000,54407000,336150000,8568183000,23374932000,-221893000,23596825000,1189528000,150601000,73096000,835022000,34527512000,29266275000,18028900000,11237375000,693807000,870240000,363126000,31193448000,12010000,3444348000,-122294000,3334064000,3334064000,34527512000,54407000,28903000,-2809000,73425000,-102772000,51154000,-14930000,502005000,-442093000,49099000,-7206000,14391000,-67673999.9999999,-60489000,39764000,39764000,39764000,152014000,1564047000,103016000,0.32112,0.14191,0.01632,0.00158,1.89343,9.35598,0.0453,4.52999,4.52999,31.92082,277.59797,8.57723,0.59998,0.00178,0.00298,0.13245,8.07753,9.9739
"29","2018_Q2",424.316875,"Up",407121000,284437000,292601000,-8164000,122684000,5208000,84498000,32978000,-7605000,399516000,-268063000,-268063000,131453000,131453000,131453000,-31222000,100231000,100231000,100231000,100231000,248139000,8914803000,23388861000,-223116000,23611977000,1188909000,150601000,68668000,476456000,34436437000,29969245000,17968504000,12000741000,554758000,194413000,345907000,31064323000,12010000,3590427000,-230323000,3372114000,3372114000,34436437000,100231000,29228000,7605000,-36952000,358276000,458388000,-15688000,-431694000,-7283000,-454665000,-4204000,-790500000,702970000,-91734000,-88011000,-88011000,-88011000,160681000,749171000,534491000,0.32288,0.24619,0.02972,0.00291,5.33259,9.21212,0.02176,8.34535,8.34535,33.89736,280.76605,44.50233,0.35003,0.00303,0.01552,0.04194,3.11818,3.81149
"30","2018_Q3",434.639206349206,"Up",397146000,296219000,303877000,-7658000,100927000,9143000,85783000,6001000,-8438000,388708000,-265993000,-265993000,122715000,122715000,122715000,-29424000,93291000,93291000,93291000,93291000,260525000,8413856000,24313572000,-224865000,24538437000,1214165000,208217000,77370000,600861000,35088566000,30408884000,18227167000,12181717000,613993000,241360000,377443000,31641680000,12010000,3679514000,-244638000,3446886000,3446886000,35088566000,93291000,29677000,8438000,-18083000,-50751000,62572000.0000001,-28939000,687417000,-353481000,198699000,-4203000,-64732000.0000001,-179950000,-248885000,12386000,12386000,12386000,152392000,855353000,102126000,0.30899,0.2349,0.02707,0.00266,1.0947,9.17979,0.02438,7.76751,7.76751,33.06683,286.99165,8.50312999999999,0.34995,0.00278,0.00291,0.04505,3.90328,4.84723
"31","2018_Q4",414.375555555556,"Down",401893000,307362000,315706000,-8344000,94531000,7977000,83313000,3241000,-840000,401053000,-267537000,-267537000,133516000,133516000,133516000,-16198000,117318000,117318000,117318000,117318000,262525000,7983699000,24667150000,-219197000,24886347000,1210930000,208217000,72748000,549390000,34954659000,30163537000,17951393000,12212144000,687749000,297487000,306873000,31455646000,11885000,3734703000,-247575000,3499013000,3499013000,34954659000,117318000,30159000,840000,18438000,-357642000,-190887000,-21437000,728239000,-341592000,365210000,-4205000,135315000,-245347000,-172323000,2e+06,2e+06,2e+06,163675000,985236000,-199206000,0.33222,0.29191,0.03353,0.00336,-1.698,8.98986,0.02819,9.79981,9.79981,33.57093,292.27955,-16.64008,0.35125,0.00348,-0.0057,0.03584,4.41552,5.41292
