"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",129.743968253968,"Down",442367000,-287275000,-10468000,-116853000,-159954000,155092000,-11007000,-45573000,34566000,144085000,208068000,208053000,208053000,91000,208144000,208144000,194928000,194928000,132302000,132302000,327230000,15384352000,18374251000,-2989899000,552166000,262050000,290116000,15936518000,16263748000,414923000,414923000,3518822000,94864000,94864000,4028609000,3043509000,83610000,3127119000,7155728000,9361792000,-223330000,-40950000,9097512000,10508000,9108020000,16263748000,208053000,116853000,-79441000,-79441000,-9085000,-9085000,236380000,-8679000,-8679000,-425635000,-7885000,-442199000,-153095000,45791000,1973000,1973000,-2198000,-107529000,-313348000,-313348000,-313348000,271945000,6562331000,0.3506,0.47052,0.02285,0.0128,0.08123,0.78565,0.40349,1.57824,1.56293,3.35422,68.9813,1.16083,0.02293,0.73552,23.4143,41.05565
"22","2015_Q3",132.9909375,"Up",457459000,-286942000,-10335000,-118627000,-157980000,170517000,-30786000,-44591000,13805000,139731000,173546000,172253000,172253000,71999.9999999999,172325000,172325000,65126000,65126000,134969000,134969000,200095000,15581022000,18673227000,-3092205000,539359000,264616000,274743000,16120381000,16320476000,408246000,408246000,2919299000,109815000,109815000,3437360000,3567831000,94212000,3662043000,7099403000,9467449000,-217441000,-39523000,9210485000,10588000,9221073000,16320476000,172253000,118627000,-38181000,-38181000,2823000,2823000,255522000,-43337000,-43337000,-267966000,59153000,-252150000,-165145000,-59951000,95353000,95353000,-4615000,-134358000,-130986000,-130986000,-130986000,289144000,6487130000,0.37275,0.3767,0.01869,0.01056,0.05821,0.76991,0.39748,1.30571,1.29484,3.46619,69.78826,1.25131,0.02136,0.95833,22.2104,37.66196
"23","2015_Q4",141.57296875,"Up",475361000,-296719000,-10463000,-120184000,-166072000,178642000,-22680000,-43234000,20554000,155962000,206115000,206075000,206075000,66000,206141000,206141000,318557000,318557000,132763000,132763000,451320000,15790620000,19002878000,-3212258000,540039000,268647000,271392000,16330659000,16781979000,442293000,442293000,2738629000,103042000,103042000,3283964000,3568098000,89952000,3658050000,6942014000,10050121000,-182487000,-38181000,9829453000,10512000,9839965000,16781979000,206075000,120184000,-66209000,-66209000,42320000,42320000,302370000,6771000,6771000,-292821000,-6116000,-292166000,-166011000,-155427000,577305000,577305000,-12640000,243227000,253431000,253431000,253431000,298826000,6306727000,0.3758,0.43365,0.02095,0.01228,0.13743,0.70549,0.3758,1.54217,1.53026,3.55624,73.53545,1.24195,0.02292,0.80533,20.03899,33.5205
"24","2016_Q1",140.620655737705,"Down",480841000,-292007000,-11508000,-122259000,-158240000,188834000,-41124000,-42217000,1093000,147710000,155487000,155352000,155352000,76000,155428000,155428000,400507000,400507000,134898000,134898000,535405000,15942309000,19246060000,-3303751000,453591000,216919000,236672000,16395900000,16931305000,431262000,431262000,2611274000,99355000,99355000,3141891000,3845674000,93217000,3938891000,7080782000,10069902000,-197989000,-31387000,9840526000,9997000,9850523000,16931305000,155352000,122259000,-3130000,-3130000,5913999.99999999,5914000,280395000,-10620000,-10620000,-198142000,-4239999.99999999,-213002000,-170997000,189071000,15553000.0000001,15553000,-9874000,23753000,91146000,91146000,91146000,311093000,6456948000,0.39272,0.32324,0.01578,0.00918,0.17041,0.71882,0.38136,1.13674,1.1312,3.51667,71.96947,1.2506,0.0199,1.10017,19.46827,32.07283
"25","2016_Q2",144.49796875,"Up",508498000,-305313000,-11404000,-127216000,-166693000,203185000,-15441000,-43410000,27969000,187744000,237914000,237877000,237877000,54000,237931000,237931000,97541000,97541000,202325000,202325000,299866000,16310978000,19741570000,-3430592000,432546000,182367000,250179000,16743524000,17043390000,489785000,489785000,2655726000,99644000,99644000,3245155000,3846854000,94722000,3941576000,7186731000,10071101000,-146799000,-77770000,9846532000,10127000,9856659000,17043390000,237877000,127216000,-71444000,-71444000,-15867000,-15867000,277782000,-184904000,-184904000,-140140000,-59683000,-384727000,-171151000,-19682000,1102000,1102000,-6290000,-196021000,-302966000,-302966000,-302966000,330401000,6502580000,0.39958,0.46791,0.02414,0.01396,0.0924,0.72912,0.38153,1.73944,1.73188,3.71747,71.985,1.25123,0.02486,0.71933,19.38565,31.52319
"26","2016_Q3",145.405625,"Up",502306000,-314490000,-12010000,-132469000,-170011000,187816000,-19430000,-46581000,27151000,168386000,197356000,197320000,197320000,126000,197446000,197446000,182306000,182306000,139009000,139009000,321315000,16498094000,20038575000,-3540481000,575658000,325614000,250044000,17073752000,17395067000,491675000,491675000,2514826000,102425000,102425000,3108926000,4319165000,100488000,4419653000,7528579000,10094324000,-134808000,-102997000,9856519000,9969000,9866488000,17395067000,197320000,132469000,-54923000,-54923000,530000,530000,275396000,-13733000,-13733000,-392984000,78953000,-327764000,-185084000,336968000,11702000,11702000,-26453000,137133000,84765000.0000001,84765000.0000001,84765000.0000001,320285000,6833991000,0.37391,0.39308,0.02001,0.01135,0.10335,0.76305,0.39287,1.44207,1.43662,3.66864,71.98808,1.35178,0.02277,0.93739,20.76802,35.41597
"27","2016_Q4",137.252063492063,"Down",516211000,-320784000,-11929000,-131729000,-177126000,195427000,-48212000,-47871000,-341000,147215000,356350000,356328000,356328000,62000,356390000,356390000,65899000,65899000,198929000,198929000,264828000,16871410000,20463014000,-3591604000,452419000,176882000,275537000,17323829000,17588657000,520633000,520633000,2575723000,273958000,273958000,3370314000,4070247000,101522000,4171769000,7542083000,10101112000,36043000,-100531000,10036624000,9950000,10046574000,17588657000,356328000,131729000,-206688000,-206688000,26180000,26180000,307549000,-243812000,-243812000,160812000,-71100000,-154100000,-185250000,-83543000,1343000,1343000,-2406000,-269856000,-116407000,-116407000,-116407000,327156000,6645970000,0.37858,0.6904,0.03547,0.02026,0.07858,0.75071,0.37786,2.60143,2.59183,3.76803,73.26123,1.35221,0.03225,0.5198,20.11295,33.67022
"28","2017_Q1",147.21064516129,"Up",518240000,-319892000,-10428000,-140020000,-169444000,198348000,-39465000,-49648000,10183000,158883000,242393000,242183000,242183000,52000,242235000,242235000,214994000,214994000,147054000,147054000,362048000,17032994000,20776626000,-3743632000,472229000,175116000,297113000,17505223000,17867271000,460073000,460073000,2567578000,101806000,101806000,3129457000,4463302000,95330000,4558632000,7688089000,10107027000,94899000,-30510000,10171416000,7766000,10179182000,17867271000,242183000,140020000,-85798000,-85798000,3140000,3140000,299545000,-23719000.0000001,-23719000,-194149000,52107000,-165761000,-185264000,216266000,1379000,1379000,-6908000,25473000,159257000,159257000,159257000,338368000,7030880000,0.38273,0.46742,0.0238,0.01356,0.11569,0.75528,0.39351,1.768,1.76144,3.78248,74.23817,1.35219,0.0247,0.76481,20.14341,34.36327
"29","2017_Q2",158.08253968254,"Up",522326000,-329801000,-13206000,-140621000,-175974000,192525000,-32623000,-49295000,16672000,159902000,235801000,235781000,235781000,94000,235875000,235875000,121705000,121705000,279182000,279182000,400887000,17066891000,20919484000,-3852593000,510643000,183403000,327240000,17577534000,17978421000,489294000,489294000,2541183000,96672000,96672000,3127149000,4464546000,111326000,4575872000,7703021000,10161561000,133674000,-28613000,10266622000,8778000,10275400000,17978421000,235781000,140621000,-87551000,-87551000,11044000,11044000,299895000,-10444000,-10444000,-93410000,-5026000,-108880000,-185192000,-21905000,56817000,56817000,-1992000,-152272000,38743000,38743000,38743000,333146000,7005729000,0.36859,0.45159,0.02296,0.01312,0.1282,0.74966,0.38967,1.72085,1.71506,3.81068,74.90119,1.35109,0.02421,0.78513,20.66368,35.75652
"30","2017_Q3",156.039365079365,"Down",530511000,-335639000,-13947000,-141439000,-180253000,194872000,-48955000,-50102000,1146999.99999999,145917000,165252000,165194000,165194000,31000,165225000,165225000,53477000,53477000,273330000,273330000,326807000,17135018000,21104067000,-3969049000,481920000,169854000,312066000,17616938000,17943745000,472019000,472019000,1480862000,199657000,199657000,2152538000,5405897000,94056000,5499953000,7652491000,10222855000,102546000,-42989000,10282412000,8842000,10291254000,17943745000,165194000,141439000,-11152000,-11152000,-19720000,-19720000,275761000,-18305000,-18305000,-120225000,-6314000,-144844000,-195531000,-44849000,53216000,53216000,-19320000,-206484000,-75567000,-75567000,-75567000,336311000,6886759000,0.36733,0.31145,0.01605,0.00921,0.15182,0.74359,0.3838,1.20093,1.19578,3.856,74.73733,1.42121,0.02089,1.18342,20.31834,35.06549
"31","2017_Q4",152.35873015873,"Down",550500000,-343932000,-11655000,-144990000,-187287000,206568000,4826000,-47741000,52567000,211394000,238223000,238199000,238199000,49000,238248000,238248000,36042000,36042000,214546000,214546000,250588000,17446153000,21526099000,-4079946000,481096000,155428000,325668000,17927249000,18177837000,506712000,506712000,1478939000,326938000,326938000,2312589000,5407091000,115605000,5522696000,7835285000,10230029000,144647000,-40863000,10333813000,8739000,10342552000,18177837000,238199000,144990000,-71161000,-71161000,46094000,46094000,358122000,-246379000,-246379000,-118353000,-6296000,-371028000,-195962000,134553000,84000,84000,-1811000,-63136000,-76042000,-76042000,-76042000,351558000,6886030000,0.37524,0.43278,0.02304,0.01311,0.10836,0.75758,0.37881,1.73001,1.7226,3.99738,75.03757,1.42295,0.02503,0.82251,19.48466,33.16093
"32","2018_Q1",138.685573770492,"Down",555291000,-350772000,-11865000,-157100000,-181807000,204519000,-52165000,-52523000,358000,152354000,237525000,237486000,237486000,87000,237573000,237573000,67088000,67088000,167504000,167504000,234592000,17717557000,21935936000,-4218379000,462672000,163475000,299197000,18180229000,18414821000,504283000,504283000,1476706000,85377000,85377000,2066366000,5852764000,101589000,5954353000,8020719000,10236856000,188609000,-37419000,10388046000,6056000,10394102000,18414821000,237486000,157100000,-70519000,-70519000,-1587999.99999999,-1588000.00000001,322479000,-261179000,-261179000,-80108000,657999.999999997,-340629000,-195972000,203851000,976000.000000004,976000.000000004,-5910000,2945000.00000001,-15205000,-15205000,-15205000,361619000,7329470000,0.36831,0.42784,0.02286,0.0129,0.11353,0.77166,0.39802,1.72491,1.71836,4.03173,75.42308,1.42287,0.02432,0.82489,20.08297,35.50957
"33","2018_Q2",141.08765625,"Up",560792000,-364643000,-13664000,-159059000,-191920000,196149000,-53373000,-55113000,1740000,142776000,141590000,141590000,141590000,53000,141643000,141643000,137244000,137244000,167293000,167293000,304537000,17884547000,22230143000,-4345596000,457363000,164344000,293019000,18341910000,18646447000,502592000,502592000,1448822000,84453000,84453000,2035867000,6150633000,118871000,6269504000,8305371000,10231120000,128166000,-24162000,10335124000,5952000,10341076000,18646447000,141590000,159059000,10195000,10195000,5069000,5069000,315913000,-16975000,-16975000,-303051000,746000,-319280000,-195999000,270591000,0,0,-1724000,72868000,69501000,69501000,69501000,355208000,7599455000,0.34977,0.25258,0.0137,0.0076,0.14959,0.80314,0.40756,1.02815,1.02526,4.07066,75.02024,1.42271,0.0187,1.38375,21.008,38.04358
"34","2018_Q3",153.789841269841,"Up",569240000,-362883000,-14444000,-156684000,-191755000,206357000,-55796000,-56585000,789000,150561000,254601000,254543000,254543000,119000,254662000,254662000,101565000,101565000,282806000,282806000,384371000,17860597000,22319938000,-4459341000,426040000,165421000,260619000,18286637000,18671008000,489130000,489130000,1419035000,93394000,93394000,2001559000,6152243000,113011000,6265254000,8266813000,10241829000,179066000,-22707000,10398188000,6007000,10404195000,18671008000,254543000,156684000,-92639000,-92639000,-9203999.99999999,-9204000,309384000,-22002000,-22002000,-7352000.00000006,31953000,2599000,-203071000,-30998000.0000001,832999.999999999,833000,-257000,-233493000,78490000,78490000,78490000,363041000,7571278000,0.36251,0.44737,0.02448,0.01364,0.19204,0.79457,0.40551,1.84752,1.84251,4.12971,75.43663,1.47324,0.02531,0.79741,20.5754,36.19801
"35","2018_Q4",156.869206349206,"Up",575983000,-364592000,-13905000,-156539000,-194148000,211391000,-44066000,-54097000,10031000,167325000,192436000,192407000,192407000,79000,192486000,192486000,55887000,55887000,259836000,259836000,315723000,17930213000,22515822000,-4585609000,416183000,173563000,242620000,18346396000,18662119000,504451000,504451000,1323283000,149360000,149360000,1977094000,6153945000,127605000,6281550000,8258644000,10250693000,167946000,-21241000,10397398000,6077000,10403475000,18662119000,192407000,156539000,-23452000,-23452000,30568000,30568000,356062000,-107203000,-107203000,-93926000,22354000,-178775000,-203082000,-42117000,391000,391000,-785000,-245593000,-68306000,-68306000,-68306000,367930000,7477228000,0.36701,0.33419,0.0185,0.01031,0.15969,0.79384,0.40066,1.39636,1.39157,4.17837,75.42611,1.47322,0.02197,1.05505,20.17052,35.10718
"36","2019_Q1",167.32262295082,"Up",578520000,-366003000,-18356000,-158914000,-188733000,212517000,-52469000,-55179000,2710000,160048000,385388000,385635000,385635000,99000,385734000,385734000,91659000,91659000,158021000,158021000,249680000,17730930000,22332377000,-4601447000,399590000,217432000,182158000,18130520000,18380200000,501891000,501891000,1134270000,97133000,97133000,1733294000,5905993000,105063000,6011056000,7744350000,10307973000,350777000,-26144000,10632606000,3244000,10635850000,18380200000,385635000,158914000,-218615000,-218615000,-6182000.00000001,-6181999.99999999,319752000,-1419326000,-279372000,1287642000,30489000,-101195000,-203087000,-117196000,51037000,51037000,-13038000,-282284000,-63727000,-63727000,-63727000,371431000,7040263000,0.36735,0.66676,0.03627,0.02099,0.14405,0.72814,0.38304,2.79668,2.78577,4.19443,77.08936,1.47244,0.03311,0.52649,18.70766,32.6967
"37","2019_Q2",178.746825396825,"Up",566184000,-360529000,-13688000,-162057000,-184784000,205655000,-48952000,-47892000,-1060000,156703000,170430000,170418000,170418000,-52000,170366000,170366000,62999000,62999000,164955000,164955000,227954000,17876090000,22624668000,-4748578000,535939000,212639000,323300000,18412029000,18639983000,492691000,492691000,1132740000,103461000,103461000,1728892000,5907327000,266369000,6173696000,7902588000,10459045000,306861000,-31907000,10733999000,3396000,10737395000,18639983000,170418000,162057000,78000,78000,29500000,29500000,362053000,-112105000,-112105000,-278799000,77718000,-313186000,-203499000,-1935000,155561000,155561000,-21651000,-71524000,-22657000,-22657000,-22657000,367712000,7040067000,0.36323,0.3009,0.01587,0.00914,0.13185,0.73599,0.37769,1.23158,1.22714,4.09296,77.59634,1.4711,0.02072,1.19448,18.97427,33.92608
"38","2019_Q3",185.80765625,"Up",577262000,-376785000,-18983000,-162692000,-195110000,200477000,-49813000,-50010000,197000,150664000,168287000,168305000,168305000,-24000,168281000,168281000,243576000,243576000,121552000,121552000,365128000,18009444000,22882340000,-4872896000,558003000,208519000,349484000,18567447000,18932575000,471889000,471889000,997085000,105086000,105086000,1574060000,6355132000,249515000,6604647000,8178707000,10520636000,262548000,-33184000,1.075e+10,3868000,10753868000,18932575000,168305000,162692000,-2666000,-2666000,-52117000,-52117000,276214000,-92383000.0000001,-92383000,-282804000,98349000,-276838000,-211796000,313550000,50632000,50632000,-16925000,135461000,134837000,134837000,134837000,363169000,7352217000,0.34729,0.29152,0.01565,0.00889,0.23197,0.76054,0.38834,1.20963,1.20526,4.14945,77.27269,1.52242,0.02071,1.25859,19.57392,35.45864
"39","2019_Q4",191.75109375,"Up",587614000,-376054000,-12769000,-165464000,-197821000,211560000,-49850000,-51493000,1643000,161710000,290893000,279709000,279709000,-32000,279677000,279677000,246425000,246425000,122501000,122501000,822612000,17665779000,22669172000,-5003393000,572076000,207204000,364872000,18237855000,19060467000,518327000,518327000,1004389000,93593000,93593000,1616309000,6356890000,268840000,6625730000,8242039000,10530184000,329323000,-45082000,10814425000,4003000,10818428000,19060467000,279709000,165464000,-118887000,-118887000,50369000,50369000,376655000,-179364000,-179364000,191228000,-179044000,-167180000,-212172000,7730000,1596000,1596000,-1919000,-204765000,4710000,4710000,4710000,377024000,7361279000,0.36003,0.47595,0.02585,0.01467,0.50894,0.76185,0.38621,2.00706,1.9997,4.21691,77.60793,1.52262,0.02666,0.75863,18.87109,33.63043
"40","2020_Q1",181.649516129032,"Down",593566000,-374358000,-12602000,-171365000,-190391000,219208000,-46318000,-54190000,7872000,172890000,169496000,167671000,167671000,-21000,167650000,167650000,39687000,39687000,122151000,122151000,161838000,17936253000,23100651000,-5164398000,1022960000,165806000,857154000,18959213000,19121051000,489427000,489427000,937642000,92510000,92510000,1519579000,6358648000,249374000,6608022000,8127601000,10738139000,282913000,-31503000,10989549000,3901000,10993450000,19121051000,167671000,171365000,6095000,6094999.99999999,-38249000,-38249000,306882000,-1229568000,-177557000,792416000,487000,-436665000,-212179000,-66861000,201936000,201936000,-253000,-77357000,-207140000,-207140000,-207140000,390573000,7296290000,0.36931,0.28245,0.01525,0.00877,0.1065,0.73931,0.38158,1.20247,1.19774,4.25737,78.82282,1.52186,0.02049,1.26561,18.57938,33.10373
"41","2020_Q2",144.164761904762,"Down",602267000,-394866000,-17320000,-177911000,-199635000,207401000,-54739000,-55914000,1175000,152662000,168097000,168006000,168006000,-35000,167971000,167971000,777995000,777995000,125330000,125330000,903325000,18043519000,23371244000,-5327725000,944492000,173734000,770758000,18988011000,19891336000,483007000,483007000,937025000,842957000,842957000,2262989000,6404432000,308673000,6713105000,8976094000,10733429000,225656000,-47157000,10911928000,3314000,10915242000,19891336000,168006000,177911000,-6773000,-6773000,2560000,2560000,341704000,-190584000,-43585000,53274000,1243000,-136067000,-213671000,790113000,125000,125000,-41397000,535170000,740807000,740807000,740807000,385312000,7341457000,0.34437,0.2789,0.01539,0.00844,0.39917,0.82234,0.36908,1.19657,1.19316,4.29035,77.73302,1.52212,0.02056,1.27207,17.03415,31.64624
"42","2020_Q3",140.87609375,"Down",575789000,-389309000,-15573000,-176249000,-197487000,186480000,-52887000,-53399000,512000,133593000,169736000,170869000,170869000,-41000,170828000,170828000,322817000,322817000,126682000,126682000,449499000,17989080000,23478565000,-5489485000,912911000,176352000,736559000,18901991000,19351490000,478753000,478753000,931772000,80587999.9999998,80587999.9999998,1491113000,6698438000,288380000,6986818000,8477931000,10744203000,172304000,-46317000,10870190000,3369000,10873559000,19351490000,170869000,176249000,-24692000,-24692000,-35213000,-35213000,287213000,-103657000,-22734000,65357000,-10761000,-49061000,-223655000,-458064000,1488000,1488000,-10648000,-690879000,-452727000,-452727000,-452727000,362729000,7630210000,0.32387,0.29669,0.01571,0.00883,0.30145,0.77968,0.3943,1.21628,1.2139,4.09958,77.39505,1.59241,0.02099,1.30924,20.1456,39.18593
"43","2020_Q4",147.9634375,"Up",567403000,-402175000,-13985000,-175348000,-212842000,165228000,-48166000,-53249000,5083000,117062000,147690000,147717000,147717000,-14000,147703000,147703000,87530000,87530000,126819000,126819000,214349000,17999272000,23643491000,-5644219000,930990000,194317000,736673000,18930262000,19144611000,517300000,517300000,863396000,88040000,88040000,1468736000,6700250000,302790000,7003040000,8471776000,10682556000,29705000,-42617000,10669644000,3191000,10672835000,19144611000,147717000,175348000,-25592000,-25592000,35684000,35684000,333157000,-199069000,-35261000,67459000,-4585000,-136195000,-223674000,-68576000,-137472000,-14000,-534000,-430256000,-233294000,-233294000,-233294000,340576000,7563646000,0.2912,0.26031,0.01384,0.00772,0.14594,0.79377,0.39508,1.05298,1.05049,4.04503,76.06418,1.59458,0.02003,1.51435,21.95139,45.24727
"44","2021_Q1",164.324262295082,"Up",555802000,-404426000,-13465000,-177823000,-213138000,151376000,-51937000,-51589000,-348000,99439000,338936000,341114000,341114000,14000,341128000,341128000,216976000,216976000,127367000,127367000,344343000,17949884000,23650063000,-5700179000,904917000,202612000,702305000,18854801000,19199144000,593205000,593205000,862332000,310999.99999997,310999.99999997,1455848000,6702005000,286440000,6988445000,8444293000,10665811000,126022000,-40250000,10751583000,3268000,10754851000,19199144000,341114000,177823000,-232902000,-232902000,-28494000,-28494000,257541000,-285600000,-35456000,397595000,29895000,141890000,-222212000,-1283999.99999994,-44553000,1865000,-250000,-268299000,131132000,131132000,131132000,329199000,7564337000,0.27236,0.61376,0.03172,0.01777,0.23652,0.78516,0.39399,2.44923,2.44304,3.99055,77.19426,1.59544,0.03028,0.6514,22.3189,48.53716
"45","2021_Q2",189.563333333333,"Up",551135000,-410109000,-17352000,-183297000,-209460000,141026000,-53080000,-52613000,-467000,87946000,141479000,142234000,142234000,-11000,142223000,142223000,129298000,129298000,131348000,131348000,260646000,17946654000,23806144000,-5859490000,913232000,210650000,702582000,18859886000,19120532000,611947000,611947000,834025000,180411000,180411000,1626383000,6703759000,118629000,6822388000,8448771000,10659061000,47151000,-37883000,10668329000,3432000,10671761000,19120532000,142234000,183297000,-44593000,-44593000,49207000,49207000,330145000,-215058000,-30254000,66511000,-7405000,-155952000,-222734000,-28488000,11000,11000,-6782000,-257993000,-83800000,-83800000,-83800000,324323000,7537784000,0.25588,0.25805,0.01333,0.00744,0.16026,0.79169,0.39422,1.02105,1.01914,3.95671,76.59012,1.59905,0.01991,1.56609,22.84293,52.53277
"46","2021_Q3",214.388125,"Up",561744000,-133663000,-18465000,-184472000,69274000,146408000,-29545000,-56104000,26559000,116863000,447987000,447977000,447977000,-24000,447953000,447953000,297036000,297036000,222419000,222419000,519455000,17924509000,23831779000,-5907270000,872661000,227953000,644708000,18797170000,19316625000,586368000,586368000,828120000,177448000,177448000,1591936000,6705513000,107550000,6813063000,8404999000,10671960000,272398000,-36339000,10908019000,3607000,10911626000,19316625000,447977000,184472000,-343531000,-343531000,-50434000,-50434000,238484000,-240292000,-148059000,481564000,3885000,245157000,-221838000,-6246000,2361000,2361000,-544999.999999999,-226268000,257373000,257373000,257373000,330880000,7533633000,0.26063,0.79743,0.04105,0.02319,0.3263,0.77028,0.39001,3.21595,3.20993,4.03288,78.31091,1.59262,0.0361,0.49523,21.87076,49.42761
"47","2021_Q4",229.346875,"Up",580774000,-432140000,-17313000,-193791000,-221036000,148634000,-49120000,-55987000,6867000,99514000,81026000,78847000,78847000,67000,78914000,78914000,322294000,322294000,146996000,146996000,469290000,18148470000,24205197000,-6056727000,861207000,199541000,661666000,19009677000,19478967000,610812000,610812000,827667000,176120000,176120000,1614599000,6951637000,121365000,7073002000,8687601000,10686035000,128549000,-26924000,10787660000,3706000,10791366000,19478967000,78847000,193791000,30354000,-484716733.335513,40121000,-79383468.4928106,343113000,-425261000,-201681437.689571,-11173000,31476000,-404958000,-221848000,236066000,4639000,4639000,-8267000,10590000,-51255000,-51255000,-51255000,342425000,7779304000,0.25592,0.13588,0.00731,0.00405,0.29065,0.80505,0.39937,0.56635,0.5651,4.16807,77.42036,1.59215,0.01609,2.81126,21.77706,50.17028
"48","2022_Q1",236.426290322581,"Up",601197000,-706237000,-16481000,-197036000,-492720000,176633000,-50085000,-55711000,5626000,126548000,339597000,335298000,335298000,-89000,335209000,335209000,420251000,420251000,157294000,157294000,577545000,18709584000,24918194000,-6208610000,614887000,216390000,398497000,19324471000,19902016000,585120000,359728000,754153000,170310017.38311,170310017.38311,1339273000,7349394000,276888000,7626282000,8965555000,10717812000,240821000,-26106000,10932527000,3934000,10936461000,19902016000,335298000,197036000,-212009000,-357755284.849872,-28897000,-22311107.2226976,291428000,-574645000,-176106542.166091,259792000,6553000.00000001,-308300000,-221924000,325602000,24863000,24863000,-3731000,124810000,107938000,107938000,107938000,373669000,8103547000,0.2938,0.55757,0.03065,0.01684,0.43124,0.81979,0.40717,2.38302,2.39869,4.27395,77.72002,1.57767,0.02884,0.662049999999999,20.56177,43.49864
"49","2022_Q2",210.959193548387,"Down",613927000,-441257000,-17421000,-201786000,-222050000,172670000,-56209000,-56526000,317000,116461000,264547000,262076000,262076000,-32000,262044000,262044000,343457000,343457000,148466000,148466000,491923000,18635085000,25024421000,-6389336000,742619000,219075000,523544000,19377704000,19869627000,587204000,587204000,754131000,118036317.38311,118036317.38311,1341335000,7250902000,296762000,7547664000,8888999000,10712726000,278948000,-14938000,10976736000,3892000,10980628000,19869627000,262076000,201786000,-138244000,-138244000,18062000,18062000,343680000,-322289000,-127370000,227019000,5070000,-90200000,-223063000,-100362000,459000,459000,-16891000,-339857000,-86377000,-86377000,-86377000,374456000,8005033000,0.28125,0.42683,0.02386,0.01319,0.36674,0.80952,0.40288,1.87454,1.8727,4.39175,78.52249,1.59569,0.02516,0.85124,20.46055,44.37121
"50","2022_Q3",198.1459375,"Down",644559000,-140146000,-21291000,-199302000,80447000,196712000,-56317000,-58797000,2480000,140395000,138407000,138566000,138566000,125000,138691000,138691000,152522000,152522000,143921000,143921000,296443000,18617916000,25160711000,-6542795000,854418000,222438000,379141000,19472334000,19768777000,563697000,338683000,748408000,1227000,1227000,1313332000,7252785000,281719000,7534504000,8847836000,10728592000,195035000,-6166000,10917461000,3480000,10920941000,19768777000,138566000,199302000,13272000,13272000,-54772000,-54772000,296368000,-251774000,-107768000,-4406000,-10128000,-266308000,-222163000,-6064999.99999994,1551000,1551000,-603000,-227280000,-197220000,-197220000,-197220000,396014000,8001193000,0.30519,0.21517,0.0127,0.00702,0.22572,0.81017,0.40474,0.99213,0.99115,4.61088,78.09846,1.58925,0.01879,1.60186,19.81918,39.8993
