"","YQ","p","d","revenue","sales_services_revenue","financing_revenue","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",46.9598387096774,"Up",2.468e+09,2.479e+09,-1.1e+07,-1.994e+09,-1.385e+09,-6.09e+08,4.74e+08,-2.75e+08,-6.8e+07,-6.8e+07,-2.07e+08,1.99e+08,1.99e+08,-4.7e+07,1.52e+08,1.51e+08,1.73e+08,1.73e+08,4.7221e+10,3.932e+09,4.3289e+10,5.584e+09,5.584e+09,1.178e+10,1.178e+10,6.4585e+10,7.3979e+10,7.3979e+10,7.3979e+10,1.38564e+11,1.20609e+11,1.17e+09,1.19439e+11,5e+08,1.21109e+11,7.634e+09,7.634e+09,1.28743e+11,6.366e+09,-4.953e+09,6.477e+09,1.267e+09,9.157e+09,9.821e+09,1.38564e+11,1.51e+08,5.8e+07,2.36e+08,-3e+07,4.15e+08,-4.4e+07,9.45e+08,3.9e+07,9.4e+08,-7.3e+07,3.61e+08,-3.1e+08,3.2e+07,-3.42e+08,-7.36e+08,-7.58e+08,5.97e+08,5.97e+08,7e+06,6.04e+08,5.32e+08,8.134e+09,5.05e+08,0.19206,0.0701,0.01762,0.00125,2.91908,0.53328,13.10895,0.0587,0.80465,0.78959,11.47907,42.5907,2.34884,0.33953,0.0137,0.02813,0.42197,-73.4718,-82.46203
"12","2013_Q1",54.251,"Up",2.674e+09,2.684e+09,-1e+07,-1.98e+09,-1.448e+09,-5.32e+08,6.94e+08,-2.76e+08,-6.7e+07,-6.7e+07,-2.09e+08,4.18e+08,4.18e+08,-8.7e+07,3.31e+08,3.32e+08,3.89e+08,3.89e+08,4.4197e+10,2.95e+09,4.1247e+10,4.315e+09,4.315e+09,1.1282e+10,1.1282e+10,5.9794e+10,7.4935e+10,7.4935e+10,7.4935e+10,1.34729e+11,1.17132e+11,1.324e+09,1.15808e+11,5.01e+08,1.17633e+11,7.384e+09,7.384e+09,1.25017e+11,6.506e+09,-5.325e+09,6.717e+09,1.194e+09,9.092e+09,9.712e+09,1.34729e+11,3.32e+08,5.7e+07,-1.5e+08,3.83e+08,6.22e+08,6000000.00000001,3.127e+09,1.71e+08,3.304e+09,-9.3e+07,4.53e+08,-2.9e+08,8.3e+07,-3.73e+08,-4.951e+09,-4.881e+09,-9.55e+08,-9.55e+08,1e+06,-9.54e+08,7.51e+08,7.885e+09,1.227e+09,0.25954,0.14547,0.04005,0.00289,3.15424,0.50831,12.87243,0.05852,1.84535,1.81099,12.68501,43.13093,5.82068,0.44118,0.02739,0.06973,0.23907,-48.35153,-52.32277
"13","2013_Q2",62.005,"Up",2.691e+09,2.699e+09,-8e+06,-1.94e+09,-1.456e+09,-4.84e+08,7.51e+08,-2.64e+08,-6.6e+07,-6.6e+07,-1.98e+08,4.87e+08,4.87e+08,-1.21e+08,3.66e+08,3.65e+08,3.35e+08,3.35e+08,4.3845e+10,3.041e+09,4.0804e+10,4.383e+09,4.383e+09,1.1307e+10,1.1307e+10,5.9535e+10,7.7761e+10,7.7761e+10,7.7761e+10,1.37296e+11,1.19642e+11,1.053e+09,1.18589e+11,5e+08,1.20142e+11,7.537e+09,7.537e+09,1.27679e+11,6.595e+09,-5.697e+09,6.978e+09,1.084e+09,8.96e+09,9.617e+09,1.37296e+11,3.65e+08,5.8e+07,5.89e+08,-1.478e+09,-4.66e+08,-1.4e+07,4.05e+08,-2e+06,3.89e+08,-9.2e+07,3.07e+08,-3.58e+08,4.8e+07,-4.06e+08,2.9e+07,-1.14e+08,-1.91e+08,-1.91e+08,-2e+07,-2.11e+08,8.09e+08,8.037e+09,-5.62e+08,0.27908,0.12449,0.03483,0.00244,-1.67761,0.49554,13.27639,0.05854,1.60749,1.57796,12.91267,42.99424,-2.69674,0.44146,0.02419,-0.03183,0.27463,-44.26205,-47.68043
"14","2013_Q3",70.89171875,"Up",2.749e+09,2.757e+09,-8e+06,-2.089e+09,-1.507e+09,-5.82e+08,6.6e+08,-2.58e+08,-6e+07,-6e+07,-1.98e+08,4.02e+08,4.02e+08,-1.2e+08,2.82e+08,2.81e+08,3.21e+08,3.21e+08,4.3344e+10,3.377e+09,3.9967e+10,4.651e+09,4.651e+09,1.2207e+10,1.2207e+10,6.0202e+10,7.7056e+10,7.7056e+10,7.7056e+10,1.37258e+11,1.20126e+11,1.298e+09,1.18828e+11,5.01e+08,1.20627e+11,7.649e+09,7.649e+09,1.28276e+11,6.733e+09,-6.148e+09,7.13e+09,6.25e+08,8.34e+09,8.982e+09,1.37258e+11,2.81e+08,5.8e+07,3.97e+08,-3.63e+08,3.73e+08,-2.4e+07,3.04e+08,2.1e+07,3.01e+08,-1.05e+08,2.5e+07,-3.75e+08,2.6e+07,-4.01e+08,-4.9e+07,-5.04e+08,1.7e+08,1.7e+08,1e+06,1.71e+08,7.18e+08,8.15e+09,4.51e+08,0.24009,0.11677,0.03574,0.00234,1.40498,0.49908,14.28145,0.05938,1.56662,1.53883,13.4163,40.70278,2.20107,0.51245,0.02487,0.02633,0.3271,-49.01671,-53.32424
"15","2013_Q4",83.31375,"Up",2.813e+09,2.821e+09,-8e+06,-1.939e+09,-1.461e+09,-4.78e+08,8.74e+08,-2.72e+08,-6.8e+07,-6.8e+07,-2.04e+08,6.02e+08,6.02e+08,-1.54e+08,4.48e+08,4.49e+08,3.82e+08,3.82e+08,4.3505e+10,3.465e+09,4.004e+10,4.503e+09,4.503e+09,1.2153e+10,1.2153e+10,6.0161e+10,8.0047e+10,8.0047e+10,8.0047e+10,1.40208e+11,1.2235e+11,1.417e+09,1.20933e+11,5e+08,1.2285e+11,8.189e+09,8.189e+09,1.31039e+11,6.843e+09,-6.565e+09,7.442e+09,6.05e+08,8.325e+09,9.169e+09,1.40208e+11,4.49e+08,5.9e+07,2.37e+08,4.54e+08,1.199e+09,-3e+07,-8.21e+08,1.8e+07,-8.33e+08,-1.03e+08,1.042e+09,-3.72e+08,2.6e+07,-3.98e+08,-1.56e+08,4.11e+08,7.77e+08,7.77e+08,1.7e+07,7.94e+08,9.33e+08,8.689e+09,1.511e+09,0.3107,0.1358,0.04166,0.00272,3.9555,0.48971,14.29153,0.06197,1.89767,1.86251,13.97417,41.35618,7.50621,0.51167,0.02716,0.08461,0.26963,-37.31618,-39.83524
"16","2014_Q1",88.7349180327869,"Up",2.946e+09,2.953e+09,-7e+06,-2.174e+09,-1.557e+09,-6.17e+08,7.72e+08,-2.93e+08,-8.7e+07,-8.7e+07,-2.06e+08,4.79e+08,4.79e+08,-9.7e+07,3.82e+08,3.8e+08,2.96e+08,2.96e+08,4.3788e+10,3.051e+09,4.0737e+10,4.61e+09,4.61e+09,1.2595e+10,1.2595e+10,6.0993e+10,8.3583e+10,8.3583e+10,8.3583e+10,1.44576e+11,1.26388e+11,1.429e+09,1.24959e+11,5e+08,1.26888e+11,8.456e+09,8.456e+09,1.35344e+11,6.932e+09,-6.961e+09,7.626e+09,5.95e+08,8.192e+09,9.232e+09,1.44576e+11,3.8e+08,6.4e+07,4.19e+08,-6.05e+08,2.58e+08,-3.7e+07,-6.31e+08,9e+06,-6.59e+08,-1.01e+08,3.2e+08,-3.6e+08,1.8e+07,-3.78e+08,4.2e+07,-9.9e+07,-5e+08,-5e+08,7e+06,-4.93e+08,8.36e+08,8.956e+09,2.91e+08,0.26205,0.10048,0.03206,0.00205,0.98311,0.48068,14.66031,0.06195,1.49344,1.46245,14.86377,41.33199,1.46821,0.50959,0.02183,0.016,0.34122,-41.66507,-45.11917
"17","2014_Q2",91.1495238095238,"Up",2.996e+09,3.003e+09,-7e+06,-2.081e+09,-1.544e+09,-5.37e+08,9.15e+08,-2.65e+08,-7.9e+07,-7.9e+07,-1.86e+08,6.5e+08,6.5e+08,-1.34e+08,5.16e+08,5.15e+08,4e+08,4e+08,4.4202e+10,2.899e+09,4.1303e+10,4.714e+09,4.714e+09,1.2785e+10,1.2785e+10,6.1701e+10,8.4263e+10,8.4263e+10,8.4263e+10,1.45964e+11,1.27353e+11,1.228e+09,1.26125e+11,3e+08,1.27653e+11,8.866e+09,8.866e+09,1.36519e+11,7.049e+09,-7.389e+09,7.938e+09,7.46e+08,8.344e+09,9.445e+09,1.45964e+11,5.15e+08,6.3e+07,-2.28e+08,8.4e+07,4.34e+08,-2e+07,-1.26e+08,1e+06,-1.45e+08,-1e+08,3.32e+08,-4.46e+08,1.1e+07,-4.57e+08,-3.07e+08,-5.21e+08,-2.32e+08,-2.32e+08,3e+06,-2.29e+08,9.78e+08,9.166e+09,1.176e+09,0.30541,0.13351,0.04235,0.00274,2.94,0.48335,14.4541,0.0628,2.04604,2.00904,15.32481,42.68031,6.01535,0.51151,0.02687,0.06319,0.25,-35.82413,-38.29071
"18","2014_Q3",100.4865625,"Up",3.072e+09,3.079e+09,-7e+06,-2.199e+09,-1.615e+09,-5.84e+08,8.73e+08,-2.54e+08,-7.9e+07,-7.9e+07,-1.75e+08,6.19e+08,6.19e+08,-1.52e+08,4.67e+08,4.67e+08,3.74e+08,3.74e+08,4.4443e+10,2.859e+09,4.1584e+10,4.909e+09,4.909e+09,1.3437e+10,1.3437e+10,6.2789e+10,8.6371e+10,8.6371e+10,8.6371e+10,1.4916e+11,1.30088e+11,1.321e+09,1.28767e+11,2e+08,1.30288e+11,9.195e+09,9.195e+09,1.39483e+11,7.147e+09,-7.802e+09,8.163e+09,9.2e+08,8.428e+09,9.677e+09,1.4916e+11,4.67e+08,6.6e+07,-1.94e+08,-4.09e+08,-7e+07,-2e+07,3.21e+08,2e+06,3.03e+08,-1.11e+08,-1.93e+08,-3.73e+08,8e+06,-3.81e+08,1.71e+08,-5.06e+08,-2.73e+08,-2.73e+08,1.1e+07,-2.62e+08,9.39e+08,9.395e+09,6.62e+08,0.28418,0.12174,0.03865,0.00251,1.77005,0.48192,14.41387,0.06299,1.94084,1.90622,15.94188,43.73638,3.43539,0.57602,0.02543,0.03471,0.29679,-37.32481,-40.14662
"19","2014_Q4",104.11046875,"Up",3.111e+09,3.118e+09,-7e+06,-2.144e+09,-1.57e+09,-5.74e+08,9.67e+08,-2.47e+08,-7.9e+07,-7.9e+07,-1.68e+08,7.2e+08,7.2e+08,-1.55e+08,5.65e+08,5.65e+08,4.2e+08,4.2e+08,4.4715e+10,3.155e+09,4.156e+10,4.895e+09,4.895e+09,1.2781e+10,1.2781e+10,6.2391e+10,8.4802e+10,8.4802e+10,8.4802e+10,1.47193e+11,1.282e+11,1.461e+09,1.26739e+11,2e+08,1.284e+11,9.453e+09,9.453e+09,1.37853e+11,7.235e+09,-8.181e+09,8.46e+09,7.46e+08,8.26e+09,9.34e+09,1.47193e+11,5.65e+08,6.4e+07,-4.07e+08,1.395e+09,1.617e+09,-4.9e+07,-2.79e+08,-2e+06,-3.3e+08,-1.08e+08,8.79e+08,-3.47e+08,6e+06,-3.53e+08,-9.55e+08,-5.31e+08,7.56e+08,7.56e+08,-2.1e+07,7.35e+08,1.031e+09,9.653e+09,2.532e+09,0.31083,0.135,0.04497,0.00285,6.02857,0.48591,14.75942,0.06558,2.20704,2.1683,16.34787,43.40515,13.30531,0.56752,0.0278,0.13331,0.25714,-34.00776,-36.25853
"20","2015_Q1",108.880983606557,"Up",3.089e+09,3.096e+09,-7e+06,-2.256e+09,-1.602e+09,-6.54e+08,8.33e+08,-2.75e+08,-9.1e+07,-9.1e+07,-1.84e+08,5.58e+08,5.58e+08,-1.04e+08,4.54e+08,4.53e+08,4.25e+08,4.25e+08,4.4758e+10,3.028e+09,4.173e+10,5.027e+09,5.027e+09,1.3155e+10,1.3155e+10,6.294e+10,8.587e+10,8.587e+10,8.587e+10,1.4881e+11,1.29376e+11,1.523e+09,1.27853e+11,2e+08,1.29576e+11,9.929e+09,9.929e+09,1.39505e+11,7.348e+09,-8.589e+09,8.703e+09,6.62e+08,8.124e+09,9.305e+09,1.4881e+11,4.53e+08,6.1e+07,-3.64e+08,2.68e+08,4.18e+08,-2.4e+07,-4.97e+08,-2.2e+07,-5.43e+08,-1.07e+08,4.95e+08,-3.78e+08,8e+06,-3.86e+08,-1.09e+08,-98999999.9999999,-2.24e+08,-2.24e+08,-1.4e+07,-2.38e+08,8.94e+08,1.0129e+10,1.242e+09,0.26967,0.13758,0.04567,0.00286,2.92235,0.48574,14.99248,0.06807,2.26184,2.22513,16.4396,43.23576,6.6099,0.56945,0.02737,0.06391,0.25176,-38.7349,-41.57143
"21","2015_Q2",105.915238095238,"Down",3.053e+09,3.06e+09,-7e+06,-2.179e+09,-1.571e+09,-6.08e+08,8.74e+08,-2.56e+08,-8.4e+07,-8.4e+07,-1.72e+08,6.18e+08,6.18e+08,-1.39e+08,4.79e+08,4.79e+08,3.93e+08,3.93e+08,4.4963e+10,3.147e+09,4.1816e+10,5.14e+09,5.14e+09,1.4388e+10,1.4388e+10,6.4491e+10,8.6957e+10,8.6957e+10,8.6957e+10,1.51448e+11,1.32144e+11,1.321e+09,1.30823e+11,2e+08,1.32344e+11,9.845e+09,9.845e+09,1.42189e+11,7.426e+09,-8.966e+09,9.031e+09,7.04e+08,8.195e+09,9.259e+09,1.51448e+11,4.79e+08,6.6e+07,-2.8e+08,6.48e+08,9.13e+08,-2.9e+07,2.05e+08,6e+06,1.82e+08,-1.07e+08,4.7e+08,-3.88e+08,6e+06,-3.94e+08,-8.8e+08,-9.05e+08,1.9e+08,1.9e+08,-1.9e+07,1.71e+08,9.4e+08,1.0045e+10,1.698e+09,0.28628,0.12873,0.04245,0.00259,4.32061,0.4873,15.35684,0.06633,2.1095,2.07827,16.38755,43.98819,9.11433,0.57434,0.0259,0.08796,0.27226,-37.14681,-39.95195
"22","2015_Q3",98.523125,"Down",3.128e+09,3.135e+09,-7e+06,-2.264e+09,-1.627e+09,-6.37e+08,8.64e+08,-2.49e+08,-8.9e+07,-8.9e+07,-1.6e+08,6.15e+08,6.15e+08,-1.39e+08,4.76e+08,4.76e+08,4.15e+08,4.15e+08,4.4531e+10,3.041e+09,4.149e+10,5.267e+09,5.267e+09,1.2813e+10,1.2813e+10,6.2611e+10,8.6195e+10,8.6195e+10,8.6195e+10,1.48806e+11,1.29202e+11,1.394e+09,1.27808e+11,2e+08,1.29402e+11,1.0408e+10,1.0408e+10,1.3981e+11,7.503e+09,-9.428e+09,9.3e+09,5e+08,7.875e+09,8.996e+09,1.48806e+11,4.76e+08,5.7e+07,6.87e+08,-6.01e+08,6.19e+08,-3.8e+07,-3.52e+08,2.6e+07,-3.64e+08,-1.22e+08,6.44e+08,-4.27e+08,5e+06,-4.32e+08,-6.11e+08,-5.16e+08,-2.61e+08,-2.61e+08,2.2e+07,-2.39e+08,9.21e+08,1.0608e+10,4.21e+08,0.27621,0.13267,0.04613,0.00279,1.01446,0.48385,15.54135,0.07129,2.25789,2.22639,17.0185,42.84548,2.29053,0.66376,0.02739,0.02148,0.29398,-36.83279,-39.26273
"23","2015_Q4",93.8753125,"Down",2.886e+09,2.893e+09,-7e+06,-2.154e+09,-1.55e+09,-6.04e+08,7.32e+08,-2.69e+08,-9.8e+07,-9.8e+07,-1.71e+08,4.63e+08,4.63e+08,-1.11e+08,3.52e+08,3.52e+08,3.97e+08,3.97e+08,4.5293e+10,3.57e+09,4.1723e+10,5.289e+09,5.289e+09,1.3399e+10,1.3399e+10,6.3981e+10,8.1339e+10,8.1339e+10,8.1339e+10,1.4532e+11,1.25354e+11,1.497e+09,1.23857e+11,2e+08,1.25554e+11,1.0945e+10,1.0945e+10,1.36499e+11,7.56e+09,-9.885e+09,9.493e+09,4.61e+08,7.629e+09,8.821e+09,1.4532e+11,3.52e+08,6.2e+07,-6.63e+08,6.2e+08,3.71e+08,-4.2e+07,-2.2e+08,-3e+06,-2.65e+08,-1.19e+08,6.22e+08,-4.64e+08,3e+06,-4.67e+08,8e+07,1.19e+08,2.25e+08,2.25e+08,-1.5e+07,2.1e+08,7.94e+08,1.1145e+10,1.483e+09,0.25364,0.13756,0.04501,0.00273,3.73552,0.50959,15.47432,0.07669,2.20067,2.17296,15.99778,42.28936,8.22062,0.65965,0.02584,0.07428,0.29975,-43.00756,-46.65027
"24","2016_Q1",75.8077049180328,"Down",3.103e+09,3.112e+09,-9e+06,-2.376e+09,-1.61e+09,-7.66e+08,7.27e+08,-2.81e+08,-1.16e+08,-1.16e+08,-1.65e+08,4.46e+08,4.46e+08,-6.6e+07,3.8e+08,3.8e+08,3.57e+08,3.57e+08,4.3573e+10,2.859e+09,4.0714e+10,5.274e+09,5.274e+09,1.3194e+10,1.3194e+10,6.2041e+10,8.3298e+10,8.3298e+10,8.3298e+10,1.45339e+11,1.26537e+11,1.652e+09,1.24885e+11,2e+08,1.26737e+11,1.0223e+10,1.0223e+10,1.3696e+11,7.614e+09,-1.0338e+10,9.662e+09,2.53e+08,7.191e+09,8.379e+09,1.45339e+11,3.8e+08,6.3e+07,-1.68e+08,5.13e+08,7.88e+08,-2.4e+07,-2.5e+07,-1.3e+07,-6.2e+07,-1.17e+08,2.74e+08,-4.46e+08,2e+06,-4.48e+08,-8.05e+08,-1.094e+09,-3.68e+08,-3.68e+08,-9e+06,-3.77e+08,7.9e+08,1.0423e+10,1.345e+09,0.23429,0.11505,0.04261,0.00246,3.76751,0.48953,16.34563,0.07172,2.02496,1.99888,17.60068,40.78843,7.62904,0.66364,0.02521,0.07153,0.32773,-41.96203,-45.59835
"25","2016_Q2",82.3965625,"Up",2.765e+09,2.774e+09,-9e+06,-2.089e+09,-1.497e+09,-5.92e+08,6.76e+08,-2.01e+08,-5.5e+07,-5.5e+07,-1.46e+08,4.75e+08,4.75e+08,-1.11e+08,3.64e+08,3.64e+08,3.64e+08,3.64e+08,3.9949e+10,2.795e+09,3.7154e+10,5.295e+09,5.295e+09,1.1924e+10,1.1924e+10,5.7168e+10,8.3082e+10,8.3082e+10,8.3082e+10,1.4025e+11,1.27601e+11,1.254e+09,1.26347e+11,2e+08,1.27801e+11,5.356e+09,5.356e+09,1.33157e+11,7.613e+09,-1.0761e+10,9.799e+09,4.42e+08,7.093e+09,7.093e+09,1.4025e+11,3.64e+08,6.5e+07,-2.39e+08,4.26e+08,6.16e+08,-2.8e+07,4.5e+07,-1.6e+07,1e+06,-1.15e+08,1.114e+09,-4.79e+08,2e+06,-4.81e+08,-8.42e+08,-3.22e+08,2.95e+08,2.95e+08,-1.2e+07,2.83e+08,7.41e+08,5.556e+09,1.25e+09,0.24448,0.13165,0.05132,0.0026,3.43407,0.44732,18.77302,0.03961,2.10892,2.08716,16.0197,41.09502,7.24218,0.66628,0.03787,0.09882,0.31593,-46.4143,-50.87722
"26","2016_Q3",83.309375,"Up",2.871e+09,2.879e+09,-8e+06,-2.25e+09,-1.566e+09,-6.84e+08,6.21e+08,-2.11e+08,-5.3e+07,-5.3e+07,-1.58e+08,4.1e+08,4.1e+08,-7.5e+07,3.35e+08,3.35e+08,3.35e+08,3.35e+08,4.092e+10,3.05e+09,3.787e+10,5.19e+09,5.19e+09,1.3478e+10,1.3478e+10,5.9588e+10,8.3096e+10,8.3096e+10,8.3096e+10,1.42684e+11,1.30194e+11,1.337e+09,1.28857e+11,2e+08,1.30394e+11,5.201e+09,5.201e+09,1.35595e+11,7.662e+09,-1.1218e+10,1.0007e+10,6.38e+08,7.089e+09,7.089e+09,1.42684e+11,3.35e+08,6.2e+07,-2.05e+08,7.09e+08,9.01e+08,-8e+06,1.2e+07,5.8e+07,6.2e+07,-1.24e+08,7.43e+08,-4.18e+08,2e+06,-4.2e+08,-7.92e+08,-5.91e+08,3.72e+08,3.72e+08,-2.6e+07,3.46e+08,6.83e+08,5.401e+09,1.459e+09,0.2163,0.11668,0.04726,0.00235,4.35522,0.45698,19.12752,0.03785,1.99049,1.96943,17.05882,42.12121,8.66904,0.73678,0.03675,0.11681,0.37015,-52.00439,-57.19646
"27","2016_Q4",91.5750793650794,"Up",2.998e+09,3.01e+09,-1.2e+07,-2.547e+09,-1.529e+09,-1.018e+09,4.51e+08,-2.13e+08,-5.2e+07,-5.2e+07,-1.61e+08,2.38e+08,2.38e+08,-2.3e+07,2.15e+08,2.15e+08,2.15e+08,2.15e+08,4.1777e+10,3.329e+09,3.8448e+10,5.336e+09,5.336e+09,1.2037e+10,1.2037e+10,5.915e+10,8.4473e+10,8.4473e+10,8.4473e+10,1.43623e+11,1.30983e+11,1.498e+09,1.29485e+11,2e+08,1.31183e+11,5.644e+09,5.644e+09,1.36827e+11,7.712e+09,-1.1609e+10,1.0098e+10,5.95e+08,6.796e+09,6.796e+09,1.43623e+11,2.15e+08,6e+07,6.6e+07,1.64e+08,5.05e+08,-3e+07,-4.27e+08,2.7e+07,-4.3e+08,-1.22e+08,1.434e+09,-4.16e+08,2e+06,-4.18e+08,-5.56e+08,3.4e+08,4.15e+08,4.15e+08,-1.5e+07,4e+08,5.11e+08,5.844e+09,6.68e+08,0.15043,0.07171,0.03164,0.0015,3.10698,0.4509,20.13346,0.04069,1.31098,1.29674,18.28049,41.43902,4.07317,0.7439,0.02666,0.05285,0.56744,-70.31898,-79.67406
"28","2017_Q1",108.02,"Up",3.166e+09,3.176e+09,-1e+07,-2.459e+09,-1.692e+09,-7.67e+08,7.07e+08,-2.39e+08,-8.1e+07,-8.1e+07,-1.58e+08,4.68e+08,4.68e+08,-6.9e+07,3.99e+08,3.99e+08,3.99e+08,3.99e+08,4.0574e+10,2.486e+09,3.8088e+10,5.31e+09,5.31e+09,1.0396e+10,1.0396e+10,5.628e+10,8.3541e+10,8.3541e+10,8.3541e+10,1.39821e+11,1.28093e+11,1.727e+09,1.26366e+11,2e+08,1.28293e+11,5.236e+09,5.236e+09,1.33529e+11,7.768e+09,-1.2027e+10,1.0351e+10,2e+08,6.292e+09,6.292e+09,1.39821e+11,3.99e+08,6.1e+07,5.11e+08,-6.62e+08,3.09e+08,-2.6e+07,-4.22e+08,3.2e+07,-4.16e+08,-1.18e+08,6.8e+08,-3.85e+08,3e+06,-3.88e+08,-7.46e+08,-5.69e+08,-6.76e+08,-6.76e+08,-2.2e+07,-6.98e+08,7.68e+08,5.436e+09,1.49e+08,0.22331,0.12603,0.06341,0.00285,0.37343,0.43868,21.22203,0.03888,2.48908,2.45538,19.75047,39.2514,0.92951,0.73612,0.04408,0.0127,0.29574,-45.7526,-49.70014
"29","2017_Q2",111.560476190476,"Up",2.926e+09,2.936e+09,-1e+07,-2.239e+09,-1.6e+09,-6.39e+08,6.87e+08,-2.12e+08,-5e+07,-5e+07,-1.62e+08,4.75e+08,4.75e+08,-7.2e+07,4.03e+08,4.03e+08,4.03e+08,4.03e+08,4.0197e+10,2.177e+09,3.802e+10,5.372e+09,5.372e+09,9.716e+09,9.716e+09,5.5285e+10,8.5572e+10,8.5572e+10,8.5572e+10,1.40857e+11,1.29178e+11,1.47e+09,1.27708e+11,2e+08,1.29378e+11,5.252e+09,5.252e+09,1.3463e+11,7.86e+09,-1.2485e+10,1.0633e+10,2.19e+08,6.227e+09,6.227e+09,1.40857e+11,4.03e+08,6.3e+07,3.94e+08,-8.54e+08,6e+06,-3.3e+07,2.37e+08,7e+06,2.11e+08,-1.17e+08,1.282e+09,-4.3e+08,6e+06,-4.36e+08,-1.169e+09,-4.34e+08,-2.17e+08,-2.17e+08,5e+06,-2.12e+08,7.5e+08,5.452e+09,-6.5e+07,0.23479,0.13773,0.06472,0.00286,-0.16129,0.42731,21.62036,0.03871,2.55873,2.51718,18.57778,39.53651,-0.4127,0.74286,0.04452,-0.00557,0.29032,-46.32667,-50.57496
"30","2017_Q3",123.406666666667,"Up",3.012e+09,3.024e+09,-1.2e+07,-2.278e+09,-1.598e+09,-6.8e+08,7.34e+08,-2.23e+08,-5.2e+07,-5.2e+07,-1.71e+08,5.11e+08,5.11e+08,-1.18e+08,3.93e+08,3.93e+08,3.93e+08,3.93e+08,4.0755e+10,2.563e+09,3.8192e+10,5.519e+09,5.519e+09,1.0137e+10,1.0137e+10,5.6411e+10,8.6733e+10,8.6733e+10,8.6733e+10,1.43144e+11,1.31478e+11,1.6e+09,1.29878e+11,2e+08,1.31678e+11,5.216e+09,5.216e+09,1.36894e+11,7.906e+09,-1.2852e+10,1.0897e+10,2.99e+08,6.25e+09,6.25e+09,1.43144e+11,3.93e+08,5.8e+07,4.05e+08,-1.26e+08,7.3e+08,-3.9e+07,39999999.9999999,1.5e+07,15999999.9999999,-1.27e+08,1.196e+09,-3.5e+08,2e+06,-3.52e+08,-1.151e+09,-4.32e+08,3.14e+08,3.14e+08,1.6e+07,3.3e+08,7.92e+08,5.416e+09,7.45e+08,0.24369,0.13048,0.06288,0.00275,1.89567,0.4284,21.90304,0.03784,2.53385,2.49524,19.41973,40.29658,4.80335,0.81883,0.04457,0.06386,0.32316,-44.61995,-48.14578
"31","2017_Q4",142.366666666667,"Up",3.014e+09,3.026e+09,-1.2e+07,-2.153e+09,-1.631e+09,-5.22e+08,8.61e+08,-2.28e+08,-5.2e+07,-5.2e+07,-1.76e+08,6.33e+08,6.33e+08,-1.26e+08,5.07e+08,5.07e+08,5.07e+08,5.07e+08,4.0921e+10,2.504e+09,3.8417e+10,5.751e+09,5.751e+09,1.0396e+10,1.0396e+10,5.7068e+10,8.8418e+10,8.8418e+10,8.8418e+10,1.45486e+11,1.33811e+11,1.728e+09,1.32083e+11,2.01e+08,1.34012e+11,5.169e+09,5.169e+09,1.39181e+11,8.02e+09,-1.3298e+10,1.1271e+10,3.12e+08,6.305e+09,6.305e+09,1.45486e+11,5.07e+08,5.5e+07,-1.74e+08,5.5e+07,4.43e+08,-5.3e+07,-2.5e+08,-3e+07,-3.33e+08,-1.24e+08,1.05e+09,-3.68e+08,5e+06,-3.73e+08,-9.78e+08,-4.2e+08,-3.1e+08,-3.1e+08,1.1e+07,-2.99e+08,9.16e+08,5.37e+09,1.044e+09,0.28567,0.16821,0.08041,0.00348,2.05917,0.42584,22.0747,0.03691,3.31373,3.26255,19.69935,41.20915,6.82353,0.81046,0.05405,0.08942,0.24458,-38.81114,-41.29036
