"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","accounts_notes_receivable","notes_receivable_net","inventories","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio"
"11","2016_Q4",64.0042857142857,"Down",249701000,-85374000,164327000,-102534000,-16575000,-61483000,-24476000,61793000,-34089000,-34589000,27704000,-4191000,23513000,-283000,23230000,23230000,-879000,22351000,-3454000,18897000,87856000,87856000,24147000,181832000,5412838000,310036000,310036000,5722874000,5904706000,2854831000,2905931000,202259000,272914000,272914000,475173000,3381104000,189354000,3314635000,-980387000,2523602000,2523602000,5904706000,61231000,-75167000,-974000,-974000,-74193000,-74193000,2883000,-72284000,-50208000,-227954000,330195000,330195000,-2485000,49548000,38495000,38495000,38388000,3057090000,0.6581,0.24747,0.07568,0.00749,0.0032,0.06257,1.33979,0.51774,0.27525,0.2735,3.63709,34.00017,0.73132,0.01181,2.65693
"12","2017_Q1",68.7961290322581,"Up",218634000,-76258000,142376000,-98731000,-16752000,-62205000,-19774000,43645000,-36106000,-31430000,7539000,-6322000,1217000,284000,1501000,1501000,310000,1811000,-3411000,-1600000,81179000,81179000,21632000,110975000,5469481000,290320000,290320000,5759801000,5870776000,2819567000,2871463000,244572000,276685000,276685000,521257000,3392720000,182479000,3322173000,-1026596000,2478056000,2478056000,5870776000,51176000,-76777000,954000,954000,-77731000,-77731000,3164000,-73613000,-52722000,16521000,1425999.99999994,1426000,-1725000,-36500000,-58937000,-58937000,-58902999.9999999,3064139000,0.65121,0.19963,-0.00731999999999998,-0.00065,-0.00027,0.03865,1.36911,0.52193,-0.0221399999999999,-0.02196,3.02499,31.76126,0.72945,0.00879,-32.95125
"13","2017_Q2",74.6404761904762,"Up",234400000,-73151000,161249000,-101620000,-17932000,-62766000,-20922000,59629000,-31267000,-32106000,28362000,-2939000,25423000,122000,25545000,25545000,-1088000,24457000,-3353000,21104000,98468000,98468000,23867000,133254000,5483969000,285224000,285224000,5769193000,5902447000,2774645000,2827407000,319999000,281627000,281627000,601626000,3429033000,178457000,3347728000,-1052771000,2473414000,2473414000,5902447000,69208000,-71533000,2898000,2898000,-74431000,-74431000,-130000,-71663000,-53447000,39029000,20549000,20549000,-2269000,3862000,1407000,1407000,1397000,3094644000,0.68792,0.25439,0.09003,0.00853,0.00358,0.04713,1.38636,0.5243,0.29038,0.28862,3.22523,31.57749,0.7354,0.01274,2.53255
"14","2017_Q3",77.5425396825397,"Up",237899000,-80412000,157487000,-105884000,-19806000,-62721000,-23357000,51603000,-31989000,-33145000,19614000,-3011000,16603000,371000,16974000,16974000,-1315000,15659000,-3295000,12364000,110499000,110499000,25582000,377727000,5517139000,283847000,283847000,5800986000,6178713000,2832819000,2889102000,139931000,302163000,302163000,442094000,3331196000,156537000,3781389000,-1090409000,2847517000,2847517000,6178713000,87418000,-96033000,560000,560000,-96593000,-96593000,570000,-95463000,-54646000,-113951000,414045000,438743000,-1976000,243472000,235427000,235427000,235548000,2972750000,0.66199,0.21691,0.05197,0.00434,0.002,0.13074,1.16986,0.48113,0.16557,0.16393,3.18571,36.03492,0.73176,0.01095,4.41977
"15","2017_Q4",81.054126984127,"Up",268245000,-91118000,177127000,-108835000,-18174000,-64232000,-26429000,68292000,-29530000,-32875000,38762000,-9923000,28839000,119000,28958000,28958000,-1776000,27182000,-3067000,24115000,145760000,145760000,25741000,308949000,5573825000,275062000,275062000,5848887000,6157836000,2822640000,2879160000,134884000,294915000,294915000,429799000,3308959000,152851000,3811723000,-1115697000,2848877000,2848877000,6157836000,69516000,-99403000,3134000,3134000,-102537000,-102537000,-1156000,-100559000,-57844000,-12365000,-1654000,-1654000,-2103000,-73966000,-105009000,-105009000,-104867000,2957524000,0.66032,0.25459,0.0899,0.00846,0.00392,0.10731,1.1615,0.48029,0.30779,0.30528,3.42376,34.41091,0.7383,0.01343,2.39867
"16","2018_Q1",78.5993442622951,"Down",242026000,-110321000,131705000,-93915000,-28061000,-71817000,5963000,37790000,-29817000,-33459000,7973000,2845000,10818000,-476000,10342000,10342000,-876000,9466000,-2028000,7438000,163496000,163496000,30430000,204053000,5645354000,262550000,262550000,5907904000,6111957000,2867356000,3054786000,170439000,142821000,142821000,313260000,3368046000,145480000,3759330000,-1160899000,2743911000,2743911000,6111957000,31841000,-133370000,1983000,1983000,-135353000,-135353000,-587000,-133957000,-58546000,89477000,-59421000,30038999.9999999,-3321000,-31811000,-133927000,-133927000,-133882000,3037795000,0.54418,0.15614,0.03073,0.00271,0.00122,0.0668,1.22746,0.49702,0.09459,0.09379,3.07788,33.04462,0.74454,0.01114,7.8712
"17","2018_Q2",84.374375,"Up",257975000,-88811000,169164000,-103320000,-19757000,-66437000,-17126000,65844000,-34433000,-31757000,31411000,2017000,33428000,173000,33601000,33601000,-2094000,31507000,-1521000,29986000,193851000,193851000,36311000,245315000,5642654000,261684000,261684000,5904338000,6149653000,2826225000,2884888000,265877000,287744000,287744000,553621000,3438509000,139512000,3759865000,-1188233000,2711144000,2711144000,6149653000,80905000,-65596000,5312000,5312000,-70908000,-70908000,-2139000,-68518000,-56881000,56619000,-7401000,-3296000,-801000,-8464000,3923000,3923000,3915000,3092102000,0.65574,0.25523,0.11624,0.01106,0.00488,0.08503,1.26829,0.50281,0.38027,0.37735,3.27151,32.61216,0.72134,0.01426,1.89692
"18","2018_Q3",90.2596825396825,"Up",271434000,-103179000,168255000,-107287000,-21452000,-67773000,-18062000,60968000,-34886000,-33050000,26082000,-1575000,24507000,-337000,24170000,24170000,-2227000,21943000,-1535000,20408000,176755000,176755000,38298000,235099000,5993578000,263671000,263671000,6257249000,6492348000,2636847000,2857403000,654619000,179727000,179727000,834346000,3691749000,171311000,3854866000,-1225578000,2800599000,2800599000,6492348000,117777000,-333917000,13464000,13464000,-347381000,-347381000,3404000,-338973000,-60173000,203244000,89265000,89265000,-1519000,230817000,9620999.99999999,9620999.99999999,9376999.99999999,3291466000,0.61987,0.22461,0.07519,0.00729,0.00314,0.08228,1.3182,0.50698,0.25635,0.254,3.4095,33.02669,0.75584,0.01285,2.9485
"19","2018_Q4",92.7401587301587,"Up",323413000,-126945000,196468000,-110321000,-19763000,-71982000,-18576000,86147000,-34708000,-36065000,51439000,290000,51729000,-14000,51715000,51715000,-4071000,47644000,-1584000,46060000,167698000,167698000,41030000,322284000,6053977000,277465000,277465000,6331442000,6653726000,2819225000,3018122000,113089000,192979000,192979000,306068000,3324190000,170398000,4396956000,-1237818000,3329536000,3329536000,6653726000,102522000,-128403000,16049000,16049000,-144452000,-144452000,1399000,-137612000,-60872000,-348737000,538183000,538183000,-1349000,127225000,92135000,92135000,92293000,2932314000,0.60748,0.26637,0.14242,0.01383,0.00692,0.10678,0.99839,0.4407,0.53749,0.53366,3.774,36.8649,0.71033,0.01657,1.32158
"20","2019_Q1",101.92,"Up",274003000,-101842000,172161000,-120040000,-20457000,-81070000,-18513000,52121000,-35886000,-33378000,16235000,-5653000,10582000,90000,10672000,10672000,-51000,10621000,-1582000,9038999.99999999,160077000,160077000,49199000,271538000,6118316000,271135000,271135000,6438488000,6710026000,2815957000,3119185000,235731000,80702000,80702000,316433000,3435618000,167585000,4399813000,-1292990000,3274408000,3274408000,6710026000,61910000,-125896000,21030000,21030000,-146926000,-146926000,2402000,-188640000,-64887000,126311000,-612000,-612000,-485000,60327000,-66403000,-66403000,-66832000,3051688000,0.62832,0.19022,0.03299,0.00276,0.00135,0.08705,1.04923,0.4548,0.11106,0.11018,3.36667,38.17346,0.79726,0.01154,7.17856
"21","2019_Q2",114.544603174603,"Up",287330000,-99119000,188211000,-117097000,-21887000,-76556000,-18654000,71114000,-32822000,-35108000,38292000,-1168000,37124000,3000,37127000,37127000,-1041000,36086000,-1755000,34331000,179814000,179814000,52993000,254753000,6471256000,322152000,322152000,6843909000,7098662000,2879017000,3097764000,499188000,207826000,207826000,707014000,3804778000,214989000,4399506000,-1320611000,3293884000,3293884000,7098662000,103141000,-382318000,11788000,11788000,-394106000,-394106000,1251000,-392483000,-65145000,332620000,-6996000,-4321000,618000,261097000,-28245000,-28245000,-28087000,3378205000,0.65503,0.2475,0.11948,0.01042,0.00484,0.08224,1.1551,0.47589,0.40144,0.39904,3.3598,36.00205,0.76175,0.01446,1.89756
"22","2019_Q3",131.0278125,"Up",312445000,-117980000,194465000,-119202000,-23697000,-76153000,-19352000,75263000,-33342000,-34842000,41921000,3371000,45292000,-176000,45116000,45116000,-2585000,42531000,-2146000,40385000,164303000,164303000,55869000,248876000,6567844000,351811000,351811000,6973208000,7222084000,2863485000,3093731000,174378000,233475000,233475000,407853000,3501584000,213246000,4852230000,-1344976000,3720500000,3720500000,7222084000,156703000,-160017000,16986000,16986000,-177003000,-177003000,2423000,-178047000,-68844000,-343100000,447741000,447741000,-2875000,32922000,11578000,11578000,11863000,3037863000,0.6224,0.24088,0.12925,0.01085,0.00559,0.08045,0.94116,0.42064,0.4635,0.46151,3.58596,40.25312,0.79013,0.01562,1.70469
"23","2019_Q4",145.25125,"Up",362443000,-140609000,221834000,-118849000,-22946000,-76532000,-19371000,102985000,-37330000,-33435000,65655000,-435000,65220000,-769000,64451000,64451000,-5422000,59029000,-2027000,57002000,174934000,174934000,55234000,256366000,6757439000,319231000,319231000,7141488000,7397854000,2967128000,3174651000,234301000,277434000,277434000,511735000,3686386000,211642000,4855865000,-1356039000,3711468000,3711468000,7397854000,138449000,-230489000,14383000,14383000,-244872000,-244872000,12795000,-228721000,-71650000,174614000,-1549000,-1549000,-15303000,86112000,-4160000,-4160000,-4312000,3201429000,0.61205,0.28414,0.15727,0.01536,0.00771,0.08075,0.99324,0.43275,0.61471,0.61158,3.90858,37.74211,0.77267,0.01789,1.25697
"24","2020_Q1",141.552580645161,"Down",301819000,-127652000,174167000,-127576000,-24247000,-98826000,-4503000,46591000,-30205000,-34466000,16386000,14230000,30616000,69000,30685000,30685000,-720000,29965000,-1418000,28547000,157926000,157926000,62061000,254817000,7232620000,219896000,152948000,7547243000,7802060000,3180592000,3513005000,183898000,89831000,89831000,273729000,3786734000,168511000,5214196000,-1394472000,3988235000,4015326000,7802060000,78441000,-207781000,18180000,18180000,-225961000,-225961000,-37326000,-211206000,-71058000,204312000,-1089000.00000006,-1089000,-6416000,125749000,-7015999.99999999,-7015999.99999999,-6895999.99999999,3364490000,0.57706,0.15437,0.09458,0.00711,0.00366,0.07254,0.94307,0.43123,0.32271,0.32106,3.41193,43.18024,0.80328,0.01333,2.48916
"25","2020_Q2",125.218412698413,"Down",310302000,-110555000,199747000,-126214000,-25349000,-83689000,-17176000,73533000,-51856000,-33457000,21677000,-36835000,-15158000,-320000,-15478000,-15478000,962000,-14516000,-1570000,-16086000,186692000,186692000,64436000,645868000,7288401000,219176000,219176000,7563179000,8209047000,3273808000,3611100000,582774000,117778000,117778000,700552000,4311652000,172533000,5212611000,-1487749000,3897395000,3897395000,8209047000,118513000,-144586000,12612000,12612000,-157198000,-157198000,-17774000,-169330000,-71859000,496686000,-7140000,-7140000,-6578000,411109000,360292000,360292000,359910000,3856582000,0.64372,0.23697,-0.05184,-0.00413,-0.00196,0.17886,1.10629,0.4698,-0.17407,-0.17309,3.35788,40.308,0.77761,0.00709,-4.46718
"26","2020_Q3",136.1046875,"Up",303266000,-110097000,193169000,-131515000,-26527000,-87265000,-17723000,61654000,-22825000,-32470000,38829000,24533000,63362000,-7000.00000000012,63355000,63355000,-2861000,60494000,-1584000,58910000,180391000,180391000,58744000,628349000,7397519000,222227000,222227000,7720310000,8348659000,3205507000,3579311000,115352000,115846000,115846000,231198000,3810509000,190586000,5848581000,-1501017000,4538150000,4538150000,8348659000,183514000,-178532000,11847000,11847000,-190379000,-190379000,-3481000,-198786000,-78563000,-537457000,628555000,628555000,-2979000,9556000.00000006,-5716000.00000006,-5716000.00000006,-5526000.00000006,3320859000,0.63696,0.2033,0.19425,0.01298,0.00706,0.17555,0.83966,0.39777,0.61455,0.61291,3.1637,45.35421,0.81958,0.01724,1.33361
"27","2020_Q4",138.0875,"Up",400514000,-156289000,244225000,-132775000,-26834000,-88499000,-17442000,111450000,-28545000,-31261000,82905000,6182000,89087000,669000,89756000,89756000,-6907000,82849000,-1645000,81204000,191508000,191508000,48130000,355167000,7647469000,225998000,225998000,7980550000,8335717000,3191380000,3558737000,79321000,122562000,122562000,201883000,3760620000,216298000,5852363000,-1493564000,4575097000,4575097000,8335717000,162431000,-285216000,25542000,25542000,-310758000,-310758000,-36119000,-297592000,-81078000,-55977000,-1622000,-1622000,9000,-138668000,-273829000,-273829000,-273685000,3270701000,0.60978,0.27827,0.20275,0.01775,0.00974,0.0998,0.82198,0.39237,0.7786,0.78446,3.8402,41.79298,0.77739,0.02037,0.99845
"28","2021_Q1",141.658360655738,"Up",384265000,-164341000,219924000,-168594000,-30906000,-117423000,-20265000,51330000,-48812000,-36060000,2518000.00000001,6867000,9385000,433000,9818000,9818000,-96000.0000000009,9722000,-2136000,7586000,221650000,221650000,46643000,268293000,9715791000,1005135000,270691000,10938293000,11206586000,3489983000,3913136000,134650000,16084000,16084000,150734000,4063870000,1353061000,7088734000,-1299079000,7142716000,7142716000,11206586000,78837000,-1808197000,18006000,18006000,-1826203000,-1826203000,-855000,-1820809000,-81637000,582568000,1228818000,1230818000,-10902000,1718847000,-23125000,-23125000,-22888000,3624633000,0.57232,0.13358,0.01974,0.00106,0.00068,0.06856,0.56895,0.32344,0.0777899999999999,0.0777899999999999,3.94033,59.36829,0.83712,0.00827,10.76153
"29","2021_Q2",159.916031746032,"Up",4.42e+08,-190600000,251400000,-184500000,-38200000,-123900000,-22400000,66900000,-4.1e+07,-40500000,25900000,1800000,27700000,3e+05,2.8e+07,2.8e+07,-3e+05,27700000,-2900000,24800000,249009000,249009000,43242000,412425000,9911150000,1002813000,263417000,11041784000,11454209000,3430420000,3965869000,1065731000,16901000,16901000,1082632000,5048501000,152414000,7619246000,-1365952000,6405708000,6405708000,11454209000,220500000,-275900000,17800000,17800000,-293700000,-293700000,-24800000,-300700000,-89800000,-338800000,537100000,537100000,-7e+05,107800000,27600000,27600000,27600000,4496151000,0.56878,0.15136,0.05611,0.00387,0.00217,0.10399,0.78813,0.39253,0.22977,0.22929,4.09517,57.93735,0.83201,0.0105,3.62097
"30","2021_Q3",187.0359375,"Up",603900000,-267300000,336600000,-195600000,-45300000,-127100000,-23200000,1.41e+08,-3.8e+07,-38700000,1.03e+08,1.9e+07,1.22e+08,-1200000,120800000,120800000,-7e+06,113800000,-3e+06,110800000,262333000,262333000,43686000,425631000,10394052000,1068258000,324278000,11615359000,12040990000,3457734000,4061276000,470449000,17751000,17751000,488200000,4549476000,82865000,8164254000,-755605000,7491514000,7491514000,12040990000,250200000,-575100000,24900000,24900000,-6e+08,-6e+08,-6099999,-581199999,-9.8e+07,-101200000,539100000,539100000,-9800000,330100000,-899999,-899999,-599999,3928183000,0.55738,0.23348,0.18347,0.01479,0.0092,0.1048,0.60728,0.32623,1.02657,1.0244,5.59519,68.64182,0.90798,0.01826,0.884480000000001
"31","2021_Q4",191.74171875,"Up",684300000,-326600000,357700000,-210700000,-43200000,-127100000,-40400000,1.47e+08,-15400000,-68985474.8787097,131600000,120100000,251700000,-1600000,250100000,250100000,-15300000,234800000,-3100000,231700000,256924000,256924000,43708000,386251000,10876436000,1160288000,401054000,12197045000,12583296000,3403436000,3957950000,1640076230.34784,263595000,263595000,263595000,4221545000,1371757000,8171482000,-1181488000,8361751000,8361751000,12583296000,185300000,617400000,200200000,200200000,417200000,417200000,1199999,-481200001,-101300000,380100000,-2e+05,-2e+05,-16100000,262500000,-33400001,-33400001,-34000001,3403436000,0.52272,0.21482,0.33859,0.02771,0.01841,0.09759,0.50486,0.27047,2.07399,2.02728,6.1253,62.56876,0.90676,0.02768,0.4372
"32","2022_Q1",181.661774193548,"Down",542405000,-229956000,312449000,-207970000,-54510000,-144645000,-8815000,104479000,-81635000,-83600000,22844000,-9179999.99999999,13664000,1173000,14837000,14837000,1110000,15947000,-3095000,12852000,469600000,469600000,51100000,598900000,11425500000,1282800000,480600000,12895200000,13494100000,3380700000,3959400000,2291100000,224100000,224100000,2515200000,6474600000,86800000,1200000,6931500000,7019500000,7019500000,13494100000,97572000,-1811822000,32939000,32939000,-1844761000,-1844761000,-227603000,-975149000,-99185000,986798000,-18518999.9999999,-18519000,897000,869991000,-7586000,-7586000,-7443000,5671800000,0.57604,0.19262,0.02369,0.00183,0.00095,0.15126,0.92237,0.42032,0.10249,0.0993099999999998,4.32564,55.28778,0.79099,0.00867,7.71748
