"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q4",11.79015625,"Up",1.13e+09,-1.052e+09,7.8e+07,-3.8e+07,-3.8e+07,4e+07,-7e+06,-1.2e+07,5e+06,3.3e+07,-4e+06,2.9e+07,-6.17e+08,-5.88e+08,-5.88e+08,-5.88e+08,-5.88e+08,2.71e+08,2.71e+08,5.77e+08,5.77e+08,5.28e+08,2.52e+08,2.08e+08,1.628e+09,2.33e+09,1.597e+09,6.6e+07,1.34e+09,1.91e+08,3.927e+09,5.555e+09,5.6e+08,5.67e+08,5.97e+08,1.845e+09,1.742e+09,6.5e+07,2.442e+09,3.009e+09,3.749e+09,-6.1e+07,-5.89e+08,-5.65e+08,2.534e+09,1.2e+07,2.546e+09,5.555e+09,-5.88e+08,6.1e+07,5.86e+08,3e+06,6.2e+07,-3.7e+07,-1e+06,-3.8e+07,0,-1e+06,2.3e+07,2.3e+07,2.3e+07,1.01e+08,6.04e+08,6.84e+08,0.06903,0.0354,-0.52035,-0.23095,-0.10585,-1.16327,2.87125,1.18185,0.10873,-6.22222,-6.21564,11.95767,26.81481,7.2381,-0.11772,0.13694,3.29703,8.32500000000001
"12","2014_Q1",15.3398360655738,"Up",1.15e+09,-1.069e+09,8.1e+07,-4e+07,-4e+07,4.1e+07,-3.2e+07,-1.2e+07,-2e+07,9000000.00000001,-3.3e+07,-2.4e+07,2.2e+07,-2e+06,-2e+06,-3e+06,-3e+06,3.22e+08,3.22e+08,5.36e+08,5.36e+08,5.29e+08,1.75e+08,1.43e+08,1.562e+09,2.289e+09,1.534e+09,6.6e+07,1.266e+09,2.02e+08,3.823e+09,5.385e+09,5.33e+08,5.67e+08,5.97e+08,1.382e+09,1.294e+09,6.2e+07,1.979e+09,2.546e+09,3.751e+09,-6.1e+07,-5.92e+08,-2.71e+08,2.827e+09,1.2e+07,2.839e+09,5.385e+09,-2e+06,6.1e+07,-2e+07,5.7e+07,9.6e+07,-3.7e+07,-1e+06,-3.8e+07,-5999999.99999999,-7e+06,5.1e+07,5.1e+07,5.1e+07,1.02e+08,5.99e+08,1e+08,0.07043,0.03565,-0.00261000000000011,-0.00106,-0.00056,-33.33333,2.75485,0.89679,0.11123,-0.0316799999999997,-0.0317099999999995,12.14361,29.85216,1.05597,-0.00062,0.02075,2.71569,6.7561
"13","2014_Q2",13.2398412698413,"Down",1.016e+09,-1.003e+09,1.3e+07,-3.6e+07,-3.6e+07,-2.3e+07,-2.5e+07,-1.2e+07,-1.3e+07,-4.8e+07,-1e+07,-5.8e+07,8e+06,-5e+07,-5e+07,-5e+07,-5e+07,2.4e+08,2.4e+08,5.17e+08,5.17e+08,5.92e+08,1.7e+08,1.39e+08,1.519e+09,2.256e+09,1.482e+09,6.5e+07,1.209e+09,2.08e+08,3.738e+09,5.257e+09,5.42e+08,5.75e+08,5.97e+08,1.272e+09,1.189e+09,6e+07,1.869e+09,2.444e+09,3.751e+09,-6.1e+07,-6.42e+08,-2.47e+08,2.801e+09,1.2e+07,2.813e+09,5.257e+09,-5e+07,6.2e+07,-2.1e+07,-3.2e+07,-4.1e+07,-3.6e+07,2e+06,-3.4e+07,-1e+06,-1e+06,-7.6e+07,-7.6e+07,-8.2e+07,3.9e+07,5.98e+08,-3.7e+07,0.0128,-0.02264,-0.04921,-0.01777,-0.00951,0.740000000000009,2.64174,0.86882,0.11375,-0.52854,-0.52854,10.73996,29.60888,-0.39112,-0.01068,-0.00790000000000001,9.17949,-15.56522
"14","2014_Q3",13.49921875,"Up",1.091e+09,-1.008e+09,8.3e+07,-4.1e+07,-4.1e+07,4.2e+07,9e+06,-1.1e+07,2e+07,5.1e+07,-5e+07,999999.999999993,-1000000.00000003,-2.98023223876953e-08,-2.98023223876953e-08,-2000000.00000006,-2000000.00000006,2.63e+08,2.63e+08,5.21e+08,5.21e+08,5.79e+08,1.83e+08,1.51e+08,1.546e+09,2.184e+09,1.517e+09,6.4e+07,1.237e+09,2.16e+08,3.701e+09,5.247e+09,5.56e+08,5.89e+08,5.97e+08,1.219e+09,1.146e+09,4.8e+07,1.816e+09,2.405e+09,3.753e+09,-6.1e+07,-6.44e+08,-2.2e+08,2.828e+09,1.4e+07,2.842e+09,5.247e+09,-2.98023223876953e-08,6.2e+07,-8e+06,8999999.99999999,6.3e+07,-4.4e+07,-2e+06,-4.6e+07,-2.3283064365387e-10,-1e+06,1.6e+07,1.6e+07,2.3e+07,1.04e+08,5.98e+08,7e+07,0.07608,0.0385,-0.00183000000000002,-7e-04,-0.00038,-35,2.62479,0.84624,0.11397,-0.0211399999999999,-0.0211399999999999,11.53277,29.89429,0.73996,-0.00043,0.01502,3.22115,7.97619
"15","2014_Q4",13.96890625,"Up",1.096e+09,-1.01e+09,8.6e+07,-4.1e+07,-4.1e+07,4.5e+07,-7.7e+07,-1.2e+07,-6.5e+07,-3.2e+07,-8.5e+07,-1.17e+08,1e+06,-1.16e+08,-1.16e+08,-1.16e+08,-1.16e+08,2.65e+08,2.65e+08,5.28e+08,5.28e+08,5.63e+08,1.95e+08,1.64e+08,1.551e+09,2.098e+09,1.387e+09,6.3e+07,1.174e+09,1.5e+08,3.485e+09,5.036e+09,5.5e+08,5.83e+08,5.97e+08,1.162e+09,1.094e+09,6.3e+07,1.759e+09,2.342e+09,3.754e+09,-6.1e+07,-7.6e+08,-2.53e+08,2.68e+09,1.4e+07,2.694e+09,5.036e+09,-1.16e+08,6e+07,1.1e+08,4e+06,5.8e+07,-5.6e+07,3e+06,-5.3e+07,0,0,5e+06,5e+06,2e+06,1.05e+08,5.98e+08,5.2e+07,0.07847,0.04106,-0.10584,-0.04306,-0.02303,-0.448280000000011,2.66038,0.86934,0.11875,-1.22622,-1.22622,11.58562,28.32981,0.54968,-0.02604,0.01167,3.17143,7.4
"16","2015_Q1",13.7893442622951,"Down",1.055e+09,-9.8e+08,7.5e+07,-3.7e+07,-3.7e+07,3.8e+07,-3.7e+07,-1.2e+07,-2.5e+07,1000000.00000001,-1.31e+08,-1.3e+08,2.2e+07,-1.08e+08,-1.08e+08,-1.09e+08,-1.09e+08,3.37e+08,3.37e+08,4.49e+08,4.49e+08,5.42e+08,1.36e+08,1.36e+08,1.464e+09,1.985e+09,1.465e+09,6.2e+07,1.289e+09,1.14e+08,3.45e+09,4.914e+09,5.18e+08,5.19e+08,5.89e+08,1.689e+09,1.616e+09,7e+07,2.278e+09,2.797e+09,3.754e+09,-6.1e+07,-8.69e+08,-7.18e+08,2.106e+09,1.1e+07,2.117e+09,4.914e+09,-1.08e+08,5.9e+07,1.08e+08,4.7e+07,1.06e+08,-4.7e+07,-3e+06,-5e+07,-1e+06,1.7e+07,7.3e+07,7.3e+07,7.2e+07,9.7e+07,5.9e+08,7.5e+07,0.07109,0.03602,-0.10332,-0.05149,-0.02218,-0.68807,2.82081,1.32121,0.12007,-1.15222,-1.15222,11.15222,22.26216,0.79281,-0.0248,0.01706,2.60825,6.65789
"17","2015_Q2",11.1192063492063,"Down",9.2e+08,-8.88e+08,3.2e+07,-4.1e+07,-4.1e+07,-9e+06,-7e+06,-1.2e+07,5e+06,-1.6e+07,-6e+06,-2.2e+07,-1e+07,-3.2e+07,-3.2e+07,-3.3e+07,-3.3e+07,3.24e+08,3.24e+08,4.22e+08,4.22e+08,5.63e+08,1.95e+08,1.31e+08,1.504e+09,1.956e+09,1.286e+09,6.2e+07,1.099e+09,1.25e+08,3.242e+09,4.746e+09,4.87e+08,4.88e+08,5.96e+08,1.562e+09,1.491e+09,6.8e+07,2.158e+09,2.646e+09,3.759e+09,-6.1e+07,-9.02e+08,-7.08e+08,2.088e+09,1.2e+07,2.1e+09,4.746e+09,-3.2e+07,5.7e+07,1.8e+07,-1.4e+07,2.9e+07,-4e+07,0,-4e+07,0,0,-1.1e+07,-1.1e+07,-1.3e+07,4.8e+07,5.97e+08,4e+06,0.03478,-0.00978,-0.03587,-0.01571,-0.00695,-0.12121,3.08197,1.26,0.12579,-0.34773,-0.34773,9.69442,22.00211,0.04215,-0.00775,0.000940000000000003,5.6875,-30.33333
"18","2015_Q3",7.755,"Down",9.26e+08,-8.7e+08,5.6e+07,-4e+07,-4e+07,1.6e+07,-1e+07,-1.1e+07,1e+06,6e+06,0,6e+06,-1e+07,-4e+06,-4e+06,-3999999.99999999,-3999999.99999999,3.03e+08,3.03e+08,4.16e+08,4.16e+08,5.37e+08,1.99e+08,1.34e+08,1.455e+09,1.944e+09,1.29e+09,6.1e+07,1.103e+09,1.26e+08,3.234e+09,4.689e+09,4.71e+08,4.72e+08,5.96e+08,1.548e+09,1.474e+09,7.1e+07,2.144e+09,2.616e+09,3.762e+09,-9.8e+07,-9.06e+08,-6.97e+08,2.061e+09,1.2e+07,2.073e+09,4.689e+09,-4e+06,6e+07,-1.8e+07,2.3e+07,6.1e+07,-3.9e+07,-4e+06,-4.3e+07,2.3283064365387e-10,-4e+07,-2.2e+07,-2.2e+07,-2.1e+07,7.6e+07,5.97e+08,7e+07,0.06048,0.01728,-0.00432,-0.00193,-0.00085,-17.5,3.08263,1.26194,0.12732,-0.0425099999999999,-0.04251,9.8406,21.90223,0.74389,-0.00095,0.0166,3.86842,18.375
"19","2015_Q4",6.51609375,"Down",9.05e+08,-8.63e+08,4.2e+07,-3.4e+07,-3.4e+07,8e+06,-1e+07,-9e+06,-1e+06,-2e+06,-2e+06,-4e+06,-2e+06,-6e+06,-6e+06,-6e+06,-6e+06,2.35e+08,2.35e+08,4.2e+08,4.2e+08,5.35e+08,1.78e+08,1.56e+08,1.368e+09,1.932e+09,1.248e+09,6e+07,1.028e+09,1.6e+08,3.18e+09,4.548e+09,4.67e+08,4.68e+08,5.96e+08,1.426e+09,1.356e+09,6.7e+07,2.022e+09,2.49e+09,3.764e+09,-1.2e+08,-9.12e+08,-6.86e+08,2.046e+09,1.2e+07,2.058e+09,4.548e+09,-6e+06,5.9e+07,-2e+07,-3.3e+07,0,-4.4e+07,-1e+06,-4.5e+07,0,-2.2e+07,-6.7e+07,-6.7e+07,-6.8e+07,6.7e+07,5.97e+08,-8e+06,0.04641,0.00884,-0.00663,-0.00291999999999999,-0.00132,1.33333,2.92308,1.20991,0.13127,-0.06586,-0.06586,9.93414,22.45884,-0.08782,-0.00147,-0.00196,5.40299,45.25
"20","2016_Q1",4.33459016393443,"Down",8.94e+08,-9.02e+08,-8e+06,-4.5e+07,-4.5e+07,-5.3e+07,-1e+07,-9e+06,-1e+06,-6.3e+07,-1.73e+08,-2.36e+08,2.3e+07,-2.13e+08,-2.13e+08,-2.14e+08,-2.14e+08,5.8e+07,5.8e+07,3.77e+08,3.77e+08,5.41e+08,1.35e+08,1.35e+08,1.111e+09,1.81e+09,1.299e+09,1.05e+08,9.82e+08,1.53e+08,3.109e+09,4.22e+09,4.36e+08,4.37e+08,5.9e+08,1.248e+09,1.186e+09,6e+07,1.838e+09,2.275e+09,3.765e+09,-1.2e+08,-1.126e+09,-5.87e+08,1.932e+09,1.3e+07,1.945e+09,4.22e+09,-2.13e+08,6.1e+07,1.68e+08,3.2e+07,4.8e+07,-6.2e+07,-3e+06,-2.24e+08,9.31322574615479e-10,0,-1.76e+08,-1.76e+08,-1.77e+08,8000000.00000001,5.91e+08,-4.5e+07,-0.00895000000000001,-0.05928,-0.23937,-0.11003,-0.05071,0.21028,2.54233,1.16967,0.14005,-2.39106,-2.39106,9.98883,21.58659,-0.50279,-0.05655,-0.01189,66.625,-10.0566
"21","2016_Q2",4.46,"Up",8.77e+08,-8.41e+08,3.6e+07,-3.8e+07,-3.8e+07,-2e+06,3e+06,-1e+07,1.3e+07,1e+06,2e+06,3e+06,-1e+07,-7e+06,-7e+06,-8e+06,-8e+06,3.7e+07,3.7e+07,3.89e+08,3.89e+08,5.62e+08,1.33e+08,1.33e+08,1.121e+09,1.811e+09,1.357e+09,1.02e+08,1.032e+09,1.63e+08,3.168e+09,4.289e+09,4.64e+08,4.65e+08,6.1e+08,1.268e+09,1.211e+09,5.5e+07,1.878e+09,2.343e+09,3.768e+09,-1.2e+08,-1.134e+09,-5.82e+08,1.932e+09,1.4e+07,1.946e+09,4.289e+09,-7e+06,5.2e+07,-2.9e+07,-1e+07,6e+06,-4.2e+07,-6e+06,-4.8e+07,2e+07,2e+07,-2.2e+07,-2.2e+07,-2.1e+07,5e+07,6.11e+08,8e+06,0.04105,-0.00228,-0.00912,-0.00411,-0.00187,-0.999999999999999,2.41075,1.20401,0.14246,-0.08929,-0.08929,9.78795,21.5625,0.08929,-0.00209,0.00209,11.48,-287
