"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","derivative_hedging_assets_short_term","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","derivative_hedging_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",17.9943548387097,"Up",2.331e+09,-1.74e+09,5.91e+08,-4.87e+08,-2.24e+08,-2.39e+08,1.04e+08,-1.5e+08,-1.63e+08,4e+06,9e+06,-4.6e+07,-5.9e+07,-1.05e+08,1.13e+08,8e+06,8e+06,-1e+06,-3e+06,1.61e+09,1.61e+09,1.075e+09,1.075e+09,3.93e+08,3.305e+09,2.17e+08,2.775e+09,3.13e+08,6.383e+09,1.5866e+10,4.971e+09,1.188e+09,1.886e+09,3.09e+08,6.49e+08,9.39e+08,2.0837e+10,2.722e+10,1.85e+09,1.246e+09,6.04e+08,3.74e+08,2.553e+09,2.462e+09,7.6e+07,4.777e+09,1.1129e+10,3.175e+09,1.092e+09,5.61e+08,1.522e+09,1.4304e+10,1.9081e+10,5.391e+09,3e+06,5.388e+09,4.002e+09,-6.8e+07,7.654e+09,8.139e+09,2.722e+10,8e+06,8e+06,2.39e+08,7.4e+07,7.4e+07,1.52e+08,1.52e+08,4.73e+08,-7.44e+08,-4e+07,-4e+07,1.9e+07,-7.74e+08,-2.3e+07,7.8e+08,0,7e+06,7.64e+08,4.63e+08,4.63e+08,-2e+06,4.61e+08,3.43e+08,1.1503e+10,-3.62e+08,0.25354,0.04462,-0.00129,-0.00037,-0.00011,120.66667,1.33619,2.34439,0.42259,-0.01316,-0.01316,10.22368,32.47807,-1.58772,0.00088,-0.01587,28.84257,95.125
"12","2013_Q1",20.0561666666667,"Up",2.063e+09,-1.48e+09,5.83e+08,-4.57e+08,-1.94e+08,-2.47e+08,1.26e+08,-1.48e+08,-1.66e+08,1.1e+07,7e+06,-22000000.0000001,1.95e+08,1.73e+08,8.1e+07,2.54e+08,2.54e+08,2.52e+08,2.5e+08,2.087e+09,2.087e+09,1.061e+09,1.061e+09,9.03e+08,3.921e+09,4.46e+08,2.873e+09,5.46e+08,7.972e+09,2.0153e+10,6.858e+09,1.21e+09,1.956e+09,6.62e+08,6.76e+08,1.151e+09,2.7011e+10,3.4983e+10,1.902e+09,1.172e+09,7.3e+08,1.47e+08,2.621e+09,1.981e+09,6.4e+08,4.67e+09,1.7014e+10,2.781e+09,54999999.9999998,5e+08,1.423e+09,1.9795e+10,2.4465e+10,7.591e+09,4e+06,7.587e+09,4.23e+09,-1.5e+08,1e+10,1.0518e+10,3.4983e+10,2.54e+08,2.54e+08,2.47e+08,-6e+07,-6e+07,-3.5e+08,-4.7e+07,9.1e+07,-9.23e+08,-4.1e+07,-4.1e+07,1.043e+09,6.7e+07,-2.2e+07,3.19e+08,0,2.3e+07,3.2e+08,4.78e+08,4.78e+08,-1e+06,4.77e+08,3.73e+08,1.7161e+10,-9.81e+08,0.2826,0.06108,0.12118,0.02377,0.00715,-3.92400000000004,1.70707,2.32601,0.49055,1.02459,0.99602,8.45492,39.96311,-4.02049,0.00893,-0.03221,40.41287,119.63492
"13","2013_Q2",22.311875,"Up",2.081e+09,-1.753e+09,3.28e+08,-5.52e+08,-2.27e+08,-3.07e+08,-2.24e+08,-1.89e+08,-1.96e+08,3e+06,4e+06,-4.13e+08,-7e+07,-4.83e+08,1.52e+08,-3.31e+08,-3.31e+08,-3.32e+08,-3.34e+08,1.707e+09,1.707e+09,9.82e+08,9.82e+08,9.04e+08,4.438e+09,7.24e+08,3.26e+09,3.26e+08,8.031e+09,2.0404e+10,6.936e+09,1.176e+09,1.954e+09,5.62e+08,6.77e+08,1.132e+09,2.734e+10,3.5371e+10,2.008e+09,1.054e+09,9.54e+08,5.56e+08,2.598e+09,2.493e+09,1.05e+08,5.162e+09,1.7108e+10,2.656e+09,5.3e+07,4.77e+08,2.126e+09,1.9764e+10,2.4926e+10,7.606e+09,4e+06,7.602e+09,4.124e+09,-1.36e+08,9.899e+09,1.0445e+10,3.5371e+10,-3.31e+08,-3.31e+08,3.07e+08,-1.63e+08,-1.63e+08,6.3e+07,6.3e+07,-1.24e+08,-8.13e+08,-1.8e+07,-1.8e+07,5e+06,-8.36e+08,-3.1e+07,5.17e+08,-1.9e+07,1.13e+08,5.8e+08,-3.8e+08,-3.8e+08,0,-3.8e+08,8.3e+07,1.7664e+10,-8.19e+08,0.15762,-0.10764,-0.1605,-0.03198,-0.00944,2.4521,1.55579,2.3864,0.49939,-1.03406,-1.03406,6.44272,29.87616,-2.5356,-0.00985,-0.02662,192.25301,-71.23661
"14","2013_Q3",22.50984375,"Up",2.929e+09,-2.051e+09,8.78e+08,-5.64e+08,-2.3e+08,-3.13e+08,3.14e+08,-1.98e+08,-2.06e+08,8e+06,-9.31322574615479e-10,1.16e+08,-4.8e+07,68000000.0000001,6.3e+07,1.31e+08,1.31e+08,1.24e+08,1.21e+08,1.368e+09,1.368e+09,1.29e+09,1.29e+09,8.74e+08,3.411e+09,4.15e+08,2.24e+09,7.46e+08,6.943e+09,2.0454e+10,7.095e+09,1.12e+09,1.954e+09,5.87e+08,6.39e+08,1.151e+09,2.7549e+10,3.4492e+10,2.028e+09,1.196e+09,8.32e+08,7.37e+08,1.646e+09,1.512e+09,1.34e+08,4.411e+09,1.7071e+10,2.458e+09,4.7e+07,4.2e+08,1.991e+09,1.9529e+10,2.394e+10,7.619e+09,4e+06,7.615e+09,4.179e+09,-1.18e+08,9.985e+09,1.0552e+10,3.4492e+10,1.31e+08,1.31e+08,3.13e+08,1.8e+08,1.8e+08,-5.78e+08,-5.78e+08,4.6e+07,-4.68e+08,-2.1e+07,-2.1e+07,-34999999.9999999,-5.39e+08,-4.2e+07,1.39e+08,3e+06,5.6e+07,1.56e+08,-3.37e+08,-3.37e+08,-2e+06,-3.39e+08,6.27e+08,1.7808e+10,-4.82e+08,0.29976,0.1072,0.04131,0.01147,0.00351,-3.98347000000001,1.57402,2.26876,0.51629,0.37461,0.370030000000001,9.06811,30.14241,-1.49226,0.00529,-0.01564,26.2201,52.35669
"15","2013_Q4",23.38984375,"Up",3.49e+09,-2.373e+09,1.117e+09,-5.64e+08,-2.13e+08,-3.27e+08,5.53e+08,-2.28e+08,-2.28e+08,-5e+06,5e+06,3.25e+08,-2.7e+07,2.98e+08,-1.6e+08,1.38e+08,1.38e+08,1.19e+08,1.17e+08,2.129e+09,2.129e+09,1.366e+09,1.366e+09,8.61e+08,2.893e+09,4.42e+08,1.677e+09,7.74e+08,7.249e+09,2.06e+10,7.014e+09,1.141e+09,1.953e+09,5.06e+08,6.26e+08,1.289e+09,2.7614e+10,3.4863e+10,2.173e+09,1.14e+09,1.033e+09,9.11e+08,1.298e+09,1.064e+09,1.22e+08,4.382e+09,1.6959e+10,2.392e+09,5e+07,3.72e+08,1.97e+09,1.9351e+10,2.3733e+10,7.847e+09,4e+06,7.843e+09,4.272e+09,-1.29e+08,1.0297e+10,1.113e+10,3.4863e+10,1.38e+08,1.38e+08,3.27e+08,1.1e+08,1.1e+08,3.26e+08,3.26e+08,9.01e+08,-2.87e+08,-3.35e+08,-3.35e+08,-3.4e+07,-6.56e+08,-4e+07,8.1e+07,5e+06,4.69e+08,5.15e+08,7.6e+08,7.6e+08,1e+06,7.61e+08,8.8e+08,1.787e+10,1.079e+09,0.32006,0.15845,0.03352,0.01051,0.00336,9.22222,1.65427,2.13235,0.51258,0.36223,0.3578,10.80495,31.10836,3.34056,0.005,0.03437,17.8875,28.46474
"16","2014_Q1",24.1070491803279,"Up",2.795e+09,-1.953e+09,8.42e+08,-5.55e+08,-2.25e+08,-3.09e+08,2.87e+08,-2.13e+08,-2.18e+08,999999.999999998,4e+06,7.4e+07,-5.91e+08,-5.17e+08,2.27e+08,-2.9e+08,-2.9e+08,-2.97e+08,-2.99e+08,2.254e+09,2.254e+09,1.214e+09,1.214e+09,8.98e+08,3.23e+09,4.79e+08,1.604e+09,8.7e+08,7.596e+09,1.9851e+10,6.455e+09,1.14e+09,1.985e+09,3.11e+08,4.53e+08,1.364e+09,2.6306e+10,3.3902e+10,1.703e+09,1.038e+09,6.65e+08,1.05e+09,1.451e+09,1.055e+09,3.96e+08,4.204e+09,1.6944e+10,2.036e+09,2.2e+07,1.95e+08,1.313e+09,1.898e+10,2.3184e+10,7.844e+09,4e+06,7.84e+09,3.695e+09,5e+06,9.851e+09,1.0718e+10,3.3902e+10,-2.9e+08,-2.9e+08,3.09e+08,6.72e+08,6.72e+08,-2.44e+08,-3.1e+07,4.47e+08,-4.01e+08,-1.2e+08,-1.2e+08,2.5e+07,-4.97e+08,-4.1e+07,1.05e+08,2e+06,1.1e+08,1.76e+08,1.26e+08,1.26e+08,-1e+06,1.25e+08,5.96e+08,1.7994e+10,-2.76e+08,0.30125,0.10268,-0.10698,-0.0279,-0.00882,0.923079999999997,1.80685,2.16309,0.53077,-0.9257,-0.94921,8.65325,29.72755,-0.85449,-0.00839,-0.00898000000000001,26.4094,54.84321
"17","2014_Q2",29.0477777777778,"Up",3.486e+09,-2.737e+09,7.49e+08,-5.76e+08,-2.22e+08,-3.35e+08,1.73e+08,-2.37e+08,-2.55e+08,7e+06,1.1e+07,-6.4e+07,-3.4e+07,-9.8e+07,3.1e+07,-6.7e+07,-6.7e+07,-5.6e+07,-5.8e+07,3.187e+09,3.187e+09,1.149e+09,1.149e+09,7.81e+08,3.266e+09,5.99e+08,2.26e+09,3.29e+08,8.383e+09,1.9644e+10,6.934e+09,1.3e+09,2.038e+09,3.33e+08,4.62e+08,1.385e+09,2.6578e+10,3.4961e+10,2.032e+09,1.082e+09,9.5e+08,6.85e+08,1.508e+09,1.504e+09,4e+06,4.225e+09,1.796e+10,2.133e+09,2.4e+07,2.57e+08,1.852e+09,2.0093e+10,2.4318e+10,7.846e+09,4e+06,7.842e+09,3.594e+09,1e+07,9.759e+09,1.0643e+10,3.4961e+10,-6.7e+07,-6.7e+07,3.35e+08,-3.56e+08,-3.56e+08,4.79e+08,4.79e+08,3.91e+08,-1.6e+08,-2.18e+08,-2.18e+08,5.07e+08,1.24e+08,-4.1e+07,6.91e+08,3e+06,-2.37e+08,4.16e+08,9.31e+08,9.31e+08,2e+06,9.33e+08,5.08e+08,1.8645e+10,7.96e+08,0.21486,0.04963,-0.01664,-0.00545,-0.00166,-13.72414,1.98414,2.28488,0.53331,-0.17901,-0.17901,10.75926,29.35185,2.45679,-0.00054,0.02533,30.42913,89.3526
"18","2014_Q3",26.4671875,"Down",3.621e+09,-2.828e+09,7.93e+08,-6.64e+08,-2.57e+08,-3.86e+08,1.29e+08,-2.55e+08,-2.74e+08,1.4e+07,5e+06,-1.26e+08,-79999999.9999999,-2.06e+08,1.26e+08,-8e+07,-8e+07,-9.7e+07,-1e+08,1.481e+09,1.481e+09,1.482e+09,1.482e+09,9.96e+08,3.798e+09,5.37e+08,2.273e+09,9.09e+08,7.757e+09,2.1576e+10,8.296e+09,1.434e+09,2.116e+09,4.13e+08,8.65e+08,1.968e+09,2.9872e+10,3.7629e+10,2.168e+09,1.103e+09,1.065e+09,8.33e+08,1.745e+09,1.736e+09,9e+06,4.746e+09,1.934e+10,2.317e+09,7.1e+07,3.54e+08,1.892e+09,2.1657e+10,2.6403e+10,8.307e+09,4e+06,8.303e+09,3.445e+09,5e+06,1.0066e+10,1.1226e+10,3.7629e+10,-8e+07,-8e+07,3.86e+08,1.95e+08,1.95e+08,-5.22e+08,-5.22e+08,-21000000.0000001,-2.7e+08,-1.599e+09,-1.599e+09,-7000000.00000006,-1.877e+09,-5e+07,2.26e+08,5e+06,3.7e+07,2.18e+08,-1.68e+09,-1.68e+09,-2.6e+07,-1.706e+09,5.15e+08,2.0173e+10,-4.03e+08,0.219,0.03563,-0.02762,-0.00891,-0.00266,4.03,1.63443,2.35195,0.5361,-0.29674,-0.29674,10.74481,29.13056,-1.19585,-0.00148,-0.01195,36.29515,144.89922
"19","2014_Q4",25.20109375,"Down",4.569e+09,-3.278e+09,1.291e+09,-6.55e+08,-2.58e+08,-3.75e+08,6.36e+08,-2.65e+08,-2.8e+08,1.8e+07,-3e+06,3.71e+08,-1e+08,2.71e+08,-8.9e+07,1.82e+08,1.82e+08,1.68e+08,1.66e+08,1.953e+09,1.953e+09,1.554e+09,1.554e+09,1.051e+09,3.314e+09,4.75e+08,1.772e+09,9.56e+08,7.872e+09,2.2181e+10,1.0016e+10,2.88e+09,2.452e+09,4.27e+08,7.97e+08,1.984e+09,3.2197e+10,4.0069e+10,2.298e+09,1.098e+09,1.2e+09,8.54e+08,1.391e+09,1.365e+09,2.6e+07,4.543e+09,2.1164e+10,2.395e+09,2.4e+07,3.26e+08,2.045e+09,2.3559e+10,2.8102e+10,8.318e+09,4e+06,8.314e+09,3.564e+09,-5e+06,1.0187e+10,1.1967e+10,4.0069e+10,1.82e+08,1.82e+08,3.75e+08,3.32e+08,3.32e+08,-1.45e+08,-1.45e+08,7.44e+08,-9.2e+07,-1.015e+09,-1.015e+09,-9.2e+07,-1.205e+09,-4.9e+07,2.31e+08,7e+06,7.18e+08,9.07e+08,4.46e+08,4.46e+08,2.6e+07,4.72e+08,1.011e+09,2.2018e+10,8.63e+08,0.28256,0.1392,0.03633,0.01387,0.00414,5.1988,1.73278,2.34829,0.5495,0.49112,0.48397,13.51775,29.40237,2.55325,0.00591,0.02372,19.84669,31.54874
"20","2015_Q1",21.6232786885246,"Down",4.192e+09,-2.965e+09,1.227e+09,-7.32e+08,-2.79e+08,-4.27e+08,4.95e+08,-3.02e+08,-3.1e+08,-1e+06,9e+06,1.93e+08,-2.5e+07,1.68e+08,-7.1e+07,9.7e+07,9.7e+07,1.19e+08,7e+07,2.116e+09,2.116e+09,1.322e+09,1.322e+09,1.247e+09,3.723e+09,4.47e+08,2.612e+09,6.64e+08,8.408e+09,2.2367e+10,9.691e+09,2.567e+09,2.574e+09,4.8e+08,7.71e+08,1.719e+09,3.2058e+10,4.0466e+10,1.865e+09,1.06e+09,8.05e+08,4.74e+08,2.52e+09,2.054e+09,4.66e+08,4.859e+09,2.0945e+10,2.676e+09,2.1e+07,4.38e+08,1.49e+09,2.3621e+10,2.848e+10,8.331e+09,4e+06,8.327e+09,3.588e+09,-1.74e+08,1.0053e+10,1.1986e+10,4.0466e+10,9.7e+07,9.7e+07,4.27e+08,2.78e+08,2.78e+08,-4.06e+08,-1.59e+08,3.96e+08,-2e+08,-1.04e+08,-1.04e+08,3.66e+08,5.5e+07,-5.6e+07,-4.12e+08,-3.3e+07,2.25e+08,-2.76e+08,1.75e+08,1.75e+08,-1.2e+07,1.63e+08,9.22e+08,2.1419e+10,3.87e+08,0.2927,0.11808,0.0167,0.00584,0.00173,5.52857,1.7304,2.37611,0.52931,0.20772,0.19886,12.43917,28.96736,1.14837,0.00349,0.01073,20.93601,38.99596
"21","2015_Q2",21.5138095238095,"Down",3.829e+09,-3.063e+09,7.66e+08,-6.94e+08,-2.65e+08,-3.95e+08,7.2e+07,-2.85e+08,-3.01e+08,-3e+06,1.9e+07,-2.13e+08,4e+06,-2.09e+08,7.3e+07,-1.36e+08,-1.36e+08,-1.2e+08,-1.25e+08,2.164e+09,2.164e+09,1.179e+09,1.179e+09,1.109e+09,3.67e+09,4.74e+08,2.429e+09,5.79e+08,8.122e+09,2.2276e+10,9.932e+09,2.491e+09,2.52e+09,5.91e+08,7.72e+08,2.074e+09,3.2208e+10,4.033e+10,2.092e+09,1.045e+09,1.047e+09,4.65e+08,1.952e+09,1.884e+09,6.8e+07,4.509e+09,2.1271e+10,2.861e+09,2e+07,6.5e+08,2.191e+09,2.4132e+10,2.8641e+10,8.366e+09,4e+06,8.362e+09,3.413e+09,-1.91e+08,9.822e+09,1.1689e+10,4.033e+10,-1.36e+08,-1.36e+08,3.95e+08,-1.44e+08,-1.44e+08,1.45e+08,1.45e+08,2.6e+08,-2.52e+08,-1e+06,-1e+06,-2e+07,-2.7e+08,-5.1e+07,1.54e+08,-7.8e+07,1.5e+07,4e+07,3e+07,3e+07,1.8e+07,4.8e+07,4.67e+08,2.1736e+10,2.87e+08,0.20005,0.0188,-0.03265,-0.01069,-0.0031,-2.296,1.80129,2.45025,0.53895,-0.37202,-0.37202,11.39583,28.36012,0.85417,-0.00204,0.00791,41.91006,271.83333
"22","2015_Q3",17.21078125,"Down",3.4e+09,-2.446e+09,9.54e+08,-7.19e+08,-2.86e+08,-3.96e+08,2.35e+08,-2.51e+08,-2.63e+08,8e+06,4e+06,-1.6e+07,-1e+07,-2.6e+07,1.7e+07,-9e+06,-9e+06,-13999999.9999999,-1.9e+07,2.146e+09,2.146e+09,1.413e+09,1.413e+09,1.153e+09,3.298e+09,5.16e+08,2.104e+09,4.85e+08,8.01e+09,2.2304e+10,1.0051e+10,2.428e+09,2.555e+09,4.91e+08,1.077e+09,2.046e+09,3.2355e+10,4.0365e+10,2.162e+09,1.08e+09,1.082e+09,6.36e+08,1.671e+09,1.638e+09,3.3e+07,4.469e+09,2.0854e+10,2.696e+09,1.8e+07,5.22e+08,2.156e+09,2.355e+10,2.8019e+10,8.369e+09,4e+06,8.365e+09,3.346e+09,-1.7e+08,9.675e+09,1.2346e+10,4.0365e+10,-9e+06,-9e+06,3.96e+08,1.62e+08,1.62e+08,-3.51e+08,-3.51e+08,1.98e+08,-3.3e+08,-2.9e+07,-2.9e+07,-2.32e+08,-5.9e+08,-5.1e+07,-1.87e+08,-1.07e+08,7.34e+08,3.89e+08,-2999999.99999997,-2999999.99999997,-1.5e+07,-1.8e+07,6.31e+08,2.149e+10,-6.7e+07,0.28059,0.06912,-0.00559,-0.00153999999999998,-0.000470000000000001,3.52632,1.79235,2.26948,0.53239,-0.0570599999999997,-0.0570599999999999,10.21021,28.16517,-0.2012,0.000880000000000004,-0.00183,30.6561,82.31489
"23","2015_Q4",11.051875,"Down",4.434e+09,-3.042e+09,1.392e+09,-7.47e+08,-3.27e+08,-3.82e+08,6.45e+08,-2.63e+08,-2.91e+08,2.4e+07,4e+06,3.82e+08,-2.68e+08,1.14e+08,-4.7e+07,6.7e+07,6.7e+07,6.6e+07,6.1e+07,2.265e+09,2.265e+09,1.492e+09,1.492e+09,1.149e+09,3.167e+09,4.6e+08,1.947e+09,5.91e+08,8.073e+09,2.1985e+10,9.93e+09,2.371e+09,2.503e+09,5.22e+08,1.068e+09,2.039e+09,3.1915e+10,3.9988e+10,2.395e+09,1.173e+09,1.222e+09,4.57e+08,1.484e+09,1.416e+09,6.8e+07,4.336e+09,2.0766e+10,2.719e+09,2e+07,6.19e+08,2.08e+09,2.3485e+10,2.7821e+10,8.386e+09,4e+06,8.382e+09,3.358e+09,-1.88e+08,9.525e+09,1.2167e+10,3.9988e+10,6.7e+07,6.7e+07,3.82e+08,2.64e+08,2.64e+08,2.21e+08,2.21e+08,9.34e+08,-3.01e+08,-1e+06,-1e+06,-6.5e+07,-3.72e+08,-5e+07,-2.42e+08,-1.67e+08,4e+06,-4.55e+08,1.07e+08,1.07e+08,1.2e+07,1.19e+08,1.027e+09,2.1223e+10,9.94e+08,0.31394,0.14547,0.01376,0.00501,0.00153,16.29508,1.86185,2.28659,0.53073,0.18429,0.18373,13.39577,27.87311,3.00302,0.00307,0.02753,18.45959,29.39225
"24","2016_Q1",10.143606557377,"Down",3.011e+09,-2.233e+09,7.78e+08,-7.51e+08,-3.21e+08,-3.93e+08,2.7e+07,-2.6e+08,-2.73e+08,7e+06,6e+06,-2.33e+08,-4.74e+09,-4.973e+09,-1.385e+09,-6.358e+09,-6.358e+09,-6.314e+09,-6.319e+09,1.518e+09,1.518e+09,1.157e+09,1.157e+09,1.252e+09,3.464e+09,4.55e+08,2.483e+09,5.2e+08,7.391e+09,1.8732e+10,6.759e+09,2.31e+09,9.99e+08,3.05e+08,1.045e+09,1.933e+09,2.5491e+10,3.2882e+10,1.679e+09,8.69e+08,8.1e+08,4.81e+08,2.215e+09,1.721e+09,4.94e+08,4.375e+09,2.0129e+10,2.613e+09,1.9e+07,4.93e+08,1.513e+09,2.2742e+10,2.7117e+10,8.3e+09,4e+06,8.296e+09,-3.007e+09,-1.73e+08,3.009e+09,5.765e+09,3.2882e+10,-6.358e+09,-6.358e+09,3.93e+08,4.82e+09,4.82e+09,1.062e+09,9.52e+08,-83000000.0000002,-3.32e+08,0,-3.72529029846191e-09,7.6e+07,-2.53e+08,-4.9e+07,-3.2e+08,-8.4e+07,4.7e+07,-4.06e+08,-7.42e+08,-7.42e+08,-5e+06,-7.47e+08,4.2e+08,2.061e+10,2.535e+09,0.25839,0.00896999999999998,-2.09864,-1.0961,-0.19217,-0.40117,1.68937,4.70373,0.62679,-19.99684,-20.06032,9.52848,8.56646,8.02215,-0.2163,0.08745,45.45714,707.11111
"25","2016_Q2",13.21875,"Up",3.229e+09,-2.194e+09,1.035e+09,-5.91e+08,-2.52e+08,-3.13e+08,4.44e+08,-2.73e+08,-2.84e+08,-7e+06,1.8e+07,1.71e+08,-1.03e+08,6.8e+07,-2.1e+07,4.7e+07,4.7e+07,8.2e+07,7.7e+07,1.659e+09,1.659e+09,1.018e+09,1.018e+09,1.161e+09,3.508e+09,4.61e+08,2.524e+09,5.23e+08,7.346e+09,1.8763e+10,6.571e+09,2.256e+09,9.99e+08,4.65e+08,8.98e+08,1.768e+09,2.5334e+10,3.268e+10,1.826e+09,8.45e+08,9.81e+08,4.65e+08,2.047e+09,1.947e+09,1e+08,4.338e+09,1.9799e+10,2.835e+09,3.7e+07,6.27e+08,2.171e+09,2.2634e+10,2.6972e+10,8.303e+09,4e+06,8.299e+09,-2.977e+09,-1.95e+08,3.029e+09,5.708e+09,3.268e+10,4.7e+07,4.7e+07,3.13e+08,3.9e+08,3.9e+08,-1.96e+08,-1.96e+08,5.54e+08,-1.64e+08,-6e+06,-6e+06,3.6e+07,-1.43e+08,-4.8e+07,-2.55e+08,-167991811.34691,3.9e+07,-2.64e+08,1.47e+08,1.47e+08,-6e+06,1.41e+08,7.57e+08,2.0264e+10,4.18e+08,0.32053,0.1375,0.02385,0.01349,0.00236,5.42857,1.69341,4.7253,0.62007,0.24444,0.24444,10.25079,8.65079,1.32698,0.00434,0.01451,24.57728,41.90315
"26","2016_Q3",11.65,"Down",1.678e+09,-1.077e+09,6.01e+08,-5.01e+08,-2.68e+08,-2.15e+08,1e+08,-9.1e+07,-1.95e+08,1e+08,4e+06,9e+06,-2.5e+08,-2.41e+08,-2.6e+07,-2.67e+08,-275999999.999999,-271000000.000001,-1.93e+08,1.389e+09,1.389e+09,1.251e+09,1.251e+09,1.124e+09,2.6e+09,4.06e+08,1.688e+09,4.93e+08,6.364e+09,1.8382e+10,6.676e+09,2.18e+09,9.99e+08,3.48e+08,8.82e+08,2.092e+09,2.5058e+10,3.1422e+10,1.88e+09,8.98e+08,9.82e+08,1.215e+09,1.419e+09,1.373e+09,4.6e+07,4.514e+09,1.8986e+10,2.778e+09,4.2e+07,5.39e+08,2.197e+09,2.1764e+10,2.6278e+10,8.31e+09,4e+06,8.306e+09,-3.179e+09,-2.03e+08,2.522e+09,5.144e+09,3.1422e+10,-2.67e+08,-275999999.999999,2.15e+08,4.6e+08,4.6e+08,-81999999.9999999,-81999999.9999998,2.57e+08,-2.55e+08,-1.1e+07,-1.1e+07,2999999.99999999,-3.27e+08,-9e+06,-2.7e+07,-2.26e+08,-1.01e+08,-2.66e+08,-3.36e+08,-3.04e+08,3e+06,-3.01e+08,3.15e+08,2.0201e+10,3999999.99999976,0.35816,0.05959,-0.11502,-0.03752,-0.00614000000000004,-0.0207300000000021,1.40984,5.10848,0.64289,-0.612699999999999,-0.612699999999996,5.32698,8.00635,0.012699999999999,-0.00653999999999997,0.00014,59.72063,188.12
"27","2016_Q4",10.3146031746032,"Down",3.421e+09,-2.44e+09,9.81e+08,-6e+08,-2.81e+08,-2.98e+08,3.81e+08,-1.68e+08,-2.39e+08,6.4e+07,7e+06,2.13e+08,-5.7e+07,1.56e+08,-2.8e+07,1.28e+08,3.93e+08,4.02e+08,4.02e+08,2.435e+09,2.435e+09,1.362e+09,1.362e+09,1.017e+09,2.2e+09,3.69e+08,1.301e+09,5.3e+08,7.014e+09,1.8203e+10,6.274e+09,2.106e+09,9.99e+08,2.56e+08,9e+08,1.824e+09,2.4477e+10,3.1491e+10,2.095e+09,9.45e+08,1.15e+09,1.221e+09,9.85e+08,9.69e+08,1.6e+07,4.301e+09,1.9083e+10,2.595e+09,4.7e+07,4.75e+08,2.073e+09,2.1678e+10,2.5979e+10,8.374e+09,4e+06,8.37e+09,-2.791e+09,-1.42e+08,3.042e+09,5.512e+09,3.1491e+10,1.28e+08,3.93e+08,2.98e+08,1.61e+08,1.61e+08,2.07e+08,2.07e+08,9.3e+08,-1.41e+08,-1e+06,-1e+06,-1.8e+07,2.15e+08,-9e+06,1.66e+08,1e+06,-2.37e+08,-5.7e+07,1.088e+09,5.44e+08,-3e+06,5.41e+08,6.79e+08,2.0304e+10,7.73e+08,0.28676,0.11137,0.11751,0.07293,0.01277,1.92289,1.63078,4.71317,0.64476,1.27215,1.26814,10.82595,9.62658,2.4462,0.01447,0.02721,26.31664,46.90026
