"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"13","2013_Q2",94.225,"Up",4.248e+09,-3.522e+09,7.26e+08,-4.3e+08,-4.21e+08,-9e+06,2.96e+08,-6.4e+07,-4.6e+07,-1.8e+07,2.32e+08,-4.2e+07,1.9e+08,6.7e+07,2.57e+08,2.57e+08,-5e+06,2.52e+08,2.52e+08,7.5e+08,7.5e+08,2.08e+09,2.08e+09,2.569e+09,1.316e+09,7.68e+08,6.715e+09,2.961e+09,5.655e+09,1.726e+09,1.713e+09,1.937e+09,2.79e+08,8.616e+09,1.5331e+10,4.56e+09,3.556e+09,1.004e+09,1e+07,1.231e+09,1.231e+09,5.801e+09,2.441e+09,2.503e+09,2.011e+09,1.599e+09,4.12e+08,4.92e+08,4.944e+09,1.0745e+10,2.454e+09,-1.776e+09,5.36e+09,-1.563e+09,4.475e+09,1.11e+08,4.586e+09,1.5331e+10,2.57e+08,1.29e+08,-6.91e+08,-3.05e+08,-7.1e+07,-9.7e+07,-3.9e+07,-7e+06,3.7e+07,3.7e+07,-1.4e+07,-4.16e+08,-4.16e+08,-2e+06,-4.18e+08,4.25e+08,2.451e+09,-4.04e+08,0.1709,0.06968,0.05932,0.05495,0.01644,-1.60317,1.15756,2.343,0.15987,3.17781,3.12268,53.56873,56.43127,-5.09458,0.4918,0.0305,-0.04235,0.15476,4.00235,5.74662
"14","2013_Q3",103.213125,"Up",4.748e+09,-3.931e+09,8.17e+08,-4.58e+08,-4.53e+08,-5e+06,3.59e+08,-8.3e+07,-4.4e+07,-3.9e+07,2.76e+08,-3.1e+07,2.45e+08,-3.9e+07,2.06e+08,2.06e+08,-8e+06,1.98e+08,1.98e+08,6.7e+08,6.7e+08,2.216e+09,2.216e+09,2.505e+09,1.217e+09,7.56e+08,6.608e+09,2.907e+09,5.759e+09,1.724e+09,1.708e+09,2.007e+09,3.2e+08,8.666e+09,1.5274e+10,4.643e+09,3.62e+09,1.023e+09,5.09e+08,1.079e+09,1.079e+09,6.231e+09,1.936e+09,2.449e+09,1.958e+09,1.561e+09,3.97e+08,4.91e+08,4.385e+09,1.0616e+10,2.494e+09,-1.805e+09,5.507e+09,-1.65e+09,4.546e+09,1.12e+08,4.658e+09,1.5274e+10,2.06e+08,1.26e+08,-2.23e+08,1.09e+08,-1.06e+08,-1.18e+08,-5e+07,2e+06,-4e+06,2.6e+07,-5.5e+07,-6.4e+07,-6.4e+07,-1.6e+07,-8e+07,4.85e+08,2.445e+09,1.95e+08,0.17207,0.07561,0.0417,0.04251,0.01296,0.984850000000001,1.0605,2.27909,0.16008,2.48432,2.43542,59.5734,57.0389,2.44668,0.62735,0.02596,0.02041,0.25253,3.65979,4.94429
"15","2013_Q4",115.0128125,"Up",4.683e+09,-3.837e+09,8.46e+08,-4.65e+08,-4.6e+08,-5e+06,3.81e+08,-5.9e+07,-4.3e+07,-1.6e+07,3.22e+08,-6.8e+07,2.54e+08,-5.5e+07,1.99e+08,1.99e+08,-3e+06,1.96e+08,1.96e+08,8.26e+08,8.26e+08,2.226e+09,2.226e+09,2.667e+09,1.284e+09,7.87e+08,7.003e+09,2.936e+09,5.721e+09,1.725e+09,1.706e+09,1.974e+09,3.16e+08,8.657e+09,1.566e+10,4.902e+09,3.782e+09,1.12e+09,6.09e+08,1.168e+09,1.168e+09,6.679e+09,1.834e+09,2.361e+09,1.889e+09,1.5e+09,3.89e+08,4.72e+08,4.195e+09,1.0874e+10,2.518e+09,-1.922e+09,5.653e+09,-1.58e+09,4.669e+09,1.17e+08,4.786e+09,1.566e+10,1.99e+08,1.42e+08,9.7e+07,4.38e+08,-1.37e+08,-1.38e+08,-5e+07,-6e+06,-9.3e+07,1.7e+07,-1.5e+08,1.5e+08,1.5e+08,6e+06,1.56e+08,5.23e+08,2.443e+09,5.38e+08,0.18065,0.08136,0.04185,0.04095,0.01252,2.7449,1.04851,2.27204,0.156,2.45922,2.41975,58.75784,58.58218,6.75031,0.62735,0.02565,0.0561,0.2551,3.09178,4.24409
"16","2014_Q1",113.966229508197,"Down",5.09e+09,-4.181e+09,9.09e+08,-5e+08,-4.94e+08,-6e+06,4.09e+08,-1.26e+08,-4.4e+07,-8.2e+07,2.83e+08,-5.5e+07,2.28e+08,-4.1e+07,1.87e+08,1.87e+08,-6e+06,1.81e+08,1.81e+08,1.38e+09,1.38e+09,2.005e+09,2.005e+09,2.408e+09,1.229e+09,6.8e+08,7.022e+09,3.041e+09,5.481e+09,1.724e+09,1.702e+09,1.764e+09,2.91e+08,8.522e+09,1.5544e+10,5.016e+09,3.865e+09,1.151e+09,6.07e+08,1.171e+09,1.171e+09,6.794e+09,1.846e+09,1.87e+09,1.388e+09,9.3e+08,4.58e+08,4.82e+08,3.716e+09,1.051e+10,2.562e+09,-2.124e+09,5.784e+09,-1.298e+09,4.924e+09,1.1e+08,5.034e+09,1.5544e+10,1.87e+08,1.43e+08,6.9e+08,1.02e+09,-2.58e+08,-2.29e+08,-4.8e+07,2.1e+07,-1.95e+08,1.5e+07,-2.15e+08,5.76e+08,5.76e+08,-2.2e+07,5.54e+08,5.52e+08,2.453e+09,1.025e+09,0.17859,0.08035,0.03556,0.03596,0.01164,5.66298,1.03356,2.0878,0.15781,2.30573,2.25686,64.84076,62.72611,13.05732,0.61146,0.02447,0.10954,0.26519,1.94384,2.62347
"17","2014_Q2",116.154603174603,"Up",4.363e+09,-3.608e+09,7.55e+08,-4.45e+08,-4.39e+08,-6e+06,3.1e+08,-6.7e+07,-4.4e+07,-2.3e+07,2.43e+08,-2.9e+07,2.14e+08,-5e+07,1.64e+08,1.64e+08,-4e+06,1.6e+08,1.6e+08,1.672e+09,1.672e+09,2.08e+09,2.08e+09,2.666e+09,1.165e+09,7.44e+08,7.583e+09,3.054e+09,5.403e+09,1.722e+09,1.697e+09,1.689e+09,2.95e+08,8.457e+09,1.604e+10,4.761e+09,3.721e+09,1.04e+09,6.1e+08,1.083e+09,1.083e+09,6.454e+09,2.662e+09,1.711e+09,1.358e+09,9.05e+08,4.53e+08,3.53e+08,4.373e+09,1.0827e+10,2.583e+09,-2.124e+09,5.896e+09,-1.256e+09,5.099e+09,1.14e+08,5.213e+09,1.604e+10,1.64e+08,1.27e+08,-6.3e+08,-3.39e+08,-1.17e+08,-1.38e+08,-4.8e+07,8.07e+08,1.1e+07,1.1e+07,7.7e+08,2.93e+08,2.93e+08,-1e+06,2.92e+08,4.37e+08,3.272e+09,-2.6e+08,0.17305,0.07105,0.03667,0.03069,0.00998,-1.625,1.17493,2.07692,0.20399,2.04866,2.01511,55.86428,65.28809,-3.32907,0.6146,0.0204,-0.0255,0.3,3.66133,5.16129
"18","2014_Q3",117.625625,"Up",4.682e+09,-3.895e+09,7.87e+08,-4.62e+08,-4.57e+08,-5e+06,3.25e+08,-5.6e+07,-4e+07,-1.6e+07,2.69e+08,-3.4e+07,2.35e+08,-5e+07,1.85e+08,1.85e+08,-6e+06,1.79e+08,1.79e+08,9.45e+08,9.45e+08,2.222e+09,2.222e+09,2.812e+09,1.066e+09,7.31e+08,7.045e+09,3.069e+09,5.494e+09,1.723e+09,1.692e+09,1.758e+09,3.21e+08,8.563e+09,1.5608e+10,4.896e+09,3.876e+09,1.02e+09,3.12e+08,9.1e+08,9.1e+08,6.118e+09,2.461e+09,1.678e+09,1.336e+09,8.68e+08,4.68e+08,3.42e+08,4.139e+09,1.0257e+10,2.607e+09,-2.124e+09,6.015e+09,-1.258e+09,5.24e+09,1.11e+08,5.351e+09,1.5608e+10,1.85e+08,1.34e+08,-3.48e+08,-28999999.9999999,-1.37e+08,-1.52e+08,-5.9e+07,-4.99e+08,1.7e+07,1.7e+07,-5.55e+08,-7.36e+08,-7.36e+08,9e+06,-7.27e+08,4.59e+08,2.773e+09,2.4e+07,0.16809,0.06941,0.03823,0.03345,0.01147,0.134079999999998,1.15152,1.91684,0.17767,2.28608,2.24874,59.79566,66.92209,0.306509999999999,0.75351,0.02428,0.00245,0.32961,3.98257,5.62462
"19","2014_Q4",137.21796875,"Up",4.824e+09,-3.997e+09,8.27e+08,-4.54e+08,-4.48e+08,-6e+06,3.73e+08,-7.4e+07,-3.5e+07,-3.9e+07,2.99e+08,-3.8e+07,2.61e+08,-2.6e+07,2.35e+08,2.35e+08,-5e+06,2.3e+08,2.3e+08,9.87e+08,9.87e+08,2.213e+09,2.213e+09,2.72e+09,1.039e+09,7.25e+08,6.959e+09,2.986e+09,5.763e+09,1.721e+09,1.682e+09,1.758e+09,6.02e+08,8.749e+09,1.5708e+10,4.816e+09,3.789e+09,1.027e+09,2.13e+08,1.373e+09,1.373e+09,6.402e+09,2.45e+09,1.545e+09,1.218e+09,7.6e+08,4.58e+08,3.27e+08,3.995e+09,1.0397e+10,2.612e+09,-2.149e+09,6.186e+09,-1.451e+09,5.198e+09,1.13e+08,5.311e+09,1.5708e+10,2.35e+08,1.36e+08,-1.31e+08,2.4e+08,-1.5e+08,-4.58e+08,-5.8e+07,3.8e+08,-2.2e+07,3e+06,2.96e+08,7.8e+07,7.8e+07,-3.6e+07,4.2e+07,5.09e+08,2.663e+09,2.54e+08,0.17143,0.07732,0.04768,0.04331,0.01464,1.10435,1.087,1.95764,0.16953,2.93367,2.88945,61.53061,66.30102,3.2398,0.7398,0.03026,0.02668,0.25217,3.29273,4.4933
"20","2015_Q1",162.858524590164,"Up",6.003e+09,-4.977e+09,1.026e+09,-7.1e+08,-6.94e+08,-1.6e+07,3.16e+08,-1.1e+08,-4.6e+07,-6.4e+07,2.06e+08,-3.5e+07,1.71e+08,-6.3e+07,1.08e+08,1.08e+08,-2.7e+07,8.1e+07,8.1e+07,1.026e+09,1.026e+09,2.768e+09,2.768e+09,2.74e+09,1.564e+09,1.147e+09,8.098e+09,3.981e+09,7.923e+09,2.807e+09,2.803e+09,1.9e+09,4.13e+08,1.1904e+10,2.0002e+10,6.255e+09,4.73e+09,1.525e+09,2.34e+08,1.914e+09,1.914e+09,8.403e+09,3.544e+09,2.259e+09,1.569e+09,1.123e+09,4.46e+08,6.9e+08,5.803e+09,1.4206e+10,2.665e+09,-2.149e+09,6.209e+09,-1.84e+09,4.885e+09,9.11e+08,5.796e+09,2.0002e+10,1.08e+08,1.63e+08,1.336e+09,1.607e+09,-2.95e+08,-1.708e+09,-5.9e+07,2.52e+08,7e+06,7e+06,1.94e+08,9.3e+07,9.3e+07,-5.4e+07,39000000.0000001,4.79e+08,3.778e+09,1.583e+09,0.17091,0.05264,0.01349,0.01398,0.00405,19.54321,0.9637,2.451,0.18888,1.03316,1.01504,76.56888,62.30867,20.19133,0.75255,0.01183,0.13378,0.7284,5.7453,8.70886
"21","2015_Q2",151.31746031746,"Down",4.846e+09,-3.993e+09,8.53e+08,-5.17e+08,-4.98e+08,-1.9e+07,3.36e+08,-9.6e+07,-4.3e+07,-5.3e+07,2.4e+08,-3.3e+07,2.07e+08,-9e+06,1.98e+08,1.98e+08,-7e+06,1.91e+08,1.91e+08,7.04e+08,7.04e+08,2.518e+09,2.518e+09,3.002e+09,1.49e+09,1.149e+09,7.714e+09,3.779e+09,7.715e+09,2.736e+09,2.698e+09,1.891e+09,3.9e+08,1.1494e+10,1.9208e+10,5.419e+09,4.173e+09,1.246e+09,2.13e+08,1.758e+09,1.758e+09,7.39e+09,3.977e+09,2.097e+09,1.501e+09,1.064e+09,4.37e+08,5.96e+08,6.074e+09,1.3464e+10,2.686e+09,-2.149e+09,6.34e+09,-2.048e+09,4.829e+09,9.15e+08,5.744e+09,1.9208e+10,1.98e+08,1.61e+08,-8.81e+08,-5.69e+08,-9.3e+07,-9.7e+07,-6e+07,4.13e+08,3.4e+07,3.4e+07,3.87e+08,-2.79e+08,-2.79e+08,-4.3e+07,-3.22e+08,4.97e+08,4.19e+09,-4.68e+08,0.17602,0.06934,0.03941,0.03325,0.00994,-2.45026,1.04384,2.34401,0.21814,2.42386,2.3875,61.49746,61.28173,-5.93909,0.76142,0.02086,-0.0389,0.31414,7.01408,10.375
"22","2015_Q3",136.89734375,"Down",5.208e+09,-4.303e+09,9.05e+08,-5.74e+08,-5.56e+08,-1.8e+07,3.31e+08,2e+06,-4e+07,4.2e+07,3.33e+08,-5.8e+07,2.75e+08,-9e+07,1.85e+08,1.85e+08,-8e+06,1.77e+08,1.77e+08,6.91e+08,6.91e+08,2.702e+09,2.702e+09,3.086e+09,1.394e+09,1.044e+09,7.873e+09,3.813e+09,7.827e+09,2.792e+09,2.707e+09,1.884e+09,4.44e+08,1.164e+10,1.9513e+10,5.502e+09,4.179e+09,1.323e+09,2.67e+08,2.027e+09,2.027e+09,7.796e+09,3.75e+09,2.119e+09,1.492e+09,1.061e+09,4.31e+08,6.27e+08,5.869e+09,1.3665e+10,2.696e+09,-2.199e+09,6.446e+09,-2.012e+09,4.931e+09,9.17e+08,5.848e+09,1.9513e+10,1.85e+08,1.7e+08,-1.83e+08,1.72e+08,-1.41e+08,-1.46e+08,-7e+07,7.6e+07,-4.8e+07,2000000.00000001,-4.5e+07,-19000000.0000001,-19000000.0000001,6e+06,-13000000.0000001,5.01e+08,4.017e+09,2.67e+08,0.17377,0.06356,0.03399,0.03027,0.00907,1.50847,1.00988,2.3367,0.20586,2.23767,2.2125,65.84071,62.33881,3.37547,0.88496,0.02061,0.02228,0.39548,6.63872,10.04834
"23","2015_Q4",126.26734375,"Down",5.277e+09,-4.347e+09,9.3e+08,-5.47e+08,-5.29e+08,-1.8e+07,3.83e+08,-6.2e+07,-4.1e+07,-2.1e+07,3.21e+08,-5.4e+07,2.67e+08,-1.7e+07,2.5e+08,2.5e+08,-1.5e+07,2.35e+08,2.35e+08,6.98e+08,6.98e+08,2.914e+09,2.914e+09,2.943e+09,1.324e+09,9.83e+08,7.879e+09,3.684e+09,8.06e+09,3.039e+09,2.705e+09,1.917e+09,3.99e+08,1.1744e+10,1.9623e+10,5.469e+09,4.162e+09,1.307e+09,5.07e+08,2.235e+09,2.235e+09,8.211e+09,3.502e+09,2.121e+09,1.381e+09,9.76e+08,4.05e+08,7.4e+08,5.623e+09,1.3834e+10,2.707e+09,-2.244e+09,6.611e+09,-2.211e+09,4.863e+09,9.26e+08,5.789e+09,1.9623e+10,2.5e+08,1.65e+08,-1.59e+08,2.4e+08,-1.22e+08,-1.64e+08,-7e+07,7.1e+07,-4.5e+07,0,-4.6e+07,3e+07,3e+07,-2.3e+07,7e+06,5.48e+08,4.009e+09,2.84e+08,0.17624,0.07258,0.04453,0.04059,0.01198,1.20851,0.95957,2.3897,0.2043,2.98223,2.94856,66.96701,61.7132,3.60406,0.88832,0.02559,0.02383,0.29787,6.04197,8.64491
"24","2016_Q1",122.031639344262,"Down",5.56e+09,-4.588e+09,9.72e+08,-5.79e+08,-5.6e+08,-1.9e+07,3.93e+08,-5.5e+07,-4.1e+07,-1.4e+07,3.38e+08,-5.6e+07,2.82e+08,-9.3e+07,1.89e+08,1.89e+08,-9e+06,1.8e+08,1.8e+08,7.72e+08,7.72e+08,2.53e+09,2.53e+09,2.619e+09,9.53e+08,9.53e+08,6.874e+09,3.774e+09,8.362e+09,3.006e+09,2.678e+09,2.301e+09,3.77e+08,1.2136e+10,1.901e+10,5.784e+09,4.403e+09,1.381e+09,5.08e+08,1.452e+09,1.452e+09,7.744e+09,3.47e+09,2.122e+09,1.415e+09,1.025e+09,3.9e+08,7.07e+08,5.592e+09,1.3336e+10,2.752e+09,-2.399e+09,6.722e+09,-2.332e+09,4.743e+09,9.31e+08,5.674e+09,1.901e+10,1.89e+08,1.72e+08,1.021e+09,1.382e+09,-2.96e+08,-2.74e+08,-6.9e+07,-7.77e+08,-1.53e+08,2e+06,-1.003e+09,1.05e+08,1.05e+08,-3.1e+07,7.4e+07,5.65e+08,3.978e+09,1.383e+09,0.17482,0.07068,0.03237,0.03172,0.00947,7.68333,0.88765,2.35037,0.20926,2.30474,2.2756,71.19078,60.72983,17.70807,0.88348,0.02115,0.11746,0.38333,5.67434,8.15776
"25","2016_Q2",145.31671875,"Up",4.616e+09,-3.793e+09,8.23e+08,-4.91e+08,-4.73e+08,-1.8e+07,3.32e+08,-7e+07,-3.8e+07,-3.2e+07,2.62e+08,-4.7e+07,2.15e+08,-5.9e+07,1.56e+08,1.56e+08,-6e+06,1.5e+08,1.5e+08,6.99e+08,6.99e+08,2.695e+09,2.695e+09,3.096e+09,1.404e+09,9.52e+08,7.894e+09,3.8e+09,7.978e+09,3.054e+09,2.697e+09,1.847e+09,3.8e+08,1.1778e+10,1.9672e+10,5.505e+09,4.286e+09,1.219e+09,7.6e+08,2.422e+09,2.422e+09,8.687e+09,3.251e+09,2.038e+09,1.357e+09,1.01e+09,3.47e+08,6.81e+08,5.289e+09,1.3976e+10,2.756e+09,-2.624e+09,6.803e+09,-2.177e+09,4.758e+09,9.38e+08,5.696e+09,1.9672e+10,1.56e+08,1.68e+08,-9.85e+08,-6.61e+08,-8.1e+07,-9.3e+07,-6.9e+07,9.61e+08,-2.22e+08,3e+06,6.7e+08,-8.4e+07,-8.4e+07,1.1e+07,-7.3e+07,5e+08,4.011e+09,-5.07e+08,0.17829,0.07192,0.0325,0.02633,0.00763,-3.38,0.90871,2.45365,0.20389,1.94049,1.91571,59.71539,61.55239,-6.55886,0.89263,0.01865,-0.04317,0.46,6.624,9.9759
"26","2016_Q3",146.66421875,"Up",5.198e+09,-4.229e+09,9.69e+08,-5.61e+08,-5.43e+08,-1.8e+07,4.08e+08,-8.2e+07,-4.1e+07,-4.1e+07,3.26e+08,-4e+07,2.86e+08,5.6e+07,3.42e+08,3.42e+08,-2.2e+07,3.2e+08,3.2e+08,9.59e+08,9.59e+08,2.797e+09,2.797e+09,3.204e+09,1.413e+09,9.92e+08,8.373e+09,3.742e+09,7.853e+09,3.017e+09,2.636e+09,1.843e+09,3.57e+08,1.1595e+10,1.9968e+10,5.69e+09,4.391e+09,1.299e+09,5.1e+08,2.326e+09,2.326e+09,8.526e+09,3.712e+09,1.897e+09,1.326e+09,9.82e+08,3.44e+08,5.71e+08,5.609e+09,1.4135e+10,2.77e+09,-2.724e+09,7.047e+09,-2.221e+09,4.872e+09,9.61e+08,5.833e+09,1.9968e+10,3.42e+08,1.64e+08,-2.49e+08,2.57e+08,-7.4e+07,-5.9e+07,-7.6e+07,2.41e+08,-9.3e+07,7e+06,71999999.9999995,2.7e+08,2.7e+08,-1e+07,2.6e+08,5.72e+08,4.222e+09,1.93e+08,0.18642,0.07849,0.06156,0.05486,0.01603,0.603120000000001,0.98205,2.42328,0.21144,4.19948,4.13437,68.21522,63.93701,2.53281,0.99738,0.03313,0.01615,0.2375,5.70455,7.99755
"27","2016_Q4",137.968095238095,"Down",5.248e+09,-4.308e+09,9.4e+08,-5.37e+08,-5.19e+08,-1.8e+07,4.03e+08,-6.9e+07,-3.9e+07,-3e+07,3.34e+08,-2.9e+07,3.05e+08,-6.1e+07,2.44e+08,2.44e+08,-6e+06,2.38e+08,2.38e+08,1.025e+09,1.025e+09,2.982e+09,2.982e+09,3.208e+09,1.372e+09,9.74e+08,8.587e+09,3.768e+09,7.835e+09,3.027e+09,2.622e+09,1.853e+09,3.33e+08,1.1603e+10,2.019e+10,5.698e+09,4.312e+09,1.386e+09,2.63e+08,2.74e+09,2.74e+09,8.701e+09,3.718e+09,1.804e+09,1.298e+09,9.6e+08,3.38e+08,5.06e+08,5.522e+09,1.4223e+10,2.795e+09,-2.824e+09,7.209e+09,-2.176e+09,5.004e+09,9.63e+08,5.967e+09,2.019e+10,2.44e+08,1.64e+08,-1.79e+08,2.29e+08,-1.5e+08,-1.51e+08,-7.6e+07,1.51e+08,-8.6e+07,1.4e+07,-1.3e+07,6.5e+07,6.5e+07,1e+06,6.6e+07,5.67e+08,3.981e+09,2.99e+08,0.17912,0.07679,0.04535,0.03989,0.01179,1.2563,0.9869,2.38361,0.19718,3.14399,3.09493,69.32629,66.10304,3.9498,1.00396,0.02672,0.02544,0.31933,5.2134,7.33499
"28","2017_Q1",148.733225806452,"Up",5.656e+09,-4.696e+09,9.6e+08,-5.62e+08,-5.45e+08,-1.7e+07,3.98e+08,-3.3e+07,-4.3e+07,1e+07,3.65e+08,-5.7e+07,3.08e+08,-1.22e+08,1.86e+08,1.86e+08,-6e+06,1.8e+08,1.8e+08,1.085e+09,1.085e+09,2.711e+09,2.711e+09,2.623e+09,9.2e+08,9.2e+08,7.339e+09,3.81e+09,8.004e+09,2.956e+09,2.552e+09,2.154e+09,3.42e+08,1.1814e+10,1.9153e+10,5.807e+09,4.416e+09,1.391e+09,5.6e+08,1.295e+09,1.295e+09,7.662e+09,3.876e+09,1.887e+09,1.408e+09,1.074e+09,3.34e+08,4.79e+08,5.763e+09,1.3425e+10,2.783e+09,-2.924e+09,7.314e+09,-2.4e+09,4.773e+09,9.55e+08,5.728e+09,1.9153e+10,1.86e+08,1.59e+08,1.033e+09,1.378e+09,-2.92e+08,-3.09e+08,-7.3e+07,-8.08e+08,-9.8e+07,2e+06,-1.007e+09,6.2e+07,6.2e+07,-3.8e+07,2.4e+07,5.57e+08,4.436e+09,1.42e+09,0.16973,0.07037,0.03182,0.03142,0.0094,7.88889,0.95784,2.34375,0.23161,2.39362,2.3622,75.21277,63.47074,18.88298,0.97074,0.02099,0.11783,0.40556,6.01616,8.4196
"29","2017_Q2",154.232380952381,"Up",4.786e+09,-3.96e+09,8.26e+08,-5.16e+08,-4.99e+08,-1.7e+07,3.1e+08,-6.6e+07,-4.1e+07,-2.5e+07,2.44e+08,-4.6e+07,1.98e+08,-4e+07,1.58e+08,1.58e+08,-5e+06,1.53e+08,1.53e+08,9.51e+08,9.51e+08,2.735e+09,2.735e+09,3.076e+09,9.42e+08,9.42e+08,7.704e+09,3.792e+09,7.984e+09,2.971e+09,2.547e+09,2.132e+09,3.34e+08,1.1776e+10,1.948e+10,5.544e+09,4.334e+09,1.21e+09,3.09e+08,2.119e+09,2.119e+09,7.972e+09,3.89e+09,1.843e+09,1.388e+09,1.059e+09,3.29e+08,4.55e+08,5.733e+09,1.3705e+10,2.815e+09,-3.074e+09,7.394e+09,-2.319e+09,4.816e+09,9.59e+08,5.775e+09,1.948e+10,1.58e+08,1.63e+08,-7.56e+08,-4.35e+08,-8.5e+07,-8.6e+07,-7.3e+07,5.45e+08,-1.27e+08,2.3e+07,3.39e+08,-1.82e+08,-1.82e+08,2.6e+07,-1.56e+08,4.73e+08,4.199e+09,-3.28e+08,0.17259,0.06477,0.03197,0.02649,0.00785,-2.14379,0.96638,2.37316,0.21555,2.04545,2.01316,63.98396,64.38503,-4.38503,0.97594,0.01912,-0.02776,0.47712,6.86681,10.47742
"30","2017_Q3",151.598888888889,"Down",5.347e+09,-4.471e+09,8.76e+08,-5.43e+08,-5.26e+08,-1.7e+07,3.33e+08,-6.2e+07,-3.9e+07,-2.3e+07,2.71e+08,-5.9e+07,2.12e+08,-3.3e+07,1.79e+08,1.79e+08,1e+07,1.89e+08,1.89e+08,1.041e+09,1.041e+09,2.974e+09,2.974e+09,3.23e+09,9.84e+08,9.84e+08,8.229e+09,3.811e+09,8.166e+09,3.053e+09,2.602e+09,2.214e+09,2.97e+08,1.1977e+10,2.0206e+10,6.083e+09,4.733e+09,1.35e+09,6.59e+08,2.314e+09,2.314e+09,9.056e+09,3.631e+09,1.839e+09,1.376e+09,1.052e+09,3.24e+08,4.63e+08,5.47e+09,1.4526e+10,2.832e+09,-3.274e+09,7.501e+09,-2.328e+09,4.731e+09,9.49e+08,5.68e+09,2.0206e+10,1.79e+08,1.56e+08,-9.1e+07,2.44e+08,-1.21e+08,-1.57e+08,-8.2e+07,2.47e+08,-1.91e+08,9e+06,-25999999.9999998,60999999.9999999,6.1e+07,1.3e+07,7.4e+07,4.89e+08,4.29e+09,3.1e+08,0.16383,0.06228,0.03535,0.03327,0.00935,1.64021,0.90868,2.55739,0.21231,2.55405,2.51664,72.25676,63.93243,4.18919,1.10811,0.02295,0.02625,0.43386,6.64417,9.75676
"31","2017_Q4",144.654603174603,"Down",5.418e+09,-4.503e+09,9.15e+08,-5.39e+08,-5.21e+08,-1.8e+07,3.76e+08,-6.3e+07,-4.2e+07,-2.1e+07,3.13e+08,-4.5e+07,2.68e+08,4e+06,2.72e+08,2.72e+08,4e+06,2.76e+08,2.76e+08,1.087e+09,1.087e+09,3.102e+09,3.102e+09,3.345e+09,1.115e+09,1.115e+09,8.649e+09,3.865e+09,8.324e+09,3.093e+09,2.604e+09,2.322e+09,3.05e+08,1.2189e+10,2.0838e+10,6.197e+09,4.728e+09,1.469e+09,6.71e+08,2.768e+09,2.768e+09,9.636e+09,3.669e+09,1.846e+09,1.361e+09,1.015e+09,3.46e+08,4.85e+08,5.515e+09,1.5151e+10,2.845e+09,-3.474e+09,7.697e+09,-2.316e+09,4.752e+09,9.35e+08,5.687e+09,2.0838e+10,2.72e+08,1.68e+08,-2.82e+08,1.58e+08,-1.6e+08,-1.57e+08,-8e+07,3.12e+08,-1.99e+08,1e+06,2.2e+07,2.3e+07,2.3e+07,1.6e+07,3.9e+07,5.44e+08,4.34e+09,9.8e+07,0.16888,0.0694,0.05094,0.04853,0.01325,0.35507,0.89757,2.66415,0.20827,3.78601,3.72973,74.32099,65.18519,1.34431,1.09739,0.02998,0.00825,0.28986,5.97978,8.6516
