"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","acquisition_of_intangible_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"18","2014_Q3",69.6153125,"Up",5.705e+09,-7.14e+08,4.991e+09,-2.613e+09,-4.29e+08,-3.9e+07,-1.44e+08,2.378e+09,-2e+07,-2e+07,-2e+07,2.358e+09,1.887e+09,-8.09e+08,1.161e+09,1.434e+09,1.431e+09,1.431e+09,2.391e+09,2.391e+09,5.826e+09,5.826e+09,1.323e+09,1.246e+09,1.246e+09,1.0786e+10,5.7134e+10,8.26e+08,8.26e+08,5.9507e+10,7.0293e+10,8.869e+09,6.097e+09,2.332e+09,8.869e+09,6.835e+09,1.0777e+10,1.0777e+10,1.7612e+10,2.6481e+10,7.742e+09,1.78e+08,7.564e+09,-7.681e+09,4.3519e+10,-2.91e+08,4.3289e+10,4.3812e+10,7.0293e+10,1.161e+09,1.434e+09,1.024e+09,-1.63e+08,-1.82e+08,1.9e+07,2.52e+08,2.52e+08,2.867e+09,-1.062e+09,-2.433e+09,-2.13e+09,-3.03e+08,-9e+07,-1.715e+09,-5.7e+08,-6.27e+08,3e+06,1.5e+08,-1.093e+09,5.9e+07,5.9e+07,5.9e+07,3.402e+09,6.835e+09,3.401e+09,0.87485,0.41683,0.25083,0.03266,0.02036,2.37666,1.21615,0.60442,0.09724,1.82875,1.82829,7.29073,55.32141,4.34633,0.72843,7,0.03258,0.05537,0.39832,1.30629,1.8688
"19","2014_Q4",60.63515625,"Down",4.93e+09,-1.736e+09,3.194e+09,-1.574e+09,-3.55e+08,-2.8e+07,-1.35e+08,1.62e+09,-1.6e+07,-1.6e+07,-1.6e+07,1.604e+09,1.604e+09,-6.99e+08,9.98e+08,1.211e+09,1.208e+09,1.208e+09,2.897e+09,2.897e+09,4.96e+09,4.96e+09,1.359e+09,1.291e+09,1.291e+09,1.0507e+10,5.8465e+10,9.94e+08,9.94e+08,6.1003e+10,7.151e+10,7.922e+09,5.511e+09,2.337e+09,9.521e+09,6.837e+09,1.1067e+10,1.1067e+10,1.7904e+10,2.7425e+10,7.748e+09,1.78e+08,7.57e+09,-8.146e+09,4.4166e+10,-2.89e+08,4.3479e+10,4.4085e+10,7.151e+10,9.98e+08,1.211e+09,1.056e+09,3.35e+08,2.77e+08,5.8e+07,-3.15e+08,-3.15e+08,2.638e+09,-2.064e+09,-2.08e+09,-2.035e+09,-4.5e+07,-5.9e+07,-2.742e+09,-5.65e+08,-5.03e+08,4e+06,7.9e+07,6.1e+08,5.06e+08,5.06e+08,5.06e+08,2.676e+09,8.436e+09,9.96e+08,0.64787,0.3286,0.24503,0.0274,0.01689,0.8245,1.10356,0.62209,0.11797,1.5541,1.5529,6.34247,55.93593,1.28136,0.72688,6,0.02788,0.01566,0.46772,2.06988,3.41914
"20","2015_Q1",56.9467213114754,"Down",6.314e+09,-1.733e+09,4.581e+09,-1.785e+09,-4.02e+08,-5.9e+07,-1.2e+08,2.796e+09,-1.9e+07,-1.9e+07,-1.9e+07,2.777e+09,-4.131e+09,6.17e+08,-3.426e+09,-3.407e+09,-3.413e+09,-3.413e+09,3.789e+09,3.789e+09,4.206e+09,4.206e+09,1.052e+09,4.826e+09,4.826e+09,1.3873e+10,3.973e+10,1.091e+09,1.091e+09,4.2386e+10,5.6259e+10,8.244e+09,5.229e+09,2.601e+09,8.244e+09,6.838e+09,6.218e+09,6.218e+09,1.3056e+10,2.13e+10,7.777e+09,1.78e+08,7.599e+09,-8.528e+09,3.6067e+10,-3.57e+08,3.4959e+10,3.4959e+10,5.6259e+10,-3.426e+09,-3.407e+09,1.204e+09,3.582e+09,-1.398e+09,4.98e+09,1.121e+09,3.5e+08,2.866e+09,-1.516e+09,-4.306e+09,-2.971e+09,-1.335e+09,4.41e+08,-1.64e+09,-5.61e+08,-4.04e+08,1.3e+07,2.106e+09,-3.34e+08,8.92e+08,8.92e+08,8.92e+08,4e+09,6.838e+09,2.988e+09,0.72553,0.44283,-0.54054,-0.09763,-0.06067,-0.87548,1.6828,0.60929,0.12154,-4.41355,-4.42041,8.16501,45.20755,3.86396,0.72546,5,-0.0594,0.06223,-0.16437,0.76225,1.09049
"21","2015_Q2",58.0752380952381,"Up",3.096e+09,-1.557e+09,1.539e+09,-1.455e+09,-3.11e+08,-8e+06,-1.07e+08,8.4e+07,-3e+07,-3e+07,-3e+07,5.4e+07,-2.7e+08,1.9e+07,-2.15e+08,-2.18e+08,-2.18e+08,-2.18e+08,2.153e+09,2.153e+09,3.068e+09,3.068e+09,1.133e+09,4.08e+09,4.08e+09,1.0434e+10,4.0109e+10,1.081e+09,1.081e+09,4.2955e+10,5.3389e+10,6.215e+09,3.867e+09,2.152e+09,6.915e+09,6.139e+09,6.171e+09,6.171e+09,1.231e+10,1.9225e+10,7.81e+09,1.78e+08,7.632e+09,-8.734e+09,3.5294e+10,-2.06e+08,3.4164e+10,3.4164e+10,5.3389e+10,-2.15e+08,-2.18e+08,1.029e+09,3.07e+08,-6.3e+07,3.7e+08,-5.55e+08,-5.55e+08,5.61e+08,-1.661e+09,-1.681e+09,-1.675e+09,-6e+06,-5.45e+08,-2.206e+09,-5.57e+08,-1.88e+08,1.9e+07,7.54e+08,9e+06,-1.636e+09,-1.636e+09,-1.636e+09,1.113e+09,6.839e+09,-1.122e+09,0.49709,0.02713,-0.07041,-0.00638,-0.00408,5.14679,1.50889,0.56273,0.1281,-0.28326,-0.28326,4.02287,44.39189,-1.4579,0.72375,5,0.00719,-0.02378,-2.55505,4.21024,55.78571
"22","2015_Q3",52.4209375,"Down",3.514e+09,-1.48e+09,2.034e+09,-1.58e+09,-3.47e+08,-9999999.99999999,-1.07e+08,4.54e+08,-8e+06,-8e+06,-8e+06,4.46e+08,4.46e+08,-3.24e+08,1.8e+08,1.76e+08,1.76e+08,1.76e+08,2.756e+09,2.756e+09,3.973e+09,3.973e+09,1.12e+09,3.159e+09,3.159e+09,1.1008e+10,4.0478e+10,1.121e+09,1.121e+09,4.3361e+10,5.4369e+10,6.375e+09,4.145e+09,2.23e+09,7.825e+09,6.88e+09,6.362e+09,6.362e+09,1.3242e+10,2.1067e+10,7.829e+09,1.78e+08,7.651e+09,-9.107e+09,3.4896e+10,-3.16e+08,3.3302e+10,3.3302e+10,5.4369e+10,1.8e+08,1.76e+08,1.116e+09,2.21e+08,2.02e+08,18999999.9999995,-7.06e+08,-7.06e+08,8.05e+08,-1.389e+09,-1.427e+09,-1.39e+09,-3.7e+07,-2.94e+08,-1.683e+09,-5.56e+08,-3.25e+08,4e+06,8.84e+08,1.481e+09,6.03e+08,6.03e+08,6.03e+08,1.57e+09,8.33e+09,-2.01e+08,0.57883,0.1292,0.0500899999999999,0.00528,0.00323999999999999,-1.14205,1.40677,0.6326,0.15321,0.22965,0.22965,4.58507,43.45251,-0.262269999999999,0.72547,5,0.01525,-0.00419000000000002,3.15909,3.55032,12.27753
"23","2015_Q4",54.59359375,"Up",3.246e+09,-1.413e+09,1.833e+09,-1.499e+09,-2.92e+08,-5e+06,-7.9e+07,3.34e+08,-4.8e+07,-4.8e+07,-4.8e+07,2.86e+08,-3.111e+09,4.45e+08,-2.606e+09,-2.609e+09,-2.609e+09,-2.609e+09,2.547e+09,2.547e+09,3.507e+09,3.507e+09,1.122e+09,3.364e+09,2.655e+09,1.054e+10,3.6835e+10,1.1e+09,1.1e+09,3.9549e+10,5.0089e+10,5.954e+09,3.727e+09,2.202e+09,7.433e+09,6.882e+09,5.892e+09,5.892e+09,1.2774e+10,2.0207e+10,7.842e+09,1.78e+08,7.664e+09,-9.113e+09,3.1712e+10,-5.59e+08,2.9882e+10,2.9882e+10,5.0089e+10,-2.606e+09,-2.609e+09,1.123e+09,2.685e+09,-5.56e+08,3.241e+09,-1.76e+08,-1.76e+08,1.02e+09,-1.043e+09,-1.136e+09,-1.127e+09,-9e+06,-1.86e+08,-1.229e+09,-5.77e+08,-3.9e+07,1.1e+07,6.16e+08,0,-2.09e+08,-2.09e+08,-2.09e+08,1.457e+09,8.332e+09,-2.07e+08,0.5647,0.1029,-0.80376,-0.08731,-0.05209,0.07934,1.418,0.67623,0.16634,-3.4185,-3.4185,4.25314,39.15356,-0.27123,0.75603,4,-0.04607,-0.00469,-0.22116,3.97049,17.32036
"24","2016_Q1",51.4267213114754,"Down",2.843e+09,-1.354e+09,1.489e+09,-1.659e+09,-3.2e+08,-1.3e+07,-5e+07,-1.7e+08,-6.1e+07,-6.1e+07,-6.1e+07,-2.31e+08,-6.749e+09,1.19e+09,-5.505e+09,-5.178e+09,-5.178e+09,-5.178e+09,3.201e+09,3.201e+09,2.97e+09,2.97e+09,9.86e+08,2.245e+09,2.104e+09,9.402e+09,3.1639e+10,9.34e+08,9.34e+08,3.4007e+10,4.3409e+10,5.282e+09,3.069e+09,2.213e+09,6.842e+09,6.855e+09,5.362e+09,5.362e+09,1.2217e+10,1.9059e+10,7.818e+09,1.78e+08,7.64e+09,-9.121e+09,2.596e+10,-3.07e+08,2.435e+10,2.435e+10,4.3409e+10,-5.505e+09,-5.178e+09,1.276e+09,5.173e+09,-9.55e+08,6.128e+09,-93000000.0000001,4.89e+08,9.65e+08,-4.69e+08,-1.137e+09,-1.08e+09,-5.7e+07,1.64e+08,-3.05e+08,-5.74e+08,-4e+06,3e+06,5.72e+08,-6e+06,6.54e+08,6.54e+08,6.54e+08,1.106e+09,8.305e+09,-6.46e+08,0.52374,-0.0598,-1.82132,-0.21265,-0.11928,0.12476,1.37416,0.78271,0.19132,-6.78459,-6.78459,3.7251,31.90514,-0.84644,0.7521,3,-0.1211,-0.01699,-0.110849999999999,4.61483,-30.02353
"25","2016_Q2",57.8871875,"Up",2.281e+09,-1.281e+09,1e+09,-1.458e+09,-2.72e+08,-9e+06,-7.5e+07,-4.58e+08,-6e+07,-6e+07,-6e+07,-5.18e+08,-5.96e+08,2.03e+08,-3.6e+08,7.8e+07,7.8e+07,7.8e+07,3.176e+09,3.176e+09,2.78e+09,2.78e+09,9.97e+08,1.284e+09,1.284e+09,8.237e+09,3.1505e+10,9.75e+08,9.75e+08,3.3781e+10,4.2018e+10,4.826e+09,2.801e+09,2.025e+09,6.826e+09,5.608e+09,5.795e+09,5.795e+09,1.1403e+10,1.8229e+10,7.846e+09,1.78e+08,7.668e+09,-9.128e+09,2.5375e+10,-3.04e+08,2.3789e+10,2.3789e+10,4.2018e+10,-3.6e+08,7.8e+07,1.102e+09,8e+07,7.7e+07,3e+06,-6.83e+08,-6.83e+08,6.89e+08,-3.85e+08,-6.7e+08,-6.46e+08,-2.4e+07,-2.52e+08,-6.37e+08,-5.74e+08,4e+06,1.1e+07,1.193e+09,-7.7e+07,-2.5e+07,-2.5e+07,-2.5e+07,6.44e+08,7.608e+09,-6.27e+08,0.4384,-0.20079,0.0342,0.00328,0.00186,-8.03846,1.20671,0.76628,0.18107,0.10217,0.10217,2.98795,31.16191,-0.82133,0.7519,5,0.01753,-0.01686,7.35897,6.88199,-9.67686
"26","2016_Q3",58.56953125,"Up",2.558e+09,-1.244e+09,1.314e+09,-1.509e+09,-3.38e+08,-2.7e+07,-7.4e+07,-1.95e+08,-8.8e+07,-8.8e+07,-8.8e+07,-2.83e+08,-283000000.000001,95999999.9999999,-1.36e+08,-138999999.999999,-1.39e+08,-1.39e+08,3.751e+09,3.751e+09,3.113e+09,3.113e+09,9.06e+08,1.202e+09,1.202e+09,8.972e+09,3.1038e+10,1.025e+09,1.025e+09,3.3423e+10,4.2395e+10,5.267e+09,3.126e+09,2.141e+09,5.267e+09,8.331e+09,5.696e+09,5.696e+09,1.4027e+10,1.9294e+10,7.875e+09,1.78e+08,7.697e+09,-9.136e+09,2.4661e+10,-2.99e+08,2.3101e+10,2.3101e+10,4.2395e+10,-1.36e+08,-138999999.999999,1.07e+09,1e+06,-1000000.00000012,1999999.99999905,-1.32e+08,-1.32e+08,1.129e+09,-6.36e+08,-6.11e+08,-6.01e+08,-9999999.99999997,-61000000.0000001,-6.97e+08,-5.75e+08,1e+07,1.8e+07,0,1.43e+08,5.75e+08,5.75e+08,5.75e+08,8.75e+08,8.331e+09,1.1e+07,0.51368,-0.07623,-0.0543400000000001,-0.00601999999999998,-0.00328000000000002,-0.0791399999999971,1.70344,0.8352,0.19651,-0.182030000000001,-0.18203,3.34992,30.25275,0.01441,0.75301,4,0.01174,0.000300000000000002,-4.13669,5.23429,-23.48718
"27","2016_Q4",56.1304761904762,"Down",2.733e+09,-1.338e+09,1.395e+09,-1.432e+09,-3.16e+08,-9e+06,-6.1e+07,-3.7e+07,-6.8e+07,-6.8e+07,-6.8e+07,-1.05e+08,-3.26e+08,3e+07,-2.38e+08,-2.41e+08,-2.41e+08,-2.41e+08,3.18e+09,3.18e+09,3.521e+09,3.521e+09,9.27e+08,1.083e+09,1.083e+09,8.711e+09,3.0419e+10,1.08e+09,1.08e+09,3.2919e+10,4.163e+10,5.688e+09,3.392e+09,2.296e+09,5.688e+09,8.333e+09,5.313e+09,5.313e+09,1.3646e+10,1.9334e+10,7.897e+09,1.78e+08,7.719e+09,-9.143e+09,2.3836e+10,-2.94e+08,2.2296e+10,2.2296e+10,4.163e+10,-2.38e+08,-2.41e+08,1.046e+09,-1.94e+08,-2.38e+08,4.4e+07,4.2e+07,4.2e+07,6.5e+08,-5.83e+08,-6.46e+08,-5.98e+08,-4.8e+07,-5.9e+07,-6.42e+08,-5.75e+08,-4e+06,3e+06,0,-5.79e+08,-5.71e+08,-5.71e+08,-5.71e+08,1.009e+09,8.333e+09,4.38e+08,0.51043,-0.01354,-0.08818,-0.01081,-0.00579,-1.81743,1.53147,0.86715,0.20017,-0.3154,-0.3154,3.57676,29.17943,0.57322,0.75252,5,0.00929,0.01219,-2.38589,5.10704,-139.27027
"28","2017_Q1",53.1804838709677,"Down",2.826e+09,-1.326e+09,1.5e+09,-1.538e+09,-4.04e+08,-1.7e+07,-6.7e+07,-3.8e+07,-7.6e+07,-7.6e+07,-7.6e+07,-1.14e+08,-6.4e+08,3.33e+08,-2.68e+08,-2.72e+08,-2.72e+08,-2.72e+08,2.233e+09,2.233e+09,3.989e+09,3.989e+09,8.66e+08,1.34e+09,1.34e+09,8.428e+09,3.2337e+10,9.43e+08,9.43e+08,3.4681e+10,4.3109e+10,6.362e+09,3.926e+09,2.436e+09,6.362e+09,9.819e+09,5.431e+09,4.468e+09,1.525e+10,2.1612e+10,7.925e+09,1.78e+08,7.747e+09,-9.143e+09,2.2981e+10,-2.66e+08,2.1497e+10,2.1497e+10,4.3109e+10,-2.68e+08,-2.72e+08,1.05e+09,2.16e+08,-3.55e+08,5.71e+08,-7.7e+07,3.94e+08,9.15e+08,-2.855e+09,-2.834e+09,-8.72e+08,-1.962e+09,8.9e+07,-2.766e+09,-5.85e+08,4e+06,4e+06,0,9.04e+08,-9.47e+08,-9.47e+08,-9.47e+08,1.012e+09,9.819e+09,-2.253e+09,0.53079,-0.01345,-0.09625,-0.01265,-0.00631,8.28309,1.32474,1.00535,0.22777,-0.35597,-0.35597,3.69847,28.13375,-2.94857,0.76561,5,0.00852,-0.06131,-2.15074,7.49605,-199.63158
"29","2017_Q2",49.5387301587302,"Down",2.978e+09,-1.426e+09,1.552e+09,-1.293e+09,-2.72e+08,-1.1e+07,-6.8e+07,2.59e+08,-8.1e+07,-8.1e+07,-8.1e+07,1.78e+08,1.65e+08,-7.8e+07,1.17e+08,1.17e+08,1.17e+08,1.17e+08,1.494e+09,1.494e+09,4.316e+09,4.316e+09,1.005e+09,1.423e+09,1.261e+09,8.238e+09,3.2005e+10,7.86e+08,7.86e+08,3.4227e+10,4.2465e+10,6.226e+09,4.071e+09,2.155e+09,6.852e+09,9.322e+09,5.212e+09,5.212e+09,1.4534e+10,2.1386e+10,7.962e+09,1.79e+08,7.783e+09,-9.143e+09,2.2513e+10,-2.53e+08,2.1079e+10,2.1079e+10,4.2465e+10,1.17e+08,1.17e+08,9.42e+08,-1.1e+07,-1.08e+08,9.7e+07,-5.43e+08,-5.43e+08,5.05e+08,-7.41e+08,-7.41e+08,-7.22e+08,-1.9e+07,6.9e+07,-6.72e+08,-5.84e+08,1.2e+07,1.2e+07,-43218958.3163827,-5.72e+08,-7.39e+08,-7.39e+08,-7.39e+08,1.201e+09,9.822e+09,-5e+06,0.52116,0.08697,0.03929,0.00555,0.00276,-0.04274,1.20228,1.01456,0.2313,0.15306,0.1529,3.89587,27.57588,-0.00654,0.764,6,0.01941,-0.00014,4.99145,6.93422,32.15444
"30","2017_Q3",49.9006349206349,"Up",3.603e+09,-1.486e+09,2.117e+09,-1.426e+09,-3.52e+08,-8e+06,-7.7e+07,6.91e+08,-8.6e+07,-8.6e+07,-8.6e+07,6.05e+08,6.05e+08,-2.85e+08,5.07e+08,5.07e+08,5.07e+08,5.07e+08,2.218e+09,2.218e+09,3.913e+09,3.913e+09,9.2e+08,1.024e+09,4.66e+08,8.075e+09,3.1466e+10,8.69e+08,8.69e+08,3.3907e+10,4.1982e+10,5.875e+09,3.825e+09,2.05e+09,6.391e+09,9.324e+09,5.23e+09,5.23e+09,1.4554e+10,2.0945e+10,8.003e+09,1.79e+08,7.824e+09,-9.149e+09,2.2435e+10,-2.52e+08,2.1037e+10,2.1037e+10,4.1982e+10,5.07e+08,5.07e+08,9.89e+08,-4.65e+08,8.4e+07,-5.49e+08,8.18e+08,8.18e+08,1.849e+09,-5.19e+08,-1.128e+09,-7.7e+08,-3.58e+08,-2e+07,-5.39e+08,-5.84e+08,-2e+06,4e+06,-25904095.2979793,-5.86e+08,7.24e+08,7.24e+08,7.24e+08,1.68e+09,9.824e+09,2.264e+09,0.58757,0.19178,0.14072,0.0241,0.01208,4.46548,1.2635,0.99563,0.23401,0.66275,0.66205,4.7098,27.49935,2.95948,0.7634,6,0.03023,0.06273,1.15187,4.52738,11.00724
"31","2017_Q4",56.2922222222222,"Up",3.105e+09,-1.357e+09,1.748e+09,-1.431e+09,-3.52e+08,-8e+06,-7.6e+07,3.17e+08,-9.1e+07,-9.1e+07,-9.1e+07,2.26e+08,2.15e+08,-8.5e+07,1.9e+08,1.9e+08,1.9e+08,1.9e+08,1.806e+09,1.806e+09,3.749e+09,3.749e+09,1.007e+09,4.83e+08,4.83e+08,7.045e+09,3.2065e+10,8.07e+08,8.07e+08,3.4398e+10,4.1443e+10,5.862e+09,3.734e+09,2.128e+09,6.362e+09,9.326e+09,5.086e+09,5.086e+09,1.4412e+10,2.0774e+10,8.029e+09,1.79e+08,7.85e+09,-9.154e+09,2.2032e+10,-2.38e+08,2.0669e+10,2.0669e+10,4.1443e+10,1.9e+08,1.9e+08,9.95e+08,-1.01e+08,-8.7e+07,-1.4e+07,2e+06,2e+06,1.086e+09,-9.46e+08,-1.63e+09,-9.47e+08,-6.83e+08,3.1e+07,-9.15e+08,-5.86e+08,3e+06,9e+06,-4.4703483581543e-08,-5.83e+08,-4.12e+08,-4.12e+08,-4.12e+08,1.312e+09,9.826e+09,4.53e+08,0.56296,0.10209,0.06119,0.00919,0.00458,2.38421,1.10736,1.00508,0.2371,0.24827,0.24801,4.05723,27.00771,0.59192,0.76571,6,0.02181,0.01273,3.08421,6.1128,25.29968
"32","2018_Q1",58.67,"Up",3.588e+09,-1.325e+09,2.263e+09,-1.669e+09,-4.48e+08,-5.5e+07,-9e+07,5.94e+08,-8.7e+07,-8.7e+07,-8.7e+07,5.07e+08,-1.4e+07,4.31e+08,4.97e+08,4.97e+08,4.97e+08,4.97e+08,1.672e+09,1.672e+09,4.145e+09,4.145e+09,1.246e+09,1.207e+09,7.33e+08,8.27e+09,3.1174e+10,1.067e+09,1.067e+09,3.3756e+10,4.2026e+10,6.9e+09,4.408e+09,2.492e+09,7.4e+09,9.328e+09,4.726e+09,3.721e+09,1.4054e+10,2.1454e+10,8.063e+09,1.79e+08,7.884e+09,-9.168e+09,2.1935e+10,-2.58e+08,2.0572e+10,2.0572e+10,4.2026e+10,4.97e+08,4.97e+08,1.076e+09,-6.2e+07,-6.08e+08,5.46e+08,-90000000.0000001,5.06e+08,1.421e+09,-1.054e+09,-1.164e+09,-1.16e+09,-4e+06,1.01e+08,-9.53e+08,-5.92e+08,-1e+07,3e+06,0,-6.02e+08,-1.34e+08,-1.34e+08,-1.34e+08,1.67e+09,9.828e+09,9.5e+07,0.63071,0.16555,0.13852,0.02416,0.01183,0.19115,1.11757,1.04287,0.23386,0.64908,0.6484,4.68591,26.86692,0.12407,0.77315,7,0.031,0.0027,1.19115,4.88383,13.73064
"33","2018_Q2",67.77828125,"Up",3.825e+09,-1.363e+09,2.462e+09,-1.351e+09,-3.07e+08,-1.5e+07,-1.08e+08,1.111e+09,-9.7e+07,-9.7e+07,-9.7e+07,1.014e+09,9.84e+08,-3.39e+08,7.08e+08,7.08e+08,7.08e+08,7.08e+08,1.606e+09,1.606e+09,5.184e+09,5.184e+09,1.057e+09,1.047e+09,7.12e+08,8.894e+09,3.1344e+10,1.061e+09,1.061e+09,3.3914e+10,4.2808e+10,7.07e+09,5.059e+09,2.011e+09,7.07e+09,1.0309e+10,4.707e+09,3.699e+09,1.5016e+10,2.2086e+10,8.095e+09,1.79e+08,7.916e+09,-9.168e+09,2.2107e+10,-3.12e+08,2.0722e+10,2.0722e+10,4.2808e+10,7.08e+08,7.08e+08,9.21e+08,6.8e+07,9.4e+07,-2.6e+07,-6.88e+08,-6.88e+08,1.009e+09,-9.34e+08,-1.209e+09,-1.032e+09,-1.77e+08,-3.7e+07,-9.71e+08,-5.92e+08,1e+07,1e+07,-465608.079411013,-1.04e+08,-6.6e+07,-6.6e+07,-6.6e+07,2.032e+09,1.0309e+10,7.49e+08,0.64366,0.29046,0.1851,0.03417,0.01654,1.05791,1.25799,1.06582,0.24082,0.92476,0.92308,4.99608,27.06635,0.97832,0.77325,7,0.03638,0.02096,0.83616,4.28297,7.83348
"34","2018_Q3",69.2060317460317,"Up",4.131e+09,-1.465e+09,2.666e+09,-1.485e+09,-4.02e+08,-2.1e+07,-1.15e+08,1.181e+09,-9.7e+07,-9.7e+07,-9.7e+07,1.084e+09,1.072e+09,-3.02e+08,8.48e+08,8.48e+08,8.48e+08,8.48e+08,1.362e+09,1.362e+09,5.521e+09,5.521e+09,1.347e+09,2.76e+09,1.096e+09,1.099e+10,3.0432e+10,1.094e+09,1.094e+09,3.3077e+10,4.4067e+10,7.933e+09,5.412e+09,2.521e+09,8.078e+09,1.0312e+10,4.746e+09,3.736e+09,1.5058e+10,2.3136e+10,8.146e+09,1.79e+08,7.967e+09,-9.268e+09,2.2361e+10,-3.08e+08,2.0931e+10,2.0931e+10,4.4067e+10,8.48e+08,8.48e+08,9.47e+08,1.93e+08,7.7e+07,1.16e+08,-2.32e+08,-2.32e+08,1.756e+09,-1.297e+09,-1.352e+09,-1.287e+09,-64999999.9999999,-1.8e+07,-1.315e+09,-5.93e+08,-9.4e+07,3e+06,2e+06,-6.85e+08,-2.44e+08,-2.44e+08,-2.44e+08,2.128e+09,1.0312e+10,9.01e+08,0.64536,0.28589,0.20528,0.04051,0.01924,1.0625,1.36049,1.10535,0.23401,1.10734,1.10503,5.39436,27.3322,1.17655,0.77435,7,0.04004,0.02504,0.69929,4.20583,7.57832
"35","2018_Q4",60.8022222222222,"Down",6.176e+09,-1.786e+09,4.39e+09,-1.588e+09,-4.31e+08,-2.4e+07,-1.1e+08,2.802e+09,-9.6e+07,-9.6e+07,-9.6e+07,2.706e+09,2.492e+09,-7.1e+08,1.869e+09,1.869e+09,1.869e+09,1.869e+09,2.954e+09,2.954e+09,6e+09,6e+09,1.009e+09,1.149e+09,1.149e+09,1.1112e+10,3.1155e+10,1.122e+09,1.122e+09,3.3845e+10,4.4957e+10,8.256e+09,5.443e+09,2.813e+09,8.372e+09,1.0198e+10,4.894e+09,4.066e+09,1.5092e+10,2.3464e+10,8.17e+09,1.79e+08,7.991e+09,-1.0162e+10,2.3635e+10,-1.54e+08,2.1489e+10,2.1493e+10,4.4957e+10,1.869e+09,1.869e+09,1.023e+09,-3.39e+08,3.79e+08,-7.18e+08,-1.49e+08,-1.49e+08,2.404e+09,6.12e+08,-1.803e+09,-1.319e+09,-4.84e+08,-2.6e+07,5.86e+08,-5.95e+08,-8.07e+08,4e+06,4e+06,-1.398e+09,1.592e+09,1.592e+09,1.592e+09,3.825e+09,1.0314e+10,4.998e+09,0.71082,0.45369,0.30262,0.08696,0.04157,2.67416,1.32728,1.0917,0.22942,2.45372,2.44858,8.10818,28.21189,6.56164,0.78115,8,0.06714,0.13618,0.31835,1.92418,2.6267
"36","2019_Q1",57.7072131147541,"Down",4.802e+09,1.781e+09,6.583e+09,-4.628e+09,4.03e+08,-5e+07,-3.895e+09,1.955e+09,2.32e+08,-9.9e+07,-9.9e+07,2.187e+09,1.06e+09,-1.26e+08,7.06e+08,7.06e+08,7.06e+08,7.06e+08,3.033e+09,3.033e+09,4.893e+09,4.893e+09,1.26e+09,7.46e+08,7.46e+08,9.932e+09,3.1437e+10,8.05e+08,8.05e+08,3.3922e+10,4.3854e+10,7.296e+09,4.885e+09,2.411e+09,7.412e+09,1.0201e+10,4.911e+09,4.102e+09,1.5112e+10,2.2524e+10,8.225e+09,1.79e+08,8.046e+09,-1.0473e+10,2.375e+10,-1.72e+08,2.133e+10,2.133e+10,4.3854e+10,7.06e+08,7.06e+08,1.086e+09,8.3e+07,-1.79e+08,2.62e+08,6.25e+08,1.278e+09,2.5e+09,-4.284e+09,-1.539e+09,-1.337e+09,-2.02e+08,2.778e+09,-1.506e+09,-5.94e+08,-3.24e+08,1.6e+07,3e+06,-9.15e+08,7.9e+07,7.9e+07,7.9e+07,3.041e+09,1.0317e+10,-4.92e+08,1.37089,0.40712,0.14702,0.0331,0.0161,-0.69688,1.33999,1.05598,0.23526,0.93671,0.93448,6.37124,28.30038,-0.65278,0.78811,8,0.03556,-0.01346,0.84136,2.39526,3.72583
