"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",55.46703125,"Up",176193000,-113585000,62608000,-45197000,-45197000,17411000,-229000,-575000,346000,17182000,17182000,-4133000,1142000,14191000,14191000,-572000,13619000,13619000,35256000,35256000,157163000,157163000,73965000,17763000,17763000,284147000,84928000,155907000,59248000,32972000,28935000,34752000,256440000,540587000,85823000,74807000,11016000,1905000,113008000,27675000,97931000,6256000,91675000,125606000,238614000,108915000,225790000,-41747000,292958000,9015000,301973000,540587000,14191000,3056000,-544000,-5397000,11306000,-2710000,13000,13000,-2723000,-2723000,-3357000,-3208000,-1844000,-59000,-59000,-4742000,3207000,3207000,-498000,2709000,20467000,29580000,16493000,0.35534,0.09882,0.0773,0.0451,0.02519,1.21103,2.5144,0.79018,0.05472,1.04746,1.04505,13.55126,22.53183,1.2685,0.24673,0.03918,0.0384,0.23555,-0.27732,-0.326
"12","2013_Q3",60.9628125,"Up",184846000,-117532000,67314000,-47521000,-47521000,19793000,1768000,-533000,2301000,21561000,21561000,-6828000,1942000,16675000,16675000,-592000,16083000,16083000,38546000,38546000,162105000,162105000,74023000,17722000,17722000,292396000,85142000,155401000,58334000,32806000,28437000,35824000,257097000,549493000,89204000,76191000,13013000,1337000,116159000,22550000,98427000,6147000,92280000,120977000,237136000,110253000,238580000,-45252000,303581000,8776000,312357000,549493000,16675000,3069000,-134000,-3421000,16189000,-2147000,332000,332000,-2479000,-2479000,-3594000,-3220000,-5719000,143000,143000,-8713000,3882000,3882000,-592000,3290000,22862000,23887000,24122000,0.36416,0.10708,0.08701,0.05149,0.02927,1.49984,2.5172,0.75918,0.04347,1.23356,1.23121,14.17767,23.28464,1.85016,0.24697,0.04441,0.05549,0.20021,-0.64119,-0.74062
"13","2013_Q4",69.48625,"Up",184059000,-118069000,65990000,-47183000,-47183000,18807000,-1135000,-450000,-685000,17672000,17672000,-5972000,1605000,13305000,13305000,-754000,12551000,12551000,53945000,53945000,166584000,166584000,76670000,16870000,16870000,314069000,84268000,153861000,58511000,32028000,27284000,36038000,255918000,569987000,98316000,81289000,17027000,1432000,127147000,17765000,100232000,6127000,94105000,117997000,245144000,111003000,247833000,-43238000,315598000,9245000,324843000,569987000,13305000,3094000,2758000,5300000,24457000,-2082000,46000,46000,-2128000,-2128000,-1735000,-3293000,-4726000,-594000,-594000,-8280000,14442000,14442000,957000,15399000,21901000,19197000,31091000,0.35853,0.10218,0.06819,0.03864,0.02202,2.47717,2.47013,0.75465,0.03368,0.96085,0.9592,14.09073,24.16077,2.38019,0.2521,0.03566,0.06998,0.26237,-1.58659,-1.84761
"14","2014_Q1",67.4632786885246,"Down",184297000,-119134000,65163000,-49931000,-49931000,15232000,1179000,-378000,1557000,16411000,16411000,-3556000,1825000,14680000,14680000,-594000,14086000,14086000,68492000,68492000,165629000,165629000,71557000,23169000,15343000,328847000,85488000,150414000,58151000,31272000,24724000,36267000,255299000,584146000,97819000,72281000,22239000,1395000,130856000,17321000,91273000,6729000,47538000,108594000,239450000,112234000,258285000,-34700000,335819000,8877000,344696000,584146000,14680000,3120000,-1339000,5388000,21849000,-3987000,122000,122000,-4109000,-4109000,-3730000,-3297000,-502000,203000,203000,-4471000,13648000,13648000,899000,14547000,18352000,18716000,23309000,0.35358,0.08265,0.07643,0.04086,0.02411,1.65476,2.51304,0.69467,0.03204,1.07714,1.07536,14.09304,25.6798,1.78242,0.25212,0.03823,0.05126,0.23406,-2.71229,-3.26786
"15","2014_Q2",69.1326984126984,"Up",181674000,-116560000,65114000,-45741000,-45741000,19373000,-545000,-72000,-473000,18828000,18828000,-6546000,1027000,13309000,13309000,-579000,12730000,12730000,60450000,60450000,178945000,178945000,78014000,22735000,22735000,340144000,83854000,145215000,58633000,30472000,19936000,36174000,249563000,589707000,93555000,81367000,12188000,1267000,127963000,17215000,86521000,6459000,80062000,103736000,231699000,113656000,267707000,-33015000,348348000,9660000,358008000,589707000,13309000,3075000,2168000,-20349000,-1797000,-2999000,58000,58000,-3057000,-3057000,-2662000,-3300000,-232000,-205000,-205000,-3498000,-7957000,-7957000,-85000,-8042000,22448000,18482000,5646000,0.35841,0.10664,0.07007,0.03556,0.02159,0.44352,2.65814,0.64719,0.03134,0.97239,0.97093,13.87725,26.60871,0.43127,0.25207,0.03462,0.01219,0.25923,-1.86957,-2.16631
"16","2014_Q3",68.411875,"Down",191286000,-123070000,68216000,-47271000,-47271000,20945000,431000,314000,117000,21376000,21376000,-6538000,1104000,15942000,15942000,-515000,15427000,15427000,60232000,60232000,186323000,186323000,79272000,20133000,20133000,345960000,83342000,145919000,58921000,29657000,22158000,35183000,250677000,596637000,92549000,80033000,12516000,1348000,120703000,24611000,86613000,6500000,80113000,111224000,231927000,108750000,279161000,-31587000,356324000,8386000,364710000,596637000,15942000,3009000,1598000,-10498000,10051000,-2394000,70000,70000,-2464000,-2464000,-1751000,-3307000,7484000,172000,172000,-8521000,-220999.999999996,-220999.999999996,2999.99999999977,-217999.999999996,23954000,25959000,17600000,0.35662,0.1095,0.08065,0.0423,0.02586,1.14086,2.86621,0.63592,0.04351,1.17602,1.1741,14.58192,27.16293,1.34167,0.2521,0.03925,0.03688,0.21436,-1.43078,-1.63633
"17","2014_Q4",73.91265625,"Up",198867000,-128567000,70300000,-49747000,-49747000,20553000,915000,1000,914000,21468000,21468000,-5724000,375000,16119000,16119000,-423000,15696000,15696000,64221000,64221000,188982000,188982000,80534000,19818000,19818000,353555000,83796000,185710000,70053000,59301000,21996000,34360000,290655000,644210000,101946000,85888000,16058000,571000,130879000,62009000,84311000,5920000,78391000,146320000,277199000,109986000,290876000,-41413000,359449000,7562000,367011000,644210000,16119000,3070000,1152000,9445000,29786000,-2805000,50000,50000,-2855000,-2855000,-54518000,-3973000,36642000,-161000,-161000,31632000,6900000,6900000,-2911000,3989000,23623000,62580000,35987000,0.3535,0.10335,0.07893,0.04277,0.02436,2.29275,2.70139,0.75529,0.09714,1.1951,1.19304,15.14177,27.36852,2.74006,0.3025,0.03827,0.07003,0.25312,-0.06947,-0.07984
"18","2015_Q1",77.0624590163934,"Up",194033000,-124457000,69576000,-53091000,-53091000,16485000,136000,-73000.0000000001,209000,16621000,16621000,-4731000,1037000,12927000,12927000,-288000,12639000,12639000,64731000,64731000,189484000,189484000,77708000,19595000,11228000,351518000,85763000,206494000,77933000,70408000,24411000,33742000,314008000,665526000,100069000,74987000,21092000,403000,124901000,75328000,100162000,8584000,45490000,175490000,300391000,112357000,299524000,-54406000,357475000,7660000,365135000,665526000,12927000,3152000,3733000,-3162000,16650000,-4653000,23000,23000,-4676000,-4676000,-25540000,-3982000,13509000,998000,998000,10548000,1658000,1658000,-1148000,510000,19637000,75731000,16553000,0.35858,0.08496,0.06514,0.03461,0.01899,1.30968,2.81437,0.82268,0.11379,0.96013,0.95856,14.73985,27.15583,1.25746,0.3025,0.03072,0.0306,0.31506,0.56017,0.66727
"19","2015_Q2",79.625873015873,"Up",181330000,-115002000,66328000,-48464000,-48464000,17864000,-461000,-267000,-194000,17403000,17403000,-5359000,-1437000,10607000,10607000,-229000,10378000,10378000,64338000,64338000,180402000,180402000,77176000,18282000,18282000,340198000,81865000,197678000,75169000,67153000,21770000,33586000,300079000,640277000,83672000,71718000,11954000,401000,108784000,72698000,93666000,7558000,86108000,166364000,275148000,114279000,305902000,-62971000,357210000,7919000,365129000,640277000,10607000,3071000,5714000,-11306000,8086000,-2334000,80000,80000,-2414000,-2414000,-1691000,-3990000,-1327000,-50000,-50000,-5080000,1315000,1315000,-1708000,-393000,20935000,73099000,12654000,0.36579,0.09852,0.05723,0.02842,0.01621,1.21931,3.12728,0.75356,0.11417,0.78688,0.7857,13.74883,27.08442,0.95945,0.30253,0.02701,0.02379,0.38447,0.41849,0.49043
"20","2015_Q3",76.66734375,"Down",183726000,-113109000,70617000,-49172000,-49172000,21445000,-320000,-232000,-87999.9999999999,21125000,21125000,-5724000,11000,15412000,15412000,-374000,15038000,15038000,65784000,65784000,187415000,187415000,77041000,20614000,20614000,350854000,81370000,195762000,76017000,66034000,20740000,32971000,297210000,648064000,88546000,74762000,13784000,397000,113940000,61694000,93904000,7454000,86450000,155598000,269538000,116419000,315060000,-60771000,370708000,7818000,378526000,648064000,15412000,3046000,4163000,-3389000,19232000,-1841000,22000,22000,-1863000,-1863000,-1655000,-4001000,-11372000,-1046000,584000,-16328000,1249000,1249000,197000.000000001,1446000,24491000,62091000,24985000,0.38436,0.11672,0.08185,0.03973,0.0232,1.66146,3.07929,0.71207,0.09581,1.1375,1.13583,13.8973,28.04089,1.8899,0.30264,0.03562,0.04674,0.26606,-0.15079,-0.17221
"21","2015_Q4",75.25875,"Down",189224000,-117895000,71329000,-52601000,-52601000,18728000,-90000,-275000,185000,18638000,18638000,-4541000,738000,14835000,14835000,-464000,14371000,14371000,96155000,96155000,194852000,194852000,78533000,20477000,20477000,390017000,86491000,207618000,78412000,75829000,21071000,32306000,313726000,703743000,94921000,77212000,17709000,395000,122546000,107913000,97133000,11194000,85939000,205046000,327592000,118145000,321856000,-71765000,368236000,7915000,376151000,703743000,14835000,3112000,1992000,3562000,23501000,-1810000,28000,28000,-1838000,-1838000,-26080000,-4266000,43063000,-2946000,413000,35873000,33294000,33294000,-2923000,30371000,21840000,108308000,28133000,0.37696,0.09897,0.07595,0.03821,0.02042,1.95762,3.18262,0.87091,0.1539,1.08796,1.08686,14.32526,27.87741,2.12982,0.32296,0.03204,0.04837,0.29685,0.55646,0.64892
"22","2016_Q1",71.3732786885246,"Down",183275000,-113804000,69471000,-46150000,-46150000,23321000,-3467000,-187000,-3280000,19854000,13064000,-2161000,949000,11852000,11852000,-459000,11393000,11393000,81053000,81053000,188297000,188297000,75099000,13582000,13582000,358031000,87619000,214723000,79111000,73287000,30107000,32218000,322696000,680727000,91853000,67291000,20310000,662000,124514000,81439000,93531000,10258000,42584000,174970000,299484000,119621000,326740000,-73316000,373045000,8198000,381243000,680727000,11852000,3166000,3948000,3647000,22613000,-4913000,5000,5000,-4918000,-4918000,-4770000,-4256000,-24678000,-2186000,101000,-31362000,-13519000,-13519000,-1583000,-15102000,26487000,82101000,27382000,0.37905,0.12725,0.06216,0.02988,0.01674,2.40341,2.87543,0.78555,0.12061,0.86439,0.86385,13.90514,28.30306,2.07748,0.3229,0.0281,0.04917,0.37356,0.0395700000000001,0.04494
"23","2016_Q2",81.7578125,"Up",178077000,-110096000,67981000,-48143000,-48143000,19838000,-291000,-393000,102000,19547000,19547000,-6305000,102000,13344000,13344000,-398000,12946000,12946000,94374000,94374000,188218000,188218000,78220000,20537000,20537000,381349000,87235000,204788000,80003000,72464000,19916000,32405000,313217000,694566000,83374000,69748000,13626000,645000,115385000,97620000,90035000,11071000,78964000,187655000,303040000,121186000,329684000,-68002000,382868000,8658000,391526000,694566000,13344000,3157000,1544000,-7171000,10874000,-2146000,26000,26000,-2172000,-2172000,-3251000,-4243000,14528000,-6112000,-253000,4277000,11900000,11900000,1421000,13321000,22995000,98265000,19983000,0.38175,0.1114,0.0727,0.03307,0.01864,1.54357,3.30501,0.774,0.14148,0.98698,0.98603,13.57625,29.18912,1.52347,0.32348,0.02965,0.03446,0.32775,0.16921,0.19614
"24","2016_Q3",91.98578125,"Up",186915000,-115514000,71401000,-48700000,-48700000,22701000,-519000,-182000,-337000,22182000,22182000,-7238000,461000,15405000,15405000,-390000,15015000,15015000,96245000,96245000,184306000,184306000,78269000,23905000,23905000,382725000,85094000,202153000,79324000,71530000,19082000,32217000,309571000,692296000,90025000,75569000,14456000,672000,119313000,83601000,89149000,11748000,77401000,172750000,292063000,123001000,340127000,-71790000,391338000,8895000,400233000,692296000,15405000,3174000,5124000,1449000,25152000,-2183000,22000,22000,-2205000,-2205000,-3748000,-4237000,-13078000,158000.000000002,158000,-17125000,4279000,4279000,-2408000,1871000,25875000,84273000,32379000,0.382,0.12145,0.08033,0.03752,0.02169,2.15644,3.20774,0.72973,0.12173,1.1439,1.14235,14.23991,29.81365,2.46676,0.32279,0.03356,0.05644,0.28218,-0.46269,-0.52738
"25","2016_Q4",111.255873015873,"Up",190428000,-119531000,70897000,-47877000,-47877000,23020000,-217000,-207000,-10000,22803000,21646000,-6121000,826000,16351000,16351000,-343000,16008000,16008000,99024000,99024000,193805000,193805000,79660000,21624000,21624000,394113000,83865000,196045000,79324000,69789000,17621000,29311000,303358000,697471000,96266000,78579000,17687000,730000,124761000,75607000,83405000,11776000,71629000,159012000,283773000,124710000,351560000,-72027000,404243000,9455000,413698000,697471000,16351000,3138000,2381000,-4919000,16951000,-1928000,6000,6000,-1934000,-1934000,-1693000,-4572000,-8292000,159000,159000,-12674000,2584000,2584000,195000,2779000,26158000,76337000,25432000,0.3723,0.12089,0.08406,0.03869,0.02295,1.58871,3.15894,0.68594,0.10945,1.21789,1.21547,14.48777,30.75483,1.93487,0.34784,0.03589,0.04435,0.28561,-0.86731,-0.98553
"26","2017_Q1",123.997580645161,"Up",191245000,-121414000,69831000,-48945000,-48945000,20886000,-317000,-70000,-247000,20569000,20634000,-3562000,867000,17939000,17939000,-505000,17434000,17434000,88818000,88818000,195225000,195225000,77082000,15343000,15343000,376468000,85734000,207009000,80804000,73071000,24382000,28752000,315560000,692028000,102606000,77583000,20442000,707000,127411000,65769000,86242000,12008000,35886000,152011000,279422000,125753000,364414000,-87407000,402760000,9846000,412606000,692028000,17939000,3088000,3221000,-3472000,20776000,-3511000,132000,132000,-3643000,-3643000,-16068000,-4573000,-7671000,-875000,-875000,-12608000,-7900000,-7900000,-3297000,-11197000,23974000,66476000,20553000,0.36514,0.10921,0.09116,0.04225,0.02519,1.1789,2.95475,0.67721,0.09606,1.32502,1.32092,14.53499,30.61053,1.56207,0.34756,0.03893,0.03636,0.2623,-0.93193,-1.06971
"27","2017_Q2",134.442698412698,"Up",194909000,-124022000,70887000,-48054000,-48054000,22833000,-238000,-133000,-105000,22595000,13520000,-6865000,959000,7614000,7614000,-622000,6992000,6992000,90593000,90593000,201929000,201929000,87117000,15237000,15237000,394876000,85233000,204834000,81683000,71850000,22460000,28841000,314130000,709006000,103969000,90215000,13754000,726000,139188000,65649000,82194000,12101000,70093000,147843000,287031000,126129000,366819000,-81961000,410987000,10988000,421975000,709006000,7614000,3157000,7298000,-9747000,8322000,-2516000,15000,15000,-2531000,-2531000,-2507000,-4583000,-474000,-777000,-777000,-5834000,-19000,-19000,1563000,1544000,25990000,66375000,20592000,0.36369,0.11715,0.03587,0.01657,0.00986,2.94508,2.837,0.68021,0.09362,0.53066,0.52885,14.79262,31.19186,1.56283,0.34783,0.02029,0.03609,0.65546,-0.93182,-1.06066
