"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","gross_profit","operating_expenses","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",26.643125,"Up",601362000,601362000,-418365000,182997000,-128711000,-128711000,54286000,340000,340000,54626000,54626000,-20111000,34515000,34515000,34515000,34515000,295615000,82405000,19680000,19680000,395310000,89069000,36147000,799674000,303854000,134127000,47119000,25899000,7827000,485100000,1284774000,264164000,133197000,130967000,264164000,127234000,127234000,127234000,391398000,875621000,51506000,-33751000,893376000,893376000,1284774000,34515000,34515000,16300000,11884000,-20385000,42314000,-21639000,-42219000,-7e+05,1213000,1308000,1308000,1308000,70586000,0,48673000,0.3043,0.09027,0.05739,0.03863,0.02686,1.4102,3.02719,0.43811,0,0.38301,0.37698,6.67335,9.91384,0.54013,0.03382,0.04769,-4.18801,-5.44551
"12","2013_Q3",31.32734375,"Up",562063000,562063000,-378621000,183442000,-129461000,-129461000,53981000,481000,481000,54462000,54462000,-20742000,33720000,33720000,33720000,33720000,269167000,68929000,21716000,21716000,404512000,81510000,38173000,776905000,310374000,230599000,48295000,25899000,8030000,589268000,1366173000,303776000,175806000,127970000,303776000,131657000,131657000,131657000,435433000,881761000,73972000,-24993000,930740000,930740000,1366173000,33720000,33720000,16779000,25101000,29156000,104756000,-23627000,-109907000,1525000,-8325000,-13476000,-13476000,-13476000,70760000,0,97031000,0.32637,0.09604,0.05999,0.03623,0.02468,2.87755,2.55749,0.46784,0,0.37309,0.36734,6.21889,10.29807,1.07359,0.04233,0.09133,-3.80394,-4.98633
"13","2013_Q4",33.7153125,"Up",632976000,632976000,-420106000,212870000,-124614000,-124614000,88256000,1036000,1036000,89292000,89292000,-34331000,54961000,54961000,54961000,54961000,282157000,86909000,23833000,23833000,424066000,65449000,39949000,795505000,316542000,234748000,44979000,25899000,8518000,596269000,1391774000,277712000,146418000,131294000,277712000,132844000,132844000,132844000,410556000,888575000,117636000,-24993000,981218000,981218000,1391774000,54961000,54961000,15802000,24808000,-38480000,57091000,-22214000,-29977000,2121000,-6484000,20630000,17980000,17980000,104058000,0,77695000,0.3363,0.13943,0.08683,0.05601,0.03949,1.41364,2.8645,0.41841,0,0.60633,0.59682,6.98302,10.82484,0.85713,0.05947,0.06974,-2.71154,-3.19703
"14","2014_Q1",30.0714754098361,"Down",572267000,572267000,-412289000,159978000,-115077000,-115077000,44901000,580000,580000,45481000,45481000,-17375000,28106000,28106000,28106000,28106000,336119000,112021000,26593000,26593000,397768000,52284000,34072000,812764000,318620000,243188000,46672000,25899000,9186000,608480000,1421244000,284402000,167949000,116453000,284402000,138298000,138298000,138298000,422700000,890698000,134439000,-24993000,998544000,998544000,1421244000,28106000,28106000,15356000,10439000,43313000,97214000,-18932000,-59306000,-135000,-12796000,25112000,25112000,25112000,60257000,0,102013000,0.27955,0.07846,0.04911,0.02815,0.01978,3.62958,2.8578,0.42332,-2.11758236813575e-22,0.30971,0.30496,6.30604,11.00336,1.12412,0.03467,0.08973,-5.57809,-7.48578
"15","2014_Q2",24.7130158730159,"Down",598947000,598947000,-410942000,188005000,-126754000,-126754000,61251000,991000,991000,62242000,62242000,-23603000,38639000,38639000,38639000,38639000,312777000,132900000,22762000,22762000,419983000,65785000,44404000,821307000,327560000,235411000,47067000,25899000,9570000,610038000,1431345000,270644000,148491000,122153000,270644000,137413000,137413000,137413000,408057000,893778000,156103000,-24993000,1023288000,1023288000,1431345000,38639000,38639000,16346000,2713000,-43162000,14536000,-25833000,23126000,-468000,-16783000,20879000,20879000,20879000,77597000,0,32205000,0.31389,0.10226,0.06451,0.03776,0.02699,0.83348,3.03464,0.39877,0,0.42543,0.4195,6.59459,11.26671,0.35459,0.04791,0.02775,-4.03079,-5.10648
"16","2014_Q3",22.62625,"Down",587096000,587096000,-415192000,171904000,-118582000,-118582000,53322000,659000,659000,53981000,53981000,-20860000,33970000,34328000,34328000,34328000,239053000,87406000,27855000,27855000,414988000,74859000,51577000,756755000,331269000,250760000,94983000,25899000,56618000,677012000,1433767000,300122000,192341000,107781000,300122000,142479000,142479000,142479000,442601000,899404000,173620000,-25082000,991166000,991166000,1433767000,33970000,34328000,17577000,3465000,28191000,83203000,-22141000,-59315000,-58000.0000000001,-69740000,-45852000,-45494000,-45494000,70899000,0,97809000,0.2928,0.09082,0.05847,0.03463,0.02394,2.84925,2.52149,0.44655,0,0.38091,0.37671,6.5146,10.99829,1.08532,0.04511,0.08628,-3.37174,-4.4832
"17","2014_Q4",25.93875,"Up",669872000,669872000,-451315000,218557000,-138720000,-138720000,79837000,737000,737000,80574000,80574000,-32069000,49554000,49554000,49554000,49554000,224775000,96394000,26528000,26528000,486260000,50134000,26566000,787697000,338227000,227097000,97211000,25899000,56669000,662535000,1450232000,311816000,185181000,126635000,311816000,142540000,142540000,142540000,454356000,902440000,206528000,-26154000,995876000,995876000,1450232000,49554000,49554000,16839000,3542000,-36183000,33752000,-24425000,21207000,522000,-45971000,8988000,8988000,8988000,96676000,0,68137000,0.32627,0.11918,0.07398,0.04976,0.03417,1.37501,2.52616,0.45624,0,0.55816,0.55176,7.54522,11.21722,0.76747,0.05815,0.05985,-2.32503,-2.81542
"18","2015_Q1",29.2829508196721,"Up",640177000,640177000,-463622000,176555000,-128480000,-128480000,48075000,734000,734000,48809000,48809000,-19860000,30864000,30778000,30778000,30778000,230372000,59171000,24400000,24400000,450836000,43115000,43108000,748723000,337903000,242643000,108974000,25899000,51996000,689520000,1438243000,283790000,169518000,114272000,283790000,143333000,143333000,143333000,427123000,908679000,220826000,-31447000,1011120000,1011120000,1438243000,30864000,30778000,17481000,7355000,9847000.00000003,65547000,-25727000,-90500000,2370000,-12270000,-37223000,-37223000,-37223000,65556000,0,69536000,0.27579,0.0751,0.04808,0.03044,0.0214,2.25928,2.6383,0.42243,0,0.34868,0.34425,7.2524,11.45472,0.78776,0.04094,0.06023,-3.51413,-4.79193
"19","2015_Q2",28.6580952380952,"Down",655486000,655486000,-442428000,213058000,-139486000,-139486000,73572000,4232000,920000,77804000,77804000,-29096000,47366000,47366000,47366000,47366000,335573000,206868000,24125000,24125000,512096000,46850000,45919000,918644000,346912000,143676000,112728000,25899000,55337000,603316000,1521960000,331780000,194749000,137031000,331780000,141393000,141393000,141393000,473173000,915134000,250585000,-29994000,1048787000,1048787000,1521960000,47366000,47366000,17879000,2103000,-17957000,49391000,-26710000,109709000,291000,-14715000,144385000,144385000,147697000,91451000,0,75880000,0.32504,0.11224,0.07226,0.04516,0.03112,1.60199,2.76883,0.45116,0,0.53506,0.5285,7.40461,11.84749,0.85717,0.05459,0.06376,-3.66943,-4.56115
"20","2015_Q3",25.10359375,"Down",627206000,627206000,-435904000,191302000,-131721000,-131721000,59581000,745000,752000,60326000,60326000,-22486000,37610000,37610000,37610000,37610000,291828000,151007000,18533000,18533000,505170000,31662000,31599000,847193000,354477000,201291000,111103000,25899000,53047000,666871000,1514064000,304377000,190382000,113995000,304377000,144029000,144029000,144029000,448406000,920682000,270510000,-38596000,1065658000,1065658000,1514064000,37610000,37610000,18833000,4739000,3997000,65179000,-24269000,-104804000,626000,-16229000,-55854000,-55854000,-55861000.0000001,78414000,0,80628000,0.30501,0.09499,0.05996,0.03529,0.02484,2.14379,2.78337,0.42078,0,0.42395,0.41932,7.07006,12.01242,0.90886,0.04571,0.06665,-3.72163,-4.898
"21","2015_Q4",19.534375,"Down",665520000,665520000,-466554000,198966000,-135637000,-135637000,63329000,845000,952000,64174000,64174000,-25575000,39295000,39295000,39295000,39295000,90019000,90019000,18211000,18211000,521243000,22262000,22209000,651735000,364253000,327712000,114328000,25899000,54352000,806293000,1458028000,287061000,168537000,118524000,287061000,142834000,142834000,142834000,429895000,924115000,292542000,-38524000,1028133000,1028133000,1458028000,39295000,39295000,18125000,1545000,-28220000,30745000,-28873000,-11721000,329000,-79974000,-60950000,-60950000,-60988000,81454000,0,49936000,0.29896,0.09516,0.05904,0.03822,0.02695,1.2708,2.27037,0.41813,0,0.44912,0.44467,7.60655,11.75103,0.57074,0.0483,0.04265,-1.10515,-1.42145
"22","2016_Q1",20.4837704918033,"Up",672036000,672036000,-506993000,165043000,-147974000,-147974000,17069000,818000,838000,17887000,17887000,-6649000,11763000,11763000,11763000,11763000,258522000,32495000,15437000,15437000,484236000,37473000,37444000,795668000,374241000,93141000,106059000,25899000,58299000,573441000,1369109000,323426000,214893000,108533000,323426000,140759000,140759000,140759000,464185000,930011000,287140000,-45696000,904924000,904924000,1369109000,11763000,11763000,18740000,21992000,47564000,100059000,-24087000,-28094000,-3642000,-133287000,-61322000,-61322000,-61322000,35809000,-3.5527136788005e-15,65935000,0.24559,0.0254,0.0175,0.013,0.00859,5.60529,2.46012,0.51295,0,0.13756,0.13628,7.85878,10.58217,0.77104,0.02766,0.06305,-7.21947,-15.1457
"23","2016_Q2",19.0028125,"Down",681267000,681267000,-476910000,204357000,-154196000,-154196000,50161000,685000,521000,50846000,49401000,-19078000,30014000,30014000,30014000,30014000,157074000,59462000,15239000,15239000,563317000,32224000,32165000,767854000,373979000,98845000,216312000,80684000,73797000,689136000,1456990000,323285000,196698000,126587000,323285000,200138000,200138000,200138000,523423000,932702000,300817000,-33421000,933567000,933567000,1456990000,30014000,30014000,19753000,6705000,-46658000,9814000,-26039000,34678000,-1042000,-17136000,27356000,27356000,27356000,69914000,0,16295000,0.29997,0.07363,0.04406,0.03215,0.0206,0.54291,2.37516,0.56067,0,0.36623,0.3629,8.3129,11.39149,0.19883,0.04088,0.01437,-2.24667,-3.1314
"24","2016_Q3",19.5615625,"Up",658944000,658944000,-472083000,186861000,-145088000,-145088000,41773000,723000,623000,42496000,40330000,-15716000,25032000,25032000,25032000,25032000,165791000,62324000,18848000,18848000,556183000,30133000,30040000,770955000,379643000,95162000,213215000,81043000,72166000,688020000,1458975000,314432000,198584000,115848000,314432000,203173000,203173000,203173000,517605000,936572000,309503000,-38174000,941370000,941370000,1458975000,25032000,25032000,20636000,6699000,-1037000,51330000,-25895000,-32168000,-62000,-16222000,2940000,2940000,2940000,62409000,-2.8421709430404e-14,51193000,0.28358,0.06339,0.03799,0.02659,0.01716,2.0451,2.4519,0.54984,2.64697796016969e-23,0.30507,0.30285,8.03071,11.47271,0.6239,0.03615,0.04473,-2.65652,-3.96886
"25","2016_Q4",19.0819047619048,"Down",696616000,696616000,-484836000,211780000,-147412000,-147412000,64368000,562000,482000,64930000,63461000,-25626000,38963000,38963000,38963000,38963000,139474000,60962000,20334000,20334000,562701000,25608000,24566000,748117000,381218000,94122000,208458000,77208000,71904000,683798000,1431915000,304915000,160621000,144294000,304915000,203577000,203577000,203577000,508492000,941485000,332051000,-40884000,923423000,923423000,1431915000,38963000,38963000,20640000,2998000,-12986000,49615000,-21223000,3393000,-1317000,-57244000,-4236000,-4236000,-4236000,85008000,0,76425000,0.30401,0.0924,0.05593,0.04219,0.02721,1.96148,2.45353,0.55066,0,0.47501,0.47207,8.49262,11.25769,0.93172,0.04914,0.06781,-1.64072,-2.16682
"26","2017_Q1",17.6014516129032,"Down",674617000,674617000,-505782000,168835000,-145120000,-145120000,23715000,509000,515000,24224000,49455000,-18433000,30526000,30526000,30526000,30526000,209187000,110657000,18456000,18456000,499995000,31628000,31078000,759266000,375251000,93734000,200225000,79689000,70494000,669210000,1428476000,316605000,185497000,131108000,316605000,174383000,174383000,174383000,490988000,946351000,346602000,-38934000,937488000,937488000,1428476000,30526000,30526000,20610000,-15571000,66582000,102147000,-14423000,-33215000,760000,-19853000,49079000,49079000,49079000,44325000,4.54747350886464e-13,114917000,0.25027,0.03515,0.04525,0.03256,0.02137,3.76456,2.39815,0.52373,0,0.38104,0.37853,8.42092,11.70222,1.43445,0.04182,0.10335,-4.71939,-8.82087
"27","2017_Q2",15.9860317460317,"Down",692038000,690819000,-493734000,198304000,-156568000,-156568000,41736000,-943000,561000,40793000,39709000,-15585000,22818000,22818000,22818000,22818000,253866000,79673000,15545000,15545000,575171000,45784000,44464000,890366000,374320000,13705000,201331000,79689000,71287000,589356000,1479722000,353030000,212821000,140209000,353030000,176807000,176807000,176807000,529837000,949645000,358189000,-41418000,949885000,949885000,1479722000,22818000,22818000,21005000,6225000,-42730000,7318000,-18314000,-24667000,255000,-15394000,-32743000,-32743000,-32743000,62741000,0,17282000,0.28655,0.06031,0.03297,0.02402,0.01542,0.75738,2.52207,0.55779,0,0.28445,0.28264,8.62707,11.84144,0.21544,0.03443,0.01534,-4.04625,-6.08266
"28","2017_Q3",15.9398412698413,"Down",683012000,684231000,-482424000,200588000,-152554000,-152554000,48034000,-18000,661000,48016000,46848000,-18390000,28677000,28677000,28677000,28677000,271367000,89305000,16596000,16596000,527305000,46675000,45529000,861943000,364552000,10350000,209784000,79689000,78238000,584686000,1446629000,289720000,164659000,125061000,289720000,178955000,178955000,178955000,468675000,953868000,370874000,-30257000,977954000,977954000,1446629000,28677000,28677000,21281000,3288000,-15927000,37319000,-9825000,-10597000,-1e+05,-16062000,10660000,10660000,10660000,69315000,7.27595761418343e-12,61953000,0.29368,0.07033,0.04199,0.02932,0.01982,2.16037,2.97509,0.47924,-3.3881317890172e-21,0.35705,0.35529,8.50395,12.17618,0.77136,0.03861,0.05355,-3.91498,-5.64948
"29","2017_Q4",17.9734920634921,"Up",710992000,710992000,-500924000,210068000,-155175000,-155175000,54893000,481000,602000,55374000,3851000,-1476000,4005000,4005000,4005000,4005000,329551000,149485000,19102000,19102000,546553000,35535000,34220000,930741000,358154000,7180000,144310000,25899000,79960000,509644000,1440385000,340468000,193607000,146861000,340468000,146714000,146714000,146714000,487182000,957960000,358957000,-37808000,953203000,953203000,1440385000,4005000,4005000,19639000,36852000,33443000,93939000,-11413000,-12183000,-978000,-25499000,56257000,56257000,56257000,74532000,0,98038000,0.29546,0.07721,0.00563,0.0042,0.00278,24.4789,2.73371,0.5111,0,0.04999,0.04966,8.87498,11.89838,1.22376,0.01812,0.08913,-4.4216,-6.00352
"30","2018_Q1",18.1409836065574,"Up",713752000,713752000,-533336000,180416000,-143426000,-143426000,36990000,1384000,965000,38374000,35456000,-24166000,11804000,11804000,11804000,11804000,300537000,175932000,17532000,17532000,501903000,50901000,49197000,870873000,355199000,6096000,189349000,25899000,135604000,550644000,1421517000,327534000,178449000,149085000,327534000,138732000,138732000,138732000,466266000,961245000,354979000,-35067000,955251000,955251000,1421517000,11804000,11804000,18291000,12752000,9593000.00000001,52440000,-16730000,-11518000,1293000,-14474000,26448000,26448000,26448000,55281000,1.16415321826935e-10,72310000,0.25277,0.05182,0.01654,0.01236,0.0083,6.12589,2.65888,0.48811,0,0.14756,0.14635,8.92257,11.94153,0.90394,0.02535,0.0661,-5.43653,-8.12482
"31","2018_Q2",21.355625,"Up",712102000,710437000,-505212000,206890000,-168420000,-168420000,38470000,-1473000,664000,36997000,36997000,-11390000,24297000,24297000,24297000,24297000,268870000,197162000,12776000,12776000,539700000,57610000,56815000,878956000,352550000,2401000,197711000,25899000,143503000,552662000,1431618000,325384000,185152000,140232000,325384000,145366000,145366000,145366000,470750000,965623000,359342000,-38191000,960868000,960868000,1431618000,24297000,24297000,18011000,10715000,-27728000,25295000,-18185000,17635000,-2530000,-21700000,21230000,21230000,21230000,56481000,0,21958000,0.29053,0.05402,0.03412,0.02529,0.01697,0.90373,2.70129,0.48992,0,0.3033,0.30086,8.88927,11.99466,0.2741,0.03998,0.01985,-4.76036,-6.98908
"32","2018_Q3",26.3449206349206,"Up",795268000,796933000,-539240000,256028000,-195319000,-195319000,60709000,-46544000,805000,14165000,-22075000,-16281000,-38356000,-38356000,-38356000,-38356000,289115000,215996000,17259000,17259000,596956000,73763000,73763000,977093000,387621000,-4.65661287307739e-10,80302000,25899000,19883000,467923000,1445016000,375216000,228921000,146295000,375216000,150316000,150316000,150316000,525532000,971653000,301006000,-27269000,919484000,919484000,1445016000,-38356000,-38356000,20418000,101920000,-2705000.00000001,81277000,-13918000,-43334000,-160999.999999999,-19409000,18534000,18534000,18834000,81127000,-9.31322574615479e-10,80785000,0.32194,0.07634,-0.04823,-0.04171,-0.02654,-2.10619,2.60408,0.57155,8.67361737988404e-19,-0.47787,-0.47787,9.90803,11.4556,1.00648,-0.01718,0.07551,-3.56373,-4.76231
