"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",71.9730158730159,"Up",3.693e+09,-1.319e+09,2.374e+09,-8.12e+08,-4.34e+08,-3.78e+08,1.562e+09,6e+06,-2e+07,2.6e+07,1.568e+09,-8.2e+07,1.486e+09,-4.3e+08,1.056e+09,1.056e+09,1.056e+09,1.056e+09,2.984e+09,1.14e+09,1.844e+09,1.469e+09,1.469e+09,1.947e+09,1.111e+09,1.111e+09,7.511e+09,2.514e+09,4.656e+09,-2.142e+09,6.163e+09,1.219e+09,4.362e+09,4.12e+08,1.7e+08,8.927e+09,1.6438e+10,1.025e+09,4.5e+08,8.6e+07,4.89e+08,1.877e+09,3.084e+09,7.69e+08,1.01e+08,3.3e+07,6.35e+08,3.853e+09,5.73e+09,3.424e+09,-2.6345e+10,3.4149e+10,-5.2e+08,1.0708e+10,1.0708e+10,1.6438e+10,1.056e+09,2.13e+08,3.3e+07,-3.85e+08,9.17e+08,-1.51e+08,1.43e+08,-8000000.00000012,-4.98e+08,2.3e+08,-5.66e+08,-8e+06,-8.42e+08,6.7e+07,6.7e+07,6.7e+07,1.775e+09,3.583e+09,1.669e+09,0.64284,0.42296,0.28595,0.09862,0.06424,1.58049,4.0016,0.53511,0.21797,1.06237,1.04039,3.71529,10.77264,1.67907,0.50101,8,0.10319,0.11082,0.47159,0.33746,0.38348
"31","2017_Q4",85.7328571428571,"Up",4.116e+09,-1.46e+09,2.656e+09,-7.87e+08,-4.12e+08,-3.75e+08,1.869e+09,1e+06,-1.9e+07,2e+07,1.87e+09,-8.1e+07,1.789e+09,-5.04e+08,1.285e+09,1.285e+09,1.285e+09,1.285e+09,3.444e+09,1.296e+09,2.148e+09,1.576e+09,1.576e+09,1.908e+09,1.063e+09,1.063e+09,7.991e+09,2.567e+09,4.668e+09,-2.101e+09,6.113e+09,1.136e+09,4.362e+09,4.14e+08,2.01e+08,8.938e+09,1.6929e+10,1.139e+09,4.3e+08,7.4e+07,6.35e+08,2.055e+09,3.084e+09,8.02e+08,1.08e+08,3.8e+07,6.56e+08,3.886e+09,5.941e+09,3.459e+09,-2.6901e+10,3.4935e+10,-5.05e+08,1.0988e+10,1.0988e+10,1.6929e+10,1.285e+09,2.13e+08,6.4e+07,1.6e+08,1.722e+09,-1.86e+08,-3.02e+08,-4.88e+08,-4.95e+08,0,-5.74e+08,-9e+06,-1.078e+09,1.56e+08,1.56e+08,1.56e+08,2.082e+09,3.583e+09,2.56e+09,0.64529,0.45408,0.3122,0.11695,0.07591,1.99222,3.88856,0.54068,0.21165,1.30061,1.2748,4.16599,11.12146,2.59109,0.50101,9,0.11579,0.16653,0.38521,0.06676,0.07437
"32","2018_Q1",95.8873770491803,"Up",3.75e+09,-1.31e+09,2.44e+09,-7.95e+08,-4.09e+08,-3.86e+08,1.645e+09,-1.3e+07,-2.1e+07,8e+06,1.632e+09,-8.2e+07,1.55e+09,-1.206e+09,3.44e+08,3.44e+08,3.44e+08,3.44e+08,4.469e+09,1.656e+09,2.813e+09,1.278e+09,1.278e+09,1.957e+09,1.03e+09,1.03e+09,8.734e+09,2.664e+09,4.789e+09,-2.125e+09,5.976e+09,1.056e+09,4.362e+09,2.64e+08,2.94e+08,8.908e+09,1.7642e+10,1.316e+09,4.66e+08,1.28e+08,7.22e+08,2.258e+09,3.577e+09,1.47e+09,8.9e+07,7.8e+07,1.303e+09,5.047e+09,7.305e+09,3.517e+09,-2.7458e+10,3.4662e+10,-3.84e+08,1.0337e+10,1.0337e+10,1.7642e+10,3.44e+08,2.12e+08,2.16e+08,1.157e+09,1.929e+09,-2.31e+08,-6.67e+08,-8.98e+08,-6.11e+08,4.94e+08,-5.44e+08,-1e+07,-6.71e+08,3.6e+08,3.6e+08,3.6e+08,1.857e+09,4.077e+09,3.989e+09,0.65067,0.43867,0.09173,0.03328,0.0195,11.59593,3.86802,0.70668,0.2311,0.34959,0.34195,3.81098,10.50508,4.05386,0.62093,7,0.06012,0.25113,1.77616,-0.21109,-0.2383
"33","2018_Q2",96.369375,"Up",3.789e+09,-1.342e+09,2.447e+09,-8.18e+08,-4.33e+08,-3.85e+08,1.629e+09,5e+06,-2.3e+07,2.8e+07,1.634e+09,-8.1e+07,1.553e+09,-1.87e+08,1.366e+09,1.366e+09,1.366e+09,1.366e+09,4.079e+09,1.717e+09,2.362e+09,1.454e+09,1.454e+09,2.032e+09,1.025e+09,1.025e+09,8.59e+09,2.736e+09,4.907e+09,-2.171e+09,5.91e+09,9.68e+08,4.362e+09,2.18e+08,3.62e+08,8.917e+09,1.7507e+10,9.65e+08,4.88e+08,1.33e+08,3.44e+08,1.86e+09,3.578e+09,1.427e+09,9.2e+07,5.3e+07,1.282e+09,5.005e+09,6.865e+09,3.511e+09,-2.8096e+10,3.5619e+10,-3.92e+08,1.0642e+10,1.0642e+10,1.7507e+10,1.366e+09,2.17e+08,5.1e+07,-5.22e+08,1.112e+09,-1.89e+08,4.55e+08,2.66e+08,-6.11e+08,0,-6.95e+08,-1.1e+07,-1.317e+09,6.1e+07,6.1e+07,6.1e+07,1.846e+09,4.078e+09,1.322e+09,0.64582,0.42993,0.36052,0.12836,0.07803,0.96779,4.61828,0.64509,0.23294,1.38962,1.3592,3.85453,10.82604,1.34486,0.62157,7,0.12244,0.08187,0.44729,-0.00054,-0.00061
"34","2018_Q3",99.6439682539683,"Up",4.017e+09,-1.398e+09,2.619e+09,-8.25e+08,-4.41e+08,-3.84e+08,1.794e+09,-6e+06,-3e+07,2.4e+07,1.788e+09,-8.2e+07,1.706e+09,-3.01e+08,1.405e+09,1.405e+09,1.405e+09,1.405e+09,5.13e+09,2.919e+09,2.211e+09,1.551e+09,1.551e+09,2.09e+09,8.21e+08,8.21e+08,9.592e+09,2.855e+09,5.025e+09,-2.17e+09,5.809e+09,8.88e+08,4.362e+09,2.05e+08,3.54e+08,8.935e+09,1.8527e+10,1.084e+09,4.92e+08,1.2e+08,4.72e+08,1.466e+09,5.066e+09,1.361e+09,8.2e+07,5e+07,1.229e+09,6.427e+09,7.893e+09,3.608e+09,-2.9016e+10,3.6413e+10,-3.71e+08,1.0634e+10,1.0634e+10,1.8527e+10,1.405e+09,2.23e+08,8.5e+07,1.13e+08,1.826e+09,-2.49e+08,1.68e+08,-8.1e+07,-6.06e+08,1e+09,-9.16e+08,-2.1e+07,-5.43e+08,1.202e+09,1.202e+09,1.202e+09,2.017e+09,5.066e+09,2.182e+09,0.65198,0.4466,0.34976,0.13212,0.07584,1.55302,6.54297,0.74224,0.27344,1.43808,1.40923,4.11157,10.88434,2.23337,0.62027,7,0.11787,0.12789,0.43132,-0.03173,-0.03567
"35","2018_Q4",87.3322222222222,"Down",4.261e+09,-1.457e+09,2.804e+09,-7.86e+08,-3.96e+08,-3.9e+08,2.018e+09,-1.3e+07,-3.6e+07,2.3e+07,2.005e+09,-8.1e+07,1.924e+09,-3.54e+08,1.57e+09,1.57e+09,1.57e+09,1.57e+09,5.113e+09,1.502e+09,3.611e+09,1.585e+09,1.585e+09,2.116e+09,6.54e+08,6.54e+08,9.468e+09,3.051e+09,5.25e+09,-2.199e+09,5.776e+09,8.01e+08,4.362e+09,2.43e+08,3.7e+08,9.105e+09,1.8573e+10,1.209e+09,4.92e+08,1.04e+08,6.13e+08,2.382e+09,4.318e+09,1.357e+09,8.6e+07,4.3e+07,1.228e+09,5.675e+09,8.057e+09,3.659e+09,-3.0167e+10,3.7378e+10,-3.54e+08,1.0516e+10,1.0516e+10,1.8573e+10,1.57e+09,2.31e+08,6e+06,2.99e+08,2.106e+09,-3.7e+08,-1.398e+09,-1.768e+09,-6.02e+08,0,-1.145e+09,-8e+06,-1.755e+09,-1.417e+09,-1.417e+09,-1.417e+09,2.249e+09,5.067e+09,2.532e+09,0.65806,0.4736,0.36846,0.1493,0.08453,1.61274,3.97481,0.76617,0.27282,1.62023,1.58746,4.39732,10.85243,2.613,0.62126,7,0.12822,0.14947,0.38344,-0.02045,-0.02279
"36","2019_Q1",94.2398360655738,"Up",3.717e+09,-1.31e+09,2.407e+09,-8.14e+08,-4.14e+08,-4e+08,1.593e+09,-1.3e+07,-3.6e+07,2.3e+07,1.58e+09,-7.7e+07,1.503e+09,-2.64e+08,1.239e+09,1.239e+09,1.239e+09,1.239e+09,4.233e+09,2.438e+09,1.795e+09,1.207e+09,1.207e+09,2.217e+09,4.4e+08,4.4e+08,8.097e+09,3.183e+09,5.425e+09,-2.242e+09,5.606e+09,7.17e+08,4.362e+09,2.95e+08,2.32e+08,9.04e+09,1.7137e+10,1.305e+09,4.78e+08,1.03e+08,7.24e+08,2.474e+09,4.319e+09,1.35e+09,1.18e+08,4.2e+07,1.19e+09,5.669e+09,8.143e+09,3.691e+09,-3.213e+10,3.7906e+10,-4.73e+08,8.994e+09,8.994e+09,1.7137e+10,1.239e+09,2.37e+08,2.8e+07,6.41e+08,2.145e+09,-3.14e+08,1.819e+09,1.505e+09,-7.36e+08,-1.19209289550781e-07,-1.971e+09,-7e+06,-2.714e+09,9.36e+08,9.36e+08,9.36e+08,1.83e+09,5.068e+09,2.421e+09,0.64757,0.42857,0.33333,0.13776,0.0723,1.954,3.27284,0.90538,0.29573,1.30284,1.27864,3.90852,9.45741,2.54574,0.77392,5,0.12815,0.15709,0.59403,0.45628,0.52417
"37","2019_Q2",102.376507936508,"Up",3.594e+09,-1.333e+09,2.261e+09,-8.03e+08,-4.14e+08,-3.89e+08,1.458e+09,-2e+06,-3.8e+07,3.6e+07,1.456e+09,-7.9e+07,1.377e+09,-1.6e+08,1.217e+09,1.217e+09,1.217e+09,1.217e+09,4.086e+09,3.72e+09,3.66e+08,1.44e+09,1.44e+09,2.131e+09,2.94e+08,2.94e+08,7.951e+09,3.318e+09,5.642e+09,-2.324e+09,5.893e+09,6.47e+08,4.362e+09,2.9e+08,5.94e+08,9.492e+09,1.7443e+10,9.32e+08,4.77e+08,1.13e+08,3.42e+08,2.159e+09,5.057e+09,1.708e+09,1.2e+08,4.3e+07,1.545e+09,6.765e+09,8.924e+09,3.668e+09,-3.308e+10,3.8396e+10,-4.65e+08,8.519e+09,8.519e+09,1.7443e+10,1.217e+09,2.45e+08,7.6e+07,-4.31e+08,1.107e+09,-2.49e+08,1.422e+09,1.173e+09,-7.24e+08,7.43e+08,-1.001e+09,-1.6e+07,-9.98e+08,1.282e+09,1.282e+09,1.282e+09,1.703e+09,5.807e+09,1.183e+09,0.6291,0.40568,0.33862,0.14286,0.06977,0.97206,3.68272,1.04754,0.33291,1.29606,1.27301,3.82748,9.07242,1.25985,0.77103,3,0.12106,0.07378,0.59491,1.01057,1.18038
"38","2019_Q3",113.52140625,"Up",3.668e+09,-1.308e+09,2.36e+09,-8.1e+08,-4.2e+08,-3.9e+08,1.55e+09,8e+06,-4.4e+07,5.2e+07,1.558e+09,-4.4e+07,1.514e+09,-2.09e+08,1.305e+09,1.305e+09,1.305e+09,1.305e+09,4.218e+09,3.813e+09,4.05e+08,1.419e+09,1.419e+09,2.079e+09,2.4e+08,2.4e+08,7.956e+09,3.365e+09,5.706e+09,-2.341e+09,5.763e+09,5.57e+08,4.362e+09,2.61e+08,5.83e+08,9.428e+09,1.7384e+10,9.75e+08,4.12e+08,8.7e+07,4.76e+08,2.646e+09,4.558e+09,1.694e+09,1.21e+08,4.9e+07,1.524e+09,6.252e+09,8.898e+09,3.744e+09,-3.3775e+10,3.8974e+10,-4.57e+08,8.486e+09,8.486e+09,1.7384e+10,1.305e+09,2.53e+08,9.1e+07,1.47e+08,1.796e+09,-2.56e+08,-2e+06,-2.58e+08,-7.22e+08,0,-7.17e+08,-6e+06,-1.445e+09,9.3e+07,9.3e+07,9.3e+07,1.803e+09,5.807e+09,1.903e+09,0.6434,0.42257,0.35578,0.15378,0.07507,1.45824,3.0068,1.04855,0.33404,1.39274,1.3708,3.91462,9.05656,2.03095,0.77054,5,0.12679,0.11903,0.55326,0.88131,1.02516
"39","2019_Q4",114.50859375,"Up",3.771e+09,-1.325e+09,2.446e+09,-7.78e+08,-3.99e+08,-3.79e+08,1.668e+09,-9e+06,-4.3e+07,3.4e+07,1.659e+09,-7.9e+07,1.58e+09,-1.55e+08,1.425e+09,1.425e+09,1.425e+09,1.425e+09,5.067e+09,3.893e+09,1.174e+09,1.342e+09,1.342e+09,2.04e+09,2.64e+08,2.64e+08,8.713e+09,3.318e+09,5.683e+09,-2.365e+09,5.663e+09,4.67e+08,4.362e+09,2.57e+08,5.77e+08,9.279e+09,1.7992e+10,1.064e+09,3.97e+08,5.8e+07,6.09e+08,2.007e+09,5.302e+09,1.698e+09,1.23e+08,4.9e+07,1.526e+09,7e+09,9.007e+09,3.799e+09,-3.4045e+10,3.9674e+10,-4.43e+08,8.985e+09,8.985e+09,1.7992e+10,1.425e+09,2.62e+08,5.7e+07,2.48e+08,1.992e+09,-1.49e+08,-7.65e+08,-9.14e+08,-7.21e+08,-2e+06,-2.62e+08,-1.3e+07,-9.98e+08,8e+07,8e+07,8e+07,1.93e+09,5.801e+09,2.184e+09,0.64863,0.44232,0.37788,0.1586,0.0792,1.53263,4.34131,1.00245,0.32242,1.52406,1.49842,4.03316,9.60963,2.33583,0.77112,5,0.13019,0.13249,0.50596,0.38031,0.44005
"40","2020_Q1",112.179516129032,"Down",3.35e+09,-1.253e+09,2.097e+09,-7.98e+08,-4.12e+08,-3.86e+08,1.299e+09,8e+06,-4.5e+07,5.3e+07,1.307e+09,-5e+07,1.257e+09,-1.87e+08,1.07e+09,1.07e+09,1.07e+09,1.07e+09,5.387e+09,2.437e+09,2.95e+09,1.074e+09,1.074e+09,2.001e+09,2.99e+08,2.99e+08,8.761e+09,3.303e+09,5.74e+09,-2.437e+09,5.654e+09,3.4e+08,4.362e+09,1.97e+08,7.55e+08,9.257e+09,1.8018e+10,1.623e+09,3.88e+08,4.6e+07,1.189e+09,2.123e+09,5.303e+09,1.685e+09,9.3e+07,7.8e+07,1.514e+09,6.988e+09,9.111e+09,3.851e+09,-3.4495e+10,3.9898e+10,-3.47e+08,8.907e+09,8.907e+09,1.8018e+10,1.07e+09,2.36e+08,1.05e+08,3.43e+08,1.754e+09,-1.63e+08,-1.758e+09,-1.921e+09,-8.41e+08,0,-4.41e+08,-7e+06,-1.289e+09,-1.456e+09,-1.456e+09,-1.456e+09,1.535e+09,5.803e+09,1.902e+09,0.62597,0.38776,0.3194,0.12013,0.05939,1.77757,4.12671,1.0229,0.32207,1.14684,1.1275,3.59057,9.54662,2.03859,0.90139,5,0.11656,0.11601,0.78598,0.27101,0.32025
"41","2020_Q2",109.874761904762,"Down",3.329e+09,-1.241e+09,2.088e+09,-7.94e+08,-4.17e+08,-3.77e+08,1.294e+09,-2e+07,-4.5e+07,2.5e+07,1.274e+09,-5e+07,1.224e+09,-5e+07,1.174e+09,1.174e+09,1.174e+09,1.174e+09,4.742e+09,2.518e+09,2.224e+09,1.316e+09,1.316e+09,2.003e+09,2.49e+08,2.49e+08,8.31e+09,3.233e+09,5.736e+09,-2.503e+09,5.706e+09,4.28e+08,4.362e+09,2.08e+08,7.08e+08,8.973e+09,1.7283e+10,7.78e+08,3.63e+08,6.2e+07,3.53e+08,2.381e+09,5.499e+09,1.669e+09,9.5e+07,6.4e+07,1.51e+09,7.168e+09,9.549e+09,3.837e+09,-3.6002e+10,4.0227e+10,-3.28e+08,7.734e+09,7.734e+09,1.7283e+10,1.174e+09,2.36e+08,4.3e+07,-6.02e+08,8.51e+08,-1.61e+08,9.87e+08,8.26e+08,-8.41e+08,7.49e+08,-1.495e+09,-9e+06,-1.596e+09,8.1e+07,8.1e+07,8.1e+07,1.53e+09,6.55e+09,8.17e+08,0.62722,0.38871,0.35266,0.1518,0.06793,0.69591,3.49013,1.23468,0.37899,1.26101,1.24496,3.57573,8.3072,0.87755,0.90333,3,0.12631,0.05121,0.71635,1.1817,1.39722
"42","2020_Q3",129.02046875,"Up",3.239e+09,-1.157e+09,2.082e+09,-7.8e+08,-4.01e+08,-3.79e+08,1.302e+09,5.1e+07,-4.8e+07,9.9e+07,1.353e+09,-7.4e+07,1.279e+09,1.01e+08,1.38e+09,1.38e+09,1.38e+09,1.38e+09,4.96e+09,4.294e+09,6.66e+08,1.176e+09,1.176e+09,2.136e+09,2.16e+08,2.16e+08,8.488e+09,3.201e+09,5.741e+09,-2.54e+09,5.72e+09,3.81e+08,4.362e+09,2.36e+08,7.41e+08,8.957e+09,1.7445e+10,1.093e+09,4.09e+08,1.79e+08,5.05e+08,2.163e+09,6.245e+09,1.393e+09,9.9e+07,6e+07,1.234e+09,7.638e+09,9.801e+09,3.923e+09,-3.6725e+10,4.078e+10,-3.34e+08,7.644e+09,7.644e+09,1.7445e+10,1.38e+09,2.34e+08,5.3e+07,5.3e+07,1.72e+09,-1.29e+08,1.566e+09,1.437e+09,-8.23e+08,2.49e+08,-7.95e+08,-1.2e+07,-1.381e+09,1.776e+09,1.776e+09,1.776e+09,1.536e+09,6.796e+09,1.359e+09,0.64279,0.40198,0.42606,0.18053,0.07911,0.98478,3.92418,1.28218,0.38957,1.5082,1.48867,3.53989,8.3541,1.48525,0.89945,6,0.13914,0.08583,0.59638,1.19531,1.41014
"43","2020_Q4",148.61828125,"Up",3.817e+09,-1.364e+09,2.453e+09,-7.93e+08,-4.07e+08,-3.86e+08,1.66e+09,-2.2e+07,-4.9e+07,2.7e+07,1.638e+09,-5.1e+07,1.587e+09,-2.34e+08,1.353e+09,1.353e+09,1.353e+09,1.353e+09,5.518e+09,2.822e+09,2.696e+09,1.392e+09,1.392e+09,2.072e+09,2.77e+08,2.77e+08,9.259e+09,3.19e+09,5.698e+09,-2.508e+09,5.711e+09,3.22e+08,4.362e+09,2.99e+08,7.28e+08,8.948e+09,1.8207e+10,1.111e+09,4.11e+08,4.4e+07,6.56e+08,2.185e+09,6.247e+09,1.45e+09,1.03e+08,6.9e+07,1.278e+09,7.697e+09,9.882e+09,3.998e+09,-3.6643e+10,4.1305e+10,-3.35e+08,8.325e+09,8.325e+09,1.8207e+10,1.353e+09,2.34e+08,1.3e+07,-1.57e+08,1.443e+09,-1.44e+08,-2.045e+09,-2.189e+09,-8.25e+08,0,1.08e+08,-9e+06,-7.26e+08,-1.472e+09,-1.472e+09,-1.472e+09,1.894e+09,6.797e+09,1.827e+09,0.64265,0.4349,0.35447,0.16252,0.07431,1.35033,4.23753,1.18703,0.37332,1.47546,1.4564,4.16249,9.07852,1.99237,0.89967,5,0.13143,0.11025,0.60976,0.67529,0.77048
"44","2021_Q1",167.124426229508,"Up",4.076e+09,-1.43e+09,2.646e+09,-7.86e+08,-3.98e+08,-3.88e+08,1.86e+09,1.14e+08,-4.8e+07,1.62e+08,1.974e+09,-4.7e+07,1.927e+09,-2.39e+08,1.688e+09,1.688e+09,1.688e+09,1.688e+09,6.568e+09,3.107e+09,3.461e+09,1.414e+09,1.414e+09,1.955e+09,3.02e+08,3.02e+08,1.0239e+10,3.269e+09,5.781e+09,-2.512e+09,5.843e+09,213867348.491394,4.362e+09,3.43e+08,1.138e+09,9.112e+09,1.9351e+10,1.84e+09,4.15e+08,1.34e+08,1.291e+09,2.39e+09,6.248e+09,1.526e+09,1.31e+08,9e+07,1.305e+09,7.774e+09,1.0164e+10,4.074e+09,-36495266311.9917,4.2051e+10,-3.6938e+10,9.187e+09,9.187e+09,1.9351e+10,1.688e+09,2.27e+08,3.5e+07,1.75e+08,2.125e+09,-2.11e+08,-7.85e+08,-9.96e+08,-9.37e+08,0,9.9e+07,-6e+06,-8.44e+08,2.85e+08,2.85e+08,2.85e+08,2.087e+09,6.798e+09,2.29e+09,0.64917,0.45633,0.41413,0.18374,0.08723,1.35664,4.2841,1.10635,0.3513,1.83279,1.80922,4.42562,9.97503,2.48643,1.01737,8,0.14991,0.13077,0.55509,0.11021,0.12366
"45","2021_Q2",181.335238095238,"Up",4.289e+09,-1.492e+09,2.797e+09,-8.11e+08,-4.25e+08,-3.86e+08,1.986e+09,0,-4.6e+07,4.6e+07,1.986e+09,-4.7e+07,1.939e+09,-1.86e+08,1.753e+09,1.753e+09,1.753e+09,1.753e+09,6.686e+09,2.442e+09,4.244e+09,1.584e+09,1.584e+09,1.89e+09,2.45e+08,2.45e+08,1.0405e+10,3.431e+09,5.967e+09,-2.536e+09,5.803e+09,1.05e+08,4.362e+09,3.31e+08,1.005e+09,9.234e+09,1.9639e+10,1.7e+09,5.67e+08,2.78e+08,8.55e+08,1.7e+09,6.25e+09,1.523e+09,1.3e+08,8.8e+07,1.305e+09,7.773e+09,9.473e+09,4.132e+09,-3.6479e+10,4.286e+10,-3.47e+08,1.0166e+10,1.0166e+10,1.9639e+10,1.753e+09,2.26e+08,8.3e+07,-2.12e+08,1.85e+09,-3.07e+08,-8.02e+08,-1.109e+09,-9.4e+08,-5.5e+08,9.6e+07,-1.2e+07,-1.406e+09,-6.65e+08,-6.65e+08,-6.65e+08,2.212e+09,6.25e+09,1.879e+09,0.65213,0.46304,0.40872,0.17244,0.08926,1.07188,6.12059,0.93183,0.31824,1.9013,1.87487,4.65184,11.02603,2.03796,1.01952,8,0.15012,0.10474,0.53622,-0.19711,-0.21954
"46","2021_Q3",185.471875,"Up",4.58e+09,-1.503e+09,3.077e+09,-8.16e+08,-4.25e+08,-3.91e+08,2.261e+09,2.9e+07,-4.4e+07,7.3e+07,2.29e+09,-4.8e+07,2.242e+09,-3.11e+08,1.931e+09,1.931e+09,1.931e+09,1.931e+09,7.39e+09,3.649e+09,3.741e+09,1.591e+09,1.591e+09,1.856e+09,3.4e+08,3.4e+08,1.1177e+10,3.678e+09,6.235e+09,-2.557e+09,5.748e+09,5.7e+07,4.362e+09,3.26e+08,1.003e+09,9.426e+09,2.0603e+10,1.702e+09,5.87e+08,1.07e+08,1.008e+09,2.201e+09,5.752e+09,1.497e+09,1.31e+08,8.7e+07,1.279e+09,7.249e+09,9.45e+09,4.226e+09,-3.6596e+10,4.3846e+10,-322999999.999996,1.1153e+10,1.1153e+10,2.0603e+10,1.931e+09,2.32e+08,8e+07,-1.22e+08,2.121e+09,-3.83e+08,5.1e+08,1.27e+08,-9.42e+08,0,-9.2e+07,-7e+06,-1.041e+09,1.207e+09,1.207e+09,1.207e+09,2.493e+09,6.251e+09,2.299e+09,0.67183,0.49367,0.42162,0.17314,0.09372,1.19057,5.07815,0.84731,0.3034,2.09436,2.06524,4.96746,12.09653,2.49349,1.02169,8,0.152,0.12163,0.48783,-0.45688,-0.50376
"47","2021_Q4",187.86765625,"Up",4.643e+09,-1.491e+09,3.152e+09,-8e+08,-4.12e+08,-3.88e+08,2.352e+09,-3e+07,-4.5e+07,1.5e+07,2.322e+09,-4.7e+07,2.275e+09,-3.28e+08,1.947e+09,1.947e+09,1.947e+09,1.947e+09,9.782e+09,5.663e+09,4.119e+09,1.653e+09,1.653e+09,1.863e+09,2.87e+08,2.87e+08,1.3585e+10,4.021e+09,6.661e+09,-2.64e+09,5.667e+09,9e+06,4.362e+09,3.09e+08,9.87e+08,9.688e+09,2.3273e+10,1.913e+09,5.96e+08,1.01e+08,1.216e+09,2.413e+09,7.239e+09,1.47e+09,1.29e+08,8.6e+07,1.255e+09,8.709e+09,1.1122e+10,4.304e+09,-3.6687e+10,4.4847e+10,-3.13e+08,1.2151e+10,1.2151e+10,2.3273e+10,1.947e+09,2.39e+08,7.3e+07,1.69e+08,2.428e+09,-4.83e+08,-4.01e+08,-8.84e+08,-9.42e+08,1.495e+09,-6.4e+07,-1.9e+07,4.7e+08,2.014e+09,2.014e+09,2.014e+09,2.591e+09,7.739e+09,2.605e+09,0.67887,0.50657,0.41934,0.16023,0.08366,1.33796,5.62992,0.91532,0.33253,2.10943,2.08013,5.03034,13.16468,2.82232,1.02059,8,0.13525,0.12196,0.48382,-0.7885,-0.86862
"48","2022_Q1",173.654677419355,"Down",4.832e+09,-1.482e+09,3.35e+09,-7.93e+08,-4.04e+08,-3.89e+08,2.557e+09,-4e+07,-4.9e+07,9e+06,2.517e+09,-5.4e+07,2.463e+09,-3.25e+08,2.138e+09,2.138e+09,2.138e+09,2.138e+09,9.739e+09,4.631e+09,5.108e+09,1.701e+09,1.701e+09,1.91e+09,3.35e+08,3.35e+08,1.3685e+10,5.141e+09,7.858e+09,-2.717e+09,5.85e+09,-82141515.1542713,4.362e+09,2.63e+08,1.225e+09,1.0991e+10,2.4676e+10,2.069e+09,5.71e+08,1.21e+08,1.377e+09,2.569e+09,7.241e+09,1.533e+09,7.9e+07,8.7e+07,1.367e+09,8.774e+09,1.1343e+10,4.371e+09,-36616045763.3719,4.5919e+10,-3.6957e+10,1.3333e+10,1.3333e+10,2.4676e+10,2.138e+09,2e+08,9000000.00000001,9999999.99999997,2.357e+09,-1.214e+09,-1.015e+09,-2.229e+09,-1.062e+09,0,-9e+07,-8e+06,-1.16e+09,-1.032e+09,-1.032e+09,-1.032e+09,2.757e+09,7.741e+09,1.878e+09,0.69329,0.52918,0.44247,0.16035,0.08664,0.87839,5.32698,0.85075,0.31371,2.31636,2.28419,5.2351,14.44529,2.03467,1.1506,7,0.14155,0.08307,0.49673,-0.7247,-0.78138
