"","YQ","p","d","revenue","sales_services_revenue","financing_revenue","other_revenue","cost_of_revenue","cost_of_goods_services","cost_of_financing_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","long_term_investments","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",132181.112903226,"Up",4.105e+10,2.0982e+10,1.1649e+10,8.419e+09,-3.1857e+10,-2.2922e+10,-8.935e+09,9.193e+09,-3.257e+09,-3.257e+09,5.936e+09,5.936e+09,5.936e+09,-1.882e+09,4.054e+09,4.054e+09,-1.34e+08,3.92e+09,3.92e+09,4.7776e+10,4.7776e+10,3.4557e+10,9.476e+09,9.1809e+10,1.04847e+11,1.38676e+11,1.38676e+11,8.8783e+10,5.4143e+10,3.464e+10,3.32306e+11,4.24115e+11,3.311e+10,3.311e+10,6.2509e+10,1.39422e+11,4.4514e+10,1.009e+10,8.4818e+10,2.01931e+11,2.35041e+11,3.7898e+10,1.19721e+11,2.705e+10,1.84602e+11,4.472e+09,1.89074e+11,4.24115e+11,4.054e+09,1.296e+09,-1.58e+08,1.459e+09,6.651e+09,-2.614e+09,2.504e+09,-1.362e+09,8.19e+08,-6.53e+08,1.077e+09,-5.7e+07,1.02e+09,7.018e+09,7.018e+09,9.7e+07,7.115e+09,7.232e+09,6.2509e+10,7.959e+09,0.22395,0.1446,0.09549,0.02073,0.00924,2.03036,2.77285,1.24312,0.14739,2372.60704,2372.60704,24845.79567,111731.63393,4817.23965,8,0.01003,0.02036,2.0372,2.48197
"12","2013_Q1",148744.2,"Up",4.472e+10,2.4745e+10,1.1518e+10,8.457e+09,-3.5608e+10,-2.5717e+10,-9.891e+09,9.112e+09,-2.358e+09,-2.358e+09,6.754e+09,6.754e+09,6.754e+09,-2.093e+09,4.661e+09,4.661e+09,-1.1e+08,4.551e+09,4.551e+09,4.6992e+10,4.6992e+10,3.4562e+10,9.675e+09,9.1229e+10,1.06872e+11,1.40287e+11,1.40287e+11,8.9064e+10,5.4523e+10,3.4541e+10,3.36223e+11,4.27452e+11,3.5361e+10,3.5361e+10,6.2736e+10,1.37767e+11,4.4494e+10,7.933e+09,8.534e+10,2.00503e+11,2.35864e+11,3.7238e+10,1.24272e+11,2.75e+10,1.87647e+11,3.941e+09,1.91588e+11,4.27452e+11,4.661e+09,2.34e+09,-2.451e+09,2.4e+08,4.79e+09,-2.582e+09,3.87e+08,-1.357e+09,4.44e+08,-3.108e+09,-5.13e+08,-1.972e+09,-2.485e+09,-803000000.000001,-803000000.000001,18999999.9999999,-784000000.000001,9.094e+09,6.2736e+10,8.845e+09,0.20376,0.15103,0.10177,0.02375,0.01065,1.94353,2.57993,1.2311,0.14677,2757.29781,2757.29781,27094.34369,113689.00516,5358.88797,9,0.01161,0.02256,1.73125,2.33106
"13","2013_Q2",165023.421875,"Up",4.3867e+10,2.3027e+10,1.244e+10,8.4e+09,-3.3362e+10,-2.4688e+10,-8.674e+09,1.0505e+10,-3.21e+09,-3.21e+09,7.295e+09,7.295e+09,7.295e+09,-2.278e+09,5.017e+09,5.017e+09,-1.25e+08,4.892e+09,4.892e+09,4.9089e+10,4.9089e+10,3.6221e+10,9.673e+09,9.4983e+10,1.07267e+11,1.49192e+11,1.49192e+11,9.086e+10,5.4407e+10,3.6453e+10,3.47319e+11,4.42302e+11,3.4385e+10,3.4385e+10,6.3249e+10,1.42562e+11,4.9599e+10,6.721e+09,8.6242e+10,2.05811e+11,2.40196e+11,3.7278e+10,1.29164e+11,3.2992e+10,1.98071e+11,4.035e+09,2.02106e+11,4.42302e+11,5.017e+09,1.601e+09,9.43e+08,-1.506e+09,6.055e+09,-2.207e+09,-4.44e+08,-9.2e+07,-1.213e+09,-3.956e+09,6.54e+08,-5.97e+08,5.7e+07,2.156e+09,2.156e+09,-5.9e+07,2.097e+09,8.896e+09,6.3249e+10,7.461e+09,0.23947,0.1663,0.11152,0.02421,0.01106,1.52514,2.76234,1.18847,0.143,2977.15224,2977.15224,26696.3895,120541.19418,4540.58317,9,0.01199,0.01829,1.59173,1.94106
"14","2013_Q3",173021.84375,"Up",4.4693e+10,2.4595e+10,1.172e+10,8.378e+09,-3.4517e+10,-2.5837e+10,-8.68e+09,1.0176e+10,-3.285e+09,-3.285e+09,6.891e+09,6.891e+09,6.891e+09,-2.279e+09,4.612e+09,4.612e+09,-7.1e+07,4.541e+09,4.541e+09,3.5695e+10,3.5695e+10,3.4811e+10,9.877e+09,8.0383e+10,1.08349e+11,1.66157e+11,1.66157e+11,9.1674e+10,5.4372e+10,3.7302e+10,3.6618e+11,4.46563e+11,3.5531e+10,3.5531e+10,6.3953e+10,1.42091e+11,4.9547e+10,6.241e+09,8.6303e+10,2.06044e+11,2.41575e+11,3.6109e+10,1.33705e+11,3.3565e+10,2.02016e+11,2.972e+09,2.04988e+11,4.46563e+11,4.612e+09,1.616e+09,-5.97e+08,1.225e+09,6.856e+09,-2.551e+09,-2.691e+09,-1.2312e+10,-9.53e+08,-1.8507e+10,7.17e+08,-2.479e+09,-1.762e+09,-1.3413e+10,-1.3413e+10,1.9e+07,-1.3394e+10,8.507e+09,6.3953e+10,9.46e+09,0.22769,0.15419,0.1016,0.02215,0.01017,2.08324,2.26233,1.17848,0.14321,2762.83599,2762.83599,27192.12266,122910.60908,5755.65481,8,0.01105,0.02302,3.32174,4.10071
"15","2013_Q4",173485.65625,"Up",4.6541e+10,2.4627e+10,1.2871e+10,9.043e+09,-3.5963e+10,-2.625e+10,-9.713e+09,1.0578e+10,-3.2e+09,-3.2e+09,7.378e+09,7.378e+09,7.378e+09,-2.225e+09,5.153e+09,5.153e+09,-1e+08,5.053e+09,5.053e+09,4.2079e+10,4.2079e+10,3.9983e+10,9.88e+09,9.1942e+10,1.10556e+11,1.63435e+11,1.63435e+11,9.2148e+10,5.4735e+10,3.7413e+10,3.66139e+11,4.58081e+11,3.6391e+10,3.6391e+10,6.5749e+10,1.4451e+11,5.0849e+10,5.847e+09,8.7814e+10,2.10259e+11,2.4665e+11,3.609e+10,1.38758e+11,3.4897e+10,2.08382e+11,3.049e+09,2.11431e+11,4.58081e+11,5.153e+09,1.616e+09,-9.6e+08,2.017e+09,7.826e+09,-2.969e+09,-1.15e+08,-6.76e+08,7.59e+08,-3.001e+09,1.48e+09,1.2e+07,1.492e+09,6.317e+09,6.317e+09,6.7e+07,6.384e+09,8.994e+09,6.5749e+10,1.0267e+10,0.22728,0.15853,0.10857,0.0239,0.01103,2.03186,2.5265,1.16657,0.14353,3074.00486,3074.00486,28313.33071,126769.69724,6245.95446,8,0.01198,0.02435,2.63175,3.20819
"16","2014_Q1",175515.213114754,"Up",4.7049e+10,2.5379e+10,1.2734e+10,8.936e+09,-3.623e+10,-2.6901e+10,-9.329e+09,1.0819e+10,-3.587e+09,-3.587e+09,7.232e+09,7.232e+09,7.232e+09,-2.169e+09,5.063e+09,5.063e+09,-7.3e+07,4.99e+09,4.99e+09,4.8186e+10,4.8186e+10,3.3106e+10,9.86e+09,9.1152e+10,1.23805e+11,1.63706e+11,1.63706e+11,1.06268e+11,5.7011e+10,3.7146e+10,3.93779e+11,4.84931e+11,3.7835e+10,3.7835e+10,7.2224e+10,1.50387e+11,5.7739e+10,5.331e+09,8.7317e+10,2.22611e+11,2.60446e+11,3.548e+10,1.43748e+11,4.4025e+10,2.2189e+11,2.595e+09,2.24485e+11,4.84931e+11,5.063e+09,1.675e+09,-2.321e+09,2.55e+09,6.967e+09,-3.36e+09,6.529e+09,-5.601e+09,3.61e+08,-2.071e+09,1.134e+09,39999999.9999995,1.174e+09,6.07e+09,6.07e+09,3.7e+07,6.107e+09,8.907e+09,7.2224e+10,1.0266e+10,0.22995,0.15371,0.10606,0.02223,0.01029,2.05731,2.4092,1.16019,0.14894,3035.4903,3035.4903,28620.59778,134978.94623,6244.95859,5,0.01116,0.02296,2.69878,3.32384
"17","2014_Q2",189817.555555556,"Up",4.5453e+10,2.3424e+10,1.2276e+10,9.753e+09,-3.559e+10,-2.6107e+10,-9.483e+09,9.863e+09,-3.265e+09,-3.265e+09,6.598e+09,6.598e+09,6.598e+09,-1.825e+09,4.773e+09,4.773e+09,-6.8e+07,4.705e+09,4.705e+09,4.8948e+10,4.8948e+10,3.5181e+10,1.0245e+10,9.4374e+10,1.2508e+11,1.65796e+11,1.65796e+11,1.09694e+11,5.8264e+10,3.9343e+10,4.0057e+11,4.94944e+11,3.6677e+10,3.6677e+10,7.3223e+10,1.54755e+11,6.0001e+10,5.095e+09,8.9659e+10,2.27978e+11,2.64655e+11,3.5473e+10,1.48453e+11,4.5049e+10,2.27612e+11,2.677e+09,2.30289e+11,4.94944e+11,4.773e+09,1.772e+09,3.26e+08,-1.943e+09,4.928e+09,-2.794e+09,-1.018e+09,-7e+08,6.57e+08,-3.855e+09,9.61e+08,-1.272e+09,-3.11e+08,7.62e+08,7.62e+08,81460529.5107844,7.62e+08,8.37e+09,7.3223e+10,5.458e+09,0.21699,0.14516,0.10351,0.02043,0.00951,1.16004,2.57311,1.14923,0.14794,2861.81944,2861.81944,27646.81803,138445.15312,3319.8322,3,0.01027,0.01191,2.90024,3.67915
"18","2014_Q3",199815.625,"Up",4.9762e+10,2.616e+10,1.3756e+10,9.846e+09,-3.7457e+10,-2.7948e+10,-9.509e+09,1.2305e+10,-3.389e+09,-3.389e+09,8.916e+09,8.916e+09,8.916e+09,-2.458e+09,6.458e+09,6.458e+09,-6.3e+07,6.395e+09,6.395e+09,5.5455e+10,5.5455e+10,3.5514e+10,1.0199e+10,1.01168e+11,1.27635e+11,1.6524e+11,1.6524e+11,1.10336e+11,5.8792e+10,3.9528e+10,4.03211e+11,5.04379e+11,3.7668e+10,3.7668e+10,7.4087e+10,1.55864e+11,6.0601e+10,4.925e+09,9.0338e+10,2.29951e+11,2.67619e+11,3.5499e+10,1.54848e+11,4.5421e+10,2.34005e+11,2.755e+09,2.3676e+11,5.04379e+11,6.458e+09,1.81e+09,-2.077e+09,7.14e+08,6.905e+09,-3.299e+09,2.184e+09,2.4e+07,1.22e+08,-9.69e+08,5.68e+08,-1.8e+07,5.5e+08,6.486e+09,6.486e+09,2.1e+07,6.507e+09,1.0726e+10,7.4087e+10,1.0599e+10,0.24728,0.17917,0.12851,0.02701,0.01268,1.65739,2.68578,1.13034,0.14689,3889.02504,3889.02504,30262.02724,142306.69356,6445.62571,7,0.0137,0.02271,1.73709,2.08973
"19","2014_Q4",216493.78375,"Up",5.1199e+10,2.64e+10,1.4102e+10,1.0697e+10,-4.1114e+10,-2.8555e+10,-1.2559e+10,1.0085e+10,-3.335e+09,-3.335e+09,6.75e+09,6.75e+09,6.75e+09,-2.029e+09,4.721e+09,4.721e+09,-1.04e+08,4.617e+09,4.617e+09,6.238e+10,6.238e+10,3.6552e+10,1.0182e+10,1.09114e+11,1.29802e+11,1.65546e+11,1.65546e+11,1.12901e+11,5.8669e+10,4.2402e+10,4.08249e+11,5.17363e+11,3.9939e+10,3.9939e+10,7.4812e+10,1.6231e+11,6.1106e+10,4.667e+09,9.6537e+10,2.37122e+11,2.77061e+11,3.5568e+10,1.59465e+11,4.4186e+10,2.37456e+11,2.846e+09,2.40302e+11,5.17363e+11,4.721e+09,1.854e+09,3.812e+09,1.937e+09,1.2324e+10,-4.079e+09,-1.889e+09,-3.93e+08,2.19e+08,-6.142e+09,8.97e+08,4e+07,9.37e+08,7.119e+09,7.119e+09,-1.94e+08,6.925e+09,8.604e+09,7.4812e+10,8.491e+09,0.19698,0.13184,0.09018,0.01921,0.00892,1.83907,2.73202,1.15297,0.1446,2810.88874,2810.88874,31170.607,144566.25436,5169.42956,5,0.00967,0.01779,1.44491,1.84178
"20","2015_Q1",221029.278360656,"Up",4.8285e+10,2.6207e+10,1.1684e+10,1.0394e+10,-3.8686e+10,-2.8399e+10,-1.0287e+10,9.599e+09,-3.732e+09,-3.732e+09,5.867e+09,5.841e+09,5.841e+09,-1.623e+09,4.218e+09,4.218e+09,-6.3e+07,4.155e+09,4.155e+09,6.3269e+10,6.3269e+10,3.4418e+10,1.0236e+10,1.07923e+11,1.37244e+11,1.66549e+11,1.66549e+11,1.14151e+11,6.0714e+10,3.2574e+10,4.17944e+11,5.25867e+11,3.0556e+10,3.0556e+10,7.989e+10,1.72394e+11,6.1235e+10,4.81e+09,1.06349e+11,2.52284e+11,2.8284e+11,3.5581e+10,1.6362e+11,4.2732e+10,2.4017e+11,2.857e+09,2.43027e+11,5.25867e+11,4.218e+09,1.934e+09,-8.27e+08,2.528e+09,7.853e+09,-5.013e+09,-6.34e+08,-3.755e+09,4.2e+07,-9.36e+09,1.57e+09,-1.5e+07,1.555e+09,4.8e+07,4.8e+07,-1.16e+08,-6.8e+07,7.801e+09,7.989e+10,6.939e+09,0.1988,0.12151,0.08605,0.0171,0.0079,1.67004,3.53197,1.16382,0.15192,2529.13681,2529.13681,29390.94368,146190.80344,4223.74978,5,0.00839,0.01401,2.13062,2.83296
"21","2015_Q2",214536.263809524,"Down",4.8644e+10,2.6163e+10,1.259e+10,9.891e+09,-3.7554e+10,-2.7886e+10,-9.668e+09,1.109e+10,-3.443e+09,-3.443e+09,7.647e+09,7.647e+09,7.647e+09,-2.414e+09,5.233e+09,5.233e+09,-6.9e+07,5.164e+09,5.164e+09,6.3711e+10,6.3711e+10,3.648e+10,1.1681e+10,1.11872e+11,1.3874e+11,1.62854e+11,1.62854e+11,1.1761e+11,6.2879e+10,4.3238e+10,4.19204e+11,5.31076e+11,3.9801e+10,3.9801e+10,8.3795e+10,1.62641e+11,6.1609e+10,3.503e+09,9.7529e+10,2.46436e+11,2.86237e+11,3.5573e+10,1.68784e+11,3.8864e+10,2.41458e+11,3.381e+09,2.44839e+11,5.31076e+11,5.233e+09,1.871e+09,1.529e+09,-2.67e+09,5.963e+09,-3.447e+09,-7.87e+08,-3.995e+09,9.7e+07,-8.132e+09,2.928e+09,-1.1e+08,2.818e+09,6.49e+08,6.49e+08,-2.07e+08,4.42e+08,9.518e+09,8.3795e+10,5.815e+09,0.22798,0.1572,0.10616,0.02109,0.00972,1.12607,2.81078,1.16908,0.15778,3143.12478,3143.12478,29607.6998,146966.03855,3539.36301,7,0.01051,0.01184,2.11011,2.62639
"22","2015_Q3",206031.66078125,"Down",5.1368e+10,2.9175e+10,1.2327e+10,9.866e+09,-4.1742e+10,-3.0327e+10,-1.1415e+10,9.626e+09,-3.78e+09,-3.78e+09,5.846e+09,5.846e+09,5.846e+09,-1.739e+09,4.107e+09,4.107e+09,-9.4e+07,4.013e+09,4.013e+09,6.6587e+10,6.6587e+10,3.7198e+10,1.2072e+10,1.15857e+11,1.40879e+11,1.65798e+11,1.65798e+11,1.1824e+11,6.2799e+10,4.3986e+10,4.24917e+11,5.40774e+11,4.162e+10,4.162e+10,8.4578e+10,1.65374e+11,6.2678e+10,3.666e+09,9.903e+10,2.49952e+11,2.91572e+11,3.5592e+10,1.72797e+11,3.9417e+10,2.46043e+11,3.159e+09,2.49202e+11,5.40774e+11,4.107e+09,1.941e+09,467000000.000001,1.465e+09,7.98e+09,-3.389e+09,-1.851e+09,-504999999.999999,1.33e+08,-5.612e+09,4.51e+08,-7.3e+07,3.78e+08,2.746e+09,2.746e+09,1.3e+08,2.876e+09,7.787e+09,8.4578e+10,7.602e+09,0.18739,0.11381,0.07812,0.0161,0.00742,1.89434,2.78369,1.17002,0.1564,2442.35691,2442.35691,31263.1422,149744.53543,4626.66265,5,0.00804,0.01523,2.31039,3.07749
"23","2015_Q4",201277.38671875,"Down",5.8989e+10,2.8815e+10,1.9477e+10,1.0697e+10,-4.0787e+10,-3.0051e+10,-1.0736e+10,1.8202e+10,-4.13e+09,-4.13e+09,1.4072e+10,1.4072e+10,1.4072e+10,-4.545e+09,9.527e+09,9.527e+09,-9.9e+07,9.428e+09,9.428e+09,6.626e+10,6.626e+10,3.717e+10,1.1995e+10,1.15425e+11,1.43333e+11,1.56839e+11,1.56839e+11,1.29871e+11,6.2692e+10,4.3653e+10,4.30043e+11,5.45468e+11,4.1741e+10,4.1741e+10,8.4911e+10,1.67495e+11,6.2266e+10,4.43e+09,1.00799e+11,2.52406e+11,2.94147e+11,3.5618e+10,1.82225e+11,3.2203e+10,2.48283e+11,3.038e+09,2.51321e+11,5.45468e+11,9.527e+09,1.989e+09,-6.226e+09,4.922e+09,1.0212e+10,-4.967e+09,-5.69e+08,-5.56e+09,-8e+06,-1.1104e+10,6.71e+08,-6.9e+07,6.02e+08,-2.9e+08,-2.9e+08,-3.7e+07,-3.27e+08,1.6061e+10,8.4911e+10,2.0561e+10,0.30857,0.23855,0.15983,0.03751,0.01728,2.18084,2.76527,1.1704,0.15567,5737.17321,5737.17321,35896.27814,151086.39959,12511.88145,7,0.01872,0.04082,1.16126,1.3254
"24","2016_Q1",199512.924918033,"Down",5.1942e+10,2.8278e+10,1.4114e+10,9.55e+09,-4.0483e+10,-2.933e+10,-1.1153e+10,1.1459e+10,-3.956e+09,-3.956e+09,7.503e+09,7.381e+09,7.381e+09,-1.834e+09,5.547e+09,5.547e+09,-6.9e+07,5.478e+09,5.478e+09,6.7161e+10,6.7161e+10,3.6075e+10,1.1916e+10,1.19721e+11,1.45166e+11,1.58328e+11,1.58328e+11,1.29042e+11,6.2708e+10,3.3762e+10,4.32536e+11,5.52257e+11,3.1271e+10,3.1271e+10,8.4289e+10,1.7807e+11,6.3126e+10,3.836e+09,1.11108e+11,2.62359e+11,2.9363e+11,3.5628e+10,1.87703e+11,3.3982e+10,2.5555e+11,3.077e+09,2.58627e+11,5.52257e+11,5.547e+09,1.978e+09,-6.54e+08,4.65e+08,7.336e+09,-4.279e+09,970000000.000001,-1e+08,2.56e+08,-3.153e+09,-1.4e+07,1.9e+07,4999999.99999905,4.188e+09,4.188e+09,-5.1e+07,4.137e+09,9.481e+09,8.4289e+10,7.501e+09,0.22061,0.14445,0.10546,0.02118,0.00992,1.3693,3.8285,1.13534,0.15263,666.03881,666.03881,6315.3318,31070.86833,912.003849999999,7,0.01051,0.0144,1.80656,2.28282
"25","2016_Q2",214456.1715625,"Up",5.2163e+10,2.9671e+10,1.3647e+10,8.845e+09,-4.1832e+10,-2.9883e+10,-1.1949e+10,1.0331e+10,-4.115e+09,-4.115e+09,6.216e+09,6.456e+09,6.456e+09,-7.99e+08,5.657e+09,5.657e+09,-6.8e+07,5.589e+09,5.589e+09,5.8342e+10,5.8342e+10,4.0115e+10,1.5837e+10,1.14294e+11,1.49535e+11,1.49496e+11,1.49496e+11,1.7299e+11,7.9114e+10,3.5089e+10,4.72021e+11,5.86315e+11,3.2809e+10,3.2809e+10,1.01539e+11,1.9013e+11,7.0963e+10,4.646e+09,1.14521e+11,2.91669e+11,3.24478e+11,3.5678e+10,1.93292e+11,3.1454e+10,2.58661e+11,3.176e+09,2.61837e+11,5.86315e+11,5.657e+09,2.125e+09,1.197e+09,-1.525e+09,7.454e+09,-2.843e+09,-1.0347e+10,-3.0185e+10,-4.85e+08,-4.386e+10,1.1588e+10,2.5e+07,1.1613e+10,-2.4793e+10,-2.4793e+10,7e+06,-2.4786e+10,8.341e+09,1.01539e+11,4.772e+09,0.19805,0.11916,0.10714,0.02135,0.00953,0.85382,3.48362,1.23924,0.17318,3400.6962,3400.6962,31739.22276,157385.48586,2903.58244,4,0.0101,0.00862,5.17888,6.94932
"26","2016_Q3",219349.64796875,"Up",5.4254e+10,3.2119e+10,1.3284e+10,8.851e+09,-4.2579e+10,-3.1563e+10,-1.1016e+10,1.1675e+10,-4.509e+09,-4.509e+09,7.166e+09,7.372e+09,7.372e+09,-2.29e+09,5.082e+09,5.082e+09,-8.1e+07,5.001e+09,5.001e+09,7.2679e+10,7.2679e+10,4.025e+10,1.572e+10,1.28649e+11,1.50711e+11,1.47493e+11,1.47493e+11,1.65963e+11,7.9177e+10,3.5855e+10,4.64167e+11,5.92816e+11,3.3613e+10,3.3613e+10,1.01413e+11,1.91532e+11,7.218e+10,4.626e+09,1.14726e+11,2.92945e+11,3.26558e+11,3.5718e+10,1.98293e+11,3.0777e+10,2.63025e+11,3.233e+09,2.66258e+11,5.92816e+11,5.082e+09,2.234e+09,-5.61e+08,1.055e+09,7.81e+09,-3.301e+09,-2.914e+09,-2.55e+08,7.4e+07,-6.396e+09,2.11e+08,-7.1e+07,1.4e+08,1.554e+09,1.554e+09,-5e+06,1.549e+09,9.4e+09,1.01413e+11,9.444e+09,0.21519,0.13208,0.09218,0.01878,0.00844,1.88842,3.82736,1.22647,0.17107,3042.44271,3042.44271,33006.33614,160015.69587,5745.41672,6,0.00894,0.01689,3.05681,4.00977
"27","2016_Q4",230816.066666667,"Up",5.8843e+10,3.2124e+10,1.6389e+10,1.033e+10,-4.4119e+10,-3.2121e+10,-1.1998e+10,1.4724e+10,-4.424e+09,-4.424e+09,1.03e+10,1.0525e+10,1.0525e+10,-3.192e+09,7.333e+09,7.333e+09,-1.35e+08,7.198e+09,7.198e+09,8.4835e+10,8.4835e+10,4.0757e+10,1.5763e+10,1.41355e+11,1.52068e+11,1.43199e+11,1.43199e+11,1.67416e+11,7.9392e+10,3.7279e+10,4.62683e+11,6.04038e+11,3.5632e+10,3.5632e+10,1.01798e+11,1.93993e+11,7.357e+10,3.973e+09,1.1645e+11,2.95791e+11,3.31423e+11,3.5738e+10,2.05491e+11,2.9798e+10,2.69264e+11,3.351e+09,2.72615e+11,6.04038e+11,7.333e+09,2.246e+09,-1.623e+09,1.877e+09,9.833e+09,-3.285e+09,-2.1106e+10,-3.75e+08,-1.53e+08,-2.4919e+10,4.28e+08,1.5e+07,4.43e+08,-1.4643e+10,-1.4643e+10,-1.2e+07,-1.4655e+10,1.2546e+10,1.01798e+11,1.433e+10,0.25023,0.17504,0.12233,0.0264,0.01192,1.99083,3.96708,1.21572,0.16853,4378.56922,4378.56922,35794.40799,163794.25713,8716.99041,4,0.01266,0.02521,1.35206,1.64689
"28","2017_Q1",250864.504677419,"Up",5.8344e+10,3.1783e+10,1.7045e+10,9.516e+09,-4.4113e+10,-3.1829e+10,-1.2284e+10,1.4231e+10,-5.169e+09,-5.169e+09,9.062e+09,9.314e+09,9.314e+09,-2.959e+09,6.355e+09,6.355e+09,-6.9e+07,6.286e+09,6.286e+09,3.9032e+10,2.8048e+10,4.0397e+10,1.5727e+10,1.42494e+11,1.52773e+11,1.73612e+11,1.73612e+11,1.51975e+11,7.9486e+10,3.9008e+10,4.7836e+11,6.20854e+11,3.5042e+10,6.0014e+10,1.01644e+11,1.73768e+11,7.7442e+10,2.89e+09,9.3436e+10,2.75412e+11,3.35426e+11,3.5689e+10,2.10846e+11,3.7298e+10,2.8207e+11,3.358e+09,2.85428e+11,6.20854e+11,6.355e+09,2.296e+09,-1.747e+09,5.34e+08,7.438e+09,-3.525e+09,-5.311e+09,-5.84e+08,3.28e+08,-9.092e+09,4.52e+08,1.43e+08,5.95e+08,-1.059e+09,-1.059e+09,-1.62e+08,-1.221e+09,1.1358e+10,1.01644e+11,1.1326e+10,0.24392,0.15532,0.10774,0.02202,0.01012,1.80178,2.37435,1.17517,0.16372,765.03179,765.03179,7100.70233,34329.06736,1378.42031,7,0.01121,0.02019,5.51259,6.90929
"29","2017_Q2",249666.889206349,"Down",6.437e+10,3.1727e+10,2.3265e+10,9.378e+09,-5.518e+10,-3.1981e+10,-2.3199e+10,9.19e+09,-4.558e+09,-4.558e+09,4.632e+09,5.688e+09,5.688e+09,-1.549e+09,4.139e+09,4.139e+09,-7.9e+07,4.06e+09,4.06e+09,3.5412e+10,2.5963e+10,4.2235e+10,1.6115e+10,1.54814e+11,1.53645e+11,1.75117e+11,1.75117e+11,1.70875e+11,7.9951e+10,4.2021e+10,4.99637e+11,6.54451e+11,3.3123e+10,3.3123e+10,1.03956e+11,2.21092e+11,8.2132e+10,2.43e+09,1.3653e+11,3.25048e+11,3.58171e+11,3.5707e+10,2.15837e+11,4.307e+10,2.92851e+11,3.429e+09,2.9628e+11,6.54451e+11,4.139e+09,2.243e+09,1.2751e+10,-8.38e+08,1.8295e+10,-2.355e+09,-1.8442e+10,-1.599e+09,-1.36e+08,-2.2532e+10,2.038e+09,-2.3e+07,2.015e+09,-2.222e+09,-2.222e+09,6.1e+07,-2.161e+09,6.875e+09,1.03956e+11,5.231e+09,0.14277,0.07196,0.06307,0.0137,0.0062,1.28842,4.67391,1.20889,0.15884,1234.05456,1234.05456,19565.53985,89013.32779,1589.98507,6,0.00653,0.00842,9.97004,14.79793
"30","2017_Q3",265381.917460317,"Up",5.7651e+10,3.3381e+10,1.4448e+10,9.822e+09,-4.7604e+10,-3.3321e+10,-1.4283e+10,1.0047e+10,-4.489e+09,-4.489e+09,5.558e+09,6.129e+09,6.129e+09,-1.774e+09,4.355e+09,4.355e+09,-9.3e+07,4.262e+09,4.262e+09,3.3741e+10,2.6418e+10,4.3512e+10,1.6442e+10,1.59703e+11,1.54909e+11,1.94962e+11,1.94962e+11,1.56016e+11,8.0175e+10,4.2621e+10,5.05887e+11,6.6559e+11,3.3807e+10,3.3807e+10,1.0227e+11,2.2542e+11,8.4314e+10,2.494e+09,1.38612e+11,3.2769e+11,3.61497e+11,3.5671e+10,2.20099e+11,4.6652e+10,3.00659e+11,3.434e+09,3.04093e+11,6.6559e+11,4.355e+09,2.296e+09,1.402e+09,2.74e+08,8.327e+09,-2.794e+09,-1.59e+09,-1.22e+08,-9.59e+08,-5.465e+09,-2.415e+09,-6.9e+07,-2.484e+09,3.78e+08,3.78e+08,1.22e+08,500000000.000002,7.854e+09,1.0227e+11,7.108e+09,0.17427,0.09641,0.07393,0.01402,0.0064,1.66776,4.72396,1.18877,0.15365,1299.50355,1299.50355,17578.05711,91672.32265,2167.26215,5,0.00675,0.01125,8.72536,12.32979
