"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","derivative_hedging_assets_short_term","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","derivative_hedging_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","deferred_tax_liabilities_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",14.9648387096774,"Down",425121000,-379318000,45803000,-57379000,-10687000,-46692000,-11576000,-12618000,-4834000,-7784000,-24194000,-24194000,11230000,2644000,-10320000,-10320000,-10320000,-10320000,7062000,7062000,223269000,407779000,54479000,68300000,278140000,644805000,1432447000,1850700000,-418253000,598655000,3093000,437891000,2031102000,2675907000,241283000,71961000,15804000,153518000,308034000,100533000,51249000,3392000,45892000,649850000,428064000,761907000,95687000,5734000,375092000,3005000,282389000,1189971000,1839821000,836086000,836086000,2675907000,-10320000,10687000,42038000,-87112000,-44707000,-43102000,-3869000,-46971000,-15771000,107205000,-496000,3472000,0,90938000,-740000,-740000,-740000,-889000,736098000,-142333000,0.10774,-0.02723,-0.02428,-0.01234,-0.00386,13.79196,0.99224,2.20052,0.27508,-0.12416,-0.12409,5.11455,10.05878,-1.71238,0.18974,0.00234,-0.06098,-1.5282,-820.06299,-62.97823
"12","2013_Q1",15.3305,"Up",568470000,-509687000,58783000,-66504000,-10917000,-55587000,-7721000,-11462000,-5578000,-5884000,-19183000,-19183000,8172000,2318000,-8693000,-8693000,-8693000,-8693000,4509000,4509000,273056000,362762000,48021000,32029000,253638000,647344000,1484877000,1906536000,-421659000,637784000,2328000,470861000,2122661000,2770005000,265827000,66765000,16648000,182414000,287560000,99752000,42440000,2072000,55240000,653139000,525169000,777832000,124196000,5502000,361211000,3133000,283790000,1303001000,1956140000,813865000,813865000,2770005000,-8693000,10917000,-15346000,4286000,-8836000,-47610000,-1544000,-57954000,-15222000,75703000,3198000,3198000,558000,64237000,-2553000,-2553000,-2553000,3196000,812729000,-48299999.9999999,0.10341,-0.01358,-0.01529,-0.01068,-0.00314,5.55619,0.99113,2.40352,0.2934,-0.10447,-0.10449,6.83192,9.78109,-0.58047,0.18294,0.00272,-0.02009,-1.75106,252.88486,-104.67815
"13","2013_Q2",16.32671875,"Up",736019000,-566748000,169271000,-65355000,-11303000,-54052000,103916000,-22285000,-5825000,-16460000,81631000,81631000,-23980000,2555000,60206000,60206000,60206000,60206000,3258000,3258000,328049000,386172000,45498000,10525000,319299000,771436000,1526328000,1948599000,-422271000,650896000,523000,487036000,2177224000,2948660000,315039000,74271000,0,240768000,403046000,78814000,22633000,5005000,51176000,796899000,5.3e+08,758667000,104590000,5304000,362892000,1727000,284154000,1288667000,2085566000,863094000,863094000,2948660000,60206000,11303000,4612000,-121088000,-44967000,-48343000,-818000,-49161000,-33320000,113221000,5838000,5838000,7138000,92877000,-1251000,-1251000,-1251000,115219000,933046000,-30232000,0.22998,0.14119,0.0818,0.06976,0.02042,-0.50214,0.96805,2.41638,0.31643,0.72198,0.72089,8.82623,10.35009,-0.36254,0.39957,0.03661,-0.01183,0.55343,8.06975,8.9475
"14","2013_Q3",15.9853125,"Down",960885000,-800607000,160278000,-78562000,-11721000,-66841000,81716000,-27712000,-5746000,-21966000,54004000,54004000,-12065000,3530000,45469000,45469000,45469000,45469000,5996000,5996000,180234000,515853000,42152000,1033000,446310000,762561000,1542082000,1972353000,-430271000,637015000,781000,472320000,2179097000,2941658000,340264000,52872000,16715000,270677000,296701000,99512000,46525000,16845000,36142000,736477000,527688000,779722000,104804000,5124000,372154000,1310000,296330000,1307410000,2043887000,897771000,897771000,2941658000,45469000,11721000,29082000,67076000,153348000,-28196000,-12857000,-41053000,-593000,-108754000,-227000,1084000,17000.0000000009,-109557000,2738000,2738000,2738000,93437000,824389000,144382000,0.1668,0.08504,0.04732,0.05065,0.01546,3.17539,1.03542,2.27662,0.28025,0.54403,0.54166,11.49687,10.74171,1.72751,0.0071,0.01841,0.05771,0.0130400000000001,8.75877000000003,10.01509
"15","2013_Q4",16.7040625,"Up",767469000,-649242000,118227000,-61830000,-11942000,-49888000,56397000,-14167000,-6008000,-8159000,42230000,42230000,-15297000,2222000,29155000,29155000,29155000,29155000,1860000,1860000,297848000,443607000,65478000,25863000,324812000,750271000,1585307000,1994053000,-408746000,655617000,1720000,490467000,2240924000,2991195000,336320000,50395000,16579000,269346000,365392000,93794000,36211000,15705000,41878000,795506000,516173000,787160000,105135000,4943000,375792000,4116000,297174000,1303333000,2098839000,892356000,892356000,2991195000,29155000,11942000,-40444000,16105000,16758000,-37403000,-5404000,-42325000,-16706000,56825000,-18719000,3659000,31000,21431000,-4136000,-4136000,-4136000,68339000,881565000,62338000,0.15405,0.07348,0.03799,0.03267,0.00975,2.13816,0.94314,2.35202,0.29472,0.35035,0.34933,9.22261,10.72337,0.74911,0.20075,0.01791,0.02434,0.57301,12.87266,15.59844
"16","2014_Q1",17.2016393442623,"Up",733695000,-695626000,38069000,-63453000,-12344000,-51109000,-25384000,-12446000,-6400000,-6046000,-37830000,-37830000,15767000,2042000,-20021000,-20021000,-20021000,-20021000,2969000,2969000,328811000,406689000,53327000,42645000,296857000,745898000,1643116000,2055155000,-412039000,615769000,2761000,445130000,2258885000,3004783000,331395000,60342000,17624000,253429000,434243000,86195000,40390000,4040000,41765000,851833000,512886000,752680000,67897000,4763000,378357000,2458000,299205000,1265566000,2117399000,887384000,887384000,3004783000,-20021000,12344000,36131000,-39599000,-11145000,-56707000,-4443000,-61150000,-16611000,65611000,24341000,27258000,62999.9999999995,73404000,1109000,1109000,1109000,-13040000,947129000,-125113000,0.05189,-0.0346,-0.02729,-0.02256,-0.00666,6.24909,0.87564,2.38611,0.31521,-0.24098,-0.23951,8.83119,10.68108,-1.50593,0.19994,-0.00132,-0.04836,-0.82968,-72.40491,-37.19508
"17","2014_Q2",19.6569841269841,"Up",878405000,-774732000,103673000,-74421000,-12566000,-61855000,29252000,-22196000,-6295000,-15901000,7056000,7056000,-1505000,2142000,7693000,7693000,7693000,7693000,10049000,10049000,296533000,535021000,34843000,12060000,475333000,898321000,1692930000,2114484000,-421554000,605567000,1931000,436992000,2298497000,3196818000,337485000,51220000,17649000,268616000,573127000,141910000,77852000,4314000,59744000,1052522000,518049000,744327000,67904000,4583000,367929000,6130000,297781000,1262376000,2314898000,881920000,881920000,3196818000,7693000,12566000,49738000,-138814000,-68817000,-49399000,-4729000,-54128000,-17617000,136509000,3557000,3557000,7576000,130025000,7080000,7080000,7080000,41818000,1091176000,-144890000,0.11802,0.0333,0.00876,0.00872,0.00241,-18.834,0.85349,2.62484,0.34133,0.09154,0.09107,10.45198,10.4938,-1.72402,0.20962,0.00931,-0.05332,2.29,25.85315,36.95908
"18","2014_Q3",20.06046875,"Up",1579569000,-1195816000,383753000,-112312000,-12828000,-99484000,271441000,-30023000,-6306000,-23717000,241418000,241418000,-71680000,3233000,172971000,172971000,172971000,172971000,9554000,9554000,149856000,622985000,45182000,431000,565513000,836059000,1738445000,2167630000,-429185000,586706000,2270000,418082000,2325151000,3161210000,475785000,65263000,17665000,392857000,84726000,150623000,71223000,26914000,52486000,711134000,628490000,782404000,68494000,4402000,406960000,5192000,297356000,1410894000,2122028000,1039182000,1039182000,3161210000,172971000,12828000,26009000,240451000,452259000,-50452000,-5721000,-56173000,-17647000,-378841000,-187000,4200000,93999.9999999991,-396581000,-494999.999999999,-494999.999999999,-494999.999999999,284269000,713216000,545948000,0.24295,0.17184,0.10951,0.16645,0.05472,3.15629999999999,1.17567,2.04202,0.22561,2.05531,2.03701,18.76909,12.34799,6.48718,0.20969,0.0752,0.21538,0.10202,2.47534,2.59231999999999
"19","2014_Q4",22.02453125,"Up",688257000,-639076000,49181000,-68952000,-13620000,-55332000,-19771000,-4992000,-6507000,1515000,-24763000,-24763000,7808000,2681000,-14274000,-14274000,-14274000,-14274000,3320000,3320000,228790000,455881000,52619000,24607000,356672000,695455000,1817699000,2256150000,-438451000,592753000,2830000,423475000,2410452000,3105907000,358218000,82329000,17709000,258180000,183955000,139951000,78549000,12330000,49072000,682124000,626796000,783902000,68697000,4222000,415472000,5517000,289994000,1410698000,2092822000,1013085000,1013085000,3105907000,-14274000,13620000,-10207000,3880000,-6981000,-76725000,-6896000,-83621000,-17658000,97368000,4404000,4404000,254000,84368000,-6234000,-6234000,-6234000,-6151000,810751000,-86804000,0.07146,-0.02873,-0.02074,-0.01409,-0.0046,6.08127,1.01954,2.06579,0.26104,-0.16946,-0.16946,8.17077,12.02703,-1.03051,0.20963,0.0013,-0.03329,-1.23707,-131.26825,-40.83916
"20","2015_Q1",24.5003278688525,"Up",591914000,-529901000,62013000,-84401000,-13728000,-70673000,-22388000,-18045000,-6355000,-11690000,-40433000,-40433000,13537000,2476000,-24420000,-24420000,-24420000,-24420000,2151000,2151000,285681000,387668000,64223000,22269000,264725000,682731000,1884110000,2333543000,-449433000,581291000,5654000,422627000,2476073000,3158804000,328907000,104005000,19001000,205901000,335505000,126674000,79863000,2721000,44090000,791086000,598209000,803343000,86674000,4042000,428475000,6690000,277462000,1401552000,2192638000,966166000,966166000,3158804000,-24420000,13728000,-12685000,5065000,-18312000.0000001,-82390000,-5816000,-88761000,-17742000,122866000,2077000,3212000,-1297000,105904000,-1169000,-1169000,-1169000,-8660000.00000006,933714000,-99522000.0000001,0.10477,-0.03782,-0.04126,-0.02528,-0.00773,4.07543,0.86303,2.26942,0.29559,-0.28948,-0.28375,7.01669,11.45316,-1.17976,0.21032,-0.00247,-0.03682,-0.72654,-107.57079,-41.60992
"21","2015_Q2",23.5204761904762,"Down",824124000,-560498000,263626000,-80608000,-14386000,-66222000,183018000,-21626000,-7195000,-14431000,161392000,161392000,-40867000,2795000,123320000,123320000,123320000,123320000,11734000,11734000,277296000,562860000,142338000,7425000,398330000,900062000,1957203000,2.417e+09,-459797000,587027000,6807000,428334000,2544230000,3444292000,338675000,48162000,19023000,271490000,289577000,187681000,91425000,5882000,90374000,815933000,702884000,821829000,88103000,5438000,441343000,5523000,281422000,1524713000,2340646000,1103646000,1103646000,3444292000,123320000,14386000,-51927000,-44930000,40849000,-89470000,-2189000,-92206000,-18993000,51473000,20428000,24373000,8032000,60940000,9583000,9583000,9583000,197404000,992461000,103871000,0.31989,0.22208,0.14964,0.11174,0.0358,0.84229,1.10311,2.12083,0.28815,1.45851,1.44109,9.74695,13.05287,1.22849,0.22463,0.04877,0.0356,0.15401,4.96812,5.35864
"22","2015_Q3",22.54703125,"Down",1013090000,-794978000,218112000,-110674000,-15204000,-95470000,107438000,-29978000,-6483000,-23495000,77460000,77460000,-20144000,3587000,60903000,60903000,60903000,60903000,103344000,103344000,79689000,519742000,60013000,1462000,438919000,745639000,2017258000,2488038000,-470780000,570484000,5141000,414207000,2587742000,3333381000,327893000,77948000,19225000,230720000,182279000,144880000,84626000,23572000,36682000,655052000,699199000,828007000,87220000,5140000,443884000,3598000,288165000,1527206000,2182258000,1151123000,1151123000,3333381000,60903000,15204000,64987000,144563000,285657000,-57618000,-8188000,-66523000,-19017000,-112467000,3937000,3937000,23000,-127524000,91610000,91610000,91610000,122642000,881478000,229731000,0.21529,0.10605,0.06012,0.05291,0.01827,3.77208,1.13829,1.89576,0.26444,0.71375,0.70514,11.87289,13.49057,2.69233,0.22287,0.02794,0.08031,0.31225,6.34476,7.24263000000001
"23","2015_Q4",24.52359375,"Up",458467000,-386769000,71698000,-72688000,-15574000,-57114000,-990000,-14155000,-7327000,-6828000,-15145000,-15145000,4318000,3367000,-7460000,-7460000,-7460000,-7460000,70180000,70180000,124872000,360043000,38291000,23736000,272529000,561802000,2068297000,2551281000,-482984000,578825000,7977000,418925000,2647122000,3208924000,267358000,89527000,19269000,158562000,36032000,99275000,52989000,1350000,44936000,402665000,847521000,835426000,88646000,4936000,455892000,2415000,283537000,1682947000,2085612000,1123312000,1123312000,3208924000,-7460000,15574000,3468000,44646000,56228000,-61216000,-6468000,-68733000,-19216000,1283000,249000,5349000,-2975000,-20659000,-33164000,-33164000,-33164000,14584000,883553000,-6304000,0.15639,-0.00216,-0.01627,-0.00664,-0.00232,0.84504,1.39521,1.85666,0.27534,-0.0873,-0.0873,5.36539,13.14599,-0.07378,0.22488,0.00414,-0.00222,-2.57587,55.7716,-821.58889
"24","2016_Q1",27.9614754098361,"Up",438306000,-343400000,94906000,-82661000,-16235000,-66426000,12245000,-8677000,-6716000,-1961000,3568000.00000001,3568000.00000001,-3031000,3660000,4197000.00000001,4197000.00000001,4197000.00000001,4197000.00000001,4928000,4928000,171043000,305872000,40743000,36810000,228319000,488215000,2128261000,2622285000,-494024000,608406000,4334000,472070000,2796142000,3284357000,271554000,99651000,20528000,151375000,77488000,87058000,32791000,1326000,52941000,436100000,843595000,897706000,137414000,29334000,449875000,5529000,275554000,1741301000,2177401000,1106956000,1106956000,3284357000,4197000.00000001,16235000,-9502000,-2717000,8212999.99999997,-83704000,-5597000,-92768000,-19306000,36523000,2096000,3640000,-10000,19303000,-65252000,-65252000,-65252000,28480000,921083000,-54910000,0.21653,0.02794,0.00958,0.00379,0.00128,-13.08315,1.1195,1.96702,0.28045,0.04914,0.04787,5.13149,12.95974,-0.64286,0.22603,0.00803,-0.01877,4.59995,32.16836,74.8187
"25","2016_Q2",29.30078125,"Up",444258000,-302827000,141431000,-72343000,-16482000,-55861000,69088000,-14490000,-6777000,-7713000,54598000,54598000,-6722000,2406000,50282000,50282000,50282000,50282000,1683000,1683000,197815000,369558000,58978000,64616000,245964000,588939000,2196099000,2704445000,-508346000,626410000,3741000,488389000,2888299000,3477238000,234506000,69563000,20594000,144349000,221958000,118518000,51879000,1338000,65301000,574982000,848206000,910106000,108432000,29130000,496381000,2606000,273557000,1758312000,2333294000,1143944000,1143944000,3477238000,50282000,16482000,45404000,-148342000,-36174000,-87520000,-6020000,-96386000,-20524000,142975000,2799000,3807000,4065000,129315000,-3245000,-3245000,-3245000,85570000,1070164000,-143570000,0.31835,0.15551,0.11318,0.04395,0.01446,-2.8553,1.02427,2.03969,0.30776,0.58689,0.58011,5.18539,13.35213,-1.67575,0.23956,0.02266,-0.04595,0.40818,12.48663,15.46551
