"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",26.3656451612903,"Down",210322000,-21031000,189291000,-121166000,-86128000,-35123000,68125000,2196000,1487000,709000,70321000,70321000,-18915000,51406000,51406000,123000,51529000,51529000,992807000,670408000,322399000,46034000,46034000,12760000,117430000,27447000,1169031000,140127000,295950000,348447000,42115000,263536000,22157000,20639000,784524000,1953555000,127339000,12596000,3147000,111596000,25099000,152438000,50055000,32562000,50055000,202493000,65074000,1657997000,5897000,1728968000,22094000,1751062000,1953555000,51406000,11086000,15272000,20565000,98329000,-19502000,-62179000,-82031000,-94245000,9565000,-103810000,243000,-94002000,-77704000,-77704000,124000,-77580000,79211000,0,99189000,0.90001,0.32391,0.245,0.02943,0.02638,1.92492,7.66889,0.11564,0,0.48462,0.48067,1.97805,16.2607,0.93286,0.02861,0.05507,-12.5337,-14.57331
"12","2013_Q1",28.7223333333333,"Up",225755000,-26994000,198761000,-127233000,-89277000,-37958000,71528000,1423000,1608000,-185000,72951000,72951000,-20906000,52045000,52045000,-551000,51494000,51494000,795293000,492600000,302693000,43495000,43495000,16700000,114798000,33832000,970286000,254676000,361614000,374222000,56526000,281375000,22634000,13687000,990512000,1960798000,133347000,14831000,2424000,116092000,23493000,156840000,60725000,39837000,60725000,217565000,103000,1709479000,10687000,1720269000,22964000,1743233000,1960798000,52045000,12687000,25074000,-12883000,76923000,-116037000,-49075000,-177182000,-77054000,1190000,-78244000,-544000,-78116000,-178375000,-178375000,567000,-177808000,84215000,5.6843418860808e-14,-23799000,0.88043,0.31684,0.2281,0.02954,0.02626,-0.462170000000001,6.18647,0.12481,-1.32348898008484e-23,0.49477,0.49348,2.16912,16.52881,-0.22867,0.02855,-0.01319,-9.4436,-11.11862
"13","2013_Q2",30.37109375,"Up",236602000,-25605000,210997000,-143965000,-101529000,-42436000,67032000,2027000,1314000,713000,69059000,69059000,-17582000,51477000,51477000,-128000,51349000,51349000,434874000,316193000,118681000,51797000,51797000,21023000,110864000,28203000,618558000,254361000,308277000,370754000,52913000,281763000,24362000,11716000,933392000,1551950000,121809000,9900000,12890000,99019000,22656000,144465000,61685000,40078000,61685000,206150000,102000,1316461000,11214000,1327777000,18023000,1345800000,1551950000,51477000,13129000,17532000,-14838000,67300000,-6698000,236258000,222221000,-49454000,4502000,-53956000,-8206000,-465866000,-176345000,-176345000,-62000,-176407000,80161000,0,76207000,0.89178,0.28331,0.21703,0.03816,0.03309,1.4841,4.28172,0.15318,0,0.50165,0.49602,2.31145,12.97151,0.74449,0.32651,0.05414,-5.42501,-6.48756
"14","2013_Q3",30.11328125,"Down",249346000,-23283000,226063000,-141881000,-99933000,-41948000,84182000,690000,502000,188000,84872000,84872000,-22633000,62239000,62239000,-328000,61911000,61911000,452923000,328508000,124415000,91201000,91201000,19487000,113470000,29432000,677081000,249017000,327946000,372461000,48489000,280979000,30988000,12005000,949424000,1626505000,131827000,6673000,5516000,119638000,20547000,152374000,65598000,43740000,65598000,217972000,3527000,1378371000,8772000,1390670000,17863000,1408533000,1626505000,62239000,13291000,9242000,-28016000,56756000,-5090000.00000003,-30200000,-33229000,-8777000,2700000,-11477000,-1316000,-10093000.0000001,13434000,13434000,-1119000,12315000,97473000,0,8.7e+07,0.90662,0.33761,0.24829,0.04395,0.03806,1.40524,4.44355,0.15475,-1.65436122510606e-24,0.60913,0.60295,2.45328,13.68258,0.85598,0.042,0.05902,-4.64665,-5.38028
"15","2013_Q4",32.583125,"Up",207074000,-24340000,182734000,-145786000,-96941000,-42915000,36948000,899000,743000,156000,37847000,37847000,-7345000,30502000,30502000,-286000,30216000,30216000,517903000,408561000,109342000,74528000,74528000,12795000,109314000,30200000,714540000,245667000,335371000,371872000,44736000,278718000,36591000,11827000,952910000,1667450000,129011000,8845000,1012000,119154000,23233000,152244000,65344000,46271000,65344000,217588000,17213000,1408587000,5812000,1431612000,18250000,1449862000,1667450000,30502000,13195000,16776000,24916000,85389000,-5637000,4213000,-2153000,-2295000,6414000,-8709000,-605000,-2900000,80336000,80336000,-283000,80053000,50143000,0,76767000,0.88246,0.17843,0.14592,0.02084,0.01812,2.54061,4.69339,0.15007,0,0.29696,0.29327,2.03511,14.06976,0.75446,0.01994,0.05066,-10.32852,-14.01708
"16","2014_Q1",38.0749180327869,"Up",216652000,-23491000,193161000,-136061000,-94670000,-41447000,57100000,1768000,714000,1054000,58868000,58868000,-12784000,46084000,46084000,-289000,45795000,45795000,594664000,454397000,140267000,97460000,97460000,10093000,116362000,28949000,818579000,242917000,306338000,370111000,41315000,279724000,37434000,11638000,919366000,1737945000,151884000,10695000,3394000,137795000,20931000,172815000,65104000,45441000,65104000,237919000,18914000,1454382000,7814000,1481110000,18916000,1500026000,1737945000,46084000,13630000,9695000,-2352999.99999999,67056000,-8783000,-3147999.99999999,-11814000,-5761000,2342000,-8103000,-3265000,-9105000,46137000,46137000,-301000,45836000,70730000,0,72378000,0.89157,0.26356,0.21138,0.03053,0.02635,1.58048,4.73674,0.15861,1.03397576569128e-25,0.45,0.44933,2.12892,14.55408,0.71122,0.02926,0.04624,-8.40752,-10.41443
"17","2014_Q2",37.8492063492063,"Down",231277000,-21382000,209895000,-149965000,-102287000,-44463000,59930000,771000,542000,229000,60701000,60701000,-15455000,45246000,45246000,-731000,44515000,44515000,664046000,484640000,179406000,75949000,75949000,8253000,110563000,25584000,858811000,243712000,293719000,369383000,37996000,279059000,41265000,11063000,906814000,1765625000,134866000,7490000,2412000,124964000,15165000,150031000,65824000,46292000,65824000,215855000,23697000,1498897000,7385000,1529979000,19791000,1549770000,1765625000,45246000,12409000,15467000,4160000,77282000,-8925000,-28552000,-37651000,-3533000,8127000,-11660000,-5717000,-9250000,30381000,30381000,-138000,30243000,72339000,0,83029000,0.90755,0.25913,0.19247,0.02872,0.02521,1.86519,5.72422,0.13928,0,0.43749,0.43138,2.27299,15.03665,0.81601,0.02755,0.05139,-9.17964,-11.08036
"18","2014_Q3",40.158125,"Up",278592000,-17505000,261087000,-156169000,-111285000,-44798000,104918000,-1996000,827000,-2823000,102922000,102922000,-26373000,76549000,76549000,-681000,75868000,75868000,737981000,568899000,169082000,109143000,109143000,9569000,110701000,24377000,967394000,242970000,304376000,381815000,46772000,279871000,44877000,10295000,929161000,1896555000,163842000,10312000,9148000,144382000,12640000,176482000,66891000,46713000,66891000,243373000,49177000,1574765000,8694000,1632636000,20546000,1653182000,1896555000,76549000,12705000,17520000,-4636000,102138000,-8905000,-5452000,-26752000,9337000,9337000,0,-1079000,8258000,83644000,83644000,615000,84259000,117623000,0,130455000,0.93717,0.3766,0.27233,0.04589,0.04,1.7195,5.48154,0.14721,0,0.74169,0.72996,2.72352,15.9607,1.27533,0.04411,0.07584,-6.27412,-7.03388
"19","2014_Q4",38.54546875,"Down",223350000,-18869000,204481000,-153905000,-107807000,-46786000,50576000,1238000,708000,530000,51814000,51814000,-11251000,40563000,40563000,-784000,39779000,39779000,771543000,590097000,181446000,95259000,95259000,9185000,110963000,22446000,986950000,252389000,313505000,385932000,50225000,279966000,46200000,9541000,951826000,1938776000,172006000,11626000,7310000,153070000,13167000,185173000,67439000,47968000,67439000,252612000,41392000,1614544000,8678000,1664614000,21550000,1686164000,1938776000,40563000,13877000,14129000,23979000,92548000,-15937000,-23447000,-46924000,-22615000,6683000,-29298000,-568000,-23183000,22441000,22441000,-1243000,21198000,64453000,0,83746000,0.91552,0.22644,0.1781,0.02359,0.02052,2.10528,5.32988,0.14981,0,0.38866,0.3827,2.18222,16.26394,0.81823,0.02268,0.04776,-11.97063,-15.25512
"20","2015_Q1",36.3301639344262,"Down",226957000,-12420000,214537000,-156243000,-109372000,-47081000,58294000,2368000,1450000,918000,60662000,60662000,-14300000,46362000,46362000,-421000,45941000,45941000,799680000,568472000,231208000,86168000,86168000,8536000,111467000,22880000,1005851000,289755000,296335000,392071000,63700000,277574000,41746000,9051000,978161000,1984012000,176874000,15898000,2600000,158376000,12496000,189370000,62994000,43715000,62994000,252364000,46518000,1660485000,3014000,1710017000,21631000,1731648000,1984012000,46362000,14287000,21772000,7158000.00000001,89579000,-41596000,-35213000,-93617000,-5844000,9226000,-15070000,-10561000,-16405000,-20443000,-20443000,-1182000,-21625000,72581000,0,52443000,0.94528,0.25685,0.20242,0.02653,0.02316,1.14153,5.31156,0.14574,0,0.44946,0.44405,2.22043,16.72994,0.51308,0.0256,0.02922,-11.01776,-13.71805
"21","2015_Q2",36.1263492063492,"Down",234238000,-19410000,214828000,-161289000,-112734000,-48594000,53539000,777000,885000,-108000,54316000,54316000,-12379000,41937000,41937000,-580000,41357000,41357000,620558000,409115000,211443000,117240000,117240000,28291000,126069000,37092000,892158000,330249000,318448000,481564000,108220000,315791000,48212000,9341000,1130261000,2022419000,171087000,9973000,1754000,159360000,21236000,192323000,78996000,55793000,78996000,271319000,45582000,1691614000,-2188000,1735008000,16092000,1751100000,2022419000,41937000,16524000,12256000,-67272000,3445000,-21658000,-4354000,-125842000,-9441000,7512000,-16953000,-14493000,-34162000,-156559000,-156559000,-2798000,-159357000,70063000,0,-6488000,0.91714,0.22857,0.17656,0.02362,0.02045,-0.15688,4.63885,0.15494,0,0.40426,0.39661,2.28965,16.9595,-0.06342,0.02819,-0.00355,-8.85714,-11.59077
"22","2015_Q3",31.2103125,"Down",271950000,-25149000,246801000,-168194000,-111593000,-56601000,78607000,1278000,1060000,218000,79885000,79885000,-21353000,58532000,58532000,-558000,57974000,57974000,702158000,513994000,188164000,98562000,98562000,23761000,117537000,34523000,942018000,358368000,330298000,483920000,106369000,312869000,55340000,9342000,1172586000,2114604000,204781000,14130000,1144000,189507000,16371000,221152000,94393000,64715000,94393000,315545000,50765000,1739346000,-7532000,1782579000,16480000,1799059000,2114604000,58532000,17054000,18053000,80856000,174495000,-56830000,9700000,-47246000,-10285000,5126000,-15411000,-849000,-21376000,105873000,105873000,-994000,104879000,95661000,0,141040000,0.90752,0.28905,0.21318,0.03222,0.02742,2.43281,4.2596,0.17539,2.52435489670724e-29,0.56555,0.55796,2.65294,17.38949,1.37588,0.03603,0.07449,-7.34007,-8.93251
"23","2015_Q4",31.509375,"Up",231702000,-24880000,206822000,-161877000,-116369000,-45508000,44945000,2433000,1384000,1049000,47378000,47378000,-11522000,35856000,35856000,-350000,35506000,35506000,636701000,470868000,165833000,103921000,103921000,20070000,134837000,45551000,895529000,386448000,373498000,496160000,117726000,312454000,56217000,9763000,1256106000,2151635000,191342000,27566000,0,163776000,18016000,209358000,102294000,72633000,102294000,311652000,65690000,1764578000,-7391000,1822877000,17106000,1839983000,2151635000,35856000,17189000,12015000,-16883000,48177000,-41281000,-24261000,-81605000,-173000,15419000,-15592000,-672000,-11119000,-44547000,-44547000,1421000,-43126000,62134000,0,15492000,0.89262,0.19398,0.15324,0.0193,0.0165,0.43632,4.2775,0.16938,0,0.34583,0.34106,2.25676,17.75472,0.15089,0.02357,0.00798,-10.24722,-14.16623
"24","2016_Q1",34.1868852459016,"Up",232748000,-25377000,207371000,-171234000,-120654000,-50621000,36137000,28066000,1032000,27034000,64203000,64203000,-17288000,46915000,46915000,-362000,46553000,46553000,670827000,531926000,138901000,101563000,101563000,13872000,34967000,32031000,821229000,403091000,321015000,587958000,127507000,307708000,143279000,9464000,1312064000,2133293000,190771000,20710000,754000,169307000,18910000,209681000,107605000,77024000,107605000,317286000,17673000,1800857000,-11462000,1807068000,8939000,1816007000,2133293000,46915000,18366000,-4184000,22163000,83260000,-10541000,77356000,51098000,-58823000,569999.999999998,-59393000,-2765000,-71862000,62496000,62496000,-1438000,61058000,54503000,0,83413000,0.89097,0.15526,0.20001,0.02563,0.02182,1.79179,3.91656,0.17472,0,0.4567,0.45125,2.28332,17.72782,0.8183,0.02954,0.04336,-12.30807,-18.56344
"25","2016_Q2",42.17265625,"Up",240814000,-29766000,211048000,-171860000,-118532000,-53328000,39188000,296000,1268000,-972000,39484000,39484000,-8473000,31011000,31011000,-110000,30901000,30901000,606243000,467099000,139144000,89935000,89935000,14237000,27526000,23195000,737941000,410063000,266904000,698696000,224151000,308374000,154277000,11894000,1375663000,2113604000,174543000,12207000,2701000,159635000,21992000,196535000,104887000,71074000,104887000,301422000,101000,1816318000,-12923000,1803496000,8686000,1812182000,2113604000,31011000,21814000,10320000,4250000,67395000,-24368000,51081000,-79952000,-29463000,9986000,-39449000,-9753000,-51330000,-63887000,-63887000,-940000,-64827000,61002000,0,49357000,0.87639,0.16273,0.12832,0.01705,0.01462,1.59726,3.75476,0.16633,0,0.30676,0.30316,2.39059,17.90355,0.48997,0.02244,0.02575,-9.93808,-15.47012
"26","2016_Q3",46.34921875,"Up",274340000,-24373000,249967000,-167640000,-114297000,-52088000,82327000,1496000,1217000,279000,83823000,83823000,-16278000,67545000,67545000,-147000,67398000,67398000,625469000,521202000,104267000,102083000,102083000,17259000,41476000,36198000,786287000,416254000,268091000,688219000,216082000,309880000,149272000,12985000,1372564000,2158851000,176166000,17632000,-4.65661287307739e-10,158534000,22321000,198487000,106316000,70664000,106316000,304803000,101000,1853602000,-8342000,1845361000,8687000,1854048000,2158851000,67545000,21103000,23486000,-22663000,89471000,-24616000,34122000,8558999.99999997,-32818000,4589000,-37407000,-865000,-45769000,52261000,52261000,1842000,54103000,103430000,8.470329472543e-22,72429000,0.91116,0.30009,0.24567,0.03635,0.03122,1.07465,3.9614,0.1644,-1.97215226305253e-31,0.67092,0.66366,2.73095,18.36984,0.721,0.04055,0.03695,-6.04727,-7.59737
"27","2016_Q4",44.7452380952381,"Down",277587000,-24621000,252966000,-171771000,-116804000,-54977000,81195000,589000,1438000,-849000,81784000,81784000,-18017000,63767000,63767000,-139000,63628000,63628000,718769000,599991000,118778000,91637000,91637000,18544000,42979000,37306000,871929000,428225000,266431000,696768000,222868000,309020000,149633000,15247000,1391424000,2263353000,189547000,14762000,212000,174573000,22530000,212077000,110956000,76053000,110956000,323033000,15482000,1926528000,-10205000,1931805000,8515000,1940320000,2263353000,63767000,20912000,15243000,27167000,127089000,-28095000,-13074000,-55064000,21494000,29492000,-7998000,-436000,9002000,81027000,81027000,-2238000,78789000,102107000,0,119196000,0.9113,0.2925,0.22922,0.03279,0.02811,1.87333,4.11138,0.16648,0,0.63291,0.61969,2.76115,19.21563,1.18564,0.0369,0.05811,-7.03937,-8.85238
"28","2017_Q1",46.0838709677419,"Up",232997000,-30222000,202775000,-173690000,-114488000,-59214000,29085000,1728000,1636000,91999.9999999995,30813000,30813000,-6734000,24079000,24079000,-146000,23933000,23933000,637741000,516112000,121629000,75688000,75688000,16354000,29947000,26302000,759730000,443656000,393904000,712816000,215342000,309616000,166790000,21068000,1550376000,2310106000,188903000,17544000,2304000,169055000,24180000,213083000,118288000,82922000,118288000,331371000,42133000,1938320000,-10197000,1970256000,8479000,1978735000,2310106000,24079000,21323000,1758000,28949000,76109000,-23683000,-132135000,-156040000,11044000,27044000,-1.6e+07,-2792000,-3889000.00000001,-83820000,-83820000,-59000.0000000005,-83879000,50408000,0,62408000,0.87029,0.12483,0.10272,0.0121,0.01036,2.60761,3.56542,0.16747,-1.23259516440783e-32,0.23662,0.23116,2.30359,19.47952,0.61702,0.0172,0.02976,-12.65158,-21.9268
