"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"12","2013_Q3",9.565625,"Down",481100000,-471500000,9600000,-54400000,-49300000,-5100000,-44800000,-8300000,-5400000,-2900000,-53100000,-53100000,19200000,-33900000,-33900000,-33900000,-33900000,1.02e+08,1.02e+08,360500000,360500000,449800000,13200000,6900000,2200000,925500000,507900000,23800000,285100000,165300000,95200000,24600000,816800000,1742300000,244100000,4200000,239900000,20900000,275700000,286900000,242800000,194100000,180400000,18100000,30600000,529700000,805400000,1400400000,-250900000,-212600000,936900000,936900000,1742300000,-33900000,12400000,-1.3e+07,58700000,24200000,-14800000,-15200000,-17400000,7400000,-1e+07,-1000000.00000006,-1000000.00000006,8e+05,-200000.00000006,-32400000,307800000,-7700000,0.01995,-0.09312,-0.07046,-0.03618,-0.01946,0.22714,3.35691,0.85964,0.17666,-0.29249,-0.29249,4.15099,8.08369,-0.06644,0.15013,-0.01109,-0.00517999999999998,-0.51327,-6.35185,-4.59375
"13","2013_Q4",9.68359375,"Up",419100000,-371900000,47200000,-83900000,-44700000,-39200000,-36700000,-4500000,-4200000,-3e+05,-41200000,-43500000,13600000,-29900000,-29900000,-29900000,-29900000,59800000,59800000,336900000,336900000,393400000,31400000,12900000,1900000,821500000,5.24e+08,34500000,293800000,162900000,105900000,2.5e+07,852300000,1673800000,265700000,2e+05,265500000,20700000,297400000,203300000,252600000,198400000,184300000,23200000,3.1e+07,455900000,753300000,1399700000,-298200000,-1.81e+08,920500000,920500000,1673800000,-29900000,12600000,-16100000,109300000,75900000,-16100000,-15900000,-17400000,-85600000,-103700000,-43700000,-43700000,1500000,-42200000,-24100000,2.24e+08,55500000,0.11262,-0.08757,-0.07134,-0.03248,-0.01786,-1.85619,2.76227,0.81836,0.13383,-0.25798,-0.25798,3.61605,7.94219,0.47886,0.15013,-0.00895,0.03973,-0.58194,-6.81328,-4.47411
"14","2014_Q1",9.96377049180328,"Up",368600000,-317100000,51500000,-49300000,-4.7e+07,-2300000,2200000,-5100000,-2700000,-2400000,-2900000,-3700000,6600000,2900000,2900000,2900000,2900000,53800000,53800000,268300000,268300000,416600000,42500000,9100000,16800000,781200000,536300000,30400000,271200000,148400000,102300000,20500000,837900000,1619100000,251200000,8900000,242300000,3100000,2.78e+08,180400000,225600000,171600000,163800000,19500000,34500000,4.06e+08,6.84e+08,1399700000,-312600000,-1.52e+08,935100000,935100000,1619100000,2900000,12600000,10900000,43200000,69600000,-17700000,-18800000,-17300000,-40400000,-57700000,-6900000,-6900000,9e+05,-5999999.99999999,14800000,183500000,33700000,0.13972,0.00597,0.00787,0.0031,0.00179,11.62069,2.81007,0.73147,0.11333,0.02502,0.02502,3.18033,8.06816,0.29077,0.14927,0.01503,0.02507,5.96552,8.76351,58.95455
"15","2014_Q2",9.66666666666667,"Down",420100000,-339600000,80500000,-51800000,-49100000,-2700000,28700000,-6500000,-3800000,-2700000,22200000,22200000,-7900000,14300000,14300000,14300000,14300000,1.79e+08,1.79e+08,331500000,331500000,4.05e+08,22400000,10900000,2100000,937900000,534400000,15300000,268400000,145200000,97800000,25400000,818100000,1.756e+09,2.69e+08,8700000,260300000,3900000,274900000,346600000,213900000,165700000,158100000,13900000,34300000,560500000,835400000,1399700000,-315700000,-163400000,920600000,920600000,1.756e+09,14300000,12600000,13400000,-42800000,-2500000,-16300000,-15700000,-17400000,1.67e+08,143500000,125300000,125300000,-1e+05,125200000,41300000,350500000,-9900000,0.19162,0.06832,0.03404,0.01553,0.00814,-0.69231,3.41179,0.90745,0.1996,0.12338,0.12338,3.62468,7.94305,-0.08542,0.15013,0.02135,-0.00667,1.21678,4.15254,5.97561
"16","2014_Q3",9.69328125,"Up",443500000,-349700000,93800000,-52100000,-49100000,-3e+06,41700000,-1800000,-4400000,2600000,39900000,39900000,-6800000,33100000,33100000,33100000,33100000,177900000,177900000,347600000,347600000,398500000,19900000,8100000,2300000,943900000,5.29e+08,11100000,2.49e+08,141900000,88600000,18500000,789100000,1.733e+09,243100000,1e+05,2.43e+08,3900000,2.49e+08,345800000,206900000,163400000,155600000,1.2e+07,31500000,552700000,801700000,1399800000,-3e+08,-168500000,931300000,931300000,1.733e+09,33100000,12700000,11200000,-34700000,22300000,-11400000,-4800000,-17400000,-1000000.00000003,-18400000,-899999.999999985,-899999.999999985,-2e+05,-1100000,54400000,349700000,15100000,0.2115,0.09402,0.07463,0.03554,0.0191,0.45619,3.79076,0.86084,0.20179,0.28559,0.28559,3.82657,8.03538,0.13028,0.15013,0.03394,0.01015,0.52568,3.15809,4.1199
"17","2014_Q4",8.2909375,"Down",414800000,-319100000,95700000,-50700000,-47700000,-3e+06,4.5e+07,-8e+05,-3700000,2900000,44200000,44200000,-12300000,31900000,31900000,31900000,31900000,151200000,151200000,329900000,329900000,399600000,16900000,10800000,2e+06,897600000,500800000,11300000,241700000,135800000,89100000,16800000,753800000,1651400000,205500000,3e+05,205200000,3900000,211300000,345700000,193500000,1.52e+08,144500000,1.1e+07,30500000,539200000,750500000,1399800000,-285400000,-213500000,900900000,900900000,1651400000,31900000,12300000,11600000,-49100000,6700000,-12200000,-11900000,-17300000,1e+05,-17200000,-22400000,-22400000,-4300000,-26700000,57300000,349600000,8300000,0.23071,0.10849,0.0769,0.03541,0.01932,0.26019,4.24799,0.83306,0.2117,0.27524,0.27524,3.57895,7.77308,0.07161,0.14927,0.03407,0.00575,0.54232,3.46248,4.40889
"18","2015_Q1",7.85409836065574,"Down",373500000,-293800000,79700000,-48500000,-4.6e+07,-2500000,31200000,-2900000,-4100000,1200000,28300000,27400000,-7500000,19900000,19900000,19900000,19900000,167700000,167700000,260200000,260200000,423600000,28400000,8200000,20200000,879900000,479700000,11100000,262400000,167300000,8.9e+07,6100000,753200000,1633100000,210400000,7800000,202600000,3900000,234200000,339700000,278100000,245200000,237100000,6100000,26800000,617800000,8.52e+08,1399800000,-282900000,-335800000,781100000,781100000,1633100000,19900000,11600000,5200000,24500000,61200000,-21300000,-28800000,-17400000,-9e+05,-18300000,14100000,14100000,-5400000,8700000.00000001,42800000,343600000,53500000,0.21339,0.08353,0.05328,0.02548,0.01219,2.68844,3.75705,1.09077,0.2104,0.1717,0.1717,3.22261,6.73943,0.4616,0.15013,0.02659,0.03814,0.87437,4.10981,5.63782
"19","2015_Q2",8.19079365079365,"Up",365100000,-287700000,77400000,-46800000,-43400000,-3400000,30600000,-2800000,-4400000,1600000,27800000,27800000,-9400000,18400000,18400000,18400000,18400000,121400000,121400000,286300000,286300000,3.94e+08,15400000,7700000,1500000,817100000,430100000,10800000,246500000,159400000,77800000,9300000,687400000,1504500000,186600000,8400000,178200000,3900000,193800000,344700000,247500000,216300000,208700000,6500000,24700000,592200000,7.86e+08,1399800000,-281900000,-399400000,718500000,718500000,1504500000,18400000,1.1e+07,16800000,-56200000,-1e+07,-11700000,-1.1e+07,-17400000,4e+05,-1.7e+07,-3.8e+07,-3.8e+07,-8300000,-46300000,41600000,348600000,-16900000,0.212,0.08381,0.0504,0.02561,0.01223,-0.91848,4.2162,1.09395,0.2317,0.15876,0.15876,3.15013,6.19931,-0.14582,0.15013,0.02723,-0.01286,0.94565,5.46154,7.42484
"20","2015_Q3",5.5234375,"Down",360200000,-313700000,46500000,-56600000,-51600000,-5e+06,-10100000,-4600000,-4300000,-3e+05,-14700000,-14700000,-145100000,-159800000,-159800000,-159800000,-159800000,115700000,115700000,286100000,286100000,399200000,19400000,9700000,1800000,820400000,440700000,9800000,9.7e+07,3200000,84400000,9400000,547500000,1367900000,2.08e+08,3700000,204300000,3900000,212100000,343900000,260300000,222200000,214500000,10400000,27700000,604200000,816300000,1399900000,-459100000,-389200000,551600000,551600000,1367900000,-159800000,10600000,136800000,30700000,18300000,-7600000,-7800000,-17400000,-1e+06,-18400000,-7899999.99999999,-7899999.99999999,2200000,-5700000,5e+05,347800000,168700000,0.12909,-0.02804,-0.44364,-0.2897,-0.11682,-1.05569,3.86799,1.47988,0.25426,-1.37877,-1.37877,3.10785,4.75928,1.45557,0.15013,-0.12279,0.14547,-0.10889,464.2,-22.9802
"21","2015_Q4",4.539375,"Down",336500000,-293300000,43200000,-45700000,-42300000,-3400000,-2500000,-4700000,-4e+06,-7e+05,-7200000,-19200000,7400000,-11800000,-11800000,-11800000,-11800000,126800000,126800000,248300000,248300000,385400000,20700000,10300000,1400000,781200000,431300000,3300000,96900000,7e+06,81400000,8500000,531500000,1312700000,200700000,5400000,195300000,3800000,204700000,342900000,257400000,219100000,211900000,8800000,29500000,600300000,8.05e+08,1399900000,-488200000,-4.04e+08,507700000,507700000,1312700000,-11800000,10500000,14800000,28300000,41800000,-12400000,-12200000,-17300000,-1e+06,-18300000,11300000,11300000,-2e+05,11100000,8e+06,346700000,16500000,0.12838,-0.00743,-0.03507,-0.02324,-0.00899,-1.39831,3.81632,1.58558,0.26411,-0.10181,-0.10181,2.90336,4.3805,0.14236,0.14927,0.00495,0.01484,-1.4661,27.4875,-87.96
"22","2016_Q1",3.62983606557377,"Down",2.87e+08,-261800000,25200000,-43400000,-40700000,-2700000,-18200000,-5700000,-5e+06,-7e+05,-23900000,-24700000,4300000.00000003,-20400000,-20400000,-20400000,-20400000,92500000,92500000,218300000,218300000,387200000,12800000,8500000,4300000,710800000,429500000,2400000,1e+08,1.4e+07,82900000,3100000,531900000,1242700000,178400000,5700000,172700000,3800000,201700000,337200000,241900000,209400000,202700000,8100000,24400000,579100000,780800000,1399900000,-5.26e+08,-4.12e+08,461900000,461900000,1242700000,-20400000,1e+07,1.49011611938477e-08,12400000,2e+06,-15400000,-16100000,-17400000,-1e+06,-18400000,-32500000,-32500000,-2200000,-34700000,-8200000,3.41e+08,-15500000,0.0878,-0.06341,-0.07108,-0.04417,-0.01642,0.7598,3.52405,1.69041,0.2744,-0.17601,-0.17601,2.47627,3.98533,-0.13374,0.15013,-0.00287000000000001,-0.01484,-0.85294,-30.30488,-13.65385
"23","2016_Q2",4.25984375,"Up",318400000,-2.78e+08,40400000,-4.3e+07,-41100000,-1900000,-2600000,-2600000,-4900000,2300000,-5200000,-5200000,1400000,-3800000,-3800000,-3800000,-3800000,55500000,55500000,252900000,252900000,377500000,9300000,8e+06,1300000,695200000,441300000,2100000,102600000,15800000,83700000,3100000,5.46e+08,1241200000,185200000,3100000,182100000,3700000,188900000,346100000,251400000,213700000,206700000,8300000,29400000,597500000,786400000,1399900000,-547200000,-397900000,454800000,454800000,1241200000,-3800000,10200000,-6e+05,-21100000,-15300000,-14300000,-14300000,-17400000,8200000,-9200000,-38800000,-38800000,1300000,-37500000,7600000,349800000,-29200000,0.12688,-0.00817,-0.01193,-0.00836,-0.00306,7.68421,3.68025,1.72911,0.28182,-0.03279,-0.03279,2.7472,3.92407,-0.25194,0.15013,0.01288,-0.02765,-4.57895,38.72368,-113.19231
"24","2016_Q3",5.160625,"Up",356100000,-300600000,55500000,-46900000,-4.5e+07,-1900000,8600000,-3e+06,-4900000,1900000,5600000,5600000,-3900000,1700000,1700000,1700000,1700000,79200000,79200000,272200000,272200000,338100000,7900000,6500000,1400000,697400000,439600000,2700000,94700000,15500000,76300000,2900000,5.37e+08,1234400000,1.85e+08,1600000,183400000,33600000,218600000,336500000,242700000,208600000,201500000,8800000,25300000,579200000,797800000,1.4e+09,-562900000,-400500000,436600000,436600000,1234400000,1700000,10600000,8600000,1.1e+07,31900000,-9400000,-9400000,-17400000,19900000,2500000,2.5e+07,2.5e+07,-1200000,23800000,19200000,370100000,24700000,0.15586,0.02415,0.00477000000000001,0.00389,0.00138,14.52941,3.1903,1.8273,0.29982,0.01467,0.01467,3.07248,3.76704,0.21311,0.15013,0.0182,0.02354,10.23529,15.15104,33.82558
"25","2016_Q4",7.50730158730159,"Up",356100000,-280600000,75500000,-46500000,-43600000,-2900000,2.9e+07,-6100000,-5100000,-1e+06,22900000,22900000,-7e+05,22200000,22200000,22200000,22200000,92100000,92100000,267800000,267800000,317100000,13500000,12300000,1200000,690500000,446600000,4e+06,100400000,17900000,79800000,2700000,5.51e+08,1241500000,184500000,5400000,179100000,2.2e+07,206500000,3.36e+08,244100000,210300000,203300000,9300000,24500000,580100000,786600000,1.4e+09,-558100000,-3.87e+08,454900000,454900000,1241500000,22200000,9900000,-3500000,23500000,52100000,-10600000,-10600000,-17400000,-12400000,-29800000,11700000,11700000,1e+06,12700000,38900000,3.58e+08,52500000,0.21202,0.08144,0.06234,0.0488,0.01788,2.36486,3.34383,1.72917,0.28836,0.19154,0.19154,3.07248,3.92494,0.45298,0.15013,0.03746,0.04967,0.78378,6.83548,9.16897
"26","2017_Q1",10.4541935483871,"Up",333700000,-248100000,85600000,-44700000,-42900000,-1800000,40900000,-2700000,-5e+06,2300000,38200000,37900000,-14700000,23200000,23200000,23200000,23200000,50700000,50700000,241100000,241100000,343500000,15100000,1e+07,5100000,650400000,4.34e+08,6e+06,89200000,8100000,78900000,2200000,529200000,1179600000,163800000,5e+06,158800000,3600000,182100000,335400000,267100000,234200000,227300000,10500000,22400000,602500000,784600000,1.4e+09,-552200000,-452800000,3.95e+08,3.95e+08,1179600000,23200000,9800000,15600000,-27700000,20900000,-18700000,-18700000,-17300000,-19500000,-36800000,-34600000,-34600000,-6400000,-4.1e+07,50700000,3.39e+08,1.9e+07,0.25652,0.12257,0.06952,0.05873,0.01967,0.81897,3.57166,1.98633,0.28739,0.20017,0.20017,2.87921,3.40811,0.16393,0.14927,0.04046,0.01898,0.74569,5.68639,7.0489
