"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",18.4117741935484,"Down",99793000,-58115000,41678000,-31112000,-20005000,-9481000,-1626000,10566000,-1822000,-1822000,8744000,8744000,-2678000,6066000,6066000,6066000,6066000,367649000,367649000,73009000,73009000,76664000,23231000,10248000,540553000,23879000,181928000,40433000,137354000,4141000,205807000,746360000,64983000,18363000,8115000,38505000,17151000,17151000,82134000,9919000,4338000,5581000,209919000,292053000,363099000,-309864000,401072000,454307000,454307000,746360000,6066000,4064000,-1006000,-3079000,6045000,-1807000,-1807000,-5352000,-31508000,809000,55000,-36805000,-32567000,-32567000,-32567000,14630000,2e+08,12422000,0.41764,0.10588,0.06079,0.01335,0.00813,2.04781,6.58135,0.64285,0.26797,0.32175,0.24352,5.29322,24.09733,0.65889,0.28388,0.01719,0.0187,0.88229,-11.45926,-15.86684
"12","2013_Q1",18.9546666666667,"Up",112775000,-63640000,49135000,-34837000,-23357000,-9880000,-1600000,14298000,-2016000,-2016000,12282000,12282000,-4354000,7928000,7928000,7928000,7928000,367894000,367894000,56242000,56242000,72361000,20379000,8196000,516876000,22832000,180070000,38833000,137354000,3445000,202902000,719778000,68139000,20967000,6302000,40870000,14516000,14516000,82655000,7722000,2624000,5098000,207722000,290377000,364351000,-339177000,404227000,429401000,429401000,719778000,7928000,4586000,2657000,21077000,36248000,-1946000,-1946000,-5071000,-28975000,338000,-10999.9999999999,-34057000,244999.999999996,244999.999999996,244999.999999996,18884000,2e+08,42369000,0.43569,0.12678,0.0703,0.01846,0.01101,5.34422,6.25341,0.67624,0.27786,0.44582,0.3324,6.34173,24.14671,2.38256,0.28516,0.0204,0.0665,0.63963,-8.89081,-11.74248
"13","2013_Q2",18.60828125,"Down",90953000,-49150000,41803000,-28441000,-16810000,-10049000,-1582000,13362000,-1835000,-1835000,11527000,11527000,-4092000,7435000,7435000,7435000,7435000,374506000,374506000,46927000,46927000,68648000,15914000,5645000,505995000,21861000,177738000,37251000,137354000,3133000,199599000,705594000,55124000,14210000,7813000,33088000,11930000,11930000,67054000,8064000,4323000,3741000,208064000,275118000,362775000,-339177000,406878000,430476000,430476000,705594000,7435000,3607000,668000,168000,11878000,-1063000,-1063000,-4773000,571000,571000,-1000,-4203000,6612000,6612000,6612000,16969000,2e+08,20166000,0.45961,0.14691,0.08175,0.01727,0.01054,2.71231,7.54608,0.6391,0.28345,0.42782,0.31714,5.2335,24.76989,1.16037,0.27464,0.01912,0.03158,0.64196,-10.28381,-13.05987
"14","2013_Q3",19.25765625,"Up",74577000,-42337000,32240000,-26293000,-15433000,-9278000,-1582000,5947000,-1715000,-1715000,4232000,4232000,-1867000,2365000,2365000,2365000,2365000,352927000,352927000,42236000,42236000,70156000,22418000,11541000,487737000,21238000,175772000,35669000,137354000,2749000,197010000,684747000,46415000,14068000,1529000,30818000,10530000,10530000,56945000,9125000,5314000,3811000,209125000,266070000,363866000,-349654000,404465000,418677000,418677000,684747000,2365000,3576000,533000,-6958000,-483999.999999998,-1394000,-1394000,-9562000,-10124000,353000,-15000,-19701000,-21579000,-21579000,-21579000,9523000,2e+08,3038000,0.4323,0.07974,0.03171,0.00565,0.00345,1.28457,8.56505,0.6355,0.29208,0.13671,0.13591,4.31081,24.20098,0.17561,0.55272,0.019,0.00484,4.04313,-16.0587,-25.71498
"15","2013_Q4",22.42015625,"Up",69856000,-38429000,31427000,-26036000,-15374000,-9080000,-1582000,5391000,-1722000,-1722000,3669000,3669000,-817000,2852000,2852000,2852000,2852000,342197000,342197000,47904000,47904000,71101000,20517000,10737000,481719000,20858000,173785000,34087000,137354000,2344000,194643000,676362000,50363000,12149000,7573000,30641000,13432000,13432000,63795000,8333000,4450000,3883000,208333000,272128000,364870000,-363409000,402773000,404234000,404234000,676362000,2852000,3522000,1551000,-3600000,4325000,-1560000,-1560000,0,-13498000,257000,3000,-13495000,-10730000,-10730000,-10730000,8913000,2e+08,4570000,0.44988,0.07717,0.04083,0.00706,0.00422,1.60238,7.55105,0.67319,0.2957,0.17046,0.16949,4.17524,24.16078,0.27315,0,0.00466,0.00746,0,-15.95389,-26.37674
"16","2014_Q1",23.7932786885246,"Up",84411000,-49051000,35360000,-25571000,-15648000,-8341000,-1582000,9789000,-1724000,-1724000,8065000,8065000,-2909000,5156000,5156000,5156000,5156000,356642000,356642000,49915000,49915000,65482000,17612000,7428000,489651000,20333000,171831000,32505000,137354000,1972000,192164000,681815000,54342000,18390000,6060000,29892000,14749000,14749000,269091000,8662000,4704000,3958000,8662000,277753000,366795000,-366131000,403398000,404062000,404062000,681815000,5156000,3460000,1777000,11583000,21976000,-1330000,-1330000,-4544000,-1813000,909000,156000,-6201000,14445000,14445000,14445000,13249000,2e+08,26411000,0.4189,0.11597,0.06108,0.01276,0.00756,5.12238,1.81965,0.6874,0.29333,0.31359,0.14909,5.13386,24.57499,1.60631,0.27637,0.01583,0.0431,0.8813,-11.82293,-16.00184
"17","2014_Q2",25.5298412698413,"Up",83368000,-46990000,36378000,-26279000,-16198000,-8499000,-1582000,10099000,-1745000,-1745000,8354000,8354000,-3049000,5305000,5305000,5305000,5305000,346553000,346553000,62020000,62020000,69032000,15455000,5320000,493060000,19620000,169895000,30923000,137354000,1618000,189515000,682575000,52526000,17111000,7558000,26183000,19636000,19636000,272162000,9746000,5682000,4064000,9746000,281908000,366235000,-369716000,404148000,400667000,400667000,682575000,5305000,3292000,902000,-10739000,-1240000,-1027000,-1027000,-4524000,-3292000,293000,-6000,-7822000,-10089000,-10089000,-10089000,13391000,2e+08,4674000,0.43635,0.12114,0.06363,0.01324,0.00777,0.88106,1.81164,0.7036,0.29301,0.32241,0.23372,5.06673,24.35074,0.28406,0.27495,0.0161,0.00766000000000001,0.85278,-10.94414,-14.51163
"18","2014_Q3",28.0425,"Up",85499000,-48130000,37369000,-26197000,-16349000,-8266000,-1582000,11172000,-1770000,-1770000,9402000,9402000,-3419000,5983000,5983000,5983000,5983000,317993000,317993000,56879000,56879000,70095000,21876000,11846000,466843000,20332000,168039000,29341000,137354000,1344000,188371000,655214000,50786000,18600000,6260000,25926000,15337000,15337000,266123000,9146000,4985000,4161000,9146000,275269000,369808000,-395238000,405375000,379945000,379945000,655214000,5983000,3255000,1486000,-9430000,1294000,-2397000,-2397000,-4529000,-22826000,2696000,-102000,-27457000,-28560000,-28560000,-28560000,14427000,2e+08,6019000,0.43707,0.13067,0.06998,0.01575,0.00913,1.00602,1.75424,0.7245,0.30524,0.37464,0.26606,5.35373,23.79117,0.37689,0.28359,0.01784,0.01022,0.75698,-8.17862,-10.56149
"19","2014_Q4",28.20234375,"Up",88905000,-50559000,38346000,-27779000,-17320000,-8899000,-1560000,10567000,-1737000,-1737000,8830000,8830000,-2955000,5875000,5875000,5875000,5875000,295033000,295033000,65024000,65024000,68316000,19319000,8734000,447692000,19820000,166093000,27781000,137354000,958000,185913000,633605000,53126000,16346000,7415000,29357000,18041000,18041000,262666000,8290000,4034000,4256000,8290000,270956000,380189000,-424253000,406713000,362649000,362649000,633605000,5875000,3210000,878000,772000,10735000,-1112000,-1112000,-4726000,-27890000,1125000,33000,-32583000,-22960000,-22960000,-22960000,13777000,191499000,16392000,0.43131,0.11886,0.06608,0.0162,0.00927,2.79013,1.70442,0.74716,0.30224,0.38651,0.26994,5.84901,23.85849,1.07842,0.31092,0.01885,0.02914,0.80443,-7.51499,-9.79786
"20","2015_Q1",25.5075409836066,"Down",89378000,-50033000,39345000,-27285000,-17280000,-8444000,-1561000,12060000,-139000,-139000,11921000,11921000,-3933000,7988000,7988000,7988000,7988000,154500000,154500000,54887000,54887000,61332000,20125000,9947000,290844000,18536000,164472000,26220000,137354000,898000,183008000,473852000,53578000,18902000,4873000,29803000,12610000,12610000,66188000,10739000,6375000,4364000,10739000,76927000,424342000,-436860000,409443000,396925000,396925000,473852000,7988000,3249000,3808000,8754000,23799000,-401000,-401000,-4898000,-9750000,2857000,680000,-163931000,-140533000,-140533000,-140533000,15309000,0,27595000,0.44021,0.13493,0.08937,0.02012,0.01686,3.45456,4.39421,0.19381,0,0.49467,0.47904,5.53493,24.58044,1.70888,0.30332,0.03161,0.06769,0.61317,-10.0921,-12.81095
"21","2015_Q2",23.8771428571429,"Down",76391000,-41066000,35325000,-27106000,-15526000,-10019000,-1561000,8219000,-181000,-181000,8038000,8038000,-2813000,5225000,5225000,5225000,5225000,144536000,144536000,61327000,61327000,66384000,16434000,6585000,288681000,17674000,162884000,24659000,137354000,871000,180558000,469239000,49124000,17800000,4892000,25881000,11212000,11212000,60336000,10269000,5755000,4514000,10269000,70605000,425745000,-436860000,409749000,398634000,398634000,469239000,5225000,3169000,1683000,-14787000,-4710000,-747000,-747000,-4849000,243000,243000,99000,-4507000,-9964000,-9964000,-9964000,11388000,0,-1333000,0.46242,0.10759,0.0684,0.01311,0.01114,-0.25512,4.78456,0.17712,0,0.32219,0.31642,4.71055,24.58124,-0.0822,0.29901,0.02464,-0.00326,0.92804,-12.69196,-17.58559
"22","2015_Q3",21.86234375,"Down",81802000,-43927000,37875000,-27252000,-16026000,-9666000,-1560000,10623000,20999.9999999999,20999.9999999999,10644000,10644000,-3059000,7585000,7585000,7585000,7585000,135139000,135139000,68896000,68896000,67472000,21209000,11153000,292716000,17448000,161323000,23099000,137354000,870000,178771000,471487000,50324000,17896000,4869000,27559000,8597000,8597000,58921000,10230000,6049000,4181000,10230000,69151000,426788000,-436860000,412408000,402336000,402336000,471487000,7585000,3182000,1495000,-15792000,-3530000,-1398000,-1398000,-4863000,355000,355000,39000,-4468999.99999999,-9397000.00000001,-9397000.00000001,-9397000.00000001,13805000,0,-326000.000000004,0.46301,0.12986,0.09272,0.01885,0.01609,-0.0429799999999998,4.96794,0.17187,0,0.46703,0.45956,5.03676,24.77286,-0.0200700000000002,0.29943,0.03017,-0.00079,0.64113,-9.78913,-12.72136
"23","2015_Q4",18.12328125,"Down",71633000,-39325000,32308000,-25148000,-15005000,-8582000,-1561000,7160000,35000,35000,7195000,7195000,-2235000,4960000,4960000,4960000,4960000,142044000,142044000,67621000,67621000,68252000,19643000,9754000,297560000,16470000,159765000,21538000,137354000,873000,176235000,473795000,46930000,15020000,4835000,27075000,17826000,17826000,64756000,9041000,5125000,3916000,9041000,73797000,429370000,-441849000,412477000,399998000,399998000,473795000,4960000,3227000,1566000,6170000,15923000,-688000,-688000,-4869000,-3463000,1526000,2000,-8330000,6905000,6905000,6905000,10387000,0,18104000,0.45102,0.09995,0.06924,0.0124,0.01047,3.65,4.5951,0.18449,1.73472347597681e-18,0.30614,0.30277,4.42124,24.68819,1.11739,0.30052,0.02403,0.04426,0.98165,-13.67517,-19.83855
"24","2016_Q1",16.7924590163934,"Down",77463000,-44087000,33376000,-25301000,-16123000,-7649000,-1529000,8075000,51000,51000,8126000,8126000,-2651000,5475000,5475000,5475000,5475000,150953000,150953000,69255000,69255000,62068000,18480000,7396000,300756000,15370000,157751000,20009000,137354000,388000,173121000,473877000,50017000,15708000,4839000,29470000,14320000,14320000,64337000,8131000,4498000,3633000,8131000,72468000,430200000,-441849000,413058000,401409000,401409000,473877000,5475000,3158000,751000,4659000,14043000,-529000,-529000,-4845000,232000,232000,7999.99999999977,-4605000,8909000,8909000,8909000,11233000,-9.31322574615479e-10,18014000,0.43086,0.10424,0.07068,0.01364,0.01155,3.29023,4.6747,0.18053,0,0.33897,0.33647,4.79588,24.85197,1.11528,0.29996,0.0252,0.04399,0.88493,-13.43835,-18.69387
"25","2016_Q2",17.4253125,"Up",64117000,-35915000,28202000,-26034000,-16718000,-7940000,-1376000,2168000,37000,37000,2205000,2205000,-766000,1439000,1439000,1439000,1439000,150725000,150725000,59350000,59350000,62893000,5622000,5622000,278590000,14477000,165975000,18633000,137354000,345000,180452000,459042000,45172000,12691000,4844000,26034000,10237000,10237000,55409000,4523000,1345000,3178000,4523000,59932000,431296000,-441849000,409663000,399110000,399110000,459042000,1439000,2906000,731000,-3000,5073000,-636000,-636000,-4844000,175000,175000,4000,-4665000,-228000,-228000,-228000,5074000,0,5201000,0.43985,0.03381,0.02244,0.00361,0.00313,3.61432,5.02788,0.15016,-3.46944695195361e-18,0.08899,0.08886,3.96494,24.6806,0.32163,0.29955,0.01557,0.01289,3.36623,-29.70536,-69.5226
"26","2016_Q3",11.1440625,"Down",70323000,-40885000,29438000,-26249000,-17390000,-7663000,-1196000,3189000,36999.9999999999,36999.9999999999,3226000,3226000,-750000,2476000,2476000,2476000,2476000,163466000,163466000,53749000,53749000,58424000,5940000,5940000,281579000,13839000,166752000,17437000,137354000,1449000,180591000,462170000,53697000,18270000,4848000,30579000,6268000,6268000,59965000,4333000,1469000,2864000,4333000,64298000,432481000,-441849000,407240000,397872000,397872000,462170000,2476000,2662000,722000,12459000,18319000,-827000,-827000,-4847000,172999.999999999,173000.000000001,-77000.0000000037,-4751000.00000001,12741000,12741000,12741000,5851000,0,18233000,0.41861,0.04535,0.03521,0.00622,0.00536,7.36389,4.69572,0.1616,0,0.15297,0.15279,4.34468,24.58124,1.12647,0.29946,0.01821,0.04533,1.95759,-27.93813,-51.25933
"27","2016_Q4",9.7452380952381,"Down",124187000,-72796000,51391000,-44099000,-26710000,-12613000,-4776000,7292000,-3468000,-3468000,3824000,-16865000,2510000,-14355000,-14355000,-14355000,-14355000,69112000,69112000,134054000,134054000,75324000,19753000,19753000,298243000,39588000,565497000,293561000,264503000,7433000,605085000,903328000,104185000,24086000,4962000,75137000,29779000,29779000,151796000,38368000,27455000,10913000,371734000,523530000,433670000,-441849000,387977000,379798000,379798000,903328000,-14355000,7858000,4143000,-8765000,-11119000,-1600000,-282135000,-4849000,151000,151000,91541000,198900000,-94354000,-94354000,-94354000,15150000,351198000,2275000,0.41382,0.05872,-0.11559,-0.0378,-0.01589,-0.15848,1.96476,1.37844,0.38878,-0.88638,-0.88638,7.66823,23.45156,0.14048,0.29941,-0.01236,0.00296,-0.33779,18.61954,38.68431
"28","2017_Q1",10.7427419354839,"Up",152377000,-90171000,62206000,-54155000,-34114000,-13974000,-6067000,8051000,-4222000,-4222000,3829000,3242000,-540000,2702000,2702000,2702000,2702000,66805000,66805000,150967000,150967000,71354000,14513000,14513000,303639000,38667000,578890000,284694000,287618000,6578000,617557000,921196000,139822000,33462000,8326000,98034000,29665000,29665000,184146000,22659000,12790000,9869000,266649000,450795000,528634000,-441849000,383616000,470401000,470401000,921196000,2702000,9819000,-646000,-9073000,2802000,-2604000,-2604000,-4866000,95206000,95206000,-17581000,-2504999.99999997,-2307000,-2307000,-2307000,17870000,258649000,6733000,0.40824,0.05284,0.01773,0.00574,0.00293,2.49186,1.6489,0.95832,0.28078,0.13974,0.14004,7.88048,24.32773,0.34821,0.25165,0.01007,0.00896,1.80089,10.73553,23.82859
