"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2018_Q3",13.7804761904762,"Down",7.468e+09,-5.196e+09,2.272e+09,-1.701e+09,-1.227e+09,-4.02e+08,-7.2e+07,5.71e+08,-8.8e+07,-7.8e+07,-1e+07,4.83e+08,-5.99e+08,-1.16e+08,9.66e+08,8.5e+08,7.78e+08,7.78e+08,7.78e+08,6.986e+09,6.986e+09,3.099e+09,3.099e+09,2.848e+09,6.859e+09,6.828e+09,1.9792e+10,6.208e+09,3.1359e+10,9.07e+08,1.7537e+10,1.2915e+10,4.0084e+10,5.9876e+10,6.679e+09,6.242e+09,4.37e+08,3.855e+09,8.55e+09,3.163e+09,5.387e+09,1.9084e+10,9.97e+09,6.856e+09,6.856e+09,1.6826e+10,3.591e+10,3.222e+10,-5.306e+09,-2.982e+09,2.3932e+10,3.4e+07,2.3966e+10,5.9876e+10,7.78e+08,6.55e+08,4.4e+08,8.3e+07,1.71e+08,1.86e+08,-1.626e+09,-8e+06,-4.41e+08,2.84e+08,-1.461e+09,2.47e+08,-5.16e+08,1.77e+08,1.77e+08,-6.93e+08,-6.93e+08,8e+07,8.5e+07,-5e+06,-1.6e+07,3.02e+08,-1.5e+08,-1.16e+08,-3.8e+07,2.05e+08,-7.84e+08,-6.87e+08,-6.87e+08,-6.87e+08,1.226e+09,1.3825e+10,-1.882e+09,0.30423,0.07646,0.10418,0.03246,0.01299,-2.41902,1.0371,1.49837,0.23089,0.50129,0.49178,4.81186,15.4201,-1.21263,0.07474,0.02002,-0.04215,0.1491,5.5783,11.97723
"12","2018_Q4",12.9722222222222,"Down",7.764e+09,-5.384e+09,2.38e+09,-1.709e+09,-1.203e+09,-4.34e+08,-7.2e+07,6.71e+08,-5.3e+07,-6.4e+07,1.1e+07,6.18e+08,-1.53e+08,4.65e+08,-12999999.9999999,4.52e+08,4.51e+08,4.51e+08,4.51e+08,5.193e+09,5.193e+09,2.906e+09,2.906e+09,2.771e+09,6.597e+09,6.591e+09,1.7467e+10,6.184e+09,3.1349e+10,8.6e+08,1.7626e+10,1.2863e+10,4.0046e+10,5.7513e+10,6.627e+09,6.143e+09,4.84e+08,2.326e+09,8.454e+09,3.168e+09,5.286e+09,1.7407e+10,9.963e+09,6.681e+09,6.681e+09,1.6644e+10,3.4051e+10,3.1353e+10,-5.021e+09,-2.906e+09,2.3426e+10,3.6e+07,2.3462e+10,5.7513e+10,4.51e+08,6.41e+08,1.39e+08,5.6e+07,-5.1e+07,1.34e+08,1.8e+07,1.79e+08,4.2e+07,-1.05e+08,-9.8e+07,1.249e+09,-4.98e+08,2.69e+08,2.69e+08,-7.67e+08,-7.67e+08,-1.3e+07,1.1e+07,-2.4e+07,-1.78e+08,2.75e+08,-4.14e+08,-1.7e+08,-1.536e+09,-1e+06,-2.628e+09,-1.793e+09,-1.793e+09,-1.793e+09,1.312e+09,1.2289e+10,8.45e+08,0.30654,0.08642,0.05809,0.01922,0.00784,1.87361,1.00345,1.45133,0.21367,0.29808,0.29458,5.13153,15.48315,0.55849,0.11236,0.01464,0.01991,0.37694,5.40854,10.57526
"13","2019_Q1",13.4503278688525,"Up",7.946e+09,-5.55e+09,2.396e+09,-1.804e+09,-1.289e+09,-4.43e+08,-7.2e+07,5.92e+08,-9.6e+07,-1.11e+08,1.5e+07,4.96e+08,8e+07,5.76e+08,-1.348e+09,-7.72e+08,-7.57e+08,-7.57e+08,-7.57e+08,4.88e+09,4.88e+09,3.263e+09,3.263e+09,2.447e+09,6.682e+09,6.676e+09,1.7272e+10,6.138e+09,2.9685e+10,7.89e+08,1.7537e+10,1.1359e+10,3.8221e+10,5.5493e+10,6.47e+09,6.092e+09,3.78e+08,2.005e+09,8.723e+09,3.177e+09,5.546e+09,1.7198e+10,1.0136e+10,6.885e+09,6.885e+09,1.7021e+10,3.4219e+10,3.0356e+10,-5.899e+09,-3.218e+09,2.1239e+10,3.5e+07,2.1274e+10,5.5493e+10,-7.57e+08,6.45e+08,3.677e+09,4.4e+07,3.444e+09,1.89e+08,-2.239e+09,-3.57e+08,2.85e+08,-9.9e+07,-2.068e+09,1.326e+09,-2.94e+08,5.33e+08,5.33e+08,-8.27e+08,-8.27e+08,1e+06,2e+06,-1e+06,0,9.6e+07,-1.97e+08,-1.64e+08,-1.16e+08,1.16e+08,-1.251e+09,-1.22e+08,-1.22e+08,-1.22e+08,1.237e+09,1.2141e+10,5.2e+07,0.30154,0.0745,-0.09527,-0.03558,-0.01364,-0.06869,1.0043,1.60849,0.21878,-0.51849,-0.51149,5.44247,14.54726,0.03562,0.11233,-0.01471,0.00129,-0.21664,5.86985,12.2652
"14","2019_Q2",13.3255555555556,"Down",7.553e+09,-5.207e+09,2.346e+09,-1.749e+09,-1.211e+09,-4.66e+08,-7.2e+07,5.97e+08,-3.6e+07,-5.1e+07,1.5e+07,5.61e+08,9.4e+07,6.55e+08,-4.78e+08,1.77e+08,1.77e+08,1.77e+08,1.77e+08,3.781e+09,3.781e+09,3.183e+09,3.183e+09,2.3e+09,6.168e+09,6.154e+09,1.5432e+10,6.141e+09,2.7772e+10,7.46e+08,1.7588e+10,9.438e+09,3.6326e+10,5.1758e+10,6.084e+09,5.789e+09,2.95e+08,2.073e+09,8.302e+09,3.152e+09,5.15e+09,1.6459e+10,1.028e+10,6.684e+09,6.684e+09,1.6964e+10,3.3423e+10,2.9621e+10,-8.034e+09,-3.294e+09,1.8293e+10,4.2e+07,1.8335e+10,5.1758e+10,1.77e+08,6.39e+08,5.51e+08,7.5e+07,3.7e+08,1.06e+08,-9.85e+08,1.13e+08,9.9e+07,-2.56e+08,-9.41e+08,3.82e+08,-5.72e+08,1.57e+08,1.57e+08,-7.29e+08,-7.29e+08,-3999999.99999999,1e+06,-5e+06,-7.6e+07,3.6e+07,-6.16e+08,-1.57e+08,43000000.0000001,-1.7e+07,-9.45e+08,-1.179e+09,-1.179e+09,-1.179e+09,1.236e+09,1.2353e+10,1.57e+08,0.31061,0.07904,0.02343,0.00965,0.00342,0.88701,0.9376,1.82291,0.23867,0.12634,0.12535,5.39115,13.0571,0.11206,0.11206,0.00894,0.0042,0.88701,6.93528,14.35846
"15","2019_Q3",12.6015625,"Down",7.15e+09,-4.845e+09,2.305e+09,-1.74e+09,-1.214e+09,-4.57e+08,-6.9e+07,5.65e+08,-1.5e+07,-1.8e+07,3e+06,5.5e+08,-1.1e+08,4.4e+08,-2.1e+07,4.19e+08,4.19e+08,4.19e+08,4.19e+08,3.585e+09,3.585e+09,3.143e+09,3.143e+09,2.182e+09,6.09e+09,6.089e+09,1.5e+10,6.138e+09,2.7581e+10,6.77e+08,1.7587e+10,9.317e+09,3.614e+10,5.114e+10,5.719e+09,5.483e+09,2.36e+08,2.114e+09,8.244e+09,3.141e+09,5.103e+09,1.6077e+10,1.0332e+10,6.49e+09,6.49e+09,1.6822e+10,3.2899e+10,2.9143e+10,-7.765e+09,-3.18e+09,1.8198e+10,4.3e+07,1.8241e+10,5.114e+10,4.19e+08,6.48e+08,1.39e+08,7.4e+07,-2.6e+07,9.1e+07,-2.19e+08,3e+07,5.4e+07,-3.09e+08,6e+06,9.87e+08,-5.85e+08,2.14e+08,2.14e+08,-7.99e+08,-7.99e+08,-1.9e+07,1e+06,-2e+07,0,1.56e+08,-4.48e+08,-1.54e+08,4.7e+07,2.6e+07,-6.55e+08,-1.16e+08,-1.16e+08,-1.16e+08,1.213e+09,1.2446e+10,4.3e+08,0.32238,0.07902,0.0586,0.02297,0.00819,1.02625,0.93301,1.80357,0.24337,0.30651,0.30318,5.23043,13.31236,0.31456,0.11266,0.01541,0.01157,0.36754,7.30503,15.68319
"16","2019_Q4",14.26578125,"Up",7.217e+09,-4.768e+09,2.449e+09,-1.792e+09,-1.253e+09,-4.81e+08,-5.8e+07,6.57e+08,-6.7e+07,-7e+07,3e+06,5.9e+08,-8.55e+08,-2.65e+08,2.38e+08,-2.7e+07,-2.7e+07,-2.7e+07,-2.7e+07,3.693e+09,3.693e+09,2.965e+09,2.965e+09,2.216e+09,6.243e+09,6.191e+09,1.5117e+10,6e+09,2.7297e+10,6.18e+08,1.7587e+10,9.092e+09,3.5643e+10,5.076e+10,5.363e+09,5.203e+09,1.6e+08,2.207e+09,9.588e+09,3.225e+09,6.363e+09,1.7158e+10,1.0453e+10,5.569e+09,5.569e+09,1.6022e+10,3.318e+10,2.8642e+10,-7.959e+09,-3.15e+09,1.7533e+10,4.7e+07,1.758e+10,5.076e+10,-2.7e+07,6.32e+08,9.13e+08,5.8e+07,5.41e+08,3.14e+08,-3.22e+08,1.72e+08,-8.7e+07,-2.61e+08,-1.46e+08,1.196e+09,-5.48e+08,7.7e+07,7.7e+07,-6.25e+08,-6.25e+08,2e+06,1e+07,-8e+06,-5000000.00000006,2.16e+08,-3.35e+08,-1.5e+08,72999999.9999999,1.5e+07,-6.39e+08,2.22e+08,2.22e+08,2.22e+08,1.289e+09,1.266e+10,1.81e+08,0.33934,0.09104,-0.00374000000000001,-0.00154,-0.000529999999999999,-6.7037,0.88105,1.88737,0.24941,-0.02026,-0.02006,5.4141,13.15304,0.13578,0.11253,0.00343,0.00505,-5.55556,6.95656,13.6484
"17","2020_Q1",11.7872580645161,"Down",7.215e+09,-4.822e+09,2.393e+09,-1.735e+09,-1.229e+09,-4.38e+08,-6.8e+07,6.58e+08,-3.9e+07,-3.8e+07,-1e+06,6.19e+08,1.04e+08,7.23e+08,-2.43e+08,4.8e+08,4.8e+08,4.8e+08,4.8e+08,3.753e+09,3.753e+09,2.957e+09,2.957e+09,2.387e+09,6.046e+09,6e+09,1.5143e+10,6.054e+09,2.8352e+10,1.128e+09,1.8306e+10,8.918e+09,3.666e+10,5.1803e+10,9.783e+09,5.595e+09,4.188e+09,4.425e+09,4.951e+09,3.234e+09,1.717e+09,1.9159e+10,9.395e+09,6.1e+09,6.1e+09,1.5495e+10,3.4654e+10,2.8457e+10,-7.632e+09,-3.727e+09,1.7098e+10,5.1e+07,1.7149e+10,5.1803e+10,4.8e+08,6.16e+08,5.45e+08,6.1e+07,1.94e+08,2.9e+08,-2.09e+08,5.9e+07,-2e+07,3.01e+08,-5.49e+08,1.432e+09,-5.54e+08,1.49e+08,1.49e+08,-7.03e+08,-7.03e+08,8e+06,1.4e+07,-6e+06,-1.445e+09,-6.7e+07,-2.058e+09,-1.47e+08,1.098e+09,2.4e+07,6.91e+08,6.5e+07,6.5e+07,6.5e+07,1.274e+09,1.382e+10,7.54e+08,0.33167,0.0912,0.06653,0.02799,0.00927,1.57083,0.79039,2.02076,0.26678,0.36613,0.36254,5.50343,13.04195,0.57513,0.11213,0.01691,0.02034,0.30625,7.90188,15.29939
"18","2020_Q2",8.93507936507937,"Down",6.949e+09,-4.667e+09,2.282e+09,-1.823e+09,-1.218e+09,-4.85e+08,-1.2e+08,4.59e+08,1.4e+07,-1.9e+07,3.3e+07,4.73e+08,-94999999.9999999,3.78e+08,-44999999.9999999,3.33e+08,3.33e+08,3.33e+08,3.33e+08,3.171e+09,3.171e+09,2.864e+09,2.864e+09,2.56e+09,6.156e+09,6.144e+09,1.4751e+10,5.711e+09,2.9492e+10,1.008e+09,1.8305e+10,1.0179e+10,3.7493e+10,5.2244e+10,5.505e+09,5.332e+09,1.73e+08,4.51e+09,8.739e+09,3.267e+09,5.472e+09,1.8754e+10,9.362e+09,6.885e+09,6.885e+09,1.6247e+10,3.5001e+10,2.83e+10,-7.411e+09,-3.7e+09,1.7189e+10,5.4e+07,1.7243e+10,5.2244e+10,3.33e+08,6.9e+08,1.21e+08,9.3e+07,-2.8e+07,5.6e+07,-1.223e+09,8.2e+07,-2.04e+08,-2.5e+08,-8.51e+08,-78999999.9999998,-1.06e+08,4.62e+08,4.62e+08,-5.68e+08,-5.68e+08,-5.1e+07,8e+06,-5.9e+07,-6e+06,9.9e+07,-6.4e+07,-1.56e+08,1.7e+07,-4.2e+07,-3.85e+08,-5.28e+08,-5.28e+08,-5.28e+08,1.149e+09,1.3872e+10,-1.35e+08,0.32839,0.06605,0.04792,0.01931,0.00637,-0.405410000000001,0.78655,2.02987,0.26552,0.25615,0.25323,5.34538,13.22231,-0.10385,0.12,0.01287,-0.00355,0.46847,9.31332,23.31373
"19","2020_Q3",8.79,"Down",6.009e+09,-4.095e+09,1.914e+09,-1.643e+09,-1.109e+09,-4.5e+08,-8.4e+07,2.71e+08,-7.8e+07,-6.8e+07,-1e+07,1.93e+08,-1.104e+09,-9.11e+08,9e+07,-8.21e+08,-8.21e+08,-8.21e+08,-8.21e+08,5.131e+09,5.131e+09,2.61e+09,2.61e+09,3.476e+09,6.766e+09,6.76e+09,1.7983e+10,5.588e+09,2.8668e+10,9.29e+08,1.7444e+10,1.0295e+10,3.6532e+10,5.4515e+10,5.684e+09,5.482e+09,2.02e+08,5.162e+09,9.351e+09,3.268e+09,6.083e+09,2.0197e+10,1.1553e+10,6.507e+09,6.507e+09,1.806e+10,3.8257e+10,2.822e+10,-8.385e+09,-3.625e+09,1.621e+10,4.8e+07,1.6258e+10,5.4515e+10,-8.21e+08,6.41e+08,1.162e+09,6.7e+07,-7.5e+07,1.17e+09,-8.82e+08,2.41e+08,-9.92e+08,1.77e+08,-3.08e+08,1e+08,-5.02e+08,8.9e+07,8.9e+07,-5.91e+08,-5.91e+08,6e+06,2e+07,-1.4e+07,-7e+06,4.63e+08,-4e+07,1.56e+08,2.699e+09,-3.22e+08,2.382e+09,2.442e+09,2.442e+09,2.442e+09,9.12e+08,1.6715e+10,-5.62e+08,0.31852,0.0451,-0.13663,-0.0505,-0.01506,0.68453,0.89038,2.35312,0.30661,-0.63643,-0.64392,4.65814,12.56589,-0.43566,-0.12093,-0.02475,-0.01424,0.19001,12.70175,42.74539
"20","2020_Q4",9.7796875,"Up",6.816e+09,-4.749e+09,2.067e+09,-1.681e+09,-1.131e+09,-4.55e+08,-9.5e+07,3.86e+08,-4.4e+07,-7.1e+07,2.7e+07,3.42e+08,-3.76e+08,-3.4e+07,4.3e+07,8999999.99999988,9000000.00000024,9000000.00000024,9000000.00000024,8.465e+09,8.465e+09,2.856e+09,2.856e+09,3.469e+09,6.593e+09,6.59e+09,2.1383e+10,5.709e+09,2.8878e+10,8.34e+08,1.7442e+10,1.0602e+10,3.6856e+10,5.8239e+10,6.205e+09,6.001e+09,2.04e+08,5.727e+09,9.678e+09,3.343e+09,6.335e+09,2.161e+10,1.373e+10,6.693e+09,6.693e+09,2.0423e+10,4.2033e+10,2.8288e+10,-8.377e+09,-3.756e+09,1.6155e+10,5.1e+07,1.6206e+10,5.8239e+10,9000000.00000024,6.42e+08,4.44e+08,5.5e+07,-1.11e+08,5e+08,3.77e+08,-2.54e+08,-56999999.9999999,5.04e+08,1.84e+08,1.472e+09,-5.48e+08,7.2e+07,7.2e+07,-6.2e+08,-6.2e+08,-4e+06,1e+06,-5e+06,-5.96046447753906e-08,-4.98e+08,-1.05e+09,-4.64e+08,2.666e+09,3.23e+08,2.525e+09,2.947e+09,2.947e+09,2.947e+09,1.028e+09,1.9457e+10,8.14e+08,0.30326,0.05663,0.00131999999999996,0.000559999999999998,0.000150000000000001,90.44444,0.9895,2.59367,0.33409,0.00697000000000014,0.00696999999999992,5.27554,12.50387,0.63003,0.35913,0.01117,0.01922,51.55556,10.69261,28.47668
"21","2021_Q1",13.0262295081967,"Up",7.208e+09,-5.002e+09,2.206e+09,-1.73e+09,-1.166e+09,-4.84e+08,-8e+07,4.76e+08,-4e+07,1.58e+08,1.7e+07,4.36e+08,-3.11e+08,1.25e+08,3.2e+07,1.57e+08,1.57e+08,1.57e+08,1.57e+08,4.233e+09,4.233e+09,3.386e+09,3.386e+09,2.674e+09,6.263e+09,6.263e+09,1.6556e+10,5.625e+09,3.1834e+10,1.103e+09,1.8017e+10,1.0544e+10,3.7459e+10,5.4015e+10,1.0162e+10,5.383e+09,4.779e+09,3.755e+09,4.821e+09,3.43e+09,1.391e+09,1.8738e+10,1.2186e+10,6.995e+09,6.995e+09,1.9181e+10,3.7919e+10,2.8363e+10,-8.375e+09,-3.939e+09,1.6049e+10,4.7e+07,1.6096e+10,5.4015e+10,1.57e+08,6.52e+08,4.56e+08,85222418.3348124,-107078219.793356,197656686.206544,-5.18e+08,69775319.2218013,209119409.937061,103876529.775831,-82969331.1886665,7.47e+08,-5.24e+08,8e+07,8e+07,-6.04e+08,-6.04e+08,-4e+06,-5805646.4638173,-6729349.47274379,-8.53e+08,-4.3e+07,-1.424e+09,-1.54e+08,-3.483e+09,-2e+06,-3.639e+09,-4.316e+09,-4.316e+09,-4.316e+09,1.128e+09,1.5941e+10,5.4e+07,0.30605,0.06604,0.02178,0.00975,0.00291,0.34395,0.88355,2.3558,0.29512,0.12133,0.12133,5.57032,12.40263,0.04173,0.11901,0.00797,0.00138,0.98089,10.37943,24.59664
"22","2021_Q2",14.9566666666667,"Up",6.833e+09,-4.545e+09,2.288e+09,-1.737e+09,-1.159e+09,-4.68e+08,-1.1e+08,5.51e+08,-1.8e+07,-4.4e+07,2.6e+07,5.33e+08,-3.28e+08,2.05e+08,1.8e+07,2.23e+08,2.23e+08,2.23e+08,2.23e+08,4.165e+09,4.165e+09,2.933e+09,2.933e+09,2.791e+09,6.183e+09,6.149e+09,1.6072e+10,5.573e+09,2.9595e+10,9.93e+08,1.8017e+10,1.0585e+10,3.7379e+10,5.3451e+10,9.374e+09,5.196e+09,4.178e+09,3.727e+09,4.83e+09,3.44e+09,1.39e+09,1.7931e+10,1.1963e+10,7.298e+09,7.298e+09,1.9261e+10,3.7192e+10,2.844e+10,-8.332e+09,-3.896e+09,1.6212e+10,4.7e+07,1.6259e+10,5.3451e+10,2.23e+08,6.74e+08,3.65e+08,1.13e+08,-7.1e+07,3.23e+08,-2.99e+08,4.46e+08,-1.48e+08,-1.61e+08,-4.36e+08,9.63e+08,-4e+08,1.13e+08,1.13e+08,-5.13e+08,-5.13e+08,-6e+06,999999.999999993,-7e+06,-660906564.288654,-2.46e+08,-6.52e+08,-1.55e+08,-2.62e+08,-4.2e+07,-458999999.999999,-147999999.999999,-147999999.999999,-147999999.999999,1.225e+09,1.569e+10,5.08e+08,0.33485,0.08064,0.03264,0.01372,0.00417,2.27802999999999,0.89632,2.28747,0.29354,0.17154,0.16958,5.25615,12.47077,0.39077,0.11923,0.00963,0.01294,0.695069999999999,9.40816,20.91652
"23","2021_Q3",13.78671875,"Down",6.7e+09,-4.413e+09,2.287e+09,-1.786e+09,-1.199e+09,-5.03e+08,-8.4e+07,5.01e+08,-7e+06,4.4e+07,4e+06,4.94e+08,-2.06e+08,2.88e+08,-2.9e+07,2.59e+08,2.59e+08,2.59e+08,2.59e+08,4.625e+09,4.625e+09,2.936e+09,2.936e+09,3.117e+09,6.025e+09,6.025e+09,1.6703e+10,5.48e+09,2.9737e+10,9.5e+08,1.8017e+10,1.077e+10,3.7429e+10,5.4132e+10,9.637e+09,5.533e+09,4.104e+09,3.531e+09,4.812e+09,3.415e+09,1.397e+09,1.798e+10,1.2296e+10,7.245e+09,7.245e+09,1.9541e+10,3.7521e+10,2.8551e+10,-8.229e+09,-3.762e+09,1.656e+10,5.1e+07,1.6611e+10,5.4132e+10,2.59e+08,6.39e+08,2.54e+08,1.05e+08,-2.4e+07,1.73e+08,-3.3e+08,-1.4e+07,-3.49e+08,3.25e+08,-2.92e+08,8.22e+08,-4.54e+08,8.1e+07,8.1e+07,-5.35e+08,-5.35e+08,-3e+06,9e+06,-1.2e+07,-3.4e+07,-8.8e+07,-5.79e+08,-1.56e+08,1.89e+08,7000000.00000001,4e+07,2.83e+08,2.83e+08,2.83e+08,1.14e+09,1.5827e+10,3.85e+08,0.34134,0.07478,0.03866,0.01559,0.00478,1.48649,0.92898,2.2588,0.29238,0.19801,0.19459,5.12232,12.66055,0.29434,0.11927,0.01046,0.0097,0.60232,9.82632,22.35928
"24","2021_Q4",14.52,"Up",6.897e+09,-4.515e+09,2.382e+09,-1.8e+09,-1.291e+09,-4.27e+08,-8.2e+07,5.82e+08,-5e+07,103037626.571799,96511744.601511,5.32e+08,-1.26e+08,4.06e+08,-1.4e+07,3.92e+08,3.92e+08,3.92e+08,3.92e+08,5.293e+09,5.293e+09,3.297e+09,3.297e+09,3.942e+09,6.213e+09,6.212e+09,1.8745e+10,5.51e+09,3.2182e+10,8.92e+08,1.8092e+10,1.0912e+10,3.7692e+10,5.6437e+10,1.0886e+10,6.526e+09,4.36e+09,3.736e+09,5.019e+09,3.434e+09,1.585e+09,1.9641e+10,1.2489e+10,7.234e+09,7.234e+09,1.9723e+10,3.9364e+10,2.8645e+10,-7.994e+09,-3.631e+09,1.702e+10,5.3e+07,1.7073e+10,5.6437e+10,3.92e+08,6.43e+08,2.16e+08,107267452.419017,31470667.5695263,26533591.7505841,-1.21e+08,-68482265.9924302,-663295050.652316,443347784.115601,-400926064.670237,1.13e+09,-6.04e+08,8e+07,8e+07,-6.84e+08,-6.84e+08,-2.4e+07,23824284.1031332,-17026039.442526,-9.9e+07,2.41e+08,-4.86e+08,-1.57e+08,4e+08,9e+06,2.52e+08,8.96e+08,8.96e+08,8.96e+08,1.225e+09,1.6225e+10,5.14e+08,0.34537,0.08438,0.05684,0.02296,0.00695,1.31122,0.95438,2.30563,0.28749,0.30061,0.2963,5.28911,13.05215,0.39417,0.1204,0.01354,0.01268,0.40051,8.92408,18.78351
"25","2022_Q1",16.2703225806452,"Up",7.354e+09,-4.935e+09,2.419e+09,-1.939e+09,-1.28e+09,-5.81e+08,-7.8e+07,4.8e+08,4.4e+07,55696671.4547809,1.5e+08,5.24e+08,2.164e+09,2.688e+09,-1.35e+08,2.553e+09,2.553e+09,2.553e+09,2.553e+09,3.996e+09,3.996e+09,3.979e+09,3.979e+09,4.511e+09,6.392e+09,6.392e+09,1.8878e+10,5.613e+09,3.3208e+10,1.022e+09,1.8306e+10,1.167e+10,3.8821e+10,5.7699e+10,1.1949e+10,7.004e+09,4.776e+09,3.552e+09,5.186e+09,3.408e+09,1.778e+09,2.0687e+10,9.896e+09,7.099e+09,7.099e+09,1.6995e+10,3.7682e+10,2.8483e+10,-5.597e+09,-2.915e+09,1.9971e+10,4.6e+07,2.0017e+10,5.7699e+10,2.553e+09,6.41e+08,3.82e+08,120497469.721193,64890424.8169713,-17814987.0678101,-6.2e+08,277174921.64118,-937133214.051474,93503135.3462913,-664880222.971969,2.956e+09,-6.9e+08,8e+07,8e+07,-7.7e+08,-7.7e+08,-1.2e+07,39088180.7929029,-20171116.0088802,-3.72e+08,-5000000.00000003,-1.079e+09,-1.57e+08,-2.806e+09,-2.1e+07,-3.197e+09,-1.32e+09,-1.32e+09,-1.32e+09,1.121e+09,1.3448e+10,-5.4e+07,0.32894,0.06527,0.34716,0.12754,0.04425,-0.02115,0.91255,1.8825,0.23307,1.94588,1.91236,5.60518,15.2218,-0.04116,0.11966,0.06681,-0.00133,0.0615,8.43176,19.69167
"26","2022_Q2",14.8204838709677,"Down",6.961e+09,-4.617e+09,2.344e+09,-1.778e+09,-1.201e+09,-5.04e+08,-7.3e+07,5.66e+08,2.6e+07,-5000000.00000003,3.1e+07,5.92e+08,-9.9e+07,4.93e+08,20000000.0000001,5.13e+08,5.13e+08,5.13e+08,5.13e+08,3.861e+09,3.861e+09,3.432e+09,3.432e+09,5.321e+09,6.728e+09,6.728e+09,1.9342e+10,5.498e+09,3.3033e+10,9.52e+08,1.8303e+10,1.1528e+10,3.8531e+10,5.7873e+10,1.2061e+10,6.549e+09,5.512e+09,3.795e+09,4.617e+09,3.457e+09,1.16e+09,2.0473e+10,1.0277e+10,6.758e+09,6.758e+09,1.7035e+10,3.7508e+10,2.8435e+10,-5.239e+09,-2.878e+09,2.0318e+10,4.7e+07,2.0365e+10,5.7873e+10,5.13e+08,6.21e+08,1.9e+08,1.28e+08,3.7e+07,2.5e+07,-1.4e+09,5.43e+08,-8.34e+08,-4.38e+08,-6.71e+08,-7.6e+07,-5.01e+08,1.23e+08,1.23e+08,-6.24e+08,-6.24e+08,2.3e+07,4.4e+07,-2.1e+07,-602210393.983724,1.43e+08,-3.35e+08,-1.55e+08,6.96e+08,-5.7e+07,3.55e+08,-56000000.0000002,-56000000.0000002,-56000000.0000002,1.187e+09,1.4072e+10,-7.34e+08,0.33673,0.08131,0.0737,0.02519,0.00886,-1.4308,0.94476,1.84179,0.24315,0.39101,0.38427,5.30564,15.48628,-0.55945,0.11814,0.01622,-0.01782,0.30214,8.60236,18.04064
