"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","total_realized_investment_gains","other_income","underwriting_expense_acquisition_cost","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","total_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","short_term_debt","other_short_term_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"12","2017_Q1",135.583225806452,"Up",353967000,351901000,47316000,-45250000,-49967000,4717000,-74146000,-61836000,94084000,-10534000,-10534000,83550000,83550000,7700000,91250000,91250000,-16219000,75031000,-5595000,69436000,9316968000,421157000,987323000,335325000,1291309000,12352082000,2848294000,948663000,2512954000,6309911000,4e+08,257745000,257745000,4207699000,1133000,4866577000,1175594000,6042171000,12352082000,91250000,10961000,241522000,-239326000,104407000,-190260000,-190260000,-18292000,37925000,19633000,-66220000,-66220000,-5953000,-72173000,105045000,948663000,0.2658,0.19617,0.01149,0.00562,1.04431,0.0768,1.71557,1.70563,8.74554,110.3567,0.45194,0.00892,0.26344,5.02171,5.60676
"13","2017_Q2",133.424444444444,"Down",472066000,366045000,54325000,51696000,43373000,8323000,-83282000,-52569000,143134000,-10526000,-10526000,132608000,132608000,-334000,132274000,132274000,-34327000,97947000,-5595000,92352000,9459870000,454087000,1283275000,388681000,1733714000,13319627000,2934688000,945701000,3390410000,7270799000,4e+08,171958000,171958000,4289237000,-358000,4860837000,1187991000,6048828000,13319627000,132274000,6390000,-574456000,636831000,201039000,-8896000,-8896000,-18622000,-62184000,-160815000,31328000,31328000,1602000,32930000,149524000,945701000,0.30321,0.19563,0.01527,0.00693,1.20202,0.071,2.28549,2.27339,11.68249,110.3949,0.46085,0.01118,0.20164,3.28786,3.43464
"14","2017_Q3",133.892222222222,"Up",505585000,382265000,54163000,69157000,58113000,11044000,-88251000,-46402000,228345000,-10091000,-10091000,218254000,218254000,-3904000,214350000,214350000,-37612000,176738000,-5596000,171142000,9408908000,623150000,1533833000,430106000,1709683000,13705680000,2989806000,988866000,3529670000,7508342000,4e+08,107865000,107865000,4447529000,-139000,4955255000,1242083000,6197338000,13705680000,214350000,5109000,-420811000,321336000,119984000,66437000,66437000,-18446000,17278000,-21233000.0000001,165188000,165188000,3875000,169063000,233454000,988866000,0.45165,0.3385,0.02762,0.01249,1.21154,0.07215,4.28541,4.27588,12.65988,114.06388,0.46189,0.01863,0.10778,1.56654,1.60159
"15","2017_Q4",128.064920634921,"Down",634735000,547792000,40257000,46686000,42052000,4634000,-76761000,-46950000,-710672000,-11799000,-11799000,-722471000,-722471000,18977000,-703494000,-703494000,204277000,-499217000,-5595000,-504812000,9642178000,581576000,1521266000,434914000,2864990000,15044924000,5192313000,989245000,3426625000,9608183000,4e+08,72881000,72881000,3929970000,161000,4403012000,1033729000,5436741000,15044924000,-703494000,7087000,-1168577000,2145663000,280679000,-252398000,-252398000,-18342000,-12981000,-73974000,-45693000,-45693000,4119000,-41574000,-703585000,989245000,-1.11964,-0.79531,-0.09285,-0.03355,1.76727,0.06575,-12.75003,-12.84869,16.0315,101.10403,0.46326,-0.04187,-0.03633,-0.57942,-0.57364
"16","2018_Q1",124.174426229508,"Down",491293000,421473000,73464000,-3644000,-7716000,4072000,-98598000,-33429000,55202000,-11777000,-11777000,43425000,43425000,-41226000,2199000,2199000,-56000,2143000,-5595000,-3452000,9503439000,1361592000,1304622000,426551000,2629927000,15226131000,5080408000,989623000,3468219000,9538250000,4e+08,77379000,77379000,3913772000,224000,4391375000,1296506000,5687881000,15226131000,2199000,12656000,292929000,116301000,424085000,72423000.0000001,72423000.0000001,-18341000,303223000,284882000,781390000,781390000,-1374000,780016000,67858000,989623000,0.11236,-0.00702999999999998,-0.00061,-0.00023,1.67694,0.065,-0.0874400000000044,-0.0874400000000009,12.44441,101.10122,0.46458,0.00127,-5.31315,-5.48158,-6.73832
"17","2018_Q2",123.9034375,"Down",417986000,440282000,56476000,-78772000,-82144000,3372000,-97711000,-48005000,100567000,-11767000,-11767000,88800000,88800000,3407000,92207000,92207000,-29899000,62308000,-5595000,56713000,10221704000,647973000,1684630000,477010000,2890885000,15922202000,4912727000,989995000,4157863000,10060585000,4e+08,78798000,78798000,3957261000,194000,4436253000,1425364000,5861617000,15922202000,92207000,13740000,-546709000,403413000,-37349000,-704719000,-704719000,-18819000,45725000,26906000,-715162000,-715162000,1543000,-713619000,114307000,989995000,0.2406,0.13568,0.00967999999999999,0.00355999999999999,1.71635,0.06218,1.43388,1.43218,10.56801,102.04928,0.4758,0.00642,0.33183,2.99214,3.40094
"18","2018_Q3",124.135714285714,"Up",479204000,429385000,71356000,-21537000,-17901000,-3636000,-105052000,-45844000,268141000,-11768000,-11768000,256373000,256373000,-4506000,251867000,251867000,-54483000,197384000,-5596000,191788000,10710660000,548472000,1959647000,511155000,3293444000,17023378000,4702345000,990371000,4977173000,10669889000,6.5e+08,75357000,75357000,4135805000,-1101000,4860061000,1493428000,6353489000,17023378000,251867000,11001000,-284563000,408155000,386460000,-717213000,-717213000,-18840000,11765000,235296000,-95457000.0000002,-95457000.0000002,-4044000,-99501000,279142000,990371000,0.55956,0.40022,0.03019,0.01127,1.67937,0.05818,4.838,4.83763,12.08829,106.20203,0.47525,0.01749,0.09823,1.58306,1.64801
"19","2018_Q4",125.818571428571,"Up",629754000,531849000,80696000,17209000,13630000,3579000,-109761000,-47434000,62049000,-11769000,-11769000,50280000,50280000,-1451000,48829000,48829000,-6440000,42389000,-9708000,32681000,11545691000,453041000,1787095000,497733000,2812834000,17096394000,4952498000,990749000,4732648000,10675895000,6.5e+08,82661000,82661000,4155343000,-1483000,4886521000,1533978000,6420499000,17096394000,48829000,6195000,525041000,-40650000,539415000,-642373000,-642373000,-22851000,31452000,8601000,-94357000,-94357000,-1074000,-95431000,68244000,990749000,0.09853,0.05189,0.00509,0.00191,1.66278,0.05795,0.82478,0.82451,15.89325,106.91805,0.5767,0.00449,0.69921,7.8792,8.66586
"20","2019_Q1",135.175081967213,"Up",547997000,574613000,61437000,-88053000,-96753000,8700000,-120465000,-70967000,-121073000,-11765000,-11765000,-132838000,-132838000,8852000,-123986000,-123986000,49269000,-74717000,-9189000,-83906000,11885747000,1107922000,1537188000,476661000,3668678000,18676196000,6076271000,991127000,4512018000,11579416000,6.5e+08,338306000,338306000,4058207000,-1433000,5045080000,2051700000,7096780000,18676196000,-123986000,-30813000,-615169000,1103143000,333175000,-474808000,-472308000,-22419000,568879000,795537000,656404000,656404000,-1523000,654881000,-151886000,991127000,-0.22094,-0.15311,-0.01182,-0.00449,1.63164,0.05307,-2.0919,-2.09039,13.66235,109.57567,0.55894,-0.00434,-0.26719,0.76896,0.96467
"21","2019_Q2",159.136825396825,"Up",807121000,550028000,82094000,174999000,170013000,4986000,-123951000,-83722000,372413000,-11754000,-11754000,360659000,360659000,-7531000,353128000,353128000,-70222000,282906000,-9189000,273717000,14852848000,1021275000,2753098000,841528000,5090851000,24559600000,8391484000,1191499000,7313184000,16896167000,6.5e+08,588048000,588048000,4317455000,-1470000,5554033000,2109400000,7663433000,24559600000,353128000,-3606000,-1059648000,1087275000,377149000,-339836000,-616042000,-23658000,-23804000,152538000,-86355000,-86355000,-292000,-86647000,368807000,1191499000,0.46141,0.33913,0.03572,0.01115,2.20478,0.04851,6.507,6.50298,19.18747,116.58227,0.56242,0.01724,0.08643,0.461550000000001,0.457080000000001
"22","2019_Q3",180.54875,"Up",1238380000,911502000,118588000,208290000,191247000,17043000,-227482000,-83661000,473864000,-15534000,-15534000,458330000,458330000,-9475000,448855000,448855000,-71812000,377043000,-9189000,367854000,16388316000,670626000,3140688000,780756000,5106575000,26086961000,8484848000,1382890000,7593915000,17461653000,6.5e+08,596372000,596372000,4670339000,-3869000,5912842000,2712466000,8625308000,26086961000,448855000,-12923000,-608736000,579624000,406820000,-1456824000,-1460932000,-24159000,531453000,703705000,-350407000,-350407000,-242000,-350649000,460941000,1382890000,0.38265,0.29704,0.04265,0.0141,2.02447,0.05301,8.45972,8.45233,28.47964,121.03217,0.5556,0.0212,0.0656800000000001,1.54524,1.5031
"23","2019_Q4",184.11984375,"Up",1051148000,906748000,111387000,33013000,34395000,-1382000,-202181000,-67259000,127188000,-15580000,-15580000,111608000,111608000,-3664000,107944000,107944000,-62057000,45887000,-9189000,36698000,16947893000,871251000,2799954000,708258000,4316854000,25644210000,8602437000,1383498000,6928007000,16913942000,6.5e+08,604318000,604318000,4691929000,4988000,5951235000,2779033000,8730268000,25644210000,107944000,-10710000,916051000,-532822000,480463000,-261790000,-261790000,-24297000,1074000,-23223000,195450000,195450000,5175000,200625000,116478000,1383498000,0.121,0.03491,0.0042,0.00143,1.93739,0.05395,0.84439,0.84295,24.18601,121.97683,0.55905,0.00326,0.66208,4.3978,4.02748
"24","2020_Q1",173.223548387097,"Down",1105305000,970125000,112138000,23042000,18454000,4588000,-2305639000,-82213000,52381000,-15496000,-15496000,36885000,36885000,3455000,40340000,40340000,2622000,42962000,-9189000,33773000,17368789000,1379068000,2599896000,663991000,4318350000,26330094000,9384349000,1384105000,6518965000,17287419000,6.5e+08,612425000,612425000,4710881000,-1939000,5971367000,3071308000,9042675000,26330094000,40340000,-31725000,325664000,538484000,872763000,1453047000,-649880000,-24010000,311107000,287097000,509980000,509980000,-2163000,507817000,20656000.0000001,1384105000,0.04739,0.03056,0.00373,0.00128,1.91176,0.05257,0.776979999999999,0.77545,25.4286,122.42315,0.55237,0.00292,0.71092,0.24385,0.09616
"25","2020_Q2",160.172857142857,"Down",896264000,913098000,99473000,-116307000,-110707000,-5600000,-210604000,-83452000,31254000,-14927000,-14927000,16327000,16327000,8846000,25173000,25173000,-98091000,-72918000,-9056000,-81974000,17818597000,896216000,3105441000,739875000,4905390000,27465519000,9406707000,1134695000,8008745000,18550147000,5.25e+08,546642000,546642000,4613548000,-1664000,5683526000,3231846000,8915372000,27465519000,25173000,-4405000,-821755000,1276453000,475466000,-530282000,-530282000,-24415000,32419000,-429617000,-484433000,-484433000,1581000,-482852000,26849000,1134695000,0.03487,-0.09146,-0.00919,-0.00298,2.08069,0.04131,-1.88702,-1.88702,20.63175,118.74786,0.56203,-0.00296,-0.29784,8.88223,7.63035
"26","2020_Q3",172.9328125,"Up",1548436000,1010096000,89305000,449035000,448390000,645000,-233610000,-60975000,743579000,-11842000,-11842000,731737000,731737000,-29875000,701862000,701862000,-118728000,583134000,-7289000,575845000,19723649000,1185844000,3519965000,734286000,5316010000,30479754000,9365469000,1135216000,9244798000,19745483000,5.25e+08,1653549000,1653549000,5171689000,-3066000,7347172000,3387099000,10734271000,30479754000,701862000,-4121000,-986387000,670145000,381499000,-1197280000,-1197280000,-24993000,36621000,1107177000,291396000,291396000,-1768000,289628000,739458000,1135216000,0.48021,0.37189,0.05365,0.01889,1.83948,0.03724,12.81393,12.7781,34.4564,151.80961,0.55615,0.02829,0.0433999999999999,-0.06847,-0.06809
"27","2020_Q4",166.3846875,"Down",1332293000,1000183000,83543000,248567000,224208000,24359000,-2238436000,-97095000,77988000,-11843000,-11843000,66145000,66145000,8244000,74389000,74389000,-19301000,55088000,-7289000,47799000,20319333000,1287378000,3337120000,697346000,5354663000,30995840000,9900615000,1135740000,9181347000,20217702000,5.25e+08,1666138000,1666138000,5201766000,-2083000,7390821000,3387317000,10778138000,30995840000,74389000,6604000,927714000,-535893000,472814000,177829000,-327257000,-25011000,-20200000,-45253000,100304000,100304000,1230000,101534000,84592000,1135740000,0.05854,0.03588,0.00443,0.00154,1.87581,0.03664,0.95579,0.95419,26.64053,137.28896,0.50012,0.00334,0.52325,-1.79258,-1.94438
"28","2021_Q1",158.589836065574,"Down",1395323000,1029085000,81717000,284521000,286518000,-1997000,1784973000,-2986744000,193552000,-11841000,-11841000,181711000,181711000,9923000,191634000,191634000,5467000.00000001,197101000,-7289000,189812000,20558176000,1736813000,2894631000,633521000,4997439000,30820580000,13144737000,1136265000,5591011000,19872013000,5.25e+08,1674017000,1674017000,5373873000,-12642000,7560248000,3388319000,10948567000,30820580000,191634000,18574000,91595000,361153000,662956000,-99024000,-249870000,-24994000,57901000,32907000.0000001,445993000,445993000,3442000,449435000,212126000,1136265000,0.13871,0.13603,0.01734,0.00616,1.81503,0.03687,3.79457,3.78776,27.89419,140.64308,0.49966,0.00851,0.13168,-2.83109,-3.10277
"29","2021_Q2",156.469523809524,"Down",861902000,1153836000,79804000,-371738000,-345563000,-26175000,-1134285000,-65716000,-338099000,-11912000,-11912000,-350011000,-350011000,19516000,-330495000,-330495000,46850000,-283645000,-7289000,-290934000,20373932000,1286661000,3928122000,786941000,5860441000,32236097000,10953383000,1136783000,9658024000,21748190000,5.25e+08,1500597000,1500597000,5065122000,-12382000,7078337000,3409570000,10487907000,32236097000,-330495000,1747000,-181239000,716525000,206538000,-339467000,-463131000,-25106000,3172000,-193579000,-450172000,-450172000,20000,-450152000,-336352000,1136783000,-0.39227,-0.33755,-0.02774,-0.00903,2.07364,0.03526,-5.86809,-5.86809,17.38442,132.17969,0.50638,-0.01177,-0.08629,0.4456,0.4433
"30","2021_Q3",149.35375,"Down",1477285000,1192790000,80925000,203570000,191018000,12552000,-805611000,-68328000,603346000,-11833000,-11833000,591513000,591513000,-13862000,577651000,577651000,-113544000,464107000,-7289000,456818000,20065105000,1789756000,4481492000,883926000,5506476000,32726755000,10944742000,1137304000,9770684000,21852730000,5.25e+08,1201907000,1201907000,5504760000,-14061000,7217606000,3656419000,10874025000,32726755000,577651000,-9674000,-430700000,-8645999.99999988,128631000,9051000.00000006,581518000,-24469000,127370000,-206114000,504035000,504035000,-940000,503095000,593672000,1137304000,0.40842,0.30923,0.04201,0.01396,2.00963,0.03475,9.48483,9.45773,30.67261,138.95742,0.50805,0.02097,0.05356,-1.09901,-1.08139
"31","2021_Q4",154.89,"Up",1544703000,1506265000,78267000,-39829000,-46826000,6997000,-2126093000,-69193000,-650583000,-11919000,-11919000,-662502000,-662502000,23630000,-638872000,-638872000,198495000,-440377000,-9845000,-450222000,20866441000,1440734000,4141899000,893265000,6193993000,33536332000,17272790000,1137829000,4917901000,23328520000,7.5e+08,974402000,974402000,5037821000,-12709000,6749514000,3458298000,10207812000,33536332000,-638872000,-8493000,566087000,547989000,466711000,-405248000,-773282000,-26562000,-11648000,-48126000,-354697000,-354697000,5675000,-349022000,-659076000,1137829000,-0.42117,-0.29146,-0.04411,-0.01342,2.28536,0.03393,-9.74043,-9.76959,33.41922,129.7978,0.57466,-0.0148,-0.059,0.45959,0.46559
"32","2022_Q1",153.988548387097,"Down",1393819000,1341290000,80483000,-27954000,-57769000,29815000,2851131000,-3926186000,318764000,-11872000,-11872000,306892000,306892000,-18616000,288276000,288276000,-68516000,219760000,-8843000,210917000,21442659000,1859019000,3781542000,849160000,6027122000,33959502000,16825843000,1152149726.32393,5031531000,23781168000,812123963.986384,1402566000,741941838.013564,5232624000,-10909000,6624281000,3554053000,10178334000,33959502000,288276000,-4569000,264949000,-115721000,432935000,805473000,-161401000,-24580000,463214000,145358000,416892000,416892000,1393000,418285000,314195000,1168353000,0.2287,0.15132,0.02072,0.00621,2.33645,0.0344,6.03931,6.02138,39.91006,189.67704,0.70381,0.00814,0.11654,-2.19821,-2.1667
"33","2022_Q2",150.353387096774,"Down",876416000,1486425000,83691000,-693700000,-673017000,-20683000,-1218240000,-80409000,-422233000,-11955000,-11955000,-434188000,-434188000,36707000,-397481000,-397481000,11912000,-385569000,-8844000,-394413000,20851218000,1563056000,4851513000,999712000,6582580000,34848079000,18056609000,1168872000,5541743000,24767224000,7.5e+08,557824000,557824000,4821970000,-12834000,6116960000,3963895000,10080855000,34848079000,-397481000,-9337000,166986000,408061000,168229000,-446841000,-403900000,-25181000,55947000,-66493000,-302164000,-302164000,6201000,-295963000,-431570000,1168872000,-0.48177,-0.45003,-0.03912,-0.01132,2.45686,0.03354,-8.81922,-8.81409,19.59698,120.00716,0.56306,-0.0126,-0.06384,0.91337,0.93357
"34","2022_Q3",138.20015625,"Down",866972000,1456383000,107211000,-696622000,-654107000,-42515000,-1067477000,-84872000.000001,-285377000,-11895000,-11895000,-297272000,-297272000,30534000,-266738000,-266738000,-49331000,-316069000,-8844000,-324913000,20597808000,1398095000,5408217000,1089426000,6540851000,35034397000,18560023000,1169393000,5213525000,24942941000,7.5e+08,522966000,522966000,4480861000,-15168000,5738659000,4352797000,10091456000,35034397000,-266738000,18920000,327624000,21134000,100940000,-769111000,-551634000,-25036000,341979000,272846000,-177848000,-177848000,12887000,-164961000,-266457000,1169393000,-0.32917,-0.37477,-0.0322,-0.00927,2.47169,0.03338,-7.26517,-7.26095,19.38581,111.54821,0.55981,-0.01006,-0.07705,0.85831,0.8014
