"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2016_Q4",6.81015873015873,"Down",1512750000,-1505892000,6858000,-5366000,-5366000,1492000,699000,592000,2191000,-102000,2089000,-894000,1195000,1195000,1195000,1195000,12972000,12972000,25928000,25928000,273973000,85820000,1662000,398693000,3338000,7785000,7566000,2082000,4884000,18689000,417382000,54346000,42838000,11508000,1.9e+08,109814000,98741000,354160000,268000,0,268000,354428000,22514000,40440000,62954000,62954000,417382000,1195000,305000,2783000,-54576000,-50293000,-538000,-6661000,-9535000,-489000,27500000,42414000,69425000,9597000,9597000,9597000,1797000,1.9e+08,-52423000,0.00453,0.00099,0.00079,0.01898,0.00286,-43.86862,1.12574,5.62995,0.45522,0.08556,0.08361,108.31042,4.5074,-3.7534,0.03501,0.00665,-0.20702,0.40921,98.51308,118.65147
"12","2017_Q1",7.82467741935484,"Up",1735210000,-1727647000,7563000,-5931000,-5931000,1632000,413000,325000,2045000,90000,2135000,-1067000,1068000,1068000,1068000,1068000,17142000,17142000,43302000,43302000,245057000,112760000,1503000,418261000,3482000,7873000,7531000,1987000,4620000,18886000,437147000,54429000,46769000,7660000,2.12e+08,100164000,63710000,366593000,7245000,0,7245000,373838000,22291000,41018000,63309000,63309000,437147000,1068000,305000,2448000,21015000,24836000,-354000,-7594000,-7948000,-490000,2.2e+07,-34229000,-12718000,4170000,4170000,4170000,1937000,2.12e+08,23665000,0.00436,0.00094,0.00062,0.01687,0.00244,22.15824,1.14094,5.90497,0.48496,0.07632,0.07461,123.99317,4.52388,1.69103,0.03501,0.00551,0.08375,0.4588,100.59783,119.39828
"13","2017_Q2",6.84174603174603,"Down",1805653000,-1797589000,8064000,-5664000,-5664000,2400000,604000,643000,3004000,-6000,2998000,-1059000,1939000,1939000,1950000,1950000,16753000,16753000,20746000,20746000,297615000,121554000,1656000,456668000,5730000,7859000,13272000,4391000,8881000,26861000,483529000,66146000,61867000,4279000,2.03e+08,136004000,122485000,405150000,9806000,1117000,9806000,414956000,22654000,42476000,65130000,68573000,483529000,1939000,321000,2260000,-40387000,-35867000,-336000,-10368000,-14125000,0,-9e+06,58431000,49603000,-389000,-389000,-389000,2721000,2.03e+08,-36943000,0.00447,0.00133,0.00108,0.02844,0.00403,-18.94513,1.12716,6.0513,0.41983,0.13882,0.13716,128.54734,4.63671,-2.63003,0,0.00693,-0.13129,0,68.448,77.60292
"14","2017_Q3",6.8152380952381,"Down",2126361000,-2116502000,9859000,-6131000,-6131000,3728000,605000,487000,4333000,-3000,4330000,-1590000,2740000,2740000,2750000,2750000,13270000,13270000,81945000,81945000,290923000,123217000,1272000,509355000,6063000,7952000,13614000,4280000,8881000,27629000,536984000,76089000,65845000,10244000,1.85e+08,199795000,125437000,460884000,5050000,1117000,5050000,465934000,22883000,44734000,67617000,71050000,536984000,2740000,386000,-4916000,21244000,19454000,-608000,-7022000,-7630000,-984000,-1.8e+07,3676999.99999997,-15307000,-3483000,-3483000,-3483000,4114000,1.85e+08,26340000,0.00464,0.00175,0.00129,0.03871,0.00512,9.57818000000001,1.10517,6.55783,0.34452,0.19578,0.19342,151.37905,4.81376,1.87519,0.07005,0.0143,0.10088,0.35782,41.74283,46.06491
"15","2017_Q4",6.3615873015873,"Down",1730845000,-1723513000,7332000,-5989000,-5989000,1343000,774000,583000,2117000,21000,2138000,-833000,1305000,1305000,1166000,1166000,6440000,6440000,42863000,42863000,345531000,99909000,1348000,494743000,6746000,7946000,13570000,4172000,8881000,28262000,523005000,55791000,44151000,11640000,2.13e+08,179232000,163387000,448023000,2796000,1117000,2796000,450819000,23276000,45338000,68614000,72186000,523005000,1305000,413000,-2066000,-88080000,-88428000,-988000,20026000,19038000,-562000,2.8e+07,35122000,62560000,-6830000,-6830000,-6830000,1756000,2.13e+08,-86479000,0.00424,0.00078,0.00067,0.01615,0.00223,-74.16724,1.10428,6.24524,0.40726,0.08301,0.08177,123.22163,4.88474,-6.15658,0.04001,0.006,-0.30029,0.48199,117.63098,153.80491
"16","2018_Q1",5.18081967213115,"Down",1326765000,-1320686000,6079000,-5559000,-5559000,520000,751000,723000,1271000,48000,1319000,-239000,1080000,1080000,1220000,1220000,13059000,13059000,39295000,39295000,284659000,110008000,1183000,447021000,6607000,7967000,16905000,4065000,8881000,31479000,478500000,48310000,41947000,6363000,1.8e+08,176050000,141468000,404360000,1117000,1117000,1117000,405477000,23597000,45994000,69591000,73023000,478500000,1080000,401000,-4352000,97931000,95060000,-333000,-33437000,-33770000,-564000,-3.3e+07,-21107000,-54671000,6619000,6619000,6619000,921000,1.8e+08,98758000,0.00458,0.00039,0.00092,0.01671,0.00255,80.94918,1.1055,5.55273,0.37618,0.08655,0.08544,94.12752,4.93714,7.0064,0.04001,0.00702,0.3886,0.4623,181.26059,321.04038
"17","2018_Q2",5.63265625,"Up",2163790000,-2156484000,7306000,-6976000,-6976000,330000,489000,428000,819000,-101000,718000,-274000,444000,444000,478000,478000,8357000,8357000,42133000,42133000,311584000,117705000,2627000,479779000,8320000,8024000,20417000,8910000,10331000,36761000,516540000,50491000,45660000,4831000,2.19e+08,163863000,139874000,433354000,3027000,1123000,9845000,443199000,24033000,45910000,69943000,73341000,516540000,444000,529000,5076000,-40370000,-34321000,-318000,4674000,-5192000,-562000,4.6e+07,-10627000,34811000,-4702000,-4702000,-4702000,859000,225818000,-39555000,0.00338,0.00015,0.00022,0.00652,0.00093,-82.75105,1.10713,6.04299,0.43717,0.03399,0.03356,153.86623,4.97362,-2.81274,0.03996,0.00344,-0.1309,1.17573,253.156,658.97273
"18","2018_Q3",5.53412698412698,"Down",1680738000,-1671822000,8916000,-9349000,-9349000,-433000,560000,-91000,127000,139000,266000,-324000,-58000,-58000,-205000,-205000,12011000,12011000,39418000,39418000,335235000,101266000,2233000,487930000,7890000,8146000,23157000,8656000,10331000,39193000,527123000,65017000,59754000,5263000,2.14e+08,167107000,139687000,446124000,1103000,1103000,7976000,454100000,24335000,45143000,69478000,73023000,527123000,-58000,783000,-4691000,26610000.0000001,22644000,-99000,-8587000,-8686000.00000001,-562000,-5e+06,-4742000,-10304000,3654000,3654000,3654000,350000,220873000,27185000,0.0053,-0.00026,-0.00012,-0.00281,-0.00039,-132.60976,1.09371,6.21859,0.41902,-0.01458,-0.01458,119.5166,4.94055,1.93311,0.03996,0.00121,0.09215,-2.74146,596.74857,-482.36028
"19","2018_Q4",5.31936507936508,"Down",1994963000,-1987536000,7427000,-9423000,-9423000,-1996000,544000,445000,-1452000,-32000,-1484000,807000,-677000,-677000,-633000,-633000,4941000,4941000,41260000,41260000,499417000,122158000,3509000,667776000,7863000,8245000,22934000,8405000,10331000,39042000,706818000,57875000,51833000,6042000,2.1e+08,358836000,340665000,626711000,1049000,1049000,8042000,634753000,24617000,43947000,68564000,72065000,706818000,-677000,682000,603000,25395000,26003000,-404000,-5262000,-5666000,-562000,-4e+06,-22845000,-27407000,-7070000,-7070000,-7070000,-1314000,216993000,22870000,0.00372,-0.001,-0.00032,-0.00878,-9e-04,-36.12954,1.06552,8.80806,0.307,-0.04501,-0.04501,141.86908,4.87584,1.62637,0.03997,-0.00024,0.07883,-0.88784,-161.379,-106.23848
"20","2019_Q1",5.27770491803279,"Down",1766757000,-1760963000,5794000,-7650000,-7650000,-1856000,1575000,1432000,-281000,-2630000,-2911000,-217000,-3128000,-3128000,-3037000,-3037000,6291000,6291000,35856000,35856000,280116000,384720000,2782000,706983000,8018000,8388000,19612000,6861000,8881000,36018000,743001000,51126000,45997000,5129000,2e+08,414743000,394286000,665869000,8024000,8024000,8024000,673893000,24788000,40910000,65698000,69108000,743001000,-3128000,632000,3411000,-7595000,-6680000,-496000,2175000,1712000,-1000,-1e+07,16319000,6318000,1350000,1350000,1350000,-1224000,2e+08,-9098000,0.00328,-0.00105,-0.00172,-0.04395,-0.00409,2.99572000000001,1.06174,9.7513,0.26918,-0.21595,-0.21878,125.62623,4.67149,-0.64692,6.99999999999937e-05,-0.01096,-0.03283,-0.000330000000000163,-158.25899,-104.36907
"21","2019_Q2",5.09349206349206,"Down",1565090000,-1556615000,8475000,-7719000,-7719000,756000,1247000,999000,2003000,-70000,1933000,-499000,1434000,1434000,1481000,1481000,22714000,22714000,57332000,57332000,289805000,321464000,2830000,691315000,7694000,8636000,18907000,6609000,8881000,35237000,726552000,65831000,60993000,4838000,1.79e+08,316298000,280324000,561129000,7553000,7553000,94609000,655738000,25699000,42391000,68090000,70814000,726552000,1434000,697000,683000,-13112000,-10298000,-122000,21621000,21499000,0,-2.1e+07,-63778000,5222000,16423000,16423000,16423000,1453000,266056000,-11282000,0.00542,0.00048,0.00095,0.02091,0.00204,-7.61783,1.23201,9.26001,0.36619,0.10531,0.10441,111.29291,4.84185,-0.80226,0,0.0043,-0.03276,0,167.47557,321.88095
"22","2019_Q3",5.5096875,"Up",1100912000,-1092595000,8317000,-8103000,-8103000,214000,678000,-3999.99999999988,892000,51999.9999999995,943999.999999999,-242000,702000,702000,577000,577000,11830000,11830000,23275000,23275000,276285000,336544000,1754000,647934000,7261000,10447000,18449000,6357000,8881000,36157000,684091000,51691000,46740000,4951000,1.39e+08,335034000,309730000,525725000,0,0,86569000,612294000,25980000,42968000,68948000,71797000,684091000,702000,701000,-25000,1.9e+07,20378000,-16000,-10749000,-12265000,0,42500000,28503000,-18997000,-10884000,-10884000,-10884000,915000,225569000,20141000,0.00755,0.00019,0.00052,0.00804,0.00084,34.90641,1.23246,8.52813,0.32974,0.04103,0.04071,78.29431,4.90342,1.43238,1.73472347597681e-18,0.00194,0.06773,-3.46944695195361e-18,233.59454,998.78037
"23","2019_Q4",4.336875,"Down",1266986000,-1258270000,8716000,-8258000,-8258000,458000,941000,568000,1399000,-36000,1363000,-402000,961000,961000,990000,990000,4749000,4749000,15725000,15725000,266419000,334400000,2748000,621293000,6977000,11621000,17881000,6105000,8881000,36479000,657772000,70525000,64897000,5628000,1.49e+08,278480000,276373000,498005000,0,0,86720000,584725000,26269000,43958000,70227000,73047000,657772000,961000,690000,536000,8092000,10279000,-152000,-13938000,-14890000,0,1e+07,-12470000,-2470000,-7081000,-7081000,-7081000,1148000,235720000,9490000,0.00688,0.00036,0.00078,0.01355,0.00151,9.58586,1.24756,8.00478,0.35836,0.0704,0.06989,90.09999,4.9941,0.67487,0,0.00321,0.03074,0,201.19425,504.30349
"24","2020_Q1",3.77048387096774,"Down",850169000,-843719000,6450000,-8422000,-8422000,-1972000,955000,561000,-1017000,54000,-962999.999999999,128000,-835000,-835000,-823000,-823000,8320000,8320000,26895000,26895000,292861000,340774000,2783000,668850000,6731000,11885000,17896000,5852000,8881000,36512000,705362000,68317000,62180000,6137000,1.67e+08,305620000,295649000,540937000,0,0,91859000,632796000,26523000,43135000,69658000,72566000,705362000,-835000,719000,11000,-34787000,-34892000,-2e+05,-8949000,-9149000,-1.16415321826935e-10,2.3e+07,24612000,47612000,3571000,3571000,3571000,-1253000,258859000,-36368000,0.00759,-0.00232,-0.00097,-0.01134,-0.00117,44.18955,1.23647,8.72028,0.36699,-0.05853,-0.05813,60.45861,4.95363,-2.58626,-1.38777878078145e-17,-0.00248,-0.10973,6.93889390390723e-18,-199.95132,-127.04817
"25","2020_Q2",6.65015873015873,"Up",1481014000,-1472674000,8340000,-8270000,-8270000,70000,460000,626000,530000,-122000,408000,-105000,303000,303000,128000,128000,12461000,12461000,23643000,23643000,372198000,374933000,2605000,783235000,6448000,11897000,25617000,5599000,8881000,43962000,827197000,90796000,85405000,5391000,2.04e+08,362558000,355868000,657354000,4791000,4791000,96808000,754162000,26689000,43263000,69952000,73035000,827197000,303000,668000,595000,-64045000,-62479000,-137000,-34868000,-35005000,-6751970.54945482,3.7e+07,64625000,101625000,4141000,4141000,4141000,738000,296017000,-63339000,0.00563,5e-05,9e-05,0.00175,0.00015,-494.83594,1.1915,10.32604,0.35786,0.0091,0.00903,105.3203,4.97454,-4.50427,0.47960417473951,0.000339999999999999,-0.16943,0.472133296145912,384.22222,4050.8
"26","2020_Q3",10.71703125,"Up",1055590000,-1047459000,8131000,-7870000,-7870000,261000,1301000,1151000,1562000,125000,1687000,-432000,1255000,1255000,1234000,1234000,11558000,11558000,24598000,24598000,262931000,358156000,2016000,657243000,6349000,11999000,25351000,5494000,8881000,43699000,700942000,68057000,62354000,5703000,1.8e+08,281704000,272655000,529761000,4466000,4466000,96647000,626408000,26933000,44497000,71430000,74534000,700942000,1255000,666000,895000,103019000,105835000,-468000,-2906000,-3374000,-16902390.2310809,-2.4e+07,-79364000,-103364000,-903000.000000007,-903000.000000007,-903000.000000007,927000,272181000,103910000,0.0077,0.00025,0.00117,0.01656,0.00176,84.20583,1.24064,8.40433,0.38831,0.08774,0.08741,75.05831,5.07907,7.38858,1.20074779984588,0.00351,0.29589,1.15493237589313,281.14671,998.55556
"27","2020_Q4",14.0346875,"Up",1258722000,-1236247000,22475000,-10388000,-10388000,12087000,1380000,917000,13467000,-45000,13422000,-1814000,11608000,11608000,11321000,11321000,95503000,95503000,96753000,96753000,413129000,294294000,3149000,899679000,5953000,12277000,23048000,5234000,8881000,41278000,940957000,242839000,231920000,10919000,1.75e+08,340262000,300730000,758101000,4142000,4142000,96489000,854590000,27158000,55818000,82976000,86367000,940957000,11608000,883000,2115000,-71737000,-57131000,-231000,104644000,104413000,-23899364.7971666,-5e+06,41663000,36663000,83945000,83945000,83945000,12970000,267347000,-57184000,0.01786,0.0096,0.00899,0.13108,0.01203,-5.05114,1.18675,9.89487,0.28412,0.80503,0.80408,89.50721,5.90039,-4.06633,1.69821752502931,0.03164,-0.1598,1.55745776769379,13.2493400000001,14.2172600000001
"28","2021_Q1",14.4711475409836,"Up",1665768000,-1637741000,28027000,-10228000,-10228000,17799000,4463000,-316000,22262000,99000,22361000,-4036000,18325000,18325000,17826000,17826000,52325000,52325000,49142000,49142000,321281000,291271000,2659000,714019000,5675000,16763000,21578000,4974000,8881000,44016000,758035000,153462000,140930000,12532000,1.35e+08,268298000,242884000,556760000,3864000,3802000,96381000,653141000,27360000,73644000,101004000,104894000,758035000,19754000,-1211000,-8741000,-203802000,-1.94e+08,-101000,-106326000,-113190000,-21191000,229853000,-26058000,182604000,-124586000,-124586000,-124586000,16588000,227517000,-183279000,0.01683,0.01069,0.0107,0.16994,0.02352,-10.28156,1.28245,6.22668,0.30014,1.26753,1.2496,118.44535,7.18194,-13.03215,1.5068,0.11603,-0.54503,1.18877,10.56137,9.8428
"29","2021_Q2",20.6060317460317,"Up",1866116000,-1829971000,36145000,-10006000,-9505000,26139000,4175000,-310000,30314000,-97000,30217000,-6511000,23706000,23706000,23083000,23083000,24370000,24370000,75668000,75668000,413181000,359707000,3128000,872926000,5799000,20889000,21136000,4820000,8881000,47824000,920750000,223050000,210922000,12128000,2.14e+08,268848000,255351000,705898000,3519000,3457000,96211000,802109000,27954000,86174000,114128000,118641000,920750000,23706000,501000,-3556000,-118723000,-98072000,-476000,-24793000,-25269000,-10553000,105921000,18000,95386000,-27955000,-27955000,-27955000,26640000,306692000,-86048000,0.01937,0.01401,0.01237,0.19456,0.02507,-3.72777,1.23662,6.76081,0.33309,1.64065,1.54401,132.6365,8.11179,-6.11597,0.75007,0.07843,-0.20065,0.45718,10.59767,10.8008
"30","2021_Q3",23.4796875,"Up",1518744000,-1499993000,18751000,-9033000,-8528000,9718000,2063000,-504000,11781000,19000,11800000,-2586000,9214000,9214000,8925000,8925000,14922000,14922000,101864000,101864000,517682000,317052000,3131000,951520000,5913000,30013000,19680000,4657000,8881000,55606000,1007126000,152518000,142372000,10146000,1.75e+08,465136000,414327000,792654000,3170000,3108000,96044000,888698000,29165000,84461000,113626000,118428000,1007126000,9214000,505000,-1580000,-117842000,-109703000,-461000,-14663000,-21887000,-10638000,-65921000,198701000,122142000,-9448000,-9448000,-9448000,10223000,267874000,-105494000,0.01235,0.0064,0.00588,0.07536,0.00886,-11.82006,1.20042,7.50412,0.26598,0.62897,0.57612,107.03068,8.00758,-7.4345,0.74969,0.05023,-0.27086,1.19193,24.74342,26.02922
