"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2019_Q1",22.3462295081967,"Up",477567000,-365836000,111731000,-65045000,-57087000,-7958000,46686000,14976000,-12372000,61662000,34146000,-1447000,32699000,32699000,32699000,32699000,126662000,126662000,265147000,265147000,221753000,33576000,33576000,647138000,213108000,463814000,291916000,170129000,162000,1607000,676922000,1324060000,246186000,156525000,542000,89119000,272747000,877686000,51568000,17075000,17075000,16510000,17983000,929254000,1202001000,458450000,-2580000,-317373000,-16438000,122059000,122059000,1324060000,32699000,17635000,6346000,-31555000,25125000,-11838000,-117000,27000,-11928000,7618000,9236000,-1618000,-201000,5117000,18314000,18314000,-1171000,17143000,64321000,904247000,22375000,0.23396,0.09776,0.06847,0.2679,0.0247,0.68427,2.37267,9.8477,0.68294,0.70748,0.68191,10.3327,2.64088,0.48411,0.03034,0.02076,12.08913,16.65564
"12","2019_Q2",24.4230158730159,"Up",452028000,-341772000,110256000,-64593000,-56379000,-8214000,45663000,-10560000,-12160000,35103000,35103000,-8154000,26949000,26949000,26949000,26949000,75919000,75919000,294181000,294181000,226587000,28952000,28952000,625639000,241699000,477446000,295203000,178797000,1249000,2197000,719145000,1344784000,159218000,134090000,3931000,21197000,287548000,878094000,54987000,16500000,16500000,23720000,14767000,933081000,1220629000,460725000,-2580000,-314831000,-19159000,124155000,124155000,1344784000,26949000,18021000,3877000,-8570000,40277000,-6875000,-57899000,-151000,-64925000,-25114000,-695000.000000002,-24419000,-62000.0000000002,-25176000,-49824000,-49824000,-919000,-50743000,63684000,904655000,56393000,0.24391,0.10102,0.05962,0.21706,0.02004,2.09258,2.17577,9.83149,0.67271,0.57344,0.55815,9.61864,2.64188,1.19998,0.02487,0.05203,13.01325,18.14896
"13","2019_Q3",28.12890625,"Up",469309000,-352221000,117088000,-64546000,-56350000,-8196000,52542000,-12734000,-13328000,39808000,39808000,-10253000,29555000,29555000,29555000,29555000,51498000,51498000,319769000,319769000,220787000,47374000,47374000,639428000,240188000,470293000,287801000,179489000,1076000,1927000,710481000,1349909000,169322000,143742000,1110000,24470000,252709000,884095000,54608000,15906000,15906000,23752000,14950000,938703000,1191412000,464545000,-2580000,-282943000,-20525000,158497000,158497000,1349909000,29555000,18280000,2884000,-48207000,2512000,-7837000,0,-43000,-7880000,1986000,1986000,0,-615000,-19609000,-24977000,-24977000,556000,-24421000,70822000,884095000,25031000,0.24949,0.11196,0.06298,0.18647,0.02189,0.84693,2.53029,7.51694,0.65493,0.64162,0.62417,10.18842,3.44087,0.54341,0.02694,0.02281,11.75619,15.84631
"14","2019_Q4",36.99578125,"Up",493491000,-367357000,126134000,-66917000,-59049000,-7868000,59217000,-11561000,-12789000,47656000,47656000,-11106000,36550000,36550000,36550000,36550000,100734000,100734000,322156000,322156000,224771000,43225000,43225000,690886000,237565000,484563000,291188000,189050000,1074000,3251000,722128000,1413014000,183133000,152898000,1082000,29153000,269018000,884503000,56975000,15068000,15068000,26749000,15158000,941478000,1210496000,472606000,-2580000,-246393000,-21115000,202518000,202518000,1413014000,36550000,17760000,7914000,15166000,77390000,-6899000,-25486000,0,-32385000,3941000,3941000,1.86264514923096e-09,572000,4513000,49518000,49518000,-282000,49236000,76977000,884503000,96350000,0.2556,0.12,0.07406,0.18048,0.02587,2.63611,2.56818,5.97723,0.62597,0.78797,0.76833,10.63902,4.36602,2.07718,0.03195,0.08422,10.18186,13.23554
"15","2020_Q1",35.8379032258064,"Down",501710000,-357988000,143722000,-77480000,-68882000,-8598000,66242000,-4140000,-12196000,62102000,62102000,-16105000,45997000,45997000,45997000,45997000,123415000,123415000,315353000,315353000,226090000,34679000,34679000,699537000,260703000,476755000,285684000,186231000,577000,4263000,737458000,1436995000,188608000,150681000,2157000,35770000,287534000,845317000,71208000,34509000,34509000,19986000,16713000,916525000,1204059000,477610000,-2580000,-200396000,-41698000,232936000,232936000,1436995000,45997000,18286000,-6535000,31767000,89515000,-13169000,-14614000,-128000,-27911000,2142000,2142000,0,-50000,-37908000,23696000,23696000,645000,24341000,84528000,845317000,119231000,0.28646,0.13203,0.09168,0.19747,0.03201,2.59215,2.43288,5.16906,0.58825,0.98148,0.96021,10.70543,4.97036,2.54414,0.04002,0.10373,8.54039,10.89795
"16","2020_Q2",24.7396825396825,"Down",447448000,-330604000,116844000,-64328000,-56215000,-8113000,52516000,-10386000,-10620000,42130000,42130000,-7340000,34790000,34790000,34790000,34790000,164135000,164135000,291880000,291880000,242690000,32246000,32246000,730951000,255225000,513966000,279748000,188105000,735000,45378000,769191000,1500142000,158495000,132868000,3987000,21640000,280010000,845243000,102758000,33513000,33513000,23402000,45843000,948001000,1228011000,477752000,-2580000,-166659000,-36382000,272131000,272131000,1500142000,34790000,18730000,12693000,-14040000,52173000,-9809000,10780716.8093623,15000,-9794000,-2981000,-2981000,-9874285.44048014,-60000,-3041000,39338000,39338000,1382000,40720000,71246000,845243000,54737000,0.26113,0.11737,0.07775,0.12784,0.02319,1.57335,2.61045,4.51257,0.56344,0.73823,0.72481,9.49472,5.77454,1.1615,0.02851,0.04486,9.55995,12.96953
"17","2020_Q3",27.08078125,"Up",455654000,-324051000,131603000,-70431000,-62360000,-8071000,61172000,-8879000,-10564000,52293000,52293000,-13100000,39193000,39193000,39193000,39193000,137202000,137202000,305617000,305617000,246235000,54083000,54083000,743137000,246304000,504126000,269882000,186779000,1016000,46449000,750430000,1493567000,154844000,128173000,2690000,23981000,255110000,845694000,97329000,32520000,32520000,21336000,43473000,943023000,1198133000,482872000,-2580000,-142473000,-42385000,295434000,295434000,1493567000,39193000,18478000,10605000,-71165000,-2889000,-7330000,28284414.8326812,15000,-7315000,-14410000,601000,-15011000,30000,-14380000,-24584000,-24584000,-2349000,-26933000,79650000,845694000,14255000,0.28882,0.13425,0.08601,0.13266,0.02624,0.36371,2.91301,4.0555,0.56622,0.82668,0.80879,9.61093,6.23147,0.30067,0.03165,0.01151,8.89507,11.58197
"18","2020_Q4",31.53578125,"Up",384899000,-289086000,95813000,-54185000,-46159000,-8026000,41628000,-8878000,-9421000,32750000,32750000,-8672000,24078000,24078000,24078000,24078000,237309000,237309000,268354000,268354000,201933000,47938000,47938000,755534000,242654000,493589000,261876000,186609000,1115000,43989000,736243000,1491777000,128568000,101399000,2009000,25160000,229486000,846145000,91951000,31390000,31390000,18701000,41860000,938096000,1167582000,485087000,-2580000,-118395000,-39917000,324195000,324195000,1491777000,24078000,18316000,6478000,57863000,106735000,-7662000,33833554.4513188,15000,-7647000,559000,559000,0,-54999.9999999999,504000,99592000,99592000,515000,100107000,59944000,846145000,118817000,0.24893,0.10815,0.06256,0.07427,0.01614,4.93467,3.29229,3.60148,0.56721,0.51007,0.50363,8.15378,6.86781,2.51704,0.01907,0.09413,10.15675,14.62564
"19","2021_Q1",60.4583606557377,"Up",477420000,-330366000,147054000,-62814000,-54762000,-8052000,84240000,-9142000,-9457000,75098000,74825000,-20584000,54241000,54241000,54241000,54241000,284471000,284471000,298242000,298242000,199095000,46868000,46868000,828676000,243891000,485958000,255349000,188239000,687000,41683000,729849000,1558525000,176797000,142601000,1360000,32836000,276170000,803736000,100209000,40023000,40023000,22525000,37661000,903945000,1180115000,487698000,-2580000,-64154000,-42554000,378410000,378410000,1558525000,54241000,18946000,11894000,7662000,92743000,-2712000,23364596.0466377,-45000,-2757000,-1151000,-1151000,3.72529029846191e-09,-3111000,-44262000,45724000,45724000,1438000,47162000,103186000,803736000,128720000,0.30802,0.17645,0.11361,0.14334,0.0348,2.37311,3.0006,3.11861,0.5157,1.14628,1.13217,10.08939,7.997,2.72026,0.0423,0.10038,5.03232,6.16411
"20","2021_Q2",76.1407936507937,"Up",511082000,-321891000,189191000,-69338000,-61078000,-8260000,119853000,-7823000,-8254000,112030000,112030000,-26964000,85066000,85066000,85066000,85066000,280420000,280420000,350255000,350255000,221261000,40119000,40119000,892055000,244995000,477523000,248835000,189984000,955000,37749000,722518000,1614573000,198551000,156717000,16088000,25746000,309504000,764379000,103343000,38706000,38706000,24517000,40120000,867722000,1177226000,489282000,-2580000,-14114000,-35241000,437347000,437347000,1614573000,85066000,19044000,11694000,-29528000,86276000,-7107000,-7186000,35000,-14258000,-38964000,-3927000,-35037000,-16999.9999999995,-78981000,-6963000.00000001,-6963000.00000001,2912000,-4051000,138897000,764379000,129226000,0.37018,0.23451,0.16644,0.1945,0.05269,1.51913,2.88221,2.69174,0.47342,1.81312,1.78909,10.89332,9.32172,2.75435,0.06518,0.09902,3.4843,4.03794
"21","2021_Q3",83.2625,"Up",639543000,-399694000,239849000,-75436000,-67340000,-8096000,164413000,-1176000,-8416000,163237000,163237000,-38304000,124933000,124933000,124933000,124933000,304469000,304469000,431161000,431161000,237892000,44895000,44895000,1018417000,256216000,495415000,258990000,199513000,999000,35913000,751631000,1770048000,222284000,187699000,605000.000000004,33980000,325881000,765049000,108956000,37391000,37391000,33321000,38244000,874005000,1199886000,497721000,-2580000,110818000,-35797000,570162000,570162000,1770048000,124933000,19265000,11381000,-88609000,66970000,-10150000,-36513000,-14000,-46677000,3571000,3571000,7.45058059692383e-09,6000,3577000,23870000,23870000,179000,24049000,183678000,765049000,123223000,0.37503,0.25708,0.19535,0.21912,0.07058,0.98631,3.12512,2.10447,0.43222,2.66957,2.62327,13.66574,12.18321,2.63303,0.08651,0.08532,2.50754,2.80136
"22","2021_Q4",101.61359375,"Up",853658000,-514385000,339273000,-90539000,-81832000,-8707000,248734000,-7581000,-8090000,241153000,236951000,-61654000,175297000,175297000,175297000,175297000,397142000,397142000,524857000,524857000,241022000,67902000,67902000,1230923000,257586000,488850000,251312000,201545000,1295000,34698000,746436000,1977359000,262364000,214618000,1918000,45828000,397945000,780489000,121888000,36049000,36049000,48494000,37345000,902377000,1300322000,501901000,-2580000,211099000,-33383000,677037000,677037000,1977359000,175297000,20166000,22805000,-52893000,165375000,-13868000,504000,-4000.00000000001,-13368000,-74605000,421000,-75026000,-11283000,-60008000,91999000,91999000,674000,92673000,268900000,784489000,263793000,0.39743,0.29137,0.20535,0.25892,0.08865,1.50483,3.0932,1.92061,0.39674,3.76198,3.70083,18.32002,14.52963,5.66116,0.11071,0.1666,1.44049,1.55727
"23","2022_Q1",103.746612903226,"Up",923731000,-566431000,357300000,-91350000,-82769000,-8581000,265950000,1833000,-8139000,267783000,267783000,-65222000,202561000,202561000,202561000,202561000,576289000,576289000,524926000,524926000,285989000,34248000,34248000,1421452000,275622000,513025000,241204000,199048000,29693000,43080000,788647000,2210099000,373554000,243164000,72953000,57437000,524936000,788622000,31805000,20643219.4299393,20643219.4299393,16746000,15059000,820427000,1345363000,507382000,-2580000,388660000,-28726000,864736000,864736000,2210099000,202561000,20082000,-50488000,82126000,254281000,-23641000,0,-17000,-23658000,-22408000,2595000,-25003000,364000,-49044000,181579000,181579000,-2432000,179147000,286032000,788622000,409739000,0.3868,0.28791,0.21929,0.23425,0.09165,2.02279,2.70786,1.55581,0.35683,4.33091,4.26328,19.75008,18.48872,8.76054,0.1202,0.24315,0.74234,0.79839
"24","2022_Q2",99.368064516129,"Down",840801000,-485993000,354808000,-86380000,-78151000,-8229000,268428000,-6610000,-6918000,261818000,261818000,-56975000,204843000,204843000,204843000,204843000,498959000,498959000,541685000,541685000,362099000,45906000,45906000,1448649000,276858000,541786000,251375000,211928000,35045000,43438000,818644000,2267293000,338234000,233921000,74508000,29805000,500019000,7.89e+08,35653000,3168000,3168000,18141000,14344000,824653000,1324672000,486294000,-2580000,488966000,-30059000,942621000,942621000,2267293000,204843000,20046000,4881000.00000001,-132578000,97192000,-8926000,-36098000,-159524.136277191,-45024000,-129048000,-24505000,-104543000,71497630.5956281,-129048000,-76880000,-76880000,-450000,-77330000,288474000,7.89e+08,203945000,0.42199,0.31925,0.24363,0.21731,0.09035,0.99562,2.89719,1.40531,0.34799,4.39558,4.332,18.04217,20.22705,4.37631,0.11591,0.1154,1.00543,1.08052
"25","2022_Q3",86.45390625,"Down",982573000,-566157000,416416000,-97619000,-88918000,-8701000,318797000,-6707000,-7514000,312090000,312090000,-78613000,233477000,233477000,233477000,233477000,390399000,390399000,623361000,623361000,411356000,64924000,64924000,1490040000,285936000,528144000,242229000,212167000,33970000,39778000,814080000,2304120000,317632000,269830000,10741000,37061000,458276000,786853000,35717000,2515000,2515000,18566000,14636000,822570000,1280846000,492510000,-2580000,565832000,-32488000,1023274000,1023274000,2304120000,233477000,19994000,14367000,-203871000,63967000,-15775000,0,-513572.408831574,-15775000,-156524000,106000,-156630000,236365891.786884,-156524000,-108332000,-108332000,-228000,-108560000,338791000,786853000,197758000,0.4238,0.32445,0.23762,0.22817,0.10133,0.84701,3.2514,1.25171,0.3415,4.99226,4.99226,21.0096,21.87988,4.22851,0.12649,0.10714,1.1702,1.24359
