"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q4",10.6378125,"Up",59864000,-43925000,15939000,-17701000,-17701000,-1762000,526000,526000,-1236000,-1236000,-249000,-1485000,-1485000,-1485000,-1485000,20462000,12835000,35296000,35296000,66783000,12153000,6369000,134694000,52829000,47944000,8498000,30432000,5980000,100773000,235467000,18912000,13984000,4928000,1595000,20507000,25431000,65087000,62396000,90518000,111025000,59192000,91261000,-26011000,124442000,124442000,235467000,-1485000,2331000,859000,3578000,5283000,-1610000,-1635000,-4510000,1e+05,1e+05,-5091000,-1443000,-1443000,-299000,-1742000,569000,27026000,2786000,0.26625,-0.02943,-0.02481,-0.01193,-0.00631,-1.87609,6.5682,0.89218,0.11478,-0.21838,-0.21838,8.80353,18.30029,0.40971,-0.00371,0.01287,11.53603,-3.72531
"12","2014_Q1",14.6373770491803,"Up",67167000,-47736000,19431000,-18919000,-18919000,512000,1137000,1137000,1649000,1649000,-451000,1198000,1198000,1198000,1198000,27412000,19755000,37875000,37875000,56501000,12160000,7182000,133948000,51200000,45646000,8222000,28274000,6116000,96846000,230794000,22388000,7532000,14856000,1557000,23945000,24252000,55855000,53673000,80107000,104052000,59440000,91778000,-24476000,126742000,126742000,230794000,1198000,2380000,-922000,8871000,11527000,-1659000,-2038000,-1207000,190000,190000,-1698000,7791000,7791000,-871000,6920000,2892000,25809000,10555000,0.28929,0.00761999999999999,0.01784,0.00945,0.00519,8.81052,5.59399,0.82097,0.11183,0.17587,0.17698,9.8601,18.6057,1.54947,0.00902,0.05065,-0.55429,-3.13086
"13","2014_Q2",13.6557142857143,"Down",57487000,-39678000,17809000,-17073000,-17073000,736000,109000,109000,845000,845000,-629000,216000,216000,216000,216000,29322000,21148000,33980000,33980000,58191000,13055000,8279000,134548000,50642000,45338000,7986000,28114000,6204000,95980000,230528000,22021000,16538000,5483000,1534000,23555000,22372000,56218000,54036000,78590000,102145000,60396000,91303000,-23316000,128383000,128383000,230528000,216000,2312000,495000,2214000,5237000,-1451000,-1477000,-1902000,69000,69000,-2524000,1236000,1236000,157000,1393000,3048000,23906000,4440000,0.30979,0.0128,0.00376,0.00168,0.000940000000000003,20.55556,5.71208,0.79563,0.1037,0.03133,0.03116,8.33749,18.61972,0.64394,0.00435,0.02129,-1.7769,-7.3587
"14","2014_Q3",13.92078125,"Up",61841000,-41496000,20345000,-17917000,-17917000,2428000,513000,513000,2941000,2941000,-1159000,1782000,1782000,1782000,1782000,24946000,16557000,34900000,34900000,60407000,12212000,7356000,132465000,50822000,45497000,7750000,28455000,6258000,96319000,228784000,21396000,16468000,4928000,1527000,22923000,21087000,57196000,54684000,78283000,101206000,60636000,92393000,-25451000,127578000,127578000,228784000,1782000,2336000,-137000,-3575000,406000,-2826000,-2852000,-1291000,201000,201000,-1782000,-4228000,-4228000,-363000,-4591000,4764000,22614000,-478000,0.32899,0.03926,0.02882,0.01397,0.00779,-0.268239999999999,5.77869,0.79329,0.09884,0.25744,0.25581,8.93398,18.4308,-0.06906,0.01193,-0.0023,-0.4895,-0.96046
"15","2014_Q4",13.4303125,"Down",58281000,-39022000,19259000,-16342000,-16342000,2917000,-250000,-250000,2667000,2667000,-985000,1682000,1682000,1682000,1682000,24571000,16101000,34372000,34372000,65942000,12135000,7170000,137020000,51147000,44707000,7989000,27388000,6296000,95854000,232874000,22749000,16845000,5904000,1535000,24284000,20596000,57458000,5.5e+07,78054000,102338000,60753000,93380000,-23597000,130536000,130536000,232874000,1682000,2318000,866000,-2433000,2433000,-1981000,-2008000,-483000,67000,67000,-1111000,-686000,-686000,230000,-456000,5235000,22131000,1806000,0.33045,0.05005,0.02886,0.01289,0.00722,1.07372,5.6424,0.78398,0.09503,0.24236,0.24042,8.39784,18.80922,0.26023,0.01131,0.00859,-0.46609,-0.83648
"16","2015_Q1",18.3244262295082,"Up",69525000,-45842000,23683000,-17849000,-17849000,5834000,-230000,-230000,5604000,5604000,-2572000,3032000,3032000,3032000,3032000,24956000,16233000,43712000,43712000,65582000,12652000,6615000,146902000,51537000,33004000,7760000,16537000,5673000,84541000,231443000,25138000,9980000,15158000,10548000,35686000,10804000,48639000,46602000,59443000,95129000,61024000,95715000,-20425000,136314000,136314000,231443000,3032000,2392000,188000,-2513000,3099000,-1610000,-2010000,-778000,223000,223000,-1252000,-163000,-163000,295000,132000,8226000,21352000,6675000,0.34064,0.08391,0.04361,0.02224,0.0131,2.20152,4.11652,0.69787,0.09226,0.43645,0.43771,10.00792,19.622,0.96085,0.01808,0.03236,-0.43812,-0.61776
"17","2015_Q2",16.185873015873,"Down",60172000,-41029000,19143000,-18077000,-18077000,1066000,675000,675000,1741000,1741000,-818000,923000,923000,923000,923000,26618000,18323000,35298000,35298000,65968000,12907000,8236000,140791000,48876000,32642000,7565000,16322000,5721000,81518000,222309000,22842000,11298000,11544000,11485000,34327000,10408000,47824000,45797000,58232000,92559000,61204000,95941000,-27395000,129750000,129750000,222309000,923000,2313000,1420000,301000,4957000,-1584000,-1734000,542000,55000,66000,-1e+05,3123000,3123000,-1033000,2090000,3379000,21893000,2914000,0.31814,0.01772,0.01534,0.00711,0.00415,3.1571,4.10147,0.71336,0.09848,0.13252,0.13188,8.6392,18.62886,0.41838,0.00812,0.01461,-1.39834,-4.43246
"18","2015_Q3",13.623125,"Down",63821000,-41657000,22164000,-18461000,-18461000,3703000,620000,620000,4323000,4323000,-1876000,2447000,2447000,2447000,2447000,23929000,16139000,33531000,33531000,66418000,12892000,8241000,136770000,47097000,32449000,7426000,16199000,5790000,79546000,216316000,19752000,9210000,10542000,11501000,31253000,10005000,48126000,46109000,58131000,89384000,61458000,97689000,-32215000,126932000,126932000,216316000,2447000,2280000,-30000,-3818000,879000,-1184000,-1178000,-388000,168000,190000,-919000,-1218000,-1218000,-966000,-2184000,5983000,21506000,2857000,0.34728,0.05802,0.03834,0.01928,0.01131,1.16755,4.37622,0.70419,0.09942,0.35087,0.34897,9.15128,18.20075,0.40966,0.016,0.01453,-0.40498,-0.65433
"19","2015_Q4",10.230625,"Down",56116000,-37422000,18694000,-15574000,-15574000,3120000,388000,388000,3508000,3508000,-1071000,2437000,2437000,2437000,2437000,21056000,13646000,31016000,31016000,66219000,12998000,7587000,131289000,44669000,31534000,7249000,15407000,5844000,76203000,207492000,21501000,10183000,11318000,1570000,23071000,19543000,45046000,43224000,64589000,87660000,61572000,99427000,-41167000,119832000,119832000,207492000,2437000,2175000,-454000,-3132000,1026000,-1280000,-1420000,-391000,38000,69000,-1052000,-1446000,-1446000,-1047000,-2493000,5295000,21113000,1954000,0.33313,0.0556,0.04343,0.02034,0.01175,0.80181,5.69065,0.73152,0.10175,0.34854,0.34592,8.02574,17.13844,0.27946,0.01686,0.01051,0.0107599999999999,0.0182699999999997
"20","2016_Q1",8.89704918032787,"Down",61441000,-44747000,16694000,-15980000,-15980000,714000,-344000,-344000,370000,370000,-933000,-563000,-563000,-563000,-563000,18963000,11108000,40311000,40311000,63003000,11136000,6582000,133413000,44413000,34446000,7125000,18803000,5484000,78859000,212272000,22047000,9471000,12576000,1552000,23599000,18552000,55691000,54143000,74243000,97842000,61882000,98164000,-45616000,114430000,114430000,212272000,-563000,1949000,3575000,-5023000,-62000.0000000005,-1004000,-1212000,-1011000,235000,239000,-1476000,-2750000,-2750000,212000,-2538000,2663000,20104000,-2431000,0.27171,0.01162,-0.00916,-0.00492,-0.00265,4.31794,5.65333,0.85504,0.09471,-0.08042,-0.08002,8.77603,16.34481,-0.34724,0.00072,-0.01278,0.42846,1.59804
"21","2016_Q2",10.40984375,"Up",51038000,-35186000,15852000,-15673000,-15673000,179000,303000,303000,482000,482000,-660000,-178000,-178000,-178000,-178000,20504000,12939000,29172000,29172000,60090000,11030000,6777000,120796000,42867000,34061000,6954000,18715000,5358000,76928000,197724000,18405000,8853000,9552000,1534000,19939000,18773000,55143000,53623000,73916000,93855000,61983000,97282000,-55396000,103869000,103869000,197724000,-178000,1891000,139000,3005000,4857000,-2003000,-2165000,203000,-43000,64000,-544000,2148000,2148000,-317000,1831000,2070000,20307000,3732000,0.31059,0.00351,-0.00349,-0.00171,-9e-04,-20.96629,6.05828,0.90359,0.1027,-0.02538,-0.02538,7.27659,14.80881,0.53208,0.00293,0.02081,-0.0951699999999999,-1.10056
"22","2016_Q3",10.63140625,"Up",53671000,-37672000,15999000,-14796000,-14796000,1203000,-211000,-211000,992000,992000,-534000,458000,458000,458000,458000,18380000,18380000,31204000,31204000,58262000,10343000,6200000,118189000,42940000,33872000,6783000,18782000,5273000,76812000,195001000,17503000,8148000,9355000,1516000,19019000,17889000,54321000,52832000,72210000,91229000,62029000,97037000,-55294000,103772000,103772000,195001000,458000,1828000,14000,-978000,1322000,-1608000,5850000,-901000,-37000,153000,-1641000,5531000,5531000,-90000.0000000001,5441000,3031000,19405000,979000.000000001,0.29809,0.02241,0.00853000000000001,0.00441,0.00235,2.13754999999999,6.21426,0.87913,0.09951,0.06522,0.06503,7.64326,14.77813,0.13942,0.00654,0.00552,0.33817,0.85204
"23","2016_Q4",9.24349206349206,"Down",50329000,-35596000,14733000,-13819000,-13819000,914000,285000,285000,1199000,1199000,-602000,597000,597000,597000,597000,22231000,22231000,31738000,31738000,57663000,10171000,5897000,121803000,42555000,33169000,6647000,18573000,4915000,75724000,197527000,19784000,10415000,9369000,1531000,21315000,17500000,52137000,50696000,69637000,90952000,62030000,96933000,-52388000,106575000,106575000,197527000,597000,1702000,2472000,703000,5474000,-437000,-669000,-374000,-86000,63000,-1161000,3644000,3644000,207000,3851000,2616000,19031000,3484000,0.29273,0.01816,0.01186,0.00559999999999999,0.00302,5.83585,5.71443,0.85341,0.09635,0.08513,0.08491,7.17653,15.19678,0.49679,0.0073,0.0196,-1.22324,-3.50109
"24","2017_Q1",10.4677419354839,"Up",54647000,-54243000,404000,-19031000,-19031000,-18627000,-307000,-307000,-18934000,-23048000,8041000,-15007000,-15007000,-15007000,-15007000,19794000,19794000,34367000,34367000,56321000,10429000,5911000,120911000,41010000,39677000,6490000,25284000,4869000,80687000,201598000,20275000,8981000,11294000,1543000,21818000,17109000,71158000,70971000,88267000,110085000,62250000,81228000,-51965000,91513000,91513000,201598000,-15007000,1793000,15834000,63000,2683000,-3445000,-3635000,-380000,130000,147000,-948000,-1900000,-1900000,-537000,-2437000,-16834000,18652000,-28257000,0.00739000000000001,-0.34086,-0.27462,-0.16399,-0.07444,1.88292,5.5418,1.20294,0.09252,-2.13805,-2.15,7.78558,13.0379,-4.02579,-0.07891,-0.15584,0.06784,0.06131
"25","2017_Q2",9.02095238095238,"Down",48913000,-34999000,13914000,-15421000,-15421000,-1507000,237000,237000,-1270000,1476000,-717000,759000,759000,759000,759000,21307000,21307000,27360000,27360000,59018000,7808000,7808000,115493000,39983000,43436000,6309000,29266000,4827000,83419000,198912000,18609000,8538000,10071000,1560000,20169000,16713000,71106000,71106000,87819000,107988000,62418000,81286000,-52780000,90924000,90924000,198912000,759000,1754000,-1752000,-270000,491000,2432000,2249000,-379000,41000,61000,-1039000,1701000,1701000,-188000,1513000,247000,18273000,3126000,0.28446,-0.03081,0.01552,0.00835,0.00382,4.11858,5.72626,1.18767,0.09186,0.108,0.10752,6.95973,12.93739,0.44479,0.00810000000000001,0.01734,-12.2834,2.01327
"26","2017_Q3",7.81015873015873,"Down",53187000,-36365000,16822000,-14942000,-14942000,1880000,-312000,-312000,1568000,1517000,-454000.000000001,1063000,1063000,1063000,1063000,16727000,16727000,31388000,31388000,58204000,7316000,7316000,113635000,39870000,39004000,6126000,25069000,4775000,78874000,192509000,17738000,8056000,9682000,1578000,19316000,16311000,59917000,59917000,76228000,95544000,62621000,81643000,-47299000,96965000,96965000,192509000,1063000,1710000,999000,-5247000,-1475000,-1523000,-1708000,-383000,107000,120000,-982000,-4165000,-4165000,-415000,-4580000,3590000,17889000,-2726000,0.31628,0.03535,0.01999,0.01096,0.00552,-2.56444,5.88295,0.98535,0.09293,0.15078,0.1504,7.54426,13.7539,-0.38667,0.01012,-0.0156,0.32368,0.61809
"27","2017_Q4",8.3468253968254,"Up",50670000,-36191000,14479000,-15326000,-15326000,-847000,-391000,-391000,-1238000,-1244000,458000,-786000,-786000,-786000,-786000,17061000,17061000,28006000,28006000,58225000,7381000,7381000,110673000,39963000,40769000,8370000,24198000,2549000,80732000,191405000,17735000,8278000,9457000,1596000,19331000,15904000,59146000,59146000,75050000,94381000,62761000,80151000,-45888000,97024000,97024000,191405000,-786000,1836000,825000,2130000,4005000,-1066000,-2772000,-389000,43000,61000,-1052000,181000,181000,153000,334000,989000,17500000,1595000,0.28575,-0.01672,-0.01551,-0.0081,-0.00411,-2.02926,5.72516,0.97276,0.09143,-0.11136,-0.11136,7.17909,13.74667,0.22598,-0.00046,0.00917999999999998,0.443880000000001,-0.5183
"28","2018_Q1",8.12131147540984,"Down",54253000,-37518000,16735000,-16317000,-16317000,418000,-41000,-41000,377000,-211000,166000,-45000.0000000002,-45000.0000000002,-45000.0000000002,-45000.0000000002,14607000,14607000,30425000,30425000,58097000,6994000,6994000,110123000,39345000,43197000,9868000,26032000,2629000,82542000,192665000,19225000,8366000,10859000,11514000,30739000,6095000,63805000,63805000,69900000,100639000,62609000,79402000,-49985000,92026000,92026000,192665000,-45000.0000000002,1726000,441000,-2255000,-133000,-1096000,-1608000,108000,-242000,93000,-838000,-2579000,-2579000,125000,-2454000,2144000,17609000,-1373000,0.30846,0.0077,-0.000830000000000001,-0.00049,-0.00023,30.51111,3.58252,1.09359,0.0914,-0.00638,-0.0063,7.68892,13.04223,-0.19459,0.0038,-0.00792,1.40019,7.18182
"29","2018_Q2",6.55703125,"Down",51818000,-35279000,16539000,-16090000,-16090000,449000,191000,191000,640000,640000,-214000,426000,426000,426000,426000,12118000,12118000,28924000,28924000,62112000,8573000,8573000,111727000,39987000,43505000,9878000,26238000,2721000,83492000,195219000,20598000,9877000,10721000,11532000,32130000,5680000,63739000,63739000,69419000,101549000,62292000,79129000,-47751000,93670000,93670000,195219000,426000,1890000,174000,-1634000,856000,-1528000,-2009000,-396000,-433000,86000,-1528000,-2681000,-2681000,192000,-2489000,2339000,17212000,-609000,0.31917,0.00866,0.00822,0.00455,0.00218,-1.42958,3.47734,1.08411,0.08817,0.06076,0.06037,7.39096,13.36043,-0.08686,0.00644,-0.00349,2.17785,11.34521
"30","2018_Q3",6.38190476190476,"Down",52124000,-36194000,15930000,-15486000,-15486000,444000,653000,653000,1097000,1097000,-7618000,-6521000,-6521000,-6521000,-6521000,15131000,15131000,29349000,29349000,61789000,8860000,8860000,115129000,39265000,35803000,9563000,18856000,2716000,75068000,190197000,19792000,9084000,10708000,17051000,36843000,5261000,63061000,63061000,68322000,105165000,62480000,71906000,-49354000,85032000,85032000,190197000,-6521000,1890000,7555000,-3145000,-221000,-1097000,-1249000,5099000,119000,134000,4516000,3046000,3046000,-33000,3013000,2334000,22312000,5710000,0.30562,0.00852,-0.12511,-0.07669,-0.03429,-0.87563,3.12485,1.23677,0.11731,-0.93051,-0.93051,7.43779,12.13356,0.81478,-0.03415,0.03351,3.07669,16.17342
"31","2018_Q4",5.54174603174603,"Down",54834000,-36762000,18072000,-15859000,-15859000,2213000,124000,124000,2337000,2337000,-7e+05,1637000,1637000,1637000,1637000,15444000,15444000,31684000,31684000,63799000,7546000,7546000,118473000,38659000,34533000,9452000,18523000,1890000,73192000,191665000,21389000,10464000,10925000,4681000,26070000,17736000,60797000,60797000,78533000,104603000,62580000,73543000,-49061000,87062000,87062000,191665000,1637000,1873000,603000,-3108000,1005000,-625000,-1006000,105000,41000,58000,146000,145000,145000,168000,313000,4086000,22417000,1053000,0.32958,0.04036,0.02985,0.0188,0.00854,0.64325,4.54442,1.20148,0.11696,0.23326,0.23266,7.81334,12.40553,0.15004,0.00961000000000001,0.00617999999999999,1.70656,3.15093
