"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",35.7859375,"Down",22541000,-21078000,-3739000,-11042000,-6297000,1463000,-1470000,-1515000,45000,-7000,-983000,-990000,169000,-8e+05,-8e+05,-8e+05,-8e+05,1379000,1379000,15024000,15024000,2156000,645000,18559000,287408000,1594715000,80238000,15696000,375906000,394465000,34457000,34457000,3339000,2802000,37796000,123961000,26512000,26512000,150473000,188269000,329539000,-123343000,206196000,206196000,394465000,-8e+05,11393000,1535000,1567000,13695000,-29975000,-29635000,1.7e+07,-820000.000000002,16180000,240000,240000,240000,12856000,123961000,-15721000,0.0649,-0.03549,-0.00388,-0.00203,19.65125,0.49103,0.91306,0.31425,-2.0104,-2.0104,56.64564,518.17154,-39.50695,-0.00224,-0.04408,9.535,83.78811
"12","2013_Q3",43.54375,"Up",22760000,-21270000,-4545000,-10654000,-6071000,1490000,-1493000,-1537000,44000,-3000,1448000,1445000,-663000,758000,758000,758000,78000,13406000,13406000,15828000,15828000,2551000,904000,31785000,320380000,1638341000,71166000,7274000,409418000,441203000,40637000,40637000,6329000,6223000,46966000,109053000,8649000,8649000,117702000,164668000,399784000,-123265000,276535000,276535000,441203000,758000,11012000,-936000,-2680000,8154000,-27021000,-37745000,1.4e+07,-41792000,41618000,12027000,12027000,12027000,12502000,109053000,-16536000,0.06547,0.00343,0.00028,0.00018,-212,0.67677,0.59547,0.24717,0.0102800000000003,0.0102800000000003,2.99858,36.43072,-2.17858,0.00192,-0.04194,7.65054,64.19262
"13","2013_Q4",63.9078125,"Up",30797000,-23994000,-5826000,-11907000,-6261000,6803000,-1138000,-1417000,279000,5665000,-4144000,1521000,-456000,1082000,1082000,1082000,-892000,869000,869000,20072000,20072000,5061000,1738000,26002000,354825000,1684691000,78838000,18640000,441439000,467441000,49384000,49384000,7141000,6002000,56525000,113961000,20343000,20343000,134304000,190829000,400753000,-124157000,276612000,276612000,467441000,1082000,12263000,6655000,-4173000,15827000,-42682000,-42485000,1.7e+07,-850000,14121000,-12537000,-12537000,-12537000,19066000,113961000,-27333000,0.2209,-0.02896,-0.00322,-0.00191,30.64238,0.46001,0.68988,0.2438,-0.22129,-0.22129,7.64004,68.61722,-6.7807,0.00263,-0.06652,5.93161,16.62384
"14","2014_Q1",70.6311475409836,"Up",26471000,-22071000,-6424000,-10364000,-5283000,4400000,-1508000,-1625000,117000,2892000,2523000,5415000,-2154000,3264000,3264000,3264000,1291000,3012000,3012000,20586000,20586000,5966000,2063000,29564000,331442000,1752054000,62947000,5182000,394389000,423953000,53464000,53447000,9329000,8293000,62793000,70481000,11585000,11585000,82066000,144859000,401944000,-122866000,279094000,279094000,423953000,3264000,10725000,2556000,3435000,19980000,29946000,30061000,-3.6e+07,-9925000,-47898000,2143000,2143000,2143000,15125000,70481000,50660000,0.16622,0.04877,0.00463,0.00305,39.2409,0.47082,0.51903,0.16625,3.2168,3.2168,65.95819,695.38285,126.23028,0.00904,0.14027,4.46076,15.33386
"15","2014_Q2",98.9,"Up",33285000,-27492000,-10807000,-10538000,-6147000,5793000,-928000,-977000,49000,4865000,-1661000,3204000,-1341000,1863000,1863000,1863000,-111000,1742000,1742000,23237000,23237000,7676000,1356000,32655000,388157000,1820370000,68434000,14387000,456591000,489246000,71293000,71293000,7128000,4483000,78421000,116481000,13764000,13764000,130245000,208666000,403541000,-122977000,280580000,280580000,489246000,1863000,10598000,5031000,2908000,20400000,-63534000,-63534000,4.6e+07,-2162000,41864000,-1270000,-1270000,-1270000,16391000,116481000,-42894000,0.17404,-0.00333,-4e-04,-0.00023,386.43243,0.41641,0.7437,0.23808,-0.27524,-0.27524,82.53571,695.70522,-106.36282,0.00453,-0.10441,7.00012,19.80649
"16","2014_Q3",101.6984375,"Up",40502000,-28249000,-9639000,-11982000,-6628000,12253000,-1732000,-1825000,93000,10521000,-1653000,8868000,-4128000,4740000,4740000,4740000,2767000,1172000,1172000,26951000,26951000,7644000,1798000,35767000,444867000,1889036000,59284000,8863000,504151000,539918000,61028000,61028000,11989000,6683000,73017000,166500000,17812000,17812000,184312000,257329000,402783000,-120210000,282589000,282589000,539918000,4740000,12378000,4625000,-6113000,15630000,-61418000,-61418000,48390000,-1199000,45218000,-570000,-570000,-570000,24631000,166500000,-38772000,0.30253,0.06832,0.00979,0.00512,-14.01229,0.48984,0.91061,0.30838,0.35981,0.34905,5.26676,36.74494,-5.04178999999998,0.01015,-0.08304,6.71219,13.49286
"17","2014_Q4",59.08125,"Down",39657000,-27893000,-3261000,-16115000,-8517000,11764000,-2144000,-2205000,61000,9620000,9742000,19362000,-7161000,12201000,12201000,12201000,10227000,7193000,7193000,27923000,27923000,9423000,1260000,44539000,482010000,1942281000,65677000,9096000,547687000,592226000,50491000,50491000,5668000,5668000,56159000,102500000,17816000,17351000,120316000,176475000,525718000,-109983000,415751000,415751000,592226000,12201000,16517000,-5691000,-927000,22100000,-61850000,-72479000,-6.4e+07,-140000,56400000,6021000,6021000,6021000,28281000,102500000,-27335000,0.29664,0.25789,0.0246,0.01727,-2.67283,0.79309,0.42447,0.17308,2.36868,2.31244,9.18496,96.28845,-6.33106,0.02276,-0.05099,3.37,8.10158
"18","2015_Q1",64.9901639344262,"Up",38418000,-30370000,-1402000,-18089000,-10879000,8048000,-4453000,-4765000,312000,3595000,25871000,29466000,-10504000,18962000,18962000,18962000,16988000,968000,968000,30198000,30198000,29291000,1441000,60457000,749273000,2227628000,53616000,8928000,802889000,863346000,82746000,76753000,5105000,3856000,87851000,321576000,13009000,6795000,334585000,422436000,533889000,-92995000,440910000,440910000,863346000,18962000,18521000,-9829000,9090000,36744000,-42816000,-255070000,280961000,-66822000,212101000,-6225000,-6225000,-6225000,26569000,321576000,3347000,0.20949,0.44219,0.03853,0.01968,0.197019999999986,0.68818,0.9581,0.37248,37.87906,36.96177,85.66268,983.08509,7.46299,0.02445,0.00432,12.067,39.83698
"19","2015_Q2",82.9920634920635,"Up",30391000,-39430000,-12102000,-18104000,-9224000,-9039000,-4814000,-4858000,44000,-13853000,-1421000,-15274000,5077000,-10197000,-10197000,-10197000,-12171000,2144000,2144000,31930000,31930000,20149000,989000,54223000,795396000,2291850000,68418000,21180000,863814000,918037000,74124000,68271000,6946000,6473000,81070000,3.37e+08,10116000,6429000,347116000,428186000,595001000,-105166000,489851000,489851000,918037000,-10197000,18546000,122000,-2347000,6124000,-70508000,-70508000,2e+06,-12000,65560000,1176000,1176000,1176000,9507000,3.37e+08,-68425000,-0.29742,-0.40048,-0.02485,-0.01326,5.62197,0.66884,0.87411,0.36709,-2.11747,-2.11747,5.28732,85.21982,-11.90435,-0.01218,-0.08175,35.22205,-37.04569
"20","2015_Q3",77.5828125,"Down",39242000,-32877000,-5763000,-17587000,-9527000,6365000,-5065000,-5106000,41000,1300000,-8383000,-7082999.99999999,2116000,-4966999.99999999,-4966999.99999999,-4966999.99999999,-6940000,2028000,2028000,34499000,34499000,8414000,1525000,44941000,832958000,2346994000,67093000,20596000,900051000,944992000,71766000,65792000,9794000,8172000,81560000,3.75e+08,5170000,4340000,380170000,461730000,595352000,-112106000,483262000,483262000,944992000,-4967000,18011000,10377000,437000,23858000,-58216000,-60013000,3.8e+07,12000,36039000,-116000,-116000,-116000,24376000,3.75e+08,-35519000,0.1622,-0.17685,-0.01436,-0.00734000000000001,5.11801,0.55102,0.95544,0.39683,-1.05088999999999,-1.05089,5.94224999999999,73.1758499999998,-5.37849,-0.00574999999999999,-0.04114,15.30079,58.59733
"21","2015_Q4",87.3671875,"Up",34316000,-30783000,-4302000,-16704000,-9777000,3533000,-5511000,-5603000,92000,-1978000,-64160000,-66138000,-45667000,-111805000,-111805000,-111805000,-113779000,1922000,1922000,39385000,39385000,18173000,1410000,59480000,783452000,2401479000,21792000,19589000,805244000,864724000,82228000,76162000,8025000,8025000,90253000,3.99e+08,8390000,8390000,407390000,497643000,592950000,-225885000,367081000,367081000,864724000,-111805000,16026000,119687000,1639000,25547000,-46627000,-47679000,2.4e+07,-7585282.93626044,22026000,-106000,-106000,-106000,19559000,3.99e+08,20238000,0.10295,-3.31563,-0.30996,-0.13158,-0.17787,0.65904,1.35568,0.46142,-17.16719,-17.16719,5.17766,55.38347,3.05355,-0.14436,0.02613,20.30155,112.39117
"22","2016_Q1",69.5049180327869,"Down",33563000,-31335000,-6180000,-16854000,-8301000,2228000,-5523000,-5544000,21000,-3295000,-109875000,-113170000,0,-113170000,-113170000,-113170000,-115144000,1224000,1224000,39624000,39624000,21404000,1461000,62252000,719086000,2475104000,7256000,7256000,726342000,788594000,76959000,70970000,10128000,10128000,87087000,328565000,10184000,10184000,338749000,425836000,703771000,-341029000,362758000,362758000,788594000,-113170000,17308000,125743000,3909000,33790000,-51564000,-80960000,-5.9e+07,-2467000,46472000,-697999.999999999,-697999.999999999,-697999.999999999,19536000,328565000,-28119000,0.06638,-3.43068,-0.31741,-0.14601,0.244209999999999,0.71483,1.17388,0.41665,-15.76516,-15.76516,4.59534,49.66551,-3.84997,-0.16132,-0.04008,16.75578,146.92145
"23","2016_Q2",107.159375,"Up",30698000,-30461000,-5562000,-15722000,-9177000,237000,-5410000,-5491000,81000,-5173000,-35936000,-41109000,14238455.0935915,-41109000,-41109000,-41109000,-42933000,9511000,9511000,33683000,33683000,16466000,881000,59660000,722564000,2529073000,7040000,7040000,729604000,789264000,68415000,62536000,4486000,3798000,72901000,289062000,11755000,8153000,300817000,373718000,799493000,-383962000,415546000,415546000,789264000,-41109000,16129000,35642000,5582000,16244000,-50775000,-60958000,-4e+07,-124000,53001000,8287000,8287000,8287000,16366000,289062000,-11832009.0469675,0.00772,-1.39856,-0.10332,-0.0544,1.09803484525036,0.81837,0.89934,0.36624,-5.13663,-5.13663,3.6728,49.71537,-2.48853018135625,-0.05739,-0.0223917085308299,17.0812,1179.54008
"24","2016_Q3",132.2546875,"Up",45145000,-32361000,-6302000,-16293000,-9766000,12784000,-4084000,-4180000,96000,8700000,-78797000,-70097000,1.49011611938477e-08,-70097000,-70097000,-70097000,-71920000,207000,207000,44460000,44460000,7303000,1766000,51970000,1036748000,2920554000,6872000,6812000,1043620000,1095590000,78218000,71960000,12659000,5168000,90877000,329559000,12696000,6383000,342255000,433132000,1118325000,-455882000,662458000,662458000,1095590000,-70097000,16698000,83663000,-6974000,23290000,-874000,-274715000,4e+07,-1914000,242121000,-9304000,-9304000,-9304000,29482000,329559000,21634000,0.28318,-1.59309,-0.10857,-0.06564,-0.30081,0.57187,0.65383,0.30081,-6.08414,-6.08414,3.81908,56.03998,1.83015,-0.06977,0.02153,11.17129,25.7628299999999
"25","2016_Q4",152.722222222222,"Up",55927000,-38633000,-7891000,-17303000,-13439000,17294000,-709000,-831000,122000,16585000,4492000,21077000,62000,21139000,21139000,21139000,19315000,325885000,325885000,56172000,56172000,5214000,1712000,387271000,1099387000,3000489000,40946000,8189000,1140333000,1527604000,104976000,99026000,16055000,8269000,121031000,290085000,8727000,5749000,298812000,419843000,1544313000,-436567000,1107761000,1107761000,1527604000,21139000,17733000,3463000,2927000,45262000,-48126000,-98859000,-4e+07,-809000,379275000,325678000,325678000,325678000,35027000,290085000,-10234000,0.30922,0.34536,0.01744,0.01264,-0.52985,3.19977,0.379,0.1899,1.41003,1.4049,4.08277,80.86741,-0.7471,0.01503,-0.00728,-1.02207,-2.07008
"26","2017_Q1",138.056451612903,"Down",69081000,-46454000,-6562000,-22051000,-17841000,22627000,-1031000,-1369000,338000,21596000,-23294000,-1698000.00000001,-48000,-1745999.99999999,-1745999.99999999,-1745999.99999999,-3570000,652993000,652993000,69783000,69783000,2350000,2247000,725126000,1489515000,3437188000,52946000,6808000,1542461000,2267587000,101634000,95577000,27187000,8919000,128821000,390219000,7074000,6956000,397293000,526114000,2181595000,-440137000,1741473000,1741473000,2267587000,-1746000.00000001,22512000,23044000,-7832000,35978000,-65695000,-431755000,1e+08,-10153000,722885000,327108000,327108000,327108000,45139000,390219000,-28340000,0.32754,-0.0516800000000001,-0.00205000000000001,-0.00157,7.93838,5.62894,0.30211,0.17209,-0.214730000000001,-0.21537,4.15505,104.74431,-1.70458,-0.000820000000000003,-0.01325,-5.82144,-11.61329
"27","2017_Q2",117.207936507937,"Down",81363000,-48480000,-5206000,-24433000,-18841000,32883000,43000,-665000,708000,32926000,14669000,47595000,-466000,47129000,47129000,47129000,45305000,35273000,35273000,75959000,75959000,4764000,1671000,115996000,2209885000,4181976000,9698000,6759000,2219583000,2335579000,143366000,131252000,10455000,4025000,153821000,390536000,11189000,10633000,401725000,555546000,2175254000,-395236000,1780033000,1780033000,2335579000,47129000,24932000,-25267000,5890000,52684000,-66154000,-668501000,249146648.010624,-79000,-1903000,-617720000,-617720000,-617720000,57815000,390536000,-1983000,0.40415,0.55683,0.02545,0.0194,-0.04377,0.7541,0.3121,0.16721,2.25337,2.24571,4.04682,88.53432,-0.09863,0.0216,-0.00091,6.14482,10.80385
"28","2017_Q3",106.428571428571,"Down",82283000,-49608000,-6430000,-26213000,-16965000,32675000,-525000,-589000,64000,32150000,1562000.00000001,33712000,-322000,33390000,33390000,33390000,31566000,139149000,139149000,77635000,77635000,11786000,2545000,228570000,2340014000,4338308000,13080000,9276000,2353094000,2581664000,154214000,144958000,5893000,3650000,160107000,595138000,8565000,7203000,603703000,763810000,2181522000,-363683000,1817854000,1817854000,2581664000,33390000,26765000,5114000.00000001,-22141000,43128000,-79936000,-137940000,208250000,-7739000,198688000,103876000,103876000,103876000,59440000,595138000,-42315000,0.39711,0.38363,0.01736,0.01223,-1.34052,1.42761,0.42017,0.23052,1.56744,1.56341,4.08584,90.2664,-2.10119,0.01379,-0.01747,7.67142,13.95529
"29","2017_Q4",110.726984126984,"Up",84614000,-52852000,-7259000,-28525000,-17068000,31762000,54000,-444000,498000,31816000,-14498000,17318000,-237000,17081000,17081000,17081000,15257000,61609000,61609000,81973000,81973000,5916000,2583000,149498000,2449416000,4476225000,15169000,9398000,2464585000,2614083000,165713000,147338000,12379000,5999000,178092000,595115000,8011000,6194000,603126000,781218000,2181276000,-348426000,1832865000,1832865000,2614083000,17081000,29132000,15457000,-7777000,53893000,-121128000,-129143000,0,-466000,-2290000,-77540000,-77540000,-77540000,60894000,595115000,-67774000,0.37538,0.18031,0.00832,0.00584,-4.44216,0.83944,0.42623,0.22766,0.75594,0.75404,4.1924,90.81292,-3.35802,0.00701,-0.02782,8.76122,16.79699
"30","2018_Q1",117.322950819672,"Up",118214000,-17830000,-8172000,-37220000,27562000,50477000,-420000,-461000,40999.9999999999,50057000,-26985000,23072000,-248000,22824000,22824000,22824000,21001000,27995000,27995000,114320000,114320000,2545000,2139000,144860000,2533852000,4617947000,14584000,13632000,2548436000,2693296000,172113000,162878000,33660000,5916000,205773000,620196000,11361000,8620000,631557000,837330000,2183377000,-327426000,1855966000,1855966000,2693296000,22824000,37899000,28105000,-8642000,80186000,-132096000,-136948000,2.5e+07,-28000,23148000,-33613999.9999999,-33613999.9999999,-33613999.9999999,88376000,620196000,-52114000,0.427,0.17765,0.01132,0.0078,-2.4815,0.70398,0.45116,0.23027,1.04049,1.03747,5.8569,91.95296,-2.58198,0.00918,-0.02095,6.70093,11.7321
"31","2018_Q2",123.9640625,"Up",127440000,-65688000,-8769000,-35417000,-21502000,61752000,-249000,-460000,211000,61503000,-5247000,56256000,-495000,55761000,55761000,55761000,53937000,18473000,18473000,122411000,122411000,6288000,2078000,147172000,2674827000,4794426000,13520000,13494000,2688347000,2835519000,205758000,187267000,29993000,4081000,235751000,670374000,15858000,10966000,686232000,921983000,2187010000,-273489000,1913536000,1913536000,2835519000,55761000,36066000,-4124000,4512000,92215000,-111330000,-149353000,5e+07,-560000,47616000,-9522000,-9522000,-9522000,97818000,670374000,-8505000,0.48456,0.42323,0.02819,0.01902,-0.15768,0.62427,0.48182,0.23642,2.67119,2.6624,6.31138,94.76582,-0.4212,0.02145,-0.00327,6.66443,10.55676
"32","2018_Q3",111.738095238095,"Down",137075000,-69469000,-8289000,-38733000,-22447000,67606000,109000,-594000,703000,67715000,-16760000,50955000,-481000,50474000,50474000,50474000,48650000,509146000,509146000,111964000,111964000,19258000,7689000,640368000,2821669000,4979894000,45289000,14464000,2866958000,3507326000,205332000,193981000,40013000,4065000,245345000,988459000,23914000,10347000,1012373000,1257718000,2474430000,-224837000,2249608000,2249608000,3507326000,50475000,39387000,8925000,8977000,107764000,-183963000,-218932000,3.25e+08,-9693000,601841000,490673000,490673000,490673000,106993000,988459000,-67512000,0.4932,0.35492,0.02163,0.01387,-1.38771,2.61007,0.55908,0.28183,2.309,2.30061,6.50579,106.7691,-3.20422,0.01547,-0.0207,4.47985,7.0898
