"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","change_in_cash_from_disc_operations_and_other","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",31.9135483870968,"Up",2.14e+09,-1.514e+09,6.26e+08,-3.79e+08,-3.49e+08,-3e+07,2.47e+08,-3.7e+07,-5.3e+07,1.6e+07,2.1e+08,5e+06,2.15e+08,-5.5e+07,1.6e+08,-9e+06,-9e+06,1.51e+08,1.51e+08,1.51e+08,5.97e+08,5.97e+08,1.474e+09,1.474e+09,1.034e+09,2.48e+08,7.2e+07,3.353e+09,2.754e+09,4.319e+09,-1.565e+09,6.292e+09,2.015e+09,3.246e+09,1.031e+09,9.245e+09,1.2598e+10,1.468e+09,9.08e+08,5.6e+08,1.54e+08,1.622e+09,3.567e+09,3.243e+09,1.418e+09,4e+08,1.425e+09,6.81e+09,8.432e+09,4.166e+09,1.2598e+10,1.6e+08,1.08e+08,-6e+06,-1.44e+08,1.18e+08,-5.9e+07,-6.6e+07,-6.6e+07,-6e+07,-1.8e+07,-3.2e+07,2e+06,-4.8e+07,1e+07,-1e+07,0,-2e+06,-2e+06,3.55e+08,3.721e+09,2.07e+08,0.29252,0.11542,0.07056,0.03625,0.01199,1.37086,2.0672,2.024,0.29536,1.9359,1.8875,27.4359,2.65385,0.23077,0.01518,0.0186,0.11921,8.8,12.64777
"12","2013_Q1",35.2881666666667,"Up",3.23e+08,-3.87e+08,-6.4e+07,-2.48e+08,-2.35e+08,-1.3e+07,-3.12e+08,-1.44e+08,-1.51e+08,7e+06,-4.56e+08,-9e+06,-4.65e+08,1.69e+08,-2.96e+08,2.2e+07,2.2e+07,-2.74e+08,-2.74e+08,-2.74e+08,5.23e+08,5.23e+08,1.481e+09,1.481e+09,1.008e+09,1.97e+08,8.1e+07,3.209e+09,2.832e+09,4.478e+09,-1.646e+09,6.266e+09,1.936e+09,3.342e+09,9.88e+08,9.315e+09,1.2524e+10,1.454e+09,8.77e+08,5.77e+08,4.59e+08,1.913e+09,3.131e+09,3.451e+09,1.839e+09,2.08e+08,1.404e+09,6.582e+09,8.495e+09,4.029e+09,1.2524e+10,-2.96e+08,3.9e+07,3.42e+08,-41999999.9999999,4.3e+07,-8.2e+07,-7.8e+07,-7.8e+07,-9.6e+07,-1.8e+07,-1.45e+08,1e+06,-1.64e+08,-2.17e+08,1.46e+08,-7.1e+07,-3e+06,-7.4e+07,-2.73e+08,3.59e+09,-5.66e+08,-0.19814,-0.96594,-0.8483,-0.06801,-0.02188,2.06569,1.67747,2.10846,0.28665,-3.51282,-3.38272,4.14103,-7.25641,0.23077,-0.02313,-0.05113,-0.06569,-11.23443,-9.83013
"13","2013_Q2",37.59984375,"Up",1.869e+09,-1.332e+09,5.37e+08,-3.75e+08,-3.43e+08,-3.2e+07,1.62e+08,-3e+07,-4.4e+07,1.4e+07,1.32e+08,0,1.32e+08,-3e+07,1.02e+08,-1e+06,-1e+06,1.01e+08,1.01e+08,1.01e+08,4.88e+08,4.88e+08,1.38e+09,1.38e+09,1.008e+09,2.01e+08,8.5e+07,3.077e+09,2.817e+09,4.541e+09,-1.724e+09,6.262e+09,1.91e+09,3.358e+09,9.94e+08,9.299e+09,1.2376e+10,1.307e+09,7.38e+08,5.69e+08,4.63e+08,1.77e+09,3.09e+09,3.364e+09,1.795e+09,2.08e+08,1.361e+09,6.454e+09,8.224e+09,4.152e+09,1.2376e+10,1.02e+08,1.07e+08,9e+06,-1.37e+08,8.1e+07,-4.9e+07,-5.1e+07,-5.1e+07,-4.9e+07,-1.8e+07,-3.8e+07,2e+06,-5.3e+07,-2.1e+07,-1.6e+07,-3.7e+07,2e+06,-3.5e+07,2.69e+08,3.553e+09,1.13e+08,0.28732,0.08668,0.05404,0.02433,0.00816,1.11881,1.73842,1.98073,0.28709,1.27848,1.2625,23.65823,1.43038,0.22785,0.01075,0.01021,0.17822,11.39405,18.91975
"14","2013_Q3",39.07890625,"Up",1.129e+09,-8.44e+08,2.85e+08,-1.44e+08,-1.23e+08,-2.1e+07,1.41e+08,-1.3e+08,-1.45e+08,1.5e+07,1.1e+07,7e+06,1.8e+07,9e+06,2.7e+07,2.6e+07,2.6e+07,52999999.9999999,52999999.9999999,52999999.9999999,4.68e+08,4.68e+08,1.45e+09,1.45e+09,9.3e+08,1.97e+08,7.8e+07,3.045e+09,2.788e+09,4.564e+09,-1.776e+09,6.196e+09,1.871e+09,3.333e+09,9.92e+08,9.206e+09,1.2251e+10,1.294e+09,7.67e+08,5.27e+08,4.76e+08,1.77e+09,3.033e+09,3.291e+09,1.757e+09,2.24e+08,1.31e+09,6.324e+09,8.094e+09,4.157e+09,1.2251e+10,2.7e+07,7.1e+07,4.7e+07,-2.3e+07,1.22e+08,-4.2e+07,-4.3e+07,-4.3e+07,-4.4e+07,-1.8e+07,-4.7e+07,-3.4e+07,-9.9e+07,-2.1e+07,-2.98023223876953e-08,-2.1e+07,1e+06,-2e+07,2.12e+08,3.509e+09,1.38e+08,0.25244,0.12489,0.04694,0.01275,0.00433,2.60377,1.72034,1.94708,0.28643,0.670889999999999,0.6625,14.29114,1.74684,0.22785,0.00648,0.01259,0.33962,14.34434,21.56738
"15","2013_Q4",40.61515625,"Up",1.623e+09,-1.192e+09,4.31e+08,-2.83e+08,-2.57e+08,-2.6e+07,1.48e+08,-2.4e+07,-5e+07,2.6e+07,1.24e+08,-1e+06,1.23e+08,-3.4e+07,8.9e+07,3.5e+07,3.5e+07,1.24e+08,1.24e+08,1.24e+08,3.77e+08,3.77e+08,1.512e+09,1.512e+09,8.64e+08,2.23e+08,6.6e+07,2.976e+09,2.778e+09,4.615e+09,-1.837e+09,6.18e+09,1.84e+09,3.348e+09,9.92e+08,9.183e+09,1.2159e+10,1.354e+09,7.46e+08,6.08e+08,4.64e+08,1.818e+09,2.958e+09,3.284e+09,1.697e+09,2.64e+08,1.323e+09,6.242e+09,8.06e+09,4.099e+09,1.2159e+10,8.9e+07,8.9e+07,3e+07,-1.4e+07,1.94e+08,-6e+07,-6.1e+07,-6.1e+07,-5.7e+07,-2.6e+07,-8.8e+07,-1e+06,-2.65e+08,-1.28e+08,3.8e+07,-9e+07,-1e+06,-9.1e+07,2.37e+08,3.422e+09,1.97e+08,0.26556,0.09119,0.0764,0.03025,0.0102,1.58871,1.63696,1.96633,0.28144,1.56962,1.55,20.5443,2.49367,0.32911,0.01388,0.01823,0.20968,12.8481,20.57432
"16","2014_Q1",42.8644262295082,"Up",1.47e+09,-9.36e+08,5.34e+08,-9999999.99999994,53000000.0000001,-6.3e+07,5.24e+08,-3.4e+07,-4.3e+07,9e+06,4.9e+08,-1.4e+07,4.76e+08,-1.41e+08,3.35e+08,7e+07,7e+07,4.05e+08,4.05e+08,4.05e+08,3.46e+08,3.46e+08,1.113e+09,1.113e+09,7.58e+08,6.56e+08,6.2e+07,2.873e+09,2.507e+09,4.181e+09,-1.674e+09,6.495e+09,1.437e+09,2.709e+09,2.349e+09,9.215e+09,1.2088e+10,1.213e+09,7.14e+08,4.99e+08,3.2e+08,1.727e+09,2.947e+09,2.861e+09,1.11e+09,3.97e+08,1.354e+09,5.808e+09,7.535e+09,4.553e+09,1.2088e+10,3.35e+08,8.9e+07,-3.45e+08,1.77e+08,2.56e+08,-1.08e+08,-1.09e+08,-1.09e+08,-1.22e+08,-2.6e+07,-1.56e+08,7999999.99999999,-1.75e+08,-4.1e+07,1e+07,-3.1e+07,2.3283064365387e-10,-3.1e+07,6.13e+08,3.267e+09,8.23e+08,0.36327,0.35646,0.27551,0.08895,0.0335,2.0321,1.66358,1.65495,0.27027,5.4,5.0625,19.6,10.97333,0.34667,0.04035,0.07705,0.0642,4.76509,5.57443
"17","2014_Q2",45.6568253968254,"Up",1.432e+09,-1.048e+09,3.84e+08,-2.62e+08,-2.35e+08,-2.7e+07,1.22e+08,-2.1e+07,-4.2e+07,2.1e+07,1.01e+08,5e+06,1.06e+08,-1.8e+07,8.8e+07,2.2e+07,2.2e+07,1.1e+08,1.1e+08,1.1e+08,2.95e+08,2.95e+08,1.363e+09,1.363e+09,9.34e+08,1.84e+08,7.6e+07,2.776e+09,2.827e+09,4.826e+09,-1.999e+09,6.16e+09,1.769e+09,3.377e+09,1.014e+09,9.207e+09,1.1983e+10,1.231e+09,7.5e+08,4.81e+08,3.14e+08,1.545e+09,2.948e+09,2.825e+09,1.161e+09,3.94e+08,1.27e+09,5.773e+09,7.318e+09,4.665e+09,1.1983e+10,8.8e+07,8.8e+07,3e+06,-1.61e+08,1.8e+07,-4.4e+07,-4.5e+07,-4.5e+07,-4e+07,-2.6e+07,-6e+06,3e+06,-2.9e+07,-5.1e+07,1e+06,-5e+07,-1e+06,-5.1e+07,2.1e+08,3.262e+09,2.3e+07,0.26816,0.0852,0.07682,0.02358,0.00918,0.20909,1.79676,1.5687,0.27222,1.42857,1.41026,18.5974,0.2987,0.33766,0.01265,0.00214,0.23636,14.12857,24.31967
"18","2014_Q3",47.84640625,"Up",1.545e+09,-1.168e+09,3.77e+08,-4.06e+08,-3.7e+08,-3.6e+07,-2.9e+07,-7.6e+07,-4.1e+07,-3.5e+07,-1.05e+08,1e+06,-1.04e+08,4.3e+07,-6.1e+07,1.7e+07,1.7e+07,-4.4e+07,-4.4e+07,-4.4e+07,4.91e+08,4.91e+08,1.15e+09,1.15e+09,7.73e+08,7.28e+08,1.21e+08,3.142e+09,2.466e+09,4.222e+09,-1.756e+09,6.406e+09,1.388e+09,2.717e+09,2.301e+09,9.046e+09,1.2188e+10,1.167e+09,6.46e+08,5.21e+08,4.01e+08,1.754e+09,2.949e+09,2.915e+09,1.215e+09,3.63e+08,1.337e+09,5.864e+09,7.618e+09,4.57e+09,1.2188e+10,-6.1e+07,9.5e+07,1.63e+08,-21000000.0000001,1.76e+08,-4.8e+07,-5.1e+07,-5.1e+07,-4.8e+07,-2.7e+07,8.7e+07,4e+06,6.4e+07,1.92e+08,3999999.99999999,1.96e+08,0,1.96e+08,66000000.0000001,3.35e+09,-4.6e+07,0.24401,-0.01877,-0.02848,-0.00963,-0.00361,1.04545,1.79133,1.66696,0.27486,-0.5641,-0.5641,19.80769,-0.589739999999999,0.34615,-0.00157,-0.00425000000000001,-0.61364,43.31818,-98.58621
"19","2014_Q4",49.67,"Up",1.606e+09,-1.161e+09,4.45e+08,-3.1e+08,-2.86e+08,-2.4e+07,1.35e+08,-3.3e+07,-4.1e+07,8e+06,1.02e+08,-3e+06,9.9e+07,-2.8e+07,7.1e+07,2.8e+07,2.8e+07,9.9e+07,9.9e+07,9.9e+07,5.7e+08,5.7e+08,1.179e+09,1.179e+09,7.81e+08,6.73e+08,7.5e+07,3.203e+09,2.438e+09,4.256e+09,-1.818e+09,6.401e+09,1.364e+09,2.715e+09,2.322e+09,8.923e+09,1.2126e+10,1.193e+09,6.39e+08,5.54e+08,3.74e+08,1.751e+09,2.941e+09,2.905e+09,1.219e+09,3.45e+08,1.341e+09,5.846e+09,7.597e+09,4.529e+09,1.2126e+10,7.1e+07,9.8e+07,-1.4e+07,5.5e+07,2.1e+08,-5.1e+07,-5.6e+07,-5.6e+07,3.5e+07,-2.6e+07,-3.5e+07,3e+06,-1.83e+08,6.2e+07,1.6e+07,7.8e+07,1e+06,7.9e+07,2.33e+08,3.315e+09,2.65e+08,0.27709,0.08406,0.06164,0.02186,0.00816,2.67677,1.82924,1.67741,0.27338,1.26923,1.25316,20.58974,3.39744,0.33333,0.01163,0.02465,0.26263,11.78112,20.33333
"20","2015_Q1",55.9783606557377,"Up",1.538e+09,-1.228e+09,3.1e+08,-4.94e+08,-4.67e+08,-2.7e+07,-1.84e+08,-3.4e+07,-4.2e+07,8e+06,-2.18e+08,999999.999999996,-2.17e+08,1.91e+08,-2.6e+07,9.4e+07,9.4e+07,6.8e+07,6.8e+07,6.8e+07,1.393e+09,1.393e+09,1.202e+09,1.202e+09,7.65e+08,2.01e+08,8.3e+07,3.561e+09,2.414e+09,4.275e+09,-1.861e+09,4.864e+09,1.309e+09,2.643e+09,9.12e+08,7.359e+09,1.092e+10,1.349e+09,6.74e+08,6.75e+08,3.38e+08,1.687e+09,2.911e+09,2.739e+09,1.468e+09,1.1e+08,1.161e+09,5.65e+09,7.337e+09,3.583e+09,1.092e+10,-2.6e+07,1.12e+08,5e+07,4e+07,1.76e+08,-1.02e+08,-9.6e+07,-9.6e+07,-1.15e+08,-2.4e+07,-3.5e+07,2e+06,-8.86e+08,-8.25e+08,1.65e+09,8.25e+08,-2e+06,8.23e+08,-72000000.0000001,3.249e+09,-3.25e+08,0.20156,-0.11964,0.04421,0.01898,0.00623,-4.77941,2.11085,2.04773,0.29753,0.90667,0.88312,20.50667,-4.33333,0.32,0.00961,-0.03396,0.35294,-25.77778,-10.08696
"21","2015_Q2",57.7388888888889,"Up",1.391e+09,-9.82e+08,4.09e+08,-2.51e+08,-2.26e+08,-2.5e+07,1.58e+08,-3e+07,-4.1e+07,1.1e+07,1.28e+08,-8.5e+07,4.3e+07,-3e+06,4e+07,-8e+06,-8e+06,3.2e+07,3.2e+07,3.2e+07,1.256e+09,1.256e+09,1.032e+09,1.032e+09,7.46e+08,2.07e+08,8.9e+07,3.241e+09,2.253e+09,4.118e+09,-1.865e+09,4.774e+09,1.254e+09,2.586e+09,9.34e+08,7.108e+09,1.0349e+10,1.042e+09,5.29e+08,5.13e+08,3.32e+08,1.374e+09,2.943e+09,2.707e+09,1.449e+09,9.5e+07,1.163e+09,5.65e+09,7.024e+09,3.325e+09,1.0349e+10,4e+07,8.5e+07,7.9e+07,-1.54e+08,5e+07,-4.2e+07,-4.3e+07,-4.3e+07,6.4e+07,-2.4e+07,-6e+06,2e+06,-1.55e+08,-4.1e+07,-8.6e+07,-1.27e+08,-1e+07,-1.37e+08,2.43e+08,3.275e+09,5e+07,0.29403,0.11359,0.02301,0.00962,0.00309,1.5625,2.35881,2.11248,0.31646,0.46377,0.45714,20.15942,0.72464,0.34783,0.00602,0.00537,0.75,8.30864,12.77848
"22","2015_Q3",50.54578125,"Down",1.35e+09,-9.24e+08,4.26e+08,-2.28e+08,-2.03e+08,-2.5e+07,1.98e+08,-4.5e+07,-4e+07,-5e+06,1.53e+08,-3.3e+07,1.2e+08,-2.4e+07,9.6e+07,1.29e+08,1.29e+08,2.25e+08,2.25e+08,2.25e+08,9.11e+08,9.11e+08,1.046e+09,1.046e+09,7.14e+08,2.31e+08,1.1e+08,2.902e+09,2.163e+09,4.061e+09,-1.898e+09,4.662e+09,1.188e+09,2.48e+09,9.94e+08,6.894e+09,9.796e+09,1.008e+09,5e+08,5.08e+08,2.42e+08,1.25e+09,2.943e+09,2.584e+09,1.415e+09,5.1e+07,1.118e+09,5.527e+09,6.777e+09,3.019e+09,9.796e+09,9.6e+07,8.5e+07,4.5e+07,-1.8e+08,4.6e+07,-4.3e+07,-4.3e+07,-4.3e+07,-3.63e+08,-2.2e+07,-90000000.0000001,5e+06,-3.77e+08,-6.94e+08,3.73e+08,-3.21e+08,-2.4e+07,-3.45e+08,2.83e+08,3.185e+09,84000000.0000001,0.31556,0.14667,0.16667,0.07453,0.02297,0.373330000000001,2.3216,2.24478,0.32513,3.30882,3.26087,19.85294,1.23529,0.32353,0.02811,0.00956,0.09778,8.03534,11.48485
"23","2015_Q4",49.12265625,"Down",1.366e+09,-9.39e+08,4.27e+08,-2.4e+08,-2.16e+08,-2.4e+07,1.87e+08,-4.5e+07,-5.5e+07,1e+07,1.42e+08,0,1.42e+08,-2.8e+07,1.14e+08,-8e+06,-8e+06,1.06e+08,1.06e+08,1.06e+08,1.113e+09,1.113e+09,1.01e+09,1.01e+09,7e+08,2.69e+08,1.46e+08,3.092e+09,2.167e+09,4.085e+09,-1.918e+09,4.63e+09,1.18e+09,2.509e+09,9.41e+08,6.863e+09,9.955e+09,1.038e+09,5.44e+08,4.94e+08,3.36e+08,1.374e+09,3.362e+09,2.052e+09,8.49e+08,1.02e+08,1.101e+09,5.414e+09,6.788e+09,3.167e+09,9.955e+09,1.14e+08,8.5e+07,-5.39e+08,8.5e+07,-2.55e+08,-6e+07,-6.1e+07,-6.1e+07,-2.6e+07,-2.6e+07,5.31e+08,-7e+06,4.98e+08,2.17e+08,-7e+06,2.1e+08,-8e+06,2.02e+08,2.72e+08,3.698e+09,3.25e+08,0.31259,0.1369,0.0776,0.03347,0.01065,3.06604,2.25036,2.14335,0.37147,1.55882,1.55882,20.08824,4.77941,0.38235,0.0148,0.03645,0.24528,9.50368,13.82353
"24","2016_Q1",45.1050819672131,"Down",-6.87e+08,3.13e+08,-3.74e+08,-7.2e+07,-4.7e+07,-2.5e+07,-4.46e+08,-3.9e+07,-3.8e+07,-1e+06,-4.85e+08,2.9e+07,-4.56e+08,1.94e+08,-2.62e+08,2.08e+08,2.08e+08,-5.4e+07,-5.4e+07,-5.4e+07,1.257e+09,1.257e+09,9.61e+08,9.61e+08,7.06e+08,1.69e+08,1.69e+08,3.093e+09,2.182e+09,4.144e+09,-1.962e+09,4.779e+09,1.142e+09,2.486e+09,9.39e+08,6.961e+09,1.0054e+10,1.061e+09,5.73e+08,4.88e+08,3.81e+08,1.442e+09,3.348e+09,2.227e+09,1.076e+09,8.5e+07,1.066e+09,5.575e+09,7.017e+09,3.037e+09,1.0054e+10,-2.62e+08,5.1e+07,1.19e+08,-5e+06,-9.7e+07,-7.4e+07,-7.3e+07,-7.3e+07,-6.6e+07,-2.6e+07,29999999.9999999,-1.86264514923096e-09,4e+06,-1.59e+08,3.08e+08,1.49e+08,-5e+06,1.44e+08,-3.95e+08,3.729e+09,-6.68e+08,0.5444,0.6492,0.0786,-0.01778,-0.00537,12.37037,2.14494,2.3105,0.3709,-0.80597,-0.78261,-10.25373,-9.97015,0.38806,-0.00311,-0.07428,-0.48148,-6.25823,-5.5426
"25","2016_Q2",51.99671875,"Up",1.163e+09,-7.71e+08,3.92e+08,-2.49e+08,-2.24e+08,-2.5e+07,1.43e+08,-3.4e+07,-4.2e+07,8e+06,1.09e+08,2e+06,1.11e+08,-2e+07,9.1e+07,-2e+06,-2e+06,8.9e+07,8.9e+07,8.9e+07,1.039e+09,1.039e+09,8.51e+08,8.51e+08,7.23e+08,3.19e+08,1.64e+08,2.932e+09,2.156e+09,4.161e+09,-2.005e+09,4.521e+09,1.114e+09,2.462e+09,9.45e+08,6.741e+09,9.673e+09,8.94e+08,4.61e+08,4.33e+08,7e+08,1.594e+09,3.337e+09,2.195e+09,1.059e+09,8.1e+07,1.055e+09,5.532e+09,7.126e+09,2.547e+09,9.673e+09,9.1e+07,8.3e+07,7e+06,-1.15e+08,6.6e+07,-5.2e+07,-5.3e+07,-5.3e+07,-4.4e+07,-2.4e+07,3.05e+08,1340189.30137568,-2.19e+08,-1.97e+08,-1e+07,-2.07e+08,-1.1e+07,-2.18e+08,2.26e+08,4.037e+09,7.9e+07,0.33706,0.12296,0.07653,0.03494,0.0092,0.88764,1.8394,2.7978,0.41735,1.36923,1.34848,17.89231,1.21538,0.36923,0.01287,0.009,0.26966,13.26549,20.96503
"26","2016_Q3",54.14796875,"Up",1.247e+09,-8.24e+08,4.23e+08,-2.83e+08,-2.59e+08,-2.4e+07,1.4e+08,-3.6e+07,-4.3e+07,7e+06,1.04e+08,-2e+06,1.02e+08,-1.5e+07,8.7e+07,0,0,8.7e+07,8.7e+07,8.7e+07,1.136e+09,1.136e+09,9.35e+08,9.35e+08,7.26e+08,1.15e+08,1.15e+08,2.912e+09,2.166e+09,4.252e+09,-2.086e+09,4.759e+09,1.11e+09,2.578e+09,8.58e+08,6.989e+09,9.901e+09,9.53e+08,5.19e+08,4.34e+08,7.49e+08,1.702e+09,3.328e+09,2.148e+09,1.013e+09,8.5e+07,1.05e+09,5.476e+09,7.178e+09,2.723e+09,9.901e+09,8.7e+07,8.5e+07,2.2e+07,-1e+07,1.84e+08,-4.8e+07,-5e+07,-5e+07,-8e+07,-2.4e+07,27000000.0000001,-1e+06,2e+06,1.06e+08,-9e+06,9.7e+07,0,96999999.9999999,2.25e+08,4.077e+09,1.82e+08,0.33921,0.11227,0.06977,0.03195,0.00879,2.09195,1.71093,2.63606,0.41178,1.40323,1.38095,20.1129,2.93548,0.3871,0.01241,0.02034,0.27586,13.07111,21.00714
"27","2016_Q4",51.9795238095238,"Down",-1.45e+08,1.4e+07,-1.31e+08,-1.5e+07,2e+06,-1.7e+07,-1.46e+08,-4.8e+07,-4e+07,-8e+06,-1.94e+08,3e+06,-1.91e+08,7.4e+07,-1.17e+08,1.88e+08,1.88e+08,7.1e+07,7.1e+07,7.1e+07,1.215e+09,1.215e+09,9.08e+08,9.08e+08,6.77e+08,1.11e+08,1.11e+08,2.911e+09,2.17e+09,4.228e+09,-2.058e+09,4.769e+09,1.086e+09,2.567e+09,9.03e+08,7.001e+09,9.912e+09,9e+08,4.77e+08,4.23e+08,7.71e+08,1.671e+09,3.316e+09,2.191e+09,9.89e+08,8.5e+07,1.117e+09,5.507e+09,7.178e+09,2.734e+09,9.912e+09,-1.17e+08,5.9e+07,-1.2e+07,5.5e+07,-1.5e+07,-4.7e+07,-4.7e+07,-4.7e+07,2.1e+07,-2.4e+07,7e+06,0,-1.7e+07,-1.1e+07,8.5e+07,7.4e+07,5e+06,7.9e+07,-8.7e+07,4.087e+09,-1.53e+08,0.90345,1.0069,-0.48966,0.02597,0.00716,-2.15493,1.74207,2.62546,0.41233,1.14516,1.12698,-2.33871,-2.46774,0.3871,0.01054,-0.01698,0.33803,-33.01149,-19.67123
"28","2017_Q1",55.0395161290323,"Up",7.54e+08,-5.51e+08,2.03e+08,-3.98e+08,-3.77e+08,-2.1e+07,-1.95e+08,-1.24e+08,-4.8e+07,1e+06,-3.19e+08,-1.1e+07,-3.3e+08,-1.4e+07,-3.44e+08,6.9e+07,6.9e+07,-2.75e+08,-2.75e+08,-2.75e+08,1.017e+09,1.017e+09,5.29e+08,5.29e+08,5.39e+08,8.03e+08,8.9e+07,2.888e+09,1.9e+09,3.615e+09,-1.715e+09,5.212e+09,1.061e+09,2.138e+09,9.25e+08,7.112e+09,1e+10,6.89e+08,3.76e+08,3.13e+08,1.7e+08,1.238e+09,2.325e+09,3.272e+09,1.95e+08,3.15e+08,2.762e+09,5.597e+09,6.835e+09,3.165e+09,1e+10,-3.44e+08,7.5e+07,2.96e+08,1.23e+08,1.5e+08,-8.2e+07,-8.1e+07,-8.1e+07,-7.4e+07,-2.5e+07,-1.59e+09,-9e+06,-1.624e+09,-1.548e+09,1.523e+09,-2.5e+07,-2e+06,-2.7e+07,-1.2e+08,2.495e+09,-64999999.9999999,0.26923,-0.25862,-0.36472,-0.08689,-0.0275,0.23636,2.33279,2.15956,0.2495,-4.36508,-4.58333,11.96825,-1.03175,0.39683,-0.02799,-0.00728,-0.09091,-12.31667,-7.57949
"29","2017_Q2",59.6519047619048,"Up",7.04e+08,-5.15e+08,1.89e+08,-1.77e+08,-1.57e+08,-2e+07,1.2e+07,-1.17e+08,-1.22e+08,3e+06,-1.05e+08,-1e+06,-1.06e+08,4.1e+07,-6.5e+07,7.5e+07,7.5e+07,1e+07,1e+07,1e+07,7.04e+08,7.04e+08,8.58e+08,8.58e+08,6.66e+08,1.06e+08,1.06e+08,2.334e+09,2.186e+09,4.283e+09,-2.097e+09,4.543e+09,1.026e+09,2.348e+09,9.7e+08,6.729e+09,9.063e+09,9.09e+08,4.58e+08,4.51e+08,1.07e+08,1.016e+09,2.825e+09,2.221e+09,1.04e+09,6.9e+07,1.112e+09,5.046e+09,6.062e+09,3.001e+09,9.063e+09,-6.5e+07,6.8e+07,9.3e+07,-1.56e+08,-6e+07,-3.3e+07,-3.3e+07,-3.3e+07,-3.1e+07,-2.4e+07,-3.98e+08,-1.2e+07,-4.34e+08,-5.25e+08,5e+07,-4.75e+08,-9e+06,-4.84e+08,8e+07,2.932e+09,-1.5e+08,0.26847,0.01705,0.0142,0.00333,0.0011,-15,2.29724,2.01999,0.32351,0.16129,0.16129,11.35484,-2.41935,0.3871,0.00417,-0.0184,2.4,27.85,185.66667
"30","2017_Q3",59.2544444444444,"Down",8.06e+08,-5.78e+08,2.28e+08,-1.76e+08,-1.55e+08,-2.1e+07,5.2e+07,-2.8e+07,-3e+07,1e+06,2.4e+07,0,2.4e+07,4000000.00000001,2.8e+07,7.7e+07,7.7e+07,1.05e+08,1.05e+08,1.05e+08,6.05e+08,6.05e+08,9.72e+08,9.72e+08,6.87e+08,1.13e+08,1.13e+08,2.377e+09,2.205e+09,4.364e+09,-2.159e+09,4.604e+09,1.017e+09,2.413e+09,9.75e+08,6.809e+09,9.186e+09,9.26e+08,5.2e+08,4.06e+08,1.11e+08,1.037e+09,2.812e+09,2.194e+09,1.017e+09,6.9e+07,1.108e+09,5.006e+09,6.043e+09,3.143e+09,9.186e+09,2.8e+07,6.6e+07,2.98023223876953e-08,-3.6e+07,5.8e+07,-4e+07,-4e+07,-4e+07,-3.2e+07,-2.4e+07,-11999999.9999998,-3e+06,-3.9e+07,-13000000.0000001,-8.6e+07,-99000000.0000001,-1e+06,-1e+08,1.18e+08,2.923e+09,3.8e+07,0.28288,0.06452,0.13027,0.03341,0.01143,0.361899999999999,2.29219,1.92269,0.3182,1.69355,1.69355,13,0.6129,0.3871,0.01562,0.0046,0.22857,19.64407,44.57692
