"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",58.7809677419355,"Up",5.246e+09,-3.48e+09,1.766e+09,-9.83e+08,-9.88e+08,7.83e+08,-6.6e+07,-6.6e+07,7.17e+08,7.17e+08,-2.23e+08,4.3e+07,5.37e+08,5.37e+08,-2e+07,5.17e+08,5.17e+08,1.249e+09,1.249e+09,2.734e+09,2.734e+09,2.373e+09,5.7e+08,5.7e+08,6.926e+09,8.099e+09,3.98e+08,4.614e+09,3.331e+09,1.036e+09,1.3111e+10,2.0037e+10,4.46e+09,2.343e+09,2.117e+09,1.274e+09,6.025e+09,5.13e+09,3.043e+09,1.41e+09,1.633e+09,8.173e+09,1.4198e+10,5.535e+09,3.04e+08,5.839e+09,2.0037e+10,5.37e+08,2.1e+08,1.23e+08,-2.6e+07,8.44e+08,-2.77e+08,1.8e+07,-2.57e+08,-2.92e+08,1.52e+08,-2.12e+08,4e+06,-3.48e+08,2.39e+08,2.39e+08,1.6e+07,2.55e+08,9.93e+08,6.404e+09,9.13e+08,0.33664,0.14926,0.09855,0.08854,0.0258,1.76596,1.14954,2.43158,0.31961,1.31218,1.30325,13.31472,14.04822,2.31726,0.74112,6,0.05292,0.05973,0.5648,5.19134,6.58365
"12","2013_Q1",63.218,"Up",3.711e+09,-2.807e+09,9.04e+08,-7.64e+08,-7.54e+08,1.4e+08,-6.8e+07,-6.8e+07,7.2e+07,7.2e+07,-3.9e+07,5.2e+07,85000000.0000001,2.86e+08,-1.9e+07,2.67e+08,2.67e+08,1.106e+09,1.106e+09,2.642e+09,2.642e+09,2.348e+09,4.93e+08,4.93e+08,6.589e+09,8.095e+09,3.55e+08,4.834e+09,3.337e+09,1.251e+09,1.3284e+10,1.9873e+10,4.976e+09,2.443e+09,2.244e+09,1.115e+09,6.091e+09,5.07e+09,3.425e+09,1.992e+09,9.45e+08,8.495e+09,1.4586e+10,4.985e+09,3.02e+08,5.287e+09,1.9873e+10,2.86e+08,2.15e+08,1.64e+08,4.54e+08,1.119e+09,-3.27e+08,-1.37e+08,-4.55e+08,-2.92e+08,-2.14e+08,-2.8e+08,-3e+07,-8.16e+08,-1.52e+08,-1.52e+08,9e+06,-1.43e+08,3.55e+08,6.185e+09,5.21e+08,0.2436,0.03773,0.07195,0.0505,0.01344,1.95131,1.08176,2.75884,0.31123,0.68356,0.67749,9.50077,12.76242,1.33385,0.74757,5,0.03752,0.03497,1.09363,14.30704,36.27857
"13","2013_Q2",70.6190625,"Up",5.318e+09,-3.496e+09,1.822e+09,-1.039e+09,-1.027e+09,7.83e+08,-6.2e+07,-6.2e+07,7.21e+08,7.21e+08,-2.23e+08,5.3e+07,5.51e+08,5.51e+08,-2e+07,5.31e+08,5.31e+08,1.109e+09,1.109e+09,2.717e+09,2.717e+09,2.364e+09,5.24e+08,5.24e+08,6.714e+09,7.979e+09,4.28e+08,4.625e+09,3.328e+09,1.063e+09,1.3032e+10,1.9746e+10,4.943e+09,2.47e+09,2.16e+09,1.908e+09,6.851e+09,4.571e+09,3.339e+09,1.868e+09,1.471e+09,7.91e+09,1.4761e+10,4.7e+09,2.85e+08,4.985e+09,1.9746e+10,5.51e+08,2.21e+08,-4.4e+07,-1.21e+08,6.07e+08,-2e+08,2.1e+07,-1.79e+08,-2.89e+08,3.56e+08,-4.36e+08,-1.7e+07,-3.86e+08,4.2e+07,4.2e+07,-3.9e+07,3e+06,1.004e+09,6.479e+09,9.06e+08,0.34261,0.14724,0.09985,0.10652,0.02689,1.70621,0.98,2.96108,0.32812,1.37103,1.3598,13.73096,12.1353,2.33927,0.74619,8,0.05539,0.0612,0.54426,5.34861,6.85824
"14","2013_Q3",68.4046875,"Down",5.267e+09,-3.467e+09,1.8e+09,-1.004e+09,-1.012e+09,7.96e+08,-6.6e+07,-6.6e+07,7.3e+08,7.3e+08,-2.38e+08,5.5e+07,5.47e+08,5.47e+08,-2.1e+07,5.26e+08,5.26e+08,1.16e+09,1.16e+09,2.49e+09,2.49e+09,2.327e+09,7.54e+08,7.54e+08,6.731e+09,7.834e+09,4.29e+08,4.52e+09,3.2e+09,1.096e+09,1.2783e+10,1.9514e+10,4.868e+09,2.469e+09,2.087e+09,1.302e+09,6.17e+09,5.387e+09,3.297e+09,1.73e+09,1.567e+09,8.684e+09,1.4854e+10,4.373e+09,2.87e+08,4.66e+09,1.9514e+10,5.47e+08,2.12e+08,-1.6e+07,-1.67e+08,5.76e+08,-2.08e+08,-1.4e+07,-2.12e+08,-3.13e+08,2.23e+08,-2.12e+08,1.1e+07,-2.91e+08,7.3e+07,7.3e+07,-2.2e+07,5.1e+07,1.008e+09,6.689e+09,8.71e+08,0.34175,0.15113,0.09987,0.11288,0.02696,1.65589,1.09092,3.18755,0.34278,1.3673,1.35602,13.69119,11.3673,2.2641,0.81362,8,0.05729,0.05947,0.59506,5.48512,6.94598
"15","2013_Q4",74.31109375,"Up",5.262e+09,-3.457e+09,1.805e+09,-9.98e+08,-9.9e+08,8.07e+08,-6.7e+07,-6.7e+07,7.4e+08,7.4e+08,-2.24e+08,4.9e+07,5.65e+08,5.65e+08,-1.9e+07,5.46e+08,5.46e+08,1.179e+09,1.179e+09,2.502e+09,2.502e+09,2.245e+09,9.68e+08,9.68e+08,6.894e+09,7.871e+09,4.29e+08,4.17e+09,3.223e+09,6.9e+08,1.247e+10,1.9364e+10,4.693e+09,2.36e+09,2.023e+09,1.087e+09,5.78e+09,5.388e+09,3.22e+09,1.725e+09,1.495e+09,8.608e+09,1.4388e+10,4.667e+09,3.09e+08,4.976e+09,1.9364e+10,5.65e+08,2.08e+08,1.1e+08,2.9e+07,9.12e+08,-1.76e+08,3e+06,-1.99e+08,-3.11e+08,-2.1e+08,-1.47e+08,-8e+06,-6.76e+08,3.7e+07,3.7e+07,-1.8e+07,1.9e+07,1.015e+09,6.475e+09,1.092e+09,0.34303,0.15336,0.10376,0.10973,0.0282,2,1.19273,2.89148,0.33438,1.4267,1.41598,13.74967,12.19493,2.85341,0.81265,8,0.05841,0.07443,0.5696,5.21773,6.56258
"16","2014_Q1",77.7132786885246,"Up",3.714e+09,-2.532e+09,1.182e+09,-6.65e+08,-6.7e+08,5.17e+08,-6.7e+07,-6.7e+07,4.5e+08,4.5e+08,-1.43e+08,4.8e+07,3.55e+08,5.58e+08,-1.9e+07,5.39e+08,5.39e+08,1.054e+09,1.054e+09,2.545e+09,2.545e+09,2.233e+09,7.18e+08,7.18e+08,6.55e+09,7.948e+09,3.82e+08,4.039e+09,3.181e+09,6.15e+08,1.2369e+10,1.8919e+10,4.967e+09,2.598e+09,2.06e+09,3.75e+08,5.342e+09,5.386e+09,3.051e+09,1.312e+09,9.22e+08,8.437e+09,1.3779e+10,4.856e+09,2.84e+08,5.14e+09,1.8919e+10,5.58e+08,2.22e+08,6.4e+07,1.01e+08,9.45e+08,-2.4e+08,-2.4e+07,-2.54e+08,-3.1e+08,-3.1e+08,-1.89e+08,-2.3e+07,-8.32e+08,-1.41e+08,-1.41e+08,1.6e+07,-1.25e+08,7.39e+08,5.761e+09,7.43e+08,0.31826,0.1392,0.14513,0.10486,0.02849,1.37848,1.22613,2.68074,0.30451,1.41359,1.39927,9.74036,12.73538,1.9486,0.81301,8,0.06085,0.05325,0.57514,6.36942,9.10445
"17","2014_Q2",80.3660317460318,"Up",4.887e+09,-3.222e+09,1.665e+09,-9.54e+08,-8.96e+08,7.11e+08,-6.8e+07,-6.8e+07,6.43e+08,6.43e+08,-1.96e+08,4.3e+07,4.9e+08,5.46e+08,-8e+06,5.38e+08,5.38e+08,1.165e+09,1.165e+09,2.618e+09,2.618e+09,2.285e+09,5.8e+08,5.8e+08,6.648e+09,7.841e+09,4.19e+08,4.094e+09,3.21e+09,6.52e+08,1.2354e+10,1.9002e+10,4.826e+09,2.553e+09,1.955e+09,9.27e+08,5.753e+09,5.385e+09,2.939e+09,1.133e+09,9.12e+08,8.324e+09,1.4077e+10,4.668e+09,2.57e+08,4.925e+09,1.9002e+10,5.46e+08,2.18e+08,-1.17e+08,-2.1e+08,4.37e+08,-2.58e+08,1.24e+08,-1.34e+08,-3.09e+08,5.54e+08,-4.04e+08,-2.1e+07,-1.8e+08,1.23e+08,1.23e+08,-1.2e+07,1.11e+08,9.29e+08,6.312e+09,6.57e+08,0.3407,0.14549,0.11009,0.10924,0.02831,1.22119,1.15557,2.85827,0.33218,1.41953,1.40801,12.89446,12.31662,1.73351,0.8153,5,0.05975,0.04635,0.57435,5.54037,7.2391
"18","2014_Q3",79.34953125,"Down",4.953e+09,-3.253e+09,1.7e+09,-9.25e+08,-9.38e+08,7.75e+08,-6.7e+07,-6.7e+07,7.08e+08,7.08e+08,-2.25e+08,3.9e+07,5.22e+08,5.3e+08,-2.1e+07,5.09e+08,5.09e+08,1.369e+09,1.369e+09,2.595e+09,2.595e+09,2.358e+09,7.5e+08,7.5e+08,7.072e+09,7.847e+09,3.49e+08,4.109e+09,3.234e+09,6.47e+08,1.2305e+10,1.9377e+10,4.953e+09,2.66e+09,1.978e+09,5.91e+08,5.544e+09,5.964e+09,2.973e+09,1.118e+09,9.29e+08,8.937e+09,1.4481e+10,4.614e+09,2.82e+08,4.896e+09,1.9377e+10,5.3e+08,2.17e+08,1e+08,-5e+06,8.42e+08,-1.81e+08,-5.9e+07,-1.47e+08,-3.18e+08,2.35e+08,-4.32e+08,1.4e+07,-5.01e+08,1.94e+08,1.94e+08,1e+07,2.04e+08,9.92e+08,6.555e+09,1.031e+09,0.34323,0.15647,0.10277,0.10396,0.02627,2.02554,1.27561,2.95772,0.33829,1.35444,1.34514,13.17988,12.27781,2.74348,0.84619,6,0.05733,0.07148,0.62475,5.22782,6.69161
"19","2014_Q4",85.20890625,"Up",5.056e+09,-3.291e+09,1.765e+09,-8.88e+08,-9.04e+08,8.77e+08,-6.7e+07,-6.7e+07,8.1e+08,8.1e+08,-2.6e+08,3.1e+07,5.81e+08,5.82e+08,-2e+07,5.62e+08,5.62e+08,1.431e+09,1.431e+09,2.542e+09,2.542e+09,2.281e+09,6.67e+08,6.67e+08,6.921e+09,7.692e+09,3.35e+08,3.928e+09,3.129e+09,5.84e+08,1.1955e+10,1.8876e+10,4.981e+09,2.597e+09,2.071e+09,7.73e+08,5.754e+09,5.633e+09,2.941e+09,1.09e+09,9.49e+08,8.574e+09,1.4328e+10,4.265e+09,2.83e+08,4.548e+09,1.8876e+10,5.82e+08,2.2e+08,2.2e+07,1.52e+08,9.76e+08,-2.91e+08,4.4e+07,-2.44e+08,-3.15e+08,-1.24e+08,-1.88e+08,-1.5e+07,-6.42e+08,9e+07,9e+07,-2.8e+07,6.2e+07,1.097e+09,6.406e+09,1.218e+09,0.34909,0.17346,0.11116,0.12357,0.02977,2.16726,1.20282,3.1504,0.33937,1.50549,1.49508,13.54407,11.42513,3.26279,0.84383,7,0.06312,0.08766,0.5605,4.5351,5.67275
"20","2015_Q1",85.4632786885246,"Up",4.828e+09,-3.275e+09,1.553e+09,-1.395e+09,-9.71e+08,1.58e+08,-6.4e+07,-6.4e+07,94000000.0000001,94000000.0000001,-1.75e+08,3.3e+07,-4.8e+07,-62999999.9999999,-2e+07,-8.3e+07,-8.3e+07,7.89e+08,7.89e+08,2.223e+09,2.223e+09,1.892e+09,6.55e+08,6.55e+08,5.559e+09,7.359e+09,2.57e+08,2.351e+09,1.628e+09,7.23e+08,9.967e+09,1.5526e+10,4.9e+09,2.616e+09,1.974e+09,1.326e+09,6.226e+09,5.63e+09,2.671e+09,1.693e+09,3.91e+08,8.301e+09,1.4527e+10,7.29e+08,2.7e+08,9.99e+08,1.5526e+10,-62999999.9999999,2.07e+08,5.59e+08,-1.13e+08,5.9e+08,-3.09e+08,3.3e+07,-2.45e+08,-3.14e+08,6.9e+08,-7.88e+08,-1.58e+08,-5.7e+08,-2.25e+08,-2.25e+08,-4.17e+08,-6.42e+08,3.65e+08,6.956e+09,1.18e+08,0.32167,0.03273,-0.01719,-0.08308,-0.00535,-1.42169,0.89287,14.54154,0.44802,-0.22438,-0.2224,13.05218,1.9708,0.31901,0.84888,5,0.02174,0.0111,-3.78313,16.89589,39.03165
