"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",118.469206349206,"Up",3.845e+09,-2.653e+09,1.192e+09,-2.41e+08,-2.15e+08,9.51e+08,-5.2e+07,-6.4e+07,6e+06,6e+06,8.99e+08,8.71e+08,-3.05e+08,5.66e+08,5.66e+08,5.66e+08,5.66e+08,5.08e+08,5.08e+08,1.914e+09,5.22e+08,2.25e+08,2.944e+09,1.894e+09,1.9398e+10,2.86e+09,9.182e+09,1.1e+08,6.526e+09,2.1292e+10,2.4236e+10,1.866e+09,7.33e+08,1.133e+09,3.98e+08,3.98e+08,3.344e+09,3.344e+09,5.608e+09,8.271e+09,5.845e+09,4.918e+09,1.4116e+10,1.9724e+10,5.749e+09,5e+06,5.744e+09,-8.498e+09,7.31e+09,-4.9e+07,4.512e+09,4.512e+09,2.4236e+10,4.85e+08,6.5e+07,6.1e+07,-4.6e+07,5.65e+08,-8.8e+07,9.2e+07,4e+06,-1.22e+08,-4e+06,-7.76e+08,3.52e+08,-5.5e+08,1.9e+07,1.9e+07,1.9e+07,1.016e+09,8.669e+09,1.187e+09,0.31001,0.24733,0.1472,0.12544,0.02335,2.09717,0.52496,4.37145,0.35769,1.52028,1.50292,10.32769,12.11926,3.18829,0.32769,4,0.03616,0.06239,0.21555,8.03248,8.58149
"32","2018_Q1",135.550327868852,"Up",5.251e+09,-4.445e+09,8.06e+08,-3.23e+08,-2.7e+08,4.83e+08,6.1e+08,-5.8e+07,1.1e+07,6.57e+08,1.093e+09,1.034e+09,-9.2e+08,1.14e+08,1.14e+08,1.14e+08,1.14e+08,3.83e+08,3.83e+08,1.973e+09,3.84e+08,2.35e+08,2.74e+09,1.793e+09,1.9313e+10,8.544e+09,9.207e+09,9.3e+07,735000000.000001,2.1106e+10,2.3846e+10,1.997e+09,7.83e+08,1.214e+09,3.98e+08,3.98e+08,3.412e+09,3.412e+09,5.807e+09,7.84e+09,6.617e+09,5.429e+09,1.4457e+10,2.0264e+10,5.775e+09,5e+06,5.77e+09,-9.418e+09,7.242e+09,-1.7e+07,3.582e+09,3.582e+09,2.3846e+10,1.14e+08,6.9e+07,3.73e+08,-8e+07,4.76e+08,8.43e+08,4.1e+07,8.84e+08,-1.2e+08,-5999999.99999997,-9.06e+08,-4.33e+08,-1.465e+09,-1.05e+08,-1.05e+08,-1.05e+08,5.52e+08,8.238e+09,2.235e+09,0.15349,0.09198,0.02171,0.03183,0.00478,19.60526,0.47184,5.65717,0.34547,0.31224,0.30811,14.38236,9.81101,6.12161,0.32868,5,0.01269,0.12122,1.05263,14.23007,16.26294
"33","2018_Q2",131.86125,"Down",5.009e+09,-4.144e+09,8.65e+08,-3.01e+08,-2.47e+08,5.64e+08,2e+06,-7e+07,1.3e+07,5.9e+07,5.66e+08,5.32e+08,-1.12e+08,4.2e+08,4.2e+08,4.2e+08,4.2e+08,7.01e+08,7.01e+08,2.098e+09,3.53e+08,2.32e+08,3.152e+09,1.791e+09,1.9541e+10,2.622e+09,9.27e+09,1.72e+08,6.723e+09,2.1332e+10,2.4484e+10,1.929e+09,7.66e+08,1.163e+09,9.88e+08,9.88e+08,3.552e+09,3.552e+09,6.469e+09,7.858e+09,6.591e+09,5.312e+09,1.4449e+10,2.0918e+10,5.69e+09,5e+06,5.685e+09,-1.0163e+10,7.898e+09,1.41e+08,3.566e+09,3.566e+09,2.4484e+10,4.2e+08,7.3e+07,1.98e+08,-1.6e+07,6.75e+08,3.2e+07,1.7e+07,4.9e+07,-1.18e+08,-1.3e+07,-8.11e+08,5.32e+08,-4.1e+08,3.14e+08,3.14e+08,3.14e+08,6.37e+08,8.846e+09,7.65e+08,0.17269,0.1126,0.08385,0.11778,0.01715,1.82143,0.48725,5.86596,0.3613,1.17188,1.15607,13.976,9.94978,2.13449,0.32924,6,0.02831,0.04026,0.28095,12.7865,14.44149
"34","2018_Q3",124.118412698413,"Down",5.343e+09,-4.34e+09,1.003e+09,-2.75e+08,-2.17e+08,7.28e+08,5.6e+07,-7.9e+07,2.1e+07,1.14e+08,7.84e+08,7.66e+08,-1.78e+08,5.88e+08,5.88e+08,5.88e+08,5.88e+08,3.66e+08,3.66e+08,2.174e+09,2.77e+08,2.64e+08,2.817e+09,1.958e+09,1.9069e+10,2.598e+09,9.103e+09,1.71e+08,6.559e+09,2.1027e+10,2.3844e+10,2.01e+09,8.34e+08,1.176e+09,6.16e+08,6.16e+08,3.278e+09,3.278e+09,5.904e+09,8.375e+09,6.724e+09,5.512e+09,1.5099e+10,2.1003e+10,5.733e+09,5e+06,5.728e+09,-1.1011e+10,8.363e+09,-2.44e+08,2.841e+09,2.841e+09,2.3844e+10,5.88e+08,7e+07,-4.99e+08,2.95e+08,4.54e+08,2999999.99999988,6.2e+07,64999999.9999999,-1.44e+08,6.9e+07,-8.58e+08,7.4e+07,-8.59e+08,-3.4e+08,-3.4e+08,-3.4e+08,7.98e+08,8.991e+09,1.274e+09,0.18772,0.13625,0.11005,0.20697,0.02466,2.16667,0.47713,7.39282,0.37708,1.66384,1.64568,15.11885,8.03905,3.60498,0.40747,5,0.03945,0.06866,0.2449,10.80827,11.84753
"35","2018_Q4",112.073968253968,"Down",5.049e+09,-4.194e+09,8.55e+08,-2.73e+08,-2.21e+08,5.82e+08,-2e+06,-8.1e+07,6.1e+07,1.8e+07,5.8e+08,5.68e+08,-8.5e+07,4.83e+08,4.83e+08,4.83e+08,4.83e+08,3.73e+08,3.73e+08,2.175e+09,2.55e+08,2.42e+08,2.803e+09,1.967e+09,1.9063e+10,2.594e+09,9.067e+09,1.71e+08,6.542e+09,2.103e+10,2.3833e+10,2.012e+09,7.59e+08,1.253e+09,6.17e+08,6.17e+08,3.422e+09,3.422e+09,6.051e+09,8.71e+09,6.748e+09,6.197e+09,1.5458e+10,2.1509e+10,5.778e+09,5e+06,5.773e+09,-1.185e+10,8.705e+09,-3.09e+08,2.324e+09,2.324e+09,2.3833e+10,4.83e+08,6.5e+07,2.1e+07,1.26e+08,6.95e+08,-5e+07,1.7e+07,-3.3e+07,-1.42e+08,-4e+06,-8.4e+08,3.34e+08,-6.52e+08,1e+07,1e+07,1e+07,6.47e+08,9.327e+09,8.08e+08,0.16934,0.11527,0.09566,0.20783,0.02027,1.67288,0.46323,9.25516,0.39135,1.39314,1.37764,14.56302,6.7032,2.33055,0.40958,5,0.03397,0.04392,0.294,13.83926,15.38488
"36","2019_Q1",115.237540983607,"Up",5.357e+09,-4.406e+09,9.51e+08,-3.04e+08,-2.42e+08,6.47e+08,-7.7e+07,-8.8e+07,7999999.99999999,2999999.99999997,5.7e+08,4.79e+08,-6.3e+07,4.16e+08,4.16e+08,4.16e+08,4.16e+08,3.16e+08,3.16e+08,2.133e+09,2.57e+08,2.57e+08,2.706e+09,1.956e+09,1.9034e+10,2.59e+09,9.039e+09,1.71e+08,6.502e+09,2.099e+10,2.3696e+10,2.112e+09,7.67e+08,1.345e+09,8.33e+08,8.33e+08,3.492e+09,3.492e+09,6.437e+09,8.514e+09,6.52e+09,5.304e+09,1.5034e+10,2.1471e+10,5.819e+09,5e+06,5.814e+09,-1.2185e+10,8.982e+09,-3.91e+08,2.225e+09,2.225e+09,2.3696e+10,4.16e+08,7.6e+07,4.15e+08,-3.74e+08,5.33e+08,-6.2e+07,-7.1e+07,-1.33e+08,-1.39e+08,1.197e+09,-3.37e+08,-1.174e+09,-4.53e+08,-52999999.9999999,-52999999.9999999,-52999999.9999999,7.23e+08,9.347e+09,3.5e+08,0.17752,0.12078,0.07766,0.18697,0.01756,0.84135,0.42038,9.64989,0.39445,1.21673,1.2037,15.66832,6.50775,1.02369,0.40655,7,0.03068,0.01935,0.33413,12.49101,13.95827
"37","2019_Q2",130.404761904762,"Up",5.012e+09,-4.217e+09,7.95e+08,-2.76e+08,-2.22e+08,5.19e+08,-7.8e+07,-9.1e+07,8e+06,5e+06,4.41e+08,4.32e+08,-5.7e+07,3.75e+08,3.75e+08,3.75e+08,3.75e+08,2.58e+08,2.58e+08,2.218e+09,2.59e+08,2.59e+08,2.735e+09,1.961e+09,2.005e+10,2.643e+09,9.053e+09,1.71e+08,7.599e+09,2.2011e+10,2.4746e+10,1.784e+09,7.45e+08,1.039e+09,2.31e+08,2.31e+08,3.833e+09,3.833e+09,5.848e+09,1.0025e+10,7.27e+09,6.086e+09,1.7295e+10,2.3143e+10,5.711e+09,5e+06,5.706e+09,-1.2967e+10,9.219e+09,-3.6e+08,1.603e+09,1.603e+09,2.4746e+10,3.75e+08,6.8e+07,7.1e+07,-3.63e+08,1.51e+08,-6.4e+07,-2.4e+07,-8.8e+07,-1.39e+08,2.38e+08,-7.92e+08,5.7e+08,-1.23e+08,-6e+07,-6e+07,-6e+07,5.87e+08,1.0256e+10,2.17e+08,0.15862,0.10355,0.07482,0.23394,0.01515,0.57867,0.46768,14.43731,0.41445,1.10424,1.09393,14.75854,4.72026,0.63899,0.40931,3,0.02687,0.01134,0.37067,17.03237,19.26397
"38","2019_Q3",130.89796875,"Up",5.305e+09,-4.438e+09,8.67e+08,-2.85e+08,-2.29e+08,5.82e+08,-9.5e+07,-9.6e+07,-1.86264514923096e-09,1e+06,4.87e+08,3.14e+08,-8.2e+07,2.32e+08,2.32e+08,2.32e+08,2.32e+08,2.84e+08,2.84e+08,2.328e+09,2.57e+08,2.57e+08,2.869e+09,1.945e+09,2.0079e+10,2.646e+09,9.067e+09,1.71e+08,7.615e+09,2.2024e+10,2.4893e+10,1.994e+09,9.27e+08,1.067e+09,2.29e+08,2.29e+08,3.401e+09,3.401e+09,5.624e+09,1.0185e+10,7.844e+09,6.717e+09,1.8029e+10,2.3653e+10,5.734e+09,5e+06,5.729e+09,-1.346e+10,9.292e+09,-3.26e+08,1.24e+09,1.24e+09,2.4893e+10,2.32e+08,7.1e+07,-4e+07,3.24e+08,5.87e+08,-8.6e+07,0,-8.6e+07,-1.59e+08,-1.4e+07,-4.3e+08,1.22e+08,-4.81e+08,2e+07,2e+07,2e+07,6.53e+08,1.0414e+10,9.73e+08,0.16343,0.10971,0.04373,0.1871,0.00932,4.19397,0.51014,19.075,0.41835,0.69503,0.68966,15.89275,3.7148,2.91492,0.47633,5,0.02005,0.0499,0.68534,15.51302,17.4055
"39","2019_Q4",132.70921875,"Up",5.284e+09,-4.396e+09,8.88e+08,-2.72e+08,-2.2e+08,6.16e+08,-8e+07,-9.2e+07,2e+06,1e+07,5.36e+08,5.27e+08,-1.4e+08,3.87e+08,3.87e+08,3.87e+08,3.87e+08,2.76e+08,2.76e+08,2.394e+09,2.3e+08,2.3e+08,2.9e+09,1.96e+09,1.9952e+10,2.642e+09,8.99e+09,1.69e+08,7.571e+09,2.1912e+10,2.4812e+10,2.02e+09,8.13e+08,1.207e+09,2.27e+08,2.27e+08,3.491e+09,3.491e+09,5.738e+09,1.0552e+10,7.684e+09,6.594e+09,1.8236e+10,2.3974e+10,5.778e+09,5e+06,5.773e+09,-1.3958e+10,9.522e+09,-5.04e+08,8.38e+08,8.38e+08,2.4812e+10,3.87e+08,6.8e+07,3.62e+08,-3.65e+08,4.52e+08,-1.04e+08,3.5e+07,-6.9e+07,-1.57e+08,7e+06,-5.99e+08,3.46e+08,-4.03e+08,-2e+07,-2e+07,-2e+07,6.84e+08,1.0779e+10,3.55e+08,0.16805,0.11658,0.07324,0.46181,0.0156,0.91731,0.5054,28.60859,0.43443,1.17344,1.16426,16.02183,2.54093,1.07641,0.47605,6,0.02819,0.01839,0.40568,15.35526,17.05032
"40","2020_Q1",123.608225806452,"Down",5.371e+09,-4.704e+09,6.67e+08,-4.46e+08,-2.67e+08,2.21e+08,5.2e+07,-8.9e+07,3e+06,1.38e+08,2.73e+08,3.26e+08,-4.7e+07,2.79e+08,2.79e+08,2.79e+08,2.79e+08,2.25e+08,2.25e+08,2.395e+09,5.07e+08,2.52e+08,3.127e+09,1.904e+09,2.002e+10,2.687e+09,9.048e+09,1.54e+08,7.554e+09,2.1924e+10,2.5051e+10,2.059e+09,7.2e+08,1.339e+09,9.77e+08,9.77e+08,3.641e+09,3.641e+09,6.677e+09,9.963e+09,7.708e+09,6.578e+09,1.7671e+10,2.4348e+10,5.805e+09,5e+06,5.8e+09,-1.4385e+10,9.644e+09,-3.61e+08,7.03e+08,7.03e+08,2.5051e+10,2.79e+08,1.96e+08,-4.05e+08,4.25e+08,4.95e+08,-4e+06,-3.7e+07,-4.1e+07,-1.57e+08,1.282e+09,-4.32e+08,-1.194e+09,-5.01e+08,-4.7e+07,-4.7e+07,-4.7e+07,4.17e+08,1.094e+10,8.85e+08,0.12419,0.04115,0.05195,0.39687,0.01114,3.17204,0.46832,34.6344199999999,0.43671,0.85165,0.84443,16.39499,2.14591,2.70147,0.47924,5,0.02253,0.04573,0.56272,25.69544,48.48416
"41","2020_Q2",86.54,"Down",4.681e+09,-2.72e+08,4.409e+09,-4.297e+09,-2.7e+08,1.12e+08,-9.5e+07,-8.7e+07,-4e+06,-4e+06,1.7e+07,1.9e+07,1.2e+07,3.1e+07,3.1e+07,3.1e+07,3.1e+07,1.76e+09,1.76e+09,2.068e+09,2.21e+08,2.13e+08,4.049e+09,1.854e+09,1.9646e+10,2.647e+09,8.901e+09,1.55e+08,7.381e+09,2.15e+10,2.5549e+10,2.039e+09,8.28e+08,1.211e+09,1.664e+09,1.664e+09,2.813e+09,2.813e+09,6.516e+09,1.0569e+10,8.484e+09,7.41e+09,1.9053e+10,2.5569e+10,5.716e+09,5e+06,5.711e+09,-1.4501e+10,9.504e+09,-7.39e+08,-2e+07,-2e+07,2.5549e+10,3.1e+07,1.75e+08,4.5e+07,2.63e+08,5.14e+08,2.01e+08,-3.6e+07,1.65e+08,-1.56e+08,1.251e+09,-1.5e+08,-9.5e+07,8.5e+08,1.529e+09,1.529e+09,1.529e+09,2.87e+08,1.2233e+10,7.39e+08,0.94189,0.02393,0.00662,-1.55,0.00121,23.83871,0.62139,-1278.45,0.47881,0.09527,0.09469,14.38537,-0.06146,2.27105,0.47941,6,0.00904,0.03571,5.03226,36.49129,93.50893
"42","2020_Q3",93.99515625,"Up",1.464e+09,-1.21e+08,1.343e+09,-1.491e+09,-1.78e+08,-1.48e+08,-1.44e+08,-1.19e+08,-3e+07,5000000.00000003,-2.92e+08,-2.98e+08,6.4e+07,-2.34e+08,-2.34e+08,-2.34e+08,-2.34e+08,2.283e+09,2.283e+09,1.621e+09,2.09e+08,2.01e+08,4.113e+09,1.818e+09,1.9749e+10,2.624e+09,8.962e+09,1.84e+08,7.445e+09,2.1567e+10,2.568e+10,1.67e+09,5.55e+08,1.115e+09,1.665e+09,1.665e+09,2.783e+09,2.783e+09,6.118e+09,1.0133e+10,9.508e+09,7.722e+09,1.9641e+10,2.5759e+10,5.758e+09,5e+06,5.753e+09,-1.4499e+10,9.27e+09,-6.08e+08,-7.9e+07,-7.9e+07,2.568e+10,-2.34e+08,9.3e+07,1.87e+08,9.45e+08,9.91e+08,-20000000.0000001,-4e+06,-2.4e+07,0,-4.36e+08,0,-1.3e+07,-4.49e+08,5.18e+08,5.18e+08,5.18e+08,-55000000.0000001,1.1798e+10,8.06e+08,0.91735,-0.10109,-0.15984,2.96203,-0.00911,-3.44444,0.67228,-326.06329,0.45942,-0.71867,-0.72311,4.49631,-0.24263,2.47543,-5.55111512312578e-17,6,-0.01102,0.03797,0,-173,-64.29054
"43","2020_Q4",113.81734375,"Up",2.254e+09,-1.34e+08,2.12e+09,-1.867e+09,-1.31e+08,2.53e+08,-1.25e+08,-1.07e+08,-2e+07,2e+06,1.28e+08,1.27e+08,-2.7e+07,1e+08,1e+08,1e+08,1e+08,1.577e+09,1.577e+09,1.791e+09,1.72e+08,1.64e+08,3.54e+09,1.79e+09,1.9818e+10,2.607e+09,9.035e+09,2.02e+08,7.457e+09,2.1608e+10,2.5148e+10,1.516e+09,4.86e+08,1.03e+09,1.316e+09,1.316e+09,3.174e+09,3.174e+09,6.006e+09,9.679e+09,9.234e+09,7.473e+09,1.8913e+10,2.4919e+10,5.803e+09,5e+06,5.798e+09,-1.4498e+10,9.37e+09,-4.46e+08,2.29e+08,2.29e+08,2.5148e+10,1e+08,1.01e+08,-8.2e+07,-1e+06,1.18e+08,-1.8e+07,-1.2e+07,-3e+07,0,-7.97e+08,0,-1e+06,-7.98e+08,-7.1e+08,-7.1e+08,-7.1e+08,3.54e+08,1.0995e+10,3.62e+08,0.94055,0.11224,0.04437,0.43668,0.00398,3.62,0.58941,108.81659,0.43721,0.30665,0.30665,6.91199,0.70224,1.11009,0,7,0.00489,0.01769,0,26.60452,37.2253
"44","2021_Q1",136.03606557377,"Up",2.172e+09,-8.585e+09,-6.413e+09,6.547e+09,-1.83e+08,1.34e+08,-1.86e+08,-1.05e+08,-8.7e+07,6e+06,-51999999.9999999,-3.14e+08,1.5e+08,-1.64e+08,-1.64e+08,-1.64e+08,-1.64e+08,8.77e+08,8.77e+08,1.768e+09,1.8e+08,1.8e+08,2.825e+09,1.514e+09,1.994e+10,4164912661.12277,9.175e+09,2.49e+08,1.0516e+10,2.1876e+10,2.4701e+10,2.81e+09,5.27e+08,2.283e+09,1.173e+09,1.173e+09,1.769e+09,1.769e+09,5.752e+09,9.203e+09,9.316e+09,7.691e+09,1.8519e+10,2.4271e+10,5.856e+09,5e+06,5.851e+09,-1.4497e+10,9.206e+09,-1.35e+08,4.3e+08,4.3e+08,2.4701e+10,-1.64e+08,1.09e+08,1.69e+08,-9.8e+07,15999999.9999999,-3.8e+07,-3.8e+07,-7.6e+07,3.72529029846191e-09,-6.34e+08,1.86264514923096e-09,-2e+06,-6.36e+08,-6.96e+08,-6.96e+08,-6.96e+08,2.43e+08,1.0376e+10,-4.3e+07,-2.95258,0.06169,-0.07551,-0.3814,-0.00664,0.262199999999999,0.49113,56.44419,0.42006,-0.50291,-0.50291,6.66053,1.31861,-0.13186,-1.38777878078145e-17,5,-0.00815,-0.00214,0,39.09053,70.88806
"45","2021_Q2",143.63619047619,"Up",2.316e+09,-1.35e+08,2.181e+09,-2.096e+09,-2.11e+08,8.5e+07,-1.11e+08,-1e+08,-1.2e+07,1e+06,-2.6e+07,-2.7e+07,1.6e+07,-1.1e+07,-1.1e+07,-1.1e+07,-1.1e+07,6.28e+08,6.28e+08,1.857e+09,1.87e+08,1.87e+08,2.672e+09,1.482e+09,1.9805e+10,6.005e+09,9.107e+09,2.58e+08,4.435e+09,2.1697e+10,2.4369e+10,2.91e+09,5.35e+08,2.375e+09,8.22e+08,8.22e+08,2.182e+09,2.182e+09,5.914e+09,9.386e+09,8.835e+09,7.34e+09,1.8221e+10,2.4135e+10,5.792e+09,5e+06,5.787e+09,-1.4463e+10,9.195e+09,-2.9e+08,2.34e+08,2.34e+08,2.4369e+10,-1.1e+07,6.9e+07,2.4e+07,-5.5e+07,2.7e+07,-2.3e+07,-6e+06,-2.9e+07,9076773.69296589,-1.63e+08,2e+06,-8.9e+07,-2.5e+08,-2.52e+08,-2.52e+08,-2.52e+08,1.54e+08,1.0208e+10,6e+07,0.94171,0.0367,-0.00475,-0.04701,-0.00045,-5.45455,0.45181,103.14103,0.41889,-0.03367,-0.03367,7.08907,0.71625,0.18365,-0.0279903383137549,4,-0.00057,0.00311,-0.427370625748485,62.20779,112.70588
"46","2021_Q3",139.101875,"Down",3.149e+09,-167999999.999999,2.981e+09,-2.492e+09,-1.87e+08,4.89e+08,-1.05e+08,-1.02e+08,-8e+06,5e+06,3.84e+08,3.81e+08,4.1e+07,4.22e+08,4.22e+08,4.22e+08,4.22e+08,6.64e+08,6.64e+08,1.933e+09,2.02e+08,2.02e+08,2.799e+09,1.49e+09,1.9808e+10,6.031e+09,9.142e+09,2.08e+08,4.427e+09,2.1705e+10,2.4504e+10,2.769e+09,6.26e+08,2.143e+09,8.05e+08,8.05e+08,2.547e+09,2.547e+09,6.121e+09,9.383e+09,8.204e+09,6.839e+09,1.7587e+10,2.3708e+10,5.835e+09,5e+06,5.83e+09,-1.4463e+10,9.618e+09,-1.94e+08,7.96e+08,7.96e+08,2.4504e+10,4.22e+08,6.8e+07,-2.27e+08,-1.64e+08,9.9e+07,-4e+07,-3000000.00000001,-4.3e+07,10322837.9087454,-1.8e+07,0,-1000000.00000001,-1.9e+07,3.7e+07,3.7e+07,3.7e+07,5.57e+08,1.0188e+10,3.12e+08,0.94665,0.15529,0.13401,0.53015,0.01722,0.73934,0.45728,29.78392,0.41577,1.2917,1.2917,9.63881,2.43649,0.955,-0.0319912555877221,6,0.02199,0.01626,-0.677598429769004,17.09874,19.47648
"47","2021_Q4",156.73265625,"Up",3.946e+09,-2.04e+08,3.742e+09,-3.193e+09,-2.12e+08,5.49e+08,-1.03e+08,-9.9e+07,-4e+06,0,4.46e+08,2.78e+08,-5.8e+07,2.2e+08,2.2e+08,2.2e+08,2.2e+08,7.72e+08,7.72e+08,2.042e+09,1.76e+08,1.76e+08,2.99e+09,1.496e+09,1.963e+10,2468060257.79643,9.084e+09,2.32e+08,1.0314e+10,2.1516e+10,2.4506e+10,3.12e+09,7.11e+08,2.409e+09,5.79e+08,5.79e+08,2.32e+09,2.32e+09,6.019e+09,9.264e+09,8.305e+09,7.01e+09,1.7569e+10,2.3588e+10,5.874e+09,5e+06,5.869e+09,-1.4462e+10,9.838e+09,-3.32e+08,9.18e+08,9.18e+08,2.4506e+10,2.2e+08,8.5e+07,1.19e+08,1.95e+08,6.19e+08,-4.3e+07,3.4e+07,-9e+06,1988192.64733859,-3.54e+08,0,-1.38e+08,-4.92e+08,1.18e+08,1.18e+08,1.18e+08,6.34e+08,9.843e+09,8.44e+08,0.9483,0.13913,0.05575,0.23965,0.00898,3.83636,0.49676,25.69499,0.40166,0.67278,0.66849,12.06728,2.80734,2.58104,-0.00667221610761594,7,0.01154,0.04427,-0.748102340632987,14.30757,16.52277
"48","2022_Q1",165.643548387097,"Up",4.446e+09,-1.0549e+10,-6.103e+09,6.738e+09,-2.13e+08,6.35e+08,-8.7e+07,-9.1e+07,-9.31322574615479e-10,4e+06,5.48e+08,5.48e+08,-8e+07,4.68e+08,4.68e+08,4.68e+08,4.68e+08,1.393e+09,1.393e+09,1.982e+09,2.51e+08,2.51e+08,3.626e+09,1.503e+09,2.0037e+10,-6378319226.61071,9.073e+09,2.28e+08,1.0736e+10,2.1927e+10,2.5553e+10,3.08e+09,7.26e+08,2.354e+09,8.05e+08,8.05e+08,2.522e+09,2.522e+09,6.407e+09,9.333e+09,8.399e+09,7.049e+09,1.7732e+10,2.4139e+10,5.897e+09,5e+06,5.892e+09,-1.4446e+10,1.0305e+10,-3.42e+08,1.414e+09,1.414e+09,2.5553e+10,4.68e+08,7.3e+07,-1.02e+08,-7000000.00000006,4.32e+08,-6.5e+07,-4.1e+07,-1.06e+08,-17677162.0912546,3.04e+08,0,-6e+06,2.98e+08,6.24e+08,6.24e+08,6.24e+08,7.08e+08,1.0138e+10,7.16e+08,-1.37269,0.14283,0.10526,0.33098,0.01831,1.52991,0.56594,17.07143,0.39674,1.42596,1.41861,13.54662,4.30835,2.1816,0.0532973158408493,7,0.02346,0.03589,-0.636301286911861,12.35169,13.77165
"49","2022_Q2",164.769032258065,"Down",4.199e+09,-1.97e+08,4.002e+09,-3.435e+09,-2.08e+08,5.67e+08,-8.2e+07,-8.8e+07,2e+06,4e+06,4.85e+08,4.76e+08,-9.9e+07,3.77e+08,3.77e+08,3.77e+08,3.77e+08,1.042e+09,1.042e+09,2.112e+09,2.64e+08,2.64e+08,3.418e+09,1.531e+09,1.9928e+10,-22202638453.2214,9.069e+09,2.28e+08,1.0631e+10,2.182e+10,2.5238e+10,3.065e+09,7.37e+08,2.328e+09,7.31e+08,7.31e+08,2.626e+09,2.626e+09,6.422e+09,8.738e+09,8.306e+09,7.006e+09,1.7044e+10,2.3466e+10,5.836e+09,5e+06,5.831e+09,-1.4418e+10,1.0682e+10,-3.28e+08,1.772e+09,1.772e+09,2.5238e+10,3.77e+08,7.2e+07,1.43e+08,-1.94e+08,3.98e+08,-4.9e+07,2.6e+07,-2.3e+07,-50423226.3070341,-6.51e+08,-73773216.9300107,-7.8e+07,-7.29e+08,-3.54e+08,-3.54e+08,-3.54e+08,6.39e+08,9.469e+09,4.95e+08,0.95308,0.13503,0.08978,0.21275,0.01494,1.313,0.53223,13.24266,0.37519,1.15185,1.14485,12.82921,5.41399,1.51237,0.153247875971959,8,0.01929,0.02532,-0.339614197177056,13.18779,14.86243
"50","2022_Q3",153.594693877551,"Down",5.338e+09,-2.81e+08,5.057e+09,-4.107e+09,-2.31e+08,9.5e+08,-7.2e+07,-8.9e+07,1.5e+07,2e+06,8.78e+08,8.78e+08,-2e+08,6.78e+08,6.78e+08,6.78e+08,6.78e+08,5.46e+08,5.46e+08,2.282e+09,2.78e+08,2.78e+08,3.106e+09,1.532e+09,1.9614e+10,-46699397422.0357,8.92e+09,2.28e+08,1.0466e+10,2.1509e+10,2.4615e+10,3.18e+09,7.73e+08,2.407e+09,5.58e+08,5.58e+08,3.115e+09,3.115e+09,6.853e+09,8.23e+09,7.76e+09,6.452e+09,1.599e+10,2.2843e+10,5.877e+09,5e+06,5.872e+09,-1.4716e+10,1.1262e+10,-6.51e+08,1.772e+09,1.772e+09,2.4615e+10,6.78e+08,6.8e+07,1.26e+08,-2.22e+08,6.5e+08,-7e+07,2e+06,-6.8e+07,-9.8e+07,-6.75e+08,-3e+08,-9e+06,-1.082e+09,-5e+08,-5e+08,-5e+08,1.018e+09,8.788e+09,9.26e+08,0.94736,0.17797,0.12701,0.38262,0.02754,1.36578,0.45323,12.89108,0.35702,2.06518,2.05455,16.25952,5.3975,2.82059,0.29851,6,0.04236,0.05055,0.14454,8.09627,8.67579
