"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","total_realized_investment_gains","other_income","total_claims_losses","underwriting_expense_acquisition_cost","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","total_investments","loans_mortgages","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","property_plant_equipment_net","other_assets","total_assets","other_short_term_liabilities","other_long_term_liabilities","funds_for_future_appropriations","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","change_in_insurance_reserves","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2016_Q4",31.4522222222222,"Down",1508344000,1275679000,34422000,198243000,9516000,188727000,-137015000,-513418000,-683142000,174769000,-7838000,-7838000,166931000,166931000,-59539000,107392000,107392000,-72000,107320000,107320000,5748201000,4592170000,387921000,768110000,1443312000,327109000,430631000,1297224000,9246477000,2261852000,737944000,3218128000,6217924000,2182880000,1012452000,-173052000,3022280000,6273000,3028553000,9246477000,107392000,24491000,16422000,-42472000,105833000,-42365000,-42796000,-47655000,-55101000,-145121000,-37305000,158584000,117763000,2122000,241164000,201876000,201876000,-378000,201498000,199260000,0,173962000,0.11587,0.07115,0.03544,0.01161,1.62097,2.0531,-1.05879118406788e-22,0.97021,0.96395,13.63598,27.32252,1.57268,0.33725,0.02071,0.02491,0.34761,-7.24336,-8.2584
"12","2017_Q1",31.6783870967742,"Up",1504257000,1273064000,33417000,197776000,361000,197415000,-122128000,-515399000,-776492000,90238000,-8787000,-8787000,81451000,81451000,-489999.999999993,80961000,80961000,62000,81023000,81023000,5705008000,4553363000,404085000,747560000,1006138000,299799000,434050000,1386782000,8831777000,2301257000,736693000,2779478000,5817428000,2191757000,1046822000,-230400000,3008179000,6170000,3014349000,8831777000,80961000,28142000,23654000,104440000,237197000,-28528000,-28530000,-132198000,-33442000,-194168000,-37339000,-1426000,-438650000,2051000,-475364000,-432335000,-432335000,-4839000,-437174000,118380000,0,194782000,0.05999,0.05386,0.02688,0.00917,2.40403,1.92991,0,0.73044,0.72597,13.56127,27.11952,1.75601,0.33662,0.01812,0.02983,0.46084,-8.49922,-11.14983
"13","2017_Q2",35.3228571428571,"Up",1317043000,1101591000,33040000,182412000,-97000,182509000,-102388000,-469374000,-652686000,92595000,-8715000,-8715000,83880000,83880000,-25811000,58069000,58069000,213000,58282000,58282000,5751505000,4584092000,417623000,749790000,1047467000,303475000,428979000,1343010000,8874436000,2178490000,735549000,2882812000,5796851000,2203711000,1066740000,-197989000,3072462000,5123000,3077585000,8874436000,58069000,30147000,16898000,-99054000,6060000,-29895000,-29903000,6105000,86000,-23704000,-37495000,-1323000,103334000,-6800000,57716000,40072000,40072000,1257000,41329000,122742000,0,19604000,0.07031,0.04425,0.01894,0.00657,0.33636,1.88357,-1.6940658945086e-21,0.52422,0.5212,11.84615,27.63527,0.17633,0.33725,0.0143,0.00293,0.64334,-8.53389,-11.31235
"14","2017_Q3",40.1874603174603,"Up",1454429000,1195108000,39609000,219712000,17861000,201851000,-110958000,-452950000,-697377000,193144000,-8990000,-8990000,184154000,184154000,-62259000,121895000,121895000,362000,122257000,122257000,6031380000,4849595000,426788000,754997000,1166764000,323385000,433038000,1359719000,9314286000,2283877000,734455000,3097796000,6116128000,2215850000,1150582000,-173009000,3193423000,4735000,3198158000,9314286000,121895000,30145000,-3804000,80308000,228544000,-30645000,-39650000,-257492000,-3909000,-292046000,-37604000,-1337000.00000001,214984000,3754000,179797000,116295000,116295000,3002000,119297000,223289000,-5.82076609134674e-11,335211000,0.1328,0.08406,0.03823,0.01313,2.74186,1.91239,0,1.0958,1.08934,13.03614,28.62285,3.00452,0.33705,0.02274,0.04768,0.30758,-5.22535,-6.0409
"15","2017_Q4",45.6596825396825,"Up",1519568000,1280290000,44460000,194818000,-7001000,201819000,-120349000,-517811000,-854339000,27069000,-9107000,-9107000,17962000,17962000,3224000,21186000,21186000,197000,21383000,21383000,5957722000,4803484000,446185000,708053000,1141915000,341395000,438136000,1467879000,9347047000,2349133000,734091000,2965426000,6048650000,2226692000,1128981000,-61779000,3293894000,4503000,3298397000,9347047000,21186000,3.6e+07,19693000,144044000,220923000,-32642000,-33511000,34240000,-77999000,-76401000,-42075000,-1468000,-132370000,3277000,-172636000,-28114000,-28114000,3265000,-24849000,63069000,0,171247000,0.01781,0.01407,0.00648000000000001,0.00229,8.00856,1.83382,-2.71050543121376e-20,0.19094,0.18972,13.56927,29.41344,1.52918,0.37572,0.00907,0.02447,1.96768,-18.1058,-42.18534
"16","2018_Q1",50.046393442623,"Up",1481323000,1245524000,45293000,190506000,470999.999999996,190035000,-116715000,-493022000,-703076000,168510000,-9175000,-9175000,159335000,159335000,61378000,220713000,220713000,414000,221127000,221127000,5946755000,4752684000,466516000,727555000,1387226000,311084000,439569000,1488588000,9573222000,2286821000,732810000,3070566000,6090197000,2236352000,1311112000,-67509000,3479955000,3070000,3483025000,9573222000,220713000,31761000,10250000,-86117000,176607000,-31047000,-31142000,55670000,-19640000,4983000,-42110000,-1415000,105140000,1532000,63147000,244737000,244737000,574000,245311000,200271000,-9.31322574615479e-10,21729000,0.11376,0.14928,0.06349,0.0231,0.0982599999999998,1.74854,0,1.97544,1.95726,13.23342,31.08824,0.19412,0.37619,0.03613,0.00298,0.190430000000001,-6.92674,-8.23231
"17","2018_Q2",45.820625,"Down",1297388000,1071592000,42792000,183004000,-5654000,188658000,-100580000,-432651000,-661869000,102288000,-9223000,-9223000,93065000,93065000,-16893000,76172000,76172000,55000,76227000,76227000,6119582000,4934110000,459477000,725995000,1176618000,304158000,435867000,1510564000,9546789000,2181188000,731454000,3161706000,6074348000,2244291000,1384712000,-158468000,3470535000,1906000,3472441000,9546789000,76172000,29747000,28973000,-91725000,43167000,-21329000,-22344000,-245158000,-22192000,-288679000,-42330000,-1422000,91140000,-13501000,33887000,-211625000,-211625000,1017000,-210608000,132035000,0,35874000,0.07884,0.05875,0.02195,0.00798,0.47062,1.7493,0,0.67919,0.67437,11.55988,30.92287,0.31964,0.37717,0.0161,0.00487,0.55532,-8.91141,-11.50299
"18","2018_Q3",47.391746031746,"Up",1491157000,1220586000,56334000,214237000,5485000,208752000,-113619000,-456599000,-708967000,211972000,-10004000,-10004000,201968000,201968000,-46877000,155091000,155091000,49000,155140000,155140000,6289180000,5119843000,438695000,730642000,1226510000,444769000,446290000,1552647000,9959396000,2257455000,736393000,3298160000,6388174000,2254254000,1496638000,-181369000,3569523000,1699000,3571222000,9959396000,155091000,31058000,13509000,11275000,210933000,-32767000,-33376000,-167643000,-78852000,-279262000,-42387000,25099000,136454000,1352000,120518000,52189000,52189000,-2297000,49892000,243030000,96166000,268415000,0.14215,0.10404,0.04344,0.01558,1.73015,1.78879,0.00966,1.37804,1.37109,13.24531,31.70655,2.38422,0.37651,0.02565,0.03485,0.27322,-4.65105,-5.33252
"19","2018_Q4",40.4730158730159,"Down",1542186000,1264488000,67874000,209824000,11144000,198680000,-122196000,-504395000,-709238000,206357000,-10770000,-10770000,195587000,195587000,-44126000,151461000,151461000,19000,151480000,151480000,6714239000,5529860000,447749000,736630000,2205319000,449123000,457545000,1553901000,11380127000,2333735000,735258000,4548635000,7704129000,2266831000,1600296000,-192912000,3674215000,1783000,3675998000,11380127000,151461000,31729000,5029000,42542000,230761000,-31553000,-31599000,-428236000,13003000,-446786000,-46912000,-11050000,1250475000,4531000,1197044000,981019000,981019000,-2210000,978809000,238086000,86501000,293201000,0.13381,0.09822,0.04121,0.01331,1.93558,2.09579,0.0076,1.34278,1.33518,13.67053,32.56965,2.59905,0.41585,0.02193,0.03241,0.30969,-8.89938,-10.26773
"20","2019_Q1",43.6450819672131,"Up",1417113000,1235909000,63289000,117915000,-67462000,185377000,-116238000,-475966000,-695010000,129899000,-10981000,-10981000,118918000,118918000,-25744000,93174000,93174000,-1525000,91649000,91649000,6802987000,5713811000,353535000,735641000,1467129000,401997000,457840000,1500682000,10630635000,2290732000,732019000,3786183000,6885247000,2258291000,1644165000,-160575000,3741881000,3507000,3745388000,10630635000,93174000,33393000,81184000,100553000,308304000,-29891000,-30851000,-180478000,4472000,-205897000,-46858000,-11371000,-762452000,2768000,-836714000,-734307000,-734307000,-3883000,-738190000,163292000,76313000,259698000,0.09166,0.06467,0.02447,0.00862,2.83362,1.83833,0.00718,0.81228,0.80764,12.55983,33.16418,2.3017,0.4153,0.01661,0.03114,0.51128,-8.51736,-10.7069
"21","2019_Q2",48.3180952380952,"Up",1303581000,1015739000,82268000,205574000,32682000,172892000,-97712000,-411270000,-640993000,153606000,-11936000,-11936000,141670000,141670000,-31866000,109804000,109804000,-229000,109575000,109575000,7124490000,5959345000,344790000,820355000,1337052000,438453000,452911000,1807362000,11160268000,2165265000,1064917000,3921903000,7279732000,2265144000,1707140000,-94257000,3878027000,2509000,3880536000,11160268000,109804000,32934000,-9176000,-99091000,34471000,-27374000,-27386000,-127848000,-135378000,-290600000,-47021000,49923000,135720000,-12545000,124011000,-132118000,-132118000,2041000,-130077000,186540000,127647000,91941000,0.11783,0.08406,0.02824,0.00982,0.83907,1.87596,0.01144,0.97225,0.96777,11.56652,34.40926,0.81578,0.41721,0.01741,0.01022,0.42912,-6.48335,-7.87342
"22","2019_Q3",51.21203125,"Up",1498620000,1211865000,77711000,209044000,8375000,200669000,-109130000,-445826000,-702259000,241405000,-11908000,-11908000,229497000,229497000,-42226000,187271000,187271000,-616000,186655000,186655000,7213386000,5999922000,399048000,814416000,1411965000,553425000,451294000,1813108000,11443178000,2320457000,1055014000,3789559000,7355144000,2276738000,1845865000,-37714000,4084889000,3145000,4088034000,11443178000,187271000,32884000,15960000,30523000,266638000,-26472000,-26565000,23263000,-73514000,-76723000,-47084000,60973000,-132344000,3010000,-115445000,74469999.9999999,74469999.9999999,443000,74913000.0000001,274289000,190114000,320566000,0.16108,0.12455,0.04566,0.01631,1.71743,1.79919,0.01661,1.65095,1.64442,13.2552,36.1306,2.83539,0.41646,0.02562,0.03514,0.25225,-4.45461,-5.06142
"23","2019_Q4",55.06484375,"Up",1671196000,1384764000,76628000,209804000,1507000,208297000,-124683000,-538308000,-750654000,257551000,-12213000,-12213000,245338000,245338000,-57171000,188167000,188167000,-985000,187182000,187182000,7133734000,5882421000,416488000,834825000,1710999000,703829000,447980000,1807550000,11804092000,2435882000,1047777000,3840728000,7557870000,2288738000,1985073000,-31670000,4242141000,4081000,4246222000,11804092000,188167000,31719000,32835000,57851000,310572000,-24207000,-24207000,133712000,-167237000,-57732000,-47139000,41994000,51169000,3564000,49588000,302428000,302428000,-3394000,299034000,289270000,233483000,380085000,0.15411,0.112,0.04408,0.01586,2.03056,1.7799,0.01978,1.65374,1.64491,14.76491,37.47905,3.35803,0.41647,0.02501,0.04057,0.25184,-5.10774,-5.73679
"24","2020_Q1",51.7920967741936,"Down",1728603000,1419632000,79393000,229578000,-42564000,272142000,-114475000,-549596000,-764094000,300438000,-11943000,-11943000,288495000,288495000,-63737000,224758000,224758000,-1170000,223588000,223588000,7169117000,5913636000,392318000,863163000,1485959000,611844000,442014000,1810233000,11519167000,2427314000,1051008000,3337431000,7094165000,2300927000,2161049000,-41492000,4420484000,4518000,4425002000,11519167000,224758000,31463000,-2618999.99999999,47717000,301319000,-27947000,-28842000,137873000,-136871000,-26945000,-46756000,43110000,-503545000,3971000,-503154000,-228780000,-228780000,3910000,-224870000,331901000,278412000,415408000,0.1738,0.12935,0.05053,0.01941,1.85792,1.6032,0.02417,1.97218,1.9597,15.24731,38.99131,3.66415,0.41242,0.02973,0.04569,0.20912,-3.63827,-4.01929
"25","2020_Q2",43.1514285714286,"Down",1412943000,1220319000,45874000,146750000,-64762000,211512000,-117477000,-492696000,-718349000,84421000,-12097000,-12097000,72324000,72324000,-8478000,63846000,63846000,-642000,63204000,63204000,7129232000,5839530000,377296000,912406000,1049985000,884701000,488490000,2123077000,11675485000,2261596000,1171963000,3431347000,7306563000,2247570000,2173720000,-61945000,4359345000,9577000,4368922000,11675485000,63846000,31449000,111186000,-182327000,24154000,-15072000,-29213000,-56136000,-621632000,-692840000,-49702000,281907000,93916000,-15706000,244630000,-424056000,-424056000,-11918000,-435974000,115870000,441657000,-73051000,0.05975,0.04473,0.01447,0.00541,-1.1558,1.67239,0.03783,0.55659,0.55462,12.4427,38.38938,-0.6433,0.43769,0.01199,-0.00776000000000001,0.78637,-5.25009,-7.20588
"26","2020_Q3",47.72375,"Up",1608729000,1249879000,58420000,300430000,69261000,231169000,-138688000,-488752000,-742551000,238738000,-13443000,-13443000,225295000,225295000,-53601000,171694000,171694000,-1039000,170655000,170655000,7232197000,5925068000,386356000,920773000,1523344000,934270000,459563000,2138645000,12288019000,2495628000,1320405000,3417777000,7712408000,2259492000,2294552000,11356000,4565400000,10211000,4575611000,12288019000,171694000,40976000,-16803000,147929000,343796000,-29039000,-28832000,72481000,-56108000,-12665999.9999999,-48996000,199374000,-13569999.9999999,4077000,137806000,468936000,468936000,4423000,473359000,279714000,478598000,452205000,0.1484,0.10608,0.0373,0.01389,2.64982,1.68555,0.03895,1.51934,1.51584,14.32247,40.64564,4.02597,0.43621,0.02243,0.04618,0.28711,-3.73505,-4.37612
"27","2020_Q4",46.6571875,"Down",1913721000,1530381000,52466000,330874000,44992000,285882000,-157836000,-592665000,-830604000,332616000,-15981000,-15981000,316635000,243371000,-59780000,183591000,183591000,-1312000,182279000,182279000,7280069000,5939224000,393180000,947665000,1512369000,1115041000,442409000,2288922000,12638810000,2416125000,1461566000,3499640000,7903875000,2273008000,2426949000,23813000,4723770000,11165000,4734935000,12638810000,183591000,38227000,74175000,17102000,313095000,-33539000,-33556000,-33788000,-322809000,-390136000,-49070000,46559000,81863000,3942000,83294000,6253000,6253000,4373000,10626000,370843000,526544000,414186000,0.17381,0.09525,0.0385,0.01442,2.27226,1.66927,0.04166,1.61508,1.61326,16.95644,41.85476,3.66988,0.43478,0.02263,0.04052,0.2692,-2.65834,-2.96385
"28","2021_Q1",51.216393442623,"Up",2150607000,1746421000,64240000,339946000,55509000,284437000,-165999000,-609887000,-995496000,379225000,-15479000,-15479000,363746000,382010000,-101141000,280869000,280869000,-1007000,279862000,279862000,7.736e+09,6.355e+09,7.5e+08,6.31e+08,1.275e+09,1.133e+09,4.45e+08,2.207e+09,1.2796e+10,2.322e+09,1.307e+09,3.277e+09,7.874e+09,2.215e+09,2.655e+09,4e+07,4.91e+09,1.2e+07,4.922e+09,1.2796e+10,280869000,38348000,11442000,73296000,403955000,-22350000,-30320388.3808327,-239557000,-57451000,-319358000,-51232000,-12840000,-162209000,-56313000,-352730000,-268133000,-268133000,9122000,-259011000,417573000,5.16e+08,569660000,0.17633,0.13013,0.05686,0.02187,2.0355,1.59976,0.04033,2.49331,2.48651,19.15994,43.7436,5.07515,0.45643,0.03161,0.05439,0.18306,-1.81765,-2.00145
"29","2021_Q2",60.177619047619,"Up",2.026e+09,1.631e+09,4.9e+07,3.46e+08,145670616.956688,3.46e+08,-1.4e+08,-6.94e+08,-8.69e+08,3.23e+08,-1.7e+07,-1.7e+07,3.06e+08,3.06e+08,-7.2e+07,2.34e+08,2.34e+08,-494458.681843389,2.34e+08,2.34e+08,8691631000,7211498000,419606000,1060527000,2026024000,1150254000,445378000,2118616000,14431903000,2947512000,1292658000,4580528000,9466228000,2173860000,2837241000,-55828000,4955273000,10402000,4965675000,14431903000,2.34e+08,3.8e+07,-1e+06,-4.7e+07,2.24e+08,-2.8e+07,-2.9e+07,-7.17e+08,-3.4e+07,-7.79e+08,-5.1e+07,1.27e+08,1.304e+09,-1e+07,1.305e+09,7.5e+08,7.5e+08,1e+06,7.51e+08,3.61e+08,645530000,3.58e+08,0.15943,0.1155,0.04712,0.01621,1.52991,1.90633,0.04473,2.10596,2.10027,18.23369,44.5967,3.22195,0.45899,0.02482,0.03117,0.21795,-3.82408,-4.27398
"30","2021_Q3",63.6771875,"Up",2.266e+09,1.822e+09,5.6e+07,3.88e+08,245266510.79062,3.88e+08,-1.5e+08,-7.41e+08,-9.6e+08,4.15e+08,-1.6e+07,-1.6e+07,3.99e+08,3.99e+08,-9.5e+07,3.04e+08,3.04e+08,-2e+06,3.02e+08,3.02e+08,9400226000,7879744000,886133000,634349000,2222675000,1131809000,453919000,2218256000,15426885000,2897524000,1286218000,5357337000,10152033000,2186927000,3088627000,-11810000,5263744000,11108000,5274852000,15426885000,3.04e+08,4.1e+07,-2.8e+07,-6.4e+07,2.53e+08,-2.7e+07,-3.9e+07,-6.75e+08,-5.1e+07,-7.53e+08,-5e+07,-3.4e+07,7.76e+08,3e+06,6.95e+08,1.95e+08,1.95e+08,2e+06,1.97e+08,4.56e+08,610954000,4.6e+08,0.18314,0.13327,0.05725,0.01958,1.52318,1.92461,0.0396,2.71795,2.71061,20.39365,47.37289,4.13993,0.44999,0.02809,0.03671,0.16556,-3.53448,-3.88367
