"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",26.6109677419355,"Up",6.075e+09,-3.672e+09,2.403e+09,-2.078e+09,-2.078e+09,3.25e+08,-1.03e+08,-1.03e+08,2.22e+08,2.22e+08,-7.7e+07,1.45e+08,1.45e+08,1.45e+08,1.45e+08,1.264e+09,1.264e+09,2.81e+08,7.208e+09,4.1e+08,4.1e+08,9.163e+09,8.212e+09,4.895e+09,3.743e+09,5.7e+08,5.82e+08,1.3107e+10,2.227e+10,6.135e+09,3.627e+09,8.9e+07,2.419e+09,1.23e+08,6.684e+09,6.817e+09,3.206e+09,1.182e+09,2.024e+09,1.0023e+10,1.6707e+10,5.563e+09,2.227e+10,1.45e+08,2.69e+08,1.3e+07,-1.76e+08,2.51e+08,-1.41e+08,-8.1e+07,-2.22e+08,-8.1e+07,-6e+06,-3.63e+08,8.1e+07,-3.69e+08,-3.4e+08,-3.4e+08,-3.4e+08,5.94e+08,6.94e+09,3.54e+08,0.39556,0.0535,0.02387,0.02607,0.00651,2.44138,1.37089,3.00324,0.31163,0.36133,0.35548,15.1383,0.88213,0.20184,8,0.01439,0.02253,0.55862,9.55556,17.46462
"12","2013_Q1",27.161,"Up",9.35e+09,-5.554e+09,3.796e+09,-2.4e+09,-2.4e+09,1.396e+09,-1.02e+08,-1.02e+08,1.294e+09,1.152e+09,-4.22e+08,7.3e+08,7.3e+08,7.3e+08,7.3e+08,1.836e+09,1.836e+09,3.71e+08,5.308e+09,3.61e+08,3.61e+08,7.876e+09,8.196e+09,4.919e+09,3.743e+09,5.61e+08,6.15e+08,1.3115e+10,2.0991e+10,4.544e+09,1.579e+09,3.55e+08,2.61e+09,1.24e+08,5.075e+09,6.806e+09,3.059e+09,1.238e+09,1.821e+09,9.865e+09,1.494e+10,6.051e+09,2.0991e+10,7.3e+08,2.67e+08,1.3e+07,2.8e+08,1.29e+09,-2.04e+08,3.8e+07,-1.66e+08,-7.8e+07,2.98023223876953e-08,-3.37e+08,-1.37e+08,-5.52e+08,5.72e+08,5.72e+08,5.72e+08,1.663e+09,6.93e+09,2.161e+09,0.40599,0.1493,0.07807,0.12064,0.03478,2.96027,1.55192,2.46901,0.33014,1.85987,1.82728,23.82166,5.50573,0.19873,7,0.05037,0.13473,0.10685,3.06314,3.649
"13","2013_Q2",31.779375,"Up",6.387e+09,-3.911e+09,2.476e+09,-2.041e+09,-2.041e+09,4.35e+08,-9.7e+07,-9.7e+07,3.38e+08,3.38e+08,-1.21e+08,2.17e+08,2.17e+08,2.17e+08,2.17e+08,1.752e+09,1.752e+09,2.95e+08,5.631e+09,3.88e+08,3.88e+08,8.066e+09,8.063e+09,4.911e+09,3.743e+09,5.52e+08,6.16e+08,1.2974e+10,2.104e+10,4.651e+09,2.426e+09,9.1e+07,2.134e+09,1.24e+08,5.201e+09,6.797e+09,3.071e+09,1.24e+09,1.831e+09,9.868e+09,1.5069e+10,5.971e+09,2.104e+10,2.17e+08,2.51e+08,1.5e+07,-1.85e+08,2.98e+08,-6.1e+07,-4.6e+07,-1.07e+08,-7.8e+07,-5e+06,-2.36e+08,4.4e+07,-2.75e+08,-8.4e+07,-8.4e+07,-8.4e+07,6.86e+08,6.921e+09,5.61e+08,0.38766,0.06811,0.03398,0.03634,0.01031,2.58525,1.55086,2.5237,0.32894,0.55899,0.55006,16.45286,1.44513,0.20093,7,0.01848,0.03514,0.35945,7.53499,11.88276
"14","2013_Q3",32.13734375,"Up",6.066e+09,-3.533e+09,2.533e+09,-1.999e+09,-1.999e+09,5.34e+08,-9.6e+07,-9.6e+07,4.38e+08,4.38e+08,-1.57e+08,2.81e+08,2.81e+08,2.81e+08,2.81e+08,1.424e+09,1.424e+09,3.47e+08,5.357e+09,3.87e+08,3.87e+08,7.515e+09,8.001e+09,4.915e+09,3.743e+09,5.43e+08,6.29e+08,1.2916e+10,2.0431e+10,4.174e+09,2.064e+09,6.7e+07,2.043e+09,5.75e+08,5.171e+09,6.339e+09,3.066e+09,1.217e+09,1.849e+09,9.405e+09,1.4576e+10,5.855e+09,2.0431e+10,2.81e+08,2.53e+08,1.2e+07,-1.8e+08,3.66e+08,-1.4e+08,-6.9e+07,-2.09e+08,-9.5e+07,-2e+06,-3.43e+08,-4.5e+07,-4.85e+08,-3.28e+08,-3.28e+08,-3.28e+08,7.87e+08,6.914e+09,6.24e+08,0.41757,0.08803,0.04632,0.04799,0.01375,2.22064,1.4533,2.4895,0.33841,0.73483,0.72181,15.86297,1.6318,0.24843,6,0.02374,0.03941,0.33808,6.97586,10.2809
"15","2013_Q4",33.52625,"Up",6.276e+09,-3.817e+09,2.459e+09,-2.099e+09,-2.099e+09,3.6e+08,-9.6e+07,-9.6e+07,2.64e+08,2.64e+08,-8.7e+07,1.77e+08,1.77e+08,1.77e+08,1.77e+08,1.171e+09,1.171e+09,2.76e+08,7.716e+09,3.97e+08,3.97e+08,9.56e+09,7.95e+09,4.936e+09,3.743e+09,5.35e+08,6.58e+08,1.2886e+10,2.2446e+10,6.298e+09,3.897e+09,7.8e+07,2.323e+09,4.65e+08,7.186e+09,6.732e+09,3.086e+09,1.225e+09,1.861e+09,9.818e+09,1.7004e+10,5.442e+09,2.2446e+10,1.77e+08,2.57e+08,1.4e+07,-2.93e+08,1.55e+08,-1.5e+08,-7.5e+07,-2.25e+08,-9.4e+07,2.86e+08,-4.39e+08,6.4e+07,-1.83e+08,-2.53e+08,-2.53e+08,-2.53e+08,6.17e+08,7.197e+09,2.61e+08,0.39181,0.05736,0.0282,0.03252,0.00789,1.47458,1.33036,3.12459,0.32064,0.47225,0.46554,16.74493,0.69637,0.2508,6,0.01723,0.0166,0.53107,9.76661,16.73889
"16","2014_Q1",38.6460655737705,"Up",9.202e+09,-5.464e+09,3.738e+09,-2.301e+09,-2.301e+09,1.437e+09,-9.9e+07,-9.9e+07,1.338e+09,1.25e+09,-4.39e+08,8.11e+08,8.11e+08,8.11e+08,8.11e+08,2.273e+09,2.273e+09,4.38e+08,5.557e+09,4.2e+08,4.2e+08,8.688e+09,7.93e+09,5.002e+09,3.743e+09,5.27e+08,7.32e+08,1.2932e+10,2.162e+10,4.863e+09,1.691e+09,3.62e+08,2.81e+09,4.63e+08,5.726e+09,6.714e+09,2.931e+09,1.273e+09,1.658e+09,9.645e+09,1.5371e+10,6.249e+09,2.162e+10,8.11e+08,2.59e+08,1.01e+08,5.59e+08,1.73e+09,-1.24e+08,-1.23e+08,-2.47e+08,-9.2e+07,-3e+06,-2.38e+08,-4.8e+07,-3.81e+08,1.102e+09,1.102e+09,1.102e+09,1.696e+09,7.177e+09,2.57e+09,0.40622,0.15616,0.08813,0.12978,0.03751,3.16893,1.51729,2.45975,0.33196,2.205,2.16151,25.01903,6.98749,0.25014,7,0.05521,0.15712,0.11344,2.89151,3.41267
"17","2014_Q2",40.524126984127,"Up",6.279e+09,-3.836e+09,2.443e+09,-2e+09,-2e+09,4.43e+08,-1e+08,-1e+08,3.43e+08,3.43e+08,-1.19e+08,2.24e+08,2.24e+08,2.24e+08,2.24e+08,1.878e+09,1.878e+09,2.75e+08,5.897e+09,4.54e+08,4.54e+08,8.504e+09,7.792e+09,5.009e+09,3.743e+09,5.19e+08,7.47e+08,1.2801e+10,2.1305e+10,4.715e+09,2.39e+09,1.05e+08,2.22e+09,8e+06,5.104e+09,7.162e+09,2.939e+09,1.304e+09,1.635e+09,1.0101e+10,1.5205e+10,6.1e+09,2.1305e+10,2.24e+08,2.53e+08,1.9e+07,-3.22e+08,1.74e+08,-1.41e+08,-4.3e+07,-1.84e+08,-9.2e+07,-5e+06,-2.77e+08,-1.1e+07,-3.85e+08,-3.95e+08,-3.95e+08,-3.95e+08,6.96e+08,7.17e+09,3.52e+08,0.38907,0.07055,0.03567,0.03672,0.01051,1.57143,1.66614,2.49262,0.33654,0.61219,0.60118,17.16043,0.96201,0.25143,6,0.0195,0.02172,0.41071,7.60345,11.94582
"18","2014_Q3",41.60671875,"Up",6.267e+09,-3.672e+09,2.595e+09,-2.024e+09,-2.024e+09,5.71e+08,-1e+08,-1e+08,4.71e+08,4.71e+08,-1.79e+08,2.92e+08,2.92e+08,2.92e+08,2.92e+08,1.63e+09,1.63e+09,3.52e+08,5.416e+09,3.99e+08,3.99e+08,7.797e+09,7.771e+09,5.038e+09,3.743e+09,5.12e+08,7.83e+08,1.2809e+10,2.0606e+10,4.26e+09,1.99e+09,1.2e+08,2.15e+09,4.83e+08,5.136e+09,6.729e+09,2.934e+09,1.287e+09,1.647e+09,9.663e+09,1.4799e+10,5.807e+09,2.0606e+10,2.92e+08,2.54e+08,1.6e+07,0,5.62e+08,-1.7e+08,-2.4e+07,-1.94e+08,-1.12e+08,4.6e+07,-4.96e+08,-5.4e+07,-6.16e+08,-2.48e+08,-2.48e+08,-2.48e+08,8.25e+08,7.212e+09,8.34e+08,0.41407,0.09111,0.04659,0.05028,0.01417,2.85616,1.51811,2.54848,0.35,0.81292,0.79912,17.4471,2.32183,0.3118,7,0.02532,0.05228,0.38356,6.76606,9.77583
"19","2014_Q4",42.6853125,"Up",6.195e+09,-3.766e+09,2.429e+09,-2.007e+09,-2.007e+09,4.22e+08,-9.6e+07,-9.6e+07,3.26e+08,3.26e+08,-1.09e+08,2.17e+08,2.17e+08,2.17e+08,2.17e+08,1.048e+09,1.048e+09,2.92e+08,7.789e+09,4.24e+08,4.24e+08,9.553e+09,7.787e+09,5.072e+09,3.743e+09,5.04e+08,8.25e+08,1.2859e+10,2.2412e+10,6.491e+09,3.814e+09,1.14e+08,2.563e+09,7.6e+07,6.963e+09,7.13e+09,2.968e+09,1.314e+09,1.654e+09,1.0098e+10,1.7061e+10,5.351e+09,2.2412e+10,2.17e+08,2.63e+08,1.6e+07,-3.91e+08,1.05e+08,-1.57e+08,-1.25e+08,-2.82e+08,-1.1e+08,-3e+06,-4.75e+08,1.83e+08,-4.05e+08,-5.82e+08,-5.82e+08,-5.82e+08,6.85e+08,7.206e+09,2.46e+08,0.39209,0.06812,0.03503,0.04055,0.00968,1.13364,1.37197,3.18838,0.32152,0.61718,0.60665,17.61945,0.69966,0.31286,6,0.02106,0.01585,0.50691,8.98978,14.59242
"20","2015_Q1",45.6434426229508,"Up",9.364e+09,-5.589e+09,3.775e+09,-2.324e+09,-2.324e+09,1.451e+09,-9.7e+07,-9.7e+07,1.354e+09,1.25e+09,-4.57e+08,7.93e+08,7.93e+08,7.93e+08,7.93e+08,2.246e+09,2.246e+09,4.24e+08,5.417e+09,4.93e+08,4.93e+08,8.58e+09,7.8e+09,4.95e+09,3.743e+09,4.96e+08,7.11e+08,1.275e+10,2.133e+10,4.999e+09,1.594e+09,2.96e+08,3.109e+09,75999999.9999999,5.075e+09,7.233e+09,3.644e+09,1.443e+09,2.201e+09,1.0877e+10,1.5952e+10,5.378e+09,2.133e+10,7.93e+08,2.66e+08,1.2e+07,7.97e+08,1.868e+09,-1.3e+08,-1.8e+08,-3.1e+08,-1.07e+08,1.36e+08,-3.95e+08,6e+06,-3.6e+08,1.198e+09,1.198e+09,1.198e+09,1.717e+09,7.309e+09,2.841e+09,0.40314,0.15496,0.08469,0.14745,0.03718,3.5826,1.69064,2.96616,0.34266,2.30456,2.25862,27.21302,8.25632,0.31096,6,0.05511,0.17396,0.13493,2.94875,3.48932
"21","2015_Q2",48.1714285714286,"Up",6.232e+09,-3.8e+09,2.432e+09,-2.023e+09,-2.023e+09,4.09e+08,-9.5e+07,-9.5e+07,3.14e+08,3.14e+08,-1.21e+08,1.93e+08,1.93e+08,1.93e+08,1.93e+08,1.509e+09,1.509e+09,2.59e+08,5.929e+09,4.71e+08,4.71e+08,8.168e+09,7.712e+09,5.138e+09,3.897e+09,5.31e+08,7.1e+08,1.285e+10,2.1018e+10,4.871e+09,2.386e+09,7.4e+07,2.411e+09,7.6e+07,4.947e+09,7.229e+09,3.635e+09,1.456e+09,2.179e+09,1.0864e+10,1.5811e+10,5.207e+09,2.1018e+10,1.93e+08,2.59e+08,1.7e+07,-4.16e+08,5.3e+07,-1.76e+08,7e+06,-3.81e+08,-1.06e+08,-3e+06,-2.59e+08,-4.1e+07,-4.09e+08,-7.37e+08,-7.37e+08,-7.37e+08,6.68e+08,7.305e+09,1.97e+08,0.39024,0.06563,0.03097,0.03707,0.00918,1.02073,1.6511,3.03649,0.34756,0.56648,0.557,18.29175,0.57822,0.31112,4,0.01852,0.0122,0.54922,8.67665,14.17115
