"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda"
"11","2015_Q2",76.5961904761905,"Up",454880000,-112276000,342604000,-277236000,-162930000,-114306000,65368000,62394000,-5051000,57343000,-23289000,34054000,34054000,34054000,34054000,1.59e+08,1.59e+08,8.5e+08,2.04e+08,2.04e+08,2.149e+09,2.29e+08,1.41e+08,1.41e+08,3.7e+08,2.519e+09,3.62e+08,8.6e+07,2.76e+08,2.33e+08,2.17e+08,5.95e+08,5.97e+08,1.39e+08,7.36e+08,1.331e+09,2.3e+07,1.188e+09,1.188e+09,2.519e+09,34054000,4065000,-26879000,20829000,32069000,-10365000,47103000,36738000,-78811000,-3606000,-141689000,-72882000,-72882000,-74335000,69433000,5.97e+08,103186000,0.75317,0.1437,0.07486,0.02866,0.01352,3.03007,3.61176,1.12037,0.237,1.05434,1.03166,14.08341,36.78132,3.19471,0.0219,0.05363,6.30824000000001
"12","2015_Q3",70.76,"Down",422827000,-96684000,326143000,-267753000,-161864000,-105889000,58390000,55381000,2062999.99999999,57444000,-23403000,34041000,34041000,34041000,34041000,1.7e+08,1.7e+08,8.26e+08,1.63e+08,1.63e+08,2.079e+09,2.15e+08,1.16e+08,1.16e+08,3.31e+08,2.41e+09,3.1e+08,7.5e+07,2.35e+08,2.19e+08,2e+08,5.29e+08,5.7e+08,1.37e+08,7.07e+08,1.236e+09,2.3e+07,1.174e+09,1.174e+09,2.41e+09,34041000,4493000,14873000,-6811000.00000001,46596000,14993000,-3345000,11648000,-64563000,-201000,-79814000,-21570000,-21570000,-21274000,62883000,5.7e+08,94468000,0.77134,0.13809,0.08051,0.029,0.01412,2.77512,3.93006,1.05281,0.23651,1.06856,1.04706,13.27266,36.85218,2.96538,0.0181,0.05022,6.36102
"13","2015_Q4",56.17375,"Down",407136000,-93673000,313463000,-263582000,-157409000,-106173000,49881000,56534000,-20371000,36163000,-14608000,21555000,21555000,21555000,21555000,186241875.054575,186241875.054575,730917913.591779,177658869.813547,177658869.813547,2018114842.30223,266870079.715355,105592456.949194,105594330.033317,372462536.664549,2390577378.96678,362361220.546618,119876095.188077,242485125.358541,167220399.183721,104912886.258444,529606789.667251,617620482.49267,165194737.493473,782815219.986143,1312422009.65339,16711077.4392198,1078155383.76511,1078155369.44224,2390577379.09563,21555000,5292000,-831000,-3957000,22059000,-4896000,-104032000,-108928000,211991000,-4461000,159739000,72870000,72870000,70784000,55173000,0,60928000,0.76992,0.12252,0.05294,0.0314162186026068,0.0139264214585819,2.82663,3.82002986399216,1.23351247162943,0.258210955735999,0.68526,0.67091,12.94344,34.3938884461501,1.93699,0.0172582657088559,0.0395787833844753,-2.7857432382632
"14","2016_Q1",51.536393442623,"Down",525952000,-102946000,423006000,-352718000,-214229000,-138489000,70288000,48555000,6992000,55547000,-22398000,33149000,33149000,33149000,33149000,177061000,177061000,669243000,203301000,203301000,1970236000,288803000,140679000,140679000,429482000,2399718000,407083000,139120000,267963000,138479000,60283000,545562000,678793000,199096000,877889000,1423451000,11381000,976267000,976267000,2399718000,33149000,8367000,27930000,-51756000,17690000,-14823000,12616000,-2207000,-92044000,-2259000,-197363000,-181880000,-181880000,-183085000,78655000,678793000,34474000,0.80427,0.13364,0.06303,0.03395,0.01381,1.03997,3.61139,1.45806,0.28286,1.09269,1.0685,17.33698,32.18074,1.13637,0.02208,0.01859,6.3789
"15","2016_Q2",57.31703125,"Up",419171000,-80109000,339062000,-289321000,-168431000,-120890000,49741000,45217000,-5052000,40165000,-15757000,24408000,24408000,24408000,24408000,106613000,106613000,715072000,186790000,186790000,1917062000,222516000,191207000,191207000,413723000,2330785000,335009000,80618000,254391000,178285000,149723000,513294000,689234000,209231000,898465000,1411759000,12937000,919026000,919026000,2330785000,24408000,5125000,16973000,-36628000,9878000,-6322000,0,-6322000,3419000,-3273000,-90667000,-87111000,-87111000,-86647000,54866000,689234000,27673000,0.80889,0.11867,0.05823,0.02656,0.01047,1.13377,3.73482,1.53615,0.29571,0.8381,0.82348,14.39313,31.55671,0.95021,0.0231,0.01523,10.61898
"16","2016_Q3",68.15671875,"Up",423122000,-80332000,342790000,-283176000,-170308000,-112868000,59614000,55616000,5551000,61167000,-24858000,36309000,36309000,36309000,36309000,97418000,97418000,702377000,211204000,211204000,1914746000,228848000,109960000,109960000,338808000,2253554000,282526000,74484000,208042000,167724000,137124000,450250000,733828000,222728000,956556000,1406806000,12735000,846748000,846748000,2253554000,36309000,5052000,19302000,-49463000,11200000,60918000,7.45058059692383e-09,60918000,48822000,-14732000,-64523000,7595000,7595000,3893000.00000003,64666000,733828000,100979000,0.81014,0.14089,0.08581,0.04288,0.01611,2.7811,4.25263,1.66142,0.32563,1.28097,1.25863,14.92757,29.87292,3.5625,0.02484,0.056,9.84149
"17","2016_Q4",69.4109523809524,"Up",401637000,-79185000,322452000,-274360000,-162138000,-112222000,48092000,45755000,-4907000,40848000,-14041000,26807000,26807000,26807000,26807000,174764000,174764000,714404000,252545000,252545000,2069061000,214445000,102664000,102664000,317109000,2386170000,305219000,79024000,226195000,176236000,129236000,481455000,804721000,231720000,1036441000,1517896000,12104000,868274000,868274000,2386170000,26807000,4679000,21773000,16548000,69807000,-8516000,0,-8516000,69871000,-4308000,65563000,126854000,126854000,126845000,52771000,804721000,74844000,0.80284,0.11974,0.06674,0.03087,0.01123,2.79196,4.29752,1.74818,0.33724,0.98729,0.96846,14.79217,31.97827,2.75648,0.01407,0.03929,11.93756
"18","2017_Q1",83.2933870967742,"Up",564556000,-108409000,456147000,-364941000,-218003000,-146938000,91206000,88521000,-7773000,80748000,-30924000,49824000,49824000,49824000,49824000,147102000,147102000,712536000,227733000,227733000,2059682000,202802000,128935000,128935000,331737000,2391419000,367424000,124439000,242985000,166910000,71415000,534334000,737224000,212042000,949266000,1483600000,5460000,907819000,907819000,2391419000,49824000,6188000,37136000,-42654000,50494000,-11897000,0,-11897000,-68354000,-25579000,-116532000,-77935000,-77935000,-79501000,97394000,737224000,73767000,0.80797,0.16155,0.08825,0.05488,0.02083,1.48055,3.85467,1.63425,0.30828,1.85164,1.81047,20.98097,33.73788,2.74145,0.03121,0.03972,6.05912
"19","2017_Q2",104.983968253968,"Up",528300000,-85259000,443041000,-392029000,-178745000,-213284000,51012000,49862000,-5997000,43865000,-15975000,27890000,27890000,27890000,27890000,101841000,101841000,692757000,191380000,191380000,1983397000,202380000,160397000,160397000,362777000,2346174000,307508000,72277000,235231000,205054000,77447000,512562000,683767000,216596000,900363000,1412925000,9701000,933249000,933249000,2346174000,27890000,5191000,21339000,-8716000,45704000,-5054000,-8200000,-13254000,-54340000,-7879000,-81229000,-48779000,-48779000,-47228000,56203000,683767000,58408000,0.83862,0.09656,0.05279,0.02988,0.01189,2.09423,3.86957,1.51399,0.29144,1.02345,0.99964,19.38644,34.24641,2.14333,0.02558,0.03185,10.354
"20","2017_Q3",107.304603174603,"Up",562436000,-93887000,468549000,-389585000,-186458000,-203127000,78964000,77107000,-6003000,71104000,-22918000,48186000,48186000,48186000,48186000,85151000,85151000,744430000,190148000,190148000,2056178000,249264000,127994000,127994000,377258000,2433436000,276372000,76456000,199916000,187926000,72390000,464298000,773557000,226763000,1000320000,1464618000,12189000,968818000,968818000,2433436000,48186000,5001000,-609000,-84152000,-31574000,-6279000,-1892000,-8171000,34700000,-3926000,17364000,-22381000,-22381000,-21970000,83965000,773557000,16452000,0.83307,0.1404,0.08567,0.04974,0.0198,0.34143,4.42857,1.51176,0.31789,1.76383,1.72308,20.58772,35.46316,0.60222,0.02932,0.00835,8.19873
"21","2017_Q4",123.358253968254,"Up",530264000,-102854000,427410000,-378386000,-170797000,-191589000,49024000,47031000,1.6e+07,63031000,-23107000,39924000,39924000,39924000,39924000,440074000,440074000,735072000,197808000,197808000,2449356000,253738000,119942000,119942000,373680000,2823036000,302082000,76766000,225316000,176412000,73036000,478494000,1153222000,242098000,1395320000,1873814000,17156000,949222000,949222000,2823036000,39924000,5808000,33270000,-22132000,56870000,-9667000,-1908000,-11575000,437640000,-46195000,311865000,357160000,357160000,358198000,54832000,1153222000,46140000,0.80603,0.09245,0.07529,0.04206,0.01414,1.1557,5.11889,1.97405,0.4085,1.47375,1.44062,19.57416,35.03957,1.70321,0.01722,0.01968,13.00605
"22","2018_Q1",132.670327868852,"Up",330945000,-85901000,245044000,-163314000,-264292000,84978000,81730000,75559000,-27676000,47883000,62895000,110778000,110778000,110778000,110778000,4.09e+08,4.09e+08,3.98e+08,1.74e+08,1.74e+08,2.096e+09,5.83e+08,1.66e+08,1.66e+08,7.49e+08,2.845e+09,3.77e+08,1.45e+08,2.32e+08,1.67e+08,1.67e+08,1.379e+09,2.6e+08,1.65e+08,4.25e+08,1.804e+09,1.7e+07,1.041e+09,1.041e+09,2.845e+09,110778000,5494000,-70752000,25652000,71172000,-5264000,-1e+05,-5364000,-60899000,-2031000,-77262999.9999999,-11455000,-11455000,-11490000,87224000,1.095e+09,44717000,0.74044,0.24696,0.33473,0.10641,0.03894,0.40366,1.51994,1.73295,0.38489,4.15646,4.04979,12.41727,39.05898,1.67781,0.05207,0.01943,7.86481
"23","2018_Q2",116.32375,"Down",570849000,-88389000,482460000,-422280000,-191268000,-231012000,60180000,52747000,-6057000,46690000,-10709000,35981000,35981000,35981000,35981000,323831000,323831000,726969000,124336000,124336000,2307919000,251264000,200768000,200768000,452032000,2759951000,283359000,79959000,203400000,222262000,108019000,505621000,1012350000,175750000,1188100000,1693721000,22989000,1066230000,1066230000,2759951000,35981000,5601000,26208000,-44536000,23254000,-2763000,-9e+06,-11763000,-86341000,-9222000,-118700000,-107209000,-107209000,-105483000,65781000,1012350000,29191000,0.84516,0.10542,0.06303,0.03375,0.01304,0.81129,4.56452,1.58851,0.3668,1.34836,1.3177,21.39213,39.95616,1.09391,0.02539,0.01295,10.46684
"24","2018_Q3",111.548888888889,"Down",594692000,-101730000,492962000,-422714000,-205046000,-217668000,70248000,46450000,-29070000,17380000,-6619000,10761000,10761000,10761000,10761000,547667000,547667000,690154000,238155000,238155000,2643755000,246940000,166875000,166875000,413815000,3057570000,269016000,84331000,184685000,206253000,206253000,475269000,1332276000,184384000,1516660000,1991929000,15774000,1065641000,1065641000,3057570000,10761000,5770000,28006000,-9337999.99999999,35199000,-4607000,-2562000,-7169000.00000006,322390000,-5655000,306063000,334093000,334093000,333074000,76018000,1332276000,68692000,0.82894,0.11813,0.0181,0.0101,0.00352,6.38342,5.56265,1.86923,0.43573,0.40261,0.39486,22.24978,39.86984,2.57004,0.0083,0.0266,10.32136
"25","2018_Q4",78.925873015873,"Down",750459000,-156881000,593578000,-537006000,-254686000,-253320000,56572000,61803000,-129873000,-68070000,10328000,-57742000,-57742000,-57742000,-57742000,4.41e+08,4.41e+08,8.29e+08,6.01e+08,6.01e+08,3.83e+09,9.52e+08,4.231e+09,2.68e+08,5.183e+09,9.013e+09,7.45e+08,1.81e+08,5.64e+08,4.64e+08,4.64e+08,2.897e+09,2.235e+09,3.6e+08,2.595e+09,5.492e+09,1.6e+07,3.496e+09,3.521e+09,9.013e+09,-57742000,17629000,25786000,22874000,8547000,-9630000,-1438000,-1404068000,1519951000,-36123000,1483637000,88116000,88116000,87409000,74201000,3.923e+09,77117000,0.79095,0.07538,-0.07694,-0.0164,-0.00641,-1.33554,1.32206,1.55978,0.43526,-1.76043,-1.76043,22.87985,106.58537,2.35113,-0.00739,0.00988,46.92659
"26","2019_Q1",85.7370491803279,"Up",1.052e+09,-5.18e+08,5.34e+08,-4.08e+08,-7.4e+07,-3.01e+08,1.26e+08,1.19e+08,-1.2e+07,1.07e+08,-4.4e+07,6.3e+07,6.3e+07,6.6e+07,6.6e+07,2.31e+08,2.31e+08,8.63e+08,7.07e+08,7.07e+08,3.84e+09,9.51e+08,4.227e+09,2.92e+08,5.178e+09,9.018e+09,8.79e+08,2.45e+08,6.34e+08,4.44e+08,4.44e+08,3.017e+09,2.124e+09,4.11e+08,2.535e+09,5.552e+09,6e+06,3.461e+09,3.466e+09,9.018e+09,6.3e+07,3.3e+07,9.2e+07,-1.58e+08,3e+07,-2.3e+07,3.9e+07,1.6e+07,-1.24e+08,-1e+06,-2.38e+08,-1.92e+08,-1.92e+08,-1.92e+08,1.59e+08,3.818e+09,2.2e+07,0.5076,0.11977,0.06274,0.01904,0.00732,0.333329999999998,1.27279,1.60185,0.42338,1.40464,1.35688,22.38917,73.65867,0.46821,0.01105,0.00286,22.55975
"27","2019_Q2",94.6015873015873,"Up",1.06e+09,-2.18e+08,8.42e+08,-7.24e+08,-3.74e+08,-3.13e+08,1.18e+08,8.4e+07,-4.5e+07,3.9e+07,-1.5e+07,2.4e+07,2.4e+07,2.4e+07,2.4e+07,2.22e+08,2.22e+08,9.1e+08,6.33e+08,6.33e+08,3.82e+09,8.48e+08,4.444e+09,5.24e+08,5.292e+09,9.112e+09,8.6e+08,1.68e+08,6.92e+08,5.77e+08,5.77e+08,3.125e+09,2.201e+09,4.32e+08,2.633e+09,5.758e+09,4e+06,3.346e+09,3.351e+09,9.109e+09,2.4e+07,3.7e+07,-9.1e+07,5.8e+07,2.8e+07,-1e+07,3.7e+07,2.7e+07,6.4e+07,-9e+06,-9.2e+07,-3.7e+07,-3.7e+07,-3.6e+07,1.55e+08,3.889e+09,2.18e+08,0.79434,0.11132,0.02264,0.00716,0.00263,9.08333,1.2224,1.71829,0.4268,0.52632,0.52061,23.24561,73.37719,4.7807,0.00847,0.0284,23.65806
"28","2019_Q3",94.65796875,"Up",1.068e+09,-3.99e+08,6.69e+08,-5.25e+08,-2.11e+08,-2.78e+08,1.44e+08,1.19e+08,-4.5e+07,7.4e+07,-2.5e+07,4.9e+07,4.9e+07,4.9e+07,4.9e+07,1.79e+08,1.79e+08,8.88e+08,6.64e+08,6.64e+08,3.829e+09,8.37e+08,4.357e+09,4.58e+08,5.194e+09,9.023e+09,7.53e+08,1.64e+08,5.89e+08,6.06e+08,6.06e+08,3.151e+09,2.157e+09,4.45e+08,2.602e+09,5.753e+09,-1.1e+07,3.264e+09,3.27e+09,9.023e+09,4.9e+07,3.6e+07,9.5e+07,-1.52e+08,2.8e+07,-9e+06,-3e+06,-1.2e+07,58000000.0000001,-7e+06,-78000000.0000001,-6.2e+07,-6.2e+07,-6.2e+07,1.8e+08,3.949e+09,44000000.0000001,0.6264,0.13483,0.04588,0.01498,0.00543,0.897960000000001,1.21517,1.75933,0.43766,1.09865,1.08647,23.94619,73.18386,0.986550000000001,0.009,0.00574,20.94444
