"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",47.3291935483871,"Down",1.6929e+10,-1.1568e+10,5.361e+09,-4.353e+09,-3.705e+09,-5.43e+08,1.008e+09,-1.92e+08,-1.92e+08,8.16e+08,9.72e+08,-3.35e+08,6.37e+08,6.37e+08,6.37e+08,6.37e+08,1.469e+09,1.469e+09,9.533e+09,7.493e+09,7.493e+09,1.8495e+10,2.7651e+10,4.0633e+10,-1.2982e+10,3.433e+09,3.433e+09,3.1084e+10,4.9579e+10,1.1681e+10,8.05e+09,3.631e+09,4.028e+09,1.5709e+10,1.4526e+10,2.992e+09,1.279e+09,1.713e+09,1.7518e+10,3.3227e+10,3.909e+09,1.3069e+10,-6.26e+08,1.6352e+10,1.6352e+10,4.9579e+10,6.37e+08,5.43e+08,6.7e+07,-3.7e+08,8.77e+08,-7.18e+08,1.2e+08,-5.98e+08,-2.36e+08,-1.3e+07,-4e+06,9.6e+07,-1e+08,-2.53e+08,2.6e+07,2.6e+07,2.7e+07,1.551e+09,1.8554e+10,7.98e+08,0.31668,0.05954,0.03763,0.03896,0.01285,1.25275,1.17735,2.03198,0.37423,0.97282,0.96209,25.8537,24.97251,1.21869,0.36042,6,0.02304,0.02106,0.37049,11.01547,16.9494
"12","2013_Q1",48.6403333333333,"Up",2.2726e+10,-1.6162e+10,6.564e+09,-4.532e+09,-3.957e+09,-4.41e+08,2.032e+09,-1.26e+08,-1.26e+08,1.906e+09,1.911e+09,-6.34e+08,1.277e+09,9.61e+08,9.61e+08,9.61e+08,7.84e+08,7.84e+08,7.903e+09,7.701e+09,7.701e+09,1.6388e+10,2.8086e+10,4.1397e+10,-1.3311e+10,3.689e+09,3.689e+09,3.1775e+10,4.8163e+10,1.1037e+10,7.056e+09,3.981e+09,2.994e+09,1.4031e+10,1.4654e+10,2.92e+09,1.311e+09,1.609e+09,1.7574e+10,3.1605e+10,3.979e+09,1.3155e+10,-5.76e+08,1.6558e+10,1.6558e+10,4.8163e+10,1.277e+09,4.41e+08,1.11e+08,3.91e+08,1.977e+09,2.3e+07,7.8e+07,-8.3e+08,-2.34e+08,-1.035e+09,-5.64e+08,8.1e+07,-6.45e+08,-1.833e+09,-6.86e+08,-6.86e+08,-6.85e+08,2.473e+09,1.7648e+10,3.521e+09,0.28883,0.08941,0.04229,0.05804,0.01995,3.66389,1.16799,1.90875,0.36642,1.48074,1.46539,35.01695,25.5131,5.42527,0.36055,6,0.03219,0.09484,0.2435,6.81925,8.29921
"13","2013_Q2",53.5640625,"Up",1.6706e+10,-1.1563e+10,5.143e+09,-4.126e+09,-3.59e+09,-5.36e+08,1.017e+09,-6.29e+08,-6.29e+08,3.88e+08,7.79e+08,-2.81e+08,4.98e+08,4.98e+08,4.98e+08,4.98e+08,1.819e+09,1.819e+09,8.099e+09,1.939e+09,1.939e+09,1.1857e+10,2.8692e+10,4.1709e+10,-1.3017e+10,3.685e+09,3.685e+09,3.2377e+10,4.4234e+10,1.0636e+10,6.721e+09,3.915e+09,5.23e+08,1.1159e+10,1.3691e+10,2.864e+09,1.295e+09,1.569e+09,1.6555e+10,2.7714e+10,4.212e+09,1.2873e+10,-5.65e+08,1.652e+10,1.652e+10,4.4234e+10,4.98e+08,5.36e+08,2.783e+09,-5.87e+08,3.23e+09,2.138e+09,1.73e+08,2.253e+09,-2.32e+08,-3.886e+09,-3.31e+08,2.09e+08,-5.4e+08,-4.449e+09,1.034e+09,1.034e+09,1.035e+09,1.553e+09,1.4214e+10,3.385e+09,0.30785,0.06088,0.02981,0.03015,0.01126,6.79719,1.06255,1.6776,0.32134,0.77558,0.76674,26.01775,25.72808,5.27176,0.36131,5,0.02173,0.10075,0.46586,7.98133,12.18781
"14","2013_Q3",52.69984375,"Down",1.7117e+10,-1.1745e+10,5.372e+09,-4.24e+09,-3.697e+09,-5.43e+08,1.132e+09,-1.72e+08,-1.72e+08,9.6e+08,9.6e+08,-3.48e+08,6.12e+08,6.12e+08,6.12e+08,6.12e+08,1.018e+09,1.018e+09,8.441e+09,1.944e+09,1.944e+09,1.1403e+10,2.8873e+10,4.2356e+10,-1.3483e+10,3.886e+09,3.886e+09,3.2759e+10,4.4162e+10,1.0783e+10,7.078e+09,3.705e+09,1.833e+09,1.2616e+10,1.2655e+10,2.871e+09,1.331e+09,1.54e+09,1.5526e+10,2.8142e+10,4.388e+09,1.2285e+10,-6.53e+08,1.602e+10,1.602e+10,4.4162e+10,6.12e+08,5.43e+08,-67999999.9999995,-2.08e+08,8.79e+08,-1.005e+09,2.1e+07,-9.84e+08,-2.31e+08,2.99e+08,-7.67e+08,1.54e+08,-9.21e+08,-6.99e+08,-8.04e+08,-8.04e+08,-8.01e+08,1.675e+09,1.4488e+10,8.1e+08,0.31384,0.06613,0.03575,0.0382,0.01386,1.32353,0.90385,1.75668,0.32806,0.96408,0.95342,26.9644,25.23629,1.27599,0.36389,6,0.02526,0.02427,0.37745,8.04179,11.89929
"15","2013_Q4",49.805625,"Down",1.7258e+10,-1.2133e+10,5.125e+09,-4.422e+09,-3.853e+09,-5.69e+08,7.03e+08,-1.64e+08,-1.64e+08,5.39e+08,5.39e+08,-1.98e+08,3.41e+08,3.41e+08,3.41e+08,3.41e+08,7.06e+08,7.06e+08,1.0376e+10,2.071e+09,2.071e+09,1.3153e+10,2.9082e+10,4.2991e+10,-1.3909e+10,4.138e+09,4.138e+09,3.322e+10,4.6373e+10,1.2429e+10,8.806e+09,3.623e+09,2.122e+09,1.4551e+10,1.2665e+10,3.001e+09,1.466e+09,1.535e+09,1.5666e+10,3.0217e+10,4.456e+09,1.2353e+10,-6.53e+08,1.6156e+10,1.6156e+10,4.6373e+10,3.41e+08,5.69e+08,1.67e+08,-4.33e+08,6.44e+08,-8.97e+08,3.8e+07,-9.58e+08,-2.71e+08,2.41e+08,3.2e+07,3.2e+07,0,2e+06,-3.12e+08,-3.12e+08,-3.12e+08,1.272e+09,1.4787e+10,1.4e+08,0.29696,0.04073,0.01976,0.02111,0.00735,0.41056,0.90392,1.87033,0.31887,0.54033,0.53499,27.3459,25.59975,0.22183,0.42941,6,0.01803,0.00412,0.79472,11.06997,20.02987
"16","2014_Q1",46.5185245901639,"Down",2.0198e+10,-1.4598e+10,5.6e+09,-3.673e+09,-3.325e+09,-3.48e+08,1.927e+09,-8.4e+07,-8.4e+07,1.843e+09,1.843e+09,-6e+08,1.243e+09,5.2e+08,5.2e+08,5.2e+08,6.7e+08,6.7e+08,8.278e+09,2.625e+09,1.832e+09,1.1573e+10,2.4017e+10,3.8083e+10,-1.4066e+10,8.963e+09,3.502e+09,3.298e+10,4.4553e+10,1.0945e+10,7.335e+09,3.61e+09,1.143e+09,1.2777e+10,1.1429e+10,4.116e+09,1.349e+09,1.471e+09,1.5545e+10,2.8322e+10,4.523e+09,1.2599e+10,-8.91e+08,1.6231e+10,1.6231e+10,4.4553e+10,1.243e+09,3.48e+08,1.26e+08,1.049e+09,1.767e+09,9.5e+08,1.9e+07,-5.82e+08,-2.72e+08,-1.007e+09,6.1e+07,6.1e+07,1.19209289550781e-07,-1.218e+09,-33000000.0000001,-33000000.0000001,-1.1e+07,2.275e+09,1.2572e+10,4.874e+09,0.27726,0.09541,0.02575,0.03204,0.01167,9.37308,0.90577,1.74493,0.28218,0.82226,0.81454,31.93865,25.66572,7.70715,0.43011,5,0.02406,0.14806,0.52308,5.23165,6.17644
"17","2014_Q2",46.5084126984127,"Down",1.6657e+10,-1.1748e+10,4.909e+09,-3.887e+09,-3.376e+09,-5.11e+08,1.022e+09,-1.52e+08,-1.52e+08,8.7e+08,8.7e+08,-2.99e+08,5.71e+08,4.18e+08,4.18e+08,4.18e+08,6.77e+08,6.77e+08,7.905e+09,2.441e+09,1.723e+09,1.1023e+10,2.4196e+10,3.7952e+10,-1.3756e+10,8.823e+09,3.218e+09,3.3019e+10,4.4042e+10,1.0145e+10,6.519e+09,3.626e+09,1.466e+09,1.204e+10,1.1391e+10,4.125e+09,1.3e+09,1.504e+09,1.5516e+10,2.7556e+10,4.565e+09,1.2743e+10,-8.22e+08,1.6486e+10,1.6486e+10,4.4042e+10,5.71e+08,5.11e+08,-3e+07,-2.37e+08,5.2e+08,-4.66e+08,1.8e+07,-5.38e+08,-2.72e+08,2.75e+08,2.6e+07,2.6e+07,0,2.9e+07,1.1e+07,1.1e+07,2e+07,1.533e+09,1.2857e+10,1.129e+09,0.29471,0.06136,0.02509,0.02535,0.00949,2.70096,0.91553,1.67148,0.29193,0.66003,0.65497,26.30191,26.0319,1.78273,0.4295,6,0.02062,0.03373,0.65072,7.94521,11.91781
"18","2014_Q3",48.28890625,"Up",1.6957e+10,-1.1798e+10,5.159e+09,-4.136e+09,-3.598e+09,-5.38e+08,1.023e+09,-4.33e+08,-4.33e+08,5.9e+08,5.9e+08,-1.99e+08,3.91e+08,2.35e+08,2.35e+08,2.35e+08,7.66e+08,7.66e+08,7.929e+09,2.859e+09,2.166e+09,1.1554e+10,2.3852e+10,3.8034e+10,-1.4182e+10,9.049e+09,3.344e+09,3.2901e+10,4.4455e+10,1.063e+10,6.986e+09,3.644e+09,2.94e+08,1.1336e+10,1.2625e+10,4.061e+09,1.233e+09,1.495e+09,1.6686e+10,2.8022e+10,4.614e+09,1.2611e+10,-7.92e+08,1.6433e+10,1.6433e+10,4.4455e+10,3.91e+08,5.38e+08,2.23e+08,-3.2e+07,9.94e+08,-3.71e+08,2.8e+07,-4.44e+08,-2.73e+08,-2.12e+08,2.9e+07,2.9e+07,7.45058059692383e-09,-4.56e+08,9.4e+07,9.4e+07,8.8e+07,1.561e+09,1.2919e+10,1.357e+09,0.30424,0.06033,0.01386,0.0143,0.00529,5.77447,1.01923,1.70523,0.29061,0.37096,0.36811,26.76717,25.94002,2.14207,0.43094,7,0.0152,0.04061,1.1617,7.78539,11.87977
"19","2014_Q4",54.26734375,"Up",1.7254e+10,-1.217e+10,5.084e+09,-4.18e+09,-3.645e+09,-5.35e+08,9.04e+08,-1.45e+08,-1.45e+08,7.59e+08,7.59e+08,-2.32e+08,5.27e+08,3.51e+08,3.51e+08,3.51e+08,7.18e+08,7.18e+08,9.957e+09,3.163e+09,2.355e+09,1.3838e+10,2.3596e+10,3.8237e+10,-1.4641e+10,9.027e+09,3.487e+09,3.2623e+10,4.6461e+10,1.2536e+10,8.839e+09,3.697e+09,4.83e+08,1.3525e+10,1.2623e+10,3.94e+09,1.195e+09,1.453e+09,1.6563e+10,3.0088e+10,4.665e+09,1.2631e+10,-9.23e+08,1.6373e+10,1.6373e+10,4.6461e+10,5.27e+08,5.35e+08,-9.3e+07,-3.05e+08,5.36e+08,-4.41e+08,4.2e+07,-4.34e+08,-3.29e+08,1.73e+08,3.3e+07,3.3e+07,0,-1.23e+08,-2.1e+07,-2.1e+07,-2.3e+07,1.439e+09,1.3106e+10,9.25e+08,0.29466,0.05239,0.02034,0.02144,0.00755,2.63533,1.02314,1.83766,0.28209,0.55363,0.54878,27.21451,25.82492,1.45899,0.51893,7,0.02035,0.02768,0.93732,8.60876,13.70354
"20","2015_Q1",62.5519672131148,"Up",2.175e+10,-1.5562e+10,6.188e+09,-4.602e+09,-4.057e+09,-5.45e+08,1.586e+09,-1.52e+08,-1.52e+08,1.434e+09,1.434e+09,-4.74e+08,9.6e+08,-2.64e+09,-2.64e+09,-2.64e+09,2.21e+09,2.21e+09,8.282e+09,3.132e+09,2.074e+09,1.3624e+10,2.34e+10,3.8493e+10,-1.5093e+10,4.148e+09,3.431e+09,2.7548e+10,4.1172e+10,1.1542e+10,7.759e+09,3.783e+09,9.1e+07,1.1736e+10,1.2634e+10,2.805e+09,1.16e+09,1.452e+09,1.5439e+10,2.7175e+10,4.952e+09,9.644e+09,-5.99e+08,1.3997e+10,1.3997e+10,4.1172e+10,9.6e+08,5.45e+08,3.03e+08,7.5e+08,2.415e+09,-4.13e+08,1.8e+07,-5.1e+08,-3.31e+08,-4.02e+08,2.59e+08,2.85e+08,-2.6e+07,-4.74e+08,1.431e+09,1.431e+09,1.43e+09,2.131e+09,1.2725e+10,2.942e+09,0.28451,0.07292,-0.12138,-0.18861,-0.06412,-1.11439,1.16087,1.94149,0.30907,-4.13793,-4.09811,34.09091,21.93887,4.61129,0.51881,5,-0.0782,0.09964,-0.12538,4.9343,6.62989
"21","2015_Q2",65.964126984127,"Up",1.7119e+10,-1.1911e+10,5.208e+09,-4.054e+09,-3.514e+09,-5.4e+08,1.154e+09,-1.55e+08,-1.55e+08,9.99e+08,9.99e+08,-3.48e+08,6.51e+08,6.35e+08,6.35e+08,6.35e+08,2.768e+09,2.768e+09,8.108e+09,2.18e+09,2.037e+09,1.3056e+10,2.3385e+10,3.8351e+10,-1.4966e+10,3.827e+09,3.363e+09,2.7212e+10,4.0268e+10,1.0473e+10,6.799e+09,3.674e+09,1.12e+08,1.0649e+10,1.2585e+10,2.86e+09,1.249e+09,1.404e+09,1.5445e+10,2.6094e+10,5.223e+09,9.441e+09,-4.9e+08,1.4174e+10,1.4174e+10,4.0268e+10,6.51e+08,5.4e+08,2.5e+07,-4.39e+08,1.611e+09,-3.46e+08,2.1e+07,-3.06e+08,-3.33e+08,-1.4e+07,-2.8e+08,2.06e+08,-4.86e+08,-7.47e+08,5.58e+08,5.58e+08,5.58e+08,1.694e+09,1.2697e+10,1.257e+09,0.30422,0.06741,0.03709,0.0448,0.01577,1.97953,1.22603,1.84098,0.31531,0.99079,0.98236,26.71088,22.11577,1.9613,0.51958,7,0.03256,0.04228,0.52441,5.86128,8.60399
"22","2015_Q3",65.49234375,"Down",1.7427e+10,-1.2051e+10,5.376e+09,-4.045e+09,-3.495e+09,-5.5e+08,1.331e+09,-1.5e+08,-1.5e+08,1.181e+09,1.181e+09,-4.08e+08,7.73e+08,7.53e+08,7.53e+08,7.53e+08,2.742e+09,2.742e+09,8.261e+09,2.237e+09,2.104e+09,1.324e+10,2.3033e+10,3.8485e+10,-1.5452e+10,3.92e+09,3.5e+09,2.6953e+10,4.0193e+10,1.0712e+10,6.944e+09,3.768e+09,8.41e+08,1.1613e+10,1.1817e+10,2.821e+09,1.192e+09,1.353e+09,1.4638e+10,2.6251e+10,5.324e+09,9.099e+09,-4.81e+08,1.3942e+10,1.3942e+10,4.0193e+10,7.73e+08,5.5e+08,1e+07,-70000000.0000002,1.252e+09,-3.51e+08,1.7e+07,-3.26e+08,-3.32e+08,-4e+07,-7e+08,6.5e+07,-7.65e+08,-9.52e+08,-26000000.0000001,-26000000.0000001,-2.6e+07,1.881e+09,1.2658e+10,1.868e+09,0.30849,0.07638,0.04321,0.05401,0.01873,2.48074,1.1401,1.88287,0.31493,1.18433,1.17473,27.40956,21.92828,2.93803,0.52218,7,0.03688,0.06349,0.4409,5.27166,7.45004
"23","2015_Q4",61.70921875,"Down",1.7613e+10,-1.244e+10,5.173e+09,-4.297e+09,-3.736e+09,-5.61e+08,8.76e+08,-1.5e+08,-1.5e+08,7.26e+08,7.26e+08,-2.5e+08,4.76e+08,5.49e+08,5.49e+08,5.49e+08,1.977e+09,1.977e+09,1.0374e+10,2.593e+09,2.194e+09,1.4944e+10,2.282e+10,3.8741e+10,-1.5921e+10,3.687e+09,3.593e+09,2.6507e+10,4.1451e+10,1.2772e+10,8.904e+09,3.868e+09,8.25e+08,1.3858e+10,1.1887e+10,2.45e+09,1.135e+09,1.279e+09,1.4337e+10,2.8195e+10,5.366e+09,8.359e+09,-4.69e+08,1.3256e+10,1.3256e+10,4.1451e+10,4.76e+08,5.61e+08,-2.5e+07,-1.7e+07,9.76e+08,-4.11e+08,-2.6e+07,-4.37e+08,-3.52e+08,-1.8e+07,-9.34e+08,1.1e+07,-9.45e+08,-1.304e+09,-7.65e+08,-7.65e+08,-7.65e+08,1.437e+09,1.2712e+10,1.259e+09,0.2937,0.04974,0.03117,0.04142,0.01324,2.29326,1.07837,2.12696,0.30668,0.88023,0.87309,28.23954,21.25381,2.0186,0.56437,7,0.03171,0.0443,0.64117,7.47042,12.25457
"24","2016_Q1",62.9560655737705,"Up",2.1626e+10,-1.5839e+10,5.787e+09,-4.238e+09,-3.92e+09,-3.18e+08,1.549e+09,-1.52e+08,-1.52e+08,1.397e+09,2.017e+09,-5.96e+08,1.421e+09,1.426e+09,1.426e+09,1.426e+09,4.046e+09,4.046e+09,8.601e+09,1.483e+09,1.161e+09,1.413e+10,2.26e+10,3.8846e+10,-1.6246e+10,3.532e+09,3.457e+09,2.6132e+10,4.0262e+10,1.1654e+10,7.418e+09,4.236e+09,8.15e+08,1.2622e+10,1.1945e+10,2.738e+09,8.23e+08,1.897e+09,1.4683e+10,2.7305e+10,5.398e+09,8.188e+09,-6.29e+08,1.2957e+10,1.2957e+10,4.0262e+10,1.421e+09,5.62e+08,-7.8e+08,1.016e+09,2.119e+09,-3.02e+08,1.2e+07,1.577e+09,-3.45e+08,-1.3e+07,-1.269e+09,1.8e+07,-1.287e+09,-1.627e+09,2.069e+09,2.069e+09,2.069e+09,2.111e+09,1.276e+10,3.421e+09,0.26759,0.07163,0.06594,0.11006,0.03542,2.39902,1.11947,2.10736,0.31692,2.33617,2.31719,35.42923,21.22706,5.60452,0.5652,7,0.06224,0.12022,0.24194,4.1279,5.62556
"25","2016_Q2",62.636875,"Down",1.6196e+10,-1.1185e+10,5.011e+09,-3.699e+09,-3.153e+09,-5.46e+08,1.312e+09,-4.15e+08,-4.15e+08,8.97e+08,8.97e+08,-2.83e+08,6.14e+08,6.32e+08,6.32e+08,6.32e+08,4.036e+09,4.036e+09,8.459e+09,1.453e+09,1.099e+09,1.3948e+10,2.2612e+10,3.8672e+10,-1.606e+10,3.348e+09,3.267e+09,2.596e+10,3.9908e+10,1.0224e+10,6.391e+09,3.833e+09,1.627e+09,1.2019e+10,1.2596e+10,2.748e+09,8.41e+08,1.889e+09,1.5344e+10,2.7363e+10,5.569e+09,7.593e+09,-6.17e+08,1.2545e+10,1.2545e+10,3.9908e+10,6.14e+08,5.46e+08,2.79e+08,-1.186e+09,2.47e+08,-2.82e+08,3e+06,-2.79e+08,-3.36e+08,1.116e+09,-7.58e+08,1.4e+08,-8.98e+08,2.2e+07,-1e+07,-1e+07,-1e+07,1.858e+09,1.4223e+10,6.73e+08,0.3094,0.08101,0.03902,0.05038,0.01584,1.06487,1.1605,2.18119,0.35639,1.05633,1.0467,27.07003,20.96774,1.12485,0.56159,5,0.0328,0.0228,0.53165,5.48278,7.76448
"26","2016_Q3",60.6640625,"Down",1.6168e+10,-1.1236e+10,4.932e+09,-3.684e+09,-3.249e+09,-4.35e+08,1.248e+09,-3.07e+08,-3.07e+08,9.41e+08,9.41e+08,-3.16e+08,6.25e+08,6.8e+08,6.8e+08,6.8e+08,1.48e+09,1.48e+09,8.631e+09,1.392e+09,1.309e+09,1.1503e+10,2.243e+10,3.894e+10,-1.651e+10,3.355e+09,3.338e+09,2.5785e+10,3.7288e+10,1.0355e+10,6.811e+09,3.544e+09,6.47e+08,1.1003e+10,1.2063e+10,2.645e+09,7.54e+08,1.872e+09,1.4708e+10,2.5711e+10,5.61e+09,6.579e+09,-6.12e+08,1.1577e+10,1.1577e+10,3.7288e+10,6.25e+08,5.7e+08,1.05e+08,-1.57e+08,1.241e+09,-3.88e+08,-2e+06,-3.9e+08,-3.3e+08,-1.748e+09,-1.329e+09,1.1e+07,-1.34e+09,-3.407e+09,-2.556e+09,-2.556e+09,-2.556e+09,1.818e+09,1.271e+10,1.589e+09,0.30505,0.07719,0.04206,0.05874,0.01824,2.33676,1.04544,2.22087,0.34086,1.16798,1.15883,27.77053,19.88492,2.7293,0.56682,5,0.0375,0.059,0.48529,6.17712,8.9984
"27","2016_Q4",61.7833333333333,"Up",1.6441e+10,-1.1536e+10,4.905e+09,-3.844e+09,-3.339e+09,-5.05e+08,1.061e+09,-1.42e+08,-1.42e+08,9.19e+08,9.19e+08,-3.11e+08,6.08e+08,6.08e+08,6.08e+08,6.08e+08,1.231e+09,1.231e+09,1.0057e+10,1.554e+09,1.492e+09,1.2842e+10,2.2364e+10,3.931e+10,-1.6946e+10,3.397e+09,3.38e+09,2.5761e+10,3.8603e+10,1.1912e+10,8.25e+09,3.662e+09,7.29e+08,1.2641e+10,1.2097e+10,2.796e+09,9.2e+08,1.857e+09,1.4893e+10,2.7534e+10,5.645e+09,6.031e+09,-6.07e+08,1.1069e+10,1.1069e+10,3.8603e+10,6.08e+08,5.7e+08,2.01e+08,-5e+06,1.393e+09,-4.91e+08,2.2e+07,-4.69e+08,-3.45e+08,7.3e+07,-7.81e+08,1.5e+07,-7.96e+08,-1.173e+09,-2.49e+08,-2.49e+08,-2.49e+08,1.631e+09,1.2826e+10,1.446e+09,0.29834,0.06453,0.03698,0.05493,0.01575,2.37829,1.0159,2.48749,0.33225,1.06648,1.05776,28.8388,19.41589,2.5364,0.60516,7,0.0357,0.05418,0.56743,7.10914,10.92837
"28","2017_Q1",53.5658064516129,"Down",2.1466e+10,-1.5188e+10,6.278e+09,-5.035e+09,-4.476e+09,-5.59e+08,1.243e+09,-3.9e+07,-1.27e+08,1.204e+09,1.204e+09,-3.85e+08,8.19e+08,8.14e+08,8.14e+08,8.14e+08,2.512e+09,2.512e+09,8.309e+09,1.169e+09,1.169e+09,1.199e+10,2.2007e+10,3.942e+10,-1.7413e+10,3.434e+09,3.434e+09,2.5441e+10,3.7431e+10,1.0989e+10,7.252e+09,3.737e+09,1.718e+09,1.2707e+10,1.1031e+10,2.74e+09,8.61e+08,1.879e+09,1.3771e+10,2.6478e+10,5.707e+09,5.884e+09,-6.38e+08,1.0953e+10,1.0953e+10,3.7431e+10,8.19e+08,6.32e+08,-2.1e+07,1.137e+09,2.563e+09,-3.4e+08,5e+06,-3.35e+08,-3.37e+08,-1.13e+08,-6.17e+08,5.5e+07,-6.72e+08,-9.47e+08,1.281e+09,1.281e+09,1.281e+09,1.875e+09,1.2749e+10,3.057e+09,0.29246,0.05791,0.03792,0.07432,0.02175,3.75553,0.94357,2.41742,0.3406,1.45409,1.44173,38.34584,19.56592,5.46088,0.602,7,0.04353,0.11561,0.414,5.45973,8.23572
"29","2017_Q2",47.5096825396825,"Down",1.6223e+10,-1.1199e+10,5.024e+09,-3.869e+09,-3.353e+09,-5.16e+08,1.155e+09,-1.25e+08,-1.4e+08,1.03e+09,1.03e+09,-3.55e+08,6.75e+08,6.78e+08,6.78e+08,6.78e+08,2.68e+09,2.68e+09,7.92e+09,1.116e+09,1.116e+09,1.1716e+10,2.1696e+10,3.8981e+10,-1.7285e+10,5.148e+09,5.148e+09,2.6844e+10,3.856e+10,1.051e+10,6.537e+09,3.973e+09,1.729e+09,1.2239e+10,1.0916e+10,4.426e+09,8.43e+08,3.583e+09,1.5342e+10,2.7581e+10,5.72e+09,5.885e+09,-6.26e+08,1.0979e+10,1.0979e+10,3.856e+10,6.75e+08,5.81e+08,-1e+06,2e+06,1.305e+09,-4.73e+08,-9e+06,-4.82e+08,-3.32e+08,-1e+07,-3.13e+08,4e+06,-3.17e+08,-6.55e+08,1.68e+08,1.68e+08,1.68e+08,1.736e+09,1.2645e+10,1.62e+09,0.30968,0.0712,0.04179,0.06175,0.01758,2.38938,0.95727,2.51216,0.32793,1.22737,1.22118,29.36821,19.87509,2.93266,0.60101,8,0.03601,0.05775,0.48968,5.74021,8.62771
"30","2017_Q3",49.2493650793651,"Up",1.6634e+10,-1.1419e+10,5.215e+09,-4.122e+09,-3.6e+09,-5.22e+08,1.093e+09,-1.17e+08,-1.32e+08,9.76e+08,9.76e+08,-3.06e+08,6.7e+08,6.71e+08,6.71e+08,6.71e+08,2.291e+09,2.291e+09,8.192e+09,1.114e+09,1.114e+09,1.1597e+10,2.1886e+10,3.9489e+10,-1.7603e+10,5.184e+09,5.184e+09,2.707e+10,3.8667e+10,1.1211e+10,7.584e+09,3.627e+09,1.365e+09,1.2576e+10,1.0706e+10,4.33e+09,7.57e+08,3.573e+09,1.5036e+10,2.7612e+10,5.753e+09,5.918e+09,-6.16e+08,1.1055e+10,1.1055e+10,3.8667e+10,6.7e+08,5.85e+08,4.8e+07,3.09e+08,1.621e+09,-7.08e+08,-7.1e+07,-7.79e+08,-3.31e+08,-6.07e+08,-2.93e+08,5e+06,-2.98e+08,-1.231e+09,-3.89e+08,-3.89e+08,-3.89e+08,1.678e+09,1.2071e+10,1.585e+09,0.31351,0.06571,0.04034,0.0607,0.01735,2.36215,0.92215,2.49769,0.31218,1.22155,1.2158,30.28218,20.12561,2.88549,0.60259,7,0.03649,0.05773,0.49329,5.82837,8.94785
"31","2017_Q4",53.6319047619048,"Up",1.6874e+10,-1.1712e+10,5.162e+09,-4.315e+09,-3.733e+09,-5.82e+08,8.47e+08,-2.35e+08,-2.49e+08,6.12e+08,6.12e+08,-1.37e+08,4.75e+08,4.78e+08,4.78e+08,4.78e+08,2.725e+09,2.725e+09,1.0517e+10,1.444e+09,1.444e+09,1.4686e+10,2.1991e+10,3.997e+10,-1.7979e+10,5.332e+09,5.332e+09,2.7323e+10,4.2009e+10,1.3861e+10,9.986e+09,3.875e+09,1.366e+09,1.5227e+10,1.109e+10,4.6e+09,9.15e+08,3.685e+09,1.569e+10,3.0917e+10,5.807e+09,5.895e+09,-6.1e+08,1.1092e+10,1.1092e+10,4.2009e+10,4.75e+08,6.43e+08,3.99e+08,3.4e+07,1.569e+09,-8.41e+08,1.8e+07,-8.23e+08,-3.38e+08,2.63e+08,1.3e+07,1.6e+07,-3e+06,-3.12e+08,4.34e+08,4.34e+08,4.34e+08,1.49e+09,1.2456e+10,8.2e+08,0.30591,0.0502,0.02833,0.04309,0.01138,1.71548,0.96447,2.78732,0.29651,0.87787,0.87242,30.9899,20.37098,1.50597,0.62075,7,0.02899,0.02913,0.70711,6.53087,11.48878
