"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",24.4588709677419,"Down",886991000,-442612000,444379000,-307832000,-291533000,136547000,-26924000,-26924000,109623000,109623000,-40136000,69487000,69487000,69487000,69487000,53974000,53974000,58715000,58715000,718995000,97701000,42186000,929385000,189746000,694370000,130797000,563573000,884116000,1813501000,424895000,266752000,644000,157499000,54966000,479861000,1456382000,79219000,56287000,22932000,1535601000,2015462000,530117000,-711871000,-20207000,-201961000,-201961000,1813501000,16299000,75323000,-33151000,58471000,-17204000,155641000,-197031000,2969000,-51534000,-10267000,-10267000,-569000,-10836000,152846000,1511348000,0.501,0.15394,0.07834,-0.34406,0.03832,1.93678,-9.97946,0.83339,0.3802,0.36887,4.85315,-1.10503,0.05004,9.53492,10.67306
"12","2013_Q1",27.1261666666667,"Up",882557000,-442320000,440237000,-322376000,-305470000,117861000,-25172000,-25172000,92689000,92689000,-27059000,65630000,65630000,65630000,65630000,240220000,240220000,59496000,59496000,735356000,128835000,42260000,1163907000,202661000,699232000,128437000,570795000,901893000,2065800000,475480000,262209000,13004000,200267000,1908000.00000001,477388000,1615322000,88175000,63943000,24232000,1703497000,2180885000,541809000,-646241000,-10653000,-115085000,-115085000,2065800000,16906000,-164457000,15508000,101021000,-25199000,105838000,4939999.99999997,4940000,110082000,185904000,185904000,342000,186246000,134767000,1617230000,0.49882,0.13354,0.07436,-0.57027,0.03177,2.43807,-18.95021,0.78286,0.36484,0.35526,4.9062,-0.63977,0.04127,10.21771,11.68334
"13","2013_Q2",30.215625,"Up",905441000,-461073000,444368000,-322497000,-305689000,121871000,-26725000,-26725000,95146000,95146000,-36163000,58983000,58983000,58983000,58983000,147997000,147997000,53869000,53869000,752427000,105764000,44364000,1060057000,212787000,697087000,126020000,571067000,909874000,1969931000,420696000,255252000,15214000,150230000,1950000,422646000,1614759000,89718000,65961000,23757000,1704477000,2127123000,438061000,-587258000,-7995000,-157192000,-157192000,1969931000,16808000,7876000,-40509000,43158000,-22949000,-530000,-115937000,5996000,-112643000,-92434000,-92434000,211000,-92223000,138679000,1616709000,0.49078,0.1346,0.06514,-0.37523,0.02994,2.50814,-13.53201,0.82069,0.33072,0.32163,5.07688,-0.88139,0.03807,10.59073,12.05137
"14","2013_Q3",28.03140625,"Down",898239000,-453785000,444454000,-316617000,-299370000,127837000,-26778000,-26778000,101059000,101059000,-36169000,64890000,64890000,64890000,64890000,62256000,62256000,56859000,56859000,752741000,116757000,40560000,988613000,216903000,686553000,121076000,565477000,903456000,1892069000,440737000,254286000,10587000,175864000,24475000,465212000,1613893000,93473000,69793000,23680000,1707366000,2172578000,261648000,-522368000,-19789000,-280509000,-280509000,1892069000,17247000,4035000,6836999.99999999,93009000,-20833000,22083000,-184156000,7260000,-157603000,-85427000,-85427000,-314000,-85741000,145084000,1638368000,0.49481,0.14232,0.07224,-0.23133,0.0343,2.12508,-7.74513,0.86591,0.37398,0.36435,5.17675,-1.61664,0.04471,10.86344,12.32908
"15","2013_Q4",27.3846875,"Down",912101000,-455018000,457083000,-314517000,-295719000,142566000,-27007000,-27007000,115559000,115559000,-43094000,72465000,72465000,72465000,72465000,53444000,53444000,59912000,59912000,780200000,116058000,39580000,1009614000,222355000,693878000,127376000,566502000,916233000,1925847000,428646000,272411000,5838000,150397000,77513000,506159000,1613248000,100823000,76064000,24759000,1714071000,2220230000,179465000,-449903000,-23945000,-294383000,-294383000,1925847000,18798000,7066000,-37369000,60960000,-36839000,52523000,-88382000,5466000,-32837000,-8716000,-8716000,-96000,-8812000,161364000,1690761000,0.50113,0.15631,0.07945,-0.24616,0.03763,1.99466,-7.54198,0.87793,0.42949,0.41803,5.40588,-1.74476,0.0484,10.14673,11.48462
"16","2014_Q1",28.5024590163934,"Up",906435000,-457077000,449358000,-321270000,-301931000,128088000,-27185000,-27185000,100903000,100903000,-36090000,64813000,64813000,64813000,64813000,47115000,47115000,57049000,57049000,808313000,103340000,70854000,1015817000,229540000,704729000,130097000,574632000,934269000,1950086000,464635000,273456000,6417000,184762000,78018000,542653000,1612685000,98227000,73941000,24286000,1710912000,2253565000,92666000,-385090000,-9818000,-303479000,-303479000,1950086000,19339000,-802000,29977000,113327000,-26356000,-27000,-95736000,6771000,-93692000,-6721000,-6721000,392000,-6328999.99999999,147427000,1690703000,0.49574,0.14131,0.0715,-0.21357,0.03324,1.87195,-7.42577,0.86699,0.3901,0.3817,5.45572,-1.8266,0.04363,11.14849,12.83171
"17","2014_Q2",25.8155555555556,"Down",940464000,-479938000,460526000,-338733000,-319478000,121793000,-28489000,-28489000,93304000,93304000,-35309000,57995000,57995000,57995000,57995000,157924000,157924000,52716000,52716000,814174000,101823000,69312000,1126637000,228182000,705314000,127353000,577961000,933496000,2060133000,435291000,247890000,32682000,154719000,1868000,437159000,1812397000,101756000,73867000,27889000,1914153000,2351312000,43167000,-327095000,-7251000,-291179000,-291179000,2060133000,19255000,5895000,-23041000,60104000,-13375000,123694000,-58864000,7319000,63927000,110656000,110656000,153000,110809000,141048000,1814265000,0.48968,0.1295,0.06167,-0.19917,0.02815,2.57718,-8.07514,0.88065,0.35449,0.34571,5.74845,-1.77979,0.03569,11.7431,13.59964
"18","2014_Q3",26.5140625,"Up",919471000,-463075000,456396000,-332308000,-312813000,124088000,-29258000,-29258000,94830000,94830000,-36338000,58492000,58492000,58492000,58492000,202451000,202451000,49830000,49830000,819752000,105996000,73536000,1178029000,229188000,698808000,123542000,575266000,927996000,2106025000,460605000,265856000,7215000,187534000,1610000,462215000,1811900000,100737000,73591000,27146000,1912637000,2374852000,10447000,-268603000,-9966000,-268827000,-268827000,2106025000,19495000,-4739000,25548000,98796000,-16968000,-524000.00000003,-45391000,14070000,-37223000,44605000,44605000,-78000,44527000,143583000,1813510000,0.49637,0.13496,0.06361,-0.21758,0.02777,2.54866,-8.83413,0.86111,0.35985,0.35339,5.65665,-1.65384,0.03555,11.2204,12.9832
"19","2014_Q4",29.71578125,"Up",949275000,-473565000,475710000,-340714000,-320725000,134996000,-29308000,-29308000,105688000,105688000,-37932000,67756000,67756000,67756000,67756000,46329000,46329000,54199000,54199000,839845000,109421000,77023000,1049794000,233366000,700452000,121507000,578945000,933818000,1983612000,422622000,254894000,7737000,159991000,10336000,432958000,1811379000,102069000,73531000,28538000,1913448000,2346406000,1554000,-361242000,-3106000,-362794000,-362794000,1983612000,19989000,6919000,-60101000,34563000,-24198000,8467000,-175618000,465000,-166625000,-156260000,-156260000,138000,-156122000,154985000,1821715000,0.50113,0.14221,0.07138,-0.18676,0.03416,2.4247,-6.4676,0.91838,0.42627,0.41595,5.97216,-2.28244,0.04341,11.45521,13.1514
"20","2015_Q1",32.3008196721311,"Up",944288000,-476748000,467540000,-341421000,-320497000,126119000,-29262000,-29262000,96857000,96857000,-35107000,61750000,61750000,61750000,61750000,106575000,106575000,51797000,51797000,828429000,117348000,85698000,1104149000,238111000,662059000,114744000,547315000,900170000,2004319000,462563000,259463000,4331000,198769000,974000,463537000,1785013000,102822000,74974000,27848000,1887835000,2351372000,1547000,-320052000,-28548000,-347053000,-347053000,2004319000,20924000,2684000,37151000,122509000,-27213000,-9493000,-26755000,4809000,-33813000,61483000,61483000,-1237000,60246000,147043000,1785987000,0.49512,0.13356,0.06539,-0.17793,0.03081,2.38201,-6.77525,0.89107,0.39934,0.39204,6.10668,-2.24438,0.04005,11.42123,13.31609
"21","2015_Q2",31.7438095238095,"Down",964468000,-490699000,473769000,-357533000,-336954000,116236000,-29241000,-29241000,86995000,86995000,-32086000,54909000,54909000,54909000,54909000,190681000,190681000,46916000,46916000,837822000,108349000,76603000,1183768000,236678000,676588000,109589000,566999000,913266000,2097034000,429127000,264773000,3724000,160630000,888000,430015000,1810104000,112471000,83568000,28903000,1922575000,2352590000,1578000,-211285000,-45849000,-255556000,-255556000,2097034000,20579000,8000,-18460000,57036000,-18800000,-258000,29903000,37156000,46688000,84924000,84924000,-818000,84106000,136815000,1810992000,0.49122,0.12052,0.05693,-0.21486,0.02618,2.75285,-9.20577,0.8636,0.35175,0.34633,6.17837,-1.63709,0.03292,11.84308,13.93984
"22","2015_Q3",27.6746875,"Down",937754000,-470302000,467452000,-338444000,-317456000,129008000,-29228000,-29228000,99780000,99780000,-38245000,61535000,61535000,61535000,61535000,246027000,246027000,46064000,46064000,838117000,111195000,79424000,1241403000,233761000,659689000,104208000,555481000,893450000,2134853000,473731000,280750000,3495000,189486000,773000,474504000,1809383000,111970000,83999000,27971000,1921353000,2395857000,1571000,-186868000,-75707000,-261004000,-261004000,2134853000,20988000,-997000,35890000,117416000,-20565000,-155000,-45662000,14609000,-40293000,56558000,56558000,-1212000,55346000,149996000,1810156000,0.49848,0.13757,0.06562,-0.23576,0.02882,2.61621,-9.17939,0.84791,0.39072,0.38666,5.95437,-1.65727,0.03704,10.4278,12.12428
"23","2015_Q4",25.103125,"Down",967890000,-486571000,481319000,-350470000,-327869000,130849000,-29221000,-29221000,101628000,101628000,-39165000,62463000,62463000,62463000,62463000,239145000,239145000,50401000,50401000,874526000,114656000,82978000,1278728000,249733000,661134000,102961000,558173000,910867000,2189595000,458382000,285390000,3691000,169301000,759000,459141000,1809043000,111575000,82128000,29447000,1920618000,2379759000,1570000,-126948000,-63892000,-190164000,-190164000,2189595000,22601000,1156000,-53761000,32459000,-34049000,-223000,-5898000,862000,-5479000,-7069000,-7069000,187000,-6882000,153450000,1809802000,0.49729,0.13519,0.06454,-0.32847,0.02853,2.78504,-12.51425,0.82655,0.39758,0.39301,6.16063,-1.2104,0.03608,10.23563,12.00358
"24","2016_Q1",29.677868852459,"Up",964231000,-488920000,475311000,-356078000,-330855000,119233000,-29152000,-29152000,90081000,90081000,-33901000,56180000,56180000,56180000,56180000,140038000,140038000,48602000,48602000,885214000,113248000,79539000,1187102000,270847000,636402000,98848000,537554000,907249000,2094351000,490944000,275917000,6310000,208717000,755000,491699000,1786839000,113634000,85900000,27734000,1900473000,2392172000,1515000,-218670000,-77705000,-297821000,-297821000,2094351000,25223000,8007000,4466000,93876000,-39404000,-194999.999999999,-151551000,1724000,-152871000,-98399000,-98399000,-708000,-99107000,144456000,1787594000,0.49294,0.12366,0.05826,-0.18864,0.02682,2.41429,-8.03225,0.85353,0.36313,0.35949,6.23255,-1.92504,0.03504,11.40524,13.81795
"25","2016_Q2",29.89515625,"Up",998032000,-503983000,494049000,-363114000,-339728000,130935000,-63943000,-63943000,66992000,66992000,-24749000,42243000,42243000,42243000,42243000,67447000,67447000,44376000,44376000,912419000,105740000,72162000,1129982000,281278000,631866000,97496000,534370000,913144000,2043126000,454310000,280140000,10278000,163892000,727000,455037000,1782105000,127650000,98928000,28722000,1909755000,2364792000,1492000,-235232000,-87926000,-321666000,-321666000,2043126000,23386000,50287000,-46787000,69129000,-42825000,-25971000,-59651000,2716000,-98236000,-71932000,-71932000,-659000,-72591000,154321000,1782832000,0.49502,0.13119,0.04233,-0.13133,0.02068,2.48327,-7.3517,0.8726,0.28015,0.27714,6.61886,-2.13326,0.02659,11.11569,13.10104
"26","2016_Q3",28.0115625,"Down",980067000,-492593000,487474000,-365016000,-341311000,122458000,-26971000,-26971000,95487000,95487000,-35328000,60159000,60159000,60159000,60159000,88548000,88548000,46409000,46409000,901249000,108187000,74415000,1144393000,293445000,631512000,93777000,537735000,924957000,2069350000,500260000,287040000,4622000,208598000,749000,501009000,1782530000,127243000,101771000,25472000,1909773000,2410782000,1458000,-263113000,-79777000,-341432000,-341432000,2069350000,23705000,5272999.99999999,53942000,143079000,-31335000,-183000,-91985000,8015000,-91273000,20471000,20471000,630000,21101000,146163000,1783279000,0.49739,0.12495,0.06138,-0.1762,0.02907,2.28418,-7.0608,0.86176,0.41073,0.40571,6.69125,-2.33107,0.03834,11.5948,13.83928
"27","2016_Q4",26.3822222222222,"Down",998161000,-499185000,498976000,-364891000,-339458000,134085000,-26703000,-26703000,107382000,107382000,-39463000,67919000,67919000,67919000,67919000,90997000,90997000,48925000,48925000,909255000,109968000,76179000,1159145000,307823000,624128000,88930000,535198000,931951000,2091096000,467871000,280224000,2956000,184691000,721000,468592000,1782883000,122526000,100671000,21855000,1905409000,2374001000,1460000,-190469000,-93896000,-282905000,-282905000,2091096000,25433000,1705000,-58452000,36605000,-36360000,-192000,2341000,2341000,2416000,2661000,2661000,-212000,2449000,159518000,1783604000,0.4999,0.13433,0.06804,-0.24008,0.03248,2.47368,-8.39151,0.85295,0.4653,0.45978,6.83826,-1.93814,0.04184,10.61076,12.62339
"28","2017_Q1",22.885,"Down",976358000,-492917000,483441000,-372622000,-445146000,110819000,-26620000,-26620000,84199000,84199000,-31578000,52621000,52621000,52621000,52621000,86622000,86622000,46942000,46942000,907337000,131926000,91902000,1172827000,319558000,639678000,92963000,546715000,959236000,2132063000,487949000,271376000,1989000,214584000,716000,488665000,1783294000,136270000,114656000,21614000,1919564000,2408229000,1446000,-177561000,-100051000,-276166000,-276166000,2132063000,27133000,13821000,11724000,105299000,-64310000,-190999.999999999,-43557000,3148000,-45044000,-4055000,-4055000,-320000,-4375000,137952000,1784010000,0.49515,0.1135,0.0539,-0.19054,0.02468,2.40006,-8.72022,0.83675,0.36167,0.35849,6.71069,-1.89814,0.03201,12.30419,15.31676
"29","2017_Q2",19.2804761904762,"Down",999609000,-507901000,491708000,-374251000,-374251000,117457000,-26799000,-26799000,90658000,90658000,-34832000,55826000,55826000,55826000,55826000,94410000,94410000,43755000,43755000,907833000,116923000,76933000,1162921000,318260000,628678000,87639000,541039000,946938000,2109859000,474819000,279635000,14325000,180859000,678000,475497000,1783609000,139729000,118753000,20976000,1923338000,2398835000,1427000,-171684000,-118719000,-288976000,-288976000,2109859000,26839000,7603000,-474000,89794000,-28008000,-174000,-52903000,14280000,-53077000,8709000,8709000,-921000,7788000,144296000,1784287000,0.4919,0.1175,0.05585,-0.19319,0.02646,2.4457,-8.30116,0.84569,0.38868,0.38538,6.95956,-2.01193,0.03414,11.71118,14.3872
"30","2017_Q3",19.6580952380952,"Up",966471000,-478365000,488106000,-369068000,-369068000,119038000,-26847000,-26847000,92191000,92191000,-35199000,56992000,56992000,56992000,56992000,49119000,49119000,44801000,44801000,917291000,115326000,75429000,1126537000,316790000,627460000,84874000,542586000,944250000,2070787000,462790000,272283000,3099000,187408000,6194000,468984000,1784026000,138368000,120530000,17838000,1922394000,2391378000,1386000,-211284000,-110693000,-320591000,-320591000,2070787000,27877000,4507000,-19763000,69613000,-21312000,5330000,-99558000,2403000,-94228000,-45927000,-45927000,636000,-45291000,146915000,1790220000,0.50504,0.12317,0.05897,-0.17777,0.02752,2.40208,-7.45928,0.86451,0.4054,0.40353,6.87474,-2.28044,0.03544,11.85108,14.62643
"31","2017_Q4",17.3312698412698,"Down",998042000,-495403000,502639000,-372301000,-372301000,130338000,-26970000,-26970000,103368000,103368000,-36829000,66539000,66539000,66539000,66539000,54100000,54100000,46994000,46994000,947623000,131523000,91397000,1180240000,310176000,630063000,83305000,546758000,940239000,2120479000,459775000,291878000,1413000,166484000,82246000,542021000,1784480000,146254000,127242000,19012000,1930734000,2472755000,1325000,-260594000,-93007000,-352276000,-352276000,2120479000,29256000,10169000,-42524000,63440000,-17209000,75825000,-117593000,258000,-41768000,4463000,4463000,518000,4981000,159594000,1866726000,0.50363,0.13059,0.06667,-0.18888,0.03138,2.17748,-7.01937,0.88033,0.49124,0.48995,7.36834,-2.60078,0.04007,11.35773,13.90712
"32","2018_Q1",17.1467213114754,"Down",974195000,-491753000,482442000,-370678000,-370678000,111764000,-52283000,-52283000,59481000,59481000,-23762000,35719000,35719000,35719000,35719000,63759000,63759000,46986000,46986000,930855000,100478000,100478000,1142078000,313717000,643212000,80305000,562907000,956929000,2099007000,476512000,307752000,2233000,166527000,96082000,572594000,1771853000,118176000,98036000,20140000,1890029000,2462623000,1296000,-283076000,-81836000,-363616000,-363616000,2099007000,28351000,42059000,14310000,120439000,-23096000,-20374000,-59480000,398000,-88230000,9113000,9113000,546000,9658999.99999999,140115000,1867935000,0.49522,0.11472,0.03667,-0.09823,0.01702,1.99457,-6.77259,0.88991,0.27378,0.27308,7.46693,-2.78701,0.02201,12.87639,16.14273
"33","2018_Q2",15.901875,"Down",994964000,-508335000,486629000,-376496000,-376496000,110133000,-24016000,-24016000,86117000,86117000,-2853000,83264000,83264000,83264000,83264000,79312000,79312000,49580000,49580000,941146000,93637000,93637000,1163675000,306421000,643225000,77740000,565485000,949646000,2113321000,485102000,306270000,12331000,166501000,104900000,590002000,1771299000,94655000,63508000,31147000,1865954000,2455956000,1258000,-260999000,-82894000,-342635000,-342635000,2113321000,27090000,-27318000,21168000,104204000,-31674000,7438000,-64337000,275000,-56899000,15631000,15631000,-78000,15553000,137223000,1876199000,0.48909,0.11069,0.08369,-0.24301,0.0394,1.97232,-7.16785,0.8878,0.6516,0.64724,7.7863,-2.68136,0.05114,13.09465,16.31561
