"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","commissions_fees_earned","net_otti_losses_recognised_in_earnings","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","short_long_term_investments","trading_securities","investment_securities_available_for_sale","investment_securities_held_to_maturity","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","intangible_assets","goodwill","customer_acceptances_liabilities","other_assets","total_assets","total_deposits","demand_deposits","interest_bearing_deposits","short_term_debt","long_term_debt","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","other_adjustments_2","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",19.5820967741935,"Up",3.675e+09,7.49e+08,8.77e+08,-1.28e+08,2.926e+09,1.248e+09,2.2e+07,1.609e+09,5e+06,3.68e+09,-2.679e+09,-2.92e+08,-2.387e+09,1.001e+09,1.001e+09,9.75e+08,-2.25e+08,7.5e+08,7.5e+08,-2.5e+07,7.25e+08,7.2e+08,4.991e+09,1.19449e+11,1.23861e+11,2.0011e+10,9.5148e+10,8.702e+09,4.555e+10,-3.39e+08,4.5889e+10,1.69e+09,4.882e+09,1.7984e+10,5.45e+08,2.0992e+10,3.39944e+11,2.22949e+11,7.879e+10,1.44159e+11,3.15e+10,1.9516e+10,2.884e+10,3.02805e+11,2.3442e+10,1.3e+07,2.3429e+10,-1.942e+09,1.4153e+10,-4.71e+08,3.6218e+10,9.21e+08,3.7139e+10,3.39944e+11,7.25e+08,7.5e+08,-2.5e+07,3.13e+08,-5e+06,1.66e+08,-3e+08,8.99e+08,-1.77e+08,-6.178e+09,1.531e+09,2.42e+08,-4.582e+09,-1.6e+08,2.708e+09,2.56e+08,9.54e+08,3.67e+08,4.125e+09,4.42e+08,4.42e+08,2.7e+07,4.69e+08,1.314e+09,5.1016e+10,1.062e+09,0.27238,0.19592,0.01939,0.00212,1.475,8.15329,0.15007,0.61556,0.61466,3.1419,30.07847,0.90795,0.13679,0.00259,0.00312,0.22222,35.02664,45.97902
"12","2013_Q1",22.2865,"Up",3.672e+09,7.25e+08,8.43e+08,-1.18e+08,2.947e+09,1.286e+09,5e+07,1.569e+09,6.1e+07,3.733e+09,-2.779e+09,-3.22e+08,-2.457e+09,9.54e+08,9.54e+08,9.08e+08,-2.7e+08,6.38e+08,6.38e+08,-1.1e+07,6.27e+08,6.14e+08,4.727e+09,1.40613e+11,1.21163e+11,2.0339e+10,9.2619e+10,8.205e+09,4.6363e+10,-2.66e+08,4.6629e+10,1.659e+09,4.809e+09,1.8075e+10,5.93e+08,2.0988e+10,3.5899e+11,2.46095e+11,9.3019e+10,1.53076e+11,2.6093e+10,1.853e+10,3.083e+10,3.21548e+11,2.3498e+10,1.3e+07,2.3485e+10,-2.114e+09,1.4622e+10,-6.43e+08,3.6431e+10,1.011e+09,3.7442e+10,3.5899e+11,6.27e+08,6.38e+08,-1.1e+07,3.35e+08,-6.1e+07,-1.32e+08,-4.13e+08,3.56e+08,-1.98e+08,-1.3926e+10,-4.14e+09,-7.48e+08,-1.9012e+10,-1.67e+08,-6.644e+09,-1.03e+08,2.2899e+10,2.397e+09,1.8382e+10,-2.74e+08,-2.74e+08,1e+07,-2.64e+08,1.289e+09,4.4623e+10,9.48e+08,0.2598,0.16721,0.0164,0.00171,1.54397,8.5879,0.1243,0.52886,0.52759,3.16283,30.45948,0.81655,0.14384,0.00218,0.00264,0.27199,30.95112,41.81971
"13","2013_Q2",23.35125,"Up",3.629e+09,7.19e+08,8.15e+08,-9.6e+07,2.91e+09,1.287e+09,4.8e+07,1.525e+09,2.4e+07,3.653e+09,-2.789e+09,-2.95e+08,-2.494e+09,8.64e+08,8.64e+08,8.25e+08,-1.062e+09,-2.37e+08,-2.37e+08,-1.6e+07,-2.53e+08,-2.66e+08,4.44e+09,1.26017e+11,1.29181e+11,2.2625e+10,9.4878e+10,1.1678e+10,4.8987e+10,-2.37e+08,4.9224e+10,1.624e+09,4.696e+09,1.792e+10,5.37e+08,2.254e+10,3.55942e+11,2.39672e+11,8.0915e+10,1.58757e+11,2.7355e+10,1.9854e+10,3.2387e+10,3.19268e+11,2.3701e+10,1.3e+07,2.3688e+10,-2.366e+09,1.4202e+10,-9.15e+08,3.569e+10,9.84e+08,3.6674e+10,3.55942e+11,-2.53e+08,-2.37e+08,-1.6e+07,3.33e+08,-2.4e+07,9.3e+07,-2.893e+09,-2.744e+09,-1.26e+08,7.638e+09,2.22e+08,-4.73e+08,7.261e+09,-1.66e+08,1.792e+09,-1.35e+08,-5.08e+09,-1.166e+09,-4.755e+09,-2.38e+08,-2.38e+08,-4.9e+07,-2.87e+08,1.197e+09,4.7209e+10,-7.6e+08,0.23808,-0.0733,-0.00725,-0.00075,2.85714,8.70557,0.13263,-0.22954,-0.22954,3.13164,29.87697,-0.65584,0.14325,-0.00028,-0.00214,-0.62406,35.73016,49.50116
"14","2013_Q3",25.06328125,"Up",4.025e+09,7.57e+08,8.36e+08,-7.9e+07,3.268e+09,1.376e+09,3.2e+07,1.795e+09,1.9e+07,4.044e+09,-2.809e+09,-3.17e+08,-2.492e+09,1.235e+09,1.235e+09,1.222e+09,-3.39e+08,8.83e+08,8.83e+08,-4e+07,8.43e+08,8.31e+08,6.94e+09,1.29273e+11,1.27029e+11,2.1674e+10,9.157e+10,1.3785e+10,5.0095e+10,-2.12e+08,5.0307e+10,1.595e+09,4.588e+09,1.7919e+10,6.14e+08,2.2452e+10,3.60505e+11,2.44882e+11,8.2948e+10,1.61934e+11,3.0835e+10,1.8481e+10,2.9376e+10,3.23574e+11,2.3809e+10,1.3e+07,2.3796e+10,-2.697e+09,1.4859e+10,-1.651e+09,3.5882e+10,1.049e+09,3.6931e+10,3.60505e+11,8.43e+08,8.83e+08,-4e+07,3.73e+08,-1.9e+07,-2.3e+08,8.18e+08,1.785e+09,-1.32e+08,-2.233e+09,-4.645e+09,-8.83e+08,-7.893e+09,-1.89e+08,3.219e+09,1.94e+08,5.244e+09,2.18e+08,8.686e+09,2.578e+09,2.578e+09,-7.8e+07,2.5e+09,1.608e+09,4.9316e+10,2.633e+09,0.30683,0.20646,0.0225,0.00231,3.16847,8.76158,0.1368,0.72101,0.71887,3.49227,29.77758,2.28451,0.16398,0.00283,0.0073,0.22744,26.35323,34.31255
"15","2013_Q4",26.7340625,"Up",3.783e+09,7.72e+08,8.55e+08,-8.3e+07,3.011e+09,1.296e+09,2.2e+07,1.661e+09,-2e+06,3.781e+09,-2.763e+09,-2.96e+08,-2.467e+09,1.018e+09,1.018e+09,1.002e+09,-1.9e+07,9.83e+08,9.83e+08,-8e+06,9.75e+08,9.62e+08,7.304e+09,1.461e+11,1.20283e+11,2.2826e+10,7.7099e+10,2.0358e+10,4.9932e+10,-2.06e+08,5.0138e+10,1.569e+09,4.527e+09,1.8025e+10,5.45e+08,2.3667e+10,3.71952e+11,2.5556e+11,8.7303e+10,1.68257e+11,3.099e+10,1.8889e+10,2.853e+10,3.33969e+11,2.3916e+10,1.3e+07,2.3903e+10,-2.819e+09,1.5639e+10,-1.339e+09,3.6959e+10,1.024e+09,3.7983e+10,3.71952e+11,9.75e+08,9.83e+08,-8e+06,3.45e+08,2e+06,3.18e+08,-7.36e+08,9.04e+08,-1.14e+08,-1.1183e+10,2.34e+09,9.68e+08,-7.905e+09,-1.88e+08,-9.61e+08,-8e+07,8.577e+09,-3.5e+07,7.313e+09,3.12e+08,3.12e+08,5.2e+07,3.64e+08,1.363e+09,4.9879e+10,5.32e+08,0.2691,0.2543,0.02533,0.00259,0.55301,8.79259,0.1341,0.83745,0.83458,3.29322,30.81419,0.46312,0.16366,0.00309,0.00143,0.19543,31.23624,41.8222
"16","2014_Q1",27.2398360655738,"Up",3.611e+09,7.61e+08,8.46e+08,-8.5e+07,2.85e+09,1.374e+09,3.9e+07,1.401e+09,-6e+06,3.605e+09,-2.875e+09,-3.44e+08,-2.531e+09,7.3e+08,7.3e+08,7.28e+08,-1.72e+08,5.56e+08,5.56e+08,-1.7e+07,5.39e+08,5.13e+08,6.46e+09,1.4882e+11,1.21547e+11,2.2495e+10,7.9309e+10,1.9743e+10,5.1447e+10,-2.1e+08,5.1657e+10,1.655e+09,4.452e+09,1.8073e+10,6.21e+08,2.1235e+10,3.7431e+11,2.61129e+11,9.5475e+10,1.65654e+11,2.6774e+10,1.9864e+10,2.8009e+10,3.35776e+11,2.4015e+10,1.3e+07,2.4002e+10,-3.14e+09,1.5976e+10,-8.92e+08,3.7521e+10,1.013e+09,3.8534e+10,3.7431e+11,5.39e+08,5.56e+08,-1.7e+07,3.38e+08,6e+06,1.3e+08,-1.6e+09,-5.87e+08,-2.37e+08,-9.258e+09,5.194e+09,-3.62e+08,-4.663e+09,-2.01e+08,-8.86e+08,-2.23e+08,5.219e+09,4.68e+08,4.377e+09,-8.73e+08,-8.73e+08,2.9e+07,-8.44e+08,1.068e+09,4.6638e+10,-5.97e+08,0.20216,0.14207,0.01331,0.00137,-1.16374,8.71376,0.1246,0.44895,0.44598,3.16015,31.46933,-0.52246,0.1759,0.00191,-0.00159,0.39181,37.61985,55.03836
"17","2014_Q2",28.6863492063492,"Up",3.647e+09,7.28e+08,8.12e+08,-8.4e+07,2.919e+09,1.304e+09,2.2e+07,1.557e+09,1.8e+07,3.665e+09,-2.751e+09,-3.12e+08,-2.439e+09,9.14e+08,9.14e+08,9.26e+08,-2.32e+08,6.94e+08,6.94e+08,-2e+07,6.74e+08,6.61e+08,6.092e+09,1.3762e+11,1.20534e+11,2.1092e+10,8.0216e+10,1.9226e+10,5.3838e+10,-1.98e+08,5.4036e+10,1.613e+09,4.38e+09,1.81e+10,5.33e+08,2.5531e+10,3.68241e+11,2.52227e+11,8.9051e+10,1.63176e+11,2.6504e+10,2.0616e+10,2.9925e+10,3.29272e+11,2.4189e+10,1.3e+07,2.4176e+10,-3.515e+09,1.6439e+10,-6.89e+08,3.7986e+10,9.83e+08,3.8969e+10,3.68241e+11,6.74e+08,6.94e+08,-2e+07,3.33e+08,-1.8e+07,-9.1e+07,-1.953e+09,-1.055e+09,-2.01e+08,2.0885e+10,-1.303e+10,-2.53e+08,7.401e+09,-1.86e+08,1.601e+09,-3.18e+08,-8.91e+09,1.096e+09,-6.717e+09,-3.71e+08,-3.71e+08,3e+06,-3.68e+08,1.247e+09,4.712e+10,-6.75e+08,0.25062,0.18124,0.01696,0.0018,-1.02118,8.44959,0.12796,0.58051,0.57754,3.20293,31.9889,-0.59281,0.16335,0.0023,-0.00183,0.28139,32.90136,44.8884
"18","2014_Q3",32.37453125,"Up",3.745e+09,7.19e+08,8.11e+08,-9.2e+07,3.026e+09,1.339e+09,1.8e+07,1.623e+09,1.2e+07,3.757e+09,-2.824e+09,-3.14e+08,-2.51e+09,9.33e+08,9.33e+08,8.11e+08,-2.17e+08,5.94e+08,5.94e+08,-1.7e+07,5.77e+08,5.54e+08,6.173e+09,1.62178e+11,1.25048e+11,2.0258e+10,8.5688e+10,1.9102e+10,5.9061e+10,-1.87e+08,5.9248e+10,1.59e+09,4.314e+09,1.8196e+10,6.24e+08,2.3556e+10,4.0074e+11,2.82439e+11,1.0957e+11,1.72869e+11,2.6295e+10,2.0327e+10,3.2205e+10,3.61266e+11,2.4316e+10,1.3e+07,2.4303e+10,-3.946e+09,1.6796e+10,-4.02e+08,3.8326e+10,1.148e+09,3.9474e+10,4.0074e+11,5.77e+08,5.94e+08,-1.7e+07,3.13e+08,-1.2e+07,-7.8e+07,2.64e+09,3.44e+09,-1.79e+08,-2.6868e+10,-6.768e+09,32000000.0000001,-3.3719e+10,-2.2e+08,2.45e+08,-3.39e+08,3.0148e+10,5.18e+08,3.0352e+10,72999999.9999999,72999999.9999999,7999999.99999999,8.1e+07,1.246e+09,4.6622e+10,3.924e+09,0.24913,0.14793,0.01403,0.00138,7.08303,9.152,0.11634,0.48873,0.48605,3.30376,32.43245,3.46167,0.19408,0.00193,0.00979,0.39711,32.46308,43.3537
"19","2014_Q4",32.72890625,"Up",4.611e+09,7.21e+08,8.09e+08,-8.8e+07,3.89e+09,1.371e+09,2e+07,2.46e+09,1.9e+07,4.63e+09,-2.748e+09,-3.23e+08,-2.425e+09,1.882e+09,1.882e+09,1.662e+09,-5.56e+08,1.106e+09,1.106e+09,-2.3e+07,1.083e+09,1.07e+09,6.41e+09,1.40033e+11,1.36132e+11,2.0436e+10,9.5559e+10,2.0137e+10,5.7336e+10,-1.91e+08,5.7527e+10,1.351e+09,4.215e+09,1.7992e+10,5.65e+08,2.2262e+10,3.86296e+11,2.64896e+11,1.01105e+11,1.63791e+11,2.5551e+10,2.1583e+10,3.4668e+10,3.46698e+11,2.4512e+10,1.3e+07,2.4499e+10,-4.377e+09,1.767e+10,-9.16e+08,3.8451e+10,1.147e+09,3.9598e+10,3.86296e+11,1.083e+09,1.106e+09,-2.3e+07,3.3e+08,-1.9e+07,-4.43e+08,-3.8e+07,9.13e+08,3.7e+08,1.057e+09,1.0733e+10,3.499e+09,1.5659e+10,-2.09e+08,1.37e+08,-2.84e+08,-1.8796e+10,2.928e+09,-1.6224e+10,3.48e+08,3.48e+08,-1.11e+08,2.37e+08,2.212e+09,4.7134e+10,3.1e+09,0.40815,0.23205,0.02702,0.00277,2.8972,8.75544,0.12202,0.94947,0.94284,4.09159,32.7336,2.7508,0.18546,0.00331,0.00802,0.19533,18.41049,21.63868
"20","2015_Q1",32.7226229508197,"Down",3.689e+09,7.12e+08,8.02e+08,-9e+07,2.977e+09,1.383e+09,3.1e+07,1.521e+09,-1e+06,3.688e+09,-2.724e+09,-3.9e+08,-2.334e+09,9.64e+08,9.64e+08,1.64e+08,9.3e+07,2.57e+08,2.57e+08,-2.4e+07,2.33e+08,2.09e+08,6.97e+09,1.36479e+11,1.37822e+11,1.8559e+10,9.833e+10,2.0933e+10,5.8941e+10,-1.91e+08,5.9132e+10,1.394e+09,4.127e+09,1.7869e+10,6.07e+08,2.1094e+10,3.85303e+11,2.65869e+11,1.0424e+11,1.61629e+11,2.6563e+10,2.0264e+10,3.3904e+10,3.466e+11,2.4639e+10,1.3e+07,2.4626e+10,-4.809e+09,1.7683e+10,-1.634e+09,3.7441e+10,1.262e+09,3.8703e+10,3.85303e+11,2.33e+08,2.57e+08,-2.4e+07,3.16e+08,1e+06,-4.04e+08,1.04e+09,1.186e+09,-1.96e+08,-8.49e+09,6.342e+09,1.328e+09,-1.016e+09,-2.18e+08,1.87e+08,-3.32e+08,-1.95e+08,975999999.999999,417999999.999992,5.88e+08,5.88e+08,-2.8e+07,5.6e+08,1.28e+09,4.6827e+10,2.031e+09,0.26132,0.05665,0.0054,0.000540000000000001,9.7177,8.95538,0.12153,0.18653,0.18483,3.29245,32.02221,1.81268,0.19457,0.00111,0.00527,1.04306,31.13828,41.34544
"21","2015_Q2",35.9526984126984,"Up",3.792e+09,7.28e+08,8.07e+08,-7.9e+07,3.064e+09,1.44e+09,2.4e+07,1.548e+09,-2e+06,3.79e+09,-2.703e+09,-3.02e+08,-2.401e+09,1.087e+09,1.087e+09,1.09e+09,-2.8e+08,8.1e+08,8.1e+08,-3.1e+07,7.79e+08,7.66e+08,7.167e+09,1.36909e+11,1.46311e+11,1.7357e+10,8.7717e+10,4.1237e+10,6.2136e+10,-1.9e+08,6.2326e+10,1.41e+09,4.047e+09,1.7663e+10,5.57e+08,2.2888e+10,3.99088e+11,2.81259e+11,1.11622e+11,1.69637e+11,2.1845e+10,2.0401e+10,3.6703e+10,3.60208e+11,2.49e+10,1.3e+07,2.4887e+10,-5.209e+09,1.8257e+10,-2.182e+09,3.7328e+10,1.552e+09,3.888e+10,3.99088e+11,7.79e+08,8.1e+08,-3.1e+07,3.4e+08,2e+06,-1.41e+08,-1.051e+09,-7.1e+07,-1.62e+08,-3.8e+08,-1.076e+10,1.357e+09,-9.945e+09,-2.05e+08,-3.556e+09,-3.13e+08,1.3456e+10,8.54e+08,1.0236e+10,2.2e+08,2.2e+08,-2.3e+07,1.97e+08,1.427e+09,4.2246e+10,4.94e+08,0.28666,0.202,0.0197,0.00192,0.64491,9.26461,0.10586,0.68478,0.6801,3.38995,31.97384,0.44162,0.18326,0.00243,0.00124,0.26762,24.58234,32.27139
"22","2015_Q3",35.20453125,"Down",3.886e+09,7.79e+08,8.47e+08,-6.8e+07,3.107e+09,1.412e+09,1.6e+07,1.639e+09,6e+06,3.892e+09,-2.668e+09,-2.99e+08,-2.369e+09,1.224e+09,1.224e+09,1.165e+09,-2.76e+08,8.89e+08,8.89e+08,-3.6e+07,8.53e+08,8.3e+08,8.353e+09,1.46246e+11,1.32614e+11,9.58e+09,7.9608e+10,4.3426e+10,6.2955e+10,-1.83e+08,6.3138e+10,1.412e+09,4e+09,1.7807e+10,5.74e+08,2.1293e+10,3.95254e+11,2.8443e+11,1.1481e+11,1.6962e+11,1.6208e+10,2.0375e+10,3.4817e+10,3.5583e+11,2.5091e+10,1.3e+07,2.5078e+10,-6.043e+09,1.8895e+10,-2.225e+09,3.827e+10,1.154e+09,3.9424e+10,3.95254e+11,8.53e+08,8.89e+08,-3.6e+07,3.68e+08,-6e+06,6.3e+07,1.427e+09,2.705e+09,-1.37e+08,-1.1181e+10,3.898e+09,-6.85e+08,-8.105e+09,-2.14e+08,2.116e+09,2.88e+08,4.265e+09,1.38e+08,6.593e+09,1.193e+09,1.193e+09,-7e+06,1.186e+09,1.592e+09,3.6583e+10,3.158e+09,0.31498,0.21359,0.02105,0.0021,3.80482,9.02572,0.09256,0.7452,0.73966,3.48899,32.06888,2.83536,0.19214,0.00264,0.00799,0.25783,17.73241,23.06373
"23","2015_Q4",35.73140625,"Up",3.79e+09,7.59e+08,8.38e+08,-7.9e+07,3.031e+09,1.353e+09,2.2e+07,1.678e+09,-999999.999999993,3.789e+09,-2.669e+09,-3.01e+08,-2.368e+09,1.12e+09,1.12e+09,1.109e+09,-2.82e+08,8.27e+08,8.27e+08,6e+06,8.33e+08,8.2e+08,8.234e+09,1.31329e+11,1.28837e+11,8.732e+09,7.6682e+10,4.3423e+10,6.3128e+10,-1.81e+08,6.3309e+10,1.361e+09,3.914e+09,1.7679e+10,5.3e+08,2.2359e+10,3.77371e+11,2.66768e+11,1.01111e+11,1.65657e+11,1.4652e+10,2.143e+10,3.5322e+10,3.38172e+11,2.5181e+10,1.3e+07,2.5168e+10,-6.733e+09,1.9525e+10,-2.355e+09,3.817e+10,1.029e+09,3.9199e+10,3.77371e+11,8.33e+08,8.27e+08,6e+06,3.76e+08,999999.999999993,-2.05e+08,3.46e+08,1.351e+09,-1.12e+08,2.3084e+10,-6.18e+09,9.93e+08,1.7802e+10,-2.04e+08,-4.91e+08,-6.26e+08,-1.8226e+10,2.03e+08,-1.9344e+10,-1.91e+08,-1.91e+08,7.2e+07,-1.19e+08,1.496e+09,3.6082e+10,2.012e+09,0.29551,0.21636,0.02092,0.00217,2.45366,8.62706,0.09561,0.74681,0.74165,3.45172,32.43889,1.83242,0.18579,0.00271,0.00533,0.24878,18.61497,24.86429
"24","2016_Q1",30.977868852459,"Down",3.726e+09,7.6e+08,8.34e+08,-7.4e+07,2.966e+09,1.376e+09,2.1e+07,1.553e+09,-1.63e+08,3.563e+09,-2.674e+09,-3.28e+08,-2.346e+09,8.89e+08,8.89e+08,8.71e+08,-1.75e+08,6.96e+08,6.96e+08,-3e+06,6.93e+08,6.37e+08,6.537e+09,1.52722e+11,1.27775e+11,8.596e+09,7.5867e+10,4.3312e+10,6.3546e+10,-1.57e+08,6.3703e+10,1.379e+09,3.842e+09,1.7618e+10,5.62e+08,1.9799e+10,3.9378e+11,2.7961e+11,9.6277e+10,1.83333e+11,1.9732e+10,2.1547e+10,3.3916e+10,3.54805e+11,2.5275e+10,1.3e+07,2.5262e+10,-7.164e+09,1.9974e+10,-2.6e+09,3.8037e+10,9.38e+08,3.8975e+10,3.9378e+11,6.93e+08,6.96e+08,-3e+06,3.73e+08,1.63e+08,9.02e+08,-1.989e+09,1.42e+08,-1.9e+08,-3.0488e+10,8.943e+09,2.196e+09,-1.9539e+10,-2.42e+08,6.397e+09,-3.62e+08,1.2395e+10,-4.88e+08,1.77e+10,-1.697e+09,-1.697e+09,-1.49011611938477e-08,-1.697e+09,1.262e+09,4.1279e+10,-7.42e+08,0.23859,0.17096,0.01634,0.00162,-1.16484,9.1034,0.10483,0.58522,0.58123,3.42312,32.60048,-0.68168,0.22233,0.00223,-0.00188,0.37991,27.52932,39.07987
"25","2016_Q2",34.12671875,"Up",3.73e+09,7.66e+08,8.83e+08,-1.17e+08,2.964e+09,1.337e+09,2e+07,1.613e+09,-1e+07,3.72e+09,-2.612e+09,-2.78e+08,-2.334e+09,1.108e+09,1.108e+09,1.091e+09,-2.83e+08,8.08e+08,8.08e+08,9e+06,8.17e+08,8.04e+08,3.928e+09,1.37992e+11,1.25723e+11,7.712e+09,7.6294e+10,4.1717e+10,6.1499e+10,-1.62e+08,6.1661e+10,1.377e+09,3.781e+09,1.7604e+10,5.45e+08,2.0421e+10,3.7287e+11,2.57342e+11,9.3005e+10,1.64337e+11,2.0295e+10,2.1686e+10,3.4262e+10,3.33585e+11,2.5445e+10,1.3e+07,2.5432e+10,-7.741e+09,2.0593e+10,-2.39e+09,3.8459e+10,8.26e+08,3.9285e+10,3.7287e+11,8.17e+08,8.08e+08,9e+06,3.64e+08,1e+07,1.59e+08,4.44e+08,1.794e+09,-1.48e+08,1.9893e+10,4.73e+08,-1.38e+08,2.008e+10,-1.99e+08,-1.51e+08,-5.29e+08,-2.3675e+10,6.7e+07,-2.4487e+10,-2.613e+09,-2.613e+09,4e+06,-2.609e+09,1.472e+09,4.1981e+10,2.051e+09,0.29705,0.21555,0.02047,0.00216,2.551,8.49141,0.11259,0.74469,0.74082,3.45485,33.25828,1.89971,0.18432,0.00269,0.0055,0.24751,25.85122,34.34386
"26","2016_Q3",34.43015625,"Up",3.776e+09,7.67e+08,8.9e+08,-1.23e+08,3.009e+09,1.362e+09,2.1e+07,1.616e+09,9e+06,3.785e+09,-2.613e+09,-2.9e+08,-2.323e+09,1.172e+09,1.172e+09,1.165e+09,-2.9e+08,8.75e+08,8.75e+08,-2e+06,8.73e+08,8.25e+08,5.809e+09,1.29443e+11,1.25707e+11,8.107e+09,7.6547e+10,4.1053e+10,6.4355e+10,-1.58e+08,6.4513e+10,1.399e+09,3.738e+09,1.7501e+10,5.4e+08,2.3859e+10,3.72351e+11,2.59678e+11,9.9035e+10,1.60643e+11,1.402e+10,2.3573e+10,3.5783e+10,3.33054e+11,2.5576e+10,1.3e+07,2.5563e+10,-8.25e+09,2.1233e+10,-2.552e+09,3.8559e+10,7.38e+08,3.9297e+10,3.72351e+11,8.73e+08,8.75e+08,-2e+06,3.84e+08,-9e+06,-2.32e+08,-1.348e+09,-3.32e+08,-2.01e+08,8680000000.00001,-3.069e+09,2.06e+08,5616000000.00001,-2.32e+08,-5.149e+09,-4.38e+08,3.41e+09,-8.1e+08,-3219000000.00001,2.065e+09,2.065e+09,-1.84e+08,1.881e+09,1.556e+09,3.7593e+10,2.97e+08,0.31038,0.21849,0.02099,0.00222,0.36,8.4753,0.10096,0.76917,0.76511,3.52047,33.57036,0.276899999999999,0.2163,0.00284,8e-04,0.28121,20.42674,27.11945
"27","2016_Q4",39.0528571428571,"Up",3.941e+09,7.74e+08,8.74e+08,-1e+08,3.167e+09,1.392e+09,2.4e+07,1.734e+09,1.9e+07,3.96e+09,-2.625e+09,-2.92e+08,-2.333e+09,1.335e+09,1.335e+09,1.317e+09,-3.24e+08,9.93e+08,9.93e+08,-6e+06,9.87e+08,9.74e+08,4.957e+09,1.29626e+11,1.25211e+11,6.213e+09,7.827e+10,4.0728e+10,6.5849e+10,-1.48e+08,6.5997e+10,1.338e+09,3.671e+09,1.7449e+10,5.22e+08,2.5491e+10,3.74114e+11,2.61378e+11,1.05632e+11,1.55746e+11,1.2425e+10,2.4374e+10,3.5564e+10,3.33741e+11,2.565e+10,1.3e+07,2.5637e+10,-8.714e+09,2.2002e+10,-2.785e+09,3.9695e+10,6.78e+08,4.0373e+10,3.74114e+11,9.87e+08,9.93e+08,-6e+06,3.7e+08,-1.9e+07,5.11e+08,-1.754e+09,9.5e+07,-8.1e+07,5.536e+09,-9.692e+09,-4.02e+08,-4.638e+09,-2.19e+08,1.306e+09,5.56e+08,1.887e+09,-2e+06,3.528e+09,-1.015e+09,-1.015e+09,1.63e+08,-8.52e+08,1.705e+09,3.6799e+10,1.94e+08,0.33875,0.24715,0.02413,0.0026,0.19918,8.26644,0.09836,0.91692,0.91226,3.71006,34.03443,0.18263,0.20617,0.00319,0.00052,0.22485,18.67566,23.85169
"28","2017_Q1",40.6716129032258,"Up",3.79e+09,8.31e+08,9.28e+08,-9.7e+07,2.959e+09,1.364e+09,1e+07,1.58e+09,-7e+06,3.783e+09,-2.624e+09,-3.25e+08,-2.299e+09,1.159e+09,1.159e+09,1.152e+09,-2.8e+08,8.72e+08,8.72e+08,-2e+06,8.7e+08,8.22e+08,4.822e+09,9.8928e+10,1.2046e+11,5.733e+09,7.3822e+10,4.0905e+10,6.4289e+10,-1.69e+08,6.4458e+10,1.303e+09,3.598e+09,1.7316e+10,5.68e+08,2.2185e+10,3.33469e+11,2.2149e+11,7.8342e+10,1.43148e+11,1.4378e+10,2.4463e+10,3.3558e+10,2.93889e+11,2.5975e+10,1.3e+07,2.5962e+10,-9.562e+09,2.2621e+10,-3.765e+09,3.8811e+10,7.69e+08,3.958e+10,3.33469e+11,8.7e+08,8.72e+08,-2e+06,3.84e+08,7e+06,8.4e+07,3.344e+09,4.689e+09,-3.3e+08,2.1493e+10,9.244e+09,-2.62e+08,3.0145e+10,-2.5e+08,2.482e+09,-5.32e+08,-3.636e+10,-2.12e+08,-3.4872e+10,-3.8e+07,-3.8e+07,-9.7e+07,-1.35e+08,1.543e+09,3.8841e+10,4.837e+09,0.3058,0.21689,0.02077,0.00246,5.88443,7.42519,0.11648,0.78236,0.77781,3.60722,33.56804,4.60372,0.23794,0.00321,0.01451,0.30414,22.04731,29.35203
