"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",29.003064516129,"Down",136496000,-36146000,100350000,-95847000,-61230000,-9952000,4503000,-353000,-353000,4150000,4150000,-4494000,-344000,-344000,-344000,-344000,328049000,304907000,105902000,105902000,15137000,35158000,33594000,484246000,75248000,187868000,27189000,2700000,283918000,768164000,86364000,14415000,71949000,65324000,65324000,151688000,14311000,14311000,14311000,165999000,676613000,-74429000,-19000,602165000,602165000,768164000,-344000,4393000,34925000,1291000,40265000,-5707000,-2644000,-387000,-8738000,9233000,16505000,1303000,10536000,42063000,42063000,45000,42108000,8896000,0,8974000,0.73519,0.03299,-0.00252,-0.000570000000000001,-0.000449999999999999,-26.08721,3.19238,0.27567,0,-0.00422,-0.00422,1.67587,7.39324,0.11018,-0.000559999999999998,0.01456,-36.87601,-72.85121
"12","2013_Q1",30.814,"Up",142840000,-36362000,106478000,-89407000,-65770000,-11711000,17071000,-672000,-672000,16399000,16399000,-6840000,9559000,9559000,9559000,9559000,334871000,306386000,98992000,98992000,15122000,36808000,36808000,485793000,79191000,170076000,21609000,3454000,270519000,756312000,93796000,19549000,74247000,61975000,61975000,155771000,19224000,19224000,19224000,174995000,670740000,-89626000,203000,581317000,581317000,756312000,9559000,5267000,25253000,10679000,50758000,-6848000,-5814000,10000,-12652000,-35274000,2133000,-1340000,-36614000,1492000,1492000,-13000,1478999.99999999,22338000,0,33009000,0.74544,0.11951,0.06692,0.01644,0.01264,3.45318999999999,3.11864,0.30103,0,0.11794,0.11126,1.76241,7.1725,0.40728,0.01592,0.05497,-14.99109,-19.61637
"13","2013_Q2",34.47,"Up",153580000,-40731000,112849000,-150924000,-72629000,-11282000,-38075000,-988000,-988000,-39063000,-39063000,-2920000,-41983000,-41983000,-41983000,-41983000,366720000,328745000,108672000,108672000,15442000,36497000,35989000,527331000,72672000,115562000,28417000,3173000,198914000,726245000,84383000,19748000,64635000,59472000,59472000,143855000,21272000,21272000,21272000,165127000,694342000,-133375000,151000,561118000,561118000,726245000,-41983000,4944000,39851000,7606000,10418000,-5608000,1084000,1079000,-3445000,10830000,13268000,4593000,15423000,22396000,22396000,-37000,22359000,-33131000,0,-28213000,0.73479,-0.24792,-0.27336,-0.07482,-0.05781,0.67201,3.66571,0.29428,0,-0.51673,-0.51673,1.89026,6.90624,-0.34725,-0.07209,-0.04844,11.06879,9.63151999999999
"14","2013_Q3",43.65421875,"Up",163828000,-40137000,123691000,-85790000,-74874000,-10916000,37901000,-335000,-335000,37566000,37566000,-8246000,29320000,29320000,29320000,29320000,278430000,164497000,112367000,112367000,15704000,35592000,35076000,442093000,76932000,121984000,30622000,4674000,261801000,703894000,97332000,21556000,75776000,63322000,63322000,160654000,23042000,23042000,23042000,183696000,693110000,-172868000,-44000,520198000,520198000,703894000,29320000,3845000,5847000,14296000,53308000,-3781000,-128730000,-164000,-140327000,-84810000,7860000,7491000,-77319000,-164338000,-164338000,90000,-164248000,41746000,0,60507000,0.75501,0.23135,0.17897,0.05636,0.04165,2.06368,2.75183,0.35313,0,0.36388,0.36391,2.03321,6.45599,0.75093,0.05397,0.11138,-6.66962,-7.34624
"15","2013_Q4",53.8271875,"Up",164506000,-39416000,125090000,-83626000,-72711000,-10915000,41464000,449000,449000,41913000,41913000,-7376000,34537000,34537000,34537000,34537000,323579000,175839000,109179000,109179000,14662000,34839000,34839000,482259000,76552000,123559000,28822000,8630000,276947000,759206000,92871000,19157000,73714000,70397000,70397000,163268000,20254000,20254000,20254000,183522000,713684000,-138332000,332000,575684000,575684000,759206000,34537000,3858000,10112000,6631000,55138000,-5783000,-47172000,-3262000,-56217000,7166000,7163000,5828000,12994000,11915000,11915000,-573000,11342000,45322000,0,53546000,0.7604,0.25205,0.20994,0.05999,0.04549,1.5504,2.95379,0.31879,0,0.43189,0.42197,2.05717,7.19902,0.6696,0.05795,0.08985,-7.13956,-7.80385
"16","2014_Q1",55.9806557377049,"Up",178292000,-41816000,136476000,-83554000,-72584000,-10970000,52922000,-199000,-199000,52723000,52723000,-10302000,42421000,42421000,42421000,42421000,369993000,242953000,113250000,113250000,13968000,47465000,18829000,544676000,75743000,109750000,15766000,8622000,287471000,832147000,98063000,17718000,80345000,77275000,77275000,175338000,22839000,22839000,22839000,198177000,729586000,-95910000,294000,633970000,633970000,832147000,42421000,4178000,9564000,10949000,67112000,-4240000,-6441000,-64000,-10745000,5903000,5905000,4828000,10731000,67098000,67098000,16000,67114000,57100000,0,74111000,0.76546,0.29683,0.23793,0.06691,0.05098,1.74704,3.10643,0.3126,0,0.52754,0.48934,2.2172,7.88392,0.92163,0.06459,0.11283,-6.47974,-6.99129
"17","2014_Q2",52.0193650793651,"Down",180646000,-43395000,137251000,-95447000,-82067000,-13380000,41804000,601000,601000,42405000,42405000,-9961000,32444000,32444000,32444000,32444000,366443000,182766000,126183000,126183000,15840000,43711000,43711000,552177000,79093000,115442000,22739000,8315000,333464000,885641000,89855000,18506000,71349000,8.1e+07,8.1e+07,170855000,18033000,18033000,18033000,188888000,759776000,-63465000,442000,696753000,696753000,885641000,32444000,4776000,10310000,-29537000,17993000,-4996000,-94218000,-133000,-99347000,11946000,11946000,9115000,21061000,-60293000,-60293000,106000,-60187000,46580000,0,22008000,0.75978,0.23141,0.1796,0.04656,0.03663,0.67834,3.23185,0.2711,0,0.39995,0.39176,2.2269,8.58916,0.2713,0.04539,0.03079,-7.86696,-8.76574
"18","2014_Q3",54.45796875,"Up",192531000,-47055000,145476000,-96744000,-83455000,-13289000,48732000,-93000,-93000,48639000,48639000,-13039000,35600000,35600000,35600000,35600000,365530000,167471000,131028000,131028000,13115000,44839000,44839000,554512000,81312000,112461000,20456000,8210000,330921000,885433000,101988000,20939000,81049000,85125000,85125000,187113000,22524000,22524000,22524000,209637000,742894000,-67606000,508000,675796000,675796000,885433000,35600000,4354000,15558000,14218000,69730000,-4964000,-13272000,1.16415321826935e-10,-18236000,-48324000,676000,-18604000,-66928000,-15434000,-15434000,139000,-15295000,53086000,0,75379000,0.7556,0.25311,0.18491,0.05268,0.04021,2.11739,2.96351,0.31021,0,0.43936,0.43235,2.37613,8.34038,0.93029,0.05098,0.10794,-6.88562,-7.50082
"19","2014_Q4",52.89484375,"Down",189876000,-44822000,145054000,-93507000,-80653000,-12854000,51547000,-1999000,-1999000,49548000,49548000,-11301000,38247000,38247000,38247000,38247000,425496000,180676000,130047000,130047000,15983000,44146000,44146000,615672000,86447000,110153000,19714000,7513000,332617000,948289000,111117000,24517000,86600000,87443000,87443000,198560000,27273000,27273000,27273000,225833000,775531000,-53135000,60000,722456000,722456000,948289000,38247000,4339000,12831000,12154000,67571000,-6997000,-46744000,-49000,-53790000,-23666000,4751000,22615000,-1051000,12730000,12730000,475000,13205000,55886000,0,72344000,0.76394,0.27148,0.20143,0.05294,0.04033,1.89149,3.10068,0.31259,0,0.47436,0.46635,2.35493,8.96025,0.89725,0.05101,0.09649,-7.61364,-8.25452
"20","2015_Q1",56.9808196721311,"Up",198600000,-47938000,150662000,-99169000,-85893000,-13276000,51493000,-1716000,-1716000,49777000,49777000,-10236000,39541000,39541000,39541000,39541000,454658000,199871000,129751000,129751000,15928000,56823000,19770000,657160000,90125000,92820000,3099000,7665000,330837000,987997000,111127000,23247000,87880000,90684000,90684000,201811000,33415000,33415000,33415000,235226000,783418000,-30507000,-140000,752771000,752771000,987997000,39541000,4387000,15318000,12359000,71605000,-7135000,-23118000,-1000,-30254000,-20161000,655000,658999.999999985,-19502000,21849000,21849000,-2654000,19195000,55880000,0,71340000,0.75862,0.25928,0.1991,0.05253,0.04002,1.8042,3.25631,0.31248,0,0.49278,0.48244,2.47507,9.38149,0.88908,0.05029,0.09074,-8.13633,-8.82951
"21","2015_Q2",59.0663492063492,"Up",198086000,-46996000,151090000,-102166000,-88281000,-13885000,48924000,-1452000,-1452000,47472000,47472000,-11295000,36177000,36177000,36177000,36177000,444801000,189978000,138159000,138159000,14572000,59780000,29869000,657312000,99764000,103158000,14630000,7254000,371093000,1028405000,106707000,24996000,81711000,93868000,93868000,200575000,34296000,34296000,34296000,234871000,789461000,4179000,-106000,793534000,793534000,1028405000,36177000,4308000,9774000,-14614000,35645000,-15612000,-21095000,46000,-36661000,2771000,4552000,-9868000,-7097000,-8113000,-8113000,-1780000,-9893000,53232000,0,34301000,0.76275,0.24698,0.18263,0.04559,0.03518,0.94814,3.27714,0.29598,0,0.44963,0.44213,2.46195,9.86259,0.42632,0.0437,0.04143,-8.35589,-9.09167
"22","2015_Q3",59.6190625,"Up",209488000,-50854000,158634000,-116309000,-100625000,-15684000,42325000,174000,174000,42499000,42499000,-11149000,31350000,31350000,31350000,31350000,438542000,161753000,146466000,146466000,16415000,56483000,26511000,657906000,108029000,104485000,16014000,7881000,370675000,1028581000,121505000,29513000,91992000,101420000,101420000,222925000,35855000,35855000,35855000,258780000,775814000,-5826000,-187000,769801000,769801000,1028581000,31350000,4330000,14952000,12308000,62940000,-10560000,-13101000,0,-23661000,-47516000,1484000,-20314000,-67830000,-28551000,-28551000,326000,-28225000,46655000,0,59552000,0.75725,0.20204,0.14965,0.04072,0.03048,1.89959,2.95124,0.33616,0,0.39062,0.38516,2.61021,9.5917,0.74202,0.03891,0.07392,-9.39968,-10.3613
"23","2015_Q4",64.15328125,"Up",207636000,-50060000,157576000,-119530000,-101751000,-17779000,38046000,-1568000,-1568000,36478000,36478000,-8862000,27616000,27616000,27616000,27616000,484755000,174040000,148395000,148395000,18939000,59644000,29554000,711733000,120738000,101845000,14542000,7588000,367829000,1079562000,128513000,32599000,95914000,115998000,115998000,244511000,36792000,36792000,36792000,281303000,810124000,-11890000,24999.9999999999,798259000,798259000,1079562000,27616000,4503000,19015000,8923000,60057000,-10491000,-21812000,0,-32303000,-35299000,4523000,21271000,-14028000,13726000,13726000,-1439000,12287000,42549000,0,49843000,0.75891,0.18323,0.133,0.0346,0.02558,1.80486,2.91084,0.3524,0,0.34603,0.34055,2.60169,10.00224,0.62454,0.03307,0.05969,-11.39286,-12.74129
"24","2016_Q1",65.4813114754098,"Up",230276000,-57466000,172810000,-113471000,-99582000,-13889000,59339000,313000,313000,59652000,59652000,-10775000,48877000,48877000,48877000,48877000,527295000,167714000,158550000,158550000,19465000,26700000,26700000,732010000,136473000,138780000,51416000,8202000,426623000,1158633000,142119000,34354000,107765000,129553000,129553000,271672000,39035000,39035000,39035000,310707000,821515000,27391000,-980000,847926000,847926000,1158633000,48877000,4863000,11405000,14210000,79355000,-16788000,-56948000,-5.82076609134674e-11,-73736000,-10422000,766000,-1409000,-11831000,-6212000,-6212000,-114000,-6326000,64202000,0,72399000,0.75045,0.25769,0.21225,0.05764,0.04219,1.48125,2.69446,0.36643,0,0.61505,0.59771,2.89772,10.67003,0.91105,0.05511,0.08163,-8.21306,-8.88615
"25","2016_Q2",76.47484375,"Up",238720000,-58093000,180627000,-127293000,-112210000,-15083000,53334000,-427000,-427000,52907000,52907000,-12361000,40546000,40546000,40546000,40546000,548078000,154418000,1.78e+08,1.78e+08,22618000,34307000,34307000,783003000,148029000,143838000,57527000,7705000,424557000,1207560000,128981000,36258000,92723000,145769000,145769000,274750000,40780000,40780000,40780000,315530000,824071000,67937000,22000,892030000,892030000,1207560000,40546000,4792000,9303000,-23961000,30680000,-20207000,-15109000,0,-35316000,5384000,5384000,-14490000,-9106000,-13742000,-13742000,446000,-13296000,58126000,0,26319000,0.75665,0.22342,0.16985,0.04545,0.03358,0.64911,2.84987,0.35372,0,0.5079,0.4986,2.99032,11.17398,0.32968,0.04347,0.02821,-9.42914,-10.27633
"26","2016_Q3",90.4334375,"Up",269362000,-64146000,205216000,-140080000,-121467000,-18613000,65136000,125000,125000,65261000,65261000,-15113000,50148000,50148000,50148000,50148000,571813000,167706000,192660000,192660000,22992000,37942000,37942000,825407000,161685000,151023000,60051000,7223000,425866000,1251273000,138432000,30927000,107505000,160557000,160557000,298989000,42426000,42426000,42426000,341415000,821823000,87607000,428000,909858000,909858000,1251273000,50148000,5093000,14467000,6459000.00000001,76167000,-18818000,8662000.00000001,-6031000,-16187000,-33382000,1618000,-13020000,-46402000,13578000,13578000,-290000,13288000,70229000,0,72983000,0.76186,0.24182,0.18617,0.05512,0.04008,1.45535,2.76066,0.37524,0,0.62723,0.61697,3.36909,11.3802,0.91285,0.05266,0.07664,-8.14212,-8.77876
"27","2016_Q4",92.8607936507937,"Up",278589000,-69387000,209202000,-147123000,-126708000,-20415000,62079000,1463000,1463000,63542000,63542000,-11698000,51367000,51367000,51367000,51367000,612966000,419948000,244992000,244992000,26341000,27469000,27469000,911768000,172658000,165379000,68918000,13474000,447125000,1358893000,165642000,33104000,132538000,177409000,177409000,343051000,43532000,43532000,43532000,386583000,854430000,117965000,-85000,972310000,972310000,1358893000,51367000,6901000,7804000,-6245000,59827000,-17343000,260450000,-2e+06,194362000,-17299000,5875000,15188000,-2111000,252078000,252078000,164000,252242000,68980000,0,57090000,0.75093,0.22283,0.18438,0.05283,0.0378,1.11141,2.65782,0.39759,0,0.64227,0.63053,3.48336,12.15737,0.71383,0.05057,0.0562,-8.88614,-9.87397
"28","2017_Q1",101.015161290323,"Up",293203000,-72954000,220249000,-151877000,-130268000,-21609000,68372000,-7516000,-7516000,60856000,60856000,-12028000,47621000,47621000,47621000,47621000,640256000,389275000,247415000,247415000,27131000,38176000,38176000,952978000,175167000,163162000,67844000,13320000,443173000,1396151000,162928000,28596000,134332000,191407000,191407000,354335000,46427000,46427000,46427000,400762000,864879000,131448000,-938000,995389000,995389000,1396151000,47621000,7216000,19003000,7140000,80980000,-14208000,-55623000,-180000,-70011000,-37143000,900999.999999999,-762000.000000004,-37905000,-26936000.0000001,-26936000.0000001,-3737000,-30673000,75588000,0,80548000,0.75118,0.23319,0.16242,0.04784,0.03411,1.69144,2.68948,0.40262,0,0.59777,0.58167,3.68045,12.49468,1.01108,0.04571,0.07731,-8.47034,-9.3643
"29","2017_Q2",135.617936507937,"Up",310341000,-74716000,235625000,-173952000,-151148000,-22804000,61673000,1645000,1645000,63318000,63318000,7223000,69420000,69420000,69420000,69420000,545586000,261027000,267128000,267128000,35174000,70279000,70279000,918167000,231692000,166920000,60068000,14405000,541126000,1459293000,162659000,37028000,125631000,202895000,202895000,365554000,48864000,48864000,48864000,414418000,850100000,196157000,-1382000,1044875000,1044875000,1459293000,69420000,7867000,25801000,-55467000,47621000,-59569000,-71090000,-5686000,-145298000,3495000,7288000,-36496000,-33001000,-130678000,-130678000,2430000,-128248000,69540000,0,-52719000,0.75925,0.19873,0.22369,0.06644,0.04757,-0.75942,2.51171,0.39662,0,0.86879,0.85142,3.88392,13.07663,-0.65978,0.06347,-0.0482,-7.84564,-8.84643
"30","2017_Q3",171.199047619048,"Up",356482000,-85565000,270917000,-187348000,-162964000,-24384000,83569000,3212000,576000.000000001,86781000,86781000,-15387000,69179000,69179000,69179000,69179000,601968000,358182000,291694000,291694000,35133000,74427000,74427000,1003222000,255539000,176083000,61783000,22992000,547965000,1551187000,204791000,45953000,158838000,220005000,220005000,424796000,48103000,48103000,48103000,472899000,845568000,232876000,-156000,1078288000,1078288000,1551187000,69179000,8876000,18574000,13838000,110467000,-18476000,64310000,-12254000,33580000,-34767000,232999.999999998,-16472000,-51239000,92808000,92808000,1210000,94018000.0000001,92445000,0,103194000,0.75997,0.23443,0.19406,0.06416,0.0446,1.4917,2.36166,0.43856,0,0.86271,0.84746,4.44558,13.447,1.2869,0.06142,0.09161,-6.51163,-7.20325
"31","2017_Q4",227.144603174603,"Up",385267000,-92779000,292488000,-193725000,-169524000,-24201000,98763000,3750000,1924000,102513000,102513000,-18344000,82555000,82555000,82555000,82555000,679067000,362613000,321328000,321328000,36941000,63667000,63667000,1101003000,295901000,189002000,73532000,25400000,596620000,1697623000,219793000,45942000,173851000,241576000,241576000,461369000,54296000,54296000,54296000,515665000,880053000,301117000,788000,1181958000,1181958000,1697623000,82555000,9972000,8550000,17048000,118125000,-48105000,-57370000,-1827000,-120066000,-8671000,6329000,13875000,5204000,3263000,3263000,1166000,4429000,108735000,0,96022000,0.75918,0.25635,0.21428,0.06985,0.04863,1.16313,2.38638,0.43628,0,1.02984,1.00937,4.80605,14.74443,1.19783,0.06678,0.07767,-6.24516,-6.87572
