"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",37.1935483870968,"Up",954440000,-666453000,287987000,-217143000,-217143000,70844000,-23557000,-23557000,47287000,-19178000,28109000,-13610000,14499000,14499000,9094000,4022000,517343000,517343000,882867000,882867000,519358000,313948000,313948000,2233516000,662294000,3159914000,1929436000,484895000,3822208000,6055724000,1186581000,636521000,550060000,34033000,1220614000,1659070000,996343000,996343000,2655413000,3876027000,2191158000,-153520000,-81141000,1956511000,2179697000,6055724000,14499000,46251000,-3949000,-16412000,40389000,-17623000,-17623000,-17623000,-47955000,-3509000,1127000,1127000,-15925000,-23491000,-23491000,1878000,-21613000,117095000,1693103000,96670000,0.30173,0.07423,0.00421,0.00185,0.00066,24.03531,1.82983,1.77824,0.27959,0.04276,0.04276,10.14684,20.79991,1.02772,5,0.00188,0.01985,10.04108,16.59647
"12","2013_Q1",43.5835,"Up",1027397000,-719827000,307570000,-247248000,-247248000,60322000,-23290000,-23290000,37032000,-8154000,28878000,-3812000,25066000,25066000,19736000,14664000,482449000,482449000,873382000,873382000,493649000,282266000,282266000,2131746000,688570000,3327971000,2098836000,450086000,4016541000,6148287000,1146846000,699626000,447220000,34799000,1181645000,1693512000,1116844000,1116844000,2810356000,3992001000,2197788000,-138856000,-146594000,1912352000,2156286000,6148287000,25066000,32125000,-13013000,120504000,164682000,-24552000,-24552000,-24552000,-190358000,-11093000,1649000,1649000,-16114000,-41790000,-41790000,6896000,-34894000,92447000,1728311000,192211000,0.29937,0.05871,0.01427,0.0068,0.00239,13.10768,1.80405,1.85133,0.2811,0.15556,0.15556,10.89868,20.28618,2.03898,6,0.00395,0.03843,13.4765,20.65353
"13","2013_Q2",47.90328125,"Up",947143000,-656418000,290725000,-214184000,-214184000,76541000,-23289000,-23289000,53252000,-4214000,49038000,-16763000,32275000,32275000,27635000,22553000,234825000,234825000,926629000,926629000,504718000,320370000,320370000,1986542000,676187000,3183592000,1979066000,455058000,3859779000,5846321000,1183192000,705025000,478167000,84259000,1267451000,1445657000,1068893000,1068893000,2514550000,3782001000,2201356000,-116303000,-264444000,1820623000,2064320000,5846321000,32275000,29910000,7358000,-82957000,-13414000,-17975000,-17975000,-17975000,-17975000,-200336000,785000,785000,-210633000,-242022000,-242022000,-5602000,-247624000,106451000,1529916000,22282000,0.30695,0.08081,0.02381,0.01093,0.00386,0.98798,1.56735,1.83208,0.26169,0.23935,0.23702,10.05164,19.32138,0.23647,4,0.00591,0.00478,12.16608,16.92023
"14","2013_Q3",53.5640625,"Up",1074118000,-736296000,337822000,-221693000,-221693000,116129000,-18054000,-18054000,98075000,-4477000,93598000,-26398000,67200000,67200000,58392000,53306000,587937000,587937000,933706000,933706000,467272000,298026000,298026000,2286941000,661329000,3146130000,1975824000,449572000,3807459000,6094400000,1153947000,714406000,439541000,95029000,1248976000,1410913000,1030445000,1030445000,2441358000,3690334000,2526747000,-62997000,-299467000,2164297000,2404066000,6094400000,67200000,25669000,13598000,-7370999.99999997,99096000,-17668000,-17668000,-17668000,-17668000,-31095000,322027000,322027000,280675000,362103000,362103000,-8991000,353112000,141798000,1505942000,143157000,0.31451,0.10812,0.04963,0.02217,0.00875,2.68557,1.83105,1.53504,0.2471,0.54235,0.53619,10.92841,22.02009,1.45652,6,0.01183,0.02898,6.47403,7.90505
"15","2013_Q4",58.1765625,"Up",1014570000,-694276000,320294000,-208759000,-208759000,111535000,-17536000,-17536000,93999000,-8737000,85262000,-19787000,65475000,65475000,55475000,50389000,639255000,639255000,974725000,974725000,453201000,299749000,299749000,2366930000,678173000,3288785000,2081725000,465063000,3966958000,6333888000,1189338000,739225000,450113000,131657000,1320995000,1389475000,1053388000,1053388000,2442863000,3763858000,2536629000,-12608000,-180950000,2343085000,2570030000,6333888000,65475000,31045000,8636000,-3993000,101163000,-15272000,-15272000,-15272000,-28994000,-2108000,477000,477000,-25668000,46501000,46501000,4817000,51318000,142580000,1521132000,143102000,0.31569,0.10993,0.04967,0.01961,0.00796,2.83995,1.79178,1.46452,0.24016,0.49381,0.48791,9.94276,22.96204,1.4024,6,0.01079,0.02782,6.18514,7.90673
"16","2014_Q1",66.727868852459,"Up",1171378000,-813997000,357381000,-219692000,-219692000,137689000,-44718000,-44718000,92971000,-18074000,74897000,-30704000,44193000,44193000,37126000,31984000,311301000,311301000,1023732000,1023732000,443536000,353589000,353589000,2132158000,754261000,3714765000,2409699000,472513000,4469026000,6601184000,1354819000,862125000,492694000,29449000,1384268000,1457642000,1018151000,1018151000,2475793000,3860061000,2541107000,19376000,-46600000,2513897000,2741123000,6601184000,44193000,32634000,24281000,74216000,175324000,-20567000,-20567000,-20567000,-410333000,-75488000,864000,864000,-89427000,-324436000,-324436000,-3518000,-327954000,170323000,1487091000,254676000,0.30509,0.11754,0.0273,0.01167,0.00485,7.96261,1.54028,1.4082,0.22528,0.31284,0.30866,11.45728,24.58835,2.49099,6,0.00707,0.04854,6.9033,8.53946
"17","2014_Q2",72.558253968254,"Up",1054331000,-728699000,325632000,-231582000,-231582000,94050000,-12322000,-12322000,81728000,-6312000,75416000,-20579000,54837000,54837000,46790000,24877000,482184000,482184000,1064020000,1064020000,472826000,323011000,323011000,2342041000,747176000,3682007000,2390040000,476338000,4429183000,6771224000,1271607000,779665000,491942000,41633000,1313240000,1107532000,953729000,953729000,2061261000,3374501000,3168397000,44253000,-47304000,3165346000,3396723000,6771224000,54837000,31208000,4808000,-157888000,-67035000,-12593000,-12593000,-12593000,-12593000,-337039000,611748000,611748000,247123000,167495000,167495000,3388000,170883000,125258000,1149165000,-24644000,0.30885,0.0892,0.0236,0.00732,0.00367,-0.99063,1.78341,0.99346,0.16971,0.22114,0.21804,9.37224,28.13763,-0.21907,5,0.00522,-0.00448,5.32486,7.09177
"18","2014_Q3",65.264375,"Down",1199336000,-811165000,388171000,-279029000,-279029000,109142000,-13624000,-13624000,95518000,-13474000,82044000,116300000,198344000,198344000,191785000,191785000,333969000,333969000,1152915000,1152915000,569197000,354671000,354671000,2410752000,812353000,4704728000,3065776000,476946000,5517081000,7927833000,1356870000,826395000,530475000,60411000,1417281000,1811579000,1049567000,1049567000,2861146000,4278427000,3173997000,236038000,4070000,3414105000,3649406000,7927833000,198344000,55546000,-144080000,-5703000,104107000,-29616000,-29616000,-29616000,-978416000,724027000,915000,915000,719334000,-154975000,-154975000,6760000,-148215000,164688000,1871990000,13069000,0.32365,0.091,0.15991,0.05255,0.02419,0.0681399999999991,1.70097,1.17236,0.23613,1.54587,1.52525,9.66715,27.5191,0.105339999999999,5,0.02919,0.00199000000000001,9.339,14.09193
"19","2014_Q4",52.6265625,"Down",1164453000,-791258000,373195000,-245441000,-245441000,127754000,-14935000,-14935000,112819000,-8948000,103871000,-22568000,81303000,81303000,73389000,73389000,286620000,286620000,1099494000,1099494000,522361000,309597000,309597000,2218072000,772115000,4539128000,2947286000,484958000,5311243000,7529315000,1295090000,778846000,516244000,73695000,1368785000,1608165000,1015270000,1015270000,2623435000,3992220000,3195020000,309427000,-177911000,3326536000,3537095000,7529315000,81303000,42694000,7555000,32898000,164450000,-16841000,-16841000,-16841000,-16841000,-167402000,319000,319000,-179557000,-31948000,-31948000,-15401000,-47349000,170448000,1681860000,209073000,0.32049,0.10971,0.06302,0.02075,0.00975,2.84883,1.62047,1.12867,0.22337,0.59216,0.5849,9.39578,26.84127,1.68698,7,0.01177,0.03354,8.18572,10.9213
"20","2015_Q1",48.6704918032787,"Down",1206356000,-814509000,391847000,-255119000,-255119000,136728000,-10424000,-10424000,126304000,-29387000,96917000,-11128000,85789000,85789000,80134000,80134000,305448000,305448000,1029150000,1029150000,442732000,296948000,296948000,2074278000,727435000,4409804000,2873023000,493198000,5137239000,7211517000,1270270000,780287000,489983000,9854999.99999999,1280125000,1526955000,1051993000,1051993000,2578948000,3859073000,3200956000,389561000,-443691000,3146826000,3352444000,7211517000,85789000,45276000,18903000,34268000,184236000,-25408000,-25408000,-25408000,-22293000.0000001,-128648000,944999.999999985,945000,-136851000,25092000,25092000,-6264000,18828000,182004000,1536810000,201992000,0.32482,0.11334,0.06643,0.0239,0.01111,2.52068,1.62037,1.15112,0.2131,0.64581,0.63925,9.72214,25.36059,1.62787,7,0.01349,0.034,6.76558,9.00592
"21","2015_Q2",49.217619047619,"Up",911070000,-616632000,294438000,-213232000,-213232000,81206000,-12044000,-12044000,69162000,-3753000,65409000,-9134000,56275000,56275000,52056000,52056000,206918000,206918000,1014905000,1014905000,455701000,345078000,345078000,2022602000,679658000,4242972000,2763959000,497335000,4922630000,6945232000,1244752000,762813000,481939000,10268000,1255020000,1428227000,1013369000,1013369000,2441596000,3696616000,3206019000,441617000,-604033000,3043603000,3248616000,6945232000,56275000,36926000,7959000,-103210000,-2050000,-11161000,-11161000,-11161000,-11161000,-69351000,689000,689000,-71172000,-84383000,-84383000,-14147000,-98530000,118132000,1438495000,12895000,0.32318,0.08913,0.05714,0.01602,0.0075,0.24771,1.61161,1.1379,0.20712,0.41998,0.41614,7.35046,24.5556,0.10404,3,0.00913,0.00226,10.42543,15.16608
"22","2015_Q3",38.5459375,"Down",1025375000,-697338000,328037000,-222629000,-222629000,105408000,-14249000,-14249000,91159000,-8834000,82325000,-23496000,58829000,58829000,53127000,53127000,212210000,212210000,1024816000,1024816000,447305000,320895000,320895000,2005226000,671991000,4332800000,2860075000,489431000,5004791000,7010017000,1196603000,738493000,458110000,6738000,1203341000,1376932000,1001104000,1001104000,2378036000,3581377000,3216087000,494744000,-491217000,3219614000,3428640000,7010017000,58829000,34187000,10219000,-34316000,68919000,-7157000,-7157000,-7157000,-7156999.99999999,-65504000,2298000,2298000,-64321000,-2559000,-2559000,7851000,5292000.00000003,139595000,1383670000,121618000,0.31992,0.1028,0.05181,0.0155,0.00758,2.28919,1.66638,1.04455,0.19738,0.42755,0.4241,8.25191,25.9105,0.97875,5,0.00914,0.02092,8.39185,11.11358
"23","2015_Q4",26.6709375,"Down",969144000,-673270000,295874000,-237248000,-237248000,58626000,-10857000,-10857000,47769000,-13071000,34698000,-11153000,23545000,23545000,18359000,18359000,221247000,221247000,990452000,990452000,449891000,337502000,337502000,1999092000,664200000,4376604000,2876011000,496361000,5040804000,7039896000,1188909000,735310000,453599000,16517000,1205426000,1532267000,998172000,998172000,2530439000,3735865000,3219386000,513103000,-629435000,3103054000,3304031000,7039896000,23545000,39663000,3822000,18239000,85269000,-14411000,-14411000,-14411000,-198911000,154458000,129000,129000,148416000,34774000,34774000,-25737000,9037000,98289000,1548784000,113270000,0.30529,0.06049,0.01894,0.00556,0.00261,6.16973,1.65841,1.1307,0.22,0.14757,0.14683,7.78993,24.94218,0.91046,5,0.00314,0.01936,13.50647,22.64417
"24","2016_Q1",24.7103278688525,"Down",528763000,-375426000,153337000,-75231000,-75231000,78106000,-10352000,-10352000,67754000,-32068000,35686000,2615000,38301000,48529000,44197000,44197000,197469000,197469000,888166000,888166000,420386000,224872000,224872000,1730893000,644536000,4357490000,2817687000,544091000,5002026000,6732919000,915514000,569445000,346069000,5792000,1116344000,1411755000,948264000,948264000,2360019000,3476363000,3199390000,557300000,-686715000,3069975000,3256556000,6732919000,48529000,31261000,-5790000,77675000,151675000,-37148000,-37148000,-37148000,-29728000,-108491000,-24431000,2936000,-144192000,-22245000,-22245000,-1533000,-23778000,109367000,1417547000,147279000,0.28999,0.14771,0.08359,0.01357,0.00656,3.33233,1.5505,1.0675,0.21054,0.35704,0.3562,4.27153,24.8003,1.18977,5,0.00786,0.0262,11.15581,15.6208
"25","2016_Q2",28.38875,"Up",876843000,-596322000,280521000,-214387000,-214387000,66134000,-9120000,-9120000,57014000,-17668000,39346000,-13136000,26210000,26210000,22615000,22615000,196042000,196042000,881691000,881691000,453582000,253431000,253431000,1784746000,650863000,4288139000,2769311000,526579000,4939002000,6723748000,1091887000,691794000,400093000,5774000,1097661000,1440309000,946578000,946578000,2386887000,3484548000,3184019000,579915000,-718342000,3045592000,3239200000,6723748000,26210000,37717000,6033000,-54444000,15516000,-15389000,-15389000,-15389000,-15389000,13969000,-20482000,330000,-5287000,-5160000,-5160000,3733000,-1427000,103851000,1446083000,47154000,0.31992,0.07542,0.02579,0.00698,0.00336,2.08508,1.62595,1.07574,0.21507,0.18374,0.1835,7.12402,24.74428,0.38311,4,0.00402,0.00837,12.03687,18.90164
"26","2016_Q3",29.281875,"Up",957249000,-656144000,301105000,-213553000,-213553000,87552000,-8711000,-8711000,78841000,-14490000,64351000,-20388000,43963000,43963000,39754000,39754000,184672000,184672000,906336000,906336000,432246000,263806000,263806000,1787060000,635351000,4153749000,2665963000,528478000,4789100000,6576160000,1082293000,679137000,403156000,5611000,1087904000,1399851000,930368000,930368000,2330219000,3418123000,3189958000,619669000,-844615000,2965012000,3158037000,6576160000,43963000,36284000,6512000,-45863000,40896000,-10108000,-10108000,-10108000,-10108000,-35448000,83000,83000,-41869000,-11081000,-11081000,-289000,-11370000,123836000,1405462000,88253000,0.31455,0.09146,0.04153,0.01259,0.00605,2.21998,1.64266,1.08236,0.21372,0.32364,0.32309,7.79296,24.13816,0.71847,5,0.00724,0.01606,9.85812,13.9436
"27","2016_Q4",34.3361904761905,"Up",539253000,-378487000,160766000,-99032000,-99032000,61734000,-7157000,-7157000,54577000,-5840000,48737000,-7328000,41409000,32199000,27970000,27970000,191660000,191660000,922247000,922247000,423905000,265429000,265429000,1803241000,632219000,4106932000,2632433000,533884000,4739151000,6542392000,1068765000,651792000,416973000,6082000,1074847000,1379058000,919828000,919828000,2298886000,3373733000,3192911000,647639000,-867610000,2972940000,3168659000,6542392000,32199000,33100000,3330000,-23187000,45442000,-16174000,-16174000,-16174000,-16174000,-23434000,0,0,-25986000,3282000,3282000,3706000,6988000,94834000,1385140000,62801000,0.29813,0.11448,0.05187,0.00883,0.00428,2.2453,1.67767,1.06472,0.21172,0.2277,0.22721,4.38999,24.2023,0.51125,7,0.00511,0.01147,12.58494,19.33262
"28","2017_Q1",38.7264516129032,"Up",812408000,-562418000,249990000,-169828000,-169828000,80162000,-5288000,-5288000,74874000,-20784000,54090000,-10920000,43170000,42819000,37772000,37772000,208814000,208814000,838796000,838796000,364972000,325996000,325996000,1738578000,505431000,4094431000,2350996000,827088000,4599862000,6338440000,826846000,515520000,311326000,5406000,1059655000,1286738000,898703000,898703000,2185441000,3245096000,3199805000,685411000,-988345000,2896871000,3093344000,6338440000,42819000,30075000,12300000,59926000,145120000,-14331000,-21580000,-21580000,-40323000,-73869000,1793000,1793000,-72076000,32721000,32721000,-2651000,30070000,110237000,1292144000,166752000,0.30771,0.09867,0.04649,0.01221,0.00596,4.4147,1.6407,1.04906,0.20386,0.30736,0.30608,6.61077,23.57258,1.3569,8,0.00715,0.03156,9.82728,13.51426
"29","2017_Q2",39.6246031746032,"Up",733630000,-493801000,239829000,-174833000,-174833000,64996000,-9254000,-9254000,55742000,-4773000,50969000,-12578000,38391000,41487000,38542000,38542000,207840000,207840000,901327000,901327000,427327000,244083000,244083000,1780577000,575428000,4073740000,2587961000,555689000,4649168000,6429745000,927458000,607827000,319631000,5865000,1081854000,1244902000,891557000,891557000,2136459000,3218313000,3207847000,733942000,-931402000,3010387000,3211432000,6429745000,41487000,31972000,4969000,-38023000,40405000,-11709000,-11709000,-11709000,-11709000,-47039000,2244000,2244000,-47285000,-18589000,-18589000,4699000,-13890000,96968000,1250767000,59814000,0.32691,0.0886,0.05254,0.012,0.00599,1.55192,1.64586,1.00214,0.19453,0.31313,0.31134,5.96036,24.45781,0.48596,7,0.0072,0.01117,10.75537,16.04602
"30","2017_Q3",40.4468253968254,"Up",847962000,-589898000,258064000,-176882000,-176882000,81182000,-8524000,-8524000,72658000,-11060000,61598000,-19734000,41864000,58475000,53394000,53394000,272225000,272225000,978606000,978606000,454601000,252985000,252985000,1958417000,580155000,4191707000,2686694000,555088000,4771862000,6730279000,983483000,646253000,337230000,5920000,1146755000,1322442000,888675000,888675000,2211117000,3357872000,3214869000,787336000,-839092000,3163113000,3372407000,6730279000,58475000,36634000,-6302000,-30654000,58153000,1060000,-15046000,-15046000,-48939000,57148000,890000,890000,52199000,61413000,61413000,2972000,64385000,117816000,1328362000,107956000,0.30433,0.09574,0.06297,0.01583,0.00793,2.02188,1.70779,0.99569,0.19737,0.43334,0.43071,6.88191,25.67127,0.87615,6,0.00955,0.01931,8.96429,13.0095
