"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"19","2015_Q4",54.1746875,"Up",8.334e+09,-6.465e+09,1.869e+09,-2.19e+08,-1.94e+08,-2.5e+07,1.65e+09,2.6e+07,-7.7e+07,9.3e+07,1e+07,1.676e+09,1.676e+09,-4.87e+08,1.189e+09,-3e+06,-3e+06,1.186e+09,-1e+06,1.185e+09,1.185e+09,3.076e+09,1.474e+09,2.724e+09,2.724e+09,4.138e+09,1.26e+09,1.059e+09,2.01e+08,1.1198e+10,8.793e+09,2.084e+09,1.86e+09,6.44e+08,5.43e+08,6.73e+08,1.2737e+10,2.3935e+10,3.581e+09,1.797e+09,1.784e+09,5.76e+08,1.036e+09,6.53e+08,5.193e+09,7.742e+09,3.648e+09,1.604e+09,2.044e+09,1.139e+10,1.6583e+10,1.0234e+10,-1.0918e+10,9.393e+09,-1.381e+09,7.328e+09,2.4e+07,7.352e+09,2.3935e+10,1.186e+09,2.48e+08,3.79e+08,-4.5e+07,1.768e+09,-3.73e+08,5.4e+07,6.7e+07,-3.61e+08,-7e+06,-1.299e+09,-1.7e+07,-1.684e+09,1.51e+08,1.51e+08,-2e+06,1.49e+08,1.898e+09,8.318e+09,1.967e+09,0.22426,0.19798,0.14219,0.16118,0.04951,1.65992,2.15636,2.25558,0.34752,3.00761,3,21.15228,18.59898,4.99239,0.91624,0.08003,0.10182,0.30464,2.76185,3.17697
"20","2016_Q1",47.6726229508197,"Down",7.071e+09,-5.792e+09,1.279e+09,-2.27e+08,-2.01e+08,-2.6e+07,1.052e+09,7000000.00000001,-7e+07,8.7e+07,-1e+07,1.059e+09,1.059e+09,-2.62e+08,7.97e+08,-2e+06,-2e+06,7.95e+08,2.3283064365387e-10,7.95e+08,7.95e+08,1.988e+09,9.24e+08,2.363e+09,2.363e+09,4.051e+09,1.387e+09,1.226e+09,1.61e+08,9.789e+09,8.991e+09,2.127e+09,1.85e+09,6.4e+08,5.36e+08,6.74e+08,1.2968e+10,2.2757e+10,3.437e+09,1.627e+09,1.81e+09,3.57e+08,5.55e+08,5.55e+08,4.349e+09,7.671e+09,4.163e+09,2.127e+09,2.036e+09,1.1834e+10,1.6183e+10,1.0233e+10,-1.2086e+10,9.841e+09,-1.438e+09,6.55e+09,2.4e+07,6.574e+09,2.2757e+10,7.95e+08,2.65e+08,1.43e+08,-4.3e+07,1.16e+09,-4.83e+08,3.9e+07,5.7e+07,-3.47e+08,-1.7e+08,-1.22e+09,-7e+06,-1.744e+09,-5.27e+08,-5.27e+08,-1.8e+07,-5.45e+08,1.317e+09,8.028e+09,1.053e+09,0.18088,0.14878,0.11243,0.12093,0.03493,1.32453,2.25086,2.46167,0.35277,2.01777,2.01266,17.9467,16.62437,2.67259,0.88071,0.06086,0.05612,0.43648,4.58618,5.74144
"21","2016_Q2",49.53640625,"Up",6.743e+09,-5.166e+09,1.577e+09,-2.17e+08,-1.93e+08,-2.4e+07,1.36e+09,1.02e+08,-7.7e+07,9.1e+07,8.8e+07,1.462e+09,1.462e+09,-4.32e+08,1.03e+09,-2.3283064365387e-10,-2.3283064365387e-10,1.03e+09,0,1.03e+09,1.03e+09,2.65e+09,1.318e+09,2.508e+09,2.508e+09,3.978e+09,1.188e+09,1.009e+09,1.79e+08,1.0324e+10,9.373e+09,2.15e+09,1.725e+09,6.18e+08,5.48e+08,5.59e+08,1.3248e+10,2.3572e+10,3.273e+09,1.673e+09,1.6e+09,5.98e+08,5.7e+08,5.7e+08,4.441e+09,8.504e+09,4.259e+09,2.134e+09,2.125e+09,1.2763e+10,1.7204e+10,1.0223e+10,-1.3017e+10,1.0535e+10,-1.397e+09,6.344e+09,2.4e+07,6.368e+09,2.3572e+10,1.03e+09,2.68e+08,7.2e+07,-7e+07,1.3e+09,-5.27e+08,1.73e+08,-5.97e+08,-3.36e+08,9.89e+08,-9.86e+08,0,-3.33e+08,3.7e+08,3.7e+08,2.4e+07,3.94e+08,1.628e+09,9.102e+09,1.463e+09,0.23387,0.20169,0.15275,0.16175,0.0437,1.42039,2.3247,2.70163,0.38614,2.61421,2.60759,17.11421,16.10152,3.7132,0.85279,0.06924,0.07415,0.32621,3.96314,4.74412
"22","2016_Q3",46.9440625,"Down",7.328e+09,-5.702e+09,1.626e+09,-2.23e+08,-1.99e+08,-2.4e+07,1.403e+09,3.5e+07,-7.9e+07,1.17e+08,-2999999.99999997,1.438e+09,1.438e+09,-3.46e+08,1.092e+09,-1e+06,-1e+06,1.091e+09,0,1.091e+09,1.091e+09,2.083e+09,1.06e+09,2.633e+09,2.633e+09,4.009e+09,1.258e+09,1.081e+09,1.77e+08,9.983e+09,9.681e+09,2.018e+09,1.753e+09,5.88e+08,5.42e+08,6.23e+08,1.3452e+10,2.3435e+10,3.269e+09,1.895e+09,1.374e+09,6.2e+08,4.62e+08,4.62e+08,4.351e+09,8.485e+09,4.292e+09,2.149e+09,2.143e+09,1.2777e+10,1.7128e+10,1.0223e+10,-1.3732e+10,1.1264e+10,-1.472e+09,6.283e+09,2.4e+07,6.307e+09,2.3435e+10,1.091e+09,2.66e+08,-7.2e+07,-2.4e+07,1.261e+09,-5.63e+08,-2.04e+08,-4.74e+08,-3.62e+08,2.3e+07,-6.96e+08,-4e+06,-1.039e+09,-2.52e+08,-2.52e+08,-9e+06,-2.61e+08,1.669e+09,9.105e+09,1.428e+09,0.22189,0.19146,0.14888,0.17298,0.04655,1.30889,2.29442,2.71571,0.38852,2.76904,2.76203,18.59898,15.9467,3.62437,0.91878,0.07374,0.07247,0.33181,4.20731,5.00499
"23","2016_Q4",51.4380952380952,"Up",7.365e+09,-5.903e+09,1.462e+09,-2.13e+08,-1.88e+08,-2.5e+07,1.249e+09,3.2e+07,-6.8e+07,8.1e+07,1.9e+07,1.281e+09,1.281e+09,-3.26e+08,9.55e+08,-2e+06,-2e+06,9.53e+08,-1e+06,9.52e+08,9.52e+08,1.83e+09,7.4e+08,2.702e+09,2.702e+09,4.015e+09,1.006e+09,8.52e+08,1.54e+08,9.553e+09,1.0057e+10,2.097e+09,1.712e+09,5.62e+08,5.43e+08,6.07e+08,1.3866e+10,2.3419e+10,3.241e+09,1.884e+09,1.357e+09,6.24e+08,4.45e+08,4.45e+08,4.31e+09,8.464e+09,4.538e+09,2.387e+09,2.151e+09,1.3002e+10,1.7312e+10,1.0226e+10,-1.4517e+10,1.1865e+10,-1.492e+09,6.082e+09,2.5e+07,6.107e+09,2.3419e+10,9.53e+08,2.57e+08,2.54e+08,-1.32e+08,1.332e+09,-5.86e+08,1.84e+08,-4.59e+08,-3.51e+08,-2.3e+07,-8.19e+08,-2e+06,-1.195e+09,-3.22e+08,-3.22e+08,2e+06,-3.2e+08,1.506e+09,9.088e+09,1.114e+09,0.19851,0.16959,0.12926,0.15589,0.04065,1.17017,2.21647,2.83478,0.38806,2.41624,2.41013,18.69289,15.43655,2.82741,0.89086,0.06603,0.05645,0.3687,4.81939,5.81105
"24","2017_Q1",56.4429032258065,"Up",7.747e+09,-6.42e+09,1.327e+09,-2.79e+08,-2.53e+08,-2.6e+07,1.048e+09,4000000.00000001,-8.1e+07,7.8e+07,7e+06,1.052e+09,1.052e+09,-2.82e+08,7.7e+08,-7e+06,-7e+06,7.63e+08,-2.3283064365387e-10,7.63e+08,7.63e+08,2.022e+09,8.75e+08,2.716e+09,2.716e+09,3.809e+09,1.052e+09,9.23e+08,1.29e+08,9.599e+09,1.0137e+10,2.01e+09,1.696e+09,5.5e+08,5.28e+08,6.18e+08,1.3843e+10,2.3442e+10,3.443e+09,2.028e+09,1.415e+09,5.96e+08,5.01e+08,5.01e+08,4.54e+09,8.385e+09,4.444e+09,2.331e+09,2.113e+09,1.2829e+10,1.7369e+10,1.0222e+10,-1.4945e+10,1.2282e+10,-1.511e+09,6.048e+09,2.5e+07,6.073e+09,2.3442e+10,7.63e+08,2.73e+08,3.28e+08,3.49e+08,1.713e+09,-5.67e+08,-1.97e+08,-7.71e+08,-3.46e+08,2.98023223876953e-08,-4.37e+08,1e+06,-7.82e+08,1.6e+08,1.6e+08,-2.6e+07,1.34e+08,1.321e+09,8.981e+09,1.385e+09,0.17129,0.13528,0.09849,0.12564,0.03255,1.8152,2.11432,2.86004,0.38312,1.93655,1.93165,19.66244,15.35025,3.51523,0.87817,0.05688,0.07103,0.45347,5.26798,6.64027
"25","2017_Q2",51.8655555555556,"Down",8.43e+09,-6.991e+09,1.439e+09,-2.29e+08,-2.04e+08,-2.5e+07,1.21e+09,-9e+07,-2.01e+08,8.1e+07,3e+07,1.12e+09,1.12e+09,-3.15e+08,8.05e+08,-8e+06,-8e+06,7.97e+08,0,7.97e+08,7.97e+08,1.661e+09,4.85e+08,3.117e+09,3.117e+09,3.875e+09,1.028e+09,8.52e+08,1.76e+08,9.681e+09,1.0361e+10,2.101e+09,1.625e+09,5.17e+08,5.31e+08,5.77e+08,1.4087e+10,2.3768e+10,3.222e+09,2.083e+09,1.139e+09,6.13e+08,5.44e+08,5.44e+08,4.379e+09,8.419e+09,4.483e+09,2.353e+09,2.13e+09,1.2902e+10,1.7281e+10,1.0226e+10,-1.5062e+10,1.2736e+10,-1.438e+09,6.462e+09,2.5e+07,6.487e+09,2.3768e+10,7.97e+08,2.96e+08,8e+06,-4.23e+08,6.78e+08,-4.21e+08,-5e+07,-5.41e+08,-3.43e+08,4e+07,-1.6e+08,-7.4e+07,-5.37e+08,-4e+08,-4e+08,8e+06,-3.92e+08,1.506e+09,9.032e+09,9.77e+08,0.1707,0.14353,0.09454,0.12286,0.03353,1.22585,2.21078,2.66394,0.38001,2.02284,2.01772,21.39594,16.40102,2.4797,0.87056,0.05699,0.04885,0.43036,4.89442,6.09174
"26","2017_Q3",56.7809523809524,"Up",8.403e+09,-6.601e+09,1.802e+09,-2.25e+08,-2e+08,-2.5e+07,1.577e+09,1.6e+07,-9.1e+07,7.8e+07,2.9e+07,1.593e+09,1.593e+09,-4.59e+08,1.134e+09,-4e+06,-4e+06,1.13e+09,1e+06,1.131e+09,1.131e+09,2.012e+09,7.34e+08,2.904e+09,2.904e+09,4.007e+09,1.152e+09,9.64e+08,1.88e+08,1.0075e+10,1.0551e+10,2.036e+09,1.456e+09,4.99e+08,5.59e+08,3.98e+08,1.4043e+10,2.4118e+10,3.043e+09,1.792e+09,1.251e+09,5.63e+08,5.25e+08,5.25e+08,4.131e+09,8.496e+09,4.623e+09,2.37e+09,2.253e+09,1.3119e+10,1.725e+10,1.0229e+10,-1.5494e+10,1.3506e+10,-1.375e+09,6.866e+09,2e+06,6.868e+09,2.4118e+10,1.13e+09,2.86e+08,1.83e+08,-39000000.0000001,1.56e+09,-4.07e+08,-1e+07,-5.13e+08,-3.61e+08,-5e+07,-4.1e+08,-1000000.00000001,-8.22e+08,2.25e+08,2.25e+08,2.9e+07,2.54e+08,1.863e+09,9.059e+09,1.876e+09,0.21445,0.18767,0.13459,0.16468,0.04689,1.65871,2.43888,2.51165,0.37561,2.87056,2.86329,21.32741,17.4264,4.76142,0.91624,0.0726,0.09129,0.31919,3.78261,4.46861
"27","2017_Q4",66.0830158730159,"Up",8.516e+09,-6.939e+09,1.577e+09,-2.45e+08,-2.18e+08,-2.7e+07,1.332e+09,1.06e+08,-8.9e+07,8.1e+07,1.14e+08,1.438e+09,1.438e+09,-3.8e+08,1.058e+09,-2e+06,-2e+06,1.056e+09,1e+06,1.057e+09,1.057e+09,2.499e+09,1.204e+09,3.097e+09,3.097e+09,4.177e+09,1.289e+09,1.104e+09,1.85e+08,1.1062e+10,1.0737e+10,2.091e+09,1.353e+09,4.8e+08,5.7e+08,3.03e+08,1.4181e+10,2.5243e+10,3.631e+09,2.138e+09,1.493e+09,3.84e+08,5.97e+08,5.97e+08,4.612e+09,8.531e+09,4.773e+09,2.447e+09,2.326e+09,1.3304e+10,1.7916e+10,1.0232e+10,-1.5754e+10,1.4207e+10,-1.359e+09,7.326e+09,1e+06,7.327e+09,2.5243e+10,1.056e+09,2.94e+08,5e+07,8.6e+07,1.486e+09,-3.18e+08,1.06e+08,-2e+08,-3.56e+08,-1.78e+08,-2.96e+08,-2e+06,-8.32e+08,4.54e+08,4.54e+08,1.7e+07,4.71e+08,1.626e+09,8.915e+09,1.774e+09,0.18518,0.15641,0.12412,0.14426,0.04187,1.67833,2.39853,2.4452,0.35317,2.68274,2.67595,21.61421,18.59391,4.50254,0.90355,0.06724,0.08442,0.3368,3.94588,4.81682
"28","2018_Q1",71.8332786885246,"Up",9.135e+09,-7.528e+09,1.607e+09,-2.66e+08,-2.37e+08,-2.9e+07,1.341e+09,1e+06,-8.6e+07,8.1e+07,6e+06,1.342e+09,1.342e+09,5.56e+08,1.898e+09,-4e+06,-4e+06,1.894e+09,0,1.894e+09,1.894e+09,2.83e+09,1.523e+09,3.359e+09,3.359e+09,4.217e+09,1.332e+09,1.147e+09,1.85e+08,1.1738e+10,1.0997e+10,2.072e+09,1.399e+09,5.68e+08,5.7e+08,2.61e+08,1.4468e+10,2.6206e+10,4.07e+09,2.258e+09,1.812e+09,7e+07,6.37e+08,6.37e+08,4.777e+09,8.549e+09,3.93e+09,1.655e+09,2.275e+09,1.2479e+10,1.7256e+10,1.0237e+10,-1.5749e+10,1.5746e+10,-1.285e+09,8.949e+09,1e+06,8.95e+09,2.6206e+10,1.894e+09,2.98e+08,-4.93e+08,-2.17e+08,1.482e+09,-4.01e+08,-1.01e+08,-5.02e+08,-3.55e+08,-3.15e+08,0,2e+06,-6.68e+08,3.12e+08,3.12e+08,5e+06,3.17e+08,1.639e+09,8.619e+09,4.65e+08,0.17592,0.1468,0.20733,0.21162,0.07227,0.24551,2.45719,1.92804,0.32889,4.80711,4.79494,23.18528,22.7132,1.1802,0.90102,0.10461,0.02163,0.18743,3.53203,4.31693
"29","2018_Q2",71.175,"Down",9.767e+09,-8.012e+09,1.755e+09,-2.61e+08,-2.33e+08,-2.8e+07,1.494e+09,4e+07,-8e+07,9.6e+07,2.4e+07,1.534e+09,1.534e+09,-3.03e+08,1.231e+09,-9.31322574615479e-10,-9.31322574615479e-10,1.231e+09,0,1.231e+09,1.231e+09,2.882e+09,1.84e+09,3.642e+09,3.642e+09,4.257e+09,1.287e+09,1.07e+09,2.17e+08,1.2068e+10,1.1249e+10,2.213e+09,1.366e+09,5.67e+08,5.78e+08,2.21e+08,1.4828e+10,2.6896e+10,3.885e+09,2.379e+09,1.506e+09,8.2e+07,6.31e+08,6.31e+08,4.598e+09,8.531e+09,4.038e+09,1.688e+09,2.35e+09,1.2569e+10,1.7167e+10,1.0217e+10,-1.5865e+10,1.6677e+10,-1.301e+09,9.728e+09,999999.999999998,9.729e+09,2.6896e+10,1.231e+09,2.99e+08,-3.45e+08,-1.79e+08,1.006e+09,-4.29e+08,-4.5e+07,-1.89e+08,-3.95e+08,0,-1.19e+08,-6e+06,-5.2e+08,2.97e+08,2.97e+08,1.5e+07,3.12e+08,1.793e+09,8.613e+09,1.488e+09,0.17969,0.15296,0.12604,0.12653,0.04577,1.20877,2.62462,1.76452,0.32023,3.12437,3.11646,24.78934,24.69036,3.77665,1.00254,0.07265,0.06649,0.32088,3.19632,3.83601
"30","2018_Q3",71.522380952381,"Up",1.0206e+10,-8.29e+09,1.916e+09,-2.9e+08,-2.61e+08,-2.9e+07,1.626e+09,8000000.00000001,-7.6e+07,6.8e+07,1.6e+07,1.634e+09,1.634e+09,2.1e+07,1.655e+09,-1e+06,-1e+06,1.654e+09,-5.82076609134674e-11,1.654e+09,1.654e+09,3.317e+09,2.384e+09,3.699e+09,3.699e+09,4.096e+09,1.237e+09,1.045e+09,1.92e+08,1.2349e+10,1.131e+10,2.05e+09,1.314e+09,5.28e+08,5.62e+08,2.24e+08,1.4674e+10,2.7023e+10,3.795e+09,2.489e+09,1.306e+09,1.05e+09,6.06e+08,6.06e+08,5.451e+09,7.49e+09,3.479e+09,1.674e+09,1.805e+09,1.0969e+10,1.642e+10,1.0221e+10,-1.62e+10,1.7939e+10,-1.358e+09,1.0602e+10,1e+06,1.0603e+10,2.7023e+10,1.654e+09,3e+08,-3.06e+08,7.9e+07,1.727e+09,-4.96e+08,2.1e+07,-4e+08,-3.92e+08,0,-3.51e+08,-2e+06,-7.45e+08,5.82e+08,5.82e+08,-3.6e+07,5.46e+08,1.926e+09,8.54e+09,1.488e+09,0.18773,0.15932,0.16206,0.15599,0.06121,0.89964,2.26546,1.54862,0.31603,4.19797,4.18734,25.90355,26.90863,3.77665,0.99492,0.09044,0.06578,0.237,2.71184,3.21218
"31","2018_Q4",60.3773015873016,"Down",1.0155e+10,-8.499e+09,1.656e+09,-3.39e+08,-3.09e+08,-3e+07,1.317e+09,3e+07,-7.6e+07,8.9e+07,1.7e+07,1.347e+09,1.347e+09,-2.32e+08,1.115e+09,-2e+06,-2e+06,1.113e+09,0,1.113e+09,1.113e+09,1.465e+09,5.21e+08,3.883e+09,3.883e+09,4.596e+09,1.439e+09,1.224e+09,2.15e+08,1.1383e+10,1.2022e+10,2.148e+09,3.143e+09,9.82e+08,1.819e+09,3.42e+08,1.7313e+10,2.8696e+10,4.417e+09,2.928e+09,1.489e+09,1.198e+09,6.27e+08,6.27e+08,6.242e+09,7.471e+09,3.791e+09,1.774e+09,2.017e+09,1.1262e+10,1.7504e+10,7.055e+09,-1.155e+09,6.453e+09,-1.309e+09,1.1044e+10,1.48e+08,1.1192e+10,2.8696e+10,1.113e+09,3.09e+08,-8e+06,2.7e+07,1.441e+09,-4.82e+08,-1.18e+08,-2.376e+09,-3.89e+08,-2.54e+08,-2.67e+08,-3e+06,-9.13e+08,-1.848e+09,-1.848e+09,-6e+06,-1.854e+09,1.626e+09,8.669e+09,1.403e+09,0.16307,0.12969,0.1096,0.09945,0.03879,1.26056,1.82361,1.56397,0.3021,2.99194,2.99194,27.29839,29.68817,3.77151,1.0457,0.0635,0.05932,0.34951,4.4305,5.47001
"32","2019_Q1",66.5829508196721,"Up",8.876e+09,-7.728e+09,1.148e+09,-3.54e+08,-3.26e+08,-2.8e+07,7.94e+08,2000000.00000001,-8.3e+07,3.6e+07,4.9e+07,7.96e+08,7.96e+08,-9.9e+07,6.97e+08,-5e+06,-5e+06,6.92e+08,-2e+06,6.9e+08,6.9e+08,1.224e+09,3.32e+08,3.355e+09,3.355e+09,4.515e+09,1.472e+09,1.255e+09,2.17e+08,1.0566e+10,1.2477e+10,2.103e+09,3.132e+09,9.65e+08,1.814e+09,3.53e+08,1.7712e+10,2.8278e+10,4.096e+09,2.56e+09,1.536e+09,8.9e+08,5.27e+08,5.27e+08,5.513e+09,8.497e+09,3.872e+09,1.975e+09,1.897e+09,1.2369e+10,1.7882e+10,7.063e+09,-2.206e+09,6.763e+09,-1.363e+09,1.0257e+10,1.39e+08,1.0396e+10,2.8278e+10,6.92e+08,3.33e+08,1.06e+08,1.66e+08,1.297e+09,-6.98e+08,3.8e+07,-5.94e+08,-3.78e+08,6.7e+08,-1.117e+09,-5e+06,-8.3e+08,-1.27e+08,-1.27e+08,-4e+06,-1.31e+08,1.127e+09,9.387e+09,6.94e+08,0.12934,0.08945,0.07774,0.06637,0.0244,1.0058,1.91656,1.72008,0.33195,1.85484,1.85484,23.86022,27.57258,1.86559,1.01613,0.04515,0.02934,0.54783,7.24312,10.28086
"33","2019_Q2",67.7847619047619,"Up",8.778e+09,-7.446e+09,1.332e+09,-3.15e+08,-2.87e+08,-2.8e+07,1.017e+09,3e+06,-8.6e+07,6.4e+07,2.5e+07,1.02e+09,1.02e+09,-2.03e+08,8.17e+08,-4228105.98019697,-4228105.98019697,8.17e+08,-5251259.3177761,8.17e+08,8.15e+08,7.62e+08,3.39e+08,3.508e+09,3.508e+09,4.496e+09,1.52e+09,1.329e+09,1.91e+08,1.0286e+10,1.2797e+10,2.137e+09,4.669e+09,9.45e+08,1.803e+09,1.921e+09,1.9603e+10,2.9889e+10,4.053e+09,2.61e+09,1.443e+09,2.382e+09,5.77e+08,5.77e+08,7.012e+09,7.522e+09,5.079e+09,1.967e+09,3.112e+09,1.2601e+10,1.9613e+10,7.018e+09,-2.668e+09,7.206e+09,-1.418e+09,1.0138e+10,1.38e+08,1.0276e+10,2.9889e+10,8.17e+08,3.22e+08,-3.78e+08,-1.04e+08,6.57e+08,-5.99e+08,1.13e+08,-1.78e+08,-3.72e+08,4.41e+08,-5.12e+08,-7.8e+07,-5.21e+08,-4.2e+07,-4.2e+07,-1e+06,-4.3e+07,1.339e+09,9.904e+09,8.39e+08,0.15174,0.11586,0.09285,0.07931,0.02727,1.02945,1.46691,1.90862,0.33136,2.19086,2.19086,23.59677,27.25269,2.25538,1,0.04699,0.03322,0.45644,6.82748,8.98918
"34","2019_Q3",65.71484375,"Down",9.048e+09,-7.542e+09,1.506e+09,-3.29e+08,-3.02e+08,-2.7e+07,1.177e+09,-2e+06,-7.6e+07,6.4e+07,1e+07,1.175e+09,1.175e+09,-1.69e+08,1.006e+09,-3e+06,-3e+06,1.003e+09,-8191508.09447658,1.003e+09,1.002e+09,1.331e+09,1.279e+09,3.576e+09,3.576e+09,4.685e+09,1.496e+09,1.285e+09,2.11e+08,1.1088e+10,1.3285e+10,2.112e+09,4.686e+09,8.92e+08,1.848e+09,1.946e+09,2.0083e+10,3.1171e+10,4.191e+09,2.584e+09,1.607e+09,2.816e+09,5.31e+08,5.31e+08,7.538e+09,7.586e+09,5.188e+09,2.008e+09,3.18e+09,1.2774e+10,2.0312e+10,7.028e+09,-2.663e+09,7.818e+09,-1.462e+09,1.0721e+10,1.38e+08,1.0859e+10,3.1171e+10,1.003e+09,3.28e+08,2.89e+08,-4.34e+08,1.186e+09,-6.22e+08,1.41e+08,-2.78e+08,-3.88e+08,4.31e+08,2.38418579101562e-07,-4e+06,3.9e+07,9.47e+08,9.47e+08,3e+06,9.5e+08,1.505e+09,1.0402e+10,6.18e+08,0.16645,0.13008,0.11074,0.09227,0.03215,0.61677,1.47095,1.87052,0.33371,2.69355,2.69355,24.32258,28.81989,1.66129,1.04301,0.05255,0.02337,0.38723,6.02724,7.70688
"35","2019_Q4",74.85234375,"Up",8.722e+09,-7.269e+09,1.453e+09,-3.29e+08,-3.03e+08,-2.6e+07,1.124e+09,-1.9e+07,-8.1e+07,5.1e+07,1.1e+07,1.105e+09,1.105e+09,-1.36e+08,9.69e+08,-4e+06,-4e+06,9.65e+08,-9286002.82393877,9.65e+08,9.63e+08,5.29e+08,4.76e+08,3.331e+09,3.331e+09,4.446e+09,1.324e+09,1.15e+09,1.74e+08,9.63e+09,1.3669e+10,2.119e+09,4.696e+09,8.41e+08,1.848e+09,2.007e+09,2.0484e+10,3.0114e+10,4.432e+09,2.687e+09,1.745e+09,2.442e+09,5.14e+08,5.14e+08,7.388e+09,9.628e+09,5.076e+09,2.018e+09,3.058e+09,1.4704e+10,2.2092e+10,7.039e+09,-5.898e+09,8.43e+09,-1.683e+09,7.888e+09,1.34e+08,8.022e+09,3.0114e+10,9.65e+08,3.27e+08,1.11e+08,4.73e+08,1.876e+09,-7.42e+08,-1.2e+07,-7.54e+08,-3.51e+08,1.701e+09,-3.24e+09,-1e+07,-1.9e+09,-7.78e+08,-7.78e+08,-1.8e+07,-7.96e+08,1.451e+09,1.207e+10,1.318e+09,0.16659,0.12887,0.11041,0.12004,0.03198,1.36864,1.30347,2.75393,0.40081,2.58871,2.58871,23.44624,21.2043,3.54301,0.94355,0.05221,0.05237,0.36449,7.95382,10.26779
