"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",6.18258064516129,"Down",1.528e+09,-6.26e+08,9.02e+08,-5.94e+08,-5.61e+08,-4e+06,3.08e+08,-2.7e+07,-3.1e+07,4e+06,2.81e+08,2.81e+08,-1.02e+08,1.79e+08,1.79e+08,1.79e+08,1.79e+08,3.83e+08,3.83e+08,5.46e+08,5.46e+08,2.07e+08,2.6e+08,1.14e+08,5.2e+07,1.396e+09,1.194e+09,6.385e+09,2.983e+09,2.685e+09,1.34e+08,5.83e+08,7.593e+09,8.989e+09,3.45e+08,2.97e+08,7.01e+08,6.9e+08,1.736e+09,2.065e+09,2.87e+09,6.35e+08,8.33e+08,4.935e+09,6.671e+09,1.435e+09,9.81e+08,-9.8e+07,2.318e+09,2.318e+09,8.989e+09,1.79e+08,4.7e+07,9e+06,8.8e+07,3.23e+08,-7.1e+07,-7.1e+07,-7.2e+07,0,-1.01e+08,-1e+06,-1.74e+08,7.8e+07,7.8e+07,2e+06,8e+07,3.55e+08,2.766e+09,4.74e+08,0.59031,0.20157,0.11715,0.07722,0.01991,2.64804,0.80415,2.87791,0.30771,0.85076,0.84474,7.26236,11.01711,2.25285,0.34221,0.03156,0.05959,0.40223,6.71268,7.73701
"12","2013_Q1",6.3125,"Up",1.484e+09,-6.05e+08,8.79e+08,-5.87e+08,-5.55e+08,-3e+06,2.92e+08,-2.9e+07,-3e+07,1e+06,2.63e+08,2.63e+08,-9.3e+07,1.7e+08,1.7e+08,1.7e+08,1.7e+08,3.66e+08,3.66e+08,5.52e+08,5.52e+08,1.97e+08,2.2e+08,1.04e+08,5e+07,1.335e+09,1.202e+09,6.377e+09,2.983e+09,2.684e+09,1.3e+08,5.8e+08,7.593e+09,8.928e+09,3.28e+08,2.83e+08,2.5e+08,6.54e+08,1.232e+09,2.554e+09,2.862e+09,6.3e+08,8.46e+08,5.416e+09,6.648e+09,1.31e+09,1.08e+09,-1.1e+08,2.28e+09,2.28e+09,8.928e+09,1.7e+08,4.9e+07,3.8e+07,-5.7e+07,2e+08,-5.5e+07,-5.5e+07,-7.1e+07,5e+07,-1.37e+08,-3e+06,-1.61e+08,-1.6e+07,-1.6e+07,-1e+06,-1.7e+07,3.41e+08,2.804e+09,3.22e+08,0.59232,0.19677,0.11456,0.07456,0.01904,1.89412,1.0836,2.91579,0.31407,0.81888,0.81223,7.14836,10.98266,1.55106,0.342,0.03033,0.04052,0.41765,7.14956,8.34932
"13","2013_Q2",6.75625,"Up",1.38e+09,-5.9e+08,7.9e+08,-5.93e+08,-5.63e+08,-1e+06,1.97e+08,-3.1e+07,-3.4e+07,3e+06,1.66e+08,1.66e+08,-6e+07,1.06e+08,1.06e+08,1.06e+08,1.06e+08,2.08e+08,2.08e+08,5.83e+08,5.83e+08,2.16e+08,2.73e+08,1.55e+08,5.1e+07,1.28e+09,1.186e+09,6.391e+09,2.99e+09,2.703e+09,1.26e+08,5.72e+08,7.592e+09,8.872e+09,3.53e+08,3.17e+08,2.5e+08,6.09e+08,1.212e+09,2.547e+09,2.874e+09,6.52e+08,8.53e+08,5.421e+09,6.633e+09,1.229e+09,1.107e+09,-9.7e+07,2.239e+09,2.239e+09,8.872e+09,1.06e+08,4.8e+07,2.2e+07,-9.9e+07,7.7e+07,-5.1e+07,-6.1e+07,-7e+07,0,-9.8e+07,-7e+06,-1.75e+08,-1.59e+08,-1.59e+08,1e+06,-1.58e+08,2.45e+08,2.797e+09,1.55e+08,0.57246,0.14275,0.07681,0.04734,0.01195,1.46226,1.05611,2.96248,0.31526,0.51808,0.51381,6.74487,10.9433,0.75758,0.34213,0.02225,0.0196,0.66038,10.56735,13.14213
"14","2013_Q3",6.60703125,"Down",1.611e+09,-6.76e+08,9.35e+08,-6.5e+08,-6.19e+08,-2e+06,2.85e+08,1.1e+07,-3e+07,4.1e+07,2.96e+08,2.96e+08,-1.42e+08,1.55e+08,1.55e+08,1.55e+08,1.55e+08,1.13e+08,1.13e+08,6.25e+08,6.25e+08,2.22e+08,2.53e+08,1.32e+08,5.5e+07,1.213e+09,1.169e+09,6.313e+09,2.989e+09,2.697e+09,8.7e+07,5.4e+08,7.496e+09,8.709e+09,3.59e+08,2.99e+08,6.9e+07,6.36e+08,1.064e+09,2.521e+09,2.82e+09,6.7e+08,7.99e+08,5.341e+09,6.405e+09,1.224e+09,1.184e+09,-1.04e+08,2.304e+09,2.304e+09,8.709e+09,1.55e+08,4.9e+07,6.1e+07,-4.7e+07,2.18e+08,-3.3e+07,-3.3e+07,-7.8e+07,-1.82e+08,-1.6e+07,0,-2.76e+08,-9.1e+07,-9.1e+07,-4e+06,-9.5e+07,3.34e+08,2.59e+09,3.96e+08,0.58038,0.17691,0.09621,0.06727,0.0178,2.55484,1.14004,2.77995,0.29739,0.75906,0.75426,7.88932,11.28306,1.93928,0.38198,0.0302,0.05134,0.50323,7.41617,8.69123
"15","2013_Q4",6.8165625,"Up",1.543e+09,-6.5e+08,8.93e+08,-5.93e+08,-5.63e+08,-2e+06,3e+08,-4.57e+08,-2.9e+07,-4.28e+08,-1.57e+08,-1.57e+08,3.64e+08,2.07e+08,2.07e+08,2.07e+08,2.07e+08,1.19e+08,1.19e+08,5.31e+08,5.31e+08,1.96e+08,2.13e+08,9.8e+07,5.5e+07,1.059e+09,1.155e+09,5.901e+09,2.988e+09,2.696e+09,8.8e+07,1.29e+08,7.07e+09,8.129e+09,2.92e+08,2.71e+08,999999.999999985,6.63e+08,9.56e+08,2.501e+09,2.344e+09,7.43e+08,2.65e+08,4.845e+09,5.801e+09,1.118e+09,1.313e+09,-1.03e+08,2.328e+09,2.328e+09,8.129e+09,2.07e+08,4.9e+07,8.7e+07,-2.2e+07,3.21e+08,-3.1e+07,-3.4e+07,-7.7e+07,-6.8e+07,-1.16e+08,-2e+07,-2.81e+08,6e+06,6e+06,0,6e+06,3.49e+08,2.502e+09,-6.8e+07,0.57874,0.19443,0.13415,0.08892,0.02546,-0.3285,1.10774,2.49184,0.30779,1.0187,1.01124,7.5935,11.45669,-0.33465,0.37894,0.03959,-0.00948,0.37198,6.82808,7.94333
"16","2014_Q1",7.35016393442623,"Up",1.463e+09,-5.83e+08,8.8e+08,-5.6e+08,-5.27e+08,-4e+06,3.2e+08,-26999999.9999999,-2.8e+07,1000000.00000006,2.93e+08,2.37e+08,-8.1e+07,1.56e+08,1.56e+08,1.56e+08,1.56e+08,1.53e+08,1.53e+08,5.64e+08,5.64e+08,2e+08,2.02e+08,7.8e+07,5.8e+07,1.119e+09,1.173e+09,5.894e+09,2.988e+09,2.694e+09,8.5e+07,1.27e+08,7.082e+09,8.201e+09,3.04e+08,2.71e+08,6.6e+07,6.6e+08,1.03e+09,2.508e+09,2.386e+09,7.55e+08,3.13e+08,4.894e+09,5.924e+09,9.72e+08,1.393e+09,-8.8e+07,2.277e+09,2.277e+09,8.201e+09,1.56e+08,5e+07,1.3e+07,3.1e+07,2.5e+08,-6.8e+07,-6.7e+07,-7.7e+07,6.5e+07,-1.55e+08,1.9e+07,-1.48e+08,3.5e+07,3.5e+07,-1e+06,3.4e+07,3.7e+08,2.574e+09,4.14e+08,0.6015,0.21873,0.10663,0.06851,0.01902,2.65385,1.08641,2.60167,0.31386,0.78156,0.77419,7.32966,11.40782,2.07415,0.38577,0.0322,0.05721,0.49359,6.54324,7.56562
"17","2014_Q2",8.26539682539683,"Up",1.398e+09,-5.54e+08,8.44e+08,-5.84e+08,-5.54e+08,-1e+06,2.6e+08,-2.4e+07,-2.5e+07,1e+06,2.36e+08,2.36e+08,-8.1e+07,1.55e+08,1.55e+08,1.55e+08,1.55e+08,1.2e+08,1.2e+08,5.57e+08,5.57e+08,2.26e+08,2.7e+08,1.43e+08,6.3e+07,1.173e+09,1.149e+09,5.89e+09,2.988e+09,2.692e+09,8e+07,1.3e+08,7.054e+09,8.227e+09,3.58e+08,2.95e+08,1.52e+08,5.95e+08,1.105e+09,2.433e+09,2.373e+09,7.71e+08,3.01e+08,4.806e+09,5.911e+09,9.41e+08,1.466e+09,-9.1e+07,2.316e+09,2.316e+09,8.227e+09,1.55e+08,5e+07,0,-7.6e+07,1.29e+08,-3.7e+07,-3.8e+07,-7.5e+07,8.5e+07,-3.6e+07,-9.7e+07,-1.23e+08,-3.2e+07,-3.2e+07,-1e+06,-3.3e+07,3.1e+08,2.585e+09,2.78e+08,0.60372,0.18598,0.11087,0.06693,0.01884,1.79355,1.06154,2.55225,0.31421,0.78322,0.77694,7.06417,11.70288,1.40475,0.37898,0.03162,0.03822,0.48387,7.95161,9.48077
"18","2014_Q3",9.0490625,"Up",1.631e+09,-6.65e+08,9.66e+08,-6.18e+08,-5.92e+08,3e+06,3.48e+08,-2.6e+07,-2.7e+07,999999.999999985,3.22e+08,3.22e+08,-1.13e+08,2.1e+08,2.1e+08,2.1e+08,2.1e+08,1.35e+08,1.35e+08,5.89e+08,5.89e+08,2.13e+08,2.52e+08,1.34e+08,5.3e+07,1.189e+09,1.122e+09,5.9e+09,2.988e+09,2.693e+09,8.2e+07,1.37e+08,7.037e+09,8.226e+09,3.67e+08,3.13e+08,7.2e+07,6.24e+08,1.063e+09,2.487e+09,2.357e+09,7.76e+08,2.95e+08,4.844e+09,5.907e+09,8.1e+08,1.594e+09,-8.5e+07,2.319e+09,2.319e+09,8.226e+09,2.1e+08,4.9e+07,7e+06,4.3e+07,3.09e+08,-2.8e+07,-3e+07,-8.2e+07,-8e+07,-1.42e+08,3.9e+07,-2.65e+08,1.4e+07,1.4e+07,1e+06,1.5e+07,3.97e+08,2.559e+09,5.25e+08,0.59227,0.21337,0.12876,0.09056,0.02553,2.5,1.11853,2.54722,0.31109,1.06816,1.06168,8.29603,11.79552,2.6704,0.41709,0.04036,0.07256,0.39048,6.10579,6.96552
"19","2014_Q4",10.32515625,"Up",1.583e+09,-6.58e+08,9.25e+08,-6.09e+08,-5.81e+08,0,3.16e+08,-3.1e+07,-2.7e+07,-4e+06,2.85e+08,2.85e+08,-9.7e+07,1.88e+08,1.88e+08,1.88e+08,1.88e+08,2.66e+08,2.66e+08,5.46e+08,5.46e+08,1.91e+08,2.38e+08,1.18e+08,6.3e+07,1.241e+09,1.108e+09,5.897e+09,2.987e+09,2.688e+09,7.7e+07,1.45e+08,7.02e+09,8.261e+09,3.44e+08,3.19e+08,2e+06,6.78e+08,1.024e+09,2.539e+09,2.335e+09,7.84e+08,2.83e+08,4.874e+09,5.898e+09,7.6e+08,1.702e+09,-9.9e+07,2.363e+09,2.363e+09,8.261e+09,1.88e+08,4.9e+07,1.9e+07,7.5e+07,3.31e+08,-3.2e+07,-3.2e+07,-8e+07,-7e+07,-6.6e+07,5.1e+07,-1.65e+08,1.34e+08,1.34e+08,-3e+06,1.31e+08,3.65e+08,2.541e+09,5.05e+08,0.58433,0.19962,0.11876,0.07956,0.02276,2.68617,1.21191,2.49598,0.30759,0.96509,0.95821,8.12628,12.13039,2.5924,0.41068,0.03702,0.06976,0.42553,6.23288,7.19937
"20","2015_Q1",11.592131147541,"Up",1.509e+09,-6.14e+08,8.95e+08,-6.39e+08,-6.07e+08,-3e+06,2.56e+08,-2.6e+07,-2.8e+07,2e+06,2.3e+08,2.3e+08,-8e+07,1.5e+08,1.5e+08,1.5e+08,1.5e+08,2.37e+08,2.37e+08,5.56e+08,5.56e+08,2.04e+08,2.14e+08,8.6e+07,6.1e+07,1.211e+09,1.141e+09,5.899e+09,2.99e+09,2.684e+09,7.4e+07,1.51e+08,7.054e+09,8.265e+09,2.99e+08,2.89e+08,3e+06,7.36e+08,1.038e+09,2.58e+09,2.353e+09,8.01e+08,3.02e+08,4.933e+09,5.971e+09,6.6e+08,1.771e+09,-1.37e+08,2.294e+09,2.294e+09,8.265e+09,1.5e+08,5.1e+07,5.7e+07,-5e+06,2.53e+08,-6.6e+07,-8.5e+07,-8e+07,0,-1.15e+08,1e+06,-1.94e+08,-2.6e+07,-2.6e+07,-3e+06,-2.9e+07,3.07e+08,2.583e+09,3.16e+08,0.59311,0.16965,0.0994,0.06539,0.01815,2.10667,1.16667,2.60288,0.31252,0.77359,0.76492,7.78236,11.83084,1.62971,0.41258,0.03181,0.04371,0.53333,7.64169,9.16406
"21","2015_Q2",11.5092063492063,"Down",1.451e+09,-6.02e+08,8.49e+08,-5.79e+08,-5.52e+08,0,2.7e+08,-2.6e+07,-2.7e+07,1e+06,2.44e+08,2.44e+08,-8.7e+07,1.57e+08,1.57e+08,1.57e+08,1.57e+08,9.3e+07,9.3e+07,5.72e+08,5.72e+08,2.28e+08,3.01e+08,1.63e+08,6.5e+07,1.194e+09,1.115e+09,5.93e+09,2.99e+09,2.68e+09,6.7e+07,1.93e+08,7.058e+09,8.252e+09,4e+08,3.5e+08,5.04e+08,6.51e+08,1.555e+09,2.113e+09,2.363e+09,8.28e+08,3.03e+08,4.476e+09,6.031e+09,5.48e+08,1.835e+09,-1.62e+08,2.221e+09,2.221e+09,8.252e+09,1.57e+08,4.8e+07,-1e+06,-1.03e+08,1.01e+08,-1.9e+07,-4e+07,-7.9e+07,0,-1.16e+08,-7e+06,-2.02e+08,-1.41e+08,-1.41e+08,-3e+06,-1.44e+08,3.18e+08,2.617e+09,2.83e+08,0.58511,0.18608,0.1082,0.07069,0.01903,1.80255,0.76785,2.71544,0.31714,0.81347,0.80678,7.51813,11.50777,1.46632,0.40933,0.03277,0.0393,0.50318,7.93711,9.34815
"22","2015_Q3",11.904375,"Up",1.655e+09,-6.74e+08,9.81e+08,-6.12e+08,-5.86e+08,0,3.69e+08,-2.8e+07,-2.7e+07,-1e+06,3.41e+08,3.41e+08,-1.21e+08,2.2e+08,2.2e+08,2.2e+08,2.2e+08,1.27e+08,1.27e+08,6.3e+08,6.3e+08,2.17e+08,2.85e+08,1.59e+08,6.3e+07,1.259e+09,1.095e+09,5.9e+09,2.989e+09,2.679e+09,6.7e+07,1.65e+08,7.008e+09,8.267e+09,3.63e+08,3.05e+08,5.05e+08,6.95e+08,1.563e+09,2.097e+09,2.345e+09,8.31e+08,2.98e+08,4.442e+09,6.005e+09,4.49e+08,1.962e+09,-1.49e+08,2.262e+09,2.262e+09,8.267e+09,2.2e+08,4.8e+07,4e+06,-2.4e+07,2.48e+08,-1.3e+07,-7e+06,-9.3e+07,0,-1.13e+08,-1e+06,-2.07e+08,3.4e+07,3.4e+07,0,3.4e+07,4.17e+08,2.602e+09,5.01e+08,0.59275,0.22296,0.13293,0.09726,0.02661,2.27727,0.8055,2.65473,0.31475,1.14943,1.14345,8.64681,11.81818,2.61755,0.48589,0.04342,0.0695,0.42273,5.93525,6.70732
"23","2015_Q4",13.549375,"Up",1.63e+09,-6.73e+08,9.57e+08,-6.2e+08,-5.92e+08,-2e+06,3.37e+08,-2.9e+07,-2.8e+07,-1e+06,3.08e+08,3.08e+08,-1.06e+08,2.02e+08,2.02e+08,2.02e+08,2.02e+08,2.07e+08,2.07e+08,5.71e+08,5.71e+08,2.01e+08,2.43e+08,1.13e+08,5.7e+07,1.222e+09,1.077e+09,5.895e+09,2.988e+09,2.673e+09,6.2e+07,1.72e+08,7.003e+09,8.225e+09,3.35e+08,3.1e+08,5.05e+08,7.49e+08,1.589e+09,2.13e+09,2.309e+09,8.46e+08,2.65e+08,4.439e+09,6.028e+09,3.15e+08,2.072e+09,-1.9e+08,2.197e+09,2.197e+09,8.225e+09,2.02e+08,4.7e+07,2.7e+07,9.8e+07,3.74e+08,-2.8e+07,-4.8e+07,-9.2e+07,0,-1.47e+08,0,-2.39e+08,8.7e+07,8.7e+07,-7e+06,8e+07,3.84e+08,2.635e+09,5.6e+08,0.58712,0.20675,0.12393,0.09194,0.02456,2.77228,0.76904,2.74374,0.32036,1.06092,1.05483,8.56092,11.53887,2.94118,0.48319,0.04117,0.07842,0.45545,6.32292,7.20475
"24","2016_Q1",14.0103278688525,"Up",1.546e+09,-6.1e+08,9.36e+08,-6.14e+08,-5.83e+08,-5e+06,3.22e+08,-3.1e+07,-3.3e+07,2e+06,2.91e+08,2.91e+08,-1.06e+08,1.85e+08,1.85e+08,1.85e+08,1.85e+08,9.11e+08,9.11e+08,5.7e+08,5.7e+08,2.09e+08,1.27e+08,6.9e+07,5.8e+07,1.817e+09,1.156e+09,5.865e+09,2.988e+09,2.663e+09,6.4e+07,1.5e+08,7.052e+09,8.869e+09,3.04e+08,2.77e+08,5.07e+08,7.72e+08,1.583e+09,2.875e+09,2.228e+09,7.87e+08,2.6e+08,5.103e+09,6.686e+09,2.13e+08,2.165e+09,-1.95e+08,2.183e+09,2.183e+09,8.869e+09,1.85e+08,4.9e+07,3.4e+07,2.3e+07,2.91e+08,-1e+08,-9.9e+07,-9.1e+07,7.5e+08,-1.15e+08,-3.3e+07,5.11e+08,7.03e+08,7.03e+08,1e+06,7.04e+08,3.71e+08,3.382e+09,4e+08,0.60543,0.20828,0.11966,0.08475,0.02086,2.16216,1.14782,3.06276,0.38133,0.97987,0.96808,8.18856,11.5625,2.11864,0.48199,0.03542,0.05133,0.49189,6.66038,7.67391
"25","2016_Q2",14.174375,"Up",1.487e+09,-6.02e+08,8.85e+08,-5.72e+08,-5.46e+08,0,3.13e+08,-3.2e+07,-3.3e+07,1e+06,2.81e+08,2.81e+08,-9.9e+07,1.82e+08,1.82e+08,1.82e+08,1.82e+08,2.75e+08,2.75e+08,5.76e+08,5.76e+08,2.35e+08,1.97e+08,1.44e+08,5.3e+07,1.283e+09,1.136e+09,5.909e+09,2.988e+09,2.662e+09,6.6e+07,1.93e+08,7.081e+09,8.364e+09,4.16e+08,3.57e+08,8e+06,7.52e+08,1.176e+09,2.907e+09,2.179e+09,7.97e+08,2.16e+08,5.086e+09,6.262e+09,9.5e+07,2.194e+09,-1.87e+08,2.102e+09,2.102e+09,8.364e+09,1.82e+08,4.8e+07,1.4e+07,-4.7e+07,1.97e+08,-2.6e+07,-4e+07,-9e+07,-5e+08,-1.72e+08,-3.3e+07,-7.95e+08,-6.38e+08,-6.38e+08,2e+06,-6.36e+08,3.61e+08,2.915e+09,3.87e+08,0.59516,0.21049,0.12239,0.08658,0.02176,2.12637,1.09099,2.97907,0.34852,0.97015,0.96296,7.92644,11.20469,2.0629,0.47974,0.0378,0.05378,0.49451,7.31302,8.4345
"26","2016_Q3",14.718125,"Up",1.695e+09,-6.7e+08,1.025e+09,-6.13e+08,-5.9e+08,1e+06,4.12e+08,-1e+07,-3.2e+07,2.2e+07,4.02e+08,4.02e+08,-1.42e+08,2.6e+08,2.6e+08,2.6e+08,2.6e+08,2.45e+08,2.45e+08,6.42e+08,6.42e+08,2.36e+08,2.02e+08,1.44e+08,5.8e+07,1.325e+09,1.129e+09,5.917e+09,2.986e+09,2.658e+09,6.4e+07,2.09e+08,7.081e+09,8.406e+09,4.09e+08,3.59e+08,9e+06,7.52e+08,1.17e+09,2.921e+09,2.173e+09,8.11e+08,2.12e+08,5.094e+09,6.264e+09,9.6e+07,2.248e+09,-2.02e+08,2.142e+09,2.142e+09,8.406e+09,2.6e+08,4.7e+07,-2.8e+07,-4.8e+07,2.31e+08,-3.9e+07,-3.9e+07,-1e+08,0,-1.19e+08,-2e+06,-2.21e+08,-2.9e+07,-2.9e+07,-1e+06,-3e+07,4.59e+08,2.93e+09,5.14e+08,0.60472,0.24307,0.15339,0.12138,0.03093,1.97692,1.13248,2.92437,0.34856,1.40011,1.3941,9.12763,11.53473,2.76791,0.5385,0.04969,0.07095,0.38462,5.84967,6.51699
"27","2016_Q4",13.701746031746,"Down",1.68e+09,-6.83e+08,9.97e+08,-6.24e+08,-6.03e+08,3e+06,3.73e+08,-3e+07,-3.2e+07,2e+06,3.43e+08,3.43e+08,-1.02e+08,2.4e+08,2.4e+08,2.4e+08,2.4e+08,6.2e+08,6.2e+08,5.81e+08,5.81e+08,2.26e+08,1.75e+08,1.16e+08,5.9e+07,1.602e+09,1.124e+09,5.923e+09,2.994e+09,2.657e+09,6.2e+07,2.1e+08,7.071e+09,8.673e+09,3.63e+08,3.11e+08,3.68e+08,7.52e+08,1.483e+09,2.956e+09,2.105e+09,7.81e+08,1.9e+08,5.061e+09,6.544e+09,9.6e+07,2.246e+09,-2.13e+08,2.129e+09,2.129e+09,8.673e+09,2.4e+08,4.7e+07,-3.9e+07,2.9e+07,2.77e+08,-4.2e+07,-4e+07,-9.8e+07,4e+08,-1.55e+08,-7e+06,1.4e+08,3.77e+08,3.77e+08,-2e+06,3.75e+08,4.2e+08,3.324e+09,5.09e+08,0.59345,0.22202,0.14286,0.11273,0.02767,2.12083,1.08024,3.07374,0.38326,1.2987,1.29241,9.09091,11.52056,2.75433,0.5303,0.04472,0.06735,0.40833,6.4381,7.24933
"28","2017_Q1",14.6696774193548,"Up",1.578e+09,-6.27e+08,9.51e+08,-6.16e+08,-5.9e+08,-1e+06,3.35e+08,-4.7e+07,-4.7e+07,0,2.88e+08,2.57e+08,-9.1e+07,1.65e+08,1.65e+08,1.65e+08,1.65e+08,1.787e+09,1.787e+09,5.95e+08,5.95e+08,2.02e+08,1.52e+08,1.01e+08,5.1e+07,2.736e+09,1.138e+09,5.894e+09,2.993e+09,2.656e+09,6.2e+07,1.83e+08,7.055e+09,9.791e+09,3.07e+08,3.03e+08,1e+07,7.34e+08,1.051e+09,4.468e+09,2.138e+09,8.12e+08,2.09e+08,6.606e+09,7.657e+09,9.7e+07,2.266e+09,-2.29e+08,2.134e+09,2.134e+09,9.791e+09,1.65e+08,4.9e+07,7.4e+07,-3.2e+07,2.56e+08,-6.9e+07,-70000000.0000001,-9.8e+07,1.159e+09,-5.9e+07,-1.8e+07,9.84e+08,1.17e+09,1.17e+09,-3e+06,1.167e+09,3.84e+08,4.478e+09,3.74e+08,0.60266,0.21229,0.10456,0.07732,0.01685,2.26667,2.60324,3.5881,0.45736,0.89918,0.89093,8.59946,11.62943,2.03815,0.53406,0.03006,0.04274,0.59394,7.00781,8.03284
"29","2017_Q2",14.8003174603175,"Up",1.51e+09,-6.07e+08,9.03e+08,-6.17e+08,-6.2e+08,2.8e+07,2.86e+08,-3.8e+07,-3.9e+07,1e+06,2.48e+08,2.48e+08,-7.1e+07,1.77e+08,1.77e+08,1.77e+08,1.77e+08,7.3e+07,7.3e+07,6.06e+08,6.06e+08,2.46e+08,3.22e+08,1.8e+08,1.42e+08,1.247e+09,1.125e+09,7.613e+09,3.56e+09,3.784e+09,6.3e+07,2.06e+08,8.761e+09,1.0008e+10,3.77e+08,3.53e+08,1e+07,7.6e+08,1.147e+09,4.467e+09,2.201e+09,8.42e+08,2.58e+08,6.668e+09,7.815e+09,6.3e+07,2.336e+09,-2.06e+08,2.193e+09,2.193e+09,1.0008e+10,1.77e+08,4.9e+07,2e+06,-1.31e+08,9.7e+07,-1.6e+07,-1.569e+09,-9.7e+07,0,-1.1e+07,-3.4e+07,-1.42e+08,-1.614e+09,-1.614e+09,3e+06,-1.611e+09,3.35e+08,4.477e+09,2.59e+08,0.59801,0.1894,0.11722,0.08071,0.01769,1.46328,1.08718,3.56361,0.44734,0.9651,0.95883,8.23337,11.95747,1.41221,0.5289,0.03089,0.0292,0.54802,13.14627,15.3986
"30","2017_Q3",14.4377777777778,"Down",1.797e+09,-7.18e+08,1.079e+09,-7.04e+08,-6.81e+08,2e+06,3.75e+08,-4.3e+07,-4.3e+07,3.72529029846191e-09,3.32e+08,2.83e+08,-9.4e+07,1.88e+08,1.88e+08,1.88e+08,1.88e+08,2.86e+08,2.86e+08,6.98e+08,6.98e+08,2.67e+08,3.04e+08,1.65e+08,1.39e+08,1.555e+09,1.12e+09,7.621e+09,3.564e+09,3.788e+09,6.1e+07,2.08e+08,8.764e+09,1.0319e+10,4.08e+08,3.67e+08,3.12e+08,8.6e+08,1.58e+09,4.391e+09,2.193e+09,8.59e+08,2.48e+08,6.584e+09,8.164e+09,2000000.00000024,2.346e+09,-1.93e+08,2.155e+09,2.155e+09,1.0319e+10,1.88e+08,4.9e+07,8.1e+07,-5e+06,3.13e+08,-2.9e+07,-2.6e+07,-1.07e+08,1.52e+08,-1.47e+08,2.4e+07,-7.8e+07,2.09e+08,2.09e+08,2e+06,2.11e+08,4.24e+08,4.703e+09,4.84e+08,0.60045,0.20868,0.10462,0.08724,0.01822,2.57447,0.98418,3.7884,0.45576,1.0262,1.02341,9.80895,11.7631,2.64192,0.58406,0.03259,0.05347,0.56915,10.41745,11.77867
"31","2017_Q4",14.3660317460317,"Down",-2.51e+08,-2.46e+08,-4.97e+08,4.69e+08,4.49e+08,-3e+07,-2.8e+07,-1.58e+08,-6.9e+07,-8.9e+07,-1.86e+08,-1.91e+08,6.3e+07,-1.27e+08,-1.27e+08,-1.3e+08,-1.3e+08,3.49e+08,3.49e+08,4.47e+08,4.47e+08,4.74e+08,1.2e+08,82839137.4858955,52337077.6921287,1.39e+09,8e+08,1.3816e+10,9.829e+09,3.862e+09,2.7e+07,9.8e+07,1.4717e+10,1.6107e+10,1.449e+09,1.434e+09,2.25e+08,2.4e+08,1.914e+09,3.759e+09,3.387e+09,1.515e+09,5.7e+07,7.146e+09,9.06e+09,6.385e+09,3.37e+08,1.06e+08,6.828e+09,7.047e+09,1.6107e+10,-1.27e+08,1.1e+07,2.34e+08,7.93e+08,9.11e+08,0,1.796e+09,1.58e+08,-1.296e+09,1.58e+08,-8.8e+07,-1.068e+09,1.639e+09,1.639e+09,1.3e+07,1.652e+09,-1.7e+07,3.984e+09,7.13e+08,1.98008,0.11155,0.51793,-0.01845,-0.00807,-5.48462,0.72623,1.28565,0.24735,-0.71665,-0.71389,-1.38368,37.64057,3.93054,-0.871,-0.01998,0.04945,1.21538,-213.82353,-129.82143
