"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","other_share_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",51.5595161290323,"Up",2.0194e+10,-1.0236e+10,9.958e+09,-6.637e+09,-6.637e+09,3.321e+09,-1.12e+08,-1.79e+08,6.7e+07,3.209e+09,3.187e+09,-7.54e+08,2.433e+09,2.467e+09,-5.6e+07,2.411e+09,2.411e+09,3.991e+09,3.991e+09,6.2e+09,6.2e+09,7.239e+09,5.678e+09,3.817e+09,2.3108e+10,2.0384e+10,9.1113e+10,3.1429e+10,5.4833e+10,4.851e+09,1.11497e+11,1.34605e+11,1.5133e+10,6.684e+09,8.449e+09,1.1771e+10,2.6904e+10,2.1341e+10,2.0451e+10,1.1297e+10,9.154e+09,4.1792e+10,6.8696e+10,1.202e+09,6.572e+10,4.008e+09,6.1712e+10,-6.9918e+10,7.3324e+10,-5.063e+09,6.5265e+10,6.44e+08,6.5909e+10,1.34605e+11,2.467e+09,9.71e+08,8.4e+07,1.09e+08,-2.5e+07,2.94e+08,7.32e+08,2.1e+08,-6.48e+08,3.816e+09,-8.31e+08,5.2e+07,-8.83e+08,-8.83e+08,-6e+06,-6e+06,1.9e+07,-8.18e+08,-1.508e+09,-5.43e+08,-2.538e+09,1.995e+09,0,-1.409e+09,8.5e+08,-2.259e+09,-3.46e+09,-4.62e+08,-4.62e+08,3.9e+07,-4.23e+08,4.292e+09,3.3112e+10,4.509e+09,0.49312,0.16445,0.11939,0.03658,0.01791,1.87018,0.85891,1.04229,0.24599,0.82029,0.82029,6.87058,21.79607,1.53409,0.51306,0.0328,0.03774,0.62547,6.78495,8.76874
"12","2013_Q1",56.3306666666667,"Up",1.8538e+10,-9.517e+09,9.021e+09,-6.215e+09,-6.215e+09,2.806e+09,-1.58e+08,-1.05e+08,-5.3e+07,2.648e+09,2.648e+09,-6.02e+08,2.046e+09,3.667e+09,-3.6e+07,3.631e+09,3.631e+09,4.436e+09,4.436e+09,6.068e+09,6.068e+09,6.721e+09,4.685e+09,3.684e+09,2.191e+10,2.0377e+10,8.9957e+10,3.0988e+10,5.3773e+10,5.196e+09,1.10334e+11,1.32244e+11,1.6209e+10,7.92e+09,8.289e+09,8.698e+09,2.4907e+10,2.108e+10,2.2222e+10,1.0132e+10,1.209e+10,4.3302e+10,6.8209e+10,1.195e+09,6.5832e+10,4.008e+09,6.1824e+10,-6.9604e+10,7.5349e+10,-9.333e+09,6.3439e+10,5.96e+08,6.4035e+10,1.32244e+11,3.667e+09,7.77e+08,-1.716e+09,1e+08,-1.816e+09,1.245e+09,-8e+07,3.64e+08,9.61e+08,3.973e+09,1.302e+09,2.603e+09,-1.301e+09,-1.301e+09,-1.3e+08,-1.3e+08,2.2e+07,1.194e+09,-1.618e+09,-3.325e+09,-3.29e+09,-34999999.999999,-3.5e+07,2.89e+08,2.9e+08,-1e+06,-4.654e+09,5.13e+08,5.13e+08,-6.8e+07,4.45e+08,3.583e+09,2.9778e+10,6.732e+09,0.48662,0.15136,0.19587,0.0567,0.02746,1.85403,0.87967,1.06518,0.22517,1.23921,1.23921,6.32675,21.24296,2.29753,0.5522,0.04524,0.05802,0.44561,7.07284,9.03136
"13","2013_Q2",59.70375,"Up",2.0739e+10,-1.035e+10,1.0389e+10,-6.438e+09,-6.438e+09,3.951e+09,-1.25e+08,-1.53e+08,2.8e+07,3.826e+09,3.826e+09,-9.73e+08,2.853e+09,2.853e+09,-3.9e+07,2.814e+09,2.814e+09,5.302e+09,5.302e+09,6.993e+09,6.993e+09,7.332e+09,4.497e+09,3.425e+09,2.4124e+10,2.0877e+10,9.0887e+10,3.1163e+10,5.4332e+10,5.392e+09,1.11764e+11,1.35888e+11,1.6584e+10,7.498e+09,9.086e+09,8.314e+09,2.4898e+10,2.3563e+10,2.2479e+10,1.0164e+10,1.2315e+10,4.6042e+10,7.094e+10,1.17e+09,6.582e+10,4.009e+09,6.1811e+10,-7.1086e+10,7.6574e+10,-8.179e+09,6.4299e+10,6.49e+08,6.4948e+10,1.35888e+11,2.853e+09,7.1e+08,4.3e+07,7.9e+07,-3.6e+07,-8.36e+08,-7.95e+08,-5.02e+08,4.61e+08,2.77e+09,-7.39e+08,6.6e+07,-8.05e+08,-8.05e+08,1.2e+07,1.2e+07,-1.2e+07,-7.39e+08,-1.605e+09,2.007e+09,1.033e+09,9.74e+08,-1.251e+09,-1.633e+09,9.51e+08,-2.584e+09,-1.231e+09,8e+08,8e+08,6.6e+07,8.66e+08,4.661e+09,3.1877e+10,4.059e+09,0.50094,0.19051,0.13569,0.04333,0.02071,1.44243,0.96891,1.09226,0.23458,0.95985,0.95985,7.07405,21.53324,1.38452,0.54746,0.03704,0.03402,0.57036,5.70157,6.72615
"14","2013_Q3",61.04296875,"Up",2.2175e+10,-1.088e+10,1.1295e+10,-6.803e+09,-6.803e+09,4.492e+09,7.26e+08,-1.5e+08,8.76e+08,5.218e+09,5.218e+09,-1.142e+09,4.076e+09,4.076e+09,-1.9e+07,4.057e+09,4.057e+09,6.643e+09,6.643e+09,7.183e+09,7.183e+09,7.219e+09,4.556e+09,3.573e+09,2.5601e+10,2.1204e+10,9.3098e+10,3.2147e+10,5.5687e+10,5.264e+09,1.14302e+11,1.39903e+11,1.6411e+10,7.157e+09,9.254e+09,9.819e+09,2.623e+10,2.3607e+10,2.2743e+10,1.0567e+10,1.2176e+10,4.635e+10,7.258e+10,1.156e+09,6.5856e+10,4.009e+09,6.1847e+10,-7.1682e+10,7.9045e+10,-7.694e+09,6.6681e+10,6.42e+08,6.7323e+10,1.39903e+11,4.076e+09,7.38e+08,-8.31e+08,7.5e+07,-9.06e+08,-1.34e+08,-1.19e+08,1.78e+08,-1.93e+08,3.849e+09,-3.16e+08,4.08e+08,-7.24e+08,-7.24e+08,-1.135e+09,-1.135e+09,-1.67e+08,-1.618e+09,-1.601e+09,1.455e+09,3.939e+09,-2.484e+09,-2.498e+09,-6.89e+08,7.11e+08,-1.4e+09,-8.35e+08,1.396e+09,1.396e+09,-5.5e+07,1.341e+09,5.23e+09,3.3426e+10,5.922e+09,0.50936,0.20257,0.18295,0.06026,0.029,1.4597,0.97602,1.07809,0.23892,1.38915,1.38915,7.59288,22.43623,2.02773,0.54819,0.04582,0.04795,0.39463,5.12103,5.96238
"15","2013_Q4",62.9746875,"Up",2.0598e+10,-1.0344e+10,1.0254e+10,-6.849e+09,-6.849e+09,3.405e+09,-1.17e+08,-1.42e+08,2.5e+07,3.288e+09,3.288e+09,-6.97e+08,2.591e+09,2.591e+09,-2.5e+07,2.566e+09,2.566e+09,5.876e+09,5.876e+09,6.669e+09,6.669e+09,7.24e+09,4.513e+09,3.576e+09,2.4298e+10,2.1191e+10,9.3642e+10,3.1739e+10,5.5067e+10,6.836e+09,1.14833e+11,1.39131e+11,1.6314e+10,7.422e+09,8.892e+09,1.1098e+10,2.7412e+10,2.1125e+10,2.2641e+10,1.0725e+10,1.1916e+10,4.3766e+10,7.1178e+10,1.143e+09,6.6016e+10,4.009e+09,6.2007e+10,-7.1644e+10,8.0035e+10,-8.282e+09,6.7268e+10,6.85e+08,6.7953e+10,1.39131e+11,2.591e+09,7.4e+08,1.58e+08,9.6e+07,6.2e+07,3.73e+08,4.1e+08,-1.68e+08,1.31e+08,3.862e+09,-8.12e+08,8.5e+07,-8.97e+08,-8.97e+08,-2.5e+07,-2.5e+07,-1.481e+09,-2.318e+09,-1.591e+09,-8.06e+08,-8.2e+08,1.4e+07,0,6.7e+07,1.068e+09,-1.001e+09,-2.33e+09,-7.86e+08,-7.86e+08,1.9e+07,-7.67e+08,4.145e+09,3.2223e+10,4.403e+09,0.49782,0.16531,0.12458,0.03776,0.01844,1.7159,0.8864,1.04746,0.2316,0.87559,0.87559,7.02859,22.56364,1.50242,0.54289,0.03385,0.03585,0.62003,6.35633,7.73774
"16","2014_Q1",61.3460655737705,"Down",1.6604e+10,-8.417e+09,8.187e+09,-5.91e+09,-5.91e+09,2.277e+09,-1.22e+08,-1.34e+08,12000000.0000001,2.155e+09,1.847e+09,-4.14e+08,1.433e+09,1.882e+09,-7e+06,1.875e+09,1.875e+09,5.947e+09,5.947e+09,6.508e+09,6.508e+09,6.909e+09,4.626e+09,3.678e+09,2.399e+10,2.1666e+10,9.3607e+10,3.1572e+10,5.5188e+10,6.847e+09,1.15273e+11,1.39263e+11,1.7605e+10,8.777e+09,8.828e+09,1.2432e+10,3.0037e+10,1.9111e+10,2.1406e+10,1.0827e+10,1.0579e+10,4.0517e+10,7.0554e+10,1.137e+09,6.6195e+10,4.009e+09,6.2186e+10,-7.1966e+10,8.0197e+10,-7.499e+09,6.8064e+10,6.45e+08,6.8709e+10,1.39263e+11,1.882e+09,7.94e+08,4.38e+08,9.6e+07,3.42e+08,1.278e+09,8.9e+07,2.67e+08,9.22e+08,4.392e+09,-1.557e+09,25000000.0000001,-1.582e+09,-1.582e+09,3e+06,3e+06,-65999999.9999998,-1.62e+09,-1.722e+09,-6.71e+08,-7.46e+08,7.5e+07,-2999999.99999976,-2.82e+08,7.19e+08,-1.001e+09,-2.675e+09,9.7e+07,9.7e+07,-2.6e+07,7.1e+07,3.071e+09,3.1543e+10,3.206e+09,0.49307,0.13714,0.11292,0.02729,0.01346,1.70987,0.79868,1.02685,0.2265,0.63784,0.63784,5.64839,22.76738,1.09062,0.58579,0.02957,0.02635,0.9184,8.33474,11.24111
"17","2014_Q2",63.2612698412698,"Up",2.083e+10,-1.0574e+10,1.0256e+10,-6.136e+09,-6.136e+09,4.12e+09,-1.39e+08,-1.44e+08,5e+06,3.981e+09,3.981e+09,-9.42e+08,3.039e+09,3.057e+09,-3e+07,3.027e+09,3.027e+09,7.702e+09,6.122e+09,6.555e+09,6.555e+09,7.394e+09,4.671e+09,3.576e+09,2.6322e+10,2.1876e+10,9.2927e+10,3.1715e+10,5.5874e+10,5.338e+09,1.14803e+11,1.41125e+11,1.6917e+10,7.489e+09,9.428e+09,1.63e+10,3.3217e+10,1.848e+10,2.0612e+10,1.0853e+10,9.759e+09,3.9092e+10,7.2309e+10,1.128e+09,6.6301e+10,4.009e+09,6.2292e+10,-7.4145e+10,8.1534e+10,-6.731e+09,6.8087e+10,7.29e+08,6.8816e+10,1.41125e+11,3.057e+09,7.71e+08,2.11e+08,8.4e+07,1.27e+08,-1.995e+09,-3e+06,-4.52e+08,-1.54e+09,2.044e+09,-7.23e+08,2e+06,-7.25e+08,-7.25e+08,1e+06,1e+06,-1.24e+08,-8.46e+08,-1.708e+09,2.935e+09,1.862e+09,1.073e+09,0,-2.198e+09,3.04e+08,-2.502e+09,-9.71e+08,2.27e+08,2.27e+08,-5.2e+07,1.75e+08,4.891e+09,3.478e+10,3.115e+09,0.49237,0.19779,0.14532,0.04399,0.02145,1.02907,0.79243,1.05076,0.24645,1.10668,1.03512,7.61553,24.48048,1.13886,0.62445,0.03812,0.02508,0.56426,5.53629,6.57233
"18","2014_Q3",64.8415625,"Up",2.0443e+10,-1.0108e+10,1.0335e+10,-6.183e+09,-6.183e+09,4.152e+09,-1.2e+08,-1.63e+08,4.3e+07,4.032e+09,4.032e+09,-8.4e+08,3.192e+09,3.472e+09,-4.4e+07,3.428e+09,3.428e+09,8.503e+09,6.929e+09,6.911e+09,6.911e+09,7.379e+09,4.674e+09,3.501e+09,2.7467e+10,2.2152e+10,9.3308e+10,3.1595e+10,5.6293e+10,5.42e+09,1.1546e+11,1.42927e+11,1.6636e+10,7.156e+09,9.48e+09,1.4091e+10,3.0727e+10,2.1517e+10,2.0545e+10,1.0809e+10,9.736e+09,4.2062e+10,7.2789e+10,1.125e+09,6.6387e+10,4.009e+09,6.2378e+10,-7.5048e+10,8.328e+10,-6.366e+09,6.9378e+10,7.6e+08,7.0138e+10,1.42927e+11,3.472e+09,7.55e+08,-5.1e+07,6.9e+07,-1.2e+08,-8.77e+08,-3.73e+08,6e+06,-5.1e+08,3.299e+09,-9.25e+08,1.3e+07,-9.38e+08,-9.38e+08,0,0,-2.5e+07,-9.5e+08,-1.701e+09,9.04e+08,-2.291e+09,3.195e+09,-2999999.99999994,-8.69e+08,6.33e+08,-1.502e+09,-1.666e+09,6.83e+08,6.83e+08,1.24e+08,8.07e+08,4.907e+09,3.5608e+10,3.945e+09,0.50555,0.2031,0.16769,0.04888,0.02398,1.15082,0.8939,1.0378,0.24913,1.26066,1.17861,7.51802,25.1004,1.45079,0.62555,0.04061,0.03124,0.49621,5.52374,6.52818
"19","2014_Q4",70.12265625,"Up",1.9641e+10,-1.004e+10,9.601e+09,-6.295e+09,-6.295e+09,3.306e+09,-1.31e+08,-1.51e+08,2e+07,3.175e+09,3.175e+09,-6.44e+08,2.531e+09,2.636e+09,-2.7e+07,2.609e+09,2.609e+09,9.752e+09,8.182e+09,6.353e+09,6.353e+09,7.227e+09,4.794e+09,3.539e+09,2.8126e+10,2.2274e+10,9.2797e+10,3.1306e+10,5.6226e+10,5.265e+09,1.15071e+11,1.43197e+11,1.659e+10,7.512e+09,9.078e+09,1.5528e+10,3.2118e+10,2.0837e+10,2.0201e+10,1.0913e+10,9.288e+09,4.1038e+10,7.3156e+10,1.115e+09,6.645e+10,4.009e+09,6.2441e+10,-7.5869e+10,8.422e+10,-6.635e+09,6.9281e+10,7.6e+08,7.0041e+10,1.43197e+11,2.636e+09,7.91e+08,1.8e+08,9.4e+07,8.6e+07,5.02e+08,5.26e+08,9.1e+07,-1.15e+08,4.109e+09,-8.92e+08,5.2e+07,-9.44e+08,-9.44e+08,2e+06,2e+06,-1.2e+07,-9.02e+08,-1.688e+09,6.96e+08,2.688e+09,-1.992e+09,-1.989e+09,-8.94e+08,6.07e+08,-1.501e+09,-1.886e+09,1.321e+09,1.321e+09,-6.8e+07,1.253e+09,4.097e+09,3.6365e+10,4.351e+09,0.48882,0.16832,0.13283,0.03725,0.01822,1.66769,0.87571,1.04447,0.25395,0.96163,0.90149,7.23932,25.12477,1.6037,0.62217,0.03394,0.03437,0.64699,6.49573,8.04991
"20","2015_Q1",69.026393442623,"Down",1.3487e+10,-8.308e+09,5.179e+09,-2.847e+09,-2.847e+09,2.332e+09,-1.1e+07,-1.52e+08,1.41e+08,2.321e+09,2.321e+09,-4.25e+08,1.896e+09,2.62e+09,-4.1e+07,2.579e+09,2.579e+09,1.0686e+10,8.558e+09,6.386e+09,6.386e+09,6.759e+09,7.786e+09,3.845e+09,3.1617e+10,2.2304e+10,9.0345e+10,3.0843e+10,5.3704e+10,5.798e+09,1.12649e+11,1.44266e+11,1.746e+10,8.461e+09,8.999e+09,1.5606e+10,3.3726e+10,1.9811e+10,2.0753e+10,1.0218e+10,1.0535e+10,4.0564e+10,7.429e+10,1.111e+09,6.658e+10,4.009e+09,6.2571e+10,-7.5805e+10,8.499e+10,-7.662e+09,6.9214e+10,7.62e+08,6.9976e+10,1.44266e+11,2.62e+09,8.24e+08,1.53e+08,1.13e+08,4e+07,9.09e+08,-63000000.0000001,3.63e+08,6.09e+08,4.506e+09,-7.31e+08,5.1e+08,-1.241e+09,-1.241e+09,-2.7e+07,-2.7e+07,-6.44e+08,-1.402e+09,-1.814e+09,-9.92e+08,1.045e+09,-2.037e+09,-2.103e+09,50000000.0000001,5.5e+08,-5e+08,-2.756e+09,3.48e+08,3.48e+08,3.5e+07,3.83e+08,3.156e+09,3.5417e+10,3.759e+09,0.384,0.17291,0.19122,0.03686,0.01788,1.45754,0.93747,1.06165,0.2455,0.95106,0.8918,4.97363,25.1145,1.38622,0.66895,0.03482,0.0298,0.70337,7.83619,10.60506
"21","2015_Q2",65.0955555555555,"Down",1.8771e+10,-9.734e+09,9.037e+09,-5.404e+09,-5.404e+09,3.633e+09,-1.26e+08,-1.39e+08,1.3e+07,3.507e+09,3.507e+09,-7.91e+08,2.716e+09,2.02e+09,-3e+07,1.99e+09,1.99e+09,1.0846e+10,7.486e+09,6.197e+09,6.197e+09,7.1e+09,4.964e+09,3.914e+09,2.9107e+10,2.1799e+10,8.7277e+10,3.021e+10,5.1361e+10,5.706e+09,1.09076e+11,1.38183e+11,1.7834e+10,8.28e+09,9.554e+09,1.4228e+10,3.2071e+10,1.9004e+10,2.0279e+10,1.0271e+10,1.0008e+10,3.9283e+10,7.1354e+10,1.102e+09,6.6706e+10,4.009e+09,6.2697e+10,-7.7149e+10,8.5207e+10,-9.811e+09,6.6055e+10,7.74e+08,6.6829e+10,1.38183e+11,2.02e+09,7.94e+08,9.92e+08,8.1e+07,9.11e+08,-1.73e+08,-1.01e+08,-5.68e+08,4.96e+08,3.633e+09,2.138e+09,2.948e+09,-8.1e+08,-8.1e+08,-1.5e+07,-1.5e+07,-1.681e+09,4.42e+08,-1.806e+09,-1.797e+09,1.05e+08,-1.902e+09,-1.902e+09,-1.412e+09,9.66e+08,-2.378e+09,-5.015e+09,-9.4e+08,-9.4e+08,-1.32e+08,-1.072e+09,4.427e+09,3.3232e+10,7.183e+09,0.48143,0.19354,0.10601,0.02978,0.0144,3.60955,0.90758,1.06771,0.24049,0.73415,0.68906,6.92504,23.96259,2.64997,0.66627,0.03154,0.05969,0.90754,5.0567,6.16185
"22","2015_Q3",61.15953125,"Down",1.8495e+10,-9.558e+09,8.937e+09,-5.358e+09,-5.358e+09,3.579e+09,-1.07e+08,-1.26e+08,1.9e+07,3.472e+09,3.472e+09,-7.98e+08,2.674e+09,2.398e+09,-2.6e+07,2.372e+09,2.372e+09,1.2251e+10,8.204e+09,5.802e+09,5.802e+09,6.477e+09,8.648e+09,3.679e+09,3.3178e+10,2.0745e+10,8.234e+10,2.7567e+10,4.8875e+10,5.898e+09,1.03085e+11,1.36263e+11,1.6586e+10,7.733e+09,8.853e+09,1.6329e+10,3.4152e+10,1.8124e+10,1.9175e+10,9.552e+09,9.623e+09,3.7299e+10,7.1451e+10,1.094e+09,6.6491e+10,4.009e+09,6.2482e+10,-7.7905e+10,8.577e+10,-1.1317e+10,6.4133e+10,6.79e+08,6.4812e+10,1.36263e+11,2.398e+09,7.46e+08,8.87e+08,7e+07,8.17e+08,-5.96e+08,-2.41e+08,6.2e+07,-4.17e+08,3.435e+09,-1.32e+08,7e+08,-8.32e+08,-8.32e+08,-9.7e+07,-9.7e+07,-1.082e+09,-1.311e+09,-1.808e+09,1.35e+09,2.47e+08,1.103e+09,-9e+06,-8.32e+08,1.043e+09,-1.875e+09,-1.29e+09,8.34e+08,8.34e+08,-1.16e+08,7.18e+08,4.325e+09,3.4453e+10,4.395e+09,0.48321,0.19351,0.12825,0.0366,0.01741,1.85287,0.97148,1.10243,0.25284,0.87667,0.82213,6.83557,23.29859,1.62435,0.66822,0.03529,0.03711,0.76223,5.13341,6.20341
"23","2015_Q4",62.8978125,"Up",1.693e+10,-8.927e+09,8.003e+09,-4.978e+09,-4.978e+09,3.025e+09,-5.7e+07,-1.1e+08,5.3e+07,2.968e+09,2.968e+09,-5.67e+08,2.401e+09,2.188e+09,-3.5e+07,2.153e+09,2.153e+09,1.316e+10,8.374e+09,4.99e+09,4.99e+09,5.893e+09,7.519e+09,3.067e+09,3.1562e+10,2.0043e+10,7.9332e+10,2.6908e+10,4.6856e+10,5.568e+09,9.9375e+10,1.30937e+11,1.5691e+10,7.285e+09,8.406e+09,1.5075e+10,3.1881e+10,1.7364e+10,1.8312e+10,9.808e+09,8.504e+09,3.5676e+10,6.7557e+10,1.086e+09,6.6531e+10,4.009e+09,6.2522e+10,-7.719e+10,8.6157e+10,-1.3851e+10,6.2733e+10,6.47e+08,6.338e+10,1.30937e+11,2.188e+09,7.86e+08,3.68e+08,8e+07,2.88e+08,2.1e+08,6.5e+08,3.16e+08,-7.56e+08,3.552e+09,-7.53e+08,6.7e+07,-8.2e+08,-8.2e+08,-7e+06,-7e+06,-8.1e+07,-8.41e+08,-1.802e+09,-1.19e+09,-4.93e+08,-6.97e+08,-7.73e+08,6.54e+08,6.55e+08,-1e+06,-2.338e+09,3.73e+08,3.73e+08,-2.03e+08,1.7e+08,3.811e+09,3.2439e+10,3.835e+09,0.47271,0.17868,0.12717,0.03397,0.01644,1.78124,0.98999,1.0659,0.24775,0.79397,0.74692,6.24332,22.73371,1.41424,0.66453,0.03465,0.0336,0.83697,5.05878,6.37322
"24","2016_Q1",66.9231147540984,"Up",1.6553e+10,-8.837e+09,7.716e+09,-4.876e+09,-4.876e+09,2.84e+09,2.53e+08,-1.02e+08,3.55e+08,3.093e+09,1.065e+09,-5.69e+08,4.96e+08,5.38e+08,-1.7e+07,5.21e+08,5.21e+08,1.1603e+10,6.836e+09,4.568e+09,4.568e+09,4.979e+09,8.496e+09,2.708e+09,2.9646e+10,1.9655e+10,8.0194e+10,2.501e+10,4.4622e+10,1.0562e+10,9.9849e+10,1.29495e+11,1.6229e+10,8.138e+09,8.091e+09,1.2018e+10,2.979e+10,1.8327e+10,1.8328e+10,9.179e+09,9.149e+09,3.6655e+10,6.6445e+10,1.077e+09,6.6541e+10,4.009e+09,6.2532e+10,-7.7226e+10,8.4807e+10,-1.278e+10,6.2419e+10,6.31e+08,6.305e+10,1.29495e+11,5.38e+08,8.08e+08,1.469e+09,1.06e+08,1.363e+09,1.173e+09,4.1e+07,5.03e+08,6.29e+08,3.988e+09,-4.91e+08,7.83e+08,-1.274e+09,-1.274e+09,-1.8e+07,-1.8e+07,-6.71e+08,-1.18e+09,-1.871e+09,-2.317e+09,-2.439e+09,1.22e+08,-8.28e+08,-1.88e+08,1.62e+08,-3.5e+08,-4.376e+09,-1.568e+09,-1.568e+09,4e+07,-1.528e+09,3.648e+09,3.0345e+10,4.899e+09,0.46614,0.17157,0.03147,0.00826,0.00402,9.40307,0.99517,1.05385,0.23433,0.19163,0.18098,6.08835,22.56216,1.8019,0.68817,0.02141,0.04385,3.59117,5.13761,6.5993
"25","2016_Q2",68.755625,"Up",1.6527e+10,-8.152e+09,8.375e+09,-4.607e+09,-4.607e+09,3.768e+09,-1.14e+08,-9.6e+07,-1.8e+07,3.654e+09,3.654e+09,-8.77e+08,2.777e+09,2.635e+09,-3.4e+07,2.601e+09,2.601e+09,1.2606e+10,7.705e+09,4.724e+09,4.724e+09,5.239e+09,1.3051e+10,2.357e+09,3.562e+10,1.9081e+10,7.4564e+10,2.4715e+10,4.4612e+10,5.237e+09,9.3645e+10,1.29265e+11,1.6252e+10,7.758e+09,8.494e+09,1.3093e+10,3.1567e+10,1.7394e+10,1.735e+10,9.224e+09,8.126e+09,3.4744e+10,6.6311e+10,1.067e+09,6.6431e+10,4.009e+09,6.2422e+10,-7.7044e+10,8.5579e+10,-1.3746e+10,6.2287e+10,6.67e+08,6.2954e+10,1.29265e+11,2.635e+09,7.31e+08,6.2e+08,6.7e+07,5.53e+08,-4.48e+08,-3.68e+08,-5.19e+08,4.39e+08,3.538e+09,-4.94e+08,3.8e+07,-5.32e+08,-5.32e+08,0,0,-5.2e+07,-5.46e+08,-1.865e+09,-8.7e+07,4.5e+08,-5.37e+08,-5.37e+08,-1.9e+07,4.83e+08,-5.02e+08,-1.971e+09,1.021e+09,1.021e+09,-1.52e+08,8.69e+08,4.499e+09,3.0487e+10,4.434e+09,0.50675,0.22799,0.15738,0.04132,0.02012,1.70473,1.12839,1.05332,0.23585,0.95621,0.90706,6.07588,22.50653,1.63009,0.68564,0.04031,0.04002,0.71703,3.97444,4.74549
"26","2016_Q3",73.29984375,"Up",1.6915e+10,-8.46e+09,8.455e+09,-4.602e+09,-4.602e+09,3.853e+09,-50000000.0000001,-8.5e+07,3.5e+07,3.803e+09,3.803e+09,-8.98e+08,2.905e+09,3.228e+09,-2.2e+07,3.206e+09,3.206e+09,1.4277e+10,9.403e+09,4.721e+09,4.721e+09,5.125e+09,1.2224e+10,1.828e+09,3.6347e+10,1.891e+10,7.3886e+10,2.4495e+10,4.4157e+10,5.234e+09,9.2796e+10,1.29143e+11,1.5662e+10,7.717e+09,7.945e+09,1.3931e+10,3.2053e+10,1.7595e+10,1.7193e+10,9.257e+09,7.936e+09,3.4788e+10,6.6841e+10,1.062e+09,6.6452e+10,4.009e+09,6.2443e+10,-7.8469e+10,8.6917e+10,-1.4334e+10,6.1628e+10,6.74e+08,6.2302e+10,1.29143e+11,3.228e+09,7.23e+08,2.59e+08,7.3e+07,1.86e+08,2.7e+08,-1.2e+08,1.33e+08,2.57e+08,4.48e+09,-6.49e+08,4.2e+07,-6.91e+08,-6.91e+08,-1.86e+08,-1.86e+08,-5.8e+07,-8.93e+08,-1.868e+09,1.589e+09,1.57e+09,1.9e+07,-1.702e+09,-1.477e+09,5.24e+08,-2.001e+09,-1.756e+09,1.831e+09,1.831e+09,-1.33e+08,1.698e+09,4.576e+09,3.1526e+10,5.095e+09,0.49985,0.22779,0.18954,0.05146,0.02483,1.58921,1.13397,1.07285,0.24412,1.17915,1.11918,6.22127,22.27592,1.87392,0.68704,0.0457,0.04589,0.58266,3.76945,4.47677
