"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",15.1366129032258,"Up",8.143e+09,-7.571e+09,5.72e+08,-2.2e+08,-2.2e+08,3.52e+08,-2.1e+08,-2.13e+08,3e+06,1.42e+08,1.42e+08,-5.3e+07,8.9e+07,7.3e+07,3e+06,7.6e+07,7.6e+07,8.28e+08,8.28e+08,1.35e+09,1.35e+09,2.672e+09,1.55e+08,1.55e+08,5.005e+09,3.992e+09,2.464e+09,1.36e+08,1.891e+09,4.37e+08,6.456e+09,1.1461e+10,1.189e+09,1.189e+09,1.19e+08,9.13e+08,9.13e+08,2.221e+09,2.345e+09,9.9e+08,4.73e+08,5.17e+08,3.335e+09,5.556e+09,2.31e+09,2.271e+09,-5.21e+08,4.155e+09,-7.3e+07,5.871e+09,3.4e+07,5.905e+09,1.1461e+10,7.3e+07,1.24e+08,1.47e+08,-7.9e+07,2.65e+08,-1.86e+08,3e+06,2e+06,-1.81e+08,-1.5e+07,1.48e+08,-8.1e+07,-8.1e+07,-2.3e+07,2.9e+07,1.13e+08,1.13e+08,-8e+06,1.05e+08,4.76e+08,2.464e+09,2.64e+08,0.07024,0.04323,0.00933,0.01287,0.00663,3.47368,2.25349,0.9409,0.21499,0.26117,0.20596,27.98282,20.17526,0.90722,0.05155,0.00972,0.02821,0.19737,3.43697,4.64773
"12","2013_Q1",19.391,"Up",8.315e+09,-7.725e+09,5.9e+08,-2.36e+08,-2.36e+08,3.54e+08,-3.1e+07,-3.7e+07,6e+06,3.23e+08,3.23e+08,-1.2e+08,2.03e+08,1.81e+08,4e+06,1.85e+08,1.85e+08,1.071e+09,1.071e+09,1.378e+09,1.378e+09,2.809e+09,1.45e+08,1.45e+08,5.403e+09,4.022e+09,2.471e+09,1.29e+08,1.891e+09,4.51e+08,6.493e+09,1.1896e+10,1.372e+09,1.372e+09,5.15e+08,9.43e+08,9.43e+08,2.83e+09,1.917e+09,1.107e+09,5.58e+08,5.49e+08,3.024e+09,5.854e+09,2.317e+09,2.278e+09,-5.69e+08,4.327e+09,-6.3e+07,6.012e+09,3e+07,6.042e+09,1.1896e+10,1.81e+08,1.3e+08,1.18e+08,3.9e+07,4.68e+08,-1.6e+08,-2e+06,2.2e+07,-1.4e+08,-1.3e+07,-4e+07,-5.5e+07,-5.5e+07,2.1e+07,-8.7e+07,2.41e+08,2.41e+08,2e+06,2.43e+08,4.84e+08,2.432e+09,4.83e+08,0.07096,0.04257,0.02225,0.03062,0.01555,2.61081,1.90919,0.96888,0.20444,0.14895,0.50964,6.69485,4.84058,0.38889,0.01047,0.02067,0.05041,0.07027,2.81198,3.84463
"13","2013_Q2",21.09625,"Up",8.366e+09,-7.827e+09,5.39e+08,-2.35e+08,-2.35e+08,3.04e+08,-3.6e+07,-3.6e+07,0,2.68e+08,2.68e+08,-9.6e+07,1.72e+08,1.68e+08,5e+06,1.73e+08,1.73e+08,9.51e+08,9.51e+08,1.365e+09,1.365e+09,2.932e+09,1.39e+08,1.39e+08,5.387e+09,4.043e+09,2.444e+09,1.26e+08,1.891e+09,4.27e+08,6.487e+09,1.1874e+10,1.435e+09,1.435e+09,5.19e+08,8.92e+08,8.92e+08,2.846e+09,1.907e+09,1.063e+09,5.36e+08,5.27e+08,2.97e+09,5.816e+09,2.32e+09,2.281e+09,-6.56e+08,4.444e+09,-7.4e+07,6.034e+09,2.4e+07,6.058e+09,1.1874e+10,1.68e+08,1.3e+08,1.4e+07,-1.22e+08,1.9e+08,-1.57e+08,1e+06,4e+06,-1.52e+08,-5.3e+07,-1.1e+07,-1.15e+08,-1.15e+08,2.1e+07,-1.58e+08,-1.2e+08,-1.2e+08,0,-1.2e+08,4.34e+08,2.426e+09,2.51e+08,0.06443,0.03634,0.02068,0.02856,0.01457,1.45087,1.89283,0.96005,0.20431,0.48732,0.4779,23.5662,16.99718,0.70704,0.1493,0.02367,0.02629,0.30636,3.39862,4.85197
"14","2013_Q3",24.735625,"Up",8.383e+09,-7.915e+09,4.68e+08,-2.32e+08,-2.32e+08,2.36e+08,-1.5e+07,-3.4e+07,1.9e+07,2.21e+08,2.21e+08,-5.3e+07,1.68e+08,1.06e+08,-1.1e+07,9.5e+07,9.5e+07,7.62e+08,7.62e+08,1.428e+09,1.428e+09,2.921e+09,1.88e+08,1.88e+08,5.299e+09,4.002e+09,2.488e+09,1.15e+08,1.892e+09,4.81e+08,6.49e+09,1.1789e+10,1.265e+09,1.265e+09,5.12e+08,9.55e+08,9.55e+08,2.732e+09,1.904e+09,1.039e+09,4.98e+08,5.41e+08,2.943e+09,5.675e+09,2.314e+09,2.275e+09,-6.67e+08,4.522e+09,-9.3e+07,6.076e+09,3.8e+07,6.114e+09,1.1789e+10,1.06e+08,1.29e+08,1.9e+07,-2.14e+08,40000000.0000001,-1.33e+08,-6.4e+07,2.6e+07,-1.81e+08,-1.7e+07,-7e+06,-7.3e+07,-7.3e+07,5e+07,-4.7e+07,-1.88e+08,-1.88e+08,-1e+06,-1.89e+08,3.65e+08,2.416e+09,7.1e+07,0.05583,0.02815,0.01133,0.01554,0.00806,0.74737,1.9396,0.9282,0.20494,1.35714,0.25956,119.75714,86.8,1.01429,0.24286,0.0117,0.00742,0.17895,4.53151,7.00847
"15","2013_Q4",26.06546875,"Up",8.731e+09,-8.049e+09,6.82e+08,-2.63e+08,-2.63e+08,4.19e+08,-3.4e+07,-3.4e+07,0,3.85e+08,3.85e+08,-1.36e+08,2.49e+08,2.45e+08,4e+06,2.49e+08,2.49e+08,9.43e+08,9.43e+08,1.454e+09,1.454e+09,2.901e+09,2.29e+08,2.29e+08,5.527e+09,4.042e+09,2.533e+09,1.43e+08,1.903e+09,4.87e+08,6.575e+09,1.2102e+10,1.309e+09,1.309e+09,5.08e+08,1.121e+09,1.121e+09,2.938e+09,1.899e+09,1.018e+09,4.67e+08,5.51e+08,2.917e+09,5.855e+09,2.327e+09,2.288e+09,-7.46e+08,4.754e+09,-1.22e+08,6.213e+09,3.4e+07,6.247e+09,1.2102e+10,2.45e+08,1.28e+08,2.6e+07,1.43e+08,5.42e+08,-1.35e+08,-3.8e+07,6e+06,-2.63e+08,-1.7e+07,-3e+06,-1.1e+08,-1.1e+08,3.5e+07,-9.5e+07,1.84e+08,1.84e+08,-3e+06,1.81e+08,5.47e+08,2.407e+09,6.91e+08,0.07811,0.04799,0.02852,0.03986,0.02058,2.7751,1.88121,0.93725,0.19889,0.87986,0.6748,30.85159,21.95406,2.4417,0.06007,0.0275,0.07144,0.06827,2.67642,3.49403
"16","2014_Q1",32.4573770491803,"Up",8.894e+09,-8.225e+09,6.69e+08,-2.53e+08,-2.53e+08,4.16e+08,-3.3e+07,-3.4e+07,1e+06,3.83e+08,3.83e+08,-1.24e+08,2.59e+08,2.59e+08,2e+06,2.61e+08,2.61e+08,1.145e+09,1.145e+09,1.497e+09,1.497e+09,2.817e+09,1.45e+08,1.45e+08,5.604e+09,4.053e+09,2.52e+09,1.38e+08,1.902e+09,4.8e+08,6.573e+09,1.2177e+10,1.359e+09,1.359e+09,5.13e+08,1.138e+09,1.138e+09,3.01e+09,1.895e+09,1.039e+09,4.79e+08,5.6e+08,2.934e+09,5.944e+09,2.331e+09,2.292e+09,-1.021e+09,4.999e+09,-1.08e+08,6.201e+09,3.2e+07,6.233e+09,1.2177e+10,2.59e+08,1.32e+08,2.9e+07,1.22e+08,5.42e+08,-1.33e+08,8.3e+07,3e+06,-4.7e+07,-1.7e+07,-2e+06,-3.16e+08,-3.16e+08,3.5e+07,-3e+08,1.95e+08,1.95e+08,7e+06,2.02e+08,5.48e+08,2.408e+09,6.61e+08,0.07522,0.04677,0.02935,0.04187,0.02143,2.53257,1.86179,0.95363,0.19775,0.37286,0.7035,12.70571,8.85856999999999,0.94429,0.02429,0.02872,0.06829,0.06513,2.30474,3.03606
"17","2014_Q2",34.4315873015873,"Up",8.761e+09,-8.076e+09,6.85e+08,-2.73e+08,-2.73e+08,4.12e+08,-2.9e+07,-2.6e+07,-3e+06,3.83e+08,3.83e+08,-1.31e+08,2.52e+08,2.52e+08,2e+06,2.54e+08,2.54e+08,8.25e+08,8.25e+08,1.497e+09,1.497e+09,2.778e+09,1.3e+08,1.3e+08,5.23e+09,4.072e+09,2.542e+09,1.33e+08,1.907e+09,5.02e+08,6.614e+09,1.1844e+10,1.477e+09,1.477e+09,5.2e+07,1.077e+09,1.077e+09,2.606e+09,1.89e+09,1.032e+09,4.5e+08,5.82e+08,2.922e+09,5.528e+09,2.427e+09,2.388e+09,-1.245e+09,5.219e+09,-1.16e+08,6.285e+09,3.1e+07,6.316e+09,1.1844e+10,2.52e+08,1.27e+08,-8.5e+07,6.7e+07,3.61e+08,-1.4e+08,-1e+06,-3e+06,-1.44e+08,-2.5e+07,-3.73e+08,-1.59e+08,-1.59e+08,1.7e+07,-5.4e+08,-3.23e+08,-3.23e+08,3e+06,-3.2e+08,5.39e+08,1.942e+09,5.97e+08,0.07819,0.04703,0.02899,0.04022,0.02145,2.35039,2.00691,0.87524,0.16396,0.74487,0.71751,25.69208,18.43109,1.75073,0.07331,0.03003,0.06426,0.09843,2.07236,2.71117
"18","2014_Q3",32.90515625,"Down",9.032e+09,-8.381e+09,6.51e+08,-2.9e+08,-2.9e+08,3.61e+08,-2e+07,-2.2e+07,2e+06,3.41e+08,3.41e+08,-1.31e+08,2.1e+08,2.1e+08,3e+06,2.13e+08,2.13e+08,4.38e+08,4.38e+08,1.548e+09,1.548e+09,2.968e+09,2.3e+08,2.3e+08,5.184e+09,4.105e+09,2.597e+09,1.56e+08,1.925e+09,5.16e+08,6.702e+09,1.1886e+10,1.429e+09,1.429e+09,5.2e+07,1.024e+09,1.024e+09,2.505e+09,1.888e+09,1.029e+09,4.44e+08,5.85e+08,2.917e+09,5.422e+09,2.22e+09,2.181e+09,-1.088e+09,5.407e+09,-1.03e+08,6.436e+09,2.8e+07,6.464e+09,1.1886e+10,2.1e+08,1.27e+08,1e+06,-4.34e+08,-9.6e+07,-1.53e+08,-2e+06,1.1e+07,-2e+08,-2.5e+07,-2999999.99999988,-1.16e+08,-1.16e+08,5.1e+07,-92999999.9999999,-3.89e+08,-3.89e+08,2e+06,-3.87e+08,4.88e+08,1.94e+09,3.2e+07,0.07208,0.03997,0.02358,0.03295,0.01792,0.150230000000001,2.06946,0.8388,0.16322,0.62099,0.59831,26.33236,18.76385,0.0932900000000001,0.07289,0.02523,0.00339,0.11737,3.07787,4.16066
"19","2014_Q4",34.96640625,"Up",9.682e+09,-9.045e+09,6.37e+08,-2.86e+08,-2.86e+08,3.51e+08,-4.1e+07,-2.4e+07,-1.7e+07,3.1e+08,3.1e+08,-5.2e+07,2.58e+08,2.58e+08,2e+06,2.6e+08,2.6e+08,5.87e+08,5.87e+08,1.624e+09,1.624e+09,3.061e+09,2.41e+08,2.41e+08,5.513e+09,3.941e+09,2.601e+09,1.51e+08,1.925e+09,5.25e+08,6.542e+09,1.2055e+10,1.496e+09,1.496e+09,4.1e+07,1.075e+09,1.075e+09,2.612e+09,1.784e+09,9.49e+08,4.04e+08,5.45e+08,2.733e+09,5.345e+09,2.161e+09,2.122e+09,-1.011e+09,5.64e+09,-9.6e+07,6.694e+09,1.6e+07,6.71e+09,1.2055e+10,2.58e+08,1.28e+08,4e+06,-1.12e+08,2.78e+08,-1.44e+08,2e+06,3.6e+07,-1.06e+08,-2.6e+07,-3e+06,-1.1e+07,-1.1e+07,1.9e+07,-2.1e+07,1.51e+08,1.51e+08,-2e+06,1.49e+08,4.79e+08,1.825e+09,2.75e+08,0.06579,0.03625,0.02685,0.03875,0.02157,1.05769,2.11064,0.79657,0.15139,0.74286,0.73034,27.66286,19.12571,0.78571,0.07429,0.03016,0.029,0.1,2.58455,3.52707
"20","2015_Q1",34.5683606557377,"Down",1.0105e+10,-9.393e+09,7.12e+08,-4.06e+08,-4.06e+08,3.06e+08,-8.8e+07,-5.3e+07,-3.5e+07,2.18e+08,2.18e+08,-8.2e+07,1.36e+08,1.36e+08,1e+06,1.37e+08,1.37e+08,4.38e+08,4.38e+08,1.684e+09,1.684e+09,3.274e+09,8.25e+08,3.79e+08,6.221e+09,5.13e+09,1.2605e+10,5.276e+09,6.706e+09,6.23e+08,1.7735e+10,2.3956e+10,1.806e+09,1.806e+09,6.43e+08,1.348e+09,1.348e+09,3.797e+09,7.535e+09,3.72e+09,2.45e+09,1.27e+09,1.1255e+10,1.5052e+10,4.299e+09,4.257e+09,-1.01e+09,5.748e+09,-1.47e+08,8.89e+09,1.4e+07,8.904e+09,2.3956e+10,1.36e+08,1.48e+08,2.1e+07,3.3e+08,6.35e+08,-1.95e+08,1.6e+07,-3.4e+07,-8.35e+09,-2.8e+07,5.521e+09,2.119e+09,-9e+06,-4.3e+07,7.569e+09,-1.46e+08,-1.46e+08,-3e+06,-1.49e+08,4.54e+08,8.178e+09,6.71e+08,0.07046,0.03028,0.01356,0.01539,0.00572,4.89781,1.6384,1.69048,0.34138,0.35864,0.35128,26.45288,23.27225,1.75654,0.0733,0.00793,0.03226,0.20438,17.04846,25.29412
"21","2015_Q2",35.5631746031746,"Up",1.0817e+10,-9.861e+09,9.56e+08,-4.47e+08,-4.47e+08,5.09e+08,-7.4e+07,-7.5e+07,1e+06,4.35e+08,4.35e+08,-1.25e+08,3.1e+08,3.1e+08,-1e+06,3.09e+08,3.09e+08,3.81e+08,3.81e+08,1.777e+09,1.777e+09,3.192e+09,5.88e+08,3.75e+08,5.938e+09,5.211e+09,1.2609e+10,5.246e+09,6.7e+09,6.63e+08,1.782e+10,2.3758e+10,2.147e+09,2.147e+09,5.96e+08,1.211e+09,1.211e+09,3.954e+09,6.931e+09,3.736e+09,2.473e+09,1.263e+09,1.0667e+10,1.4621e+10,4.307e+09,4.265e+09,-1.071e+09,6.011e+09,-1.24e+08,9.123e+09,1.4e+07,9.137e+09,2.3758e+10,3.1e+08,1.75e+08,1.7e+07,3.1e+08,8.12e+08,-2.31e+08,-3e+06,3e+06,-8.9e+07,-3.7e+07,-6.68e+08,-9.1e+07,-9.1e+07,2.1e+07,-7.75e+08,-5.2e+07,-5.2e+07,-5e+06,-5.7e+07,6.84e+08,7.527e+09,8.88e+08,0.08838,0.04706,0.02857,0.03382,0.01301,2.87379,1.50177,1.6002,0.31682,0.76108,0.74279,26.64286,22.47044,2.18719,0.09113,0.01696,0.04353,0.11974,10.44737,14.03929
"22","2015_Q3",37.0053125,"Up",9.979e+09,-8.99e+09,9.89e+08,-4.42e+08,-4.42e+08,5.47e+08,-6.4e+07,-7e+07,6e+06,4.83e+08,4.83e+08,-1.72e+08,3.11e+08,3.11e+08,-1e+06,3.1e+08,3.1e+08,2.23e+08,2.23e+08,1.632e+09,1.632e+09,3.262e+09,5.51e+08,3.46e+08,5.668e+09,5.278e+09,1.258e+10,5.223e+09,6.689e+09,6.68e+08,1.7858e+10,2.3526e+10,1.694e+09,1.694e+09,1.236e+09,1.121e+09,1.121e+09,4.051e+09,6.438e+09,3.667e+09,2.452e+09,1.215e+09,1.0105e+10,1.4156e+10,4.324e+09,4.282e+09,-1.106e+09,6.285e+09,-1.48e+08,9.355e+09,1.5e+07,9.37e+09,2.3526e+10,3.11e+08,1.72e+08,3.1e+07,-5.18e+08,-4e+06,-2.04e+08,1e+06,999999.999999996,-201999999.999999,-3.8e+07,1.28e+08,-5.9e+07,-5.9e+07,2.3e+07,53999999.999999,-1.52e+08,-1.52e+08,-6e+06,-1.58e+08,7.19e+08,7.674e+09,1.69e+08,0.09911,0.05482,0.03107,0.03308,0.01318,0.545160000000001,1.39916,1.51078,0.32619,0.76733,0.74699,24.7005,23.15594,0.41832,0.09406,0.0168,0.00816,0.12258,10.363,13.62157
"23","2015_Q4",41.8525,"Up",1.0071e+10,-9.085e+09,9.86e+08,-4.23e+08,-4.23e+08,5.63e+08,-4.5e+07,-7e+07,2.5e+07,5.18e+08,5.18e+08,-1.74e+08,3.44e+08,3.44e+08,-1e+06,3.43e+08,3.43e+08,4.71e+08,4.71e+08,1.633e+09,1.633e+09,3.082e+09,4.03e+08,2.14e+08,5.589e+09,5.312e+09,1.2542e+10,5.202e+09,6.69e+09,6.5e+08,1.7854e+10,2.3443e+10,1.621e+09,1.621e+09,1.205e+09,1.202e+09,1.202e+09,4.028e+09,6.029e+09,3.703e+09,2.447e+09,1.256e+09,9.732e+09,1.376e+10,4.345e+09,4.303e+09,-1.112e+09,6.591e+09,-1.57e+08,9.667e+09,1.6e+07,9.683e+09,2.3443e+10,3.44e+08,1.77e+08,2.5e+07,3.18e+08,8.64e+08,-2.01e+08,2.1e+07,2.2e+07,-1.35e+08,-3.5e+07,-4.44e+08,-4.7e+07,-4.7e+07,4.4e+07,-4.82e+08,2.47e+08,2.47e+08,1e+06,2.48e+08,7.4e+08,7.234e+09,1.031e+09,0.0979,0.0559,0.03406,0.03542,0.01463,3.00583,1.38754,1.42105,0.30858,0.84691,0.8285,24.86667,23.86914,2.54568,0.08642,0.01833,0.05,0.10204,9.13919,12.01243
"24","2016_Q1",52.4995081967213,"Up",1.0506e+10,-9.52e+09,9.86e+08,-4.36e+08,-4.36e+08,5.5e+08,-6.5e+07,-6.9e+07,4e+06,4.85e+08,4.85e+08,-2.26e+08,2.59e+08,2.59e+08,-1e+06,2.58e+08,2.58e+08,6.88e+08,6.88e+08,1.62e+09,1.62e+09,2.878e+09,1.95e+08,1.95e+08,5.381e+09,5.176e+09,1.2412e+10,5.168e+09,6.667e+09,5.77e+08,1.7588e+10,2.2969e+10,1.662e+09,1.662e+09,7.15e+08,1.158e+09,1.158e+09,3.535e+09,5.975e+09,3.753e+09,2.449e+09,1.304e+09,9.728e+09,1.3263e+10,4.349e+09,4.307e+09,-1.381e+09,6.813e+09,-9e+07,9.691e+09,1.5e+07,9.706e+09,2.2969e+10,2.59e+08,1.87e+08,2.13e+08,2.39e+08,8.98e+08,-2.18e+08,-5e+06,5e+06,1.56e+08,-3.7e+07,-5.1e+08,-2.98e+08,-2.98e+08,1.3e+07,-8.32e+08,2.22e+08,2.22e+08,-5e+06,2.17e+08,7.37e+08,6.69e+09,9.84e+08,0.09385,0.05235,0.02456,0.02658,0.01123,3.81395,1.52221,1.36647,0.29126,0.63704,0.63391,25.94074,23.9284,2.42963,0.09136,0.01464,0.04884,0.14341,8.14383,10.91273
"25","2016_Q2",56.7384375,"Up",9.152e+09,-7.951e+09,1.201e+09,-4.25e+08,-4.25e+08,7.76e+08,-6.4e+07,-6.5e+07,1e+06,7.12e+08,7.12e+08,-2.51e+08,4.61e+08,4.61e+08,0,4.61e+08,4.61e+08,1.187e+09,1.187e+09,1.514e+09,1.514e+09,2.818e+09,1.58e+08,1.58e+08,5.677e+09,5.184e+09,1.2429e+10,5.145e+09,6.669e+09,6.15e+08,1.7613e+10,2.329e+10,1.781e+09,1.781e+09,7.17e+08,1.17e+09,1.17e+09,3.668e+09,5.988e+09,3.857e+09,2.514e+09,1.343e+09,9.845e+09,1.3513e+10,4.335e+09,4.293e+09,-1.678e+09,7.203e+09,-9.8e+07,9.762e+09,1.5e+07,9.777e+09,2.329e+10,4.61e+08,1.72e+08,6.8e+07,3.94e+08,1.095e+09,-1.88e+08,-2e+06,-1e+06,-1.91e+08,-5.4e+07,-2e+07,-3.87e+08,-3.87e+08,5.7e+07,-4.04e+08,5e+08,5e+08,-1e+06,4.99e+08,9.48e+08,6.705e+09,1.405e+09,0.13123,0.08479,0.05037,0.04715,0.01979,3.04772,1.54771,1.38212,0.28789,1.16709,1.1525,23.16962,24.71392,3.55696,0.13671,0.02532,0.06908,0.11714,5.82068,7.11082
"26","2016_Q3",64.2871875,"Up",9.17e+09,-7.987e+09,1.183e+09,-4.79e+08,-4.79e+08,7.04e+08,-6e+07,-6.3e+07,3e+06,6.44e+08,6.44e+08,-2.1e+08,4.34e+08,4.34e+08,-2e+06,4.32e+08,4.32e+08,2.54e+08,2.54e+08,1.493e+09,1.493e+09,2.993e+09,1.87e+08,1.87e+08,4.927e+09,5.166e+09,1.2418e+10,5.125e+09,6.67e+09,6.23e+08,1.7584e+10,2.2511e+10,1.456e+09,1.456e+09,7.9e+07,1.075e+09,1.075e+09,2.61e+09,6.27e+09,3.824e+09,2.516e+09,1.308e+09,1.0094e+10,1.2704e+10,4.364e+09,4.321e+09,-2.065e+09,7.58e+09,-8.8e+07,9.791e+09,1.6e+07,9.807e+09,2.2511e+10,4.34e+08,1.76e+08,3.5e+07,-6.35e+08,1e+07,-1.67e+08,3e+06,3e+06,-1.61e+08,-5.4e+07,-3.53e+08,-4.39e+08,-4.39e+08,6.1e+07,-7.85e+08,-9.36e+08,-9.36e+08,3e+06,-9.33e+08,8.8e+08,6.349e+09,2.88e+08,0.12901,0.07677,0.04711,0.04405,0.01919,0.66667,1.88774,1.2954,0.28204,1.1134,1.09924,23.63402,25.23454,0.74227,0.13918,0.02432,0.01441,0.125,6.92614,8.65767
"27","2016_Q4",57.7884126984127,"Down",9.403e+09,-8.179e+09,1.224e+09,-4.57e+08,-4.57e+08,7.67e+08,-5.6e+07,-5.8e+07,2e+06,7.11e+08,7.11e+08,-2.26e+08,4.85e+08,4.85e+08,-1e+06,4.84e+08,4.84e+08,1.97e+08,1.97e+08,1.599e+09,1.599e+09,2.918e+09,1.67e+08,1.67e+08,4.881e+09,5.157e+09,1.2372e+10,5.104e+09,6.669e+09,5.99e+08,1.7529e+10,2.241e+10,1.466e+09,1.466e+09,7.9e+07,1.168e+09,1.168e+09,2.713e+09,6.099e+09,3.792e+09,2.486e+09,1.306e+09,9.891e+09,1.2604e+10,4.386e+09,4.343e+09,-2.515e+09,8.01e+09,-9e+07,9.791e+09,1.5e+07,9.806e+09,2.241e+10,4.85e+08,1.78e+08,3e+06,1.02e+08,7.68e+08,-1.6e+08,-3e+06,1.3e+07,-1.5e+08,-5.4e+07,-1.7e+08,-4.67e+08,-4.67e+08,1.3e+07,-6.78e+08,-6e+07,-6e+07,3e+06,-5.7e+07,9.45e+08,6.178e+09,1.113e+09,0.13017,0.08157,0.05147,0.04936,0.0216,2.29959,1.79912,1.28534,0.27568,1.26702,1.24742,24.61518,25.63089,2.91361,0.14136,0.0272,0.05628,0.11157,6.3291,7.79791
"28","2017_Q1",55.601935483871,"Down",9.156e+09,-8.067e+09,1.089e+09,-5.03e+08,-5.03e+08,5.86e+08,-5.5e+07,-5.7e+07,2e+06,5.31e+08,5.31e+08,-1.39e+08,3.92e+08,3.92e+08,-1e+06,3.91e+08,3.91e+08,3.49e+08,3.49e+08,1.542e+09,1.542e+09,2.732e+09,2.65e+08,2.65e+08,4.888e+09,5.17e+09,1.2315e+10,5.084e+09,6.669e+09,5.62e+08,1.7485e+10,2.2373e+10,1.511e+09,1.511e+09,7.9e+07,1.172e+09,1.172e+09,2.762e+09,6.2e+09,3.787e+09,2.545e+09,1.242e+09,9.987e+09,1.2749e+10,4.398e+09,4.355e+09,-3.093e+09,8.348e+09,-4.5e+07,9.608e+09,1.6e+07,9.624e+09,2.2373e+10,3.92e+08,1.79e+08,7e+07,2.02e+08,8.43e+08,-1.8e+08,-7e+06,5e+06,-1.82e+08,-5.4e+07,1.3e+08,-6.51e+08,-6.51e+08,6.5e+07,-5.1e+08,1.51e+08,1.51e+08,1e+06,1.52e+08,7.65e+08,6.279e+09,9.26e+08,0.11894,0.064,0.0427,0.04063,0.01748,2.36829,1.76973,1.32471,0.28065,1.04267,1.03166,24.416,25.62133,2.46933,0.144,0.0226,0.04703,0.13811,7.75163,10.11945
"29","2017_Q2",54.2928571428571,"Down",9.182e+09,-7.699e+09,1.483e+09,-5.01e+08,-5.01e+08,9.82e+08,-7e+07,-5.6e+07,-1.4e+07,9.12e+08,9.12e+08,-3.18e+08,5.94e+08,5.94e+08,-1e+06,5.93e+08,5.93e+08,3.07e+08,3.07e+08,1.512e+09,1.512e+09,2.767e+09,1.56e+08,1.56e+08,4.742e+09,5.206e+09,1.2309e+10,5.064e+09,6.669e+09,5.76e+08,1.7515e+10,2.2257e+10,1.591e+09,1.591e+09,6.6e+07,1.315e+09,1.315e+09,2.972e+09,5.901e+09,3.817e+09,2.538e+09,1.279e+09,9.718e+09,1.269e+10,4.386e+09,4.342e+09,-3.613e+09,8.837e+09,-6e+07,9.55e+09,1.7e+07,9.567e+09,2.2257e+10,5.94e+08,1.77e+08,3e+06,3.6e+08,1.134e+09,-2e+08,-2e+06,-1.2e+07,-2.14e+08,-7.9e+07,-3.2e+08,-5.76e+08,-5.76e+08,1.8e+07,-9.57e+08,-3.7e+07,-3.7e+07,-5e+06,-4.2e+07,1.159e+09,5.967e+09,1.637e+09,0.16151,0.10695,0.06458,0.06198,0.02664,2.76054,1.59556,1.32643,0.2681,1.6158,1.58981,25.01907,26.0218,4.46049,0.21526,0.03473,0.0846,0.13322,4.88352,5.76375
