"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2016_Q1",12.612131147541,"Down",95684000,-42821000,52863000,-25442000,-10235000,-15207000,27421000,-4901000,-5728000,-5852000,124000,-49000,876000,22520000,22520000,-591000,21929000,21929000,21929000,21929000,28747000,28747000,73715000,73715000,32261000,18758000,11818000,134723000,34128000,12264000,682539000,368133000,312059000,2347000,728931000,863654000,62751000,21216000,1350000,40185000,39750000,102501000,619297000,43642000,20614000,12089000,662939000,765440000,10468000,95328000,-7582000,98214000,98214000,863654000,21929000,15207000,2283000,-1324000,38095000,-5379000,-10770000,-16149000,-7599000,-5025000,-19976000,-1e+06,-33600000,-11654000,-11654000,-12127000,42628000,659047000,36516000,0.55247,0.28658,0.22918,0.22328,0.02539,1.66519,1.31436,7.79359,0.76309,0.28912,0.28857,1.26153,1.29488,0.48144,0.10019,0.03687,0.04559,0.34653,14.78606,22.98603
"12","2016_Q2",13.60625,"Up",95479000,-43408000,52071000,-25505000,-10835000,-14670000,26566000,-5523000,-5791000,-5878000,87000,-130000,398000,21043000,21043000,-1876000,19167000,19167000,19148000,19148000,36039000,36039000,75160000,75160000,30657000,19839000,8562000,141856000,33762000,12160000,682104000,376410000,303437000,2257000,728026000,869882000,60697000,20307000,3385000,37005000,39625000,100322000,613376000,46525000,20306000,14873000,659901000,760223000,9422000,106995000,-10186000,106231000,109659000,869882000,19167000,14670000,1875000,-5481000,30231000,-1140000,1419000,-5669000,-7481000,-5331000,-2458000,-2e+06,-17270000,7292000,7292000,7292000,41236000,653001000,36491000,0.54537,0.27824,0.20055,0.17461,0.02201,1.90573,1.41401,6.93261,0.75068,0.25548,0.25525,1.27394,1.4174,0.48689,0.09982,0.03291,0.0451,0.39069,14.96173,23.22374
"13","2016_Q3",15.85359375,"Up",97672000,-41966000,55706000,-27514000,-12573000,-14941000,28192000,-5157000,-6046000,-6138000,92000,29000,860000,23035000,23035000,-2801000,20234000,20234000,20235000,20235000,35728000,35728000,72164000,72164000,29577000,21976000,7601000,137469000,35358000,12193000,679432000,372001000,302356000,4544000,726983000,864452000,59093000,18122000,2903000,38068000,46500000,105593000,604676000,46737000,17415000,16632000,651413000,757006000,741000,116986000,-13708000,104019000,107446000,864452000,20234000,14941000,3011000,1007000,39193000,-7837000,-7217000,-15053000,-7483000,-8824000,-13144000,5e+06,-24451000,-311000,-311000,-1890000,43133000,651176000,39104000,0.57034,0.28864,0.20717,0.18833,0.02341,1.93249,1.30188,7.04546,0.75328,0.27086,0.27017,1.30742,1.39238,0.52344,0.10017,0.03442,0.04855,0.3698,14.26861,21.83059
"14","2016_Q4",15.791746031746,"Down",94467000,-41753000,52714000,-25707000,-10818000,-14889000,27007000,-5657000,-6189000,-6276000,87000,43000,489000,21350000,21350000,-1639000,19711000,19711000,19680000,19680000,44985000,44985000,67453000,67453000,30906000,22625000,8281000,143344000,37697000,12247000,673753000,371385000,297870000,3883000,723697000,867041000,73871000,27169000,2851000,43851000,44375000,118246000,597155000,45993000,16648000,15393000,643148000,761394000,732000,116123000,-14666000,102189000,105647000,867041000,19711000,14889000,1885000,18692000,55177000,-4995000,-8135000,-13130000,-7408000,-7288000,-14094000,-4e+06,-32790000,9257000,9257000,8216000,41896000,641530000,57232000,0.55801,0.28589,0.20833,0.18628,0.0227,2.90813,1.21225,7.20696,0.73991,0.26643,0.26473,1.27891,1.38345,0.77482,0.10029,0.03415,0.07216,0.37642,14.23871,22.08853
"15","2017_Q1",16.2970967741935,"Up",101889000,-48682000,53207000,-27827000,-12760000,-15067000,25380000,-7411000,-6214000,-6325000,111000,6000,-1203000,17969000,17969000,-1955000,16014000,16014000,15973000,15973000,51920000,51920000,77803000,77803000,28542000,20430000,8112000,158265000,38930000,12252000,676215000,370986000,299119000,6110000,727397000,885662000,81374000,40845000,1755000,38774000,47789000,129163000,599667000,48657000,14978000,16376000,648324000,777487000,726000,116341000,-12391000,104676000,108175000,885662000,16014000,15067000,5625000,6747000,43453000,-4397000,-9886000,-23936000,-7324000,-5883000,-10250000,7170000,-16287000,3230000,3230000,5850000,40447000,647456000,44752000,0.52221,0.24909,0.15677,0.14766,0.01804,2.80173,1.22531,7.18731,0.73104,0.21877,0.21691,1.3955,1.43367,0.61294,0.10031,0.02897,0.05564,0.45852,14.72386,23.46478
"16","2017_Q2",15.8039682539683,"Down",101280000,-44173000,57107000,-26515000,-10831000,-15684000,30592000,-5434000,-6851000,-7036000,185000,143000,1274000,25158000,25158000,-2020000,23138000,23138000,23029000,23029000,52074000,52074000,76655000,76655000,34591000,26337000,8254000,163320000,37218000,12491000,669533000,371986000,291219000,5332000,719242000,882562000,69252000,27155000,3413000,38684000,46977000,116229000,595631000,45332000,14731000,11765000,640963000,757192000,725000,133455000,-12418000,121762000,125370000,882562000,23138000,15684000,1854000,-15371000,25305000,-2674000,-3860000,-6534000,-7264000,-6446000,-3765000,-1e+06,-18475000,296000,296000,296000.000000004,46276000,642608000,30251000,0.56385,0.30205,0.22738,0.18369,0.02609,1.3136,1.40516,6.03966,0.72812,0.31705,0.3148,1.39435,1.67633,0.41647,0.10001,0.03725,0.03719,0.31543,12.76113,19.30354
"17","2017_Q3",17.3934920634921,"Up",103511000,-43030000,60481000,-30487000,-14588000,-15899000,29994000,-5712000,-7190000,-7406000,216000,115000,1363000,24282000,24282000,-4068000,20214000,20214000,20089000,20089000,93060000,93060000,76902000,76902000,34696000,26500000,8196000,204658000,36095000,12646000,661228000,371204000,284316000,4720000,709969000,914627000,73970000,31697000,2687000,39586000,94344000,168314000,565425000,46873000,14378000,11918000,612298000,780612000,723000,144175000,-14616000,130282000,134015000,914627000,20214000,15899000,3051000,6585000,45749000,-2786000,-6129000,-8915000,-7259000,-5742000,-3906000,2.1e+07,4093000,40927000,40927000,40927000,45893000,659769000,53760000,0.5843,0.28977,0.19408,0.1499,0.02196,2.67609,1.21593,5.82481,0.72135,0.27706,0.27512,1.42758,1.79679,0.74143,0.10011,0.03253,0.06395,0.36134,12.34848,18.89408
"18","2017_Q4",13.7873015873016,"Down",102725000,-62699000,40026000,-31218000,-14612000,-16606000,8808000,-7506000,-7853000,-8012000,159000,155000,192000,1302000,1302000,4840000,6142000,6142000,6102000,6102000,48440000,48440000,75959000,75959000,35130000,24778000,10352000,159529000,36520000,12832000,696086000,402103000,289095000,3757000,745438000,904967000,79665000,27845000,4745000,47075000,79415000,159080000,561898000,46308000,14156000,11369000,608206000,767286000,3022000,143038000,-12152000,133908000,137681000,904967000,6142000,16606000,5905000,8728000,37381000,-2795000,-5966000,-51597000,-7239000,-6008000,0,-1.5e+07,-28247000,-42463000,-42463000,-42463000,25414000,641313000,26507000,0.38964,0.08574,0.0594,0.04432,0.00674,4.34399,1.00282,5.57293,0.70866,0.0843,0.08348,1.41915,1.84994,0.3662,0.10001,0.01616,0.03212,1.18633,23.3286,67.31074
"19","2018_Q1",15.2991803278689,"Up",99628000,-50748000,48880000,-32191000,-16130000,-16061000,16689000,-7232000,-7251000,-7407000,156000,191000,-172000,9457000,9457000,-3532000,5925000,5925000,5834000,5834000,50423000,50423000,83328000,83328000,34955000,25011000,9944000,168706000,37924000,13073000,683085000,398575000,279961000,3561000,734082000,902788000,88729000,41135000,1406000,46188000,58487000,147216000,557251000,50345000,13820000,13039000,607596000,754812000,6073000,148887000,-10848000,144112000,147976000,902788000,5925000,16061000,11764000,3601000,37351000,-3003000,-6219000,-9222000,0,-5554000,0,-2.1e+07,-26554000,1575000,1575000,1575000,32750000,615738000,36880000,0.49063,0.16751,0.05856,0.03943,0.00646,6.32156,1.14598,5.10091,0.68204,0.08059,0.08078,1.37627,1.99077,0.50946,0,0.00717,0.0453,0,17.26153,33.87351
"20","2018_Q2",19.80796875,"Up",110274000,-47420000,62854000,-29299000,-13432000,-15867000,33555000,-6506000,-7522000,-7679000,157000,199000,817000,27049000,27049000,-3935000,23114000,23114000,23022000,23022000,53471000,53471000,90037000,90037000,40858000,30318000,10540000,184366000,38515000,13369000,680579000,399861000,273536000,7182000,732463000,916829000,89646000,40670000,4121000,44855000,46558000,136204000,553140000,48200000,13033000,11472000,601340000,737544000,9506000,172777000,-6938000,175345000,179285000,916829000,23114000,15867000,3788000,-12401000,30368000,-4157000,-5208000,-9365000,9.31322574615479e-10,-5359000,0,-1.2e+07,-17359000,3644000,3644000,3644000,49422000,599698000,36799000,0.56998,0.30429,0.20877,0.12841,0.02511,1.59843,1.3536,4.11381,0.6541,0.31794,0.31377,1.52292,2.42158,0.50821,0,0.02783,0.04449,0,11.0523,16.27856
"21","2018_Q3",23.1063492063492,"Up",113347000,-49131000,64216000,-33576000,-17848000,-15728000,30640000,-7395000,-7501000,-7665000,164000,175000,-69000,23245000,23245000,-3112000,20133000,20133000,20052000,20052000,59333000,59333000,82447000,82447000,40520000,29444000,11076000,182300000,38336000,13335000,670198000,397221000,266253000,5653000,721869000,904169000,89908000,34561000,3892000,51455000,21820000,111728000,547551000,47527000,12976000,10502000,595078000,706806000,11381000,192819000,-10858000,193342000,197363000,904169000,20133000,15728000,5178000,5449000,46488000,-2666000,-3807000,-6473000,0,-33617000,-1.16415321826935e-10,0,-33617000,6398000,6398000,6398000,46368000,569371000,52263000,0.56654,0.27032,0.17691,0.1016,0.02218,2.60637,1.63164,3.58125,0.62972,0.27605,0.26938,1.56042,2.66168,0.71949,0,0.02463,0.06418,0,10.99978,16.64615
"22","2018_Q4",25.5774603174603,"Up",112017000,-49464000,62553000,-30192000,-14404000,-15788000,32361000,-5984000,-7352000,-7557000,205000,238000,1130000,26377000,26377000,-3302000,23075000,23075000,22997000,22997000,91310000,91310000,82865000,82865000,42357000,29671000,12686000,216532000,36655000,12039000,663372000,396035000,260744000,5500000,712066000,928598000,102272000,37397000,5684000,59191000,23191000,125463000,541949000,46234000,11509000,10508000,588183000,713646000,13637000,212180000,-14964000,210853000,214952000,928598000,23075000,15788000,2257000,10467000,51587000,-2782000,-6370000,-9152000,-3636000,-5212000,0,9.31322574615479e-10,-8848000,33587000,33587000,33587000,48149000,565140000,59136000,0.55842,0.28889,0.2053,0.10699,0.02477,2.57147,1.72586,3.32002,0.60859,0.31622,0.30844,1.54031,2.89938,0.81316,0.05,0.03223,0.07156,0.15811,9.84091,14.64201
"23","2019_Q1",27.644262295082,"Up",118231000,-50942000,67289000,-38717000,-23033000,-15684000,28572000,-6078000,-6882000,-7143000,261000,80000,724000,22494000,22494000,-2247000,20247000,20247000,20199000,20199000,69973000,69973000,100323000,100323000,45897000,29124000,16773000,216193000,36763000,13209000,661127000,394644000,259269000,5297000,711099000,927292000,122455000,47272000,6650000,68533000,14250000,136705000,524056000,50925000,9950000,14900000,574981000,711686000,6506000,228742000,-23789000,211459000,215606000,927292000,20247000,15684000,5638000,2722000,44291000,-4309000,-12001000,-16310000,-3637000,-37017000,-1e+07,5423000,-45231000,-17250000,-17250000,-17250000,44256000,538306000,44916000,0.56913,0.24166,0.17084,0.09368,0.02178,2.22367,1.58146,3.30086,0.58051,0.278,0.26821,1.62724,2.91036,0.61819,0.05006,0.02962,0.05581,0.18006,10.58236,16.39133
"24","2019_Q2",28.8026984126984,"Up",118836000,-50019000,68817000,-31412000,-15139000,-16273000,37405000,-6862000,-7292000,-7551000,259000,222000,208000,30543000,30543000,-3809000,26734000,26734000,26644000,26644000,73183000,73183000,96307000,96307000,47769000,34451000,13318000,217259000,45778000,13319000,692420000,395723000,252592000,41938000,751517000,968776000,109345000,45995000,6841000,56509000,29250000,148053000,520771000,83454000,9041000,44214000,604225000,752278000,722000,237418000,-25879000,212261000,216498000,968776000,26734000,16273000,4899000,-18567000,29339000,-5039000,-8917000,-13956000,-3617000,-9525000.00000001,-17486000,1.5e+07,-15628000,-245000,-245000,-245000,53678000,550021000,33881000,0.57909,0.31476,0.22421,0.12307,0.0275,1.27162,1.46744,3.47476,0.56775,0.36812,0.36118,1.64187,2.93265,0.46811,0.04997,0.0356,0.03986,0.13575,8.8833,12.74797
"25","2019_Q3",32.88296875,"Up",122548000,-52601000,69947000,-32259000,-15064000,-17195000,37688000,-8062000,-7116000,-7373000,257000,133000,-1079000,29626000,29626000,-2489000,27137000,27137000,27058000,27058000,64025000,64025000,93735000,93735000,48479000,34955000,13524000,206239000,44544000,12875000,686835000,396275000,249667000,39114000,744254000,950493000,93980000,34920000,1937000,57123000,14250000,114524000,517491000,89678000,7396000,51917000,607169000,721693000,719000,253361000,-29596000,224484000,228800000,950493000,27137000,17195000,7583000,-5304000,46611000,-10557000,-11106000,-21663000,-3610000,-4580000,-10710000,-1.5e+07,-33900000,-8952000,-8952000,-8952000,54883000,531741000,41511000,0.57077,0.30754,0.2208,0.11826,0.02847,1.53415,1.80084,3.15425,0.55944,0.37514,0.36799,1.69905,3.11233,0.57552,0.05005,0.03607,0.04882,0.13342,8.52206,12.41021
"26","2019_Q4",31.13125,"Down",118804000,-51878000,66926000,-32124000,-15152000,-16972000,34802000,-6296000,-6919000,-7267000,348000,371000,252000,28506000,28506000,-3720000,24786000,24786000,24754000,24754000,102535000,102535000,92195000,92195000,49804000,36405000,13399000,244534000,43179000,13037000,679316000,395848000,244672000,36776000,735532000,980066000,108383000,24966000,4595000,78822000,14250000,128337000,514217000,88256000,4565000,53969000,602473000,730810000,3777000,274518000,-33094000,245201000,249256000,980066000,24786000,16972000,2385000,16074000,60217000,-6297000,-7946000,-14243000,-3597000,-2887000,-253000,-852000,-7588999.99999999,38385000,38385000,38385000,51774000,528467000,65271000,0.56333,0.29294,0.20836,0.09931,0.02526,2.63679,1.90541,2.93197,0.53922,0.3441,0.33774,1.65145,3.40846,0.90731,0.05,0.03274,0.07537,0.14531,8.22675,12.23872
"27","2020_Q1",30.1524193548387,"Down",127186000,-58881000,68305000,-33698000,-16056000,-17642000,34607000,-6607000,-6267000,-6620000,353000,210000,-550000,2.8e+07,2.8e+07,-2957000,25043000,25043000,25013000,25013000,111030000,111030000,106812000,106812000,58176000,38085000,20091000,276018000,43791000,13010000,678857000,399487000,241937000,35302000,735658000,1011676000,124291000,39165000,6298000,78828000,14250000,144314000,510947000,84792000,4261000,52094000,595739000,740053000,720000,296476000,-30009000,267187000,271623000,1011676000,25043000,17642000,5842000,-4745000,43782000,-998000,-8902000,-15485000,-3596000,1856000,-3373000,-7997000,-13110000,15187000,15187000,15187000,52249000,525197000,49463000,0.53705,0.2721,0.19666,0.09209,0.02472,1.97749,1.91262,2.72456,0.51914,0.34762,0.34119,1.7676,3.7133,0.68742,0.04998,0.03245,0.05611,0.14377,7.92679,11.96772
"28","2020_Q2",26.15,"Down",121942000,-54067000,67875000,-35112000,-17317000,-17795000,32763000,-5970000,-6416000,-6779000,363000,338000,108000,26793000,26793000,-4518000,22275000,22275000,22211000,22211000,103521000,103521000,95305000,95305000,61487000,39904000,21583000,260313000,41984000,13122000,663799000,394498000,229787000,36253000,718905000,979218000,108210000,28230000,9190000,70790000,14250000,128200000,490844000,97490000,2957000,62496000,588334000,716534000,719000,308491000,-50173000,259037000,262684000,979218000,22275000,17795000,4044000,-10189000,33925000,-3357000,-6055000,-9412000,-6279391.12451892,-21352000,-7300000,-2706000,-31358000,-6845000,-6845000,-6017000,50558000,505094000,41530000,0.55662,0.26868,0.18214,0.08455,0.02268,1.86979,2.03052,2.72774,0.51581,0.30843,0.30304,1.69334,3.5971,0.5767,0.0873411533183689,0.02567,0.048,0.39221827768836,7.94282,12.25691
