"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"11","2012_Q4",21.7745161290323,"Up",2.655e+09,-1.685e+09,9.7e+08,-8.29e+08,-8.29e+08,1.41e+08,-5.3e+07,-5.4e+07,8.8e+07,-2.3e+07,6.5e+07,6e+06,6.4e+07,2.45e+08,999999.999999998,2.46e+08,2.46e+08,1.118e+09,1.118e+09,2.475e+09,2.475e+09,1.552e+09,1.501e+09,6.646e+09,4.173e+09,1.6249e+10,1.0029e+10,2.47e+09,2.0422e+10,2.7068e+10,3.633e+09,1.389e+09,2.244e+09,1.6e+07,6.86e+08,6.86e+08,4.335e+09,4.149e+09,4.062e+09,2.912e+09,8.211e+09,1.2546e+10,1.3233e+10,-1.205e+09,2.96e+09,-5.88e+08,1.44e+10,1.22e+08,1.4522e+10,2.7068e+10,4.165e+09,0.36535,0.05311,0.09266,0.01694,0.00909,1.5331,0.86393,0.15387,0.55635,0.54924,6.00455,32.56703,0.01587,21.60993
"12","2013_Q1",24.314,"Up",2.217e+09,-1.418e+09,7.99e+08,-6.57e+08,-6.57e+08,1.42e+08,-4.82e+08,-2.9e+07,-3.4e+08,-9.6e+07,-4.36e+08,-2.66e+08,-7.09e+08,-4.19e+08,0,-4.19e+08,-4.19e+08,8.44e+08,8.44e+08,1.696e+09,1.696e+09,6.34e+08,1.179e+09,4.353e+09,1.67e+09,6.342e+09,4.367e+09,1.204e+09,8.012e+09,1.2365e+10,2.685e+09,8.97e+08,1.788e+09,1e+07,4.02e+08,4.02e+08,3.097e+09,1.481e+09,2.765e+09,2.341e+09,4.246e+09,7.343e+09,4.555e+09,-1.094e+09,2.499e+09,-9.66e+08,4.994e+09,2.8e+07,5.022e+09,1.2365e+10,1.491e+09,0.3604,0.06405,-0.18899,-0.08343,-0.03389,1.40555,1.46217,0.12058,-0.94761,-0.98594,5.01397,11.29443,-0.04516,4.55634
"13","2013_Q2",25.72484375,"Up",2.6e+09,-1.668e+09,9.32e+08,-6.82e+08,-6.82e+08,2.5e+08,-2.9e+07,-2e+07,2.21e+08,-1.5e+07,2.06e+08,-3.9e+07,1.61e+08,1.65e+08,-2e+06,1.63e+08,1.63e+08,5.01e+08,5.01e+08,1.709e+09,1.709e+09,6.64e+08,1.207e+09,4.081e+09,1.682e+09,6.362e+09,4.406e+09,1.191e+09,8.044e+09,1.2125e+10,2.361e+09,8.39e+08,1.522e+09,1e+07,3.64e+08,3.64e+08,2.735e+09,1.481e+09,2.753e+09,2.337e+09,4.234e+09,6.969e+09,4.327e+09,-9.13e+08,2.662e+09,-9.5e+08,5.126e+09,3e+07,5.156e+09,1.2125e+10,1.491e+09,0.35846,0.09615,0.06269,0.03161,0.01344,1.49214,1.35163,0.12297,0.36627,0.36085,5.8423,11.51832,0.01734,3.96
"14","2013_Q3",27.33640625,"Up",2.345e+09,-1.514e+09,8.31e+08,-7.4e+08,-7.4e+08,9.1e+07,-41999999.9999999,-2.2e+07,48999999.9999999,-1.9e+07,3e+07,5999999.99999997,3e+07,70000000.0000001,2e+06,7.2e+07,7.2e+07,4.3e+08,4.3e+08,1.649e+09,1.649e+09,6.54e+08,1.225e+09,3.958e+09,1.668e+09,6.332e+09,4.345e+09,1.252e+09,8e+09,1.1958e+10,2.54e+09,7.83e+08,1.757e+09,1.1e+07,4.18e+08,4.18e+08,2.969e+09,1.481e+09,2.766e+09,2.361e+09,4.247e+09,7.216e+09,3.994e+09,-9.67e+08,2.734e+09,-1.047e+09,4.714e+09,2.8e+07,4.742e+09,1.1958e+10,1.492e+09,0.35437,0.03881,0.0307,0.01518,0.00602,1.33311,1.52172,0.12477,0.16179,0.15939,5.26931,10.59254,0.008,11.67033
"15","2013_Q4",29.60609375,"Up",2.518e+09,-1.587e+09,9.31e+08,-7.07e+08,-7.07e+08,2.24e+08,-2.1e+07,-2e+07,2.03e+08,-5.7e+07,1.46e+08,-2.3e+07,1.17e+08,1.35e+08,4252678.3085439,1.35e+08,1.35e+08,4.55e+08,4.55e+08,1.678e+09,1.678e+09,6.85e+08,1.149e+09,3.967e+09,1.64e+09,6.263e+09,4.322e+09,1.225e+09,7.903e+09,1.187e+10,2.704e+09,8.31e+08,1.873e+09,1.9e+07,4.17e+08,4.17e+08,3.14e+09,1.462e+09,2.534e+09,2.138e+09,3.996e+09,7.136e+09,3.985e+09,-9.7e+08,2.869e+09,-1.177e+09,4.707e+09,2.7e+07,4.734e+09,1.187e+10,1.481e+09,0.36974,0.08896,0.05361,0.02852,0.01137,1.26338,1.50739,0.12477,0.30532,0.29886,5.69471,10.64535,0.02389,4.58036
"16","2014_Q1",33.5919672131148,"Up",2.595e+09,-1.62e+09,9.75e+08,-7.09e+08,-7.09e+08,2.66e+08,-2.1e+07,-2.2e+07,2.45e+08,-2.8e+07,2.17e+08,-5.2e+07,1.35e+08,1.63e+08,3e+06,1.66e+08,1.66e+08,5.63e+08,5.63e+08,1.704e+09,1.704e+09,6.45e+08,1.945e+09,4.857e+09,1.284e+09,6.035e+09,4.162e+09,1.082e+09,7.319e+09,1.2176e+10,2.7e+09,8.48e+08,1.852e+09,2e+07,6.29e+08,3.93e+08,3.349e+09,1.443e+09,2.251e+09,1.881e+09,3.694e+09,7.043e+09,3.962e+09,-9.12e+08,3.035e+09,-9.87e+08,5.098e+09,3.5e+07,5.133e+09,1.2176e+10,1.463e+09,0.37572,0.1025,0.06397,0.03234,0.01363,1.45028,1.3721,0.12015,0.37381,0.37062,5.84361,11.48004,0.01876,3.38346
"17","2014_Q2",34.9992063492063,"Up",2.493e+09,-1.575e+09,9.18e+08,-5.71e+08,-5.71e+08,3.47e+08,-2.2e+07,-2.1e+07,3.25e+08,-3e+06,3.22e+08,-7e+07,2.48e+08,2.72e+08,-2e+06,2.7e+08,2.7e+08,4.79e+08,4.79e+08,1.725e+09,1.725e+09,6.85e+08,1.118e+09,4.007e+09,1.678e+09,6.328e+09,4.528e+09,9.94e+08,8.006e+09,1.2013e+10,2.615e+09,8.38e+08,1.777e+09,1.8e+08,3.68e+08,3.68e+08,3.163e+09,1.443e+09,2.241e+09,1.849e+09,3.684e+09,6.847e+09,3.877e+09,-1.031e+09,3.305e+09,-1.021e+09,5.13e+09,3.6e+07,5.166e+09,1.2013e+10,1.623e+09,0.36823,0.13919,0.1083,0.05226,0.02248,1.26684,1.3254,0.1351,0.60932,0.60026,5.62602,11.577,0.0381,3.29683
"18","2014_Q3",36.49953125,"Up",2.476e+09,-1.576e+09,9e+08,-6.34e+08,-6.34e+08,2.66e+08,-2.3e+07,-2.2e+07,2.43e+08,-8e+06,2.35e+08,-3.9e+07,1.91e+08,2.07e+08,0,2.07e+08,2.07e+08,4.95e+08,4.95e+08,1.674e+09,1.674e+09,6.61e+08,1.943e+09,4.773e+09,1.269e+09,5.893e+09,4.176e+09,9.44e+08,7.162e+09,1.1935e+10,2.745e+09,7.83e+08,1.962e+09,2e+07,6.41e+08,4.2e+08,3.406e+09,1.442e+09,2.019e+09,1.667e+09,3.461e+09,6.867e+09,3.542e+09,-9.91e+08,3.512e+09,-1.032e+09,5.031e+09,3.7e+07,5.068e+09,1.1935e+10,1.462e+09,0.36349,0.10743,0.0836,0.04084,0.01734,1.40135,1.35497,0.1225,0.4712,0.46216,5.63624,11.45231,0.03287,3.63534
"19","2014_Q4",35.21640625,"Down",2.66e+09,-1.675e+09,9.85e+08,-6.71e+08,-6.71e+08,3.14e+08,-2e+07,-2e+07,2.94e+08,-1.7e+07,2.77e+08,-5.5e+07,4.37e+08,1.452e+09,-2e+06,1.45e+09,1.45e+09,1.912e+09,1.912e+09,1.739e+09,1.739e+09,6.5e+08,1.418e+09,5.719e+09,1.283e+09,5.774e+09,4.212e+09,7.97e+08,7.057e+09,1.2776e+10,2.813e+09,8.51e+08,1.962e+09,2e+07,4.26e+08,4.11e+08,3.259e+09,1.443e+09,2.033e+09,1.689e+09,3.476e+09,6.735e+09,3.548e+09,-1.513e+09,4.962e+09,-9.95e+08,6.002e+09,3.9e+07,6.041e+09,1.2776e+10,1.463e+09,0.3703,0.11805,0.54511,0.24003,0.11349,1.75483,1.11488,0.11451,3.3079,3.25123,6.06828,13.69241,0.16074,-1.42994
"20","2015_Q1",35.6240983606557,"Up",3.112e+10,-2.7618e+10,3.502e+09,-2.34e+09,-2.34e+09,1.162e+09,2.16e+08,-1.81e+08,1.378e+09,-2.96e+08,1.082e+09,-2.43e+08,6.33e+08,-5.88e+08,-1.24e+08,-7.12e+08,-7.12e+08,8.92e+08,8.92e+08,1.734e+09,1.734e+09,6.25e+08,1.535e+09,4.786e+09,1.262e+09,5.761e+09,4.122e+09,9.27e+08,7.023e+09,1.1809e+10,2.939e+09,8.25e+08,2.114e+09,2e+07,5.18e+08,4e+08,3.477e+09,1.443e+09,2.206e+09,1.871e+09,3.649e+09,7.126e+09,3.514e+09,-2.515e+09,4.873e+09,-1.225e+09,4.647e+09,3.6e+07,4.683e+09,1.1809e+10,1.463e+09,0.11253,0.03734,-0.0228799999999998,-0.15204,-0.06029,1.37647,1.52167,0.12389,-1.70606,-1.67539,74.56839,11.13494,-0.0449,0.49139
"21","2015_Q2",34.4703174603175,"Down",2.478e+09,-1.569e+09,9.09e+08,-6.52e+08,-6.52e+08,2.57e+08,-1.7e+07,-2.1e+07,2.4e+08,-5.8e+07,1.82e+08,-1.9e+07,1.63e+08,1.61e+08,1e+06,1.62e+08,1.62e+08,4.73e+08,4.73e+08,1.718e+09,1.718e+09,6.58e+08,1.217e+09,4.066e+09,1.242e+09,5.89e+09,4.148e+09,9.46e+08,7.132e+09,1.1198e+10,2.818e+09,8.25e+08,1.993e+09,2.78e+08,3.79e+08,3.65e+08,3.475e+09,1.184e+09,2.242e+09,1.918e+09,3.426e+09,6.901e+09,6.17e+08,-3914009776.39533,5.035e+09,-1.418e+09,4.234e+09,6.3e+07,4.297e+09,1.1198e+10,1.462e+09,0.36683,0.10371,0.06538,0.0377,0.01447,1.17007,1.606,0.13056,0.40389,0.39727,6.17801,10.55597,0.02962,3.84825
"22","2015_Q3",31.49640625,"Down",2.43e+09,-1.549e+09,8.81e+08,-6.48e+08,-6.48e+08,2.33e+08,-2.2e+07,-2.1e+07,2.11e+08,-1.2e+07,1.99e+08,-1.8e+07,1.81e+08,1.65e+08,2000000.00000001,1.67e+08,1.67e+08,4.32e+08,4.32e+08,1.643e+09,1.643e+09,6.77e+08,1.326e+09,4.078e+09,1.216e+09,6.401e+09,4.265e+09,1.228e+09,7.617e+09,1.1695e+10,2.694e+09,7.35e+08,1.959e+09,2.78e+08,5.07e+08,4.05e+08,3.479e+09,1.732e+09,2.242e+09,1.927e+09,3.974e+09,7.453e+09,5.69e+08,-5046778693.42901,5.202e+09,-1.59e+09,4.181e+09,6.1e+07,4.242e+09,1.1695e+10,2.01e+09,0.36255,0.09588,0.06872,0.03937,0.01428,1.17218,1.75695,0.17187,0.41636,0.40953,6.05833999999999,10.42383,0.02861,6.77253
"23","2015_Q4",30.2396875,"Down",2.489e+09,-1.573e+09,9.16e+08,-6.25e+08,-6.25e+08,2.91e+08,-1.6e+07,-2.2e+07,2.75e+08,-3.8e+07,2.37e+08,-4.9e+07,1.88e+08,1.56e+08,0,1.56e+08,1.56e+08,5.31e+08,5.31e+08,1.775e+09,1.775e+09,6.9e+08,1.137e+09,4.133e+09,1.215e+09,6.372e+09,4.291e+09,1.191e+09,7.587e+09,1.172e+10,2.74e+09,7.44e+08,1.996e+09,2.77e+08,4.09e+08,4.03e+08,3.426e+09,1.744e+09,2.211e+09,1.898e+09,3.955e+09,7.381e+09,5.08e+08,-5072908263.74818,5.358e+09,-1.562e+09,4.304e+09,3.5e+07,4.339e+09,1.172e+10,2.021e+09,0.36802,0.11691,0.06268,0.03595,0.01331,1.20636,1.70108,0.17244,0.38617,0.38255,6.16142,10.65439,0.02823,5.12027
"24","2016_Q1",30.0524590163934,"Down",9.703e+09,-7.878e+09,1.825e+09,-1.266e+09,-1.266e+09,5.59e+08,-1.39e+08,-2.1e+08,4.2e+08,-1.07e+08,3.13e+08,1.5e+07,3.28e+08,1.197e+09,-1.19e+08,1.078e+09,1.078e+09,5.97e+08,5.97e+08,5.751e+09,5.751e+09,2.377e+09,1.744e+09,1.0469e+10,5.87e+09,1.3283e+10,6.824e+09,2.8e+09,1.9153e+10,2.9622e+10,6.264e+09,5.174e+09,1.09e+09,8.65e+08,3.317e+09,347777066.294674,1.0446e+10,5.745e+09,2.721e+09,1.954e+09,8.466e+09,1.8912e+10,3.747e+09,-3.152e+09,1.0797e+10,-1.057e+09,1.0335e+10,3.75e+08,1.071e+10,2.9622e+10,6.61e+09,0.18809,0.05761,0.1111,0.10065,0.03639,1.0022,1.76583,0.22314,0.76203,0.75774,6.85901,7.30577,0.07475,10.75671
"25","2016_Q2",35.7440625,"Up",4.696e+09,-3.439e+09,1.257e+09,-8.47e+08,-8.47e+08,4.1e+08,-2.4e+07,-6.6e+07,3.86e+08,-121362774.687485,3.86e+08,-8.3e+07,3.03e+08,4.9e+08,-4e+07,4.5e+08,4.5e+08,3.01e+08,3.01e+08,1.719e+09,1.719e+09,6.47e+08,9.98e+08,3.665e+09,1.167e+09,6.599e+09,4.365e+09,1.307e+09,7.766e+09,1.1431e+10,2.626e+09,7.89e+08,1.837e+09,1.52e+08,4.33e+08,3.49e+08,3.211e+09,2.146e+09,2.028e+09,1.736e+09,4.174e+09,7.385e+09,7.47e+08,-1.4e+07,5.154e+09,-1.878e+09,4.009e+09,3.7e+07,4.046e+09,1.1431e+10,2.298e+09,0.26767,0.08731,0.09583,0.11122,0.03937,1.14139,1.82526,0.20103,0.69477,0.68934,7.25027,6.18959,0.07382,4.87073
"26","2016_Q3",39.78078125,"Up",4.733e+09,-3.446e+09,1.287e+09,-8.99e+08,-8.99e+08,3.88e+08,-3.1e+07,-7.1e+07,3.57e+08,-6e+07,2.97e+08,-4.1e+07,2.56e+08,-4.69e+08,-6.1e+07,-5.3e+08,-5.3e+08,3.45e+08,3.45e+08,1.722e+09,1.722e+09,6.7e+08,9.26e+08,3.663e+09,1.189e+09,6.759e+09,4.46e+09,1.274e+09,7.948e+09,1.1611e+10,2.44e+09,7.97e+08,1.643e+09,4e+08,3.93e+08,3.93e+08,3.233e+09,2.159e+09,2.041e+09,1.756e+09,4.2e+09,7.433e+09,7.73e+08,-1.5e+07,5.213e+09,-1.829e+09,4.142e+09,3.6e+07,4.178e+09,1.1611e+10,2.559e+09,0.27192,0.08198,-0.11198,-0.12685,-0.04565,1.133,1.77908,0.22039,-0.81752,-0.81263,7.30063,6.38902,-0.03896,5.70619
"27","2016_Q4",37.9836507936508,"Down",5.154e+09,-3.732e+09,1.422e+09,-8.95e+08,-8.95e+08,5.27e+08,-2e+07,-6.5e+07,5.07e+08,-2.7e+07,4.8e+08,-7.8e+07,4.02e+08,4.59e+08,-7.6e+07,3.83e+08,3.83e+08,3.45e+08,3.45e+08,1.805e+09,1.805e+09,6.56e+08,1.016e+09,3.822e+09,1.18e+09,6.612e+09,4.418e+09,1.228e+09,7.792e+09,1.1614e+10,2.363e+09,7.99e+08,1.564e+09,3.41e+08,4.12e+08,3.78e+08,3.116e+09,2.165e+09,1.947e+09,1.663e+09,4.112e+09,7.228e+09,816999999.999999,-1.5e+07,5.364e+09,-1.815e+09,4.351e+09,3.5e+07,4.386e+09,1.1614e+10,2.506e+09,0.2759,0.10225,0.07431,0.08732,0.03298,1.22657,1.64797,0.21577,0.5938,0.58968,7.9907,6.74574,0.0646,4.10057
