"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_inventory","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","current_portion_of_long_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",23.0915873015873,"Up",2.735e+09,-1.579e+09,-1.579e+09,1.156e+09,-8.65e+08,-5.43e+08,-2.26e+08,-9.6e+07,2.91e+08,-2.6e+07,-7.8e+07,-2e+07,2.65e+08,3.4e+07,2.99e+08,-1.07e+08,1.92e+08,1.92e+08,1.92e+08,1.92e+08,1.251e+09,2.54e+08,9.97e+08,8.4e+08,8.4e+08,3.16e+08,1.38e+08,4.89e+08,1.84e+08,2.27e+08,2.896e+09,1.2452e+10,6.583e+09,8.67e+08,2.865e+09,2.805e+09,1.9035e+10,2.1931e+10,7.42e+08,6.34e+08,1.08e+08,7.87e+08,7.87e+08,1.113e+09,7.56e+08,3.57e+08,2.642e+09,6.19e+09,9.562e+09,9.16e+08,5.351e+09,8e+06,3.287e+09,1.5752e+10,1.8394e+10,4.199e+09,-5.91e+08,3.537e+09,3.537e+09,2.1931e+10,1.92e+08,2.26e+08,-1.1e+07,-9e+07,3.17e+08,-3.12e+08,-1.32e+08,7.2e+07,-3.72e+08,-1.15e+08,8.5e+07,-6e+06,-3.6e+07,-9.1e+07,-9.1e+07,-9.1e+07,5.17e+08,6.977e+09,2.22e+08,0.42267,0.1064,0.0702,0.05428,0.00875,1.15625,1.09614,5.20045,0.31813,0.44569,0.44306,6.34874,8.21042,0.51533,0.26695,6,0.01529,0.01106,0.59896,11.07544,19.67698
"30","2017_Q3",23.985873015873,"Up",2.143e+09,-1.032e+09,-1.032e+09,1.111e+09,-8.71e+08,-5.18e+08,-2.54e+08,-9.9e+07,2.4e+08,-3.9e+07,-7.7e+07,-2.1e+07,2.01e+08,1e+07,2.11e+08,-7.6e+07,1.35e+08,1.35e+08,1.35e+08,1.35e+08,1.268e+09,2.48e+08,1.02e+09,7.62e+08,7.62e+08,4.1e+08,2.18e+08,4.25e+08,1.67e+08,1.91e+08,2.865e+09,1.2644e+10,6.536e+09,8.67e+08,2.85e+09,2.773e+09,1.918e+10,2.2045e+10,7.84e+08,6.31e+08,1.53e+08,1.114e+09,1.09e+09,1.14e+09,7.61e+08,3.79e+08,3.038e+09,5.949e+09,9.495e+09,9.08e+08,5.364e+09,4e+06,3.219e+09,1.5444e+10,1.8482e+10,4.204e+09,-5.71e+08,3.563e+09,3.563e+09,2.2045e+10,1.35e+08,2.54e+08,-5.7e+07,2.8e+07,3.6e+08,-3.37e+08,-2.98023223876953e-08,6.9e+07,-2.68e+08,-1.15e+08,1.7e+07,-4e+06,-1.02e+08,-1e+07,-1e+07,-1e+07,4.94e+08,7.063e+09,2.61e+08,0.51843,0.11199,0.063,0.03789,0.00612,1.93333,0.94305,5.1872,0.32039,0.31323,0.31121,4.9722,8.2669,0.60557,0.26682,6,0.01242,0.01297,0.85185,11.73077,24.14583
"31","2017_Q4",24.4333333333333,"Up",2.098e+09,-9.38e+08,-9.38e+08,1.16e+09,-8.63e+08,-5.01e+08,-2.69e+08,-9.3e+07,2.97e+08,-3.1e+07,-8e+07,-1.9e+07,2.66e+08,1e+06,2.67e+08,-9.8e+07,1.69e+08,1.69e+08,1.69e+08,1.69e+08,1.258e+09,2.01e+08,1.057e+09,7.83e+08,7.83e+08,4.42e+08,2.52e+08,4.52e+08,1.75e+08,2.13e+08,2.935e+09,1.27e+10,6.5e+09,8.67e+08,2.844e+09,2.733e+09,1.92e+10,2.2135e+10,8.56e+08,6.57e+08,1.99e+08,1.15e+09,1.102e+09,1.215e+09,7.93e+08,4.22e+08,3.221e+09,6.031e+09,9.265e+09,8.86e+08,5.458e+09,1e+07,2.911e+09,1.5296e+10,1.8517e+10,4.208e+09,-5.18e+08,3.618e+09,3.618e+09,2.2135e+10,1.69e+08,2.69e+08,-3e+06,-8.4e+07,3.51e+08,-3.45e+08,0,8.8e+07,-2.57e+08,-1.16e+08,-1.8e+07,-7e+06,-1.41e+08,-4.7e+07,-4.7e+07,-4.7e+07,5.66e+08,7.181e+09,2.35e+08,0.55291,0.14156,0.08055,0.04671,0.00763,1.39053,0.91121,5.11802,0.32442,0.39209,0.38932,4.86746,8.39393,0.54521,0.26913,5,0.0142,0.01171,0.68639,10.46466,19.94276
"32","2018_Q1",23.0604918032787,"Down",2.638e+09,-1.345e+09,-1.345e+09,1.293e+09,-1.049e+09,-6.59e+08,-2.87e+08,-1.03e+08,2.44e+08,3.1e+07,-7.8e+07,4.3e+07,2.75e+08,1.1e+07,2.86e+08,1.01e+09,1.296e+09,1.296e+09,1.296e+09,1.296e+09,1.22e+09,2.6e+08,9.6e+08,1e+09,1e+09,3.97e+08,2.22e+08,7.78e+08,2.41e+08,4.27e+08,3.395e+09,1.3057e+10,6.284e+09,8.67e+08,2.835e+09,2.538e+09,1.9341e+10,2.2736e+10,1.264e+09,9.63e+08,1.81e+08,6.45e+08,6.06e+08,1.16e+09,6.88e+08,4.72e+08,3.069e+09,6.761e+09,8.218e+09,7.85e+08,3.174e+09,4e+06,4.255e+09,1.4979e+10,1.8048e+10,4.213e+09,5.43e+08,4.688e+09,4.688e+09,2.2736e+10,1.296e+09,2.87e+08,-1.02e+09,-1.7e+08,3.93e+08,-4.32e+08,-3.72529029846191e-09,7.2e+07,-3.6e+08,-1.15e+08,1.54e+08,-5e+06,3.4e+07,6.7e+07,6.7e+07,6.7e+07,5.31e+08,7.406e+09,-1.081e+09,0.49014,0.09249,0.49128,0.27645,0.057,-0.8341,1.10622,3.84983,0.32574,3.00668,2.97247,6.12008,10.87602,-2.50789,0.2668,6,0.06947,-0.05322,0.08873,11.64972,25.35246
"33","2018_Q2",22.43921875,"Down",3.155e+09,-1.91e+09,-1.91e+09,1.245e+09,-9.94e+08,-5.69e+08,-3.14e+08,-1.11e+08,2.51e+08,-2.2e+07,-7.8e+07,-1.3e+07,2.29e+08,-1.7e+07,2.12e+08,-4.7e+07,1.65e+08,1.65e+08,1.65e+08,1.65e+08,1.163e+09,2.19e+08,9.44e+08,1.081e+09,1.081e+09,2.57e+08,8.1e+07,5.48e+08,1.89e+08,2.75e+08,3.049e+09,1.3205e+10,6.156e+09,8.67e+08,2.83e+09,2.407e+09,1.9361e+10,2.241e+10,8.88e+08,7.12e+08,1.76e+08,6.13e+08,6.13e+08,1.115e+09,6.95e+08,4.2e+08,2.616e+09,6.916e+09,8.021e+09,7.23e+08,3.16e+09,1.2e+07,4.126e+09,1.4937e+10,1.7553e+10,4.212e+09,7.08e+08,4.857e+09,4.857e+09,2.241e+10,1.65e+08,3.14e+08,-6.2e+07,6.7e+07,4.84e+08,-3.62e+08,0,1.5e+07,-3.31e+08,-1.2e+08,-4.4e+07,-2.8e+07,-1.92e+08,-3.9e+07,-3.9e+07,-3.9e+07,5.65e+08,7.529e+09,3.17e+08,0.39461,0.07956,0.0523,0.03397,0.00736,1.92121,1.16552,3.61396,0.33597,0.38263,0.38018,7.31626,11.2631,0.7351,0.27827,5,0.01397,0.01553,0.72727,11.26726,25.36255
"34","2018_Q3",24.2177777777778,"Up",2.186e+09,-9.78e+08,-9.78e+08,1.208e+09,-1.021e+09,-5.78e+08,-3.42e+08,-1.01e+08,1.87e+08,-4.3e+07,-9.1e+07,-1e+07,1.44e+08,-2.32e+08,-8.8e+07,1.3e+07,-7.5e+07,-7.5e+07,-7.5e+07,-74999999.9999999,9.12e+08,3.28e+08,5.84e+08,9.58e+08,9.58e+08,3.44e+08,1.52e+08,4.87e+08,1.67e+08,2.07e+08,2.701e+09,1.3397e+10,6.01e+09,8.67e+08,2.814e+09,2.283e+09,1.9407e+10,2.2108e+10,8.09e+08,7.06e+08,1.03e+08,5.22e+08,5.22e+08,1.129e+09,6.67e+08,4.62e+08,2.46e+09,6.567e+09,8.411e+09,7.23e+08,3.168e+09,1.2e+07,4.508e+09,1.4978e+10,1.7438e+10,4.219e+09,5.13e+08,4.67e+09,4.67e+09,2.2108e+10,-7.5e+07,3.42e+08,2.53e+08,8.9e+07,6.09e+08,-3.35e+08,-1.49011611938477e-08,1.7e+07,6.4e+07,-1.2e+08,-4.16e+08,-2.8e+07,-5.64e+08,1.09e+08,1.09e+08,1.09e+08,5.29e+08,7.089e+09,2.7e+08,0.55261,0.08554,-0.0343100000000001,-0.01606,-0.00339,-3.6,1.09797,3.73405,0.32065,-0.1738,-0.1738,5.06578,10.82213,0.62569,0.27808,5,0.00223,0.01339,-1.6,11.67675,33.03209
"35","2018_Q4",24.3603174603175,"Up",2.212e+09,-9.98e+08,-9.98e+08,1.214e+09,-9.88e+08,-5.67e+08,-3.26e+08,-9.5e+07,2.26e+08,-1.6e+07,-9e+07,-7e+06,2.1e+08,-1e+06,2.09e+08,-5.1e+07,1.58e+08,1.58e+08,1.58e+08,1.53e+08,9.2e+08,2.93e+08,6.27e+08,9.18e+08,9.18e+08,4.05e+08,2.07e+08,4.83e+08,1.57e+08,2.12e+08,2.726e+09,1.3653e+10,5.849e+09,8.67e+08,2.82e+09,2.124e+09,1.9502e+10,2.2228e+10,8.6e+08,7.08e+08,1.52e+08,5.31e+08,5.31e+08,1.19e+09,7.18e+08,4.72e+08,2.581e+09,6.207e+09,7.932e+09,7.22e+08,3.22e+09,6e+06,3.984e+09,1.4139e+10,1.672e+10,4.225e+09,5.51e+08,5.508e+09,5.508e+09,2.2228e+10,1.58e+08,3.26e+08,5.6e+07,4.6e+07,5.86e+08,-4.24e+08,0,1.7e+07,-4.07e+08,-1.2e+08,-5.01e+08,-3.83e+08,-2.14e+08,-3.5e+07,-3.5e+07,-3.5e+07,5.52e+08,6.738e+09,2.25e+08,0.54882,0.10217,0.06917,0.02778,0.00688,1.47059,1.05618,3.03558,0.30313,0.35453,0.35181,5.12566,10.93258,0.52137,0.27806,5,0.01353,0.01115,0.78431,10.53986,25.74336
"36","2019_Q1",26.6475409836066,"Up",-1.276e+09,2.382e+09,2.382e+09,1.106e+09,-9.02e+08,-5.57e+08,-2.48e+08,-9.7e+07,2.04e+08,1.8e+07,-1.33e+08,5.2e+07,2.22e+08,-4e+06,2.18e+08,-7e+07,1.48e+08,1.2e+08,1.2e+08,9e+07,4.771e+09,4.231e+09,5.4e+08,1.19e+09,1.19e+09,3.94e+08,1.94e+08,6.7e+08,1.92e+08,3.78e+08,7.025e+09,1.4044e+10,5.94e+09,8.67e+08,2.845e+09,2.163e+09,1.9984e+10,2.7009e+10,1.631e+09,1.24e+09,2.04e+08,4.82e+08,4.82e+08,1.189e+09,7.27e+08,4.62e+08,3.302e+09,7.705e+09,7.944e+09,7.96e+08,3.239e+09,5e+06,3.904e+09,1.5649e+10,1.8951e+10,6.077e+09,3.49e+08,8.058e+09,8.058e+09,2.7009e+10,1.2e+08,2.61e+08,-4e+06,8e+07,4.57e+08,-5.3e+08,2.38418579101562e-07,-3e+06,-5.33e+08,-1.5e+08,1.39e+09,-11000000.0000001,4.023e+09,3.947e+09,3.947e+09,3.947e+09,4.65e+08,8.187e+09,8.5e+07,-0.86677,-0.15987,-0.07053,0.01117,0.00333,0.944440000000001,2.1275,2.35182,0.30312,0.17964,0.17667,-2.54687,12.61058,0.16966,0.2994,5,0.00992,0.00351,1.66667,7.34624,16.7451
"37","2019_Q2",26.5344444444444,"Down",3.531e+09,-1.986e+09,-1.986e+09,1.545e+09,-1.3e+09,-8.61e+08,-3.13e+08,-1.26e+08,2.45e+08,-5.1e+07,-1.21e+08,8e+06,1.94e+08,-3e+06,1.91e+08,-2.2e+07,1.69e+08,1.69e+08,1.69e+08,1.4e+08,8.78e+08,2.55e+08,6.23e+08,1.415e+09,1.415e+09,3.71e+08,1.15e+08,7.55e+08,2.41e+08,4.51e+08,3.419e+09,1.9512e+10,1.0971e+10,5.129e+09,2.834e+09,2.548e+09,3.0483e+10,3.3902e+10,1.395e+09,1.181e+09,2.14e+08,4.02e+08,4.02e+08,1.342e+09,7.35e+08,6.07e+08,3.139e+09,1.2845e+10,9.702e+09,8.88e+08,3.824e+09,1.8e+07,4.972e+09,2.2547e+10,2.5686e+10,6.065e+09,5.18e+08,8.216e+09,8.216e+09,3.3902e+10,1.69e+08,3.13e+08,1.1e+07,-2.22e+08,2.71e+08,-5.37e+08,-5.987e+09,-1.5e+07,-6.539e+09,-1.87e+08,2.554e+09,-2.2e+07,2.345e+09,-3.923e+09,-3.923e+09,-3.923e+09,5.58e+08,1.3247e+10,-1.79e+08,0.43755,0.06939,0.03965,0.01704,0.00413,-1.27857,1.0892,3.12634,0.39074,0.27915,0.27781,7.04058,12.91272,-0.35691,0.37287,4,0.01049,-0.00574,1.33571,22.16667,50.48571
"38","2019_Q3",25.9109375,"Down",2.798e+09,-1.174e+09,-1.174e+09,1.624e+09,-1.337e+09,-8.84e+08,-3.4e+08,-1.13e+08,2.87e+08,-5.9e+07,-1.34e+08,1e+06,2.28e+08,-4e+06,2.24e+08,-2.9e+07,1.95e+08,1.95e+08,1.95e+08,1.65e+08,9.58e+08,2.71e+08,6.87e+08,1.173e+09,1.173e+09,4.79e+08,2.12e+08,7.16e+08,1.81e+08,3.65e+08,3.326e+09,1.9932e+10,1.0931e+10,5.179e+09,2.833e+09,2.549e+09,3.0863e+10,3.4189e+10,1.094e+09,9.36e+08,1.58e+08,4.88e+08,4.88e+08,1.414e+09,7.88e+08,6.26e+08,2.996e+09,1.3276e+10,9.66e+09,8.72e+08,3.805e+09,1.8e+07,4.965e+09,2.2936e+10,2.5932e+10,6.07e+09,5.52e+08,8.257e+09,8.257e+09,3.4189e+10,1.95e+08,3.4e+08,-4e+06,-2.28e+08,3.03e+08,-6.32e+08,0,2.2e+07,-610000000.000002,-1.61e+08,4.46e+08,-1e+06,2.84e+08,-2.3e+07,-2.3e+07,-2.3e+07,6.27e+08,1.3764e+10,-2.04e+08,0.58041,0.10257,0.05897,0.01998,0.00483,-1.23636,1.11015,3.14061,0.40259,0.32837,0.32734,5.56839,12.9697,-0.40599,0.32041,7,0.01029,-0.00644,0.97576,20.42424,44.62021
"39","2019_Q4",24.686875,"Down",-7.84e+08,1.744e+09,1.744e+09,9.6e+08,-6.95e+08,-2.97e+08,-2.85e+08,-1.13e+08,2.65e+08,-5.7e+07,-1.45e+08,1.1e+07,2.08e+08,-3e+06,2.05e+08,-2.4e+07,1.81e+08,2.7e+08,2.7e+08,2.41e+08,1.005e+09,2.59e+08,7.46e+08,1.091e+09,1.091e+09,5.72e+08,2.99e+08,7.48e+08,1.56e+08,4.03e+08,3.416e+09,2.0328e+10,1.0898e+10,5.179e+09,2.832e+09,2.467e+09,3.1226e+10,3.4642e+10,1.081e+09,8.88e+08,1.93e+08,8.68e+08,8.68e+08,1.485e+09,8.67e+08,6.18e+08,3.434e+09,1.3197e+10,9.665e+09,8.12e+08,3.851e+09,3.2e+07,4.97e+09,2.2862e+10,2.6296e+10,6.077e+09,6.36e+08,8.346e+09,8.346e+09,3.4642e+10,2.7e+08,2.85e+08,2.5e+07,-6.8e+07,5.12e+08,-6.53e+08,-4e+06,3.1e+07,-6.26e+08,-1.86e+08,2.75e+08,-1e+07,7.9e+07,-3.5e+07,-3.5e+07,-3.5e+07,5.5e+08,1.4065e+10,-1.47e+08,-1.22449,-0.33801,-0.3074,0.02888,0.00696,-0.60996,0.99476,3.15073,0.40601,0.48008,0.47535,-1.56175,13.15936,-0.29283,0.37052,4,0.01331,-0.00458,0.77178,23.74545,49.28302
"40","2020_Q1",21.0659677419355,"Down",2.019e+09,-6.03e+08,-6.03e+08,1.416e+09,-1.142e+09,-7.33e+08,-2.87e+08,-1.22e+08,2.74e+08,-3.49e+08,-1.67e+08,3.1e+07,-74999999.9999999,0,-74999999.9999999,4.5e+07,-3e+07,1.57e+08,1.57e+08,1.28e+08,1.063e+09,2.41e+08,8.22e+08,7.02e+08,7.02e+08,4.72e+08,2.09e+08,1.7e+09,1.23e+08,4.69e+08,3.937e+09,2.0624e+10,1.0968e+10,4.882e+09,2.771e+09,3.315e+09,3.1592e+10,3.5529e+10,1.281e+09,8.84e+08,2.39e+08,8.68e+08,8.68e+08,1.829e+09,9e+08,9.29e+08,3.978e+09,1.3498e+10,9.694e+09,7.5e+08,3.928e+09,1.5e+07,5.001e+09,2.3192e+10,2.717e+10,6.085e+09,6.32e+08,8.359e+09,8.359e+09,3.5529e+10,1.57e+08,2.87e+08,17000000.0000001,9.1e+07,5.52e+08,-6.84e+08,0,3.8e+07,-6.46e+08,-1.61e+08,2.3e+08,-1e+06,6.8e+07,-2.6e+07,-2.6e+07,-2.6e+07,5.61e+08,1.4366e+10,-7.7e+07,0.70134,0.13571,0.0633999999999999,0.01531,0.0036,-0.60156,0.98969,3.25039,0.40435,0.25498,0.25347,4.02191,13.18526,-0.15339,0.32072,7,0.00891,-0.00238,1.25781,23.71301,48.55109
"41","2020_Q2",15.9914285714286,"Down",2.167e+09,-6.73e+08,-6.73e+08,1.494e+09,-1.092e+09,-6.74e+08,-2.82e+08,-1.36e+08,4.02e+08,-1.608e+09,-1.47e+08,1.4e+07,-1.206e+09,-1.94e+08,-1.4e+09,3.47e+08,-1.053e+09,-1.199e+09,-1.199e+09,-1.228e+09,8.98e+08,2.2e+08,6.78e+08,7.11e+08,7.11e+08,3.75e+08,9.7e+07,2.18e+09,1.2e+08,3.2e+08,4.164e+09,2.0978e+10,8.253e+09,4.697e+09,1.213e+09,2.343e+09,2.9231e+10,3.3395e+10,9.16e+08,7.39e+08,1.77e+08,1.426e+09,1.426e+09,1.7e+09,7.67e+08,9.33e+08,4.042e+09,1.312e+10,9.263e+09,7.46e+08,3.562e+09,1.4e+07,4.941e+09,2.2383e+10,2.6425e+10,6.091e+09,-7.61e+08,6.97e+09,6.97e+09,3.3395e+10,-1.199e+09,2.82e+08,1.584e+09,-5e+06,6.62e+08,-6.64e+08,908704834.83309,1e+07,-6.54e+08,-1.87e+08,1.59e+08,-4e+06,-3.2e+07,-2.4e+07,-2.4e+07,-2.4e+07,6.84e+08,1.4546e+10,-3.32e+08,0.68943,0.18551,-0.56668,-0.17618,-0.03677,0.27036,1.03018,3.79125,0.43557,-2.44622,-2.44622,4.31673,10.61753,-0.66135,0.37251,4,-0.03382,-0.01079,-0.15228,19.95322,33.95025
"42","2020_Q3",18.35921875,"Up",1.575e+09,-2.71e+08,-2.71e+08,1.304e+09,-1.069e+09,-6.43e+08,-2.97e+08,-1.29e+08,2.35e+08,-69999999.9999998,-1.35e+08,2.2e+07,1.65e+08,-999999.99999997,1.64e+08,-29000000.0000001,1.35e+08,1.05e+08,1.05e+08,59000000.0000002,9.21e+08,1.68e+08,7.53e+08,7.35e+08,7.35e+08,4.62e+08,1.58e+08,3.83e+08,1.08e+08,2.75e+08,2.501e+09,2.1348e+10,8.299e+09,4.697e+09,1.218e+09,2.384e+09,2.9647e+10,3.2148e+10,9.11e+08,6.7e+08,2.41e+08,1.949e+09,1.93e+09,1.449e+09,8.41e+08,6.08e+08,4.309e+09,1.0298e+10,9.149e+09,7.71e+08,3.491e+09,1.1e+07,4.876e+09,1.9447e+10,2.3756e+10,6.806e+09,-7.71e+08,8.392e+09,8.392e+09,3.2148e+10,1.05e+08,2.97e+08,-1.39e+08,2.56e+08,5.19e+08,-6.14e+08,1.136e+09,-1.1e+07,5.11e+08,-1.06e+08,-2.371e+09,-3e+06,-1.083e+09,-5.3e+07,-5.3e+07,-5.3e+07,5.32e+08,1.2247e+10,2.03e+08,0.82794,0.14921,0.03746,0.00703000000000001,0.00184,3.44068,0.58041,2.83079,0.38096,0.11174,0.11174,2.98295,11.27083,0.38447,0.20076,5,0.00554,0.00681,1.79661,21.28947,48.19574
"43","2020_Q4",20.88640625,"Up",1.622e+09,-2.33e+08,-2.33e+08,1.389e+09,-1.087e+09,-6.59e+08,-3.06e+08,-1.22e+08,3.02e+08,1.315e+09,-1.28e+08,1.1e+07,1.617e+09,-1e+06,1.616e+09,-3.51e+08,1.265e+09,1.21e+08,1.21e+08,6.9e+07,1.021e+09,1.85e+08,8.36e+08,7.31e+08,7.31e+08,5.34e+08,2.34e+08,4.99e+08,1.13e+08,2.84e+08,2.785e+09,2.1735e+10,8.185e+09,4.697e+09,1.112e+09,2.376e+09,2.992e+10,3.2705e+10,8.7e+08,6.58e+08,2.12e+08,1.375e+09,1.338e+09,1.585e+09,9.19e+08,6.66e+08,3.83e+09,1.1336e+10,9.151e+09,6.91e+08,3.575e+09,6e+06,4.879e+09,2.0487e+10,2.4317e+10,6.81e+09,-7.96e+08,8.388e+09,8.388e+09,3.2705e+10,1.21e+08,3.06e+08,4.8e+07,-2.17e+08,2.58e+08,-6.11e+08,0,7.1e+07,-5.4e+08,-1.3e+08,4.31e+08,-3e+06,2.96e+08,1.4e+07,1.4e+07,1.4e+07,6.08e+08,1.2711e+10,1.31e+08,0.85635,0.18619,0.04254,0.00823,0.00211,1.89855,0.72715,2.89902,0.38866,0.12661,0.12661,2.97615,10.8844,0.24037,0.23853,6,0.00658,0.00433,1.88406,19.22697,38.70861
"44","2021_Q1",20.2255737704918,"Down",2.054e+09,-5.68e+08,-763547564.819789,1.486e+09,-1.201e+09,-7.68e+08,-3.04e+08,-1.29e+08,2.85e+08,-1.02e+08,-1.19e+08,1.7e+07,1.83e+08,7.45058059692383e-09,1.83e+08,-46999999.9999999,1.36e+08,2e+08,2e+08,1.51e+08,1.018e+09,1.47e+08,8.71e+08,771236233.568997,771236233.568997,5e+08,2.03e+08,1.402e+09,1.21e+08,1.199e+09,2.92e+09,2.2362e+10,8.189e+09,4.697e+09,3.63e+08,3.129e+09,3.0551e+10,3.3471e+10,1.399e+09,8.53e+08,2.65e+08,1.919e+09,1.895e+09,1.507e+09,9.56e+08,5.51e+08,4.825e+09,1.0985e+10,9.313e+09,6.8e+08,3.603e+09,2.7e+07,5.003e+09,2.0298e+10,2.5123e+10,6.92e+09,-8.45e+08,8.348e+09,8.348e+09,3.3471e+10,2e+08,3.04e+08,-9.6e+07,1.48e+08,5.56e+08,-7.07e+08,-1.136e+09,1.261e+09,-5.82e+08,-1.06e+08,94999999.9999998,-4e+06,-14999999.9999998,-4.1e+07,-4.1e+07,-4.1e+07,5.89e+08,1.2904e+10,7.7e+07,0.72347,0.13875,0.07352,0.01809,0.00451,0.50993,0.60518,3.00946,0.38553,0.27505,0.27505,3.74135,10.90164,0.14026,0.19308,6,0.00841,0.00252,0.70199,20.17997,41.70526
"45","2021_Q2",23.4490476190476,"Up",2.547e+09,-9.75e+08,-9.75e+08,1.572e+09,-1.119e+09,-6.69e+08,-3.07e+08,-1.43e+08,4.53e+08,-1.27e+08,-1.46e+08,1.9e+07,3.26e+08,3e+06,3.29e+08,-4.9e+07,2.8e+08,3.63e+08,3.63e+08,3.34e+08,9.94e+08,1.46e+08,8.48e+08,7.8e+08,7.8e+08,3.77e+08,6.7e+07,1.068e+09,6.46e+08,3.43e+08,3.219e+09,2.2739e+10,9.948e+09,4.697e+09,1.216e+09,4.035e+09,3.2687e+10,3.5906e+10,1.145e+09,7.97e+08,2.29e+08,1.788e+09,1.788e+09,1.393e+09,9.29e+08,4.64e+08,4.326e+09,1.3549e+10,9.315e+09,6.75e+08,3.687e+09,1.4e+07,4.939e+09,2.2864e+10,2.719e+10,6.922e+09,-4.82e+08,8.716e+09,8.716e+09,3.5906e+10,3.63e+08,3.07e+08,-1.4e+07,-2.337e+09,-1.681e+09,-5.94e+08,-1014419861.56234,-1e+07,-6.04e+08,-1.36e+08,2.445e+09,-2.4e+07,2.285e+09,0,0,0,7.6e+08,1.5337e+10,-2.122e+09,0.6172,0.17786,0.13113,0.03832,0.0093,-6.35329,0.74411,3.11955,0.42714,0.60507,0.52932,4.61413,11.50906,-3.8442,0.24638,4,0.01409,-0.06359,0.40719,18.87237,31.66225
"46","2021_Q3",24.58953125,"Up",1.742e+09,-3.16e+08,-3.16e+08,1.426e+09,-1.13e+09,-6.77e+08,-3.27e+08,-1.26e+08,2.96e+08,-1.13e+08,-1.31e+08,1.8e+07,1.83e+08,-2e+06,1.81e+08,1.9e+07,2e+08,2.51e+08,2.51e+08,2.21e+08,1.059e+09,1.36e+08,9.23e+08,6.51e+08,6.51e+08,4.4e+08,1.21e+08,3.029e+09,4.83e+08,2.7e+08,5.179e+09,2.2096e+10,9.191e+09,4.294e+09,1.245e+09,3.652e+09,3.1287e+10,3.6466e+10,1.155e+09,7.97e+08,2.03e+08,2.93e+08,2.9e+08,1.921e+09,1.004e+09,9.17e+08,3.369e+09,1.5429e+10,8.798e+09,6.65e+08,3.698e+09,1.4e+07,4.421e+09,2.4227e+10,2.7596e+10,7.559e+09,-3.43e+08,8.87e+09,8.87e+09,3.6466e+10,2.51e+08,3.27e+08,-4.2e+07,6.9e+07,6.05e+08,-7.89e+08,-264779522.787751,1.7e+07,-7.72e+08,-1.12e+08,2.86e+08,-1.7e+07,1.57e+08,-1e+07,-1e+07,-1e+07,6.23e+08,1.5722e+10,-1.16e+08,0.8186,0.16992,0.12687,0.02492,0.00606,-0.52489,1.53725,3.11116,0.43114,0.40036,0.35024,3.1558,12.91848,-0.210140000000001,0.2029,6,0.00997,-0.00347,0.50679,23.53612,49.53716
