"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2015_Q1",12.4968852459016,"Down",1511880000,-1263477000,248403000,-174482000,-174482000,73921000,-22603000,-16564000,51318000,52985000,-21939000,31046000,31046000,31046000,31046000,25064000,25064000,974454000,974454000,1186946000,32638000,32638000,2219102000,116001000,1540644000,806006000,701118000,33520000,1656645000,3875747000,706768000,538943000,167825000,714703000,1445709000,318120000,295066000,23054000,1763829000,2478532000,-87429246.3031274,1656718000,-122625000,-136878000,1397215000,1397215000,3875747000,31046000,19716000,7257000,-95383000,-37364000,-10180000,-7530000,37192000,37467000,-7427000,-7427000,-7427000,93637000,1453644000,10013000,0.1643,0.04889,0.02053,0.02222,0.00801,0.32252,3.10493,1.77391,0.37506,0.30421,0.30267,14.81451,13.69094,0.09811,0.0098,0.00316,15.25658,19.32577
"12","2015_Q2",15.0953968253968,"Up",1.292e+09,-1.072e+09,2.2e+08,-1.59e+08,-1.59e+08,6.1e+07,-1.9e+07,-1.5e+07,4.2e+07,4.2e+07,-1.3e+07,2.9e+07,2.9e+07,2.9e+07,2.9e+07,49280000,49280000,849949000,849949000,1175614000,38868000,38868000,2113711000,111166000,1495533000,788805000,677939000,28789000,1606699000,3720410000,662166000,521617000,140549000,738138000,1365351000,241745000,219194000,22551000,1607096000,2345234000,0,1658764000,-93560000,-190028000,1375176000,1375176000,3720410000,2.9e+07,2.1e+07,2e+06,6.3e+07,1.15e+08,-4e+06,-7e+06,-8e+07,-8e+07,2.8e+07,2.8e+07,2.8e+07,8.2e+07,1373286000,1.54e+08,0.17028,0.04721,0.02245,0.02109,0.00779,5.31034,2.86357,1.70541,0.36912,0.28404,0.28376,12.65426,13.46891,1.50833,0.0097,0.0515,16.14641,21.70502
"13","2015_Q3",13.0628125,"Down",1.198e+09,-9.92e+08,2.06e+08,-1.59e+08,-1.59e+08,4.7e+07,-1.8e+07,-1.3e+07,2.9e+07,2.9e+07,-1.3e+07,1.6e+07,1.6e+07,1.6e+07,1.5e+07,32942000,32942000,750500000,750500000,1033451000,35367000,35367000,1852260000,115134000,1484358000,792478000,664993000,26887000,1599492000,3451752000,539348000,422981000,116367000,615672000,840101000,236203000,213172000,23031000,1076304000,1691976000,355467000,1661495000,-78578000,-178608000,1759776000,1759776000,3451752000,1.6e+07,2e+07,-1.4e+07,1.4e+08,1.62e+08,-9e+06,-8e+06,-5.27e+08,-1.72e+08,-1.8e+07,-1.8e+07,-1.8e+07,6.7e+07,848036000,2.11e+08,0.17195,0.03923,0.01252,0.00852,0.00435,14.06667,3.00852,0.96147,0.24568,0.14691,0.14563,11.73359,13.75425,2.0666,0.00527,0.07419,12.16558,17.34243
"14","2015_Q4",13.16953125,"Up",1.072e+09,-8.87e+08,1.85e+08,-1.42e+08,-1.42e+08,4.3e+07,-7e+06,-1e+07,3.6e+07,3.6e+07,-2e+07,1.6e+07,1.6e+07,1.6e+07,1e+07,32944000,32944000,663841000,663841000,894233000,37528000,37528000,1628546000,117535000,1452313000,780519000,646045000,25749000,1569848000,3198394000,504087000,387606000,116481000,577693000,655858000,235645000,214144000,21501000,891503000,1469196000,355467000,1664524000,-68541000,-222252000,1729198000,1729198000,3198394000,1.6e+07,2e+07,-1.5e+07,1.83e+08,2.04e+08,-1e+07,-1.2e+07,-1.84e+08,-1.89e+08,3e+06,3e+06,2999999.99999999,6.3e+07,663793000,2.56e+08,0.17257,0.04011,0.00933,0.00578,0.00313,25.6,2.81905,0.84964,0.20754,0.09794,0.09804,10.49951,13.45476,2.50735,0.00532999999999999,0.09739,10.01348,14.67091
"15","2016_Q1",11.5090163934426,"Down",9.67e+08,-7.92e+08,1.75e+08,-1.46e+08,-1.46e+08,2.9e+07,-1.3e+07,-1e+07,1.6e+07,-4.49e+08,5.7e+07,-3.92e+08,-3.92e+08,-3.92e+08,-3.98e+08,6.9e+07,6.9e+07,5.33e+08,5.33e+08,7.81e+08,2.2e+07,2.2e+07,1.405e+09,1.27e+08,9.65e+08,4.84e+08,4.59e+08,2.2e+07,1.092e+09,2.497e+09,4.37e+08,3.27e+08,1.1e+08,4.45e+08,5.11e+08,2.3e+08,2.08e+08,2.2e+07,7.41e+08,1.186e+09,3.55e+08,1.667e+09,-4.67e+08,-2.32e+08,1.311e+09,1.311e+09,2.497e+09,-3.92e+08,2e+07,3.81e+08,2e+08,2.09e+08,-1.5e+07,-1.4e+07,-1.4e+08,-1.58e+08,3.7e+07,3.7e+07,3.7e+07,4.9e+07,5.19e+08,1.77e+08,0.18097,0.02999,-0.41158,-0.30359,-0.15939,-0.44472,3.1573,0.90465,0.20785,-3.89814,-3.93281,9.47111,9.36337,1.73359,-0.19029,0.08592,9.18367,15.51724
"16","2016_Q2",13.86875,"Up",7.83e+08,-6.5e+08,1.33e+08,-1.37e+08,-1.37e+08,-4e+06,-9e+06,-8e+06,-1.3e+07,-12999999.9999999,5e+06,-8000000.00000006,-8000000.00000006,-8000000.00000006,-1.4e+07,1.21e+08,1.21e+08,4.7e+08,4.7e+08,7.2e+08,3.5e+07,3.5e+07,1.346e+09,1.34e+08,9.54e+08,4.84e+08,4.48e+08,2.2e+07,1.088e+09,2.434e+09,4.09e+08,3.09e+08,1e+08,4.17e+08,5.1e+08,2.3e+08,2.08e+08,2.2e+07,7.4e+08,1.157e+09,3.55e+08,1.669e+09,-4.81e+08,-2.16e+08,1.277e+09,1.277e+09,2.434e+09,-8000000.00000006,1.7e+07,4000000.00000006,4.5e+07,5.8e+07,-1e+07,3.8e+07,-2e+06,-4.6e+07,5e+07,5e+07,5e+07,1.3e+07,5.18e+08,4.3e+07,0.16986,-0.00511,-0.01788,-0.0109600000000001,-0.00574999999999998,-3.07143,3.22782,0.90603,0.21282,-0.139030000000001,-0.139030000000001,7.77557,9.15591,0.42701,-0.00395000000000001,0.02123,30.53846,-99.25
"17","2016_Q3",14.33265625,"Up",7.46e+08,-6.21e+08,1.25e+08,-1.35e+08,-1.35e+08,-1e+07,-9e+06,-9e+06,-1.9e+07,-1.9e+07,2e+06,-1.7e+07,-1.7e+07,-1.7e+07,-2.3e+07,1.67e+08,1.67e+08,4.3e+08,4.3e+08,6.89e+08,2.9e+07,2.9e+07,1.315e+09,1.31e+08,9.41e+08,4.84e+08,4.36e+08,2.1e+07,1.072e+09,2.387e+09,4.24e+08,3.2e+08,1.04e+08,4.32e+08,5.08e+08,2.27e+08,2.04e+08,2.3e+07,7.35e+08,1.167e+09,3.55e+08,1.672e+09,-5.04e+08,-2.2e+08,1.22e+09,1.22e+09,2.387e+09,-1.7e+07,1.6e+07,2e+06,8.9e+07,9e+07,-4e+06,-2e+06,-2e+06,-4.1e+07,4.7e+07,4.7e+07,4.7e+07,6e+06,5.16e+08,8.9e+07,0.16756,-0.0134,-0.03083,-0.01885,-0.00964,-3.86957,3.04398,0.95656,0.21617,-0.23541,-0.23541,7.63562,8.85363,0.91095,-0.00866,0.04534,58.16667,-34.9
"18","2016_Q4",18.2079365079365,"Up",7.93e+08,-7.05e+08,8.8e+07,-1.24e+08,-1.24e+08,-3.6e+07,-6e+06,-9e+06,-4.2e+07,-4.2e+07,2e+06,-4e+07,-4e+07,-4e+07,-4.6e+07,2.13e+08,2.13e+08,4.48e+08,4.48e+08,5.81e+08,2.6e+07,2.6e+07,1.268e+09,1.35e+08,9.32e+08,4.85e+08,4.25e+08,2.2e+07,1.067e+09,2.335e+09,4.43e+08,3.44e+08,9.9e+07,4.51e+08,5.07e+08,2.17e+08,1.97e+08,2e+07,7.24e+08,1.175e+09,3.55e+08,1.675e+09,-5.5e+08,-2.2e+08,1.16e+09,1.16e+09,2.335e+09,-4e+07,1.8e+07,3.7e+07,6.7e+07,8.2e+07,-9e+06,-1.1e+07,-1999999.99999999,-2.5e+07,4.6e+07,4.6e+07,4.6e+07,-1.8e+07,5.15e+08,3.8e+07,0.11097,-0.0454,-0.05801,-0.03966,-0.0197,-0.82609,2.81153,1.01293,0.22056,-0.47967,-0.47967,8.26903,8.39416,0.39625,-0.02114,0.02008,-16.77778,-8.38889
"19","2017_Q1",19.8290322580645,"Up",7.19e+08,-5.97e+08,1.22e+08,-1.28e+08,-1.28e+08,-6e+06,-1e+07,-9e+06,-1.6e+07,-1.7e+07,-1e+06,-1.8e+07,-1.8e+07,-1.8e+07,-2.4e+07,1.09e+08,1.09e+08,3.99e+08,3.99e+08,5.61e+08,4.8e+07,4.8e+07,1.117e+09,1.35e+08,9.12e+08,4.82e+08,4.11e+08,1.9e+07,1.047e+09,2.164e+09,4.25e+08,3.14e+08,1.11e+08,4.33e+08,4.06e+08,2.07e+08,1.84e+08,2.3e+07,6.13e+08,1.046e+09,3.55e+08,1.678e+09,-5.74e+08,-2.34e+08,1.118e+09,1.118e+09,2.164e+09,-1.8e+07,1.8e+07,-7e+06,3e+07,2.3e+07,-9e+06,-9e+06,-1.02e+08,-1.14e+08,-1e+08,-1e+08,-1e+08,1.2e+07,4.14e+08,3.4e+07,0.16968,-0.00834,-0.03338,-0.02147,-0.01109,-1.41667,2.57968,0.9356,0.19131,-0.2529,-0.2529,7.5764,8.04004,0.35827,-0.01035,0.01955,25.41667,-50.83333
"20","2017_Q2",18.2974603174603,"Down",8.62e+08,-7.22e+08,1.4e+08,-1.26e+08,-1.26e+08,1.4e+07,-7e+06,-7e+06,7e+06,7e+06,-1e+06,6e+06,6e+06,6e+06,0,9.3e+07,9.3e+07,4.76e+08,4.76e+08,5.67e+08,4.8e+07,4.8e+07,1.184e+09,1.4e+08,9.05e+08,4.83e+08,4e+08,2.2e+07,1.045e+09,2.229e+09,5.02e+08,3.9e+08,1.12e+08,5.1e+08,4.04e+08,2.08e+08,1.84e+08,2.4e+07,6.12e+08,1.122e+09,3.55e+08,1.679e+09,-5.74e+08,-2.28e+08,1.107e+09,1.107e+09,2.229e+09,6e+06,1.6e+07,8e+06,-8e+06,2.2e+07,-1.1e+07,-1.1e+07,-2e+06,-2.9e+07,-1.8e+07,-1.8e+07,-1.8e+07,3e+07,4.12e+08,1.2e+07,0.16241,0.01624,-6.93889390390723e-18,0,0,1.99747122742159,2.32157,1.01355,0.18484,0,0,9.09283,7.93249,0.12658,0.00347,0.00695,10.63333,22.78571
"21","2017_Q3",16.4166666666667,"Down",9.22e+08,-7.73e+08,1.49e+08,-1.32e+08,-1.32e+08,1.7e+07,-8e+06,-8e+06,9e+06,9e+06,-3e+06,6e+06,6e+06,6e+06,0,3.7e+07,3.7e+07,5.22e+08,5.22e+08,5.92e+08,4.7e+07,4.7e+07,1.198e+09,1.38e+08,8.96e+08,4.85e+08,3.9e+08,2.1e+07,1.034e+09,2.232e+09,5.02e+08,3.88e+08,1.14e+08,5.1e+08,4.02e+08,2e+08,1.77e+08,2.3e+07,6.02e+08,1.112e+09,3.55e+08,1.684e+09,-5.74e+08,-2.2e+08,1.12e+09,1.12e+09,2.232e+09,6e+06,1.7e+07,4e+06,-7.3e+07,-4.6e+07,-3e+06,-3e+06,-2e+06,-8e+06,-5.7e+07,-5.7e+07,-5.7e+07,3.4e+07,4.1e+08,-3.9e+07,0.16161,0.01844,0,0,0,6.85893084807302,2.34902,0.99286,0.18369,0,0,9.76695,8.10381,-0.41314,0.00347,-0.02254,10.97059,21.94118
"22","2017_Q4",16.5201587301587,"Up",9.59e+08,-8.07e+08,1.52e+08,-1.3e+08,-1.3e+08,2.2e+07,-9e+06,-9e+06,1.3e+07,5e+06,-2e+06,3e+06,3e+06,3e+06,-3e+06,4e+07,4e+07,5.78e+08,5.78e+08,6.49e+08,4e+07,4e+07,1.307e+09,1.44e+08,8.85e+08,4.86e+08,3.79e+08,2e+07,1.029e+09,2.336e+09,5.64e+08,4.49e+08,1.15e+08,5.67e+08,4.44e+08,1.94e+08,1.72e+08,2.2e+07,6.38e+08,1.205e+09,3.55e+08,1.687e+09,-5.77e+08,-2.09e+08,1.131e+09,1.131e+09,2.336e+09,3e+06,1.7e+07,1.8e+07,-5.1e+07,-1.3e+07,-9e+06,-9e+06,3.6e+07,2.3e+07,1000000.00000001,1000000.00000001,1e+06,3.9e+07,4.47e+08,-1.9e+07,0.1585,0.02294,-0.00313,-0.00265,-0.00128,6.33333,2.30511,1.06543,0.19135,-0.03171,-0.03268,10.13742,8.20296,-0.20085,0.00169,-0.01072,10.4359,18.5
"23","2018_Q1",17.4775409836066,"Up",9.03e+08,-7.62e+08,1.41e+08,-1.48e+08,-1.48e+08,-7e+06,-7e+06,-7e+06,-1.4e+07,-1.4e+07,4.9e+07,3.5e+07,3.5e+07,3.5e+07,2.9e+07,4.8e+07,4.8e+07,5.22e+08,5.22e+08,7.01e+08,4.7e+07,4.7e+07,1.318e+09,1.47e+08,8.75e+08,4.86e+08,3.68e+08,2.1e+07,1.022e+09,2.34e+09,5.58e+08,4.15e+08,1.43e+08,5.62e+08,5.22e+08,1.42e+08,1.06e+08,3.6e+07,6.64e+08,1.226e+09,3.55e+08,1.692e+09,-5.48e+08,-2.1e+08,1.114e+09,1.114e+09,2.34e+09,3.5e+07,1.7e+07,-4.3e+07,-2e+07,-1.1e+07,-4e+06,-4e+06,7.9e+07,2.3e+07,8e+06,8e+06,8e+06,1e+07,5.26e+08,-6.3e+07,0.15615,-0.00775,0.03212,0.02603,0.01239,-2.17241,2.3452,1.10054,0.22479,0.31049,0.29412,9.66809,8.12634,-0.67452,0.01964,-0.03535,47.8,-68.28571
"24","2018_Q2",19.73328125,"Up",1.01e+09,-8.41e+08,1.69e+08,-1.38e+08,-1.38e+08,3.1e+07,-6e+06,-8e+06,2.5e+07,2.5e+07,-6999999.99999999,1.8e+07,1.8e+07,1.8e+07,1.2e+07,4.5e+07,4.5e+07,6.21e+08,6.21e+08,8.11e+08,4.9e+07,4.9e+07,1.526e+09,1.46e+08,8.66e+08,4.88e+08,3.57e+08,2.1e+07,1.012e+09,2.538e+09,6.59e+08,5.23e+08,1.36e+08,6.63e+08,6.35e+08,1.42e+08,1.06e+08,3.6e+07,7.77e+08,1.44e+09,3.55e+08,1.696e+09,-5.36e+08,-2.12e+08,1.098e+09,1.098e+09,2.538e+09,1.8e+07,1.7e+07,1.3e+07,-1.22e+08,-7.4e+07,-5e+06,-5e+06,1.12e+08,7.6e+07,-3e+06,-3e+06,-3e+06,4.8e+07,6.39e+08,-7.2e+07,0.16733,0.03069,0.01188,0.01093,0.00473,-6,2.30166,1.31148,0.25177,0.13129,0.12973,11.05033,8.1291,-0.78775,0.00958,-0.03832,12.375,19.16129
"25","2018_Q3",20.59,"Up",1.082e+09,-9.05e+08,1.77e+08,-1.36e+08,-1.36e+08,4.1e+07,-1e+07,-1e+07,3.1e+07,3e+07,-8e+06,2.2e+07,2.2e+07,2.2e+07,1.6e+07,3.1e+07,3.1e+07,6.76e+08,6.76e+08,8.72e+08,3.9e+07,3.9e+07,1.618e+09,1.47e+08,8.51e+08,4.85e+08,3.45e+08,2.1e+07,9.98e+08,2.616e+09,6.63e+08,5.27e+08,1.36e+08,6.67e+08,7.04e+08,1.4e+08,1.02e+08,3.8e+07,8.44e+08,1.511e+09,3.55e+08,1.715e+09,-5.2e+08,-2.2e+08,1.105e+09,1.105e+09,2.616e+09,2.2e+07,1.7e+07,1.4e+07,-1.18e+08,-6.5e+07,-4e+06,-4e+06,7e+07,5.8e+07,-1.1e+07,-1.1e+07,-1.1e+07,5.8e+07,7.08e+08,-5.6e+07,0.16359,0.03789,0.01479,0.01448,0.00612,-3.5,2.42579,1.36742,0.27064,0.17778,0.17223,12.02222,8.33333,-0.62222,0.01126,-0.02867,11.67241,16.5122
"26","2018_Q4",15.8212698412698,"Down",1.071e+09,-8.99e+08,1.72e+08,-1.4e+08,-1.4e+08,3.2e+07,-8e+06,-1e+07,2.4e+07,2.4e+07,-1.86264514923096e-09,2.4e+07,2.4e+07,2.4e+07,1.8e+07,2.9e+07,2.9e+07,6.74e+08,6.74e+08,8.49e+08,4.4e+07,4.4e+07,1.596e+09,1.42e+08,8.43e+08,4.85e+08,3.34e+08,2.4e+07,9.85e+08,2.581e+09,6.01e+08,4.7e+08,1.31e+08,6.05e+08,7.15e+08,1.33e+08,9.9e+07,3.4e+07,8.48e+08,1.453e+09,3.55e+08,1.718e+09,-5.02e+08,-2.18e+08,1.128e+09,1.128e+09,2.581e+09,2.4e+07,1.7e+07,2.9e+07,-7.7e+07,-7e+06,0,0,1.1e+07,5e+06,-2e+06,-2e+06,-2e+06,4.9e+07,7.19e+08,-2.8e+07,0.1606,0.02988,0.01681,0.01596,0.00697,-1.55556,2.63802,1.28812,0.27857,0.19912,0.19608,11.84735,8.55088,-0.30973,0.01212,-0.01414,14.08163,21.5625
