"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","short_term_borrowings","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2016_Q3",66.1571875,"Up",584900000,-317500000,267400000,-143100000,-143100000,124300000,-7900000,-16500000,8600000,116400000,116400000,-2.1e+07,95400000,95400000,-4e+05,9.5e+07,9.5e+07,169100000,169100000,348300000,225300000,85200000,85200000,827900000,227100000,1290500000,389900000,728800000,171800000,1517600000,2345500000,421100000,175700000,245400000,48600000,48600000,469700000,1437100000,295900000,295900000,1.733e+09,2202700000,9800000,1e+06,129400000,139200000,3600000,142800000,2345500000,95400000,95400000,17100000,1.02e+08,-9100000,-9100000,-2700000,-35700000,-11500000,-12200000,0,0,3500000,-20200000,46100000,46100000,-2500000,43600000,141400000,1485700000,0.45717,0.21251,0.16242,0.66527,0.0405,1.76261,15.42507,0.63343,0.99165,0.9814,6.10543,1.45303,0.12004,0.05534,0.12105,9.31117,10.59212
"12","2016_Q4",62.3085714285714,"Down",581100000,-317600000,263500000,-1.42e+08,-1.42e+08,121500000,-1.6e+07,-15600000,-4e+05,105500000,21100000,-19100000,2000000.00000001,2000000.00000001,-4e+05,1600000.00000001,1600000.00000001,214500000,214500000,277100000,228300000,82400000,82400000,802300000,226400000,1277900000,3.9e+08,736100000,151800000,1504300000,2306600000,385100000,165100000,2.2e+08,47200000,47200000,432300000,1426400000,292400000,292400000,1718800000,2151100000,17900000,1e+06,133900000,151800000,3700000,155500000,2306600000,2000000.00000001,2000000.00000001,17200000,77200000,-9900000,-9900000,-9e+05,-10800000,-11600000,-13100000,0,0,3700000,-2.1e+07,45400000,45400000,-9.31322574615479e-10,45400000,138700000,1473600000,0.45345,0.20909,0.00274999999999997,0.01029,0.000690000000000003,1.85589,13.83344,0.63886,0.01667,0.0165100000000001,6.05312,1.58125,0.12083,0.00687,7.25,9.07787,10.36296
"13","2017_Q1",66.5901612903226,"Up",569700000,-327200000,242500000,-136500000,-136500000,1.06e+08,-23500000,-15900000,-7600000,82500000,82500000,-7500000,7.5e+07,7.5e+07,-2e+05,74800000,74800000,312400000,312400000,2.6e+08,220600000,36300000,22200000,829300000,226600000,1191500000,357400000,716800000,4.5e+07,1418100000,2247400000,378700000,179900000,198800000,48200000,48200000,429600000,1415600000,285800000,32600000,1701400000,2.131e+09,1e+06,1e+06,112300000,113300000,3100000,116400000,2247400000,7.5e+07,7.5e+07,16200000,199100000,-1.6e+07,-16100000,5600000,-14700000,-11500000,-10800000,-49300000,-55100000,-8400000,-8e+07,104400000,104400000,-6500000,97900000,122200000,1463800000,0.42566,0.18606,0.1313,0.64261,0.03328,1.9304,18.30756,0.65133,0.78325,0.77113,5.96545,1.18639,0.12042,0.04625,0.15374,9.42226,10.86226
"14","2017_Q2",73.9820634920635,"Up",548800000,-307600000,241200000,-141700000,-141700000,99500000,-17200000,-15900000,-1300000,82300000,82300000,-13600000,68700000,68700000,-3e+05,68400000,68400000,189600000,189600000,268900000,2.38e+08,45700000,45700000,742200000,232100000,1211100000,368200000,724600000,118300000,1443200000,2185400000,351400000,173100000,178300000,47100000,47100000,398500000,1404800000,227100000,227100000,1631900000,2030400000,1e+06,1e+06,150400000,151400000,3600000,1.55e+08,2185400000,68700000,68700000,16500000,-40900000,-7800000,-7800000,799999.999999999,-27800000,-15200000,-12900000,-3e+07,-3e+07,2100000,-5.6e+07,-124700000,-124700000,1900000,-122800000,1.16e+08,1451900000,0.4395,0.1813,0.12464,0.44129,0.0313,1.86248,13.09935,0.66436,0.71773,0.71176,5.75866,1.58867,0.1595,0.04558,0.222219999999999,10.8819,12.68643
"15","2017_Q3",76.5239682539682,"Up",6.27e+08,-345700000,281300000,-146300000,-146300000,1.35e+08,-11800000,-16100000,4300000,123200000,123200000,-17400000,105800000,105800000,-3e+05,105500000,105500000,245500000,245500000,310900000,247800000,3.5e+07,3.5e+07,839200000,241300000,1254100000,386800000,745700000,121600000,1495400000,2334600000,389900000,194600000,195300000,46900000,46900000,436800000,1394100000,234300000,234300000,1628400000,2065200000,9e+05,9e+05,264400000,265300000,4100000,269400000,2334600000,105800000,105800000,16200000,104900000,-13600000,-13600000,3e+05,1900000,-15200000,-11900000,-3e+07,-3e+07,2600000,-54500000,52300000,52300000,3600000,55900000,151200000,1.441e+09,0.44864,0.21531,0.16826,0.39161,0.04519,1.92125,7.66592,0.61724,1.10819,1.1001,6.58613,2.78676,0.15966,0.06207,0.14408,7.90675,8.85556
"16","2017_Q4",79.471746031746,"Up",609300000,-334900000,274400000,-147300000,-147300000,127100000,-15100000,-17700000,2600000,1.12e+08,1.12e+08,-21900000,90100000,90100000,-3e+05,89800000,89800000,334900000,334900000,302800000,257100000,29800000,29800000,924600000,246100000,1276600000,393200000,755900000,127500000,1522700000,2447300000,397200000,177700000,219500000,3.5e+07,3.5e+07,432200000,1.412e+09,2.31e+08,2.31e+08,1.643e+09,2075200000,6200000,1e+06,3.61e+08,367200000,4900000,372100000,2447300000,90100000,90100000,17200000,1.06e+08,-12300000,-12300000,1800000,-10200000,-15200000,8700000,0,0,-1700000,-8200000,87600000,87600000,1800000,89400000,144300000,1.447e+09,0.45035,0.2086,0.14738,0.24133,0.03669,2.13929,5.577,0.59126,0.94526,0.93737,6.41368,3.86526,0.16,0.05122,0.16927,7.70686,8.7498
"17","2018_Q1",79.672131147541,"Up",623100000,-347100000,2.76e+08,-145100000,-145100000,130900000,-52700000,-5.6e+07,3300000,78200000,78200000,-66100000,12100000,12100000,-2500000,9600000,9600000,466200000,466200000,296600000,239800000,30100000,1.7e+07,1032700000,252200000,1257100000,394300000,761200000,66200000,1509300000,2.542e+09,407600000,188300000,219300000,3.5e+07,3.5e+07,460800000,1442300000,233400000,23900000,1675700000,2136500000,10100000,1e+06,391500000,401600000,3900000,405500000,2.542e+09,12100000,12100000,1.7e+07,177200000,-12500000,-15600000,-2900000,-14100000,-15300000,26200000,7200000,0,-50300000,-32200000,130900000,130900000,4e+05,131300000,147900000,1477300000,0.44295,0.21008,0.01541,0.02367,0.00378,2.2411,5.2688,0.58116,0.10116,0.09979,6.56586,4.23182,0.16122,0.01177,1.59375,6.83638,7.72422
"18","2018_Q2",76.30484375,"Down",613100000,-355300000,257800000,-159100000,-159100000,98700000,-12500000,-12900000,4e+05,86200000,86200000,-13800000,72400000,72400000,-2e+05,72200000,72200000,151800000,151800000,336400000,271500000,42900000,42900000,802600000,277400000,1548100000,545800000,8.78e+08,124300000,1825500000,2628100000,416800000,197500000,219300000,35300000,35300000,452100000,1474100000,240800000,240800000,1714900000,2.167e+09,9e+05,9e+05,455100000,4.56e+08,5100000,461100000,2628100000,72400000,72400000,22500000,-10100000,-8700000,-8700000,100000.000000001,-284900000,-19700000,31200000,-3e+07,-3e+07,-2400000,-20900000,-315900000,-315900000,1500000,-314400000,121200000,1509400000,0.42049,0.16099,0.11776,0.15658,0.02747,1.77527,4.69963,0.57433,0.7592,0.75365,6.4469,4.79495,0.20715,0.04156,0.27285,11.20132,13.75481
"19","2018_Q3",80.5787301587302,"Up",704700000,-399100000,305600000,-162200000,-162200000,143400000,-11800000,-13400000,1600000,131600000,131600000,-17600000,1.14e+08,1.14e+08,-1e+05,113900000,113900000,189600000,189600000,3.66e+08,265400000,31500000,31500000,852500000,272500000,1506700000,516400000,8.57e+08,133300000,1779200000,2631700000,437900000,210200000,227700000,35200000,35200000,473100000,1425900000,2.24e+08,2.24e+08,1649900000,2.123e+09,6100000,9e+05,499900000,5.06e+08,2700000,508700000,2631700000,1.14e+08,1.14e+08,2.3e+07,128800000,-12200000,-12200000,0,-16400000,-2e+07,-49600000,0,0,1e+05,-69500000,42900000,42900000,-5100000,37800000,166400000,1461100000,0.43366,0.20349,0.16163,0.2239,0.04328,1.80194,4.17338,0.55519,1.19895,1.19142,7.41789,5.32632,0.21053,0.06104,0.17559,7.64123,8.86681
"20","2018_Q4",82.6188888888889,"Up",711500000,-402100000,309400000,-167100000,-167100000,142300000,-12100000,-1.4e+07,1900000,130200000,130200000,-14100000,116100000,116100000,-99999.9999999999,1.16e+08,1.16e+08,189700000,189700000,361400000,278300000,43900000,43900000,873300000,273300000,1583500000,558400000,8.78e+08,147100000,1856800000,2730100000,451900000,2.08e+08,243900000,3.5e+07,3.5e+07,486900000,1417700000,226500000,226500000,1644200000,2131100000,13200000,1e+06,583700000,596900000,2100000,5.99e+08,2730100000,116100000,116100000,20300000,141700000,-10900000,-10900000,-1200000,-107400000,-19900000,-9e+06,-3.72529029846191e-09,0,2400000,-26500000,7800000,7800000,-9e+05,6900000.00000006,162600000,1452700000,0.43486,0.2,0.16304,0.19366,0.04249,1.79359,3.55776,0.53211,1.21977,1.21086,7.4816,6.27655,0.20925,0.05965,0.17155,7.76753,8.87561
"21","2019_Q1",83.5116393442623,"Up",702400000,-401900000,300500000,-159100000,-159100000,141400000,-14200000,-13700000,-5e+05,127200000,127200000,5700000,132900000,132900000,-1e+05,132800000,132800000,283800000,283800000,324900000,280300000,42600000,26400000,931600000,276700000,1601900000,547100000,8.83e+08,87200000,1878600000,2810200000,465300000,2.35e+08,230300000,35300000,35300000,520800000,1409500000,225900000,28800000,1635400000,2156200000,9e+05,9e+05,650100000,6.51e+08,3e+06,6.54e+08,2810200000,132900000,132900000,20400000,197400000,-17300000,-17300000,-3200000,-35100000,-19800000,-8700000,33200000,3e+07,-71200000,-66500000,95800000,95800000,-1700000,94100000,161800000,1444800000,0.42782,0.20131,0.18907,0.20306,0.04726,1.78879,3.29694,0.51413,1.40084,1.38912,7.40928,6.86709,0.20886,0.06564,0.1491,7.17553,8.21075
"22","2019_Q2",96.2798412698413,"Up",6.55e+08,-378100000,276900000,-168900000,-168900000,1.08e+08,-12600000,-13700000,1100000,95400000,95400000,-15100000,80300000,80300000,-1e+05,80200000,80200000,153800000,153800000,359600000,296800000,4e+07,4e+07,850200000,275100000,1675500000,536300000,878700000,260500000,1950600000,2800800000,450300000,198300000,2.52e+08,35100000,35100000,485400000,1401300000,276700000,276700000,1.678e+09,2163400000,9e+05,9e+05,632800000,633700000,3700000,637400000,2800800000,80300000,80300000,20700000,-12600000,-12300000,-12300000,-8e+05,-17700000,-25200000,-9e+06,-63800000,-63800000,-1200000.00000001,-99200000,-129500000,-129500000,-5e+05,-1.3e+08,128700000,1436400000,0.42275,0.16489,0.12244,0.12582,0.02863,1.75155,3.3941,0.51285,0.84868,0.84332,6.93122,6.70582,0.26667,0.04484,0.31421,9.96581,11.87593
"23","2019_Q3",98.44390625,"Up",731200000,-410500000,320700000,-1.75e+08,-1.75e+08,145700000,-14100000,-13400000,-7e+05,131600000,131600000,-22200000,109400000,109400000,-1e+05,109300000,109300000,157800000,157800000,3.8e+08,304700000,40700000,40700000,883200000,281700000,1684400000,533600000,878100000,272700000,1966100000,2849300000,4.82e+08,206500000,275500000,35100000,35100000,517100000,1393100000,275500000,275500000,1668600000,2185700000,9e+05,9e+05,659600000,660500000,3100000,663600000,2849300000,109400000,109400000,20700000,119600000,-1.7e+07,-1.7e+07,-1500000,-18500000,-25300000,-8900000,-69800000,-69800000,2600000,-101400000,-3e+05,-3e+05,9e+05,6e+05,166400000,1428200000,0.43859,0.19926,0.14948,0.16471,0.03836,1.70799,3.2937,0.50125,1.16649,1.15661,7.80363,7.04909,0.27001,0.05686,0.23147,7.63462,8.71929
"24","2019_Q4",111.65453125,"Up",748300000,-412800000,335500000,-167400000,-167400000,168100000,-17600000,-15600000,-2e+06,150500000,150500000,-18800000,131700000,131700000,-1e+05,131600000,131600000,232900000,232900000,367500000,293900000,38800000,35900000,933100000,281900000,1650400000,511700000,860400000,278300000,1932300000,2865400000,491100000,208800000,282300000,1e+05,1e+05,491200000,1.427e+09,2.6e+08,2.6e+08,1.687e+09,2178200000,9e+05,9e+05,684100000,6.85e+08,2200000,687200000,2865400000,131700000,131700000,21200000,172400000,-20100000,-20100000,3e+05,-19800000,-2.5e+07,-1e+05,-46100000,-46100000,-2600000,-73800000,78800000,78800000,-3700000,75100000,189300000,1427100000,0.44835,0.22464,0.17587,0.1915,0.04593,1.89963,3.16967,0.49805,1.41202,1.40149,8.02897,7.34979,0.26824,0.06596,0.189970000000001,6.30851,7.1041
"25","2020_Q1",116.04935483871,"Up",719500000,-400300000,319200000,-1.7e+08,-1.7e+08,149200000,-15500000,-13300000,-2200000,133700000,97700000,-1.7e+07,80700000,80700000,0,80700000,80700000,355300000,355300000,329800000,269900000,46800000,32600000,1001800000,291400000,1.674e+09,510900000,873300000,177300000,1965400000,2967200000,494100000,2.21e+08,273100000,12900000,1e+05,5.07e+08,1427600000,272200000,76700000,1699800000,2206800000,9e+05,9e+05,756500000,757400000,3e+06,760400000,2967200000,80700000,80700000,20400000,208800000,-16199999,-16199999,-5700000,-21599999,-25100000,1e+05,186200000,186200000,-2.29e+08,-67800000,119400001,119400001,3e+06,122400001,169600000,1440500000,0.44364,0.20737,0.11216,0.10613,0.0272,1.97594,2.90216,0.48547,0.86774,0.86126,7.73656,8.14409,0.26989,0.04278,0.31103,6.39858,7.27346
"26","2020_Q2",95.9584126984127,"Down",674700000,-381600000,293100000,-167900000,-167900000,125200000,-16900000,-12900000,-4e+06,108300000,1.2e+07,-11500000,5e+05,5e+05,-1e+05,4e+05,4e+05,245300000,245300000,343100000,275500000,58100000,58100000,9.22e+08,289200000,1546500000,485300000,7.73e+08,288200000,1835700000,2757700000,453300000,198700000,254600000,3400000,3400000,456700000,1.428e+09,259200000,259200000,1687200000,2143900000,9e+05,9e+05,610400000,611300000,2500000,613800000,2757700000,5e+05,5e+05,19800000,30800000,-11800000,-11800000,-7e+06,-18800000,-2.9e+07,3200000,-94099999.9999999,-94100000,3099999.99999994,-116800000,-104800000,-104800000,-5200000,-1.1e+08,1.45e+08,1431400000,0.43442,0.18556,0.000589999999999993,0.000650000000000012,0.000150000000000001,2.01883,3.49283,0.51906,0.00430999999999993,0.00429000000000002,7.27832,6.59439,0.31284,0.01276,72.5,8.18,9.47364
"27","2020_Q3",99.10265625,"Up",589500000,-342900000,246600000,-150100000,-150100000,96500000,-8600000,-1.3e+07,4400000,87900000,87900000,-14200000,73700000,73700000,0,73700000,73700000,302400000,302400000,329200000,293600000,51900000,51900000,977100000,292500000,1564300000,488900000,777700000,297700000,1856800000,2833900000,462900000,195500000,267400000,8e+05,8e+05,463700000,1428500000,261700000,261700000,1690200000,2153900000,2500000,9e+05,6.75e+08,677500000,2500000,6.8e+08,2833900000,73700000,73700000,19900000,97200000,-12600000,-12600000,8e+05,-11800000,-29700000,-2600000,0,0,-1e+05,-32400000,5.3e+07,5.3e+07,2600000,55600000,116400000,1429300000,0.41832,0.1637,0.12502,0.10838,0.02601,2.10718,3.1675,0.50436,0.79848,0.79504,6.38678,7.3402,0.32178,0.04361,0.40299,9.68127,11.67772
"28","2020_Q4",106.461875,"Up",728400000,-409200000,319200000,-156200000,-156200000,1.63e+08,-699999.999999999,-12900000,12200000,162300000,159700000,-12800000,146900000,146900000,0,146900000,146900000,428900000,428900000,350900000,289600000,51600000,51600000,1.121e+09,293700000,1.613e+09,494300000,790100000,328600000,1906700000,3027700000,488900000,191100000,297800000,2e+05,2e+05,489100000,1428900000,282600000,282600000,1711500000,2200600000,7700000,9e+05,816600000,824300000,2800000,827100000,3027700000,146900000,146900000,20600000,161400000,-8899999,-8899999,2e+05,-8699999,-29600000,-700000.000000001,0,1.49011611938477e-08,200000.000000015,-30100000,122600001,122600001,3900000,126500001,183600000,1429100000,0.43822,0.22378,0.20167,0.17761,0.04852,2.29196,2.66062,0.47201,1.59328,1.58468,7.90022,8.94035,0.32104,0.06952,0.201499999999993,5.44771,6.1362
