"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","accrued_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",10.7183870967742,"Up",511953000,-413533000,98420000,-79280000,-24802000,-3680000,-21122000,-4659000,-49819000,19140000,139000,142000,142000,19279000,19279000,-7827000,11452000,11452000,11452000,-334000,11118000,253920000,202218000,51702000,203108000,203108000,78881000,77941000,535909000,92927000,101598000,27131000,74467000,194525000,730434000,395956000,3088000,388881000,395956000,74231000,63463000,74231000,470187000,136997000,-138784000,261964000,260247000,260247000,730434000,11452000,4663000,2746000,8915000,27776000,18352000,1286000,-4358000,-2011000,-2029000,-1065000,-7434000,21628000,21628000,21628000,23803000,0,0.19224,0.03739,0.02172,0.04272,0.01522,1.35346,1.8067,0,0.22307,0.22307,10.27193,5.22165,0.08744,0.04627,0.39198,-10.66756,-13.26646
"12","2013_Q1",11.7518333333333,"Up",532438000,-438935000,93503000,-73419000,-20455000,-4585000,-15870000,-4914000,-48050000,20084000,193000,147000,147000,20277000,16086000,-6641000,9445000,9445000,9445000,-326000,9119000,281448000,264544000,16904000,190386000,190386000,79631000,72420000,551465000,93942000,104793000,23775000,81018000,198735000,750200000,435759000,3660000,428045000,435759000,73536000,64536000,73536000,509295000,133515000,-133950000,241324000,240905000,240905000,750200000,9445000,4935000,-1994000,53377000,65763000,-1595000,27520000,-30085000,-1978000,-3165000,1106000,-30957000,62326000,62326000,62326000,25019000,0,0.17561,0.03772,0.01713,0.03785,0.01216,1.26553,2.11409,-4.13590306276514e-25,0.18292,0.18292,10.68037,4.8324,0.60349,0.12468,3.29916,-11.24937,-14.01354
"13","2013_Q2",11.35140625,"Down",611836000,-503718000,108118000,-86109000,-27236000,-5250000,-21986000,-5145000,-53728000,22009000,78000,69000,69000,22087000,22087000,-8914000,13173000,13173000,13173000,-383000,12790000,278829000,227432000,51397000,201200000,201200000,81130000,78020000,561159000,92150000,107402000,23274000,84128000,199552000,760711000,447459000,2202000,440483000,447459000,73864000,65702000,73864000,521323000,134206000,-144998000,250148000,239388000,239388000,760711000,13173000,5135000,5778000,-6614000,17472000,-39045000,-37750000,-4349000,-13380000,-13498000,895000,-16834000,-37112000,-37112000,-37112000,27144000,0,0.17671,0.03597,0.0209,0.05343,0.01681,1.2541,2.17773,0,0.25686,0.25686,12.28734,4.80757,0.08734,0.05471,0.34003,-10.27221,-12.66886
"14","2013_Q3",13.215,"Up",547274000,-449528000,97746000,-87518000,-29759000,-9720000,-20039000,-5245000,-52514000,10228000,-2616000,60000,60000,7612000,7612000,-4124000,3488000,3488000,3488000,-98000,3390000,231179000,178493000,52686000,200404000,200404000,78718000,74593000,510301000,91210000,106807000,22775000,84032000,198017000,708318000,391790000,2605000,389146000,391790000,75051000,66868000,75051000,466841000,134657000,-142468000,249291000,241477000,241477000,708318000,3488000,5242000,5495000,-52838000,-38613000,-2361000,-5732000,-4345000,-884000,-1624000,635000,-4594000,-48939000,-48939000,-48939000,15470000,7.105427357601e-15,0.17861,0.01869,0.00619,0.01404,0.00479,1.30249,1.93327,0,0.06829,0.06829,11.0253,4.86476,0.08753,0.02444,1.28171,-14.9437,-22.60256
"15","2013_Q4",14.11453125,"Up",539869000,-442460000,97409000,-80297000,-24840000,-4273000,-20567000,-5302000,-50155000,17112000,25000,26000,26000,17137000,17137000,-7055000,10082000,10082000,10082000,-288000,9794000,209242000,161842000,47400000,218962000,218962000,81214000,77763000,509418000,89044000,112007000,22275000,89732000,201051000,710469000,386681000,3311000,383313000,386681000,75049000,66654000,75049000,461730000,135089000,-141401000,255028000,248739000,248739000,710469000,10082000,5315000,1336000,-29969000,-13236000,1300000,2120000,-4345000,-1703000,-2008000,513000,-5535000,-16651000,-16651000,-16651000,22427000,0,0.18043,0.0317,0.01814,0.03937,0.01379,1.31741,1.85628,0,0.19707,0.19707,10.86299,5.00501,0.08743,0.04367,0.44364,-9.32991,-12.22779
"16","2014_Q1",12.2168852459016,"Down",557133000,-467155000,89978000,-79762000,-23659000,-2265000,-21394000,-5372000,-50731000,10216000,22000.0000000005,3000,3000,10238000,6896000,-1607000,5289000,5289000,5289000,-147000,5142000,272095000,225755000,46340000,210009000,210009000,83213000,74619000,565317000,86415000,114828000,18434000,96394000,201243000,766560000,436687000,2678000,434009000,436687000,76601000,68905000,76601000,513288000,135961000,-138688000,255970000,253272000,253272000,766560000,5289000,5372000,-433000,58813000,69041000,550999.999999999,-1672000,-4347000,186000,-99000,705000,-3456000,63913000,63913000,63913000,15588000,1.13686837721616e-13,0.1615,0.01834,0.00923,0.0203,0.00671,1.29456,2.02663,-1.05879118406788e-22,0.10352,0.10352,11.21669,5.09909,0.08752,0.02877,0.84539,-17.45541,-26.6342
"17","2014_Q2",12.6569841269841,"Up",636999000,-530823000,106176000,-89585000,-27673000,-4941000,-22732000,-5234000,-56678000,16591000,21000,47000,47000,16612000,16612000,-7048000,9564000,9564000,9564000,-282000,9282000,260415000,213518000,46897000,222399000,222399000,115223000,106183000,598037000,83933000,117419000,18036000,99383000,201352000,799389000,474892000,2591000,472301000,474892000,77181000,71285000,77181000,552073000,136146000,-150039000,261183000,247316000,247316000,799389000,9564000,5234000,9063000,-14970000,8891000,-1073000,-3452000,-4351000,-13721000,-13884000,396000,-17676000,-12237000,-12237000,-12237000,21825000,0,0.16668,0.02605,0.01457,0.03753,0.01161,1.25931,2.23226,0,0.18696,0.18696,12.83082,4.98159,0.08764,0.04201,0.46876,-11.93196,-15.69616
"18","2014_Q3",12.1934375,"Down",564621000,-469168000,95453000,-89554000,-29472000,-8356000,-21116000,-5291000,-54791000,5899000,36000,24000,24000,5935000,3450000,-1559000,1891000,1891000,1891000,-51000,1840000,212320000,168889000,43431000,222895000,222895000,99060000,91330000,534275000,83252000,119729000,15152000,104577000,202981000,737256000,412630000,1821000,410809000,412630000,77256000,72963000,77256000,489886000,136813000,-147706000,258222000,247370000,247370000,737256000,1891000,5291000,3335000,-48784000,-38267000,2995000,-1260000,-4852000,-766000.000000002,-856000.000000004,516000,-5102000,-44629000,-44629000,-44629000,11190000,9.09494701772928e-13,0.16906,0.01045,0.00326,0.00744,0.0025,1.2948,1.98038,0,0.03714,0.03714,11.39681,4.99314,0.09794,0.02061,2.63696,-18.97408,-35.99254
"19","2014_Q4",12.90484375,"Up",560303000,-459486000,100817000,-86357000,-25180000,-4885000,-20295000,-5302000,-55875000,14460000,43000,9000,9000,14503000,14503000,-6118000,8385000,8385000,8385000,-243000,8142000,225411000,179458000,45953000,244814000,244814000,103426000,100686000,573651000,82765000,122942000,14808000,108134000,205707000,779358000,454535000,3255000,451280000,454535000,76815000,73009000,76815000,531350000,137280000,-151091000,261795000,248008000,248008000,779358000,8385000,5302000,-1088000,15795000,28394000,-13631000,-7399000,-4812000,-6005000,-6029000,391000,-10426000,10569000,10569000,10569000,19762000,0,0.17993,0.02581,0.01453,0.03283,0.01045,1.26206,2.14247,0,0.16517,0.16517,11.36656,5.0312,0.09762,0.03988,0.59101,-11.40628,-15.58859
"20","2015_Q1",20.037868852459,"Up",595865000,-494506000,101359000,-87148000,-22476000,-1902000,-20574000,-5560000,-59112000,14211000,53000,73000,-450000,14264000,13062000,-4898000,8164000,8164000,8164000,-1426000,6738000,305087000,276456000,28631000,175116000,175116000,82990000,82990000,563193000,84345000,145057000,14457000,128359000,229402000,792595000,496451000,4674000,487746000,496451000,92048000,92048000,92048000,588499000,138077000,-148465000,214481000,204096000,204096000,792595000,8164000,5560000,11476000,117495000,142695000,-29375000,8905000,-55478000,2000,-1.86264514923096e-09,874000,-54602000,96998000,96998000,96998000,19771000,-1.45519152283669e-11,0.1701,0.02385,0.01131,0.03301,0.0085,1.13444,2.88344,0,0.137,0.137,12.11551,4.14981,1.12801,0.21009,8.2336,-15.43104,-21.46837
"21","2015_Q2",22.5368253968254,"Up",699479000,-569619000,129860000,-96533000,-27773000,-3180000,-24593000,-5285000,-63475000,33327000,7000,7000,-1e+05,33334000,23527000,-9740000,13787000,13787000,13787000,-355000,13432000,257428000,228588000,28840000,259778000,259778000,116387000,102892000,633593000,59115000,147913000,14232000,130093000,207028000,840621000,524801000,3061000,521460000,531745000,95775000,95775000,95775000,627520000,141271000,-151599000,223424000,213101000,213101000,840621000,13787000,5285000,17028000,-74050000,-37950000,-1344000,-2943000,-4844000,-5345000,-5719000,3214000,-6975000,-47868000,-47868000,-47868000,38612000,0,0.18565,0.04765,0.0192,0.06303,0.01598,1.19154,2.94471,0,0.27173,0.27173,14.15033,4.31099,0.09799,0.05917,0.36063,-6.66705,-7.72431
"22","2015_Q3",20.61984375,"Down",627838000,-523619000,104219000,-90689000,-27721000,-6884000,-20837000,-4590000,-58378000,13530000,-40000,-40000,-124000,13490000,12177000,-4863000,7314000,7314000,7314000,-166000,7148000,189376000,167728000,21648000,265631000,265631000,96587000,80868000,551594000,58142000,143312000,14006000,125350000,201454000,753048000,462763000,2383000,458728000,462763000,98938000,98938000,98938000,561701000,142989000,-176817000,225175000,191347000,191347000,753048000,7314000,4590000,-8912000,-36521000,-33529000,816000,3442000,-5563000,-25651000,-25651000,441000,-30773000,-60860000,-60860000,-60860000,18120000,2.3283064365387e-10,0.166,0.02155,0.01139,0.03736,0.00949,1.19196,2.93551,2.16840434497101e-19,0.14431,0.14431,12.6754,3.8631,0.11231,0.04379,0.778259999999999,-10.45121,-13.99675
"23","2015_Q4",19.77328125,"Down",626286000,-519543000,106743000,-86807000,-22765000,-3193000,-19572000,-4487000,-59555000,19936000,19000,19000,-126000,19955000,19955000,-8005000,11950000,11950000,11950000,-301000,11649000,210839000,201085000,9754000,273421000,273421000,84204000,78512000,568464000,58023000,153606000,13780000,135360000,211629000,780093000,492064000,2613000,484475000,492064000,112088000,112088000,112088000,604152000,144259000,-200043000,231720000,175941000,175941000,780093000,11950000,4487000,6991000,22375000,45803000,9178000,19754000,-5405000,-27187000,-27187000,392000,-32200000,33357000,33357000,33357000,24423000,0,0.17044,0.03183,0.0186,0.06621,0.01493,1.15526,3.43383,0,0.24245,0.24245,13.03459,3.66178,0.11249,0.05921,0.46399,-8.63281,-10.57579
"24","2016_Q1",20.602131147541,"Up",650011000,-552966000,97045000,-87659000,-21980000,-2723000,-19257000,-4203000,-61476000,9386000,-66000,-66000,-109000,9320000,9960000,-3621000,6339000,6339000,6339000,-159000,6180000,279413000,269538000,9875000,200665000,200665000,61970000,61970000,542048000,61759000,181105000,13588000,150541000,242864000,784912000,487711000,5381000,479359000,487711000,124746000,124746000,124746000,612457000,145009000,-205325000,232771000,172455000,172455000,784912000,6339000,4203000,1443000,78774000,90759000,-8615000,-7881000,-5341000,-8556000.00000001,-8555999.99999999,-528000,-14425000,68453000,68453000,68453000,13589000,3.72529029846191e-09,0.1493,0.01444,0.00951,0.03584,0.00787,1.11141,3.5514,3.46944695195361e-18,0.13024,0.13024,13.69828,3.6343,0.11256,0.03877,0.86424,-20.5617,-29.76912
"25","2016_Q2",28.44828125,"Up",802408000,-652392000,150016000,-96973000,-26831000,-3047000,-23784000,-4271000,-65871000,53043000,-338000,-338000,-637000,52705000,52705000,-20012000,32693000,32693000,32693000,-664000,32029000,320742000,318848000,1894000,235368000,235368000,80283000,80283000,636393000,64315000,179802000,13463000,154341000,244117000,880510000,590427000,5213000,571687000,590427000,130331000,130331000,234731000,825158000,2338000,-207798000,260812000,55352000,55352000,880510000,32693000,4271000,5721000,52522000,95207000,687000,3075000,-4652000,-149031000,-149031000,311000,-48972000,49310000,49310000,49310000,57314000,104400000,0.18696,0.0661,0.03992,0.57864,0.03638,1.07785,14.90746,0.11857,0.76361,0.76339,19.13046,1.31966,0.11091,0.12645,0.14524,-3.77468,-4.07862
"26","2016_Q3",31.6325,"Up",707332000,-594073000,113259000,-97236000,-27966000,-6712000,-21254000,-4176000,-65094000,16023000,-357000,-357000,-650000,15666000,15666000,-5953000,9713000,9713000,9713000,-298000,9415000,273454000,271573000,1881000,245012000,245012000,93015000,86325000,611481000,67671000,167343000,13338000,146443000,235014000,846495000,541547000,3546000,538001000,541547000,135681000,135681000,240081000,781628000,4705000,-205018000,265180000,64867000,64867000,846495000,9713000,4176000,8221000,-56651000,-34541000,-7000,-7774000,-5345000,-21999.9999999702,-22000,407000,-4959999.99999999,-47275000,-47275000,-47275000,20199000,104400000,0.16012,0.02265,0.01331,0.14514,0.01112,1.12914,12.0497,0.12333,0.22556,0.22432,16.94614,1.55407,0.12805,0.0484,0.56771,-8.36942,-10.55071
"27","2016_Q4",31.9639682539683,"Up",702538000,-584742000,117796000,-95023000,-24858000,-3540000,-21318000,-4047000,-66118000,22773000,-293000,-293000,-628000,22480000,22480000,-8415000,14065000,14065000,14065000,-321000,13744000,225370000,223550000,1820000,241409000,241409000,81885000,77801000,548664000,72737000,173485000,13213000,150501000,246222000,794886000,484865000,4034000,480831000,484865000,136041000,136041000,240441000,725306000,7324000,-211662000,273918000,69580000,69580000,794886000,14065000,4047000,1429000,-45408000,-25867000,39000,-8615000,-5327000,-8525000,-9123000,311000,-13541000,-48023000,-48023000,-48023000,26820000,104400000,0.16767,0.03242,0.01956,0.19753,0.01729,1.13158,10.42406,0.13134,0.3297,0.33112,16.85309,1.66915,0.12779,0.06152,0.38759,-4.51044,-5.31199
"28","2017_Q1",35.3453225806452,"Up",729069000,-618530000,110539000,-96072000,-23485000,-3148000,-20337000,-4150000,-68437000,14467000,-141000,-141000,-481000,14326000,14326000,-4806000,9520000,9520000,9520000,-213000,9307000,287885000,286034000,1851000,270284000,270284000,82153000,77204000,640322000,80261000,186591000,13088000,159478000,266852000,907174000,600958000,4189000,596769000,600958000,141291000,141291000,245691000,846649000,9517000,-227152000,278163000,60525000,60525000,907174000,9520000,4150000,4313000,92586000,110569000,-53000.0000000001,-12703000,-5275000,-17756000,-17756000,344000,-22687000,75179000,75179000,75179000,18617000,104400000,0.15162,0.01984,0.01277,0.15377,0.01026,1.0655,13.98842,0.11508,0.22534,0.22534,17.65215,1.46543,0.12772,0.04762,0.56678,-9.85578,-12.683
"29","2017_Q2",36.1125396825397,"Up",882664000,-723318000,159346000,-105854000,-30164000,-3972000,-26192000,-4254000,-71436000,53492000,-158000,-158000,-623000,53334000,53334000,-17706000,35628000,35628000,35628000,-781000,34847000,305691000,303850000,1841000,264135000,264135000,80650000,80650000,650476000,87673000,190379000,12963000,167119000,278052000,928528000,590947000,4542000,577737000,590947000,146794000,146794000,251194000,842141000,12094000,-234225000,308518000,86387000,86387000,928528000,35628000,4254000,8250000,-4650000,43482000,-7000,-11574000,-5272000,-9317000,-9317000,318000,-14271000,17637000,17637000,17637000,57746000,104400000,0.18053,0.0606,0.03948,0.40338,0.03753,1.10073,9.74847,0.11244,0.84724,0.8431,21.46035,2.10034,0.12818,0.11884,0.15129,-3.4858,-3.76301
"30","2017_Q3",35.4168253968254,"Down",795552000,-664999000,130553000,-107615000,-30785000,-6175000,-24610000,-4405000,-72425000,22938000,-125000,-125000,-803000,22813000,22813000,-8795000,14018000,14018000,14018000,-128000,13890000,243819000,241890000,1929000,261569000,261569000,93644000,86766000,599032000,92658000,194198000,12838000,175800000,286856000,885888000,543370000,3132000,540238000,543370000,154415000,154415000,258815000,802185000,15739000,-248266000,316230000,83703000,83703000,885888000,14018000,4405000,10021000,-45899000,-17455000,-107000,-9342000,-6307000,-16211000,-16211000,512000,-22006000,-48803000,-48803000,-48803000,27343000,104400000,0.1641,0.02883,0.01746,0.16594,0.01568,1.10244,9.58371,0.11785,0.33666,0.33489,19.28237,2.02877,0.15287,0.05897,0.45407,-5.09889,-6.07808
"31","2017_Q4",47.8184126984127,"Up",795513000,-655547000,139966000,-110167000,-27989000,-3476000,-24513000,-4696000,-77482000,29799000,121000,121000,-894000,29920000,29920000,-10718000,19202000,19202000,19202000,-324000,18878000,287884000,285934000,1950000,302291000,302291000,80864000,79986000,671039000,93740000,182593000,12783000,161605000,276333000,947372000,579341000,3070000,576271000,579341000,161691000,161691000,266091000,845432000,20716000,-247956000,329180000,101940000,101940000,947372000,19202000,4696000,3939000,14530000,42367000,-42000,-5758000,-6252000,-1644000,-1644000,347000,-7549000,29060000,29060000,29060000,34495000,104400000,0.17594,0.03746,0.02373,0.18519,0.01993,1.15828,8.29343,0.1102,0.46109,0.4578,19.43024,2.48986,0.1527,0.06828,0.33118,-5.31915,-6.15739
