"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",54.3574193548387,"Up",1.6543e+10,-1.57e+10,8.43e+08,-3.96e+08,-3.96e+08,4.47e+08,-5.9e+07,-7.2e+07,1.5e+07,-1999999.99999999,3.88e+08,3.88e+08,-8.2e+07,3.06e+08,3.01e+08,-4e+06,2.97e+08,-8e+06,2.89e+08,6.9e+08,6.9e+08,3.772e+09,3.772e+09,8.115e+09,5.469e+09,5.194e+09,1.8046e+10,5.841e+09,4.748e+09,8.78e+08,3.03e+08,1.326e+09,2.82e+08,1.959e+09,1.0589e+10,2.8635e+10,3.701e+09,3.701e+09,3.79e+09,4.096e+09,3.793e+09,1.1587e+10,4.142e+09,8.5e+08,1.05e+08,7.45e+08,4.992e+09,1.6579e+10,6.9e+08,4.897e+09,-1.2e+08,7.44e+09,-1.306e+09,1.1601e+10,4.55e+08,1.2056e+10,2.8635e+10,3.01e+08,1.5e+08,9.8e+07,-7.22e+08,-1.73e+08,-1.94e+08,-8e+06,-9e+06,-2.43e+08,-4.9e+07,6.82e+08,3e+06,3e+06,-2e+06,6.34e+08,2.18e+08,2.18e+08,5e+06,2.23e+08,5.97e+08,7.932e+09,-2.37e+08,0.05096,0.02702,0.01747,0.02397,0.01009,-0.82007,1.55744,1.37517,0.277,1.97844,1.86879,113.25027,74.69465,-1.62246,0.33544,3,0.01622,-0.01137,0.16955,12.13065,16.20134
"12","2013_Q1",57.7248333333333,"Up",1.704e+10,-1.649e+10,5.5e+08,-4e+08,-4e+08,1.5e+08,-1.5e+08,-7e+07,2e+06,-8.2e+07,0,-5.14e+08,2.03e+08,-3.11e+08,-6.2e+08,2.1e+07,-5.99e+08,-1.1e+07,-6.1e+08,5.69e+08,5.69e+08,2.471e+09,2.471e+09,6.59e+09,7.634e+09,6.866e+09,1.7264e+10,5.888e+09,4.128e+09,3.51e+08,2.95e+08,1.213e+09,2.73e+08,1.996e+09,1.0016e+10,2.728e+10,3.319e+09,3.319e+09,2.317e+09,5.925e+09,5.839e+09,1.1561e+10,3.532e+09,8.94e+08,8.4e+07,8.1e+08,4.426e+09,1.5987e+10,6.9e+08,4.91e+09,-1.2e+08,6.792e+09,-1.41e+09,1.0862e+10,4.31e+08,1.1293e+10,2.728e+10,-6.2e+08,1.56e+08,6.25e+08,2.254e+09,2.415e+09,-4e+08,1.2e+07,-27999999.9999999,-4.41e+08,-4.7e+07,-2.057e+09,1e+07,1e+07,2e+06,-2.092e+09,-1.18e+08,-1.18e+08,-1e+06,-1.19e+08,3.06e+08,5.849e+09,1.957e+09,0.03228,0.0088,-0.0358,-0.05402,-0.02236,-3.2082,1.4933,1.41566,0.21441,-4.17139,-4.59207,116.52528,69.55957,13.38263,0.3214,5,-0.03122,0.10851,-0.07705,17.2549,35.2
"13","2013_Q2",54.128125,"Down",1.4785e+10,-1.4138e+10,6.47e+08,-3.49e+08,-3.49e+08,2.98e+08,-6.8e+07,-6.7e+07,-4e+07,3.9e+07,2.3e+08,2.3e+08,-7.3e+07,1.57e+08,1.48e+08,3.2e+07,1.8e+08,-1e+07,1.7e+08,8.01e+08,8.01e+08,2.957e+09,2.957e+09,6.074e+09,9.961e+09,8.995e+09,1.9793e+10,6.017e+09,4.089e+09,3.51e+08,2.87e+08,1.163e+09,2.77e+08,2.011e+09,1.0106e+10,2.9899e+10,3.643e+09,3.643e+09,2.357e+09,7.566e+09,7.466e+09,1.3566e+10,3.897e+09,9.5e+08,6.2e+07,8.88e+08,4.847e+09,1.8413e+10,6.9e+08,4.921e+09,-1.2e+08,6.924e+09,-1.326e+09,1.1089e+10,3.97e+08,1.1486e+10,2.9899e+10,1.48e+08,1.21e+08,2.7e+07,-1.93e+08,1.03e+08,-2.24e+08,7e+06,-4e+07,-2.82e+08,-4.8e+07,4.53e+08,9e+06,9e+06,12887059.3452681,4.14e+08,2.35e+08,2.35e+08,-2999999.99999999,2.32e+08,4.19e+08,6.254e+09,7.5e+07,0.04376,0.02016,0.0115,0.0148,0.00569,0.44118,1.45902,1.60308,0.20917,1.15923,1.14968,100.81908,70.9109,0.51143,0.32731,6,0.01166,0.00401,0.28235,13.01432,18.29866
"14","2013_Q3",58.468125,"Up",1.5491e+10,-1.4875e+10,6.16e+08,-3.79e+08,-3.79e+08,2.37e+08,-7.8e+07,-7.4e+07,-3e+06,-1e+06,1.59e+08,1.59e+08,-37999999.9999999,1.21e+08,1.22e+08,1.4e+07,1.36e+08,-2.6e+07,1.1e+08,7.26e+08,7.26e+08,3.01e+09,3.01e+09,6.391e+09,1.0556e+10,9.697e+09,2.0683e+10,5.762e+09,3.898e+09,3.31e+08,3.11e+08,1.157e+09,2.73e+08,1.826e+09,9.66e+09,3.0343e+10,3.482e+09,3.482e+09,3.604e+09,8.073e+09,7.982e+09,1.5159e+10,3.513e+09,9.31e+08,6.1e+07,8.7e+08,4.444e+09,1.9603e+10,6.9e+08,4.924e+09,-1.2e+08,7.007e+09,-2.139e+09,1.0362e+10,3.78e+08,1.074e+10,3.0343e+10,1.22e+08,1.49e+08,97000000.0000001,-9.84e+08,-6.16e+08,-2.46e+08,2e+06,8e+06,-2.46e+08,-4.8e+07,9e+08,3e+06,3e+06,-3e+06,8.52e+08,-1e+07,-1e+07,-6.5e+07,-7.5e+07,3.86e+08,7.117e+09,-8.06e+08,0.03977,0.0153,0.0071,0.01024,0.00363,-7.32727,1.3644,1.82523,0.23455,0.74765,0.743880000000001,105.28891,65.73845,-5.4782,0.32625,3,0.00841,-0.0429,0.43636,16.55699,26.96624
"15","2013_Q4",62.55765625,"Up",1.4696e+10,-1.4009e+10,6.87e+08,-3.88e+08,-3.88e+08,2.99e+08,-3e+06,-7.6e+07,5e+07,2.3e+07,2.96e+08,2.96e+08,-5.91e+08,-2.95e+08,-1.93e+08,4.5e+07,-1.48e+08,-1.7e+07,-1.65e+08,1.482e+09,1.482e+09,2.337e+09,2.337e+09,5.886e+09,9.738e+09,9.62e+09,1.9443e+10,5.859e+09,3.198e+09,3.31e+08,2.96e+08,6.89e+08,2.76e+08,1.606e+09,9.057e+09,2.85e+10,3.415e+09,3.415e+09,2.916e+09,7.785e+09,7.616e+09,1.4116e+10,3.169e+09,8.84e+08,7.1e+07,8.13e+08,4.053e+09,1.8169e+10,6.9e+08,4.946e+09,-1.2e+08,6.807e+09,-2.29e+09,1.0033e+10,2.98e+08,1.0331e+10,2.85e+10,-1.93e+08,1.53e+08,3.79e+08,1.072e+09,1.411e+09,-2.5e+08,2e+07,1.52e+08,6.7e+08,-5.3e+07,-1.271e+09,1.4e+07,1.4e+07,-5.1e+07,-1.361e+09,7.2e+08,7.2e+08,3.6e+07,7.56e+08,4.52e+08,6.085e+09,1.865e+09,0.04675,0.02035,-0.01123,-0.01597,-0.00579,-11.30303,1.37737,1.75869,0.21351,-1.11979,-1.11979,99.73588,63.40721,12.65701,0.35969,4,-0.00647,0.1078,-0.32121,10.18363,15.39465
"16","2014_Q1",61.2432786885246,"Down",1.6375e+10,-1.5565e+10,8.1e+08,-4.43e+08,-4.43e+08,3.67e+08,-4.1e+07,-7e+07,4.6e+07,-1.7e+07,3.26e+08,3.29e+08,-2.02e+08,1.27e+08,1.3e+08,7999999.99999999,1.38e+08,-2.3e+07,1.15e+08,7.42e+08,7.42e+08,2.144e+09,2.144e+09,5.796e+09,9.09e+09,8.907e+09,1.7772e+10,6.075e+09,2.934e+09,3.92e+08,3.26e+08,5.64e+08,2.41e+08,1.411e+09,9.009e+09,2.6781e+10,3.522e+09,3.522e+09,1.465e+09,7.548e+09,7.488e+09,1.2535e+10,3.179e+09,9.42e+08,1.85e+08,7.57e+08,4.121e+09,1.6656e+10,6.9e+08,4.968e+09,-1.2e+08,6.891e+09,-2.572e+09,9.857e+09,2.68e+08,1.0125e+10,2.6781e+10,1.3e+08,1.45e+08,-1.25e+08,1.177e+09,1.327e+09,-3.11e+08,3.7e+07,6.1e+07,-5.71e+08,-5.2e+07,-1.4e+09,1.7e+07,1.7e+07,-3.5e+07,-1.47e+09,-7.14e+08,-7.14e+08,-2.8e+07,-7.42e+08,5.12e+08,4.644e+09,1.58e+09,0.04947,0.02241,0.00702,0.01136,0.00429,13.73913,1.41779,1.64504,0.17341,0.77866,0.76698,110.87426,62.06927,10.6981,0.35209,6,0.01063,0.10057,0.45217,7.62109,10.63215
"17","2014_Q2",60.414126984127,"Down",1.3461e+10,-1.3047e+10,4.14e+08,-3.66e+08,-3.66e+08,4.8e+07,-3.2e+07,-6e+07,2.2e+07,6e+06,1.6e+07,1.6e+07,-3e+07,-1.4e+07,-1.9e+07,6e+06,-1.3e+07,-1.4e+07,-2.7e+07,6.32e+08,6.32e+08,2.617e+09,2.617e+09,6.452e+09,8.5e+09,8.35e+09,1.8201e+10,6.166e+09,3.067e+09,3.96e+08,3.13e+08,6.03e+08,2.52e+08,1.503e+09,9.233e+09,2.7434e+10,3.828e+09,3.828e+09,2.056e+09,6.611e+09,6.561e+09,1.2495e+10,3.875e+09,9.65e+08,2.34e+08,7.31e+08,4.84e+09,1.7335e+10,6.9e+08,4.987e+09,-2.12e+08,6.826e+09,-2.461e+09,9.83e+09,2.69e+08,1.0099e+10,2.7434e+10,-1.9e+07,1.24e+08,4.6e+07,-1.208e+09,-1.057e+09,-1.65e+08,-9e+06,-9e+06,-2.08e+08,-5.3e+07,1.311e+09,-8.6e+07,6e+06,-1.4e+07,1.158e+09,-1.07e+08,-1.07e+08,-3e+06,-1.1e+08,1.72e+08,5.931e+09,-1.171e+09,0.03076,0.00357,-0.00201,-0.00267,-0.00098,43.37037,1.45666,1.71651,0.21619,-0.18305,-0.18305,91.26248,61.96709,-7.93911,0.35933,1,0.00153,-0.0689,-1.96296,30.80814,110.39583
"18","2014_Q3",63.25046875,"Up",1.6793e+10,-1.6e+10,7.93e+08,-3.92e+08,-3.92e+08,4.01e+08,-2.8e+07,-4.3e+07,1.4e+07,1e+06,3.73e+08,3.73e+08,-1.11e+08,2.62e+08,2.77e+08,1.1e+07,2.88e+08,-1.6e+07,2.72e+08,5.23e+08,5.23e+08,2.981e+09,2.981e+09,6.145e+09,7.023e+09,6.817e+09,1.6672e+10,6.29e+09,3.049e+09,3.99e+08,3.05e+08,5.8e+08,2.74e+08,1.491e+09,9.339e+09,2.6011e+10,3.427e+09,3.427e+09,1.492e+09,5.458e+09,5.384e+09,1.0377e+10,4.231e+09,9.72e+08,2.37e+08,7.35e+08,5.203e+09,1.558e+10,6.9e+08,4.997e+09,-3.2e+08,7.056e+09,-2.254e+09,1.0169e+10,2.62e+08,1.0431e+10,2.6011e+10,2.77e+08,1.62e+08,2e+06,-1.75e+08,2.66e+08,-1.86e+08,1.22e+08,3.3e+07,-46000000.0000001,-5.2e+07,-1.76e+08,-1.01e+08,7e+06,-3e+06,-3.32e+08,-1.12e+08,-1.12e+08,3e+06,-1.09e+08,5.63e+08,5.723e+09,3.13e+08,0.04722,0.02388,0.0162,0.02608,0.01046,1.15073999999999,1.60663,1.49362,0.22002,1.85694,1.75439,114.64575,64.7131,2.13685,0.355,6,0.01892,0.01828,0.19118,9.23623,12.96758
"19","2014_Q4",69.253125,"Up",1.3676e+10,-1.2957e+10,7.19e+08,-4.03e+08,-4.03e+08,3.16e+08,-3e+07,-5.1e+07,2.3e+07,-2e+06,2.86e+08,2.86e+08,-9e+06,2.77e+08,3.04e+08,-1e+07,2.94e+08,-1e+07,2.84e+08,3.57e+08,3.57e+08,2.442e+09,2.442e+09,4.987e+09,7.831e+09,7.458e+09,1.5617e+10,5.919e+09,2.609e+09,3.72e+08,2.84e+08,3.5e+08,2.87e+08,1.316e+09,8.528e+09,2.4145e+10,3.831e+09,3.831e+09,1.25e+09,5.848e+09,5.774e+09,1.0929e+10,2.72e+09,8.96e+08,2.1e+08,6.86e+08,3.616e+09,1.4545e+10,6.9e+08,5.001e+09,-4.2e+08,7.292e+09,-3.244e+09,9.319e+09,2.81e+08,9.6e+09,2.4145e+10,3.04e+08,1.62e+08,-1.5e+08,1.591e+09,1.907e+09,-1.64e+08,8000000.00000003,-2.9e+07,-1.99e+08,-5.7e+07,-1.72e+09,-7.9e+07,2.1e+07,-1e+06,-1.857e+09,-1.49e+08,-1.49e+08,-1.7e+07,-1.66e+08,4.78e+08,3.97e+09,1.914e+09,0.05257,0.02311,0.02077,0.02958,0.01176,6.73944,1.42895,1.5151,0.16442,1.95151,1.84189,93.97484,59.2943,13.15208,0.39168,7,0.02357,0.13231,0.2007,7.55858,11.43354
"20","2015_Q1",67.4781967213115,"Down",1.3231e+10,-1.2536e+10,6.95e+08,-5.3e+08,-5.3e+08,1.65e+08,-1.06e+08,-1.06e+08,-1.2e+07,1.2e+07,5.9e+07,58999999.9999999,-9.9e+07,-4e+07,-4.5e+07,-9e+06,-54000000.0000001,-8e+06,-6.2e+07,3.62e+08,3.62e+08,1.84e+09,1.84e+09,5.554e+09,5.325e+09,5.148e+09,1.3081e+10,5.626e+09,2.725e+09,3.49e+08,2.56e+08,5.65e+08,2.94e+08,1.261e+09,8.351e+09,2.1432e+10,3.248e+09,3.248e+09,1.002e+09,4.454e+09,4.412e+09,8.704e+09,2.855e+09,1.146e+09,1.77e+08,9.69e+08,4.001e+09,1.2705e+10,6.9e+08,5.054e+09,-4.2e+08,7.18e+09,-4.058e+09,8.446e+09,2.81e+08,8.727e+09,2.1432e+10,-4.5e+07,1.59e+08,-7e+07,2.39e+08,2.83e+08,-3.02e+08,-3.5e+07,1.47e+08,-2.32e+08,-5.9e+07,-6e+06,4e+07,4e+07,-2e+06,-26999999.9999998,2.4e+07,2.4e+07,-1.9e+07,5e+06,3.24e+08,3.857e+09,3.6e+08,0.05253,0.01247,-0.00469,-0.0071,-0.00289,-5.80645,1.50287,1.45583,0.17996,-0.4266,-0.469,91.03808,53.36644,2.47704,0.40596,5,-0.000220000000000001,0.02622,-0.95161,10.78704,21.18182
"21","2015_Q2",70.5398412698413,"Up",1.0806e+10,-1.0096e+10,7.1e+08,-3.31e+08,-3.31e+08,3.79e+08,-4.8e+07,-4.2e+07,-7e+06,999999.999999998,3.31e+08,3.31e+08,-8.5e+07,2.46e+08,2.6e+08,3e+06,2.63e+08,-1.4e+07,2.49e+08,3.8e+08,3.8e+08,1.502e+09,1.502e+09,4.778e+09,4.43e+09,4.183e+09,1.109e+10,5.079e+09,2.312e+09,3.18e+08,2.66e+08,3.81e+08,2.86e+08,1.061e+09,7.391e+09,1.8481e+10,3.155e+09,3.155e+09,1.531e+09,2.971e+09,2.936e+09,7.657e+09,2.337e+09,1.024e+09,1.68e+08,8.56e+08,3.361e+09,1.1018e+10,6.9e+08,5.071e+09,-6.2e+08,7.386e+09,-5.332e+09,7.195e+09,2.68e+08,7.463e+09,1.8481e+10,2.6e+08,1.2e+08,-2.07e+08,1.35e+08,3.08e+08,-1.17e+08,-1.1e+07,-2e+06,-1.88e+08,-5.8e+07,2.14e+08,-1.9e+08,1e+07,-1e+06,-3.5e+07,8.5e+07,8.5e+07,-6.7e+07,1.8e+07,4.99e+08,3.868e+09,6.02e+08,0.0657,0.03507,0.02304,0.03336,0.01347,2.41767,1.44835,1.47635,0.2093,1.71529,1.6188,74.43964,44.8112,4.14702,0.39955,7,0.02485,0.04873,0.23293,6.98998,9.20317
"22","2015_Q3",61.6571875,"Down",1.0782e+10,-1.0247e+10,5.35e+08,-3.61e+08,-3.61e+08,1.74e+08,-3.7e+07,-4.4e+07,1.6e+07,-9e+06,1.37e+08,1.37e+08,-4.5e+07,9.2e+07,9.3e+07,-7e+06,8.6e+07,-1.4e+07,7.2e+07,4.26e+08,4.26e+08,1.933e+09,1.933e+09,5.443e+09,4.016e+09,3.945e+09,1.1818e+10,5.134e+09,2.477e+09,3.3e+08,2.47e+08,5.45e+08,2.84e+08,1.071e+09,7.611e+09,1.9429e+10,3.384e+09,3.384e+09,2.109e+09,2.728e+09,2.662e+09,8.221e+09,2.496e+09,1.046e+09,1.55e+08,8.91e+08,3.542e+09,1.1763e+10,6.9e+08,5.093e+09,-6.2e+08,7.408e+09,-5.167e+09,7.404e+09,2.62e+08,7.666e+09,1.9429e+10,9.3e+07,1.47e+08,1.24e+08,-9.72e+08,-6.08e+08,-1.05e+08,7.6e+07,2e+06,-3.8e+07,-5.8e+07,7.45e+08,14999999.9999999,1.5e+07,-1.6e+07,6.86e+08,4e+07,4e+07,6e+06,4.6e+07,3.21e+08,4.605e+09,-7.11e+08,0.04962,0.01614,0.00668,0.00939,0.00370999999999999,-9.875,1.43754,1.53444,0.23702,0.50095,0.49783,75.01738,46.71366,-4.94689,0.40354,4,0.00976,-0.05339,0.80556,13.01869,24.01724
"23","2015_Q4",56.44671875,"Down",1.0762e+10,-1.0017e+10,7.45e+08,-3.58e+08,-3.58e+08,3.87e+08,-8.1e+07,-5.9e+07,-2.4e+07,2e+06,3.06e+08,3.53e+08,-1.4e+08,2.13e+08,2.34e+08,5e+06,2.39e+08,-1e+07,2.29e+08,3.03e+08,3.03e+08,1.908e+09,1.908e+09,5.013e+09,4.282e+09,4.162e+09,1.1506e+10,4.616e+09,2.317e+09,2.96e+08,2.28e+08,4.54e+08,4.11e+08,9.28e+08,6.933e+09,1.8439e+10,3.465e+09,3.465e+09,1.351e+09,3.354e+09,3.3e+09,8.17e+09,2.583e+09,9.87e+08,1.36e+08,8.51e+08,3.57e+09,1.174e+10,6.9e+08,5.103e+09,-7.2e+08,7.585e+09,-6.212e+09,6.446e+09,2.53e+08,6.699e+09,1.8439e+10,2.34e+08,1.36e+08,-1.62e+08,6.19e+08,8.27e+08,-5.3e+07,1e+06,1.1e+08,-8.5e+07,-6.2e+07,-6.8e+08,-1.01e+08,-1e+06,7e+06,-8.36e+08,-9.4e+07,-9.4e+07,-2.9e+07,-1.23e+08,5.23e+08,3.934e+09,1.229e+09,0.06923,0.03596,0.02128,0.03418,0.01242,5.36681,1.40832,1.7525,0.21335,1.59737,1.50862,75.0692,40.15037,8.57276,0.43247,6,0.02504,0.10577,0.27074,6.94264,9.38243
"24","2016_Q1",45.9952459016393,"Down",1.1105e+10,-1.0402e+10,7.03e+08,-3.85e+08,-3.85e+08,3.18e+08,-7.5e+07,-7e+07,7000000.00000001,-1.2e+07,2.43e+08,2.3e+08,-2.6e+07,2.04e+08,2.03e+08,0,2.03e+08,-1.5e+07,1.88e+08,4.11e+08,4.11e+08,1.607e+09,1.607e+09,4.466e+09,4.432e+09,4.224e+09,1.0916e+10,4.736e+09,2.262e+09,4.18e+08,3.26e+08,4.17e+08,3.29e+08,7.72e+08,6.998e+09,1.7914e+10,2.675e+09,2.675e+09,1.517e+09,3.148e+09,3.088e+09,7.34e+09,2.926e+09,9.59e+08,2.09e+08,7.5e+08,3.885e+09,1.1225e+10,6.9e+08,5.106e+09,-7.2e+08,7.725e+09,-6.36e+09,6.441e+09,2.48e+08,6.689e+09,1.7914e+10,2.03e+08,1.42e+08,1.13e+08,-3.75e+08,82999999.9999998,-3.61e+08,-6e+06,1.78e+08,-4.91e+08,-6.3e+07,6.03e+08,1000000.00000003,1e+06,4e+06,5.45e+08,1.37e+08,1.37e+08,-2.9e+07,1.08e+08,4.6e+08,4.443e+09,-2.5e+08,0.0633,0.02864,0.01693,0.02811,0.01049,-1.32979,1.48719,1.67813,0.24802,1.31991,1.1845,77.96602,40.37664,-1.7552,0.44231,5,0.02076,-0.02068,0.33511,8.76522,12.67925
"25","2016_Q2",49.67828125,"Up",8.916e+09,-8.296e+09,6.2e+08,-3.14e+08,-3.14e+08,3.06e+08,-3.1e+07,-4.7e+07,2.1e+07,-5e+06,2.75e+08,2.75e+08,-3.4e+07,2.41e+08,2.32e+08,3e+06,2.35e+08,-1.3e+07,2.22e+08,5.23e+08,5.23e+08,1.958e+09,1.958e+09,4.807e+09,4.135e+09,4.023e+09,1.1423e+10,4.884e+09,2.632e+09,4.29e+08,3.39e+08,5.57e+08,3.3e+08,9.77e+08,7.516e+09,1.8939e+10,3.284e+09,3.284e+09,1.023e+09,2.785e+09,2.693e+09,7.092e+09,3.845e+09,9.98e+08,2.12e+08,7.86e+08,4.843e+09,1.1935e+10,6.9e+08,5.109e+09,-9.01e+08,7.9e+09,-6.026e+09,6.772e+09,2.32e+08,7.004e+09,1.8939e+10,2.32e+08,1.13e+08,1.46e+08,-4.14e+08,7.7e+07,-1.1e+08,-9.3e+07,2e+06,-2.12e+08,-6.2e+07,4.69e+08,-1.81e+08,7838176.2960603,-7e+06,2.19e+08,8.4e+07,8.4e+07,2.8e+07,1.12e+08,4.19e+08,4.868e+09,-7.1e+07,0.06954,0.03432,0.0249,0.0317,0.01172,-0.31982,1.61069,1.70403,0.25704,1.57377,1.48781,63.20606,43.11567,-0.50332,0.43952,6,0.02207,-0.00552,0.27928,10.36993,14.19935
"26","2016_Q3",50.79453125,"Up",1.0541e+10,-1.0011e+10,5.3e+08,-3.03e+08,-3.03e+08,2.27e+08,-6.4e+07,-4.5e+07,-6e+06,-1.3e+07,1.63e+08,1.63e+08,-3.9e+07,1.24e+08,1.2e+08,1e+06,1.21e+08,-1.2e+07,1.09e+08,5.48e+08,5.48e+08,1.683e+09,1.683e+09,5.966e+09,5.671e+09,5.671e+09,1.3868e+10,5.083e+09,3.144e+09,4.4e+08,3.29e+08,5.86e+08,3.37e+08,1.452e+09,8.227e+09,2.2095e+10,2.805e+09,2.805e+09,2.592e+09,4.918e+09,4.918e+09,1.0315e+10,3.388e+09,1.052e+09,2.07e+08,8.45e+08,4.44e+09,1.4755e+10,6.9e+08,5.121e+09,-9.2e+08,7.953e+09,-5.718e+09,7.126e+09,2.14e+08,7.34e+09,2.2095e+10,1.2e+08,1.41e+08,1.14e+08,-1.136e+09,-7.61e+08,-1.65e+08,1.06e+08,-1.37e+08,-2.05e+08,-6.2e+07,1.085e+09,-1.9e+07,8723011.93044759,-1.1e+07,9.93e+08,2.7e+07,2.7e+07,-2e+06,2.5e+07,3.68e+08,5.98e+09,-8.94e+08,0.05028,0.02153,0.01034,0.01485,0.00493,-8.20183,1.34445,2.01022,0.27065,0.78189,0.77988,75.61333,46.1671,-6.41289,0.44474,5,0.0119,-0.0622,0.56881,14.76087,23.92952
"27","2016_Q4",54.7842857142857,"Up",1.1423e+10,-1.0867e+10,5.56e+08,-3.24e+08,-3.24e+08,2.32e+08,-6.2e+07,-6e+07,-6e+06,4e+06,1.7e+08,1.7e+08,-4.5e+07,1.25e+08,1.3e+08,-1.2e+07,1.18e+08,-2e+06,1.16e+08,2.97e+08,2.97e+08,1.68e+09,1.68e+09,5.173e+09,4.773e+09,4.773e+09,1.1923e+10,5.169e+09,2.953e+09,3.71e+08,3.18e+08,5.58e+08,3.43e+08,1.363e+09,8.122e+09,2.0045e+10,3.205e+09,3.205e+09,1.33e+09,3.746e+09,3.746e+09,8.281e+09,3.447e+09,1.04e+09,2.14e+08,8.26e+08,4.487e+09,1.2768e+10,6.9e+08,5.134e+09,-9.2e+08,8.004e+09,-5.825e+09,7.083e+09,1.94e+08,7.277e+09,2.0045e+10,1.3e+08,1.48e+08,2.5e+07,1.016e+09,1.319e+09,-2.13e+08,5.6e+07,-8.9e+07,-2.5e+08,-6.7e+07,-1.198e+09,0,-1.86264514923096e-09,-4.9e+07,-1.314e+09,-2.45e+08,-2.45e+08,-6000000.00000001,-2.51e+08,3.8e+08,4.777e+09,1.228e+09,0.04867,0.02031,0.01015,0.01594,0.00579,10.58621,1.4398,1.75457,0.23831,0.83187,0.829,81.918,45.84626,8.80638,0.48048,6,0.01398,0.09378,0.57759,11.78947,19.31034
"28","2017_Q1",62.0116129032258,"Up",1.1799e+10,-1.1095e+10,7.04e+08,-3.45e+08,-3.45e+08,3.59e+08,-2.2e+07,-3.1e+07,-1.7e+07,2.6e+07,3.37e+08,3.88e+08,-1.02e+08,2.86e+08,2.85e+08,-1.4e+07,2.71e+08,-9e+06,2.62e+08,9.34e+08,9.34e+08,1.676e+09,1.676e+09,4.773e+09,3.709e+09,3.709e+09,1.1092e+10,5.099e+09,2.997e+09,3.73e+08,3.36e+08,5.24e+08,3.73e+08,1.391e+09,8.096e+09,1.9188e+10,3.485e+09,3.485e+09,1.195e+09,3.004e+09,3.004e+09,7.684e+09,3.069e+09,1.092e+09,2.39e+08,8.53e+08,4.161e+09,1.1845e+10,6.9e+08,5.144e+09,-9.2e+08,8.208e+09,-5.978e+09,7.144e+09,1.99e+08,7.343e+09,1.9188e+10,2.85e+08,1.45e+08,-4.2e+07,8.81e+08,1.269e+09,-2.69e+08,1.8e+08,-1.2e+08,-2.59e+08,-6.6e+07,-2.95e+08,0,0,-2.5e+07,-3.86e+08,6.24e+08,6.24e+08,1.3e+07,6.37e+08,5.04e+08,4.264e+09,1.218e+09,0.05967,0.03043,0.02221,0.03568,0.01365,4.64885,1.44352,1.6131,0.22222,1.87858,1.59756,84.60058,46.27614,8.73324,0.47323,6,0.02583,0.09591,0.25191,6.60714,9.27577
