"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital"
"11","2017_Q3",55.7606349206349,"Up",391135000,-295058000,96077000,-58059000,-42531000,-15528000,38018000,-9888000,-3134000,-3286000,152000,-6754000,28130000,-27768000,362000,3027000,3389000,3389000,3389000,3389000,413073000,37904000,582727000,58558000,694974000,95610000,553158000,26551000,19655000,753532000,1336259000,184900000,26731000,158169000,23750000,298573000,507223000,449258000,26340000,316000,26024000,475598000,982821000,590913000,-207424000,-30051000,353438000,353438000,1336259000,3389000,15528000,938000,2872000,22727000,-5403000,-5403000,-1.5e+07,1098000,1098000,0,-6000,-13908000,3416000,3416000,1834000,5250000,53546000,473008000,47988000,0.24564,0.0972,0.00866,0.00959,0.00254,14.15993,1.14886,2.78075,0.35398,0.06262,0.06128,7.22678,6.53027,0.88665,0.00397,0.05627
"12","2017_Q4",46.7214285714286,"Down",822328000,-635919000,186409000,-154287000,-88855000,-65432000,32122000,-32884000,-26931000,-27432000,501000,-5953000,-762000.000000004,-121112000,-121874000,-26124000,-147998000,-147998000,-147998000,-147998000,1058475000,96894000,1362802000,172912000,5761240000,1394728000,4265175000,21337000,8e+07,5934152000,7296954000,511989000,66031000,445958000,50691000,510930000,1073610000,3006889000,190146000,51108000,139038000,3197035000,4270645000,3405548000,-353699000,-25540000,3026309000,3026309000,7296954000,-147998000,65432000,93558000,327999.999999993,11320000,-12179000,-1690453000,1829067000,10797000,10797000,4.65661287307739e-10,-29688000,1810176000,131043000,131043000,4195000,135238000,97554000,3057580000,111827000,0.22668,0.03906,-0.17997,-0.0489,-0.02028,-0.755600000000001,1.26936,1.41117,0.41902,-1.69816,-1.69816,9.43556,34.72449,1.28313,-0.02359,0.01782
"13","2018_Q1",39.1672131147541,"Down",1076683000,-835592000,241091000,-189648000,-106300000,-83348000,51443000,-33172000,-29490000,-29907000,417000,-3682000,18271000,-36943000,-18672000,3625000,-15047000,-15047000,-15047000,-15047000,1100203000,84215000,1422179000,180412000,5683276000,1286050000,4292571000,20159000,84496000,5863688000,7285867000,558878000,58575000,500303000,41414000,559270000,1159562000,2966310000,137416000,37807000,99609000,3103726000,4263288000,3415433000,-370469000,-22385000,3022579000,3022579000,7285867000,-15047000,83348000,6097000,14114000,88512000,-15743000,-16417000,-56734000,2287000,2287000,0,-1433000,-55880000,16215000,16215000,233000,16448000,134791000,3007724000,129537000,0.22392,0.04778,-0.01398,-0.00498,-0.00207,-8.60883,1.22648,1.41048,0.41282,-0.14418,-0.14742,10.31681,28.96245,1.24123,-0.00244,0.021
"14","2018_Q2",41.39296875,"Up",1057196000,-840823000,216373000,-167280000,-99259000,-68021000,49093000,-43451000,-30897000,-31736000,839000,-12554000,5642000,-39166000,-33524000,8972000,-24552000,-24552000,-24552000,-24552000,1201793000,94291000,1388512000,173051000,5680341000,1241709000,4306244000,27709000,104679000,5853392000,7241904000,587883000,69500000,518383000,47139000,643338000,1278360000,2923973000,132312000,22265000,110047000,3056285000,4334645000,3395624000,-504187000,15822000,2907259000,2907259000,7241904000,-24552000,68021000,6883000,-97337000,-46985000,-21286000,-21286000,-35728999.9999998,-31825000,5668000,-37493000,-2323000,-69877000,-138148000,-138148000,5127000,-133021000,117114000,2971112000,-10481000,0.20467,0.04644,-0.02322,-0.00844999999999999,-0.00339,0.42689,1.08617,1.49097,0.41027,-0.23506,-0.23506,10.12165,27.83424,-0.10035,-0.00408,-0.00174
"15","2018_Q3",48.9630158730159,"Up",1072530000,-847465000,225065000,-167720000,-100218000,-67502000,57345000,762000,-31239000,-32894000,1655000,32001000,58107000,-28500000,29607000,-16047000,13560000,13560000,13560000,13560000,1245545000,82964000,1417073000,163500000,5592627000,1182571000,4275485000,32813000,101758000,5756127000,7173200000,588456000,85810000,502646000,52701000,719932000,1361089000,2848562000,140877000,32557000,108320000,2989439000,4350528000,3372345000,-494609000,-55064000,2822672000,2822672000,7173200000,13560000,67502000,-11141000,42238000,112159000,-11300000,-11300000,-70634000,-35702000,1790000,-37492000,-3481000,-109817000,-8958000,-8958000,-6278000,-15236000,124847000,2901263000,171832000,0.20984,0.05347,0.01264,0.0048,0.00189,12.67198,1.04113,1.54128,0.40446,0.13178,0.13038,10.42313,27.43148,1.66991,0.00231,0.0293
"16","2018_Q4",46.4638095238095,"Down",1114918000,-872214000,242704000,-164977000,-96943000,-68034000,77727000,-36439000,-32093000,-33097000,1004000,-4346000,41288000,-39699000,1588999.99999999,-11983000,-10394000,-10394000,-10394000,-10394000,1224020000,80418000,1356422000,175128000,5678143000,1189665000,4352825000,32702000,102951000,5853271000,7209693000,609429000,82204000,527225000,78653000,709027000,1397109000,2797199000,182357000,58612000,123745000,2979556000,4376665000,3391766000,-505003000,-53735000,2833028000,2833028000,7209693000,-10394000,68034000,21867000,46319000,125826000,-10377000,-101267000,-77097000,10584000,10584000,0,-469999.999999998,-66983000,-42424000,-42424000,3309000,-39115000,145761000,2875852000,193686000,0.21769,0.06972,-0.00932000000000001,-0.00367,-0.00144,-18.6344,0.97088,1.54487,0.39889,-0.1009,-0.1009,10.82319,27.50192,1.88023,-0.00176,0.03288
"17","2019_Q1",48.4798360655738,"Up",1145472000,-873808000,271664000,-180013000,-109885000,-70128000,91651000,-19643000,-32786000,-32974000,188000,13143000,72008000,-12422000,59586000,-13916000,45670000,45670000,45670000,45670000,1336030000,79299000,1491962000,183486000,5579461000,1133612000,4333159000,9317000,103373000,5762947000,7254909000,662151000,98624000,563527000,63906000,777141000,1503198000,2763778000,131789000,25120000,106669000,2895567000,4398765000,3403672000,-459333000,-88195000,2856144000,2856144000,7254909000,45670000,70128000,-8386000,5036000,112448000,-11632000,-11632000,-40848000,3779000,3779000,0,-35610000,-72679000,28137000,28137000,-6809000,21328000,161779000,2827684000,169099000,0.23716,0.08001,0.03987,0.01599,0.0063,3.70263,0.99253,1.54011,0.38976,0.44213,0.42548,11.08922,27.65009,1.63703,0.00785,0.02908
"18","2019_Q2",46.5634920634921,"Down",1119006000,-886802000,232204000,-174317000,-113117000,-61200000,57887000,-42049000,-33128000,-34630000,1502000,-8921000,15838000,-35426000,-19588000,-10416000,-30004000,-30004000,-30004000,-30004000,1299839000,78179000,1407760000,175990000,5803780000,1096619000,4344744000,9153000,353264000,5979770000,7387530000,629799000,94278000,535521000,40600000,713313000,1383712000,3049707000,115741000,26823000,88918000,3165448000,4549160000,3403991000,-493814000,-71807000,2838370000,2838370000,7387530000,-30004000,61200000,21472000,-65974000,-13306000,-11445000,-11445000,-7715000,-6892000,19724000,-26616000,-11731000,-26338000,-51089000,-51089000,3078000,-48011000,119087000,3090307000,52084000,0.20751,0.05173,-0.02681,-0.01057,-0.00406,-1.7359,1.01738,1.60274,0.41831,-0.29027,-0.29027,10.82577,27.45968,0.50388,-0.00496,0.00862
"19","2019_Q3",51.3178125,"Up",1166827000,-917529000,249298000,-171628000,-110879000,-60749000,77670000,-24557000,-32130000,-34263000,2133000,7573000,53113000,-19536000,33577000,-22285000,11292000,11292000,11292000,11292000,1359494000,71985000,1466750000,187747000,5742484000,1051065000,4336355000,9111000,345953000,5930231000,7396981000,698258000,128812000,569446000,245339000,710905000,1654502000,2791936000,126644000,33223000,93421000,2918580000,4573082000,3405424000,-488837000,-92688000,2823899000,2823899000,7396981000,11292000,60749000,19770000,5009000,96820000,-16621000,-19621000,-54103000,-18402000,4653000,-23055000,-1072000,-73577000,3622000,3622000,-4287000,-665000,138419000,3037275000,149092000,0.21365,0.06657,0.00968,0.004,0.00153,13.20333,0.88652,1.61942,0.41061,0.10889,0.10889,11.25206,27.23169,1.43774,0.00189,0.0249
"20","2019_Q4",53.75625,"Up",1177028000,-913674000,263354000,-170001000,-109864000,-60137000,93353000,531999.999999993,-30181000,-26546000,-3635000,30713000,93885000,-23910000,69975000,-11055000,58920000,58920000,58920000,58920000,1363308000,68219000,1492512000,201122000,5683679000,1004576000,4322183000,5502000,351418000,5884801000,7377313000,670733000,82838000,587895000,77085000,703916000,1451734000,2938986000,119077000,33500000,85577000,3058063000,4509797000,3426864000,-432313000,-127035000,2867516000,2867516000,7377313000,58920000,60137000,12532000,-57170000,74419000,-22579000,-28806000,-29752000,8253000,15298000,-7045000,-2471000,-23970000,21643000,21643000,305000,21948000,153490000,3016071000,84796000,0.22374,0.07931,0.05006,0.02055,0.00799,1.43917,1.02809,1.57272,0.40883,0.56875,0.54769,11.36182,27.68006,0.81853,0.00982,0.01413
"21","2020_Q1",58.4704838709677,"Up",1212954000,-927900000,285054000,-234075000,-173696000,-60379000,50979000,-80366000,-26839000,-34381000,7542000,-53527000,-29387000,47132000,17745000,73305000,91050000,91050000,91050000,91050000,1562164000,94834000,1562164000,203926000,5687705000,973081000,4350380000,37012000,327232000,5891631000,7453795000,705597000,136686000,568911000,113957000,696907000,1516461000,2805652000,102028000,11101000,90927000,2907680000,4424141000,3442510000,-341263000,-71593000,3029654000,3029654000,7453795000,91050000,60379000,-15956000,25075000,160548000,-13328000,-21789000,-77063000,647000,647000,0,-15168000,-91584000,47175000,47175000,-12690000,34485000,111358000,2919609000,49800000,0.23501,0.04203,0.07506,0.03005,0.01222,0.54695,1.03014,1.46028,0.39169,0.87706,0.86404,11.68403,29.18376,0.47971,0.01505,0.00823
"22","2020_Q2",53.7436507936508,"Down",1163355000,-924014000,239341000,-181654000,-125547000,-56107000,57687000,-7191999.99999999,-26122000,-26458000,336000,18930000,50495000,-8720000,41775000,-8201000,33574000,33574000,33574000,33574000,1438577000,97929000,1774537000,195620000,5620135000,925389000,4323436000,34239000,337071000,5815755000,7590292000,616663000,112312000,504351000,134674000,689672000,1441009000,3079174000,92187000,8989000,83198000,3171361000,4612370000,3431782000,-322749000,-131111000,2977922000,2977922000,7590292000,33574000,56107000,6417999.99999999,-134706000,-38607000,-11870000,-18620000,3e+08,-19671000,12358000,-32029000,-50411000,229918000,172691000,172691000,-420000,172271000,113794000,3213848000,-24581000,0.20573,0.04959,0.02886,0.01127,0.00442,-0.732139999999996,1.23145,1.54886,0.42342,0.32201,0.31781,11.15768,28.56109,-0.23576,0.00534,-0.00391
"23","2020_Q3",59.5446875,"Up",1013399000,-805892000,207507000,-164365000,-108344000,-56021000,43142000,-27323000,-21562000,-21684000,122000,-5761000,15819000,-8171000,7648000,-3737000,3911000,3911000,3911000,3911000,1254369000,80348000,1597399000,197074000,5612658000,913375000,4323229000,34312000,341742000,5809732000,7407131000,624844000,92488000,532356000,143897000,657980000,1426721000,2888920000,91806000,9510000,82296000,2980726000,4407447000,3447894000,-318838000,-129372000,2999684000,2999684000,7407131000,3911000,56021000,19901000,113939000,193772000,-18208000,-18660000,-169375000,426000,426000,0,-4731000,-173680000,1432000,1432000,5638000,7070000,99163000,3032817000,198631000,0.20476,0.04257,0.00386,0.0013,0.00053,50.78778,1.11963,1.4693,0.40945,0.03753,0.03717,9.72561,28.78803,1.90627,0.00064,0.03243
"24","2020_Q4",62.34453125,"Up",1099004000,-820228000,278776000,-173499000,-118051000,-55448000,105277000,-31038000,-20442000,-20316000,-126000,-10596000,74239000,-6869000,67370000,-3954000,63416000,63416000,63416000,63416000,1595713000,82315000,1595713000,196258000,5592760000,882485000,4343354000,18256000,348665000,5789018000,7384731000,687951000,104936000,583015000,113132000,710170000,1511253000,2703467000,73533000,7931000,65602000,2.777e+09,4288253000,3455421000,-268622000,-90321000,3096478000,3096478000,7384731000,63416000,55448000,34299000,2839000,156002000,-8415000,-8072000.00000001,-219375000,-19811000,10189000,-3e+07,-5228000.00000001,-244414000,-96484000,-96484000,2350000,-94134000,160725000,2816599000,159103000,0.25366,0.09579,0.0577,0.02048,0.00859,2.50888,1.05589,1.38488,0.38141,0.60815,0.60059,10.53928,29.69474,1.52577,0.01059,0.02658
"25","2021_Q1",75.3895081967213,"Up",1140019000,-848008000,292011000,-175560000,-120784000,-54776000,116451000,-22351000,-22754000,-21655064.0544882,-249472.527054864,403000,94100000,-7235000,86865000,5021000,91886000,91886000,91886000,91886000,121058000,121058000,1738012000,216200000,6109094000,933525000,4776178000,35059000,364332000,6325294000,8063306000,724726000,113684000,611042000,59537000,793068000,1577331000,3155336000,88527000,20216000,68311000,3243863000,4821194000,3462786000,-179873000,-40801000,3242112000,3242112000,8063306000,91886000,54776000,-8574000,-23762000,114326000,-11517000,-458732000,386456000,-6527000,1595000,-8122000,-13488000,366441000,22035000,22035000,1242000,23277000,171227000,3214873000,130927000,0.25615,0.10215,0.0806,0.02834,0.0114,1.42489,1.10187,1.48705,0.3987,0.88411,0.87169,10.969,31.19485,1.25975,0.01404,0.02
"26","2021_Q2",84.4857142857143,"Up",1208745000,-945250000,263495000,-195252000,-137314000,-57938000,68243000,-13401000,-23257000,-23328000,71000,9856000,54842000,-7831000,47011000,-8287000,38724000,38724000,38724000,38724000,1409689000,110521000,1674378000,202618000,6077653000,896386000,4780179000,34964000,366124000,6280271000,7954649000,701638000,113881000,587757000,57622000,773025000,1532285000,3104004000,81483000,17043000,64440000,3185487000,4717772000,3441882000,-165831000,-39174000,3236877000,3236877000,7954649000,38724000,57938000,3949999.99999999,26476000,127088000,-11173000,-19780999.9999999,-40855999.9999999,-33701000,10804000,-44505000,-36809000,-111366000,-4058999.99999999,-4058999.99999999,-3425000,-7484000.00000001,126181000,3161626000,149771000,0.21799,0.05646,0.03204,0.01196,0.00487,3.86765,1.09273,1.45751,0.39746,0.37137,0.3672,11.59201,31.04203,1.43632,0.00598,0.02311
"27","2021_Q3",90.5175,"Up",1282611000,-992581000,290030000,-202380000,-144669000,-57711000,87650000,-30446000,-22619000,-22619000,0,-7827000,57204000,-6165000,51039000,-9134000,41905000,41905000,41905000,41905000,117240000,117240000,1748296000,203988000,6067390000,831072000,4789784000,37614000,408920000,6271378000,8019674000,733395000,107772000,625623000,60697000,802256000,1596348000,3106842000,77870000,13739000,64131000,3184712000,4781060000,3431410000,-167155000,-25641000,3238614000,3238614000,8019674000,41905000,57711000,19994000,-30903000,88707000,-11164000,-11499000,-1916000,-69338000,3678000,-73016000,-8203000,-79457000,-2249000,-2249000,-1305000,-3554000,145361000,3167539000,112428000,0.22612,0.06834,0.03267,0.01294,0.00523,2.68293,1.09518,1.47627,0.39497,0.40187,0.39737,12.30039,31.05869,1.0782,0.00646,0.01734
"28","2021_Q4",96.02671875,"Up",1348230000,-1031887000,316343000,-195778000,-139524000,-56254000,120565000,-12947000,-16774000,-19927180.0230384,-73184.61231938,3827000,107618000,-7209000,100409000,-22166000,78243000,78243000,78243000,78243000,114632000,114632000,1764199000,205479000,6247281000,880847000,4896907000,39032000,430495000,6452760000,8216959000,803946000,110347000,693599000,64422000,819903000,1688271000,3139748000,68829000,7532000,61297000,3208577000,4896848000,3457415000,-88912000,-48392000,3320111000,3320111000,8216959000,78243000,56254000,6216000,-92209000,48504000,-7580000,-228902000,3e+07,11741000,11741000,0,-6400999.99999999,35340000,-145058000,-145058000,6458000,-138600000,176819000,3204170000,99196000,0.23464,0.08942,0.05803,0.02357,0.00952,1.26779,1.04497,1.4749,0.38995,0.75289,0.74455,12.97323,31.94749,0.95451,0.01187,0.01505
"29","2022_Q1",84.5935483870968,"Down",1373384000,-1024766000,348618000,-212980000,-149258000,-63722000,135638000,-13714000,-16491000,-17006605.4692062,-51390.2078396055,2777000,121924000,-5223000,116701000,-40742000,75959000,75959000,75959000,75959000,135091000,135091000,1766456000,222657000,6247980000,854067000,4956015000,35387000,402511000,6470637000,8237093000,721976000,107535000,614441000,63685000,868455000,1654116000,3015700000,154722000,78062000,76660000,3170422000,4824538000,3475126000,-12953000,-49618000,3412555000,3412555000,8237093000,75959000,63722000,86809000,-40511000,185979000,-26924000,-80164000,-1.2e+08,1925000,1925000,0,-4019000,-122094000,-16279000,-16279000,219000,-16060000,199360000,3079385000,172667000,0.25384,0.09876,0.05531,0.02226,0.00922,2.27316,1.06792,1.41376,0.37384,0.74124,0.73123,13.40201,33.30102,1.68495,0.01143,0.02598
