"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2016_Q2",10.8021875,"Up",2.34e+08,-8.5e+07,1.49e+08,-7.7e+07,-3e+06,-7.4e+07,7.2e+07,-7e+07,-7.4e+07,4e+06,0,2e+06,0,2e+06,0,2e+06,2e+06,3e+06,5e+06,5e+06,7.6e+07,7.6e+07,8.5e+07,8.5e+07,3.4e+07,8.9e+07,2e+07,6.9e+07,2.84e+08,5.012e+09,1.584e+09,1.338e+09,1.8e+08,6.6e+07,7.375e+09,7.659e+09,7.9e+07,2.6e+07,5.3e+07,2.42e+08,6.2e+07,3.8e+07,3.83e+08,4.521e+09,1.94e+08,1.1e+08,8.4e+07,4.715e+09,5.098e+09,1.845e+09,7e+06,-4.4e+07,1.808e+09,7.53e+08,2.561e+09,7.659e+09,2e+06,7.4e+07,3.1e+07,-1.8e+07,8.9e+07,-7e+06,-7e+06,-7e+06,-1.4e+07,-2.1e+07,-4.5e+07,-5.7e+07,-1e+06,-1.03e+08,-3.5e+07,-3.5e+07,-3.5e+07,1.46e+08,4.763e+09,1.21e+08,0.63675,0.30769,0.02137,0.00195,0.00065,24.2,0.74151,1.99063,0.62188,0.07937,0.07937,3.71429,28.69841,1.92063,0.71429,0.00665,0.01609,9,32.10274,65.09722
"12","2016_Q3",12.35234375,"Up",2.83e+08,-7.7e+07,2.06e+08,-7.8e+07,-3e+06,-7.5e+07,1.28e+08,-5.2e+07,-6.8e+07,1.4e+07,2e+06,7.6e+07,-6e+06,7e+07,-1.2e+07,5.8e+07,5.8e+07,-2.6e+07,3.2e+07,3.2e+07,8.9e+07,8.9e+07,1.09e+08,1.09e+08,3.5e+07,8.6e+07,2.2e+07,6.3e+07,3.19e+08,4.947e+09,1.563e+09,1.321e+09,1.7e+08,7.2e+07,7.288e+09,7.607e+09,6e+07,2.1e+07,3.9e+07,2.51e+08,6.9e+07,3.7e+07,3.8e+08,4.465e+09,2.05e+08,1.22e+08,8.3e+07,4.67e+09,5.05e+09,1.836e+09,2.6e+07,-4.7e+07,1.815e+09,7.42e+08,2.557e+09,7.607e+09,6.4e+07,7.5e+07,2.9e+07,-3.9e+07,1.29e+08,-4e+06,-4e+06,-4e+06,-1.6e+07,-2e+07,-4.4e+07,-5.3e+07,-6e+06,-1.03e+08,6000000.00000001,6000000.00000001,6000000.00000001,2.03e+08,4.716e+09,1.72e+08,0.72792,0.4523,0.11307,0.01251,0.00421,5.375,0.83947,1.97497,0.61996,0.50794,0.43836,4.49206,28.80952,2.73016,0.69841,0.01016,0.023,1.375,22.7931,36.14844
"13","2016_Q4",11.4155555555556,"Down",2.72e+08,-7.6e+07,1.96e+08,-7.9e+07,-4e+06,-7.5e+07,1.17e+08,-5.4e+07,-7.1e+07,1.6e+07,1e+06,6.3e+07,-1.4e+07,4.9e+07,-1.3e+07,3.6e+07,3.6e+07,-3e+06,3.3e+07,3.3e+07,2e+08,2e+08,1.15e+08,1.15e+08,3.7e+07,1.79e+08,2.1e+07,1.57e+08,5.31e+08,5.711e+09,1.55e+09,1.303e+09,1.82e+08,6.5e+07,7.951e+09,8.482e+09,1.17e+08,2.3e+07,9.4e+07,2.81e+08,6.1e+07,3.2e+07,4.59e+08,5.359e+09,1.96e+08,1.07e+08,8.9e+07,5.555e+09,6.014e+09,1.859e+09,3.5e+07,-4.8e+07,1.846e+09,6.22e+08,2.468e+09,8.482e+09,5e+07,7.5e+07,2.6e+07,7.4e+07,2.25e+08,-5e+06,-5e+06,-5e+06,-1.2e+07,-9.4e+07,-3.8e+07,1.5e+08,-1.18e+08,-6e+06,1.25e+08,1.25e+08,1.25e+08,1.92e+08,5.64e+09,2.74e+08,0.72059,0.43015,0.12132,0.01337,0.00389,8.30303,1.15686,2.43679,0.66494,0.52381,0.45205,4.31746,29.30159,4.34921,0.60317,0.00855,0.033,1.15152,28.33333,46.49573
"14","2017_Q1",12.5558064516129,"Up",2.46e+08,-7e+07,1.76e+08,-8.5e+07,-6e+06,-7.9e+07,9.1e+07,-4.5e+07,-7.1e+07,2.6e+07,0,4.6e+07,-1.62e+08,-1.16e+08,2.6e+07,-9e+07,-9e+07,7.7e+07,-1.3e+07,-1.3e+07,3.22e+08,3.22e+08,9.5e+07,9.5e+07,3.9e+07,2.14e+08,2.2e+07,1.92e+08,6.7e+08,5.554e+09,1.586e+09,1.303e+09,2.16e+08,6.7e+07,8.292e+09,8.962e+09,1.09e+08,2.3e+07,8.6e+07,3.23e+08,7.3e+07,3.3e+07,5.05e+08,5.726e+09,1.32e+08,4.6e+07,8.6e+07,5.858e+09,6.363e+09,1.88e+09,-2e+06,-2.8e+07,1.85e+09,7.49e+08,2.599e+09,8.962e+09,-1.14e+08,7.9e+07,1.99e+08,-3e+07,1.34e+08,-4e+06,-4e+06,-4e+06,8e+06,4e+06,-4.6e+07,1.25e+08,-6.9e+07,1e+07,1.48e+08,1.48e+08,1.48e+08,1.7e+08,6.049e+09,1.1e+08,0.71545,0.36992,-0.05285,-0.005,-0.00145,-8.46154,1.32673,2.44825,0.67496,-0.06404,-0.07104,1.21182,9.1133,0.541869999999999,0.2266,0.00376,0.01253,-3.53846,33.68824,62.93407
"15","2017_Q2",13.184126984127,"Up",2.21e+08,-8.5e+07,1.36e+08,-8.1e+07,-4e+06,-7.7e+07,5.5e+07,-5.5e+07,-7.5e+07,1.9e+07,1e+06,0,-1.6e+07,-1.6e+07,1e+06,-1.5e+07,-1.5e+07,1.2e+07,-3e+06,-3e+06,2.13e+08,2.13e+08,8.2e+07,8.2e+07,4e+07,1.41e+08,1.9e+07,1.21e+08,4.76e+08,5.39e+09,1.56e+09,1.268e+09,2.14e+08,7.6e+07,8.104e+09,8.58e+09,8.1e+07,2.6e+07,5.5e+07,2.96e+08,7.8e+07,2.8e+07,4.55e+08,5.662e+09,1.25e+08,4e+07,8.5e+07,5.787e+09,6.242e+09,1.86e+09,-5e+06,-2.5e+07,1.83e+09,5.08e+08,2.338e+09,8.58e+09,-2e+06,7.7e+07,2.4e+07,-3.5e+07,6.4e+07,-6e+06,-6e+06,-6e+06,1.3e+07,-1.24e+08,-4.8e+07,-6.4e+07,-1e+07,-1.15e+08,-1.75e+08,-1.75e+08,-1.75e+08,1.32e+08,5.958e+09,9e+07,0.61538,0.24887,-0.01357,-0.00128,-0.00035,-30,1.04615,2.6698,0.69441,-0.03061,-0.03061,2.2551,18.67347,0.91837,0.4898,0.00534,0.01069,-16,43.52273,104.45455
"16","2017_Q3",14.1288888888889,"Up",2.88e+08,-7.7e+07,2.11e+08,-8.5e+07,-6e+06,-7.9e+07,1.26e+08,-7.3e+07,-9e+07,1.6e+07,1e+06,5.3e+07,-2999999.99999999,5e+07,-8e+06,4.2e+07,4.2e+07,-1.4e+07,2.8e+07,2.8e+07,1.81e+08,1.81e+08,1.19e+08,1.19e+08,4.1e+07,1.5e+08,2.1e+07,1.28e+08,4.91e+08,5.322e+09,1.539e+09,1.251e+09,2.07e+08,8.1e+07,8.022e+09,8.513e+09,8.3e+07,2.3e+07,6e+07,2.98e+08,5.7e+07,2.6e+07,4.38e+08,5.597e+09,1.42e+08,5.4e+07,8.8e+07,5.739e+09,6.177e+09,1.843e+09,2.3e+07,-2.8e+07,1.838e+09,4.98e+08,2.336e+09,8.513e+09,4.4e+07,7.9e+07,2.3e+07,-4.1e+07,1.05e+08,-5.4e+07,-5.4e+07,-5.4e+07,-1.2e+07,-6.6e+07,-4.9e+07,-8999999.99999996,-1.3e+07,-6.2e+07,-2.3e+07,-2.3e+07,-2.3e+07,2.05e+08,5.895e+09,1.18e+08,0.73264,0.4375,0.09722,0.01199,0.00329,4.21429,1.121,2.64426,0.69247,0.28571,0.22764,2.93878,18.7551,1.20408,0.5,0.0092,0.01409,1.75,27.87317,45.34921
"17","2017_Q4",14.7250793650794,"Up",2.69e+08,-7.9e+07,1.9e+08,-9.4e+07,-4e+06,-9e+07,9.6e+07,-4.5e+07,-7.4e+07,2.8e+07,1e+06,5.1e+07,-3e+06,4.8e+07,-8e+06,4e+07,4e+07,-1.1e+07,2.9e+07,2.9e+07,1.79e+08,1.79e+08,1.26e+08,1.26e+08,3.8e+07,1.77e+08,2.2e+07,1.55e+08,5.2e+08,5.247e+09,1.492e+09,1.234e+09,2.02e+08,5.6e+07,7.922e+09,8.442e+09,1.22e+08,2.7e+07,9.5e+07,3e+08,6.8e+07,2.3e+07,4.9e+08,5.52e+09,1.33e+08,4.3e+07,9e+07,5.653e+09,6.143e+09,1.865e+09,2.4e+07,-2.7e+07,1.862e+09,4.37e+08,2.299e+09,8.442e+09,3.1e+07,9e+07,2.9e+07,5.4e+07,2.04e+08,-4.2e+07,-4.2e+07,-4.2e+07,-6e+06,-9.3e+07,-5.2e+07,-5.2e+07,-2e+06,-8.8e+07,2.3e+07,2.3e+07,2.3e+07,1.86e+08,5.82e+09,2.06e+08,0.70632,0.35688,0.10781,0.01261,0.00344,7.10345,1.06122,2.67203,0.68941,0.29293,0.23387,2.71717,18.80808,2.08081,0.52525,0.00982,0.02496,1.7931,30.32796,58.76042
"18","2018_Q1",13.8193442622951,"Down",2.31e+08,-8.5e+07,1.46e+08,-9.3e+07,-5e+06,-8.8e+07,5.3e+07,-5.9e+07,-6.8e+07,8e+06,1e+06,-6e+06,-3.5e+07,-4.1e+07,-5.7e+07,-9.8e+07,-9.8e+07,2.8e+07,-7e+07,-7e+07,1.48e+08,1.48e+08,9.5e+07,9.5e+07,3.9e+07,2e+08,1.9e+07,1.81e+08,4.82e+08,5.41e+09,1.419e+09,1.228e+09,1.28e+08,6.2e+07,8.007e+09,8.489e+09,1.34e+08,4.6e+07,5e+07,3.39e+08,6.7e+07,1.8e+07,5.4e+08,5.659e+09,1.31e+08,3.1e+07,1e+08,5.79e+09,6.33e+09,1.844e+09,-6.9e+07,-2.8e+07,1.747e+09,4.12e+08,2.159e+09,8.489e+09,-9.7e+07,8.8e+07,8.3e+07,7e+07,1.44e+08,-8.8e+07,-8.8e+07,-8.8e+07,3e+06,-1.59e+08,-5.3e+07,5.8e+07,3e+06,8e+06,-7e+06,-7e+06,-7e+06,1.41e+08,5.998e+09,1.8e+08,0.63203,0.22944,-0.30303,-0.03242,-0.00825,-2.57143,0.89259,2.93191,0.70656,-0.69307,-1.37255,2.28713,17.29703,1.78218,0.52475,-0.00205,0.02172,-0.75714,41.48936,110.37736
"19","2018_Q2",14.05546875,"Up",2.25e+08,-8.9e+07,1.36e+08,-8.6e+07,-5e+06,-8.1e+07,5e+07,-5e+07,-5.5e+07,4e+06,1e+06,0,-5e+06,-5e+06,1e+06,-4e+06,-4e+06,2e+07,1.6e+07,1.6e+07,1.73e+08,1.73e+08,8.2e+07,8.2e+07,3.9e+07,1.31e+08,1.8e+07,1.13e+08,4.25e+08,5.34e+09,1.428e+09,1.21e+09,1.29e+08,7.3e+07,7.937e+09,8.362e+09,9.8e+07,4e+07,5.8e+07,6.98e+08,6.3e+07,9e+06,8.59e+08,5.261e+09,1.16e+08,1.7e+07,9.9e+07,5.377e+09,6.236e+09,1.828e+09,-5.3e+07,-2e+07,1.755e+09,3.71e+08,2.126e+09,8.362e+09,-29543057.0742847,8.1e+07,3.5e+07,-5.1e+07,6.5e+07,-1.8e+07,-1.8e+07,-1.8e+07,1.6e+07,-4.4e+07,-5.5e+07,-4.5e+07,3e+07,-6e+07,-3.9e+07,-3.9e+07,-3.9e+07,1.31e+08,5.959e+09,6.1e+07,0.60444,0.22222,0.07111,0.00753,0.00191,3.8125,0.49476,2.93321,0.71263,0.16,0.16,2.25,17.55,0.61,0.55,0.00866,0.00744,3.4375,44.16794,115.72
"20","2018_Q3",15.5769841269841,"Up",3.07e+08,-7.4e+07,2.33e+08,-8.8e+07,-6e+06,-8.2e+07,1.45e+08,-4.1e+07,-7.1e+07,2.9e+07,1e+06,1.04e+08,-999999.999999996,1.03e+08,-7e+06,9.6e+07,9.6e+07,-1.7e+07,7.9e+07,7.9e+07,1.3e+08,1.3e+08,1.32e+08,1.32e+08,3.9e+07,1.71e+08,2.6e+07,1.45e+08,4.72e+08,5.376e+09,1.417e+09,1.192e+09,1.2e+08,8.2e+07,7.976e+09,8.448e+09,1e+08,4e+07,6e+07,6.51e+08,5.3e+07,6e+06,8.04e+08,5.244e+09,1.13e+08,1.2e+07,1.01e+08,5.357e+09,6.161e+09,1.86e+09,2.5e+07,-1.7e+07,1.868e+09,4.19e+08,2.287e+09,8.448e+09,9.6e+07,8.2e+07,1.1e+07,-7.3e+07,1.16e+08,-2.7e+07,-2.7e+07,-2.7e+07,1.86264514923096e-09,-1.22e+08,-5.8e+07,-6.8e+07,5.9e+07,-2000000.00000001,-8e+06,-8e+06,-7999999.99999999,2.27e+08,5.895e+09,1.34e+08,0.75896,0.47231,0.25733,0.03454,0.00935,1.6962,0.58706,2.69392,0.6978,0.77451,0.62205,3.0098,18.31373,1.31373,0.56863,0.01652,0.01615,0.73418,25.39648,39.75862
"21","2018_Q4",15.4722222222222,"Down",2.92e+08,-8.4e+07,2.08e+08,-9e+07,-6e+06,-8.4e+07,1.18e+08,-4e+07,-7.4e+07,3.2e+07,2e+06,7.8e+07,-1.8e+07,6e+07,-1.1e+07,4.9e+07,4.9e+07,-2.8e+07,2.1e+07,2.1e+07,2.32e+08,2.32e+08,1.41e+08,1.41e+08,3.9e+07,1.91e+08,3.1e+07,1.6e+08,6.03e+08,5.306e+09,1.409e+09,1.177e+09,1.08e+08,9.2e+07,7.897e+09,8.5e+09,1.86e+08,9e+07,9.6e+07,8.73e+08,2.6e+07,5e+06,1.085e+09,4.928e+09,1.12e+08,9e+06,1.03e+08,5.04e+09,6.125e+09,1.936e+09,1.3e+07,-1.4e+07,1.935e+09,4.4e+08,2.375e+09,8.5e+09,4.9e+07,8.4e+07,1.6e+07,6.6e+07,2.15e+08,-1.7e+07,-1.7e+07,-1.7e+07,8e+06,-9e+06,-6.1e+07,-1e+08,-1e+06,-8.6e+07,1.2e+08,1.2e+08,1.2e+08,2.02e+08,5.801e+09,2.62e+08,0.71233,0.40411,0.07192,0.00884,0.00247,12.47619,0.55576,2.57895,0.68247,0.20192,0.20192,2.80769,18.60577,2.51923,0.58654,0.00989,0.03161,2.90476,27.56931,47.19492
"22","2019_Q1",12.6729508196721,"Down",2.29e+08,-8e+07,1.49e+08,-9.2e+07,-3e+06,-8.9e+07,5.7e+07,-9.3e+07,-1.06e+08,9e+06,4e+06,-3.6e+07,-1e+07,-4.6e+07,-4.5e+07,-9.1e+07,-9.1e+07,2.3e+07,-6.8e+07,-6.8e+07,4.07e+08,4.07e+08,1.04e+08,1.04e+08,4e+07,2.05e+08,2.9e+07,1.76e+08,7.56e+08,5.245e+09,1.327e+09,1.156e+09,5.7e+07,1.06e+08,7.744e+09,8.5e+09,1.46e+08,4.5e+07,5.7e+07,5.35e+08,2.3e+07,4e+06,7.04e+08,5.447e+09,1.25e+08,1.7e+07,1.08e+08,5.572e+09,6.276e+09,1.898e+09,-5.8e+07,-1.8e+07,1.822e+09,4.02e+08,2.224e+09,8.5e+09,-9.1e+07,8.8e+07,8.1e+07,2.4e+07,1.02e+08,-2.1e+07,-2.1e+07,-2.1e+07,1.1e+07,-1e+07,-6.4e+07,1.75e+08,-1.1e+07,1.02e+08,1.94e+08,1.94e+08,1.94e+08,1.45e+08,5.982e+09,1.93e+08,0.65066,0.24891,-0.29694,-0.03058,-0.008,-2.83824,1.07386,2.82194,0.70376,-0.61818,-0.8,2.08182,16.56364,1.75455,0.58182,-0.000480000000000001,0.02317,-0.94118,38.44828,97.80702
"23","2019_Q2",13.5038095238095,"Up",2.17e+08,-8.4e+07,1.33e+08,-9e+07,-6e+06,-8.4e+07,4.3e+07,-9.5e+07,-1.01e+08,3e+06,3e+06,-5.2e+07,-2e+06,-5.4e+07,7e+06,-4.7e+07,-4.7e+07,2.7e+07,-2e+07,-2e+07,1.17e+08,1.17e+08,9.1e+07,9.1e+07,4e+07,2.08e+08,2.7e+07,1.81e+08,4.56e+08,5.355e+09,1.5e+09,1.139e+09,6.5e+07,1.28e+08,8.009e+09,8.465e+09,1.36e+08,5.5e+07,3.5e+07,1.598e+09,5.3e+07,1.1e+07,1.787e+09,4.225e+09,3.08e+08,3.1e+07,2.77e+08,4.533e+09,6.32e+09,1.871e+09,-8e+07,-1.9e+07,1.772e+09,3.73e+08,2.145e+09,8.465e+09,-4.7e+07,8.5e+07,3.1e+07,-8e+06,6.1e+07,-1.6e+07,-1.6e+07,-1.6e+07,-6e+06,-2.6e+07,-3.9e+07,-3e+08,1.9e+07,-3.2e+08,-2.85e+08,-2.85e+08,-2.85e+08,1.28e+08,5.823e+09,9.7e+07,0.6129,0.19816,-0.09217,-0.00932,-0.00236,-4.85,0.25518,2.94639,0.68789,-0.18519,-0.18519,2.00926,16.40741,0.89815,0.36111,0.0023,0.01172,-1.95,44.57812,132.69767
"24","2019_Q3",15.33328125,"Up",2.84e+08,-7.9e+07,2.05e+08,-9.6e+07,-7e+06,-8.9e+07,1.09e+08,-1.18e+08,-1.3e+08,1.1e+07,1e+06,-9e+06,-2.1e+07,-3e+07,-4e+06,-3.4e+07,-3.4e+07,1.2e+07,-2.2e+07,-2.2e+07,9.3e+07,9.3e+07,1.26e+08,1.26e+08,4.9e+07,2.3e+08,2.6e+07,2.04e+08,4.98e+08,5.602e+09,1.466e+09,1.121e+09,6.2e+07,1e+08,8.233e+09,8.731e+09,1.47e+08,6.2e+07,4.2e+07,1.914e+09,6.6e+07,1.3e+07,2.127e+09,4.192e+09,3.58e+08,6.6e+07,2.92e+08,4.55e+09,6.677e+09,1.853e+09,-1.05e+08,-1.6e+07,1.732e+09,3.22e+08,2.054e+09,8.731e+09,-3.6e+07,9.1e+07,4.9e+07,-1.5e+07,8.9e+07,-8e+07,-8e+07,-8e+07,-3e+06,-1.85e+08,-3.8e+07,1.77e+08,-4.5e+07,9.4e+07,-2e+06,-2e+06,-2e+06,2e+08,6.106e+09,1.09e+08,0.72183,0.3838,-0.07746,-0.01071,-0.00252,-4.95455,0.23413,3.25073,0.69935,-0.2037,-0.2037,2.62963,16.03704,1.00926,0.35185,0.00188,0.0128,-1.72727,30.065,55.16514
"25","2019_Q4",16.94875,"Up",2.96e+08,-8.2e+07,2.14e+08,-1.23e+08,-7e+06,-1.16e+08,9.1e+07,-6.6e+07,-1.06e+08,3.8e+07,2e+06,2.5e+07,-3e+06,2.2e+07,1.1e+07,3.3e+07,3.3e+07,4e+06,3.7e+07,3.7e+07,1.48e+08,1.48e+08,1.41e+08,1.41e+08,4.3e+07,2.87e+08,3.4e+07,2.52e+08,6.19e+08,5.562e+09,1.476e+09,1.103e+09,7.3e+07,1.09e+08,8.219e+09,8.838e+09,2.03e+08,5.4e+07,1e+08,1.965e+09,7.8e+07,1.5e+07,2.246e+09,4.143e+09,4.03e+08,9.5e+07,3.08e+08,4.546e+09,6.792e+09,1.831e+09,-6.6e+07,-1.7e+07,1.748e+09,2.98e+08,2.046e+09,8.838e+09,3.5e+07,1.13e+08,-4e+06,8e+07,2.24e+08,-1.04e+08,-1.04e+08,-1.04e+08,1.5e+07,-8.9e+07,-3.9e+07,9e+06,-4e+06,-3.4e+07,1.01e+08,1.01e+08,1.01e+08,2.04e+08,6.108e+09,1.69e+08,0.72297,0.30743,0.125,0.01808,0.00419,4.56757,0.2756,3.31965,0.69111,0.34259,0.34259,2.74074,16.18519,1.56481,0.36111,0.00888,0.01975,1.05405,29.21569,65.49451
"26","2020_Q1",18.4016129032258,"Up",2.35e+08,-9.2e+07,1.43e+08,-1.21e+08,-9e+06,-1.12e+08,2.2e+07,-3.3e+07,-6.7e+07,3.1e+07,3e+06,-1.1e+07,-3.1e+07,-4.2e+07,-6e+06,-4.8e+07,-4.8e+07,4.2e+07,-6000000.00000001,-6000000.00000001,1.55e+08,1.55e+08,1.16e+08,1.16e+08,4e+07,2.97e+08,3.3e+07,2.64e+08,6.08e+08,6.063e+09,1.846e+09,1.428e+09,9.2e+07,1.03e+08,9.092e+09,9.7e+09,2.17e+08,1.05e+08,7.1e+07,1.824e+09,1.6e+07,1.6e+07,2.057e+09,4.956e+09,4.24e+08,7.6e+07,3.48e+08,5.38e+09,7.437e+09,1.937e+09,-7.2e+07,-1.5e+07,1.85e+09,4.13e+08,2.263e+09,9.7e+09,-4.8e+07,1.12e+08,1.05e+08,-6.6e+07,1.03e+08,-8e+06,-2.8e+07,-2.8e+07,3.7e+07,-1.68e+08,-3.9e+07,-1.55e+08,1.79e+08,8.5e+07,2e+07,2e+07,2e+07,1.34e+08,6.78e+09,6.6e+07,0.60851,0.09362,-0.02553,-0.00265,-0.000619999999999999,-11,0.29558,3.28635,0.69897,-0.05357,-0.05357,2.09821,16.51786,0.58929,0.34821,0.00349,0.00697,-6.5,49.4403,301.13636
"27","2020_Q2",18.8966666666667,"Up",2.58e+08,-9.3e+07,1.65e+08,-1.11e+08,-9e+06,-1.02e+08,5.4e+07,-1.78e+08,-1.67e+08,-1.3e+07,2e+06,-1.24e+08,-5e+06,-1.29e+08,2.2e+07,-1.07e+08,-1.07e+08,7.8e+07,-2.9e+07,-2.9e+07,1.1e+08,1.1e+08,9.9e+07,9.9e+07,4.1e+07,3.04e+08,3.3e+07,2.71e+08,5.54e+08,6.001e+09,1.851e+09,1.406e+09,1.16e+08,1.08e+08,9.001e+09,9.555e+09,1.69e+08,7e+07,3.9e+07,1.48e+09,6.5e+07,3.8e+07,1.714e+09,5.081e+09,4.96e+08,1.51e+08,3.45e+08,5.577e+09,7.291e+09,1.923e+09,-1.01e+08,-2.1e+07,1.801e+09,4.63e+08,2.264e+09,9.555e+09,-1.07e+08,1.24e+08,9e+07,-2.3e+07,8.4e+07,-2.5e+07,-4e+07,-4e+07,1.5e+07,-1.7e+07,-4.2e+07,-2.26e+08,1.54e+08,-1.04e+08,-3.7e+07,-3.7e+07,-3.7e+07,1.78e+08,6.561e+09,1.08e+08,0.63953,0.2093,-0.1124,-0.01281,-0.00304,-3.72414,0.32322,3.22041,0.68666,-0.25439,-0.25439,2.26316,15.79825,0.94737,0.36842,0.00139,0.01159,-1.44828,36.24157,119.46296
"28","2020_Q3",22.2890625,"Up",3.29e+08,-8.7e+07,2.42e+08,-1.11e+08,-1.2e+07,-9.9e+07,1.31e+08,-7.7e+07,-9.3e+07,1.6e+07,0,5.4e+07,4.8e+07,1.02e+08,-2.6e+07,7.6e+07,7.6e+07,-2.9e+07,4.7e+07,4.7e+07,1.75e+08,1.75e+08,1.61e+08,1.61e+08,4.1e+07,2.77e+08,3.6e+07,2.41e+08,6.54e+08,6.256e+09,1.855e+09,1.393e+09,9.5e+07,1.1e+08,9.082e+09,9.736e+09,1.36e+08,4.1e+07,4e+07,3.57e+08,6.2e+07,4.1e+07,5.55e+08,6.377e+09,5.72e+08,1.92e+08,3.8e+08,6.949e+09,7.504e+09,1.935e+09,-5.4e+07,-1.9e+07,1.862e+09,3.7e+08,2.232e+09,9.736e+09,7.6e+07,1.22e+08,-1.8e+07,-8e+07,1e+08,3.2e+07,-4.3e+07,-4.3e+07,1.1e+07,5.7e+07,-4.2e+07,-3.5e+07,-7.2e+07,-1.21e+08,3.6e+07,3.6e+07,3.6e+07,2.53e+08,6.734e+09,2.31e+08,0.73556,0.39818,0.14286,0.02106,0.00483,4.91489,1.17838,3.36201,0.69166,0.41228,0.41228,2.88596,16.33333,2.02632,0.36842,0.00933,0.02422,0.89362,25.9249,50.0687
"29","2020_Q4",27.4221875,"Up",3.32e+08,-9.5e+07,2.37e+08,-1.11e+08,-9e+06,-1.02e+08,1.26e+08,-6.6e+07,-8.5e+07,1.9e+07,0,6e+07,-9e+06,5.1e+07,-9e+06,4.2e+07,4.2e+07,-1e+07,3.2e+07,3.2e+07,3.59e+08,3.59e+08,1.56e+08,1.56e+08,4.2e+07,2.16e+08,3.8e+07,1.78e+08,7.73e+08,6.165e+09,1.786e+09,1.371e+09,8.4e+07,7.5e+07,8.952e+09,9.725e+09,1.83e+08,4.6e+07,8.9e+07,3.61e+08,5.8e+07,3.6e+07,6.02e+08,6.357e+09,5.29e+08,1.5e+08,3.79e+08,6.886e+09,7.488e+09,1.919e+09,-2.2e+07,-1.5e+07,1.882e+09,3.55e+08,2.237e+09,9.725e+09,4.2e+07,1.24e+08,-6.1e+07,1.52e+08,2.57e+08,-1.2e+07,-1.2e+07,-1.2e+07,3.2e+07,-6e+07,-6.3e+07,-1.8e+07,-1.5e+07,-7.6e+07,1.21e+08,1.21e+08,1.21e+08,2.5e+08,6.718e+09,3.99e+08,0.71386,0.37952,0.09639,0.0143,0.00329,12.46875,1.28405,3.34734,0.6908,0.2735,0.2735,2.83761,16.08547,3.41026,0.53846,0.01002,0.04207,1.96875,25.436,50.46825
