"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"32","2018_Q3",5.09777777777778,"Down",26098000,-16337000,9761000,-9696000,-4712000,-4984000,65000,198000.000000002,198000,-365000,-166999.999999998,-167000,-167000,-167000,33800000,13731000,20069000,24691000,33036000,2434000,2434000,93961000,11079000,4279000,2942000,1746000,18300000,112261000,20581000,5218000,15363000,10552000,10552000,31133000,2542000,2542000,2542000,33675000,180449000,-73818000,444000,78586000,78586000,112261000,-167000,1514000,1212000,-2846000,-287000.000000001,-783000,-932000,-1715000,52999.9999999995,53000.0000000005,-428000,-2430000,-2430000,-145000,-2575000,1579000,0,-1685000,0.37401,0.00248999999999999,-0.00640000000000002,-0.00212999999999999,-0.00148999999999999,10.08982,3.01805,0.42851,0,-0.00743999999999992,-0.00744000000000006,1.16193,3.49878,-0.07502,-0.00205999999999998,-0.02077,-21.40595,-520
"33","2018_Q4",4.7568253968254,"Down",19466000,-11980000,7486000,-8579000,-4841000,-3738000,-1093000,-907000,-907000,-192000,-1099000,-1099000,-1099000,-1099000,38928000,21753000,17175000,18835000,34679000,2610000,2610000,95052000,11046000,5164000,3355000,2313000,19565000,114617000,21223000,5956000,15267000,11616000,11616000,32839000,2436000,2436000,2436000,35275000,182377000,-74917000,371000,79342000,79342000,114617000,-1099000,1030000,827000,5640000,6398000,-844000,2047000,1203000,1081000,1081000,1076000,8677000,8677000,-86000,8591000,-63000,0,4925000,0.38457,-0.05615,-0.05646,-0.01385,-0.00959,-4.48135,2.89449,0.44459,0,-0.04837,-0.04837,0.85682,3.49232,0.21678,-0.01344,0.06022,617.90476,35.61574
"34","2019_Q1",5.76,"Up",31576000,-21004000,10572000,-8779000,-4806000,-3973000,1793000,1845000,2090000,7893000,9983000,9983000,9983000,9983000,34791000,18715000,16076000,27717000,30597000,2528000,2528000,95633000,11198000,4372000,10867000,9978000,26437000,122070000,15694000,6053000,9641000,14314000,14314000,30008000,2438000,2438000,2438000,32446000,183227000,-64934000,378000,89624000,89624000,122070000,9983000,1027000,-7233000,-7557000,-3780000,-1025000,1932000,907000,-549000,9000,-561000,-3434000,-3434000,-4000,-3438000,2820000,0,-13655000,0.33481,0.05678,0.31616,0.11139,0.08178,-1.36783,3.18692,0.36202,0,0.43806,0.41033,1.38558,3.93277,-0.59919,0.10844,-0.14832,-12.3372300000001,-19.4037899999999
"35","2019_Q2",5.23396825396825,"Down",24827000,-17588000,7239000,-9238000,-5252000,-3986000,-1999000,-1999000,-1839000,-553000,-2392000,-2392000,-2392000,-2392000,35301000,23537000,11764000,19996000,30329000,2173000,2173000,87799000,10550000,5394000,21550000,20815000,37494000,125293000,12651000,4867000,7784000,12904000,12904000,25555000,10651000,10651000,10651000,36206000,184976000,-67326000,484000,89087000,89087000,125293000,-2392000,1036000,1039000,1286000,969000,-371000,3351000,2980000,1021000,1021000,895000,4844000,4844000,63000,4907000,-963000,0,505000,0.29158,-0.08052,-0.09635,-0.02685,-0.01909,-0.21112,3.43569,0.40641,0,-0.10466,-0.10466,1.08628,3.89792,0.0221,-0.02398,0.00506,36.65732,17.65933
"36","2019_Q3",4.985625,"Down",22314000,-13956000,8358000,-9284000,-5853000,-3431000,-926000,-926000,-764000,-418000,-1182000,-1182000,-1182000,-1182000,36842000,23531000,13311000,18317000,32590000,1997000,1997000,89746000,11055000,2437000,20641000,20060000,34133000,123879000,15029000,5708000,9321000,10402000,10402000,25431000,10101000,10101000,10101000,35532000,185489000,-68508000,455000,88347000,88347000,123879000,-1182000,884000,846999.999999999,-510000,38999.9999999991,-1027000,1460000,433000,-41999.9999999995,4.65661287307739e-10,-414000,58000,58000,-63000,-5000,-41999.9999999991,0,-1161000,0.37456,-0.0415,-0.0529700000000001,-0.01338,-0.00954,0.98223,3.529,0.40219,0,-0.05141,-0.05141,0.97055,3.84268,-0.0505000000000001,-0.01201,-0.01179,877.19048,39.78618
"37","2019_Q4",5.85078125,"Up",26300000,-17522000,8778000,-9211000,-5615000,-3596000,-433000,-433000,-307000,-173000,-480000,-480000,-480000,-480000,30299000,14997000,15302000,24884000,29851000,1872000,1872000,86906000,11980000,5447000,19951000,19523000,37378000,124284000,14452000,5544000,8908000,11134000,11134000,25586000,9512000,9512000,9512000,35098000,186961000,-68988000,371000,89186000,89186000,124284000,-480000,858000,727000,-3246000,-2141000,-1881000,-4977000,-6858000,680000,749000,652000,-8347000,-8347000,-87000,-8434000,425000,0,-4529000,0.33376,-0.01646,-0.01825,-0.00538,-0.00386,9.43542,3.39662,0.39354,0,-0.02075,-0.02075,1.13705,3.85586,-0.19581,-0.00486,-0.04589,-71.29176,69.9746
"38","2020_Q1",5.99177419354839,"Up",35444000,-18951000,16493000,-9210000,-5914000,-3296000,7283000,7865000,7417000,-2215000,5202000,5202000,5202000,5202000,36487000,19767000,16720000,28619000,24907000,1504000,1504000,91517000,11598000,5537000,17670000,17670000,34805000,126322000,14280000,4199000,10081000,6531000,6531000,20811000,9718000,9718000,9718000,30529000,188313000,-63786000,424000,95793000,95793000,126322000,5202000,813000,2036000,-1973000,6078000,-828000,-1498000,-2326000,495000,495000,387000,4139000,4139000,63000,4202000,8096000,0,7510000,0.46533,0.20548,0.14677,0.0543,0.04118,1.44368,4.39753,0.3187,0,0.22349,0.21334,1.52277,4.11553,0.32265,0.0493,0.07118,-4.50678999999984,-5.00989
"39","2020_Q2",5.2015873015873,"Down",18840000,-10684000,8156000,-9256000,-5972000,-3284000,-1100000,-958000,-958000,-266000,-1224000,-1224000,-1224000,-1224000,37891000,21450000,16441000,23021000,27208000,1897000,1897000,90017000,12038000,4549000,16775000,16655000,33362000,123379000,11428000,4747000,6681000,7310000,7310000,18738000,8972000,8972000,8972000,27710000,189899000,-65010000,331000,95669000,95669000,123379000,-1224000,858000,693000,786000,1113000,-1145000,1288000,143000,557000,950000,521000,1777000,1777000,-94000,1683000,-242000,0,-335000,0.43291,-0.05839,-0.06497,-0.01279,-0.00992,0.27369,4.80398,0.28964,0,-0.05212,-0.05212,0.80228,4.07397,-0.01427,-0.0117,-0.0032,156.57438,34.44636
"40","2020_Q3",5.76828125,"Up",28842000,-17421000,11421000,-9316000,-5609000,-3707000,2105000,2167000,2167000,-643000,1524000,1524000,1524000,1524000,38379000,23944000,14435000,28957000,22210000,1853000,1853000,91399000,11897000,5604000,15929000,15915000,33430000,124829000,15367000,5135000,10232000,3142000,3142000,18509000,8665000,8665000,8665000,27174000,190290000,-63486000,402000,97655000,97655000,124829000,1524000,939000,893000,-934000,2422000,-692000,1009000,317000,44000.0000000001,44000,-265000,2474000,2474000,20000,2494000,3044000,0,2061000,0.39599,0.07298,0.05284,0.01561,0.01221,1.35236,4.93808,0.27827,0,0.06468,0.0624,1.22414,4.14477,0.08748,0.01433,0.01938,-12.60808,-18.2323
"41","2020_Q4",6.0153125,"Up",21566000,-12267000,9299000,-9448000,-5845000,-3603000,-149000,-141000,-141000,-216000,-357000,-357000,-357000,-357000,45587000,27245000,18342000,23221000,23638000,2031000,2031000,94477000,11552000,3074000,15266000,15266000,29892000,124369000,13230000,4463000,8767000,3827000,3827000,17057000,8204000,8204000,8204000,25261000,1.92e+08,-63843000,502000,99108000,99108000,124369000,-357000,848000,883000,2862000,4236000,-492000,-1418000,-1910000,871000,871000,852000,3178000,3178000,123000,3301000,699000,0,3285000,0.43119,-0.00691,-0.01655,-0.0036,-0.00287,-9.20168,5.5389,0.25488,0,-0.01502,-0.01558,0.90724,4.16928,0.13819,-0.00333,0.03061,-65.21745,305.95302
"42","2021_Q1",6.67475409836066,"Up",-17120000,10661000,-6459000,-3277000,-666000.000000001,-2611000,-9736000,-9792000,-9792000,-586000,-10378000,1113000,1113000,1113000,44180000,29341000,14839000,28646000,21689000,1893000,1893000,96408000,11004000,5388000,14438000,8952000,30830000,127238000,15536000,4259000,11277000,2886000,2886000,18422000,7260000,7260000,7260000,25682000,193197000,-62730000,640000,101556000,101556000,127238000,1113000,835000,1563000,-2432000,1079000,-283000,1134000,851000,32000.0000000001,31999.9999999998,-5999.99999999988,1924000,1924000,172000,2096000,-8901000,0,-11030000,0.37728,0.56869,-0.06501,0.01096,0.00875,-9.91015,5.23331,0.25289,0,0.04665,0.04316,-0.71749,4.25615,-0.46226,0.01023,-0.10136,4.96348999999999,4.53779999999995
"43","2021_Q2",6.5,"Down",9238000,-7104000,2134000,-7699000,-4334000,-3365000,-5565000,-5536000,-5536000,-32000,-5568000,-6504000,-6504000,-6504000,48893000,32816000,16077000,18229000,20501000,1789000,1789000,89412000,10456000,3919000,13854000,13854000,28229000,117641000,11051000,2765000,8286000,2955000,2955000,14006000,6480000,6480000,6480000,20486000,195388000,-69234000,552000,97155000,97155000,117641000,-6504000,791000,846000,7399000,2532000,-243000,178000,-65000,1096000,1096000,1076000,3543000,3543000,-68000,3475000,-4774000,0,2414000,0.231,-0.6024,-0.70405,-0.06694,-0.05529,-0.37116,6.38384,0.21086,0,-0.27063,-0.27063,0.38439,4.04257,0.10045,-0.06276,0.02329,10.24152,8.7858
"44","2021_Q3",5.4778125,"Down",5369000,-4363000,1006000,-7315000,-4197000,-3118000,-6309000,-6288000,-6288000,164000,-6124000,-6126000,-6126000,-6126000,48661000,32856000,15805000,14356000,20524000,1691000,1691000,85232000,9683000,4679000,13475000,13475000,27837000,113069000,12645000,3890000,8755000,2981000,2981000,15626000,5695000,5695000,5695000,21321000,196088000,-75360000,571000,91748000,91748000,113069000,-6126000,895000,770000.000000001,5293000,832000,-122000,-526000,-648000,340000,340000,-172000,12000,12000,28000,40000,-5414000,0,-406999.999999998,0.18737,-1.17508,-1.14099,-0.06677,-0.05418,0.0664399999999998,5.4545,0.23239,0,-0.2549,-0.2549,0.2234,3.81758,-0.0169399999999999,-0.06287,-0.00417999999999998,8.98799,7.71295
"45","2021_Q4",4.744375,"Down",7998000,-4648000,3350000,-7181000,-4273000,-2908000,-3831000,-3806000,-3806000,-290000,-4096000,-4233000,-4233000,-4233000,44833000,33696000,11137000,13470000,22453000,1981000,1981000,82737000,9209000,5825000,12722000,7168000,27756000,110493000,12965000,4659000,8306000,3047000,3047000,16012000,4926000,4926000,4926000,20938000,198142000,-79593000,557000,89555000,89555000,110493000,-4233000,882000,958000,-1011000,-3404000,-408000,3489000,3081000,1182000,1182000,1169000,846000,846000,-7000,839000,-2949000,0,-4078000,0.41885,-0.47899,-0.52926,-0.04727,-0.03831,0.96338,5.16719,0.2338,0,-0.17445,-0.17445,0.32961,3.69071,-0.16806,-0.0448,-0.04316,15.20278,11.70269
"46","2022_Q1",5.28161290322581,"Up",15919000,-15342000,577000,-7348000,-4563000,-2785000,-6771000,-6852000,-61193000,-417000,-61610000,-110212000,-110212000,-110212000,112949000,102728000,10221000,14261000,5791000,1827000,1827000,134828000,4759000,7427000,10755000,5306000,22941000,157769000,14490000,5320000,9170000,5226000,5226000,19716000,4038000,4038000,4038000,23754000,199098000,-36110000,578000,134015000,134015000,157769000,43483000,888000,-51995000,7942000,318000,-425000,-738999.999999999,68836000,13999.9999999998,14000,-175000,68979000,68979000,53000,69032000,-4814461.88360815,0,-4345084.38193363,0.320003935994821,-1.05664182888381,-1.11988854584588,-0.0561419455319238,-0.045273672656627,0.848720250004092,6.83851,0.17725,0,-0.256047731621411,-0.255962496744515,0.303170628359028,5.2985,-0.178845565926799,-0.0542330308814565,-0.0418295314887718,12.8182914021071,12.9243481749594
"47","2022_Q2",5.09387096774194,"Down",4445000,-3722000,723000,-8409000,-4249000,-4160000,-7686000,-7694000,-7694000,-26000,-7720000,-7855000,-7855000,-7855000,106975000,98034000,8941000,17054000,8908000,1778000,1778000,134715000,3372000,9407000,10158000,4752000,22937000,157652000,10205000,3915000,6290000,18508000,18508000,28713000,3124000,3124000,3124000,31837000,198960000,-43965000,371000,125815000,125815000,157652000,-7855000,445000,230000,3130000,-4050000,-618000,-891000,-1509000,1033000,1033000,898000,-4661000,-4661000,-33000,-4694000,-7241000,0,-4703000,0.16265,-1.72913,-1.76715,-0.06243,-0.04982,0.59873,4.69178,0.25305,0,-0.31936,-0.31936,0.18072,5.11526,-0.19121,-0.06092,-0.03647,14.77351,13.91816
"48","2022_Q3",4.841875,"Down",9307000,-4821000,4486000,-6884000,-4016000,-2868000,-2398000,-2080000,-2080000.00000001,-5e+05,-2580000.00000001,-2818000,-2818000,-2818000,84837000,53669000,31168000,30321000,11771000,1532000,1532000,128461000,3311000,24565000,9314000,4296000,37190000,165651000,10193000,3609000,6584000,27959000,27959000,38152000,2339000,2339000,2339000,40491000,201503000,-46783000,-9000,125160000,125160000,165651000,-2817999.99999999,331000,1554000,-6452000,-7385000,-270000,-37509000,-37779000,1178000,1178000,1018000,-44146000,-44146000,-219000,-44365000,-2067000,0,-8289000,0.482,-0.25766,-0.30278,-0.02252,-0.01701,2.94145,3.36708,0.32351,0,-0.11209,-0.11209,0.37019,4.97832,-0.3297,-0.0221,-0.06501,41.04354,35.37823
