"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","raw_materials","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","long_term_investments","long_term_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_tax_liabilities_short_term","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",72.4270967741935,"Down",5.566e+10,-3.9676e+10,1.5984e+10,-8.436e+09,-1.352e+09,-3.37e+09,-3.714e+09,7.548e+09,2.384e+09,1.274e+09,1.11e+09,9.932e+09,9.932e+09,-4.624e+09,5.308e+09,5.308e+09,-5.5e+07,5.253e+09,5.253e+09,2.1574e+10,2.1313e+10,2.61e+08,2.1464e+10,7.995e+09,7.995e+09,7.432e+09,7.424e+09,5.8465e+10,1.32752e+11,2.52276e+11,-1.19524e+11,2.6541e+10,2.3505e+10,3.036e+09,9.106e+09,4.64e+09,4.466e+09,1.68399e+11,2.26864e+11,2.9446e+10,2.2989e+10,1.267e+09,5.19e+09,2.172e+09,4.051e+09,4.051e+09,3.5669e+10,1.0164e+10,1.0065e+10,4.6809e+10,5.6973e+10,9.2642e+10,1.6972e+10,-3.2702e+10,1.54229e+11,-5.558e+09,1.32941e+11,1.281e+09,1.34222e+11,2.26864e+11,5.308e+09,3.37e+09,1.8e+07,4.55e+08,-4.37e+08,-9.66e+08,-7e+06,-9.59e+08,7.73e+09,-6.973e+09,-7.49e+09,-2.54e+08,-7.242e+09,-1.751e+09,1.299e+09,-1.2e+07,-4.64e+08,2.4e+07,2.4e+07,8e+07,1.04e+08,1.0918e+10,1.2336e+10,7.603e+09,0.28717,0.13561,0.09438,0.03914,0.02315,1.44736,1.6391,0.69021,0.05438,2.69961,2.68004,28.60461,68.32062,3.90731,0.89987,5,0.03622,0.03932,0.33333,-0.84613,-1.2239
"12","2013_Q1",77.6208333333333,"Up",5.6254e+10,-4.0232e+10,1.6022e+10,-8.344e+09,-1.182e+09,-3.554e+09,-3.608e+09,7.678e+09,4.298e+09,1.815e+09,2.483e+09,1.1976e+10,1.1976e+10,-4.679e+09,7.297e+09,7.297e+09,-5.2e+07,7.245e+09,7.245e+09,2.1205e+10,2.0939e+10,2.66e+08,2.0997e+10,6.144e+09,6.144e+09,7.374e+09,6.666e+09,5.572e+10,1.41348e+11,2.63481e+11,-1.22133e+11,2.6771e+10,2.3718e+10,3.053e+09,9.143e+09,4.64e+09,4.503e+09,1.77262e+11,2.32982e+11,2.9744e+10,2.2776e+10,1.23e+09,5.738e+09,1.27e+08,4.341e+09,4.341e+09,3.4212e+10,1.2065e+10,1.1966e+10,4.8873e+10,6.0938e+10,9.515e+10,1.7047e+10,-3.3884e+10,1.5973e+11,-6.369e+09,1.36524e+11,1.308e+09,1.37832e+11,2.32982e+11,7.297e+09,3.554e+09,-1.484e+09,5.66e+08,-2.05e+09,3.413e+09,-2.2e+07,3.435e+09,1.278e+10,-9.379e+09,-1.0486e+10,-6.97e+08,-1.0075e+10,-1.745e+09,-1.327e+09,-1.8e+07,-3.09e+09,-3.85e+08,-3.85e+08,1.1e+07,-3.74e+08,1.1232e+10,1.2192e+10,9.945e+09,0.28482,0.13649,0.12879,0.05256,0.0311,1.37267,1.62867,0.69033,0.05233,3.74196,3.70933,29.05455,70.5131,5.13648,0.90127,7,0.0452,0.05,0.24086,-0.80244,-1.17387
"13","2013_Q2",81.51234375,"Up",5.4296e+10,-3.8672e+10,1.5624e+10,-7.863e+09,-9.98e+08,-3.481e+09,-3.384e+09,7.761e+09,2.522e+09,2.284e+09,2.38e+08,1.0283e+10,1.0283e+10,-4.044e+09,6.239e+09,6.239e+09,-6.1e+07,6.178e+09,6.178e+09,1.764e+10,1.7374e+10,2.66e+08,2.1969e+10,6.664e+09,6.664e+09,8.423e+09,7.015e+09,5.4696e+10,1.45973e+11,2.71239e+11,-1.25266e+11,2.7625e+10,2.4504e+10,3.121e+09,9.116e+09,4.64e+09,4.476e+09,1.82714e+11,2.3741e+11,2.7884e+10,2.1617e+10,1.219e+09,5.048e+09,2.09e+09,4.711e+09,4.711e+09,3.4685e+10,1.2053e+10,1.196e+10,4.9186e+10,6.1239e+10,9.5924e+10,1.7155e+10,-3.4925e+10,1.64173e+11,-6.269e+09,1.40134e+11,1.352e+09,1.41486e+11,2.3741e+11,6.239e+09,3.481e+09,-2.31e+08,1.27e+08,-3.58e+08,-3.775e+09,-6.6e+07,-3.709e+09,5.714e+09,-8.116e+09,-8.192e+09,-3.43e+08,-8.459e+09,-1.735e+09,9.4e+08,-1e+07,-8.05e+08,-3.55e+09,-3.55e+09,-1.5e+07,-3.565e+09,1.1242e+10,1.4143e+10,3.395e+09,0.28776,0.14294,0.11378,0.04367,0.02602,0.54953,1.57694,0.67798,0.05957,3.20267,3.1781,28.14702,72.6454,1.75997,0.89942,3,0.03863,0.01658,0.28084,-0.31107,-0.45059
"14","2013_Q3",83.57171875,"Up",5.5307e+10,-4.0551e+10,1.4756e+10,-8.229e+09,-1.139e+09,-3.412e+09,-3.678e+09,6.527e+09,2.062e+09,1.784e+09,2.78e+08,8.589e+09,8.589e+09,-3.185e+09,5.404e+09,5.404e+09,-3.9e+07,5.365e+09,5.365e+09,2.0888e+10,2.063e+10,2.58e+08,2.0273e+10,7.423e+09,7.423e+09,7.52e+09,6.112e+09,5.6104e+10,1.50592e+11,2.79025e+11,-1.28433e+11,2.815e+10,2.5133e+10,3.017e+09,9.202e+09,4.64e+09,4.562e+09,1.87944e+11,2.44048e+11,2.8067e+10,2.1609e+10,1.278e+09,5.18e+09,1.913e+09,3.433e+09,3.433e+09,3.3413e+10,1.8051e+10,1.796e+10,4.842e+10,6.6471e+10,9.9884e+10,1.7247e+10,-3.5943e+10,1.67615e+11,-6.078e+09,1.42841e+11,1.323e+09,1.44164e+11,2.44048e+11,5.404e+09,3.412e+09,-9.58e+08,-9.5e+07,-8.63e+08,6.62e+08,1e+07,651999999.999998,8.52e+09,-8.008e+09,-8.573e+09,-5999999.99999988,-8.012e+09,-1.921e+09,4.825e+09,-6.3e+07,2.841e+09,3.349e+09,3.349e+09,-9.3e+07,3.256e+09,9.939e+09,1.9964e+10,5.778e+09,0.2668,0.11801,0.097,0.03721,0.02198,1.07698,1.67911,0.69285,0.0818,2.79225,2.77011,28.78488,74.34249,3.0072,0.9998,4,0.03428,0.02718,0.35806,-0.09297,-0.14157
"15","2013_Q4",82.87671875,"Down",5.6603e+10,-4.0888e+10,1.5715e+10,-8.78e+09,-1.197e+09,-3.658e+09,-3.925e+09,6.935e+09,1.9e+09,1.635e+09,2.65e+08,8.835e+09,8.835e+09,-3.839e+09,4.996e+09,4.996e+09,-4.6e+07,4.95e+09,4.95e+09,1.7272e+10,1.7014e+10,2.58e+08,2.1641e+10,6.893e+09,6.893e+09,7.697e+09,6.389e+09,5.3503e+10,1.56932e+11,2.8755e+11,-1.30618e+11,2.8128e+10,2.501e+10,3.118e+09,9.275e+09,4.64e+09,4.635e+09,1.94335e+11,2.47838e+11,2.9724e+10,2.3149e+10,1.295e+09,5.28e+09,5.27e+08,3.219e+09,3.219e+09,3.347e+10,1.8054e+10,1.796e+10,5.0241e+10,6.8295e+10,1.01765e+11,1.7223e+10,-3.7098e+10,1.70651e+11,-5.997e+09,1.44779e+11,1.294e+09,1.46073e+11,2.47838e+11,4.996e+09,3.658e+09,1.751e+09,9.37e+08,8.14e+08,-8.9e+07,-1.08e+08,1.9e+07,1.0316e+10,-9.391e+09,-9.607e+09,8.3e+07,-9.307e+09,-1.915e+09,-2.659e+09,-2e+07,-4.594e+09,-3.585e+09,-3.585e+09,-3.1e+07,-3.616e+09,1.0593e+10,1.8581e+10,4.952e+09,0.27764,0.12252,0.08745,0.03389,0.01997,1.0004,1.59854,0.69667,0.07497,2.58637,2.56514,29.57497,75.64677,2.58741,1.00058,4,0.03195,0.02304,0.38687,0.12357,0.18875
"16","2014_Q1",80.4468852459016,"Down",5.395e+10,-3.9212e+10,1.4738e+10,-8.748e+09,-1.176e+09,-3.635e+09,-3.937e+09,5.99e+09,2.208e+09,1.824e+09,3.84e+08,8.198e+09,8.198e+09,-3.24e+09,4.958e+09,4.958e+09,-2.8e+07,4.93e+09,4.93e+09,1.6508e+10,1.6245e+10,2.63e+08,2.1622e+10,6.38e+09,6.38e+09,5.74e+09,5.732e+09,5.025e+10,1.64829e+11,2.96433e+11,-1.31604e+11,2.8335e+10,2.5502e+10,2.833e+09,1.0339e+10,4.639e+09,5.7e+09,2.03503e+11,2.53753e+11,2.9552e+10,2.2815e+10,1.335e+09,5.402e+09,3.74e+08,3.092e+09,3.092e+09,3.3018e+10,2.0057e+10,1.996e+10,5.0251e+10,7.0308e+10,1.03326e+11,1.7305e+10,-3.829e+10,1.73677e+11,-3.579e+09,1.49113e+11,1.314e+09,1.50427e+11,2.53753e+11,4.958e+09,3.635e+09,1.32e+09,9.07e+08,4.13e+08,5.39e+08,3.47e+08,1.92e+08,1.0452e+10,-1.1327e+10,-1.1613e+10,1.496e+09,-9.831e+09,-1.903e+09,6.46e+08,-6e+06,-1.263e+09,-642000000.000001,-642000000.000001,-1.27e+08,-769000000.000001,9.625e+09,2.0431e+10,2.077e+09,0.27318,0.11103,0.09138,0.03277,0.01943,0.4213,1.5219,0.68688,0.08052,2.58968,2.57091,28.33936,78.32746,1.09103,0.99963,4,0.0309,0.00939,0.386,0.40758,0.65492
"17","2014_Q2",86.802380952381,"Up",5.0978e+10,-3.6846e+10,1.4132e+10,-8.491e+09,-9.27e+08,-4.13e+09,-3.434e+09,5.641e+09,2.287e+09,1.922e+09,3.65e+08,7.928e+09,7.928e+09,-3.407e+09,4.521e+09,4.521e+09,-9e+06,4.512e+09,4.512e+09,1.5875e+10,1.5612e+10,2.63e+08,2.0285e+10,7.472e+09,7.472e+09,6.117e+09,5.809e+09,4.9749e+10,1.69227e+11,3.04564e+11,-1.35337e+11,2.8861e+10,2.5986e+10,2.875e+09,1.0401e+10,4.639e+09,5.762e+09,2.08489e+11,2.58238e+11,2.951e+10,2.3332e+10,1.178e+09,5e+09,3.008e+09,3.134e+09,3.134e+09,3.5652e+10,2.0046e+10,1.996e+10,5.073e+10,7.0776e+10,1.06428e+11,1.7382e+10,-3.9481e+10,1.76294e+11,-3.534e+09,1.50661e+11,1.149e+09,1.5181e+11,2.58238e+11,4.521e+09,4.13e+09,-4.82e+08,2.87e+08,-7.69e+08,2.48e+08,-3.2e+07,2.8e+08,8.417e+09,-8.228e+09,-8.544e+09,-3.52e+08,-8.58e+09,-1.895e+09,1.434e+09,-2139438.32400182,-4.61e+08,-6.24e+08,-6.24e+08,-9e+06,-6.33e+08,9.771e+09,2.3054e+10,5.198e+09,0.27722,0.11066,0.08851,0.02972,0.01747,1.15204,1.39541,0.70106,0.08927,2.38096,2.36302,26.90086,79.50314,2.74296,0.99998,4,0.0284,0.02304,0.41999,0.73473,1.27265
"18","2014_Q3",89.77390625,"Up",5.5583e+10,-4.0131e+10,1.5452e+10,-8.78e+09,-1.077e+09,-3.842e+09,-3.861e+09,6.672e+09,2.355e+09,1.709e+09,6.46e+08,9.027e+09,9.027e+09,-3.337e+09,5.69e+09,5.69e+09,-2.5e+07,5.665e+09,5.665e+09,1.4227e+10,1.3959e+10,2.68e+08,2.1578e+10,7.215e+09,7.215e+09,5.9e+09,5.892e+09,4.892e+10,1.74054e+11,3.12922e+11,-1.38868e+11,2.8957e+10,2.5923e+10,3.034e+09,1.0114e+10,4.621e+09,5.493e+09,2.13125e+11,2.62045e+11,2.993e+10,2.3623e+10,1.266e+09,5.041e+09,3.498e+09,2.9e+09,2.9e+09,3.6328e+10,2.005e+10,1.996e+10,5.092e+10,7.097e+10,1.07298e+11,1.7482e+10,-4.0343e+10,1.79939e+11,-3.497e+09,1.53581e+11,1.166e+09,1.54747e+11,2.62045e+11,5.69e+09,3.842e+09,-2.28e+08,2.18e+08,-4.46e+08,-1.423e+09,-1.64e+08,-1.259e+09,7.881e+09,-7.624e+09,-8.931e+09,4.26e+08,-7.198e+09,-2.019e+09,-3.5e+08,-2e+06,-2.371e+09,-1.688e+09,-1.688e+09,3.5e+07,-1.653e+09,1.0514e+10,2.3548e+10,4.804e+09,0.278,0.12004,0.10192,0.03661,0.02162,0.84801,1.34662,0.69338,0.08986,3.00126,2.97794,29.44728,81.36556,2.54511,1.06964,5,0.03352,0.02096,0.3564,0.88653,1.39703
"19","2014_Q4",80.63484375,"Down",5.1822e+10,-3.7144e+10,1.4678e+10,-8.672e+09,-1.122e+09,-3.948e+09,-3.602e+09,6.006e+09,2.857e+09,1.912e+09,9.45e+08,8.863e+09,8.863e+09,-3.236e+09,5.627e+09,5.627e+09,-3.4e+07,5.593e+09,5.593e+09,1.4482e+10,1.4215e+10,2.67e+08,1.9974e+10,7.304e+09,7.304e+09,5.323e+09,5.315e+09,4.7083e+10,1.78096e+11,3.18752e+11,-1.40656e+11,2.9586e+10,2.6683e+10,2.903e+09,1.0666e+10,4.621e+09,6.045e+09,2.18348e+11,2.65431e+11,2.8426e+10,2.1821e+10,1.209e+09,5.396e+09,5.665e+09,2.997e+09,2.997e+09,3.7088e+10,2.0044e+10,1.996e+10,5.0992e+10,7.1036e+10,1.08124e+11,1.7559e+10,-4.15e+10,1.83519e+11,-3.438e+09,1.5614e+11,1.167e+09,1.57307e+11,2.65431e+11,5.627e+09,3.948e+09,-1.333e+09,-3.1e+07,-1.302e+09,4.38e+08,1.21e+08,3.17e+08,8.68e+09,-7.299e+09,-8.264e+09,-7.5e+07,-7.373e+09,-2.012e+09,1.009e+09,-1.6e+07,-1.019e+09,2.88e+08,2.88e+08,-3.2e+07,2.56e+08,9.954e+09,2.5709e+10,6.329e+09,0.28324,0.1159,0.10793,0.03555,0.02107,1.13159,1.26949,0.68734,0.09686,2.97355,2.94913,27.55148,83.01279,3.36485,1.06969,6,0.0325,0.02705,0.35974,1.12789,1.8693
"20","2015_Q1",76.4916393442623,"Down",4.2111e+10,-3.0835e+10,1.1276e+10,-9.869e+09,-1.368e+09,-4.873e+09,-3.628e+09,1.407e+09,3.977e+09,1.555e+09,2.422e+09,5.384e+09,5.384e+09,-1.912e+09,3.472e+09,3.472e+09,-1e+06,3.471e+09,3.471e+09,1.3207e+10,1.2785e+10,4.22e+08,1.6736e+10,6.505e+09,6.505e+09,5.784e+09,5.776e+09,4.2232e+10,1.83173e+11,3.27289e+11,-1.44116e+11,2.9729e+10,2.6912e+10,2.817e+09,1.0892e+10,4.593e+09,6.299e+09,2.23794e+11,2.66026e+11,2.5561e+10,1.9e+10,1.233e+09,5.328e+09,3.79e+09,2.575e+09,2.575e+09,3.1926e+10,2.4028e+10,2.396e+10,5.3881e+10,7.7909e+10,1.09835e+11,1.7633e+10,-4.2733e+10,1.84987e+11,-4.859e+09,1.55028e+11,1.163e+09,1.56191e+11,2.66026e+11,3.472e+09,4.873e+09,-1.907e+09,1.098e+09,-3.005e+09,5.9e+07,6.6e+07,-7e+06,6.497e+09,-6.527e+09,-9.668e+09,-65999999.9999999,-6.742e+09,-2.002e+09,8.83e+08,-2.9e+07,-1.148e+09,-1.393e+09,-1.393e+09,-3.7e+07,-1.43e+09,6.28e+09,2.7818e+10,1.724e+09,0.26777,0.03341,0.08243,0.02222,0.01305,0.49669,1.32281,0.70321,0.10457,1.85366,1.89904,22.48907,82.79155,0.92069,1.06915,4,0.02301,0.00725,0.57678,2.32659,10.38451
"21","2015_Q2",75.9638095238095,"Down",3.2315e+10,-2.2588e+10,9.727e+09,-9.065e+09,-9.44e+08,-4.411e+09,-3.71e+09,6.62e+08,2.243e+09,1.401e+09,8.42e+08,2.905e+09,2.905e+09,-3.05e+08,2.6e+09,2.6e+09,-3.3e+07,2.567e+09,2.567e+09,1.3107e+10,1.2675e+10,4.32e+08,1.5239e+10,6.837e+09,6.837e+09,6.087e+09,6.087e+09,4.127e+10,1.86123e+11,3.33824e+11,-1.47701e+11,3.1058e+10,2.8238e+10,2.82e+09,1.1153e+10,4.588e+09,6.565e+09,2.28334e+11,2.69604e+11,2.2422e+10,1.664e+10,1.175e+09,4.607e+09,3.908e+09,3.115e+09,3.115e+09,2.9445e+10,3.0025e+10,2.996e+10,5.3133e+10,8.3158e+10,1.12603e+11,1.7697e+10,-4.2671e+10,1.85557e+11,-4.78e+09,1.55803e+11,1.198e+09,1.57001e+11,2.69604e+11,2.6e+09,4.411e+09,-2.626e+09,-9.21e+08,-1.705e+09,-2.066e+09,-2.3e+07,-2.043e+09,2.319e+09,-6.654e+09,-7.602e+09,4.8e+07,-6.606e+09,-1.997e+09,6.157e+09,-7178278.28167985,4.16e+09,-1.27e+08,-1.27e+08,1.7e+07,-1.1e+08,5.073e+09,3.3933e+10,-3.342e+09,0.30101,0.02049,0.07944,0.01635,0.00952,-1.30191,1.4016,0.71721,0.12586,1.37519,1.36797,17.31172,83.46641,-1.79037,1.06983,5,0.0187,-0.01369,0.77795,4.10526,31.45921
"22","2015_Q3",61.5646875,"Down",3.6829e+10,-2.6618e+10,1.0211e+10,-1.2376e+10,-1.17e+09,-6.958e+09,-4.248e+09,-2.165e+09,3.528e+09,1.169e+09,2.359e+09,1.363e+09,1.363e+09,-7.55e+08,6.08e+08,6.08e+08,-3.7e+07,5.71e+08,5.71e+08,1.2521e+10,1.2156e+10,3.65e+08,1.6153e+10,7.116e+09,7.116e+09,4.948e+09,4.948e+09,4.0738e+10,1.85267e+11,3.36619e+11,-1.51352e+11,2.9086e+10,2.6206e+10,2.88e+09,1.1364e+10,4.588e+09,6.776e+09,2.25717e+11,2.66455e+11,2.36e+10,1.738e+10,1.196e+09,5.024e+09,2.621e+09,2.047e+09,2.047e+09,2.8268e+10,2.9289e+10,2.921e+10,5.3007e+10,8.2296e+10,1.10564e+11,1.7766e+10,-4.2575e+10,1.84129e+11,-4.651e+09,1.54669e+11,1.222e+09,1.55891e+11,2.66455e+11,6.08e+08,6.958e+09,4.6e+07,1.94e+08,-1.48e+08,-3.92e+08,-6.6e+07,-3.26e+08,7.22e+09,-3.714e+09,-7.643e+09,-6.5e+07,-3.715e+09,-1.997e+09,-1.965e+09,-2.6e+07,-3.988e+09,-4.83e+08,-4.83e+08,-3.6e+07,-5.19e+08,4.793e+09,3.191e+10,1.442e+09,0.27725,-0.05879,0.0155,0.00366,0.00214,2.52539,1.44113,0.70924,0.11976,0.30575,0.30426,19.72037,82.81871,0.77213,1.06931,5,0.01066,0.00599,3.49737,4.04527,-8.95566
"23","2015_Q4",66.79421875,"Up",3.2767e+10,-2.3039e+10,9.728e+09,-8.492e+09,-1.026e+09,-4.268e+09,-3.198e+09,1.236e+09,1.548e+09,1.195e+09,3.53e+08,2.784e+09,2.784e+09,-7.27e+08,2.057e+09,2.057e+09,-2e+07,2.037e+09,2.037e+09,1.3239e+10,1.2933e+10,3.06e+08,1.424e+10,6.864e+09,6.864e+09,5.476e+09,5.476e+09,3.9819e+10,1.87405e+11,3.40558e+11,-1.53153e+11,2.9146e+10,2.671e+10,2.436e+09,1.2079e+10,4.588e+09,7.491e+09,2.2863e+11,2.68449e+11,2.1525e+10,1.5307e+10,1.156e+09,5.062e+09,6.58e+09,2.039e+09,2.039e+09,3.0144e+10,2.9296e+10,2.921e+10,5.3071e+10,8.2367e+10,1.12511e+11,1.7846e+10,-4.2552e+10,1.84167e+11,-4.549e+09,1.54912e+11,1.026e+09,1.55938e+11,2.68449e+11,2.057e+09,4.268e+09,-3.83e+08,2.49e+08,-6.32e+08,-5.82e+08,-3e+06,-5.79e+08,5.36e+09,-6.279e+09,-6.81e+09,-5.8e+07,-6.279e+09,-1.999e+09,3.982e+09,-9.6e+07,1.887e+09,9.68e+08,9.68e+08,-1.91e+08,7.77e+08,5.504e+09,3.5876e+10,-6.3e+08,0.29688,0.03772,0.06217,0.01306,0.00759,-0.30928,1.32096,0.72151,0.13364,1.09021,1.0879,17.53705,82.90963,-0.33718,1.06987,6,0.01648,-0.00257,0.98135,4.11283,18.31472
"24","2016_Q1",65.6140983606557,"Down",2.8014e+10,-2.054e+10,7.474e+09,-1.0917e+10,-1.303e+09,-5.4e+09,-4.214e+09,-3.443e+09,1.233e+09,9.19e+08,3.14e+08,-2.21e+09,-2.21e+09,1.655e+09,-5.55e+08,-5.55e+08,-3.3e+07,-5.88e+08,-5.88e+08,1.1332e+10,1.1022e+10,3.1e+08,1.286e+10,6.334e+09,6.334e+09,3.904e+09,3.904e+09,3.443e+10,1.88396e+11,3.40277e+11,-1.51881e+11,2.9522e+10,2.711e+10,2.412e+09,1.2192e+10,4.588e+09,7.604e+09,2.3011e+11,2.6454e+11,1.9467e+10,1.3516e+10,1.118e+09,4.833e+09,4.927e+09,1.073e+09,1.073e+09,2.5467e+10,3.3622e+10,3.3542e+10,5.1565e+10,8.5187e+10,1.10654e+11,1.7922e+10,-4.2493e+10,1.81578e+11,-4.291e+09,1.52716e+11,1.17e+09,1.53886e+11,2.6454e+11,-5.55e+08,5.4e+09,-4.47e+08,-1.383e+09,9.36e+08,1.59e+08,3.3e+07,1.26e+08,4.557e+09,-7.118e+09,-7.449e+09,-9e+07,-7.208e+09,-1.999e+09,2.761e+09,-6e+06,755999999.999999,-1.895e+09,-1.895e+09,-1.6e+07,-1.911e+09,1.957e+09,3.8549e+10,-6.657e+09,0.2668,-0.1229,-0.02099,-0.00382,-0.00222,11.32143,1.35195,0.71906,0.14572,-0.31455,-0.31846,14.98604,81.69514,-3.56115,1.06936,3,0.00578,-0.02728,-3.39966,13.90751,-7.90502
"25","2016_Q2",76.289375,"Up",2.307e+10,-1.6629e+10,6.441e+09,-8.635e+09,-9.98e+08,-4.403e+09,-3.234e+09,-2.194e+09,4.83e+08,5.76e+08,-9.3e+07,-1.711e+09,-1.711e+09,1.004e+09,-7.07e+08,-7.07e+08,-1.8e+07,-7.25e+08,-7.25e+08,8.879e+09,8.562e+09,3.17e+08,1.2459e+10,6.508e+09,6.508e+09,3.867e+09,3.867e+09,3.1713e+10,1.8994e+11,3.44895e+11,-1.54955e+11,3.0002e+10,2.751e+10,2.492e+09,1.2187e+10,4.588e+09,7.599e+09,2.32129e+11,2.63842e+11,1.8729e+10,1.2696e+10,1.129e+09,4.904e+09,9.63e+09,8.03e+08,8.03e+08,2.9162e+10,3.2709e+10,3.2635e+10,5.0495e+10,8.3204e+10,1.12366e+11,1.7954e+10,-4.235e+10,1.78853e+11,-4.15e+09,1.50307e+11,1.169e+09,1.51476e+11,2.63842e+11,-7.07e+08,4.403e+09,-1.036e+09,-1.089e+09,5.3e+07,-1.519e+09,-6.8e+07,-1.451e+09,1.141e+09,-5.484e+09,-5.566e+09,-2.5e+07,-5.509e+09,-2e+09,3.911e+09,14979578.6614328,1.911e+09,-2.457e+09,-2.457e+09,-3e+06,-2.46e+09,2.209e+09,4.2339e+10,-5.798e+09,0.27919,-0.0951,-0.03143,-0.00479,-0.00275,7.99724,1.08748,0.74181,0.16047,-0.38775,-0.38775,12.33838,80.38775,-3.10091,1.06965,3,0.00522,-0.02373,-2.75862,15.14713,-15.25068
"26","2016_Q3",78.2553125,"Up",2.7844e+10,-2.0332e+10,7.512e+09,-1.0941e+10,-1.033e+09,-6.721e+09,-3.187e+09,-3.429e+09,1.359e+09,7.52e+08,6.86e+08,-2.07e+09,-2.07e+09,6.07e+08,-1.463e+09,-1.463e+09,-7e+06,-1.47e+09,-1.47e+09,9.084e+09,8.764e+09,3.2e+08,1.349e+10,6.427e+09,6.427e+09,3.47e+09,3.47e+09,3.2471e+10,1.84685e+11,3.39081e+11,-1.54396e+11,3.0209e+10,2.774e+10,2.469e+09,1.4113e+10,4.581e+09,9.532e+09,2.29007e+11,2.61478e+11,1.8907e+10,1.3416e+10,1.033e+09,4.458e+09,5.53e+09,4.9e+08,4.9e+08,2.4927e+10,3.9555e+10,3.9487e+10,4.8671e+10,8.8226e+10,1.13153e+11,1.8028e+10,-4.2212e+10,1.75379e+11,-4.032e+09,1.47163e+11,1.162e+09,1.48325e+11,2.61478e+11,-1.463e+09,6.721e+09,-1.623e+09,-1.151e+09,-4.72e+08,-1.104e+09,3.5e+07,-1.139e+09,2.531e+09,-3.181e+09,-4.469e+09,21999999.9999999,-3.157e+09,-2.002e+09,2.856e+09,-2.4e+07,8.3e+08,2.04e+08,2.04e+08,-2e+06,2.02e+08,3.292e+09,4.5085e+10,-1.6e+09,0.26979,-0.12315,-0.05279,-0.00991,-0.00562,1.08844,1.30264,0.76287,0.17242,-0.78526,-0.78526,14.87397,78.61292,-0.8547,1.06945,3,0.0022,-0.00661,-1.3619,10.93591,-10.49898
"27","2016_Q4",84.3306349206349,"Up",2.9159e+10,-2.0508e+10,8.651e+09,-8.459e+09,-1.109e+09,-4.13e+09,-3.22e+09,1.92e+08,9.17e+08,5.55e+08,4.26e+08,1.109e+09,1.109e+09,1.92e+08,1.301e+09,1.301e+09,-1.8e+07,1.283e+09,1.283e+09,7.672e+09,7.351e+09,3.21e+08,1.2522e+10,5.976e+09,5.976e+09,2.703e+09,2.703e+09,2.8873e+10,1.83439e+11,3.41066e+11,-1.57627e+11,3.2446e+10,3.0002e+10,2.444e+09,1.5105e+10,4.581e+09,1.0524e+10,2.3099e+11,2.59863e+11,1.7687e+10,1.2205e+10,1.041e+09,4.441e+09,6.057e+09,1e+09,1e+09,2.4744e+10,3.9528e+10,3.9462e+10,4.7639e+10,8.7167e+10,1.11911e+11,1.8104e+10,-4.2118e+10,1.74657e+11,-3.843e+09,1.468e+11,1.152e+09,1.47952e+11,2.59863e+11,1.301e+09,4.13e+09,-7.29e+08,-8.99e+08,1.7e+08,6.09e+08,-4.8e+07,6.57e+08,5.311e+09,-3.226e+09,-4.065e+09,-2.037e+09,-5.263e+09,-2.005e+09,5.73e+08,-3.3e+07,-1.465e+09,-1.417e+09,-1.417e+09,4e+06,-1.413e+09,4.322e+09,4.5585e+10,1.513e+09,0.29668,0.00658,0.044,0.00867,0.00494,1.17927,1.16687,0.7564,0.17542,0.68476,0.68124,15.56268,78.34979,0.80752,1.0701,3,0.01363,0.00627,1.56274,8.7721,197.46354
