"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2013_Q4",22.4775,"Up",6799970,-4830092,1969878,-725596,-725596,1244282,22623,7301,15322,1266905,1266905,-351674,915231,915231,915231,915231,12896802,9215070,3681732,3585346,3585346,12801561,982835,275446,30266544,2408290,2444146,32710690,1552954,1336084,216870,1505924,1505924,3058878,180975,180975,180975,3239853,16479316,-7554254,22517427,-1971652,29470837,29470837,32710690,915231,103183,124250,568460,1711124,-39716,19270,-9862,-551969,-651423,1049839,1049839,1049839,1347465,0,2227883,0.28969,0.18298,0.13459,0.03106,0.02798,2.43423,9.89466,0.10993,0,0.41277,0.40723,3.06679,13.29136,1.00478,0.24894,0.04948,0.07513,0.60309,-9.57116,-10.36485
"12","2014_Q1",21.8104918032787,"Down",11553916,-7450926,4102990,-781847,-781847,3321143,28215,10097,18118,3349358,3349358,-1054658,2294700,2294700,2294700,2294700,13781596,9888628,3892968,7204226,7204226,11373770,734829,315736,33094421,2421332,2446526,35540947,1754496,1273142,481354,1748472,1748472,3502968,195385,195385,195385,3698353,16789967,-7522079,24260121,-1685415,31842594,31842594,35540947,2294700,105895,230054,-1156869,1473780,-119007,-215489,-323834,-552006,-476388,673557.999999999,673557.999999999,673557.999999999,3427038,0,3205820,0.35512,0.28745,0.19861,0.07206,0.06456,1.39705,9.44754,0.11614,0,1.0323,1.01984,5.1977,14.32486,1.44218,0.24833,0.08885,0.10006,0.24056,-4.02143,-4.14965
"13","2014_Q2",19.0757142857143,"Down",6920955,-4725819,2195136,-767975,-767975,1427161,25481,10769,14712,1452642,1452642,-403735,1048907,1048907,1048907,1048907,15499293,11607437,3891856,5120197,5120197,11591958,975965,244133,33187413,2643325,2657775,35845188,1612926,1454641,158285,1471663,1471663,3084589,213577,213577,213577,3298166,16933813,-7451377,24750130,-1685544,32547022,32547022,35845188,1048907,106318,151937,1099416,2406578,-328311,913,-316654,-558898,-371115,1718809,1718809,1718809,1533479,0,2708319,0.31717,0.20621,0.15156,0.03223,0.02926,2.58204,10.7591,0.10134,0,0.47014,0.46293,3.10208,14.58806,1.21391,0.25051,0.04908,0.08267,0.53284,-10.10727,-10.86023
"14","2014_Q3",17.8878125,"Down",6569641,-5673627,896014,-786560,-786560,109454,41071,9646,31425,150525,150525,-39373,111152,111152,111152,111152,12898956,8217319,4681637,4328613,4328613,11363827,958692,93206,29550088,2828048,2831675,32381763,954332,845668,108664,1257199,1257199,2211531,231719,231719,231719,2443250,16992265,-7430339,22062352,-1685765,29938513,29938513,32381763,111152,111738,190409,17272,430571,-296474,-790120,-1075771,-2798930,-2744918,-3390118,-3390118,-3390118,221192,0,-18637,0.13639,0.01666,0.01692,0.00371,0.00343,-0.16767,13.36182,0.08161,0,0.0495700000000001,0.04838,2.92969,13.35089,-0.00831000000000026,1.24816,0.09646,-0.00062,25.1811,-58.31565,-117.84819
"15","2014_Q4",15.8746875,"Down",6549623,-4870498,1679125,-762329,-762329,916796,59948,10231,49717,976744,976744,-270714,706030,706030,706030,706030,12929709,8260526,4669183,4802478,4802478,11941613,842095,229062,30515895,2747727,2747727,33263622,1589000,1305201,283799,1273961,1273961,2862961,249674,249674,249674,3112635,17040144,-7410828,22208005,-1686334,30150987,30150987,33263622,706030,115298,185263,-426137,580454,-34977,12568,-18782,-560377,-518465,43207,43207,43207,1032094,0,841694,0.25637,0.13998,0.1078,0.02342,0.02123,1.19215,10.65886,0.10323,0,0.31391,0.30769,2.91201,13.40535,0.37422,0.24915,0.04166,0.02769,0.7937,-12.52765,-14.10315
"16","2015_Q1",20.5162295081967,"Up",7096700,-7335729,-239029,-897186,-897186,-1136215,22253,9966,12287,-1113962,-1113962,415758,-698204,-698204,-698204,-698204,14467784,9556891,4910893,3194678,3194678,10611250,1445833,177776,29719545,2678901,2678901,32398446,780834,727281,53553,1687228,1687228,2468062,283439,283439,283439,2751501,17439178,-7328864,20946940,-1410309,29646945,29646945,32398446,-698204,119036,281529,2267579,1969940,-50210,-244130,-294340,-562861,-379235,1296365,1296365,1296365,-1017179,0,784432,-0.0336799999999999,-0.1601,-0.09838,-0.02355,-0.02155,-1.1235,12.04165,0.09281,0,-0.30919,-0.30566,3.14263,13.12854,0.34737,0.24925,-0.00452,0.02621,-0.80616,14.22344,12.73332
"17","2015_Q2",20.5966666666667,"Up",5693472,-3883393,1810079,-598202,-598202,1211877,17650,7993,9657,1229527,1229527,-318306,911221,911221,911221,911221,14366684,9872162,4494522,4033356,4033356,10625909,1144834,199524,30170783,2581449,2581449,32752232,1603535,1469710,133825,1092683,1092683,2696218,255752,255752,255752,2951970,17477681,-7557098,21290308,-1410629,29800262,29800262,32752232,911221,115911,121629,-460167,688594,-18588,415878,397290,-567853,-770613,315271,315271,315271,1327788,0,1167339,0.31792,0.21285,0.16005,0.03058,0.02782,1.28107,11.19004,0.09906,0,0.40125,0.40005,2.50709,13.12238,0.51403,0.25005,0.04921,0.03884,0.62318,-10.82001,-11.8549
"18","2015_Q3",19.84,"Down",5697083,-3438348,2258735,-633177,-633177,1625558,19998,9061,10937,1645556,1645556,-426474,1219082,1219082,1219082,1219082,14630995,10237837,4393158,3386994,3386994,11523792,557424,62340,30099205,2504965,2504965,32604170,1085185,877533,207652,906428,906428,1991613,227650,227650,227650,2219263,17494471,-7642768,21944926,-1411722,30384907,30384907,32604170,1219082,111842,127212,-510309,947827,-35462,99683,64221,-564464,-646373,365675,365675,365675,1737400,0,1618103,0.39647,0.28533,0.21398,0.04012,0.03739,1.32731,15.11298,0.07304,0,0.53812,0.53367,2.51476,13.41224,0.71425,0.24916,0.05826,0.05286,0.46302,-8.4212,-9.0006
"19","2015_Q4",19.7009375,"Down",6470286,-5032752,1437534,-765900,-765900,671634,14386,9362,5024,686020,686020,-179651,506369,506369,506369,506369,13683372,9437876,4245496,4179456,4179456,12783630,592645,245726,31239103,2505087,2505087,33744190,1999736,1686929,312807,1096881,1096881,3096617,199996,199996,199996,3296613,17566695,-7592443,21885306,-1411981,30447577,30447577,33744190,506369,108650,163712,-1157751,-379020,-108772,147264,38492,-565989,-459433,-799961,-799961,-799961,780284,0,-306588,0.22217,0.1038,0.07826,0.01663,0.01501,-0.60546,10.08814,0.10827,0,0.22297,0.22046,2.84901,13.40676,-0.135,0.24922,0.03499,-0.01,1.11774,-17.5364,-20.37326
"20","2016_Q1",19.69,"Down",8970864,-7335639,1635225,-714528,-714528,920697,16016,10008,6008,936713,936713,-390258,546455,546455,546455,546455,13018462,8859405,4159057,6694401,6694401,11585897,546621,211940,31845381,2498863,2498863,34344244,1616582,976112,49798,1572037,1572037,3188619,224751,224751,224751,3413370,17795562,-7582296,21865951,-1148343,30930874,30930874,34344244,546455,109284,38955,-1280353,-585659,-103207,84474,-18733.0000000001,0,25921.0000000001,-578471,-578471,-578471,1029981,0,36679,0.18228,0.10263,0.06091,0.01767,0.01591,0.06712,9.9872,0.11035,0,0.23986,0.23726,3.93764,13.57669,0.0161,-2.77555756156289e-17,0.01754,0.00118,0,-12.63952,-14.13979
"21","2016_Q2",19.84234375,"Up",6279436,-4311116,1968320,-749650,-749650,1218670,25441,7453,17988,1244111,1244111,-365581,878530,878530,878530,878530,15422703,10427547,4995156,4119344,4119344,12453406,548099,251666,32543552,2394407,2394407,34937959,2094380,1073455,430053,1341767,1341767,3436147,202334,202334,202334,3638481,17848337,-7575696,22173401,-1146564,31299478,31299478,34937959,878530,110199,145336,1817077,2951142,-5751,-835278,-841029,-570880,-541971,1568142,1568142,1568142,1328869,0,3505776,0.31345,0.19407,0.13991,0.02807,0.02515,3.9905,9.47094,0.11625,0,0.38462,0.38134,2.74917,13.70306,1.53484,0.24993,0.04601,0.11129,0.64981,-11.60589,-12.65536
"22","2016_Q3",20.8371875,"Up",7242020,-5653977,1588043,-754958,-754958,833085,37173,10610,26563,870258,870258,-255831,614427,614427,614427,614427,14771588,9547218,5224370,4038389,4038389,11707405,576204,111379,31093586,2363036,2363036,33456622,854895,604418,250477,1338681,1338681,2193576,178473,178473,178473,2372049,17899040,-7906364,22239365,-1147468,31084573,31084573,33456622,614427,107822,147814,-3088,866975,-76590,-229631,-306221,-1139335,-1441083,-880329,-880329,-880329,940907,0,1117060,0.21928,0.11503,0.08484,0.01977,0.01836,1.81805,14.17484,0.07631,0,0.26991,0.26784,3.18135,13.65515,0.49071,0.5005,0.0561,0.03573,1.8543,-15.69931,-17.73119
"23","2016_Q4",20.9315873015873,"Up",7217922,-5069699,2148223,-781248,-781248,1366975,16952,4240,12712,1383927,1383927,-411459,972468,972468,972468,972468,14940917,9547801,5393116,4852417,4852417,11400767,647758,260765,31841859,2314311,2314311,34156170,978237,672517,305720,1341162,1341162,2319399,157444,157444,157444,2476843,18013224,-7832939,22642154,-1143112,31679327,31679327,34156170,972468,106724,156196,-605717,629671,-57999,-166733,-224732,-569680,-404356,583,583,583,1473699,0,1221442,0.29762,0.18939,0.13473,0.0307,0.02847,1.25602,13.7285,0.07818,0,0.43036,0.42747,3.19422,14.01939,0.54054,0.25211,0.04844,0.03837,0.58581,-10.13838,-10.92991
"24","2017_Q1",20.3225806451613,"Down",6731987,-5064891,1667096,-742593,-742593,924503,39708,11479,28229,964211,964211,-253835,710376,710376,710376,710376,15611703,10031644,5580059,4957464,4957464,10733681,801544,219688,32104392,2348525,2348525,34452917,602140,552787,49353,1259302,1259302,1861442,203237,203237,203237,2064679,18263030,-7803239,22820938,-892491,32388238,32388238,34452917,710376,109656,167312,324470,1311814,-143870,-183507,-327377,-566795,-500594,483843,483843,483843,1034159,0,1468594,0.24764,0.13733,0.10552,0.02193,0.02062,2.06735,17.24705,0.06375,0,0.30586,0.30418,2.89854,13.94517,0.63232,0.24404,0.03919,0.04506,0.79788,-15.09604,-16.88659
"25","2017_Q2",19.0795238095238,"Down",6068684,-4724936,1343748,-772667,-772667,571081,19023,12021,7002,590104,590104,-169279,420825,420825,420825,420825,17283922,8570213,8713709,3891177,3891177,10337180,725788,202367,32238067,2396124,2396124,34634191,1017849,876438,141411,1157675,1157675,2175524,202711,202711,202711,2378235,18286363,-7803239,22666009,-893177,32255956,32255956,34634191,420825,108131,144546,1731257,2404759,-155730,-3134706,-3290436,-575754,-575754,-1461431,-1461431,-1461431,679212,0,2424018,0.22142,0.0941,0.06934,0.01305,0.01215,5.76016,14.81853,0.07373,0,0.18272,0.18147,2.63505,14.00568,1.05252,0.25,0.0307,0.07468,1.36816,-25.44702,-30.26527
"26","2017_Q3",18.792380952381,"Down",5667624,-4587480,1080144,-750380,-750380,329764,18655,11454,7201,348419,348419,-104340,244079,244079,244079,244079,17823319,8857278,8966041,3752842,3752842,9342549,621505,87513,31540215,2355109,2355109,33895324,675043,436135,238908,965701,965701,1640744,202248,202248,202248,1842992,18398554,-7785699,22333224,-893747,32052332,32052332,33895324,244079,108497,151793,580234,1084603,-67481,-253209,-320690,-576864,-476848,287065,287065,287065,438261,0,1055354,0.19058,0.05818,0.04307,0.00762,0.0072,4.32382,19.22312,0.0575,0,0.10573,0.10504,2.45502,13.88396,0.45714,0.24988,0.02545,0.03272,2.36343,-40.66828,-54.04871
"27","2017_Q4",19.0457142857143,"Up",5324103,-4195598,1128505,-784589,-784589,343916,47398,39910,7488,391314,391314,-112142,279172,279172,279172,279172,18596469,9386048,9210421,3374256,3374256,8842432,776143,343446,31589300,2356502,2356502,33945802,956909,635502,321407,977209,977209,1934118,201959,201959,201959,2136077,18447835,-7779099,22034983,-893994,31809725,31809725,33945802,279172,107082,158865,898664,1443783,-108475,-244761,-353236,-577413,-561777,528770,528770,528770,450998,0,1353329,0.21196,0.0646,0.05244,0.00878,0.00822,4.84765,16.33266,0.06715,0,0.12045,0.11993,2.29701,13.72388,0.58388,0.24912,0.02676,0.04228,2.06831,-41.23404,-54.07271
"28","2018_Q1",21.5872131147541,"Up",5460601,-4298430,1162171,-880476,-880476,281695,39873,25451,14422,321568,321568,-129908,191660,191660,191660,191660,19485131,10058163,9426968,3399613,3399613,9678811,665044,227306,33228599,2265096,2265096,35493695,2297054,2250115,46939,1078527,1078527,3375581,220571,220571,220571,3596152,18660293,-7779099,21670196,-653847,31897543,31897543,35493695,191660,111847,56795,1127276,1487578,-20446,-217603,-238049,-577414,-577414,672115,672115,672115,393542,0,1630280,0.21283,0.05159,0.0351,0.00601,0.0054,8.5061,9.84382,0.11274,0,0.08254,0.08229,2.35169,13.73715,0.7021,0.24867,0.02395,0.05076,3.0127,-49.5122,-69.17102
"29","2018_Q2",23.50515625,"Up",7496423,-6035269,1461154,-878820,-878820,582334,41396,31224,10172,623730,623730,-180966,442764,442764,442764,442764,18676149,7389349,11286800,3644241,3644241,10405030,276080,276080,33001500,2188180,2288115,35289615,2497828,2326441,171387,1011918,1011918,3509746,-2.91038304567337e-11,-2.91038304567337e-11,-2.91038304567337e-11,3509746,18681716,-7779099,21531380,-654128,31779869,31779869,35289615,442764,105674,108088,-854737,-198211,-28758,-1860265,-1889023,-581580,-581580,-2668814,-2668814,-2668814,688008,0,-14521,0.19491,0.07768,0.05906,0.01393,0.01255,-0.0328,9.40282,0.11044,0,0.19032,0.18985,3.22238,13.66075,-0.00624,0.25,0.03223,-0.000460000000000002,1.31352,-27.14525,-32.0712
"30","2018_Q3",23.4925396825397,"Down",11531105,-8455507,3075598,-982370,-982370,2093228,43289,35653,7636,2136517,2136517,-521646,1614871,1614871,1614871,1614871,18624317,7202247,11422070,5558500,5558500,8941890,252777,252777,33377484,2239093,2329058,35706542,1819119,1296934,522185,1154700,1154700,2973819,0,0,0,2973819,18710763,-7888793,22565450,-654697,32732723,32732723,35706542,1614871,105519,127985,-1053320,795055,-156432,-135229,-291661,-580802,-690496,-187102,-187102,-187102,2198747,0,1510641,0.26672,0.18153,0.14004,0.04934,0.04523,0.93546,11.22378,0.09085,0,0.6938,0.69151,4.95416,14.06309,0.64902,0.24953,0.06708,0.04615,0.35966,-8.47042,-8.89741
"31","2018_Q4",24.6255555555556,"Up",5663161,-4407957,1255204,-895129,-895129,360075,56112,42684,13428,416187,416187,-98423,317764,317764,317764,317764,18309146,6906752,11402394,3595441,3595441,10301155,924549,776447,33130291,2579043,2657532,35787823,1804076,1499895,304181,1279293,1279293,3083369,-7.27595761418343e-12,0,-7.27595761418343e-12,3083369,18871004,-7811243,22301533,-656840,32704454,32704454,35787823,317764,106883,149811,-58893,515565,-446833,15867,-430966,-581680,-380094,-295495,-295495,-295495,466958,0,59655,0.22164,0.06358,0.05611,0.00972,0.00888000000000001,0.18773,10.74483,0.09428,0,0.13628,0.13526,2.42884,14.02645,0.02559,0.24947,0.0275,0.00182,1.83054,-39.20941,-50.84815
"32","2019_Q1",22.8013114754098,"Down",7827194,-5956898,1870296,-1052076,-1052076,818220,74422,51089,23333,892642,892642,-192244,700398,700398,700398,700398,15819502,4298796,11520706,4377726,4377726,11408926,1454550,1292575,33060704,3758637,3758637,36819341,1876032,1822597,53435,1444204,1444204,3320236,17693,17693,17693,3337929,19211649,-7718835,22416400,-427802,33481412,33481412,36819341,700398,111603,240185,-1903688,-851502,-1291197,-117255,-1408452,-585531,-348002,-2607956,-2607956,-2607956,929823,0,-2072818,0.23895,0.10454,0.08948,0.02092,0.01902,-2.95949,9.95734,0.09969,0,0.29804,0.29472,3.33074,14.24749,-0.88206,0.24916,0.03839,-0.06188,0.836,-17.01346,-19.33404
"33","2019_Q2",22.7414285714286,"Down",8337399,-7344465,992934,-1009544,-1009544,-16610,76070,52399,23671,59460,59460,2211,61671,61671,61671,61671,13782913,6337621,7445292,5795529,5795529,13763224,566922,277725,33908588,4247760,4247760,38156348,5746703,2581373,169926,1560062,1560062,7306765,63062,63062,63062,7369827,19373251,-7642943,19482668,-426455,30786521,30786521,38156348,61671,122872,184495,-1994708,-1625670,-611995,4076367,3464372,0,200123,2038825,2038825,2038825,106262,0,-2502652,0.11909,-0.00199,0.0074,0.002,0.00162,-40.58069,4.64071,0.23938,0,0.02614,0.02589,3.53356,13.04794,-1.06067,0,0.002,-0.08112,0,-129.70688,829.79609
"34","2019_Q3",23.04109375,"Up",7303109,-5786874,1516235,-1295687,-1295687,220548,53362,42376,10986,273910,273910,-56151,217759,217759,217759,217759,9100001,3311856,5788145,5647871,5647871,15734968,448445,170389,30931285,3857384,3857384,34788669,2821668,2606801,214867,1368327,1368327,4189995,108314,108314,108314,4298309,19413756,-7642943,19145095,-425548,30490360,30490360,34788669,217759,133314,257420,-1998434,-1389941,257062,1657849,1914911,-3550735,-3550735,-3025765,-3025765,-3025765,353862,0,-1331359,0.20762,0.0302,0.02982,0.00714,0.00626,-6.11390999999998,7.38218,0.14097,0,0.09184,0.09096,3.08025,12.85999,-0.56153,1.4976,0.12316,-0.04351,16.3058,-25.71624,-41.26086
