"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"11","2013_Q2",14.57109375,"Down",206441000,-192923000,13518000,-7209000,-7209000,6309000,566000,435000,131000,6875000,6875000,-1941000,4934000,4934000,4934000,4934000,190140000,186170000,113818000,113818000,78102000,30374000,4034000,18286000,412434000,153256000,47869000,25833000,201125000,613559000,67119000,32557000,34562000,67119000,67606000,31932000,35674000,67606000,134725000,462634000,-56589000,478834000,478834000,613559000,-12631000,-7753000,-7749000,0,0,728000,-19652000,-19652000,2458000,-17194000,0,0.06548,0.03056,0.0239,0.0103,0.00804,6.14482,0.28136,0,0.18066,0.17894,7.5589,17.53264,0,0.00903,0,-30.1379
"12","2013_Q3",14.5475,"Down",198993000,-182756000,16237000,-7090000,-7090000,9147000,724000,441000,283000,9871000,9871000,-3547000,6324000,6324000,6324000,6324000,206506000,202536000,106582000,106582000,70198000,25530000,4460000,13166000,408816000,149804000,51552000,29607000,201356000,610172000,61250000,32245000,29005000,61250000,69915000,30393000,39522000,69915000,131165000,468958000,-64138000,479007000,479007000,610172000,27997000,-9387000,-9389000,0,324000,1026000,19634000,19634000,-3268000,16366000,0,0.0816,0.04597,0.03178,0.0132,0.01036,6.67455,0.27383,0,0.23124,0.23037,7.27633,17.51525,0,0.01152,-8.88178419700125e-16,-22.57636
"13","2013_Q4",15.31828125,"Up",191619000,-176201000,15418000,-8255000,-8255000,7163000,555000,413000,142000,7718000,7718000,-2547000,5171000,5171000,5171000,5171000,186474000,182724000,120009000,120009000,67665000,27001000,5575000,13481000,401149000,186777000,51060000,29133000,237837000,638986000,82282000,33366000,48916000,82282000,69724000,31224000,38500000,69724000,152006000,473580000,-61646000,486980000,486980000,638986000,5318000,-26255000,-26384000,0,-2000,380000,-20686000,-20686000,874000,-19812000,0,0.08046,0.03738,0.02699,0.01062,0.00809,4.87529,0.31214,0,0.18836,0.18779,6.97989,17.73868,0,0.00929,0,-26.03295
"14","2014_Q1",15.5786885245902,"Up",192511000,-173623000,18888000,-6914000,-6914000,11974000,403000,402000,1000,12377000,12377000,-5982000,6395000,6395000,6395000,6395000,203051000,199301000,89623000,89623000,67193000,24351000,7584000,8850000,384218000,219892000,49278000,30049000,269170000,653388000,99430000,34494000,64936000,99430000,70895000,36120000,34775000,70895000,170325000,468121000,-60363000,483063000,483063000,653388000,48568000,-24569000,-23902000,-550000,-69999.9999999999,-7700000,16966000,16966000,-389000,16577000,8.88178419700125e-16,0.09811,0.0622,0.03322,0.01324,0.00979,3.86421,0.35259,1.65436122510606e-24,0.23292,0.23202,7.01162,17.59408,0.02003,0.01254,0.086,-16.95766
"15","2014_Q2",16.7563492063492,"Up",183390000,-167754000,15636000,-7934000,-7934000,7702000,357000,348000,9000,8059000,8059000,-3237000,4822000,4822000,4822000,4822000,161549000,157799000,108190000,108190000,65880000,28863000,4450000,16499000,364482000,245276000,51353000,31916000,296629000,661111000,107483000,32632000,74851000,107483000,70993000,36571000,34422000,70993000,178476000,466478000,-60455000,482635000,482635000,661111000,-10686000,-25385000,-25351000,-4886000,3000,-5356000,-41393000,-41393000,-109000,-41502000,0,0.08526,0.042,0.02629,0.00999,0.00729,3.39107,0.36979,0,0.17784,0.17699,6.76342,17.79956,0.1802,0.01754,1.01327,-20.97494
"16","2014_Q3",16.2003125,"Down",198966000,-183234000,15732000,-7287000,-7287000,8445000,217000,312000,-95000,8662000,8662000,-3623000,5039000,5039000,5039000,5039000,130447000,126697000,111443000,111443000,66599000,22871000,2264000,12682000,331360000,262469000,50098000,30794000,312567000,643927000,97721000,31709000,66012000,97721000,71129000,37091000,34038000,71129000,168850000,457148000,-59908000,475077000,475077000,643927000,12227000,-3e+07,-29963000,-4890000,23000,-13550000,-31286000,-31286000,184000,-31102000,1.4210854715202e-14,0.07907,0.04244,0.02533,0.01061,0.00783,3.39088,0.35542,-2.64697796016969e-23,0.18539,0.18418,7.32031,17.47892,0.17991,0.01818,0.97043,-15.44665
"17","2014_Q4",15.60234375,"Down",176419000,-169101000,7318000,-9955000,-9955000,-2637000,-103000,233000,-336000,-2740000,-2740000,321000,-2419000,-2419000,-2419000,-2419000,86883000,83133000,104081000,104081000,77674000,29211000,6305000,15052000,297849000,258518000,49340000,29735000,307858000,605707000,76684000,25971000,50713000,76684000,71123000,36508000,34615000,71123000,147807000,442413000,-63726000,457900000,457900000,605707000,4152000,-34685000,-34938000,-4829000,21000,-11522000,-42308000,-42308000,-1256000,-43564000,0,0.04148,-0.01495,-0.01371,-0.00528,-0.00399,3.88411,0.32279,0,-0.09076,-0.09076,6.61935,17.1807,0.18119,0.00456,-1.99628,32.94767
"18","2015_Q1",16.122131147541,"Up",186672000,-175136000,11536000,-7133000,-7133000,4403000,-2682000,202000,-2884000,1721000,1721000,-360000,1361000,1361000,1361000,1361000,66201000,62451000,102493000,102493000,74677000,32640000,3740000,19003000,276011000,255035000,48864000,29012000,303899000,579910000,71962000,23938000,48024000,71962000,68942000,28743000,40199000,68942000,140904000,438958000,-81425000,439006000,439006000,579910000,5934000,-20613000,-20183000,-4746000,59000,-3184000,-17433000,-17433000,-3249000,-20682000,0,0.0618,0.02359,0.00729,0.0031,0.00235,3.83551,0.32096,4.2351647362715e-22,0.051,0.05074,6.99539,16.45141,0.17785,0.01202,3.48714,-15.03543
"19","2015_Q2",16.398253968254,"Up",173729000,-162507000,11222000,-7553000,-7553000,3669000,-97000,85000,-182000,3572000,3572000,762000,4334000,4334000,4334000,4334000,48425000,44675000,105366000,105366000,75033000,36572000,1784000,24976000,265396000,254276000,46835000,29439000,301111000,566507000,67371000,22490000,44881000,67371000,63224000,22570000,40654000,63224000,130595000,436711000,-86164000,435912000,435912000,566507000,-981000,-13225000,-13188000,-4791000,192000,-2797000,-16966000,-16966000,-810000,-17776000,0,0.06459,0.02112,0.02495,0.00994,0.00765,3.93932,0.29959,0,0.16136,0.16081,6.46794,16.22904,0.17837,0.01828,1.10545,-13.19842
"20","2015_Q3",15.8659375,"Down",183940000,-164020000,19920000,-8880000,-8880000,11040000,-305000,57000,-362000,10735000,10735000,-4201000,6534000,6534000,6534000,6534000,58491000,57341000,102442000,102442000,69412000,35739000,1420000,24555000,266084000,247649000,47702000,30486000,295351000,561435000,66635000,22936000,43699000,66635000,62484000,22409000,40075000,62484000,129119000,433840000,-88103000,432316000,432316000,561435000,25208000,-21577000,-18662000,-9589000,5999.99999999997,-10646000,-4100000,-4100000,-1010000,-5110000,-3.63797880709171e-12,0.1083,0.06002,0.03552,0.01511,0.01164,3.99316,0.29867,-6.7762635780344e-21,0.24455,0.24412,6.88424,16.1801,0.35888,0.03258,1.46755,-5.2981
"21","2015_Q4",16.61671875,"Up",175656000,-159172000,16484000,-8425000,-8425000,8059000,-444000,-55000,-389000,7615000,7615000,-2669000,4946000,4946000,4946000,4946000,50898000,49948000,118954000,118954000,61822000,27498000,2663000,15264000,259172000,239803000,49885000,30404000,289688000,548860000,70345000,26228000,44117000,70345000,65259000,22180000,43079000,65259000,135604000,428416000,-102008000,413256000,413256000,548860000,39205000,-30814000,-28032000,-14371000,-131601.810962949,-21480000,-10307000,-10307000,-2196000,-12503000,0,0.09384,0.04588,0.02816,0.01197,0.00901,3.6843,0.32814,0,0.18624,0.18605,6.6143,15.5611,0.54114,0.04037,2.90558,-6.31567
"22","2016_Q1",17.2973770491803,"Up",194621000,-171030000,23591000,-10065000,-10065000,13526000,-165000,16000,-181000,13361000,13361000,-5231000,8130000,8130000,8130000,8130000,52986000,52036000,112588000,112588000,61769000,18477000,1104000,17373000,245820000,234646000,59463000,31865000,294109000,539929000,73862000,20913000,46214000,73862000,52155000,12604000,39551000,52155000,126017000,427517000,-101713000,413912000,413912000,539929000,-4083000,27888000,24936000,9669000,-90999.9999999999,3575000,24428000,24428000,546000,24974000,0,0.12122,0.0695,0.04177,0.01964,0.01506,3.3281,0.30445,-1.0842021724855e-19,0.3096,0.30994,7.41131,15.76207,-0.3682,-0.0033,-1.1893,-3.91734
"23","2016_Q2",22.79265625,"Up",186065000,-158350000,27715000,-8993000,-8993000,18722000,3e+05,32000,268000,19022000,19022000,-4558000,14464000,14464000,14464000,14464000,49425490.0926764,48608224.7398754,109004340.626751,109004340.626751,69100811.358358,22685886.2271966,-1680672.56887822,26705935.3114088,250216528.304982,228395510.710856,65357005.4991486,33307786.0930976,293752516.210005,543969044.514987,74148975.8532081,20950648.6824628,46134499.0091763,74253872.6112627,53029024.8056782,10103754.4934395,42925270.3122387,56499653.0630057,130753525.674268,431072216.824596,-106742407.964714,412904489.56153,413215518.840718,543969044.514987,16041000,-6109000,-5909000,-4676000,0,-16425000,-6293000,-6293000,-219000,-6512000,0,0.14895,0.10062,0.07774,0.0327902955855163,0.0250603225353054,3.37745622194583,0.314784185330793,0.00218056705689338,0.56493,0.56403,7.26731,16.0148858406878,0.18263,0.0103698958185298,0.32329,-3.01600517584035
"24","2016_Q3",25.98671875,"Up",182709000,-153169000,29540000,-1e+07,-1e+07,19540000,-294000,79000,-373000,19246000,19246000,-6082000,13164000,13164000,13164000,13164000,38225000,37475000,112366000,112366000,73920000,29181000,610000,28571000,253692000,223871000,60274000,33005000,284145000,537837000,69231000,20982000,44664000,69231000,60448000,12259000,48189000,60448000,129679000,435207000,-115955000,408158000,408158000,537837000,8481000,-11582000,-11582000,-4556000,2.91038304567337e-11,-5007000,-8108000,-8108000,59000,-8049000,4.65661287307739e-10,0.16168,0.10695,0.07205,0.03225,0.02448,3.66443,0.31772,0,0.51766,0.51537,7.18478,16.05026,0.17916,0.03781,0.3461,-1.95624
"25","2016_Q4",23.7466666666667,"Down",175580000,-164599000,10981000,-5731000,-5731000,5250000,-340000,41000,-381000,4910000,4910000,1064000,5974000,5974000,5974000,5974000,36551000,35801000,112569000,112569000,72989000,25436000,7987000,17449000,247545000,227586000,58077000,30839000,285663000,533208000,66880000,20240000,44120000,66880000,62945000,11947000,50998000,62945000,129825000,436168000,-122658000,403383000,403383000,533208000,14739000,-12473000,-12473000,-4551000,0,-4262000,-1996000,-1996000,322000,-1674000,0,0.06254,0.0299,0.03402,0.01481,0.0112,3.70133,0.32184,0,0.23508,0.23382,6.90906,15.8731,0.17908,0.02257,0.7618,-6.9621
"26","2017_Q1",22.2703225806452,"Down",188323000,-170355000,17968000,-6878000,-6878000,11090000,453000,93000.0000000001,360000,11543000,11543000,-3764000,7779000,7779000,7779000,7779000,58536000,57786000,99331000,99331000,82837000,13377000,3682000,9695000,254081000,227403000,61272000,30434000,288675000,542756000,85964000,37856000,46315000,85964000,58566000,8929000,49637000,58566000,144530000,433235000,-124925000,398226000,398226000,542756000,39230000,-5074000,-5074000.00000001,-4557000,91000.0000000002,-11633000,22523000,22523000,-538000,21985000,0,0.09541,0.05889,0.04131,0.01953,0.01433,2.95567,0.36293,3.46944695195361e-18,0.30735,0.30603,7.44066,15.73394,0.18005,0.02701,0.58581,-5.27827
"27","2017_Q2",18.9619047619048,"Down",174220000,-155016000,19204000,-15260000,-15260000,3944000,-644000,-296000,-348000,3300000,3300000,-198000,3102000,3102000,3102000,3102000,29578000,28828000,108530000,108530000,101428000,15636000,2918000,12718000,255172000,243079000,65105000,32230000,308184000,563356000,96016000,42851000,52885000,96016000,48941000,9792000,39149000,48941000,144957000,427678000,-98748000,418399000,418399000,563356000,-1577000,-16821000,-16821000,-4511000,-955000,-10480000,-28878000,-28878000,-80000,-28958000,0,0.11023,0.02264,0.01781,0.00741,0.00551,2.6576,0.34646,0,0.12393,0.12341,6.96045,16.7159,0.18022,0.01629,1.45422,-7.49949
"28","2017_Q3",15.6296825396825,"Down",240628000,-220523000,20105000,-22103000,-22103000,-1998000,-7243000,-14729000,7486000,-9241000,-9241000,1722000,-7519000,-7519000,-7272000,-7272000,59482000,58732000,179127000,179127000,172623000,97392000,6353000,91039000,508624000,501607000,616099000,37013000,1117706000,1626330000,162783000,96809000,64470000,181583000,229856000,39041000,190815000,950912000,1132495000,415086000,-73817000,429938000,493835000,1626330000,-8516000,-13159000,-703863000,-4474000,-34699000,804076000,91697000,91697000,695000,92392000,739856000,0.08355,-0.0083,-0.03022,-0.01473,-0.00447,2.80106,2.29327,0.45492,-0.29214,-0.29338,9.66688,17.27214,0.17974,-0.00191,-0.61524,-340.52753
"29","2017_Q4",14.711746031746,"Down",331404000,-307511000,23893000,-18135000,-18135000,5758000,-10340000,-13422000,3082000,-4582000,-501000,3356000,2855000,2855000,2616000,2616000,31174000,30424000,174294000,174294000,178097000,27269000,7304000,19965000,410834000,518258000,634263000,38718000,1152521000,1563355000,168526000,98941000,67861000,174326000,229888000,40518000,189370000,904992000,1079318000,407265000,-67794000,428176000,484037000,1563355000,27263000,-26728000,-37248000,-4355000,-10000,-81037000,-91022000,-91022000,226000,-90796000,680904000,0.0721,0.01737,0.00789,0.0054,0.00167,2.3567,2.22983,0.43554,0.10506,0.10506,13.30886,17.19513,0.17489,0.005,1.66476,112.83953
"30","2018_Q1",14.5386885245902,"Down",361803000,-322108000,39695000,-25881000,-25881000,13814000,-8589000,-11557000,2968000,5225000,7308000,-11755000,-4447000,-4447000,-4649000,-4649000,47110000,46360000,160167000,160167000,173999000,36107000,6929000,29178000,417383000,536686000,597183000,34603000,1133869000,1551252000,191059000,118424000,68786000,195059000,230918000,34270000,196648000,910470000,1105529000,393146000,-89121000,393780000,445723000,1551252000,46540000,-14173000,-19681999.9999999,-6133000,-1400000,-11452000.0000001,15406000,15406000,530000,15936000,683552000,0.10971,0.03818,-0.01285,-0.01043,-0.003,2.13978,2.48031,0.44065,-0.18676,-0.18676,14.53433,15.8189,0.24637,0.00109,-1.31921,46.07225
"31","2018_Q2",15.25703125,"Up",386448000,-336457000,49991000,-22357000,-22357000,27634000,-14845000,-11857000,-2988000,12789000,13687000,-3370000,10317000,10317000,10317000,10317000,24084000,23334000,197522000,197522000,183264000,43928000,10075000,33853000,448798000,552152000,616851000,45898000,1169003000,1617801000,205001000,127330000,75968000,208281000,242569000,44102000,198467000,929689000,1137970000,392241000,-54220000,424280000,479831000,1617801000,14361000,-22674000,-22691000,-9452000,-607000,-11878000,-20208000,-20208000,-2818000,-23026000,690400000,0.12936,0.07151,0.0267,0.0215,0.00638,2.15477,2.37161,0.42675,0.41374,0.41301,15.49759,17.01476,0.37905,0.01399,0.91616,24.11218
"32","2018_Q3",18.0096825396825,"Up",388944000,-335385000,53559000,-22289000,-22289000,31270000,-13752000,-13182000,-570000,17518000,12930000,-4795000,8135000,8135000,8135000,8135000,19817000,19067000,178948000,178948000,187018000,40979000,4191000,36788000,426762000,531345000,571767000,39394000,1103112000,1529874000,179794000,112247000,66757000,182906000,255377000,38283000,217094000,924997000,1107903000,392316000,-110249000,369372000,421971000,1529874000,16440000,-15346000,-15447000,-6095000,2000,-7820000,-6827000,-6827000,2560000,-4267000.00000001,672732000,0.1377,0.0804,0.02092,0.01928,0.00532,2.33323,2.62554,0.43973,0.32537,0.32493,15.55652,14.7737,0.24378,0.01054,0.74923,20.87992
"33","2018_Q4",8.77603174603175,"Down",347612000,-323939000,23673000,-15985000,-15985000,7688000,-15616000,-12378000,-3238000,-7928000,-7714000,7051000,-663000,-663000,-663000,-663000,12234000,11484000,156366000,156366000,193188000,41728000,6140000,35588000,403516000,541686000,584938000,43820000,1126624000,1530140000,180904000,112065000,65054000,184009000,258278000,47445000,210833000,945034000,1129043000,380875000,-88320000,381108000,401097000,1530140000,33539000,-17446000,-17328000,-6133000,-33422000,-22731000,-6520000,-6520000,-1063000,-7583000,689861000,0.0681,0.02212,-0.00191,-0.00165,-0.00043,2.19291,2.81489,0.45085,-0.0265,-0.02658,13.89503,15.23396,0.24515,0.00405,-9.25038,88.14087
"34","2019_Q1",5.13704918032787,"Down",378823000,-342519000,36304000,-17091000,-17091000,19213000,-12820000,-12680000,-139999.999999999,6393000,13349000,-5177000,8172000,8172000,8172000,8172000,48214000,47464000,104649000,104649000,175578000,41980000,6791000,35189000,370421000,532767000,548428000,46520000,1081195000,1451616000,175411000,107274000,65662000,178463000,80150000,27710000,52440000,741576000,920039000,391037000,-105495000,517728000,531577000,1451616000,91776000,-22231000,-21631000,-7136000,-5627000,-33909000,36236000,36236000,-256000,35980000,664478000,0.09583,0.05072,0.02157,0.01537,0.00563,2.07562,1.73077,0.45775,0.32661,0.31841,15.1402,14.91807,0.2852,0.01199,0.873230000000001,32.07537
"35","2019_Q2",4.48031746031746,"Down",357693000,-324571000,33122000,-14483000,-14483000,18639000,-12372000,-11873000,-499000,6267000,6893000,-4943000,1950000,1950000,1950000,1950000,53639000,53639000,134858000,134858000,166298000,26787000,2130000,24657000,381582000,527024000,551565000,66803000,1078589000,1460171000,183576000,113409000,67578000,187506000,92297000,28055000,64242000,749008000,936514000,382772000,-107877000,511440000,523657000,1460171000,28691000,-13392000,-11931000,-6128000,-1519000,-8647000,8113000,8113000,-1938000,6175000,660641000,0.0926,0.05211,0.00545,0.00372,0.00134,2.03504,1.78841,0.45244,0.07789,0.07789,14.28829,14.50084,0.24479,0.00633,3.14256,32.56623
"36","2019_Q3",2.91046875,"Down",352499000,-312504000,39995000,-15964000,-15964000,24031000,-9313000,-11852000,2539000,14718000,14811000,-7541000,7270000,7270000,7270000,7270000,56923000,56923000,127825000,127825000,177981000,21120000,309000,20811000,383849000,538693000,545348000,62505000,1084041000,1467890000,198732000,128980000,66646000,202473000,93550000,27902000,65648000,729698000,932171000,379604000,-97946000,523688000,535719000,1467890000,40940000,-15273000,-7103000,-6782000,-654000.000000001,-30619000,3218000,3218000,66000,3284000,639889000,0.11346,0.06817,0.02062,0.01357,0.00495,1.8958,1.74004,0.43592,0.28957,0.28957,14.04043,14.78491,0.27013,0.01107,0.93287,24.2589199999999
