"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"36","2019_Q1",137.796721311475,"Up",9.729e+09,-6.685e+09,3.044e+09,-1.524e+09,-1.524e+09,1.52e+09,2e+08,-9e+07,2.9e+08,1.72e+09,1.72e+09,20000000.0000005,1.74e+09,1.74e+09,-1.9e+07,1.721e+09,1.721e+09,1.091e+10,9.287e+09,7.508e+09,4.326e+09,1.618e+09,1.618e+09,2.4362e+10,5.296e+09,7.42e+08,2.7373e+10,1.5546e+10,4.139e+09,3.82e+08,7.306e+09,3.3411e+10,5.7773e+10,1.2466e+10,5.607e+09,6.859e+09,6.458e+09,1.8924e+10,9.756e+09,1.0728e+10,3.44e+08,3.44e+08,1.713e+09,8.671e+09,2.0484e+10,3.9408e+10,7.41e+09,-1.9771e+10,3.3978e+10,-3.437e+09,1.818e+10,1.85e+08,1.8365e+10,5.7773e+10,1.721e+09,2.54e+08,-6.2e+08,4.4e+07,-1.04e+08,-5.6e+08,2.04e+08,-3.67e+08,-4.4e+07,2.67e+08,3.48e+08,1.559e+09,-2.95e+08,1.1e+07,1.1e+07,-3.06e+08,-3.06e+08,2.21e+08,1.398e+09,-1.177e+09,1.52e+08,-4.06e+08,-6.03e+08,-3.77e+08,-3.51e+08,-25999999.9999999,-2.7e+07,1e+06,-1.667e+09,2.5e+07,-1.692e+09,1.017e+09,-1.63e+09,-4.77e+08,-4.77e+08,-39000000.0000001,-5.16e+08,1.774e+09,1.6214e+10,1.663e+09,0.31288,0.15623,0.17689,0.09371,0.02979,0.9663,1.28736,2.14582,0.28065,2.59819,2.63064,14.68785,27.44632,2.51063,0.91035,0.05129,0.03671,0.35038,2.98985,3.48947
"37","2019_Q2",157.705238095238,"Up",8.884e+09,-5.879e+09,3.005e+09,-1.363e+09,-1.363e+09,1.642e+09,2e+08,-8.5e+07,2.85e+08,1.842e+09,1.842e+09,-4.06e+08,1.436e+09,1.436e+09,-2e+07,1.416e+09,1.416e+09,1.0684e+10,8.625e+09,7.307e+09,4.548e+09,1.795e+09,1.795e+09,2.4334e+10,5.276e+09,7.47e+08,2.8203e+10,1.5555e+10,4.039e+09,3.62e+08,8.247e+09,3.4226e+10,5.856e+10,1.2079e+10,5.582e+09,6.497e+09,7.514e+09,1.9593e+10,8.598e+09,1.1406e+10,3.33e+08,3.33e+08,1.85e+09,9.223e+09,2.0004e+10,3.9597e+10,7.61e+09,-2.0392e+10,3.4794e+10,-3.245e+09,1.8767e+10,1.96e+08,1.8963e+10,5.856e+10,1.416e+09,2.61e+08,-2.6e+07,4.1e+07,8e+07,-1.47e+08,-5.17e+08,1.98e+08,-2.21e+08,-2.9e+07,-4.65e+08,1.134e+09,-1.39e+08,2e+06,2e+06,-1.41e+08,-1.41e+08,-4.3e+08,7.96e+08,-1.226e+09,-4e+07,-6.09e+08,-6.06e+08,6e+06,-1e+06,7e+06,-1.3e+07,2e+07,-6.05e+08,1.45e+08,-7.5e+08,-3e+07,-1.235e+09,-7.1e+08,-7.1e+08,4.8e+07,-6.62e+08,1.903e+09,1.6112e+10,1.653e+09,0.33825,0.18483,0.15939,0.07467,0.02418,1.16737,1.24197,2.08812,0.27514,1.94052,1.91662,12.17487,25.71879,2.26531,0.83048,0.0435,0.03556,0.42797,2.85234,3.30572
"38","2019_Q3",158.4625,"Up",9.243e+09,-6.094e+09,3.149e+09,-1.387e+09,-1.387e+09,1.762e+09,2.2e+08,-8.5e+07,3.05e+08,1.982e+09,1.982e+09,-4.26e+08,1.556e+09,1.556e+09,-1.5e+07,1.541e+09,1.541e+09,9.943e+09,8.225e+09,7.407e+09,4.6e+09,1.818e+09,1.818e+09,2.3768e+10,5.26e+09,7.47e+08,2.7975e+10,1.5573e+10,3.933e+09,2.59e+08,8.21e+09,3.3982e+10,5.775e+10,1.2319e+10,5.602e+09,6.717e+09,7.575e+09,1.9894e+10,8.608e+09,1.1181e+10,3.26e+08,3.26e+08,1.722e+09,9.133e+09,1.9789e+10,3.9683e+10,7.738e+09,-2.2156e+10,3.5741e+10,-3.453e+09,1.787e+10,1.97e+08,1.8067e+10,5.775e+10,1.541e+09,2.95e+08,-9.2e+07,3.4e+07,-3.6e+07,-9e+07,-6.6e+07,-1e+08,-5.2e+07,2.1e+07,64999999.9999999,1.678e+09,-1.63e+08,8e+06,8e+06,-1.71e+08,-1.71e+08,3.19e+08,1.367e+09,-1.048e+09,1.1e+08,2.66e+08,-5.97e+08,-61999999.9999998,0,-6.2e+07,-7.1e+07,9000000.00000012,-1.667e+09,2.33e+08,-1.9e+09,-1999999.99999994,-2.328e+09,-3.84e+08,-3.84e+08,-1.6e+07,-4e+08,2.057e+09,1.6183e+10,2.254e+09,0.34069,0.19063,0.16672,0.08529,0.02668,1.46269,1.19473,2.19644,0.28023,2.1311,2.10232,12.78246,24.71304,3.11713,0.82561,0.04706,0.04961,0.38741,3.03354,3.54143
"39","2019_Q4",163.69828125,"Up",9.086e+09,-6.038e+09,3.048e+09,-1.296e+09,-1.296e+09,1.752e+09,2.15e+08,-9.6e+07,3.11e+08,1.967e+09,1.967e+09,-3.19e+08,1.648e+09,1.648e+09,-2.4e+07,1.624e+09,1.624e+09,1.2364e+10,1.0908e+10,7.583e+09,4.601e+09,1.64e+09,1.64e+09,2.6188e+10,5.24e+09,6.31e+08,2.8045e+10,1.5426e+10,3.787e+09,2.41e+08,8.591e+09,3.3916e+10,6.0104e+10,1.2405e+10,5.522e+09,6.883e+09,7.51e+09,1.9915e+10,1.1101e+10,1.0775e+10,3.29e+08,3.29e+08,1.366e+09,9.08e+09,2.1876e+10,4.1791e+10,7.764e+09,-2.3135e+10,3.6775e+10,-3.295e+09,1.8109e+10,2.04e+08,1.8313e+10,6.0104e+10,1.624e+09,2.63e+08,-3.55e+08,3.7e+07,-3.42e+08,-5e+07,-6.1e+07,-1.76e+08,-3e+06,-8.1e+07,1.99e+08,1.471e+09,-1.61e+08,3.1e+07,3.1e+07,-1.92e+08,-1.92e+08,2.11e+08,1.155e+09,-9.44e+08,1.71e+08,2.21e+08,-5.95e+08,2.66e+09,0,2.66e+09,-3.6e+07,2.696e+09,-9.53e+08,4.7e+07,-1e+09,-4e+07,1.072e+09,2.764e+09,2.764e+09,-8.1e+07,2.683e+09,2.015e+09,1.8611e+10,2.112e+09,0.33546,0.19282,0.17874,0.08868,0.02702,1.30049,1.31499,2.28204,0.30965,2.26278,2.23507,12.65989,25.23199,2.94273,0.82904,0.04652,0.04428,0.36638,3.10025,3.56564
"40","2020_Q1",155.363225806452,"Down",9.496e+09,-6.328e+09,3.168e+09,-1.473e+09,-1.473e+09,1.695e+09,7.3e+07,-9.1e+07,1.64e+08,1.768e+09,1.768e+09,-1.78e+08,1.59e+09,1.59e+09,-2.8e+07,1.562e+09,1.562e+09,1.0416e+10,9.067e+09,7.493e+09,4.421e+09,1.973e+09,1.973e+09,2.4303e+10,5.325e+09,5.88e+08,2.8463e+10,1.5563e+10,3.734e+09,8.6e+07,9.08e+09,3.4376e+10,5.8679e+10,1.3206e+10,5.73e+09,7.476e+09,4.892e+09,1.8098e+10,1.111e+10,1.0758e+10,3.26e+08,3.26e+08,1.67e+09,8.762e+09,2.1868e+10,3.9966e+10,7.834e+09,-2.3836e+10,3.7693e+10,-3.197e+09,1.8494e+10,2.19e+08,1.8713e+10,5.8679e+10,1.562e+09,2.69e+08,94999999.9999999,4.1e+07,4.77e+08,-4.23e+08,6.88e+08,8.9e+07,1.76e+08,2.07e+08,2.16e+08,2.614e+09,-3.33e+08,2e+06,2e+06,-3.35e+08,-3.35e+08,1.11e+08,1.146e+09,-1.035e+09,-1.39e+08,-4.11e+08,-6.44e+08,-2.781e+09,1e+06,-2.782e+09,-2.783e+09,1e+06,-6.77e+08,7.3e+07,-7.5e+08,-7e+06,-4.109e+09,-1.906e+09,-1.906e+09,6.5e+07,-1.841e+09,1.964e+09,1.6002e+10,2.497e+09,0.33361,0.1785,0.16449,0.08347,0.02662,1.59859,1.34286,2.13573,0.2727,2.18921,2.16104,13.30904,25.92011,3.49965,0.90259,0.04851,0.05491,0.41229,2.8442,3.29558
"41","2020_Q2",134.095238095238,"Down",8.463e+09,-5.534e+09,2.929e+09,-1.238e+09,-1.238e+09,1.691e+09,2.44e+08,-7.3e+07,3.17e+08,1.935e+09,1.935e+09,-3.29e+08,1.606e+09,1.606e+09,-2.5e+07,1.581e+09,1.581e+09,8.791e+09,7.721e+09,7.452e+09,4.584e+09,1.786e+09,1.786e+09,2.2613e+10,5.214e+09,6.13e+08,2.8981e+10,1.5282e+10,3.58e+09,7.1e+07,1.0048e+10,3.4808e+10,5.7421e+10,1.2807e+10,5.676e+09,7.131e+09,4.57e+09,1.7377e+10,1.1542e+10,1.0631e+10,3.14e+08,3.14e+08,1.67e+09,8.647e+09,2.2173e+10,3.955e+10,8.005e+09,-2.5643e+10,3.8635e+10,-3.353e+09,1.7644e+10,2.28e+08,1.7872e+10,5.7422e+10,1.581e+09,2.43e+08,-4.68e+08,4.4e+07,-5.8e+07,-4.54e+08,-4.17e+08,4.1e+07,-1.63e+08,-5.4e+07,-2.41e+08,9.39e+08,-1.32e+08,7e+06,7e+06,-1.39e+08,-1.39e+08,1.95e+08,8.43e+08,-6.48e+08,2.87e+08,3.5e+08,-6.35e+08,8.4e+07,8.2e+07,2e+06,-1.125e+09,1.127e+09,-1.857e+09,6.6e+07,-1.923e+09,-3.8e+07,-2.446e+09,-1.157e+09,-1.157e+09,-1.89e+08,-1.346e+09,1.934e+09,1.6112e+10,1.714e+09,0.34609,0.19981,0.18681,0.08846,0.02753,1.08412,1.30132,2.21296,0.28059,2.22802,2.20502,11.92644,24.86471,2.41545,0.89487,0.04967,0.03842,0.40164,3.78542,4.32939
"42","2020_Q3",151.53765625,"Up",7.477e+09,-5.276e+09,2.201e+09,-1.183e+09,-1.183e+09,1.018e+09,2.01e+08,-9e+07,2.91e+08,1.219e+09,1.219e+09,-1.2e+08,1.099e+09,1.099e+09,-1.8e+07,1.081e+09,1.081e+09,1.5127e+10,1.3778e+10,6.717e+09,4.753e+09,1.724e+09,1.724e+09,2.8321e+10,5.327e+09,6.26e+08,2.933e+10,1.5518e+10,3.551e+09,1.06e+08,1.0155e+10,3.5283e+10,6.3604e+10,1.2843e+10,5.366e+09,7.477e+09,4.498e+09,1.7341e+10,1.7591e+10,1.0299e+10,3.17e+08,3.17e+08,1.461e+09,8.521e+09,2.789e+10,4.5231e+10,8.062e+09,-2.5685e+10,3.908e+10,-3.31e+09,1.8147e+10,2.26e+08,1.8373e+10,6.3604e+10,1.081e+09,2.5e+08,-4.29e+08,3.4e+07,-2.19e+08,-2.44e+08,5.78e+08,7.35e+08,-1.68e+08,-3.1e+08,3.21e+08,1.48e+09,-2.27e+08,-1.86264514923096e-09,-1.86264514923096e-09,-2.27e+08,-2.27e+08,-2.77e+08,7.46e+08,-1.023e+09,-2.04e+08,-7.08e+08,-6.5e+08,5.87e+09,-1.1e+07,5.881e+09,-9.3e+07,5.974e+09,-31000000.0000002,3.1e+07,-6.2e+07,-2e+06,5.187e+09,5.959e+09,5.959e+09,97999999.9999999,6.057e+09,1.268e+09,2.2089e+10,1.739e+09,0.29437,0.13615,0.14458,0.05884,0.017,1.6087,1.63318,2.46182,0.34729,1.53945,1.5264,10.64796,25.84306,2.4765,0.92566,0.0341,0.03426,0.6013,5.49054,6.8389
"43","2020_Q4",186.23796875,"Up",7.797e+09,-5.383e+09,2.414e+09,-1.103e+09,-1.103e+09,1.311e+09,-1.63e+08,-1.01e+08,-6.2e+07,1.148e+09,1.148e+09,-3.67e+08,7.81e+08,7.81e+08,-2.3e+07,7.58e+08,7.58e+08,1.5008e+10,1.4036e+10,6.878e+09,4.705e+09,1.609e+09,1.609e+09,2.82e+10,5.419e+09,6.73e+08,2.9167e+10,1.5666e+10,3.494e+09,1.54e+08,9.853e+09,3.5259e+10,6.3459e+10,1.2649e+10,5.27e+09,7.379e+09,4.535e+09,1.7184e+10,1.7687e+10,1.0268e+10,3.09e+08,3.09e+08,1.474e+09,8.485e+09,2.7955e+10,4.5139e+10,8.113e+09,-2.5806e+10,3.9203e+10,-3.436e+09,1.8074e+10,2.46e+08,1.832e+10,6.3459e+10,7.58e+08,2.55e+08,-4.79e+08,4e+07,-1.2e+07,-5.07e+08,4.73e+08,-1.61e+08,4.7e+07,-9.6e+07,6.83e+08,1.007e+09,-2.39e+08,1e+07,1e+07,-2.49e+08,-2.49e+08,3.45e+08,1.045e+09,-7e+08,-1.58e+08,-5.2e+07,-6.36e+08,-2.1e+07,-6e+06,-1.5e+07,-3.019e+09,3.004e+09,-9.8e+07,6.6e+07,-1.64e+08,-1.4e+07,-7.69e+08,1.86e+08,1.86e+08,7.2e+07,2.58e+08,1.566e+09,2.2222e+10,2.167e+09,0.30961,0.16814,0.09722,0.04138,0.01194,2.85884,1.64106,2.46392,0.35018,1.07885,1.06821,11.09735,25.72445,3.08426,0.90521,0.02744,0.04265,0.83905,4.60664,5.50267
"44","2021_Q1",200.94868852459,"Up",8.9e+09,-5.976e+09,2.924e+09,-1.248e+09,-1.248e+09,1.676e+09,34000000.0000001,-9.5e+07,1.29e+08,1.71e+09,1.71e+09,-3.31e+08,1.379e+09,1.379e+09,-2e+07,1.359e+09,1.359e+09,1.522e+10,1.4275e+10,6.827e+09,4.489e+09,1.639e+09,1.639e+09,2.8175e+10,5.57e+09,6.85e+08,3.0156e+10,1.6058e+10,3.56e+09,7.6e+08,9.778e+09,3.6411e+10,6.4586e+10,1.3155e+10,5.75e+09,7.405e+09,6.042e+09,1.9197e+10,1.6342e+10,1.125e+10,2.42e+08,2.42e+08,2.113e+09,8.895e+09,2.7592e+10,4.6789e+10,8.25e+09,-2.7229e+10,3.9905e+10,-3.377e+09,1.7549e+10,2.48e+08,1.7797e+10,6.4586e+10,1.359e+09,2.54e+08,-6.9e+07,5e+07,1.14e+08,-2.33e+08,1.238e+09,53999999.9999999,2.17e+08,4.75e+08,4.92e+08,2.782e+09,-2.51e+08,4e+07,4e+07,-2.91e+08,-2.91e+08,9e+06,8.74e+08,-8.65e+08,-7.4e+07,-5.77e+08,-6.71e+08,-4.2e+07,9e+06,-50999999.999999,-70999999.9999995,2e+07,-1.335e+09,2.3e+08,-1.565e+09,-5e+06,-2.053e+09,1.52e+08,1.52e+08,8.7e+07,2.39e+08,1.93e+09,2.2384e+10,3.248e+09,0.32854,0.18831,0.1527,0.07636,0.02104,2.38999,1.46768,2.62904,0.34658,1.9359,1.91408,12.67806,24.99858,4.62678,0.95584,0.03947,0.06315,0.49375,3.71192,4.27446
"45","2021_Q2",218.599365079365,"Up",8.454e+09,-5.709e+09,2.745e+09,-1.236e+09,-1.236e+09,1.509e+09,3.52e+08,-9e+07,4.42e+08,1.861e+09,1.861e+09,-4.13e+08,1.448e+09,1.448e+09,-2.1e+07,1.427e+09,1.427e+09,1.266e+10,1.1718e+10,6.675e+09,4.607e+09,1.645e+09,1.645e+09,2.5587e+10,5.547e+09,7.46e+08,3.1681e+10,1.6981e+10,3.799e+09,7.62e+08,1.0139e+10,3.7974e+10,6.3561e+10,1.2747e+10,5.792e+09,6.955e+09,5.203e+09,1.795e+10,1.6124e+10,1.1228e+10,2.34e+08,2.34e+08,2.309e+09,8.685e+09,2.7352e+10,4.5302e+10,8.463e+09,-2.7975e+10,4.0682e+10,-3.184e+09,1.7986e+10,2.73e+08,1.8259e+10,6.3561e+10,1.427e+09,3.41e+08,-4.07e+08,7.7e+07,6.3e+07,-5.47e+08,-3.83e+08,1.43e+08,-1.58e+08,5.7e+07,-4.25e+08,9.78e+08,-2.07e+08,1.4e+07,1.4e+07,-2.21e+08,-2.21e+08,-1.24e+08,6.12e+08,-7.36e+08,1.4e+08,-1.304e+09,-6.4e+08,-7.92e+08,2e+06,-7.94e+08,-8.17e+08,2.3e+07,-7.55e+08,6.7e+07,-8.22e+08,-3e+07,-2.217e+09,-2.543e+09,-2.543e+09,-1.4e+07,-2.557e+09,1.85e+09,2.1327e+10,1.673e+09,0.3247,0.1785,0.1688,0.07815,0.02245,1.17239,1.42546,2.48108,0.33554,2.0497,2.02555,12.14306,25.83453,2.40305,0.91928,0.04068,0.03292,0.44849,4.68486,5.74354
"46","2021_Q3",221.35984375,"Up",8.808e+09,-6.003e+09,2.805e+09,-1.207e+09,-1.207e+09,1.598e+09,2.83e+08,-8.3e+07,3.66e+08,1.881e+09,1.881e+09,-4.34e+08,1.447e+09,1.447e+09,-1.7e+07,1.43e+09,1.43e+09,1.2318e+10,1.1427e+10,6.947e+09,4.723e+09,1.664e+09,1.664e+09,2.5652e+10,5.52e+09,1.358e+09,3.1415e+10,1.7135e+10,3.748e+09,7.62e+08,9.77e+09,3.8293e+10,6.3945e+10,1.2925e+10,6.139e+09,6.786e+09,5.218e+09,1.8143e+10,1.6138e+10,1.1455e+10,2.25e+08,2.25e+08,2.302e+09,8.928e+09,2.7593e+10,4.5736e+10,8.524e+09,-2.8978e+10,4.1467e+10,-3.075e+09,1.7938e+10,2.71e+08,1.8209e+10,6.3945e+10,1.43e+09,2.84e+08,-4.69e+08,3.9e+07,3.8e+07,-5.46e+08,33000000.0000002,-2.7e+08,-1.13e+08,3.45e+08,70999999.9999999,1.278e+09,-1.85e+08,0,0,-1.85e+08,-1.85e+08,5.8e+07,7.19e+08,-6.61e+08,2.12e+08,61000000.0000002,-6.64e+08,-13000000.0000002,1e+06,-1.4e+07,-18000000.0000002,4000000.00000012,-9.8e+08,4.7e+07,-1.027e+09,-3e+06,-1.66e+09,-321000000.000001,-321000000.000001,3e+07,-2.91e+08,1.882e+09,2.1356e+10,2.164e+09,0.31846,0.18143,0.16235,0.07853,0.02236,1.51329,1.41388,2.51172,0.33397,2.05401,2.02981,12.65154,25.76558,3.1083,0.95375,0.04104,0.04241,0.46434,4.80234,5.65582
"47","2021_Q4",210.52578125,"Down",8.473e+09,-5.746e+09,2.727e+09,-1.152e+09,-1.152e+09,1.575e+09,1.25e+08,-9e+07,2.15e+08,1.7e+09,1.7e+09,-4.27e+08,1.273e+09,1.273e+09,-1.6e+07,1.257e+09,1.257e+09,1.2136e+10,1.1087e+10,7.239e+09,4.967e+09,1.691e+09,1.691e+09,2.6033e+10,5.514e+09,1.243e+09,3.1401e+10,1.6963e+10,3.637e+09,7.6e+08,1.0041e+10,3.8158e+10,6.4191e+10,1.3304e+10,6.116e+09,7.188e+09,6.903e+09,2.0207e+10,1.4346e+10,1.1517e+10,2.25e+08,2.25e+08,2.372e+09,8.92e+09,2.5863e+10,4.607e+10,8.57e+09,-2.9614e+10,4.2079e+10,-3.193e+09,1.7842e+10,2.79e+08,1.8121e+10,6.4191e+10,1.257e+09,3.08e+08,-2.2e+07,5.6e+07,8.8e+07,-1.66e+08,-4.24e+08,-2.92e+08,-2.45e+08,-2.3e+07,1.36e+08,1.119e+09,-2.04e+08,4e+06,4e+06,-2.08e+08,-2.08e+08,-1.7e+07,5.75e+08,-5.92e+08,1.11e+08,-1.04e+08,-6.46e+08,-3.8e+07,0,-3.8e+07,-2.52e+09,2.482e+09,-5.93e+08,5.7e+07,-6.5e+08,-4.1e+07,-1.318e+09,-3.03e+08,-3.03e+08,-3.7e+07,-3.4e+08,1.883e+09,2.1249e+10,1.682e+09,0.32185,0.18588,0.14835,0.06937,0.01958,1.33811,1.28832,2.54235,0.33103,1.81228,1.7906,12.21597,25.72376,2.42503,0.93137,0.0374,0.03305,0.51392,4.83962,5.78603
"48","2022_Q1",193.781451612903,"Down",8.657e+09,-5.936e+09,2.721e+09,-1.203e+09,-1.203e+09,1.518e+09,2.75e+08,-8e+07,3.55e+08,1.793e+09,1.793e+09,-3.51e+08,1.442e+09,1.442e+09,-1.4e+07,1.428e+09,1.428e+09,1.1523e+10,1.0959e+10,6.83e+09,5.138e+09,1.881e+09,1.881e+09,2.5372e+10,5.562e+09,1.222e+09,3.2314e+10,1.7756e+10,3.613e+09,4.89e+08,1.0456e+10,3.9098e+10,6.447e+10,1.4163e+10,6.484e+09,7.679e+09,5.345e+09,1.9508e+10,1.4254e+10,1.1459e+10,2.08e+08,2.08e+08,2.364e+09,8.887e+09,2.5713e+10,4.5221e+10,9.099e+09,-3.0462e+10,4.2827e+10,-2.895e+09,1.8569e+10,6.8e+08,1.9249e+10,6.447e+10,1.428e+09,2.9e+08,-1.17e+08,4.5e+07,-1.1e+07,-1.51e+08,1.062e+09,4.11e+08,-1.69e+08,3.65e+08,4.55e+08,2.663e+09,-2.72e+08,9e+06,9e+06,-2.81e+08,-2.81e+08,2.35e+08,6.19e+08,-3.84e+08,3.15e+08,2.86e+08,-6.76e+08,-1.553e+09,1e+06,-1.554e+09,-1.562e+09,8e+06,-8.23e+08,5.8e+07,-8.81e+08,-7e+06,-3.059e+09,-1.1e+08,-1.1e+08,-1.8e+07,-1.28e+08,1.808e+09,1.9599e+10,2.949e+09,0.31431,0.17535,0.16495,0.07419,0.02215,2.06513,1.30059,2.34926,0.304,2.09507,2.1755,12.701,27.24325,4.32658,0.99178,0.04182,0.05862,0.47339,4.46681,5.32016
"49","2022_Q2",189.144032258065,"Down",8.376e+09,-5.674e+09,2.702e+09,-1.431e+09,-1.431e+09,1.271e+09,2.34e+08,-8.5e+07,3.19e+08,1.505e+09,1.505e+09,-3.71e+08,1.134e+09,1.134e+09,-9614679.79310556,1.134e+09,1.134e+09,9.774e+09,9.281e+09,7.119e+09,5.472e+09,1.916e+09,1.916e+09,2.4281e+10,5.47e+09,1.035e+09,3.2566e+10,1.7863e+10,3.534e+09,4.94e+08,1.0675e+10,3.9071e+10,6.3352e+10,1.3294e+10,6.285e+09,7.009e+09,6.733e+09,2.0027e+10,1.2636e+10,1.1631e+10,2.2e+08,2.2e+08,2.387e+09,9.024e+09,2.4267e+10,4.4294e+10,9.284e+09,-3.142e+10,4.3288e+10,-2.787e+09,1.8365e+10,6.93e+08,1.9058e+10,6.3352e+10,1.134e+09,3.3e+08,1.8e+07,6e+07,2.1e+07,-6.3e+07,-1.446e+09,-2.85e+08,-3.31e+08,-1.99e+08,-6.31e+08,3.6e+07,-1.73e+08,1e+07,1e+07,-1.83e+08,-1.83e+08,8.1e+07,3.04e+08,-2.23e+08,2.58e+08,-1e+07,-6.68e+08,-3.9e+07,0,-3.9e+07,-4e+07,1e+06,-9.95e+08,2.3e+07,-1.018e+09,-1.7e+07,-1.719e+09,-1.693e+09,-1.693e+09,1.5e+07,-1.678e+09,1.601e+09,1.9369e+10,3.53e+08,0.32259,0.15174,0.13539,0.0595,0.0179,0.31129,1.21241,2.32417,0.30574,1.64754,1.62978,12.16911,26.68168,0.51286,0.97051,0.036,0.00705000000000001,0.58907,5.99313,7.54917
"50","2022_Q3",186.55025,"Down",8.953e+09,-6.046e+09,2.907e+09,-1.306e+09,-1.306e+09,1.601e+09,1.03e+08,-8.7e+07,1.9e+08,1.704e+09,1.704e+09,-4.41e+08,1.263e+09,1.263e+09,-2e+06,1.261e+09,1.261e+09,8.659e+09,8.248e+09,7.738e+09,5.576e+09,1.874e+09,1.874e+09,2.3847e+10,5.342e+09,7.97e+08,3.2272e+10,1.7528e+10,3.385e+09,4.91e+08,1.0868e+10,3.8411e+10,6.2258e+10,1.3361e+10,6.245e+09,7.116e+09,6.586e+09,1.9947e+10,1.2491e+10,1.1623e+10,2.12e+08,2.12e+08,2.421e+09,8.99e+09,2.4114e+10,4.4061e+10,9.355e+09,-3.2814e+10,4.3883e+10,-2.883e+09,1.7541e+10,6.56e+08,1.8197e+10,6.2258e+10,1.261e+09,2.75e+08,1.64e+08,5.3e+07,9.9e+07,1.2e+07,-9.11e+08,-6.19e+08,-1.03e+08,-4.1e+07,-1.48e+08,7.89e+08,-1.57e+08,1e+06,1e+06,-1.58e+08,-1.58e+08,9.5e+07,3.42e+08,-2.47e+08,4.88e+08,4.24e+08,-6.91e+08,-5.1e+07,-2e+06,-4.9e+07,-4.9e+07,-1.19209289550781e-07,-1.367e+09,5.2e+07,-1.419e+09,-4e+06,-2.113e+09,-9e+08,-9e+08,-1.33e+08,-1.033e+09,1.876e+09,1.9077e+10,1.249e+09,0.3247,0.17882,0.14085,0.0693,0.02025,0.99048,1.19552,2.42133,0.30642,1.85714,1.85714,13.18557,25.83358,1.83947,1.01767,0.03992,0.02554,0.54798,5.5533,6.50718
