"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",42.9887301587302,"Down",127800000,-28382000,99418000,-65416000,-10908000,-41406000,-13102000,34002000,-13752000,-14634000,882000,20250000,-4969000,-4969000,-4969000,231000,-4738000,-4738000,16146000,16146000,5973000,5973000,747000,747000,22866000.0000001,3688973000,136277000,66667000,69610000,3825250000,3848116000,62155000,62155000,10134000,29244000,9996000,101533000,1627119000,1627119000,1728652000,2344045000,-242635000,2101410000,18054000,2119464000,3848116000,-4969000,41406000,3053000,16950000,56440000,-1322789000,-16746000,-1339535000,-44051000,439929000,2722000,2722000,-1256000,397344000,-885751000,-885751000,-885751000,75408000,1637253000,0.77792,0.26606,-0.03707,-0.00224,-0.00123,0.225210000000001,0.81561,0.42547,-0.06846,-0.06846,1.84659,30.36341,0.6365,0.01046,-9.29738,21.49781,47.67681
"28","2017_Q1",43.9545161290323,"Up",128679000,-28992000,99687000,-65822000,-11617000,-40999000,-13206000,33865000,-14270000,-15140000,870000,19595000,18190000,18190000,18190000,-23000,18167000,18167000,23685000,23685000,5469000,5469000,1223000,1223000,30377000,3707604000,120003000,67300000,36203000,3827607000,3857984000,75132000,75132000,13027000,22715000,9700000,110874000,1640525000,1640525000,1751399000,2349031000,-260537000,2088494000,18091000,2106585000,3857984000,18190000,40999000,4181000,13049000,76419000,22968000,-64037000,-41068999.9999995,-43561000,12947999.9999999,3257000,3257000.00000006,-205000.000000004,-27561000,7788999.99999952,7788999.99999952,7788999.99999952,74864000,1653552000,0.7747,0.26317,0.14118,0.00862,0.00471,0.27398,0.83139,0.42861,0.26212,0.25991,1.85661,30.13327,0.62851,0.01642,2.39781,21.77104,48.12836
"29","2017_Q2",41.2131746031746,"Down",128320000,-29796000,98524000,-63513000,-11436000,-37642000,-14435000,35011000,-14486000,-15207000,721000,20525000,20525000,20525000,20525000,-96000,20429000,20429000,4819000,4819000,5750000,5750000,1296000,1296000,11865000,3713610000,132158000,89046000,26612000,3845768000,3857633000,45787000,45787000,12938000,21333000,9748000,80058000,1686953000,1686953000,1767011000,2354863000,-282361000,2072502000,18120000,2090622000,3857633000,20525000,37642000,3084000,-33112000,28139000,-9576000,-43126000,-52702000,-44113000,45911000,4216000,4216000,-207000,5807000,-18756000,-18756000,-18756000,72653000,1699891000,0.7678,0.27284,0.1592,0.00977,0.0053,0.148209999999999,0.84521,0.44066,0.29413,0.2934,1.84748,29.8387,0.63511,0.01703,2.15933,23.33107,48.41541
"30","2017_Q3",40.3839682539683,"Down",132785000,-29719000,103066000,-68704000,-15960000,-38105000,-14639000,34362000,-14930000,-15715000,785000,19432000,19432000,19432000,19432000,-76000,19356000,19356000,7998000,7998000,6189000,6189000,1022000,1022000,15209000,3711344000,164118000,132524000,15094000,3875462000,3890671000,66134000,66134000,12852000,21546000,10020000,100532000,1719380000,1719380000,1819912000,2362045000,-307745000,2054300000,16459000,2070759000,3890671000,19432000,38105000,347000,22845000,80729000,976000,-69126000,-68150000,-46497000,31914000,5544000,5544000,-217000,-9256000.00000001,3322999.99999997,3322999.99999997,3322999.99999997,72467000,1732232000,0.77619,0.25878,0.14577,0.00935,0.00497,0.15129,0.87886,0.44523,0.27831,0.27764,1.90928,29.53816,0.66857,0.01732,2.4022,23.79337,50.17851
"31","2017_Q4",46.8431746031746,"Up",135568000,-32663000,102905000,-51702000,-10913000,-26149000,-14640000,51203000,-15537000,-16290000,753000,35666000,35666000,35666000,35666000,-171000,35495000,35495000,6096000,6096000,7105000,7105000,869000,869000,14070000,3704541000,165724000,134232000,14992000,3870265000,3884335000,73597000,73597000,12764000,20419000,9496000,106780000,1717808000,1717808000,1824588000,2361346000,-319237000,2042109000,17638000,2059747000,3884335000,35666000,26149000,4411000,5710000,71936000,1018000,-23512000,-22494000,-46564000,-2088000,-2361000,5873000,-217000,-51230000,-1788000,-1788000,-1788000,77352000,1730572000,0.75907,0.37769,0.26182,0.01723,0.00914,0.13177,0.88583,0.44553,0.50981,0.50867,1.94715,29.33067,0.6688,0.02165,1.31185,22.29388,33.6792
"32","2018_Q1",45.0306557377049,"Down",133077000,-30616000,102461000,-51684000,-11722000,-25589000,-14373000,50777000,-26088000,-27143000,1055000,24689000,21186000,21186000,21186000,-101000,21085000,21085000,9167000,9167000,7331000,7331000,1397000,1397000,17895000,3697096000,161783000,133458000,11825000,3858879000,3876774000,92941000,92941000,12674000,9374000,9374000,114989000,1714089000,1714089000,1829078000,2363637000,-335314000,2028323000,19373000,2047696000,3876774000,21186000,25589000,8276000,12779000,67830000,4574000,-17738000,-13164000,-46537000,-1237000,44000,44000,-4179000,-51909000,2757000,2757000,2757000,76366000,1726763000,0.76994,0.38156,0.15844,0.0103,0.00544,0.15562,0.89324,0.44541,0.3029,0.30201,1.91175,29.13833,0.66854,0.01792,2.20711,22.49163,33.82626
"33","2018_Q2",50.400625,"Up",133094000,-30449000,102645000,-52368000,-12044000,-24764000,-15560000,50277000,-16228000,-17200000,972000,34049000,34049000,34049000,34049000,-160000,33889000,33889000,7778000,7778000,7286000,7286000,9e+05,9e+05,15964000,3681129000,171821000,133106000,22215000,3852950000,3868914000,69227000,69227000,12581000,10347000,10347000,92155000,1739576000,1739576000,1831731000,2365136000,-345799000,2019337000,17846000,2037183000,3868914000,34049000,24764000,3603000,-32812000,29604000,-4676597.95761884,-9432000,-9432000,-46121000,24907000,3657765.59720615,1088167.18832845,-217000,-21431000,-1259000,-1259000,-1259000,75041000,1752157000,0.77122,0.37776,0.25462,0.01664,0.00876,0.17323,0.89915,0.45288,0.48636,0.48548,1.91011,28.98068,0.66191,0.02111,1.36094,23.24568,34.69537
"34","2018_Q3",54.6226984126984,"Up",138008000,-29787000,108221000,-52295000,-11727000,-24784000,-15784000,55926000,-16468000,-17516000,1048000,39458000,39458000,39458000,39458000,-184000,39274000,39274000,7327000,7327000,7935000,7935000,994000,994000,16256000,3675667000,171046000,133225000,21321000,3846713000,3862969000,83254000,83254000,12489000,10080000,10080000,105823000,1723062000,1723062000,1828885000,2369408000,-355968000,2013440000,20644000,2034084000,3862969000,39458000,24784000,3121000,13699000,81062000,-20586757.9540945,-20448000,-20448000,-46514000,-17092000,3045000,3045000,-450000,-61011000,-397000,-397000,-397000,80710000,1735551000,0.78416,0.40524,0.28458,0.01931,0.01017,0.15361,0.89912,0.44928,0.5633,0.56215,1.97942,28.87838,0.66714,0.02276,1.18435,21.41276,30.90198
"35","2018_Q4",53.997619047619,"Down",141483000,-30315000,111168000,-54625000,-11742000,-27291000,-15592000,56543000,-16875000,-17921000,1046000,39668000,41311000,41311000,41311000,-191000,41120000,41120000,13282000,13282000,7992000,7992000,742000,742000,22016000,3675617000,171701000,135328000,19873000,3847318000,3869334000,79194000,79194000,12397000,9128000,9128000,100719000,1738548000,1738548000,1839267000,2370795000,-361234000,2009561000,20506000,2030067000,3869334000,41311000,27291000,2840000,1286000,72728000,-8833000.00000002,-20776000,-29609000,-46600000,14908000,-68000,-68000,-215000,-31975000,11144000,11144000,11144000,83834000,1750945000,0.78573,0.39965,0.29064,0.02026,0.01063,0.21859,0.90601,0.45252,0.5892,0.58792,2.02728,28.79459,0.66772,0.0232,1.13327,20.72743,30.73171
"36","2019_Q1",55.2032786885246,"Up",138265000,-30547000,107718000,-53485000,-12809000,-25691000,-14985000,54233000,-16966000,-18022000,1056000,37267000,92740000,92740000,92740000,-433000,92307000,92307000,13560000,13560000,7805000,7805000,1006000,1006000,22371000,3694258000,175583000,145911000,13172000,3869841000,3892212000,87446000,87446000,12302000,9191000,9191000,108939000,1701820000,1701820000,1810759000,2372623000,-314886000,2057737000,23716000,2081453000,3892212000,92740000,25691000,-51192000,11665000,78904000,8833000,67559000,3789000,-46602000,-38487000,-1000.00000000047,-1000,-2485000,-87575000,-4882000,-4882000,-4882000,79924000,1714122000,0.77907,0.39224,0.66761,0.04435,0.02372,0.20535,0.86995,0.4404,1.32214,1.31923,1.98041,29.47357,0.66749,0.0366,0.50486,21.27724,31.35659
"37","2019_Q2",55.8744444444444,"Up",136522000,-31161000,105361000,-54797000,-12337000,-26227000,-16233000,50564000,-17003000,-17814000,811000,33561000,34637000,34637000,34637000,-183000,34454000,34454000,8875000,8875000,9327000,9327000,1807000,1807000,20009000,3745860000,192934000,135342000,41092000,3938794000,3958803000,77513000,77513000,12204000,9907000,9907000,99624000,1788344000,1788344000,1887968000,2374019000,-327128000,2046891000,23944000,2070835000,3958803000,34637000,26227000,2641000,-28618000,34887000,-55132000,-19828000,-74960000,-46631000,85902000,3208049.81669385,3287972.27660935,-249000,39022000,-1051000,-1051000,-1051000,76791000,1800548000,0.77175,0.37037,0.25237,0.01664,0.0087,0.20085,0.91169,0.45482,0.49328,0.49252,1.95458,29.30524,0.66761,0.02094,1.35343,23.33181,35.43377
"38","2019_Q3",59.766875,"Up",145030000,-65744000,79286000,-19644000,-10510000,-26160000,17026000,59642000,-17603000,-18713000,1110000,42039000,40963000,40963000,40963000,-221000,40742000,40742000,46058000,46058000,9711000,9711000,1041000,1041000,56810000,3788030000,189937000,134455000,38982000,3977967000,4034777000,90344000,90344000,12107000,9411000,9411000,111862000,1856976000,1856976000,1968838000,2374859000,-332939000,2041920000,24019000,2065939000,4034777000,40963000,26160000,3512000,13407000,84042000,-40687000,-26728000,-67415000,-46632000,71069000,5068251.26131878,5116001.03828606,-3395000,21042000,37669000,37669000,37669000,85802000,1869083000,0.54669,0.41124,0.28092,0.01972,0.0101,0.50786,0.953,0.46324,0.58308,0.58247,2.07561,29.22316,0.66738,0.0222,1.14457,21.24688,30.56613
"39","2019_Q4",63.44140625,"Up",145634000,-48331000,97303000,-39557000,-11554000,-26852000,-1151000,57746000,-18298000,-19472000,1174000,39448000,140746000,140746000,140746000,-744000,140002000,140002000,16371000,16371000,10816000,10816000,1124000,1124000,28311000,3958024000,202405000,150182000,35723000,4160429000,4188740000,99337000,99337000,35016000,10421000,10421000,144774000,1882624000,1882624000,2027398000,2376283000,-240965000,2135318000,26024000,2161342000,4188740000,140746000,26852000,-96541000,10008000,81065000,-258893000,170365000,-88528000,-46651000,24902000,374999.999999998,375000,-345000,-21719000,-29182000,-29182000,-29182000,84598000,1917640000,0.66813,0.39651,0.96133,0.06478,0.03342,0.19555,0.93803,0.45781,2.00349,2.00044,2.08409,30.55734,0.6676,0.04576,0.33322,22.47416,32.92469
"40","2020_Q1",64.0522580645161,"Up",147553000,23737000,171290000,-113777000,-12221000,-27891000,-73665000,57513000,-18618000,-20089000,1471000,38895000,43731000,43731000,43731000,-230000,43501000,43501000,17458000,17458000,12218000,12218000,1302000,1302000,30978000,3993140000,208846000,154984000,37362000,4201986000,4232964000,103942000,103942000,34851000,11699000,11699000,150492000,1923271000,1923271000,2073763000,2377190000,-244296000,2132894000,26307000,2159201000,4232964000,43731000,27891000,-727000,7953000,78848000,263717000,83621000,-71619000,-46657000,39835000,1000,1000,-353000,-7174000,55000,55000,55000,85404000,1958122000,1.16087,0.38978,0.29482,0.02015,0.01028,0.20584,0.96043,0.46259,0.62229,0.62117,2.11078,30.51161,0.66744,0.0219,1.07255,22.72334,33.74305
"41","2020_Q2",56.1950793650794,"Down",146943000,-32850000,114093000,-58644000,-12906000,-28330000,-17408000,55449000,-19126000,-20242000,1116000,36323000,36625000,36625000,36625000,-192000,36433000,36433000,20720000,20720000,11717000,11717000,918000,918000,33355000,4100726000,205208000,147326000,41382000,4305934000,4339289000,81295000,81295000,34685000,13244000,13244000,129224000,2041918000,2041918000,2171142000,2399780000,-252061000,2147719000,20428000,2168147000,4339289000,36625000,28330000,4741000,-24664000,45032000,-135865000,8530000,-130325000,-49969000,117834000,21466000,21466000,-529000,88802000,3509000,3509000,3509000,83779000,2076603000,0.77644,0.37735,0.24794,0.0168,0.0084,0.25812,1.00138,0.47856,0.52035,0.51953,2.09871,30.67475,0.71368,0.02036,1.37153,24.53936,37.07701
"42","2020_Q3",62.1171875,"Up",147013000,-32247000,114766000,-58824000,-12223000,-28987000,-17614000,55942000,-19294000,-20264000,970000,36648000,36648000,36648000,36648000,-191000,36457000,36457000,9518000,9518000,11575000,11575000,797000,797000,21890000,4087667000,201707000,147749000,37458000,4289374000,4311264000,89124000,89124000,34519000,14433000,14433000,138076000,2017539000,2017539000,2155615000,2400851000,-268170000,2132681000,22968000,2155649000,4311264000,36648000,28987000,4265000,10986000,80886000,-14442000,0,-16405000,-50186000,-25037000,-78000,-78000,-260000,-75561000,-11080000,-11080000,-11080000,84929000,2052058000,0.78065,0.38052,0.24798,0.01691,0.00846,0.15854,0.99998,0.47598,0.51883,0.51816,2.0922,30.35096,0.71422,0.02059,1.37658,24.04997,36.51174
"43","2020_Q4",70.4796875,"Up",156310000,-36200000,120110000,-64116000,-13369000,-33018000,-17729000,55994000,-18707000,-20536000,1829000,37287000,37287000,37287000,37287000,-193000,37094000,37094000,110247000,110247000,13970000,13970000,3223000,3223000,127440000,4357660000,203955000,143633000,43822000,4561615000,4689055000,107980000,107980000,34352000,16204000,16204000,158536000,2254783000,2254783000,2413319000,2533884000,-283996000,2249888000,25848000,2275736000,4689055000,37287000,33018000,3524000,11969000,85798000,112685000,19349000,-302805000,-50202000,239993000,134226000,134226000,-5741000,318276000,101269000,101269000,101269000,89012000,2289135000,0.76841,0.35822,0.23731,0.0163,0.00791,0.80386,1.06046,0.48819,0.52366,0.52282,2.20665,31.76203,0.70871,0.01912,1.35337,24.47859,38.91288
"44","2021_Q1",77.6273770491803,"Up",166505000,-21247000,145258000,-79427000,-13557000,-32590000,-33280000,65831000,-24031000,-24954000,923000,41800000,41800000,41800000,41800000,-213000,41587000,41587000,54400000,54400000,15464000,15464000,9390000,1064000,79254000,4457145000,191449000,143042000,31907000,4648594000,4727848000,112654000,112654000,37777000,17416000,17416000,167847000,2155457000,2155457000,2323304000,2671806000,-293708000,2378098000,26446000,2404544000,4727848000,41800000,32590000,5369000,7491000,87250000,-18775000,-150999.999999996,-126460000,-5.2e+07,-102863000,140348000,140348000,-2758000,-17273000,-56483000,-56483000,-56483000,98421000,2193234000,0.87239,0.39537,0.24976,0.0173,0.0088,0.47218,0.96621,0.4639,0.5689,0.56753,2.27774,32.53165,0.71134,0.02035,1.25039,21.73148,32.48977
"45","2021_Q2",92.6261904761905,"Up",171887000,-33740000,138147000,-72209000,-14183000,-33359000,-24667000,65938000,-18346000,-19567000,1221000,47592000,47592000,47592000,47592000,-209000,47383000,47383000,13914000,13914000,14796000,14796000,12855000,520000,41565000,4699416000,189780000,140415000,32865000,4889196000,4930761000,95708000,95708000,37596000,20120000,20120000,153424000,2199140000,2199140000,2352564000,2853784000,-304294000,2549490000,28707000,2578197000,4930761000,47592000,33359000,3838000,-17697000,67092000,-10228000,2054000,-274701000,-55840000,42883000,180529000,180529000,-310000,167262000,-40347000,-40347000,-40347000,99297000,2236736000,0.80371,0.38361,0.27566,0.01838,0.00961,0.27092,0.91248,0.45363,0.62853,0.6275,2.28005,33.81855,0.74071,0.02144,1.17848,22.38559,33.71079
"46","2021_Q3",112.7428125,"Up",187262000,-33369000,153893000,-76790000,-15083000,-35771000,-25936000,77103000,-19338000,-20766000,1428000,57765000,57765000,57765000,57765000,-250000,57515000,57515000,29881000,29881000,14087000,14087000,10846000,635000,54814000,4950208000,190066000,139495000,34071000,5140274000,5195088000,109508000,109508000,37406000,22587000,22587000,169501000,2296823000,2296823000,2466324000,3003563000,-310564000,2692999000,35765000,2728764000,5195088000,57765000,35771000,5075000,12705000,111316000,-19917000,31756000,-282942000,-56873000,96875000,148325000,148325000,-346000,187981000,16355000,16355000,16355000,112874000,2334229000,0.82181,0.41174,0.30714,0.02108,0.01107,0.32338,0.90382,0.44931,0.76293,0.76169,2.484,35.72217,0.75441,0.02259,0.98884,20.41522,29.88662
"47","2021_Q4",127.52984375,"Up",208256000,-36410000,171846000,-80924000,-16141000,-37158000,-27625000,90922000,-19871000,-21348000,1477000,71051000,71051000,71051000,71051000,-777000,70274000,70274000,136157000,136157000,15845000,15845000,12329000,589000,164331000,5272345000,224741000,161834000,46407000,5497086000,5661417000,128824000,128824000,37220000,24925000,24925000,190969000,2157418000,2157418000,2348387000,3483562000,-301584000,3181978000,131052000,3313030000,5661417000,71051000,37157000,4829000,16650000,129687000,-24165000,-8813000,-302926000,-57953000,-140122000,478331000,478331000,-428000,279828000,106589000,106589000,106589000,128079000,2194638000,0.82517,0.43659,0.33744,0.02121,0.01241,0.86051,0.70883,0.38765,0.88998,0.88752,2.63744,40.29788,0.73394,0.02328,0.82467,16.07196,22.64008
"48","2022_Q1",129.428548387097,"Up",221160000,-40129000,181031000,-82556000,-17210000,-40831000,-24515000,98475000,-22708000,-24278000,1570000,75767000,75767000,75767000,75767000,-1622000,74145000,74145000,171865000,171865000,17784000,17784000,10251000,333000,199900000,6082807000,273890000,213003000,44387000,6356697000,6556597000,131778000,131778000,37030000,27277000,27277000,196085000,2747838000,2747838000,2943923000,3697836000,-4124000,3378999000,233675000,3612674000,6556597000,75767000,40832000,5472000,3735000,125806000,-30770000,7498000,-820165000,-70534000,594373000,212172000,212172000,-6586000,729425000,35066000,35066000,35066000,139307000,2784868000,0.81855,0.44527,0.33526,0.02052,0.01131,1.01946,0.81489,0.42474,0.939,0.93641,2.80086,42.79303,0.89327,0.02261,0.9513,18.75716,26.53468
"49","2022_Q2",119.498387096774,"Down",233490000,-42368000,191122000,-93597000,-15826000,-46401000,-31370000,97525000,-22107000,-24225000,2118000,75418000,75418000,75418000,75418000,-1843000,73575000,73575000,50206000,50206000,18209000,18209000,13266000,804000,81681000,6406109000,271701000,214641000,40560000,6677810000,6759491000,112136000,112136000,36837000,29495000,29495000,178468000,2883787000,2883787000,3062255000,3792441000,-317746000,3474695000,222541000,3697236000,6759491000,75418000,46401000,4746000,-21222000,105343000,-15985000,1260000,-368837000,-83637000,134871000,92943000,92942999.9999999,-2053000,142124000,-121370000,-121370000,-121370000,143926000,2920624000,0.81854,0.41768,0.31511,0.0199,0.01088,0.45768,0.82826,0.43208,0.87962,0.87759,2.79146,41.54126,0.99991,0.02376,1.13676,19.94371,29.43264
"50","2022_Q3",119.92703125,"Up",257047000,-42459000,214588000,-98588000,-18676000,-48075000,-31837000,1.16e+08,-23588000,-25502000,1914000,92412000,94377000,94377000,94377000,-2113000,92264000,92264000,32639000,32639000,21136000,21136000,12353000,625000,66128000,6646142000,254914000,202026000,36388000,6901056000,6967184000,119962000,119962000,36646000,32583000,32583000,189191000,3052735000,3052735000,3241926000,3802047000,-281686000,3520361000,204897000,3725258000,6967184000,94377000,48075000,3428000,7839000,153719000,-20941000,1327000,-260226000,-84363000,167874000,7864000,7864000,-2127000,89248000,-17259000,-17259000,-17259000,164075000,3089381000,0.83482,0.45128,0.35894,0.02477,0.01324,0.34953,0.87026,0.44342,1.09486,1.09281,3.05027,41.7746,1.0011,0.02592,0.91437,18.63015,26.35122
