"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",17.7633870967742,"Up",2.17e+09,-1.471e+09,6.99e+08,-2.74e+08,-2.44e+08,-3e+07,4.25e+08,-1.44e+08,-1.44e+08,2.81e+08,-2e+07,2.61e+08,1.9e+07,2.8e+08,2.8e+08,2.8e+08,2.8e+08,5.54e+08,5.54e+08,6.4e+08,7.32e+08,5.27e+08,1.926e+09,1.0842e+10,5.75e+08,3.033e+09,3.48e+08,7.08e+08,1.265e+09,3.62e+08,3.5e+08,1.445e+10,1.6376e+10,1.576e+09,1.576e+09,80999999.9999999,1.657e+09,1.0761e+10,3.167e+09,2.017e+09,1.15e+09,1.3928e+10,1.5585e+10,8.233e+09,-5.215e+09,-2.33e+09,1.03e+08,7.91e+08,7.91e+08,1.6376e+10,2.8e+08,2.8e+08,4.06e+08,1.42e+08,-2.6e+07,-6.3e+07,3.7e+07,8.02e+08,5e+06,2.062e+09,-2.057e+09,-5.2e+07,-4.7e+07,-6.51e+08,-8e+06,-6.59e+08,9.6e+07,9.6e+07,4e+06,1e+08,8.31e+08,1.0842e+10,7.91e+08,0.32212,0.19585,0.12903,0.35398,0.0171,2.825,1.16234,19.70291,0.66207,2.61927,2.36287,20.29935,7.39944,7.39944,0.01892,0.05345,12.38026,24.20706
"12","2013_Q1",23.7038333333333,"Up",1.698e+09,-1.325e+09,3.73e+08,-2.62e+08,-2.29e+08,-3.3e+07,1.11e+08,-1.26e+08,-1.26e+08,-14999999.9999999,-4.8e+07,-6.3e+07,1.7e+07,-4.6e+07,-4.6e+07,-4.6e+07,-4.6e+07,6.06e+08,6.06e+08,5.53e+08,5.51e+08,4.05e+08,1.71e+09,9.803e+09,4.39e+08,3.266e+09,3.75e+08,7.31e+08,1.454e+09,3.62e+08,3.44e+08,1.3508e+10,1.5218e+10,1.421e+09,1.421e+09,5.7e+07,1.478e+09,9.654e+09,3.329e+09,2.163e+09,1.166e+09,1.2983e+10,1.4461e+10,8.212e+09,-5.189e+09,-2.376e+09,1.1e+08,7.57e+08,7.57e+08,1.5218e+10,-45999999.9999999,-45999999.9999999,3.38e+08,2.31e+08,-1.58e+08,8.1e+07,-5.6e+07,3.65e+08,9.1e+08,3.065e+09,-2.155e+09,9.3e+07,9.39e+08,-1.24e+09,-1.3e+07,-1.253e+09,5.1e+07,5.1e+07,999999.999999998,5.2e+07,4.49e+08,9.711e+09,1.184e+09,0.21967,0.06537,-0.02709,-0.06077,-0.00302,-25.73913,1.15697,19.10304,0.63813,-0.43031,-0.38884,15.884,7.08138,11.07577,-0.00333,0.08582,20.2784,82.02703
"13","2013_Q2",30.07546875,"Up",1.691e+09,-1.317e+09,3.74e+08,-2.58e+08,-2.24e+08,-3.4e+07,1.16e+08,-1.15e+08,-1.15e+08,1e+06,-5.8e+07,-5.7e+07,1.1e+07,-4.6e+07,-4.6e+07,-4.6e+07,-4.6e+07,5.69e+08,5.69e+08,5.91e+08,7.11e+08,5.58e+08,1.871e+09,1.0721e+10,2.87e+08,3.678e+09,6.46e+08,9.1e+08,1.346e+09,3.62e+08,4.14e+08,1.4686e+10,1.6557e+10,1.546e+09,1.546e+09,2.9e+07,1.575e+09,1.078e+10,3.508e+09,2.126e+09,1.382e+09,1.4288e+10,1.5863e+10,7.967e+09,-4.938e+09,-2.422e+09,8.7e+07,6.94e+08,6.94e+08,1.6557e+10,-4.6e+07,-4.6e+07,3.53e+08,8.5e+07,-9.2e+07,-5.7e+07,-3.5e+07,3e+08,-7.34e+08,2.398e+09,-3.132e+09,2e+06,-1.208e+09,8.89e+08,-1.6e+07,8.73e+08,-3.5e+07,-3.5e+07,-2e+06,-3.7e+07,4.69e+08,1.0809e+10,-3.68e+08,0.22117,0.0686,-0.0272,-0.0662799999999999,-0.00278,8,1.18794,22.85735,0.65284,-0.42711,-0.42711,15.70102,6.44383,-3.4169,-0.00306,-0.02452,21.83369,88.27586
"14","2013_Q3",29.8890625,"Down",2.002e+09,-1.483e+09,5.19e+08,-3.11e+08,-2.74e+08,-3.7e+07,2.08e+08,-1.22e+08,-1.22e+08,8.6e+07,-1.24e+08,-3.8e+07,1e+07,-2.8e+07,-2.8e+07,-2.8e+07,-2.8e+07,5.03e+08,5.03e+08,6.91e+08,7.52e+08,5.99e+08,1.946e+09,1.2659e+10,1.62e+08,3.729e+09,6.52e+08,9.02e+08,1.329e+09,3.62e+08,4.84e+08,1.655e+10,1.8496e+10,1.601e+09,1.601e+09,2.21e+08,1.822e+09,1.2552e+10,3.476e+09,2.074e+09,1.402e+09,1.6028e+10,1.785e+10,7.913e+09,-4.867e+09,-2.45e+09,5e+07,6.46e+08,6.46e+08,1.8496e+10,-2.8e+07,-2.8e+07,4.55e+08,1.37e+08,1e+07,-5.6e+07,6.6e+07,5.74e+08,-2.187e+09,2.043e+09,-4.23e+09,-6.3e+07,-2.25e+09,1.644e+09,-1.9e+07,1.625e+09,-5.1e+07,-5.1e+07,-1.5e+07,-6.6e+07,6.63e+08,1.2773e+10,-1.524e+09,0.25924,0.1039,-0.01399,-0.04334,-0.00151,54.42857,1.06806,27.63158,0.69058,-0.25854,-0.25854,18.48569,5.96491,-14.07202,-0.00166,-0.0902,18.50679,58.99038
"15","2013_Q4",33.490625,"Up",2.394e+09,-1.667e+09,7.27e+08,-3.11e+08,-2.73e+08,-3.8e+07,4.16e+08,-1.28e+08,-1.28e+08,2.88e+08,-5.8e+07,2.3e+08,-1.12e+08,1.18e+08,1.18e+08,1.18e+08,1.18e+08,5.89e+08,5.89e+08,6.81e+08,7.38e+08,5.75e+08,2.008e+09,1.1375e+10,5.06e+08,3.915e+09,6.89e+08,9.28e+08,1.351e+09,3.62e+08,5.85e+08,1.5796e+10,1.7804e+10,1.68e+09,1.68e+09,1.81e+08,1.861e+09,1.1839e+10,3.3e+09,2.19e+09,1.11e+09,1.5139e+10,1.7e+10,7.91e+09,-4.884e+09,-2.332e+09,1.1e+08,8.04e+08,8.04e+08,1.7804e+10,1.18e+08,1.18e+08,4.87e+08,3.1e+08,-4.6e+07,-3.7e+07,-9e+06,8.69e+08,3.7e+08,1.965e+09,-1.595e+09,-7.5e+07,2.4e+08,-9.97e+08,-1.4e+07,-1.032e+09,7.7e+07,7.7e+07,9e+06,8.6e+07,9.03e+08,1.202e+10,1.339e+09,0.30368,0.17377,0.04929,0.14677,0.00663,11.34746,1.07899,21.14428,0.67513,1.08957,0.87602,22.10526,7.42382,12.3638,0.00732,0.08304,12.65891,27.47837
"16","2014_Q1",42.9737704918033,"Up",1.85e+09,-1.418e+09,4.32e+08,-2.91e+08,-2.48e+08,-4.3e+07,1.41e+08,-1.27e+08,-1.27e+08,1.4e+07,-5.2e+07,-3.8e+07,1e+07,-2.8e+07,-2.8e+07,-2.8e+07,-2.8e+07,6.93e+08,6.93e+08,6.19e+08,6.32e+08,4.55e+08,1.944e+09,1.0196e+10,3.91e+08,3.753e+09,6.91e+08,9.23e+08,1.299e+09,3.63e+08,4.77e+08,1.434e+10,1.6284e+10,1.479e+09,1.479e+09,8.9e+07,1.568e+09,1.0642e+10,3.303e+09,2.177e+09,1.126e+09,1.3945e+10,1.5513e+10,7.894e+09,-4.88e+09,-2.36e+09,1.17e+08,7.71e+08,7.71e+08,1.6284e+10,-2.8e+07,-2.8e+07,3.83e+08,1.35e+08,2e+07,8.4e+07,-5e+07,5.1e+08,9.31e+08,3.025e+09,-2.094e+09,5.9e+07,9.84e+08,-1.37e+09,7e+06,-1.39e+09,1.04e+08,1.04e+08,3.72529029846191e-09,1.04e+08,5.24e+08,1.0731e+10,1.465e+09,0.23351,0.07622,-0.01514,-0.03632,-0.00172,-52.32143,1.2398,20.12062,0.65899,-0.2639,-0.29505,17.43638,7.26673,13.80773,-0.00189,0.09895,19.15649,71.19149
"17","2014_Q2",54.822380952381,"Up",1.862e+09,-1.433e+09,4.29e+08,-2.89e+08,-2.48e+08,-4.1e+07,1.4e+08,-1.2e+08,-1.2e+08,2e+07,-1.5e+07,5e+06,-1e+06,4e+06,4e+06,4e+06,4e+06,8.41e+08,8.41e+08,6.46e+08,6.75e+08,5.01e+08,2.162e+09,1.123e+10,2.4e+08,3.737e+09,7.13e+08,9.32e+08,1.264e+09,3.62e+08,4.66e+08,1.5207e+10,1.7369e+10,1.474e+09,1.474e+09,3.93e+08,1.867e+09,1.1302e+10,3.497e+09,2.141e+09,1.356e+09,1.4799e+10,1.6666e+10,7.73e+09,-4.791e+09,-2.356e+09,1.2e+08,7.03e+08,7.03e+08,1.7369e+10,4e+06,4e+06,4.07e+08,7.7e+07,-9.8e+07,-2.7e+07,-7.1e+07,3.9e+08,-8.38e+08,2.473e+09,-3.311e+09,5e+06,-9.57e+08,7.96e+08,-1.3e+07,7.16e+08,1.49e+08,1.49e+08,-1e+06,1.48e+08,5.47e+08,1.1695e+10,-3.88e+08,0.2304,0.07519,0.00215,0.00568999999999999,0.00023,-97,1.15801,23.70697,0.67333,0.03752,0.03683,17.46717,6.59475,-3.63977,0.00025,-0.02441,19.84278,77.52857
"18","2014_Q3",62.5165625,"Up",2.194e+09,-1.622e+09,5.72e+08,-3.32e+08,-2.87e+08,-4.5e+07,2.4e+08,-1.27e+08,-1.27e+08,1.13e+08,-6.5e+07,4.8e+07,-2.2e+07,2.6e+07,2.6e+07,2.6e+07,2.6e+07,5.37e+08,5.37e+08,7.53e+08,8.42e+08,6.66e+08,2.132e+09,1.3994e+10,1.74e+08,3.689e+09,7.07e+08,9.32e+08,1.19e+09,3.62e+08,4.98e+08,1.7857e+10,1.9989e+10,1.636e+09,1.636e+09,8.9e+07,1.725e+09,1.4147e+10,3.45e+09,2.07e+09,1.38e+09,1.7597e+10,1.9322e+10,7.734e+09,-4.862e+09,-2.33e+09,1.25e+08,6.67e+08,6.67e+08,1.9989e+10,2.6e+07,2.6e+07,4.91e+08,1.17e+08,-1.3e+07,-1.04e+08,9.1e+07,6.21e+08,-3.068e+09,1.915e+09,-4.983e+09,-4.2e+07,-3.111e+09,2.271e+09,-9e+06,2.183e+09,-3.07e+08,-3.07e+08,3e+06,-3.04e+08,7.31e+08,1.4236e+10,-2.328e+09,0.26071,0.10939,0.01185,0.03898,0.0013,-89.53846,1.23594,28.96852,0.71219,0.24762,0.22609,20.89524,6.35238,-22.17143,0.00142,-0.12685,18.74008,57.07917
"19","2014_Q4",57.2078125,"Down",2.542e+09,-1.75e+09,7.92e+08,-3.44e+08,-2.98e+08,-4.6e+07,4.48e+08,-1.27e+08,-1.27e+08,3.21e+08,-1.5e+07,3.06e+08,-1.14e+08,1.92e+08,1.92e+08,1.92e+08,1.92e+08,7.13e+08,7.13e+08,6.59e+08,7.63e+08,5.9e+08,2.135e+09,1.2107e+10,6.3e+08,3.424e+09,6.83e+08,8.97e+08,1.042e+09,3.62e+08,4.4e+08,1.6161e+10,1.8296e+10,1.679e+09,1.679e+09,8.8e+07,1.767e+09,1.2747e+10,3.05e+09,2e+09,1.05e+09,1.5797e+10,1.7564e+10,7.739e+09,-4.918e+09,-2.138e+09,4.9e+07,7.32e+08,7.32e+08,1.8296e+10,1.92e+08,1.92e+08,5.19e+08,2.84e+08,6.1e+07,2.9e+07,3.2e+07,1.056e+09,4.88e+08,2.156e+09,-1.668e+09,5.1e+07,5.15e+08,-1.313e+09,-8e+06,-1.379e+09,1.92e+08,1.92e+08,-1.6e+07,1.76e+08,9.67e+08,1.2835e+10,1.63e+09,0.31157,0.17624,0.07553,0.2623,0.01049,8.48958,1.20826,23.99454,0.70152,1.84615,1.74545,24.44231,7.03846,15.67308,0.01155,0.09809,12.53568,27.05804
"20","2015_Q1",61.0222950819672,"Up",1.887e+09,-1.442e+09,4.45e+08,-2.95e+08,-2.47e+08,-4.8e+07,1.5e+08,-1.17e+08,-1.17e+08,32999999.9999999,7.45058059692383e-09,3.3e+07,-1e+07,2.3e+07,2.3e+07,2.3e+07,2.3e+07,6.24e+08,6.24e+08,5.99e+08,4.56e+08,4.56e+08,1.679e+09,1.0853e+10,3.62e+08,3.948e+09,8.42e+08,8.86e+08,1.511e+09,3.62e+08,3.47e+08,1.5163e+10,1.6842e+10,1.491e+09,1.491e+09,2.8e+07,1.519e+09,1.1381e+10,3.277e+09,2.267e+09,1.01e+09,1.4658e+10,1.6177e+10,7.213e+09,-4.411e+09,-2.115e+09,-2.2e+07,6.65e+08,6.65e+08,1.6842e+10,2.3e+07,2.3e+07,4.23e+08,4.2e+07,2.4e+07,4.2e+07,-5.5e+07,5.12e+08,1.048e+09,3.143e+09,-2.095e+09,-3.5e+07,7.46e+08,-1.23e+09,-1.5e+07,-1.338e+09,-79999999.9999999,-79999999.9999999,-9e+06,-89000000.0000001,5.73e+08,1.1409e+10,1.655e+09,0.23582,0.07949,0.01219,0.03459,0.00137,71.95652,1.10533,24.32632,0.67741,0.21698,0.2114,17.80189,6.27358,15.61321,0.0015,0.10781,18.82199,71.9
"21","2015_Q2",52.7512698412698,"Down",1.85e+09,-1.417e+09,4.33e+08,-2.97e+08,-2.48e+08,-4.9e+07,1.36e+08,-1.2e+08,-1.2e+08,1.6e+07,-3.2e+07,-1.6e+07,7e+06,-9e+06,-9e+06,-9e+06,-9e+06,8.54e+08,8.54e+08,5.64e+08,6.59e+08,5.17e+08,2.077e+09,1.1406e+10,2.51e+08,3.758e+09,8.13e+08,8.56e+08,1.324e+09,3.62e+08,4.03e+08,1.5415e+10,1.7492e+10,1.489e+09,1.489e+09,2.44e+08,1.733e+09,1.1822e+10,3.416e+09,2.236e+09,1.18e+09,1.5238e+10,1.6971e+10,7.029e+09,-4.268e+09,-2.124e+09,-1.16e+08,5.21e+08,5.21e+08,1.7492e+10,-9e+06,-9e+06,4.23e+08,1.09e+08,-2e+07,-9114450.1267022,-2e+07,5.03e+08,-7.89e+08,2.447e+09,-3.236e+09,5.1e+07,-7.74e+08,5.72e+08,-1.2e+07,5.27e+08,2.56e+08,2.56e+08,-2.6e+07,2.3e+08,5.59e+08,1.2066e+10,-2.57e+08,0.23405,0.07351,-0.00486,-0.01727,-0.000510000000000001,28.55556,1.1985,32.5739,0.6898,-0.08483,-0.08483,17.43638,4.91046,-2.42224,-0.000559999999999999,-0.01606,20.05725,82.44118
"22","2015_Q3",43.3665625,"Down",2.173e+09,-1.59e+09,5.83e+08,-3.37e+08,-2.81e+08,-5.6e+07,2.46e+08,-1.2e+08,-1.2e+08,1.26e+08,-4.4e+07,8.2e+07,6.1e+07,1.43e+08,1.43e+08,1.43e+08,1.43e+08,5.29e+08,5.29e+08,6.85e+08,9.07e+08,7.63e+08,2.121e+09,1.4032e+10,2.2e+08,4.026e+09,9.71e+08,9.46e+08,1.261e+09,3.62e+08,4.86e+08,1.8278e+10,2.0399e+10,1.697e+09,1.697e+09,3.2e+07,1.729e+09,1.4606e+10,3.468e+09,2.141e+09,1.327e+09,1.8074e+10,1.9803e+10,7.034e+09,-4.349e+09,-1.981e+09,-1.08e+08,5.96e+08,5.96e+08,2.0399e+10,1.43e+08,1.43e+08,4.9e+08,1.1e+07,-1.2e+08,-6.8e+07,-5.2e+07,5.24e+08,-2.675e+09,2.108e+09,-4.783e+09,-8.2e+07,-2.943e+09,2.181e+09,-1.2e+07,2.088e+09,-3.31e+08,-3.31e+08,6e+06,-3.25e+08,7.36e+08,1.4638e+10,-2.12e+09,0.26829,0.11321,0.06581,0.23993,0.00701,-14.82517,1.22672,33.22651,0.71758,1.35545,1.32285,20.59716,5.64929,-20.09479,0.00765,-0.11336,19.16984,57.35366
"23","2015_Q4",42.1096875,"Down",2.577e+09,-1.757e+09,8.2e+08,-3.7e+08,-3.14e+08,-5.6e+07,4.5e+08,-1.24e+08,-1.24e+08,3.26e+08,-1.4e+07,3.12e+08,-1.28e+08,1.84e+08,1.84e+08,1.84e+08,1.84e+08,5.85e+08,5.85e+08,7.05e+08,8.28e+08,6.84e+08,2.118e+09,1.2246e+10,6.37e+08,3.901e+09,9.64e+08,9.22e+08,1.136e+09,3.62e+08,5.17e+08,1.6784e+10,1.8902e+10,1.764e+09,1.764e+09,2.7e+07,1.791e+09,1.3501e+10,3.01e+09,2.066e+09,9.44e+08,1.6511e+10,1.8302e+10,7.048e+09,-4.509e+09,-1.797e+09,-1.42e+08,6e+08,6e+08,1.8902e+10,1.84e+08,1.84e+08,5.1e+08,3.36e+08,-1.9e+07,-6.3e+07,4.4e+07,1.011e+09,3.4e+08,2.209e+09,-1.869e+09,-3.7e+07,3e+08,-1.09e+09,0,-1.246e+09,6.5e+07,6.5e+07,-9e+06,5.6e+07,9.6e+08,1.3528e+10,1.409e+09,0.3182,0.17462,0.0714,0.30667,0.00973,7.65761,1.18258,30.50333,0.71569,1.79512,1.76753,25.14146,5.85366,13.74634,0.01074,0.08221,13.48229,28.76222
"24","2016_Q1",27.3234426229508,"Down",1.902e+09,-1.453e+09,4.49e+08,-3.07e+08,-2.5e+08,-5.7e+07,1.42e+08,-1.19e+08,-1.19e+08,2.3e+07,-1.9e+07,4e+06,-9e+06,-5e+06,-5e+06,-5e+06,-5e+06,4.52e+08,4.52e+08,6.68e+08,5.07e+08,5.07e+08,1.627e+09,1.1339e+10,4.38e+08,4.23e+09,9.73e+08,9.17e+08,1.488e+09,3.62e+08,4.9e+08,1.6007e+10,1.7634e+10,1.485e+09,1.485e+09,2.6e+07,1.511e+09,1.2295e+10,3.389e+09,2.367e+09,1.022e+09,1.5684e+10,1.7195e+10,7.011e+09,-4.623e+09,-1.802e+09,-1.47e+08,4.39e+08,4.39e+08,1.7634e+10,-5e+06,-5000000.00000003,4.14e+08,1.17e+08,6.3e+07,8.9e+07,-8e+06,5.89e+08,6.92e+08,2.931e+09,-2.239e+09,7.1e+07,7.32e+08,-1.119e+09,-1.2e+07,-1.297e+09,2.4e+07,2.4e+07,-2.1e+07,2999999.99999994,5.56e+08,1.2321e+10,1.32e+09,0.23607,0.07466,-0.00262999999999998,-0.01139,-0.00028,-264,1.07677,39.16856,0.69871,-0.0502500000000001,-0.0491600000000001,19.11558,4.41206,13.26633,-0.00031,0.08174,21.34712,83.58451
"25","2016_Q2",27.6309375,"Up",1.881e+09,-1.503e+09,3.78e+08,-3.3e+08,-2.69e+08,-6.1e+07,4.8e+07,-1.15e+08,-1.15e+08,-6.7e+07,-1.9e+07,-8.6e+07,3.5e+07,-5.1e+07,-5.1e+07,-5.1e+07,-5.1e+07,8.76e+08,8.76e+08,6.62e+08,6.44e+08,6.44e+08,2.182e+09,1.264e+10,3.34e+08,4.152e+09,1.006e+09,9.18e+08,1.556e+09,3.61e+08,3.11e+08,1.7126e+10,1.9308e+10,1.574e+09,1.574e+09,3.27e+08,1.901e+09,1.3372e+10,3.664e+09,2.41e+09,1.254e+09,1.7036e+10,1.8937e+10,6.91e+09,-4.609e+09,-1.853e+09,-7.7e+07,3.71e+08,3.71e+08,1.9308e+10,-5.1e+07,-5.1e+07,4.32e+08,8.8e+07,3e+06,-1.1e+07,1.4e+07,4.72e+08,-1.401e+09,2.779e+09,-4.18e+09,1.98e+08,-1.204e+09,1.244e+09,-1.1e+07,1.138e+09,4.06e+08,4.06e+08,1.8e+07,4.24e+08,4.8e+08,1.3699e+10,-9.53e+08,0.20096,0.02552,-0.02711,-0.13747,-0.00264,18.68627,1.14782,51.04313,0.7095,-0.5296,-0.5296,19.53271,3.85254,-9.89616,-0.00288,-0.05374,26.71458,267.14583
"26","2016_Q3",36.223125,"Up",2.243e+09,-1.654e+09,5.89e+08,-3.77e+08,-3.12e+08,-6.5e+07,2.12e+08,-1.29e+08,-1.29e+08,8.3e+07,-2e+07,6.3e+07,-2.7e+07,3.6e+07,3.6e+07,3.6e+07,3.6e+07,5.27e+08,5.27e+08,7.6e+08,8.56e+08,8.56e+08,2.143e+09,1.391e+10,2.53e+08,4.177e+09,1.004e+09,8.96e+08,1.49e+09,3.61e+08,4.26e+08,1.834e+10,2.0483e+10,1.743e+09,1.743e+09,2.8e+07,1.771e+09,1.4667e+10,3.706e+09,2.35e+09,1.356e+09,1.8373e+10,2.0144e+10,6.936e+09,-4.707e+09,-1.817e+09,-7.3e+07,3.39e+08,3.39e+08,2.0483e+10,3.6e+07,3.6e+07,4.99e+08,1.3e+08,-5.8e+07,-9.5e+07,3.7e+07,6.07e+08,-1.763e+09,2.646e+09,-4.409e+09,-1.12e+08,-1.877e+09,1.03e+09,-1.6e+07,9.26e+08,-3.44e+08,-3.44e+08,-4999999.99999999,-3.49e+08,7.11e+08,1.4695e+10,-1.083e+09,0.26259,0.09452,0.01605,0.10619,0.00176,-30.08333,1.21005,59.42183,0.71742,0.38339,0.38339,23.88711,3.61022,-11.53355,0.00192,-0.05779,19.92686,66.83019
"27","2016_Q4",36.2134920634921,"Down",2.656e+09,-1.795e+09,8.61e+08,-3.78e+08,-3.15e+08,-6.3e+07,4.83e+08,-1.28e+08,-1.28e+08,3.55e+08,-1e+07,3.45e+08,-1.36e+08,2.09e+08,2.09e+08,2.09e+08,2.09e+08,9.85e+08,9.85e+08,8.22e+08,6.35e+08,6.35e+08,2.442e+09,1.2395e+10,5.86e+08,4.052e+09,1.013e+09,8.85e+08,1.443e+09,3.61e+08,3.5e+08,1.7033e+10,1.9475e+10,1.713e+09,1.713e+09,3.38e+08,2.051e+09,1.3628e+10,3.322e+09,2.37e+09,9.52e+08,1.695e+10,1.9001e+10,6.941e+09,-4.812e+09,-1.608e+09,-4.7e+07,4.74e+08,4.74e+08,1.9475e+10,2.09e+08,2.09e+08,5.22e+08,3.52e+08,-5.1e+07,-4.3e+07,-8e+06,1.032e+09,2.71e+08,1.958e+09,-1.687e+09,5.6e+07,3.26e+08,-7.77e+08,-8e+06,-9.01e+08,4.57e+08,4.57e+08,1e+06,4.58e+08,1.005e+09,1.3966e+10,1.361e+09,0.32417,0.18185,0.07869,0.44093,0.01073,6.51196,1.19064,40.0865,0.71712,2.31451,2.21868,29.41307,5.24917,15.07198,0.01177,0.07662,12.91642,26.87578
"28","2017_Q1",34.7072580645161,"Down",1.879e+09,-1.477e+09,4.02e+08,-3.02e+08,-2.38e+08,-6.4e+07,1e+08,-1.15e+08,-1.15e+08,-15000000.0000001,-2.8e+07,-43000000.0000001,1.2e+07,-3.1e+07,-3.1e+07,-3.1e+07,-3.1e+07,4.9e+08,4.9e+08,8.08e+08,5.19e+08,5.19e+08,1.817e+09,1.1149e+10,5.27e+08,4.15e+09,1.007e+09,8.7e+08,1.493e+09,3.62e+08,4.18e+08,1.5826e+10,1.7643e+10,1.488e+09,1.488e+09,2.79e+08,1.767e+09,1.2122e+10,3.533e+09,2.429e+09,1.104e+09,1.5655e+10,1.7422e+10,6.919e+09,-4.905e+09,-1.639e+09,-1.54e+08,2.21e+08,2.21e+08,1.7643e+10,-3.1e+07,-3.1e+07,4.24e+08,8.8e+07,4.8e+07,8.4e+07,-4.1e+07,5.29e+08,7.65e+08,3.14e+09,-2.375e+09,-1.41e+08,5.73e+08,-1.503e+09,-1e+07,-1.612e+09,-5.1e+08,-5.1e+08,-2e+07,-5.3e+08,5.24e+08,1.2401e+10,1.325e+09,0.21394,0.05322,-0.0165,-0.14027,-0.00176,-42.74194,1.0283,78.83258,0.70288,-0.35429,-0.3491,21.47429,2.52571,15.14286,-0.00192,0.08202,22.73092,119.11
"29","2017_Q2",25.7628571428571,"Down",1.839e+09,-1.553e+09,2.86e+08,-3.25e+08,-2.62e+08,-6.3e+07,-3.9e+07,-1.13e+08,-1.13e+08,-1.52e+08,-1.3e+07,-1.65e+08,5.8e+07,-1.07e+08,-1.07e+08,-1.07e+08,-1.07e+08,9.23e+08,9.23e+08,7.18e+08,6.51e+08,6.51e+08,2.292e+09,1.217e+10,2.81e+08,4.235e+09,1.013e+09,8.59e+08,1.631e+09,3.95e+08,3.37e+08,1.6686e+10,1.8978e+10,1.589e+09,1.589e+09,4.74e+08,2.063e+09,1.3007e+10,3.767e+09,2.453e+09,1.314e+09,1.6774e+10,1.8837e+10,6.867e+09,-4.91e+09,-1.69e+09,-1.26e+08,1.41e+08,1.41e+08,1.8978e+10,-1.07e+08,-1.07e+08,4.37e+08,2.4e+07,9.3e+07,3e+07,6.3e+07,4.47e+08,-1.026e+09,2.96e+09,-3.986e+09,-3.3e+07,-1.059e+09,1.023e+09,-1.2e+07,9.5e+08,3.38e+08,3.38e+08,1.2e+07,3.5e+08,3.98e+08,1.3481e+10,-5.93e+08,0.15552,-0.02121,-0.05818,-0.75887,-0.00564,5.54206,1.111,133.59574,0.71035,-1.24854,-1.24854,21.45858,1.64527,-6.91949,-0.00615,-0.0341,31.55276,-322
"30","2017_Q3",33.625873015873,"Up",2.238e+09,-1.705e+09,5.33e+08,-3.58e+08,-2.93e+08,-6.5e+07,1.75e+08,-1.21e+08,-1.21e+08,5.4e+07,-4.3e+07,1.1e+07,-7999999.99999999,3e+06,3e+06,3e+06,3e+06,7.76e+08,7.76e+08,7.62e+08,8.37e+08,8.37e+08,2.375e+09,1.4006e+10,2.37e+08,4.214e+09,1.043e+09,8.67e+08,1.642e+09,3.95e+08,2.67e+08,1.8457e+10,2.0832e+10,1.849e+09,1.849e+09,2.6e+07,1.875e+09,1.4908e+10,3.901e+09,2.437e+09,1.464e+09,1.8809e+10,2.0684e+10,6.865e+09,-4.952e+09,-1.687e+09,-7.8e+07,1.48e+08,1.48e+08,2.0832e+10,3e+06,3e+06,5.16e+08,1.9e+08,-1.7e+07,-6.6e+07,4.9e+07,6.92e+08,-2.113e+09,2.103e+09,-4.216e+09,0,-2.127e+09,1.241e+09,-4e+06,1.189e+09,-2.46e+08,-2.46e+08,2.4e+07,-2.22e+08,6.91e+08,1.4934e+10,-1.431e+09,0.23816,0.07819,0.00134,0.02027,0.00014,-477,1.26667,139.75676,0.71688,0.0356700000000001,0.0356700000000001,26.61118,1.75981,-17.01546,0.00016,-0.07538,20.48915,80.90286
