"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",44.9083870967742,"Up",1.1088e+10,-8.128e+09,2.96e+09,2.96e+09,7.6e+07,-9.3e+07,1.69e+08,3.036e+09,-7e+06,3.029e+09,-9.93e+08,2.036e+09,2.036e+09,-2.05e+08,1.831e+09,1.831e+09,4.374e+09,4.374e+09,5.951e+09,1.485e+09,2.944e+09,1.462e+09,1.4754e+10,2.0944e+10,4.1198e+10,-2.0254e+10,2.397e+09,3.7196e+10,5.069e+09,2.5044e+10,7.083e+09,6.0537e+10,7.5291e+10,5.516e+09,5.516e+09,2.569e+09,3.032e+09,3.032e+09,1.1117e+10,1.2454e+10,9.647e+09,3.15e+09,6.497e+09,2.2101e+10,3.3218e+10,3.1427e+10,-3.0698e+10,4.172e+10,-2.443e+09,4.0006e+10,2.067e+09,4.2073e+10,7.5291e+10,2.036e+09,5.22e+08,2.21e+08,1.06e+08,2.885e+09,-7.4e+08,6.2e+07,-6.89e+08,-8.83e+08,-5.3e+07,3.2e+08,-5.18e+08,-1.454e+09,7.42e+08,7.42e+08,-9.9e+07,6.43e+08,3.482e+09,1.5023e+10,3.841e+09,0.26696,0.26696,0.16513,0.04352,0.02432,2.09776,1.32716,0.78953,0.19953,1.02233,1.01049,6.19095,22.33724,2.14461,0.02743,0.05755,3.0583,3.59764
"12","2013_Q1",49.5363333333333,"Up",1.0782e+10,1.189e+09,1.1971e+10,2.024e+09,1.39e+08,-9.1e+07,1.75e+08,2.163e+09,-4.9e+07,2.114e+09,-7.24e+08,1.39e+09,1.39e+09,-1.46e+08,1.244e+09,1.244e+09,3.387e+09,3.387e+09,6.54e+09,1.537e+09,2.245e+09,1.48e+09,1.3709e+10,2.1512e+10,4.2199e+10,-2.0687e+10,2.723e+09,3.6954e+10,5.015e+09,2.511e+10,6.829e+09,6.1189e+10,7.4898e+10,6.393e+09,6.393e+09,3.614e+09,2.806e+09,2.806e+09,1.2813e+10,1.0697e+10,9.43e+09,2.251e+09,7.179e+09,2.0127e+10,3.294e+10,3.1731e+10,-3.1671e+10,4.2965e+10,-3.266e+09,3.9759e+10,2.199e+09,4.1958e+10,7.4898e+10,1.39e+09,4.92e+08,4.2e+08,-7.67e+08,1.535e+09,-9.33e+08,-1e+08,-1.289e+09,-5.97e+08,-8.09e+08,1.64e+08,1.01e+08,-1.305e+09,-1.059e+09,-1.059e+09,7.2e+07,-9.87e+08,2.516e+09,1.4311e+10,1.54e+09,1.11028,0.18772,0.11538,0.02965,0.01661,1.23794,1.06993,0.78507,0.19107,0.69304,0.68427,6.00669,22.14986,0.85794,0.01893,0.02344,4.34181,5.39723
"13","2013_Q2",57.4459375,"Up",1.1341e+10,-9.249e+09,2.092e+09,2.092e+09,-6.4e+07,-7.2e+07,1.1e+08,2.028e+09,0,2.028e+09,-5.9e+08,1.438e+09,1.438e+09,-5.6e+07,1.382e+09,1.382e+09,3.207e+09,3.207e+09,7.315e+09,1.44e+09,2.36e+09,1.598e+09,1.4322e+10,2.1671e+10,4.2857e+10,-2.1186e+10,2.622e+09,4.2027e+10,7.532e+09,2.7433e+10,7.062e+09,6.632e+10,8.0642e+10,6.767e+09,6.767e+09,4.815e+09,2.916e+09,2.916e+09,1.4498e+10,1.2633e+10,1.0141e+10,2.854e+09,7.287e+09,2.2774e+10,3.7272e+10,3.2662e+10,-3.154e+10,4.3022e+10,-3.128e+09,4.1016e+10,2.354e+09,4.337e+10,8.0642e+10,1.438e+09,5.14e+08,-1.87e+08,-6.21e+08,1.144e+09,-5.45e+08,5e+06,-2.465e+09,3.255e+09,-9.2e+08,1.24e+08,1.01e+08,1.136e+09,-1.85e+08,-1.85e+08,5e+06,-1.8e+08,2.606e+09,1.7448e+10,2.03e+09,0.18446,0.18446,0.12186,0.03187,0.01714,1.46889,0.98786,0.8594,0.21636,0.77772,0.76778,6.3821,23.0816,1.14237,0.0378,0.02861,5.4647,6.80736
"14","2013_Q3",58.29140625,"Up",1.0554e+10,-8.359e+09,2.195e+09,2.195e+09,1.41e+08,-5.4e+07,1.85e+08,2.336e+09,-6.1e+07,2.275e+09,-6.54e+08,1.621e+09,1.621e+09,-1.08e+08,1.513e+09,1.513e+09,3.952e+09,3.952e+09,7.154e+09,1.403e+09,2.494e+09,1.736e+09,1.5003e+10,2.165e+10,4.3131e+10,-2.1481e+10,2.566e+09,4.2139e+10,7.493e+09,2.7428e+10,7.218e+09,6.6355e+10,8.1358e+10,6.325e+09,6.325e+09,3.556e+09,3.572e+09,3.572e+09,1.3453e+10,1.3381e+10,1.038e+10,3.09e+09,7.29e+09,2.3761e+10,3.7214e+10,3.2929e+10,-3.2389e+10,4.4517e+10,-2.968e+09,4.2089e+10,2.055e+09,4.4144e+10,8.1358e+10,1.621e+09,5.5e+08,93999999.9999999,-1.05e+08,2.16e+09,-5.74e+08,8.4e+07,-5.25e+08,-4.1e+08,-6.2e+08,2.3e+08,2.28e+08,-8.26e+08,8.09e+08,8.09e+08,-6.4e+07,7.45e+08,2.745e+09,1.6937e+10,2.72e+09,0.20798,0.20798,0.14336,0.03427,0.0186,1.79775,1.11522,0.84301,0.20818,0.83823,0.82859,5.84709,23.31801,1.50693,0.02151,0.03806,4.73042,5.91572
"15","2013_Q4",63.155,"Up",1.1578e+10,-8.574e+09,3.004e+09,3.004e+09,1.49e+08,-8.3e+07,2.32e+08,3.153e+09,-6e+07,3.093e+09,-1.059e+09,2.034e+09,2.034e+09,-1.87e+08,1.847e+09,1.847e+09,3.932e+09,3.932e+09,6.568e+09,1.465e+09,2.24e+09,1.481e+09,1.4205e+10,2.1875e+10,4.3856e+10,-2.1981e+10,2.683e+09,4.1802e+10,7.43e+09,2.7342e+10,7.03e+09,6.636e+10,8.0565e+10,5.658e+09,5.658e+09,2.219e+09,3.464e+09,3.464e+09,1.1341e+10,1.2784e+10,1.0533e+10,3.485e+09,7.048e+09,2.3317e+10,3.4658e+10,3.3245e+10,-3.3189e+10,4.6364e+10,-2.884e+09,4.3536e+10,2.371e+09,4.5907e+10,8.0565e+10,2.034e+09,5.69e+08,5.64e+08,2.46e+08,3.413e+09,-6.9e+08,1e+06,-6.72e+08,-1.762e+09,-6.36e+08,1.64e+08,-3.48e+08,-2.746e+09,-5e+06,-5e+06,-1.5e+07,-2e+07,3.573e+09,1.5003e+10,4.188e+09,0.25946,0.25946,0.15953,0.04023,0.02293,2.26746,1.25254,0.75496,0.18622,1.02611,1.01428,6.43222,24.18667,2.32667,0.02585,0.05862,3.09852,3.68542
"16","2014_Q1",71.3449180327869,"Up",1.1568e+10,1.148e+09,1.2716e+10,2.159e+09,1.58e+08,-2.6e+07,1.61e+08,2.317e+09,-9.3e+07,2.224e+09,-6.81e+08,1.543e+09,1.543e+09,-1.49e+08,1.394e+09,1.394e+09,3.931e+09,3.931e+09,6.967e+09,1.487e+09,1.724e+09,1.239e+09,1.4109e+10,2.238e+10,4.4839e+10,-2.2459e+10,2.849e+09,4.1903e+10,7.37e+09,2.7324e+10,7.209e+09,6.7132e+10,8.1241e+10,6.803e+09,6.803e+09,1.512e+09,3.389e+09,3.389e+09,1.1704e+10,1.2776e+10,8.611e+09,4.05e+09,4.561e+09,2.1387e+10,3.3091e+10,3.344e+10,-3.4582e+10,4.7758e+10,-1.187e+09,4.5429e+10,2.721e+09,4.815e+10,8.1241e+10,1.543e+09,5.59e+08,98999999.9999999,5.34e+08,2.735e+09,-9.87e+08,-5999999.99999999,-1.014e+09,-7.04e+08,-1.324e+09,6.9e+07,2.5e+08,-1.778e+09,-5.7e+07,-57000000.0000001,5.6e+07,-1e+06,2.718e+09,1.4288e+10,2.946e+09,1.09924,0.18664,0.1205,0.02895,0.01716,2.11334,1.20549,0.68725,0.17587,0.78052,0.7723,6.47704,25.43617,1.6495,0.01962,0.04146,3.81052,4.79713
"17","2014_Q2",75.187619047619,"Up",1.2309e+10,-9.644e+09,2.665e+09,2.665e+09,2.94e+08,4.9e+07,2.39e+08,2.959e+09,-1.9e+07,2.94e+09,-1.036e+09,1.904e+09,1.904e+09,-6.4e+07,1.84e+09,1.84e+09,4.397e+09,4.397e+09,8.013e+09,1.38e+09,1.973e+09,1.489e+09,1.5763e+10,2.2567e+10,4.5441e+10,-2.2874e+10,2.784e+09,4.2052e+10,7.313e+09,2.7324e+10,7.415e+09,6.7403e+10,8.3166e+10,8.59e+09,8.59e+09,3.687e+09,3.419e+09,3.419e+09,1.5696e+10,1.1714e+10,8.46e+09,3.987e+09,4.473e+09,2.0174e+10,3.587e+10,3.3679e+10,-3.63e+10,4.8089e+10,-1.144e+09,4.4324e+10,2.972e+09,4.7296e+10,8.3166e+10,1.904e+09,5.61e+08,-1.25e+08,-1.128e+09,1.212e+09,-6.58e+08,-5e+06,-5.27e+08,1.169e+09,-1.624e+09,9.4e+07,2.18e+08,-2.37e+08,4.48e+08,4.48e+08,1.8e+07,4.66e+08,3.226e+09,1.5401e+10,2.476e+09,0.21651,0.21651,0.14948,0.0389,0.02212,1.34565,1.00427,0.75842,0.18518,1.04427,1.03139,6.98581,25.15551,1.40522,0.02586,0.0348,3.41104,4.12908
"18","2014_Q3",81.21,"Up",1.1649e+10,-3.393e+09,8.256e+09,2.981e+09,2.42e+08,6.2e+07,2.17e+08,3.223e+09,-4.8e+07,3.175e+09,-1.119e+09,2.056e+09,2.056e+09,-1.39e+08,1.917e+09,1.917e+09,4.078e+09,4.078e+09,7.588e+09,1.343e+09,2.037e+09,1.559e+09,1.5046e+10,2.2681e+10,4.5975e+10,-2.3294e+10,2.75e+09,4.2103e+10,7.262e+09,2.735e+10,7.491e+09,6.7534e+10,8.258e+10,6.581e+09,6.581e+09,4.695e+09,3.886e+09,3.886e+09,1.5162e+10,1.0909e+10,8.869e+09,4.228e+09,4.641e+09,1.9778e+10,3.494e+10,3.3942e+10,-3.7836e+10,4.9989e+10,-1.206e+09,4.4889e+10,2.751e+09,4.764e+10,8.258e+10,2.056e+09,5.8e+08,1.05e+08,-2.14e+08,2.527e+09,-7.01e+08,-1.3e+07,-4.84e+08,2.01e+08,-1.335e+09,2.01e+08,4.41e+08,-2.201e+09,-1.58e+08,-1.58e+08,-1.61e+08,-3.19e+08,3.561e+09,1.5604e+10,3.765e+09,0.70873,0.2559,0.16456,0.04024,0.02321,1.96401,0.99235,0.73342,0.18896,1.09543,1.08305,6.65657,25.65086,2.15143,0.04749,0.05221,3.23673,3.86649
"19","2014_Q4",83.2296875,"Up",1.2466e+10,-6.364e+09,6.102e+09,3.498e+09,1.72e+08,-5e+07,2.22e+08,3.67e+09,0,3.67e+09,-1.251e+09,2.419e+09,2.419e+09,-1.74e+08,2.245e+09,2.245e+09,3.421e+09,3.421e+09,7.822e+09,1.574e+09,2.359e+09,1.862e+09,1.5176e+10,2.3332e+10,4.7054e+10,-2.3722e+10,2.696e+09,4.2982e+10,7.434e+09,2.7881e+10,7.667e+09,6.901e+10,8.4186e+10,7.595e+09,7.595e+09,2.164e+09,3.533e+09,3.533e+09,1.3292e+10,1.2676e+10,1.004e+10,4.098e+09,5.942e+09,2.2716e+10,3.6008e+10,3.4301e+10,-4.1109e+10,5.3734e+10,-1.968e+09,4.4958e+10,3.22e+09,4.8178e+10,8.4186e+10,2.419e+09,5.57e+08,2.4e+08,-2.8e+08,2.936e+09,-8.89e+08,-6e+06,-1.281e+09,5.14e+08,-1.78e+09,5.3e+07,-3.86e+08,-1.652e+09,3e+06,3e+06,9e+06,1.2e+07,4.055e+09,1.484e+10,4.137e+09,0.48949,0.2806,0.18009,0.0466,0.02667,1.84276,1.14174,0.7474,0.17628,1.29619,1.28432,7.19746,25.95727,2.38857,0.03073,0.05663,2.81603,3.26444
"20","2015_Q1",94.0360655737705,"Up",1.2389e+10,-7.019e+09,5.37e+09,2.396e+09,1.38e+08,-3.8e+07,1.76e+08,2.534e+09,-7.3e+07,2.461e+09,-8.36e+08,1.625e+09,1.625e+09,-1.26e+08,1.499e+09,1.499e+09,3.421e+09,3.421e+09,7.822e+09,1.574e+09,2.352e+09,1.855e+09,1.5169e+10,2.3332e+10,4.7054e+10,-2.3722e+10,2.696e+09,4.2944e+10,7.434e+09,2.7881e+10,7.629e+09,6.8972e+10,8.4141e+10,7.595e+09,7.595e+09,2.164e+09,3.533e+09,3.533e+09,1.3292e+10,1.2631e+10,1.004e+10,4.098e+09,5.942e+09,2.2671e+10,3.5963e+10,3.4301e+10,-4.1109e+10,5.3734e+10,-1.968e+09,4.4958e+10,3.22e+09,4.8178e+10,8.4141e+10,1.625e+09,5.9e+08,5.04e+08,3.86e+08,3.105e+09,-1.063e+09,-3e+06,-1.053e+09,-1.251e+09,-1.384e+09,5.6e+07,14999999.9999999,-2.62e+09,-5.68e+08,-5.68e+08,-1.01e+08,-6.69e+08,2.986e+09,1.4795e+10,3.145e+09,0.43345,0.1934,0.12099,0.03111,0.01782,2.09807,1.14121,0.74646,0.17584,0.87354,0.86448,7.2197,26.1993,1.83275,0.02053,0.04307,3.80911,4.74708
"21","2015_Q2",102.359682539683,"Up",1.3391e+10,-7.656e+09,5.735e+09,3.208e+09,1.54e+08,-5.8e+07,2.12e+08,3.362e+09,0,3.362e+09,-1.118e+09,2.244e+09,2.244e+09,-6.2e+07,2.182e+09,2.182e+09,3427803589.41833,3427803589.41833,7954259479.42269,1473582105.95454,2301987983.47436,1814149422.59932,15157633158.2699,23387580332.6187,47143274422.4507,-23755694089.832,2595550212.66428,43265300325.8075,7368633481.77465,27833850146.4626,8062816697.5703,69248430871.0905,84406064029.3604,6826608342.44464,6826608342.44464,2625226313.644,3692650931.84341,3692650931.55126,13144485587.932,12329576007.2262,10302285987.5911,4324002781.51666,5978283206.07441,22631861994.8173,35776347582.7493,34449955164.9623,-41735556035.475,54430515294.7249,-1873603823.13624,45271310601.076,3358405845.53509,48629716446.6111,84406064029.3604,2.244e+09,5.92e+08,5.5e+08,-1.531e+09,1.855e+09,-9.98e+08,7e+06,-9.91e+08,1.718e+09,-1.238e+09,6.5e+07,4.17e+08,8.97e+08,1.761e+09,1.761e+09,-1.05e+08,1.656e+09,3.8e+09,0,2.389e+09,0.42827,0.23956,0.16295,0.0291860845087694,0.0168835924785535,1.09487,1.1536171907236,0.735822847320362,0.177161436619364,1.28353,1.27082,7.87706,26.5553892995134,1.40529,0.0416272367029705,0.0453216881339586,3.9075735762264,4.86576948405481
"22","2015_Q3",102.07953125,"Down",1.2461e+10,-6.69e+09,5.771e+09,3.106e+09,2.14e+08,8e+06,2.06e+08,3.32e+09,0,3.32e+09,-1.092e+09,2.228e+09,2.228e+09,-1.2e+08,2.108e+09,2.108e+09,3.745e+09,3.745e+09,8.161e+09,1.432e+09,2.308e+09,1.812e+09,1.5646e+10,2.3762e+10,4.7778e+10,-2.4016e+10,2.575e+09,4.3732e+10,7.302e+09,2.7855e+10,8.575e+09,7.0069e+10,8.5715e+10,6.823e+09,6.823e+09,2.771e+09,3.816e+09,3.816e+09,1.341e+10,1.2186e+10,1.0382e+10,4.388e+09,5.994e+09,2.2568e+10,3.5978e+10,3.472e+10,-4.2897e+10,5.6058e+10,-1.843e+09,4.6038e+10,3.699e+09,4.9737e+10,8.5715e+10,2.228e+09,5.84e+08,-8.5e+07,1.91e+08,2.918e+09,-9.07e+08,-1e+07,-8.36e+08,-1.6e+09,-3.15e+08,1.7e+08,6.21e+08,-3.242e+09,-1.16e+09,-1.16e+09,-1.72e+08,-1.332e+09,3.69e+09,1.4957e+10,4.066e+09,0.46312,0.24926,0.16917,0.04238,0.02459,1.92884,1.16674,0.72336,0.1745,1.24073,1.22915,7.33431,27.09712,2.39317,0.05403,0.05416,3.03848,3.60979
"23","2015_Q4",104.6321875,"Up",1.3101e+10,-6.663e+09,6.438e+09,3.762e+09,2e+08,-1.2e+07,2.12e+08,3.962e+09,0,3.962e+09,-1.323e+09,2.639e+09,2.639e+09,-1.56e+08,2.483e+09,2.483e+09,4.475e+09,4.475e+09,8.012e+09,1.513e+09,2.512e+09,1.893e+09,1.6512e+10,2.4436e+10,4.8909e+10,-2.4473e+10,2.694e+09,4.3725e+10,7.237e+09,2.7848e+10,8.64e+09,7.0855e+10,8.7367e+10,7.794e+09,7.794e+09,3.119e+09,3.913e+09,3.913e+09,1.4826e+10,1.2154e+10,9.88e+09,4.113e+09,5.767e+09,2.2034e+10,3.686e+10,3.493e+10,-4.3932e+10,5.7425e+10,-1.904e+09,4.6519e+10,3.988e+09,5.0507e+10,8.7367e+10,2.639e+09,5.75e+08,-2.75e+08,-1.31e+08,2.808e+09,-1.156e+09,-1.34e+08,-1.228e+09,4.09e+08,-9.78e+08,5.7e+07,-3.27e+08,-8.96e+08,6.84e+08,6.84e+08,4.6e+07,7.3e+08,4.337e+09,1.5273e+10,4.373e+09,0.49141,0.28715,0.18953,0.04916,0.02842,1.76118,1.11372,0.7298,0.17481,1.46403,1.4512,7.72465,27.42866,2.57842,0.03282,0.0578,2.48974,2.87028
"24","2016_Q1",91.0798360655738,"Down",1.3512e+10,-7.355e+09,6.157e+09,3.148e+09,1.29e+08,-5.5e+07,1.84e+08,3.277e+09,-5.3e+07,3.224e+09,-1.483e+09,1.741e+09,1.741e+09,-1.32e+08,1.609e+09,1.609e+09,4.269e+09,4.269e+09,8.019e+09,1.571e+09,2.899e+09,2.132e+09,1.6758e+10,2.5179e+10,5.0023e+10,-2.4844e+10,2.643e+09,4.3602e+10,7.172e+09,2.7826e+10,8.604e+09,7.1424e+10,8.8182e+10,7.844e+09,7.844e+09,4.563e+09,3.927e+09,3.927e+09,1.6334e+10,1.2773e+10,1.042e+10,4.051e+09,6.369e+09,2.3193e+10,3.9527e+10,3.5122e+10,-4.7204e+10,5.9028e+10,-2.421e+09,4.4525e+10,4.13e+09,4.8655e+10,8.8182e+10,1.741e+09,6.03e+08,5.93e+08,8.67e+08,3.804e+09,-1.204e+09,1.57e+08,-1.19e+09,2.178e+09,-3.235e+09,3.7e+07,-3.88e+08,-2.56e+09,53999999.9999998,54000000.0000002,-7.1e+07,-1.7e+07,3.751e+09,1.7336e+10,4.897e+09,0.45567,0.23298,0.11908,0.03307,0.01825,3.04351,1.02596,0.81239,0.19659,0.95717,0.95038,8.03807,26.48721,2.91315,0.03565,0.06409,3.4836,4.15089
"25","2016_Q2",94.351875,"Up",1.5244e+10,-8.623e+09,6.621e+09,3.989e+09,4.5e+08,-2.4e+07,4.74e+08,4.439e+09,-8.1e+07,4.358e+09,-1.448e+09,2.91e+09,2.91e+09,-3e+07,2.88e+09,2.88e+09,4.301e+09,4.301e+09,1.0298e+10,1.434e+09,1.735e+09,1.735e+09,1.7768e+10,2.5487e+10,5.0666e+10,-2.5179e+10,3.268e+09,4.3598e+10,7.104e+09,2.7818e+10,8.676e+09,7.2353e+10,9.0121e+10,9.32e+09,9.32e+09,5.95e+09,3.526e+09,3.526e+09,1.8796e+10,1.2965e+10,1.0162e+10,3.874e+09,6.288e+09,2.3127e+10,4.1923e+10,3.5249e+10,-4.9556e+10,6.0734e+10,-2.469e+09,4.3958e+10,4.24e+09,4.8198e+10,9.0121e+10,2.91e+09,6.07e+08,6e+08,-1.661e+09,2.456e+09,-1.406e+09,8e+06,-1.798e+09,1.725e+09,-2.3e+09,5.2e+07,1.3e+07,-5.62e+08,9.6e+07,9.6e+07,-6.4e+07,3.2e+07,4.596e+09,1.8915e+10,2.977e+09,0.43433,0.26168,0.18893,0.05975,0.03196,1.03368,0.94531,0.86981,0.20988,1.74123,1.72662,9.21644,26.57678,1.79988,0.03727,0.03852,3.17972,3.66357
"26","2016_Q3",90.9615625,"Down",1.2969e+10,-6.864e+09,6.105e+09,3.363e+09,8.3e+07,-6.7e+07,1.5e+08,3.446e+09,0,3.446e+09,-1.17e+09,2.276e+09,2.276e+09,-1.33e+08,2.143e+09,2.143e+09,5.015e+09,5.015e+09,8.874e+09,1.352e+09,1.758e+09,1.758e+09,1.6999e+10,2.6421e+10,5.2278e+10,-2.5857e+10,3.247e+09,4.3597e+10,7.052e+09,2.7817e+10,8.728e+09,7.3265e+10,9.0264e+10,7.252e+09,7.252e+09,5.755e+09,4.066e+09,4.066e+09,1.7073e+10,1.5367e+10,9.814e+09,4.044e+09,5.77e+09,2.5181e+10,4.2254e+10,3.5448e+10,-5.1595e+10,6.287e+10,-2.599e+09,4.4124e+10,3.886e+09,4.801e+10,9.0264e+10,2.276e+09,6.05e+08,4.81e+08,1.67e+08,3.529e+09,-1.15e+09,-9e+07,-1.24e+09,2.124e+09,-1.931e+09,1.08e+08,-6.67e+08,-1.642e+09,6.47e+08,6.47e+08,6.7e+07,7.14e+08,3.968e+09,2.1122e+10,4.155e+09,0.47074,0.25931,0.16524,0.04464,0.02374,1.93887,0.99567,0.88011,0.234,1.31231,1.30432,7.94182,27.02021,2.5444,0.04194,0.05263,4.05922,4.78947
"27","2016_Q4",92.8422222222222,"Up",1.4277e+10,-7.201e+09,7.076e+09,4.145e+09,8.2e+07,-7e+07,1.52e+08,4.227e+09,-4.4e+07,4.183e+09,-1.471e+09,2.712e+09,2.712e+09,-1.15e+08,2.597e+09,2.597e+09,5.227e+09,5.227e+09,8.958e+09,1.354e+09,2.078e+09,2.078e+09,1.7617e+10,2.6865e+10,5.314e+10,-2.6275e+10,3.228e+09,4.3204e+10,6.995e+09,2.7802e+10,8.407e+09,7.3297e+10,9.0914e+10,8.719e+09,8.719e+09,5.312e+09,4.041e+09,4.041e+09,1.8072e+10,1.5129e+10,9.567e+09,4.076e+09,5.491e+09,2.4696e+10,4.2768e+10,3.5683e+10,-5.3112e+10,6.4321e+10,-2.699e+09,4.4193e+10,3.953e+09,4.8146e+10,9.0914e+10,2.712e+09,6.26e+08,5.32e+08,-2.4e+08,3.63e+09,-1.135e+09,-5.3e+07,-1.188e+09,-6.91e+08,-1.461e+09,5.6e+07,3.6e+07,-2.116e+09,3.26e+08,3.26e+08,-1.14e+08,2.12e+08,4.771e+09,2.0441e+10,4.867e+09,0.49562,0.29033,0.1819,0.05394,0.02857,1.87409,0.97482,0.8883,0.22484,1.6021,1.59227,8.80753,27.2628,3.00247,0.03323,0.06227,3.18885,3.67045
"28","2017_Q1",105.417096774194,"Up",1.3142e+10,-7.305e+09,5.837e+09,2.861e+09,5.1e+07,-9.9e+07,1.5e+08,2.912e+09,-3.1e+07,2.881e+09,-9.89e+08,1.892e+09,1.892e+09,-1.21e+08,1.771e+09,1.771e+09,4.61e+09,4.61e+09,9.065e+09,1.39e+09,1.901e+09,1.901e+09,1.6966e+10,2.7349e+10,5.4198e+10,-2.6849e+10,4.28e+09,4.3438e+10,6.949e+09,2.781e+10,8.679e+09,7.5067e+10,9.2033e+10,9.13e+09,9.13e+09,3.687e+09,4.025e+09,4.025e+09,1.6842e+10,1.6483e+10,1.1385e+10,3.679e+09,7.706e+09,2.7868e+10,4.471e+10,3.5859e+10,-5.4703e+10,6.6088e+10,-3.979e+09,4.3265e+10,4.058e+09,4.7323e+10,9.2033e+10,1.892e+09,6.89e+08,5.15e+08,4.25e+08,3.521e+09,-1.082e+09,0,-1.532e+09,-2.18e+08,-1.548e+09,4.3e+07,11000000.0000001,-2.9e+09,-9.11e+08,-9.11e+08,-1.2e+07,-9.23e+08,3.55e+09,2.017e+10,3.882e+09,0.44415,0.2177,0.13476,0.03742,0.01924,2.19198,1.00736,0.94478,0.21916,1.10137,1.09727,8.17289,26.90609,2.41418,0.03697,0.04922,4.3831,5.43866
"29","2017_Q2",104.840634920635,"Down",1.4784e+10,-8.406e+09,6.378e+09,3.706e+09,1.9e+07,-9.9e+07,1.18e+08,3.725e+09,0,3.725e+09,-1.237e+09,2.488e+09,2.488e+09,-8999999.99999999,2.479e+09,2.479e+09,3.736e+09,3.736e+09,9.878e+09,1.299e+09,1.752e+09,1.752e+09,1.6665e+10,2.7054e+10,5.405e+10,-2.6996e+10,4.22e+09,4.3637e+10,6.892e+09,2.7793e+10,8.952e+09,7.4911e+10,9.1576e+10,9.979e+09,9.979e+09,5.698e+09,3.64e+09,3.64e+09,1.9317e+10,1.4792e+10,1.029e+10,3.888e+09,6.402e+09,2.5082e+10,4.4399e+10,3.5906e+10,-5.6168e+10,6.7327e+10,-3.855e+09,4.321e+10,3.967e+09,4.7177e+10,9.1576e+10,2.488e+09,6.87e+08,2.93e+08,-2.023e+09,1.445e+09,-1.04e+09,5e+06,-1.035e+09,5.8e+08,-1.4e+09,6.5e+07,-1.67e+08,-9.87e+08,-5.77e+08,-5.77e+08,-1.12e+08,-6.89e+08,4.393e+09,2.049e+10,2.567e+09,0.43141,0.25068,0.16768,0.05255,0.02707,1.0355,0.86271,0.94112,0.22375,1.55716,1.54648,9.28643,27.14196,1.61244,0.0318,0.03293,3.81379,4.52078
"30","2017_Q3",99.2050793650794,"Down",1.3336e+10,-6.969e+09,6.367e+09,3.75e+09,1000000.00000001,-8.4e+07,8.5e+07,3.751e+09,1.86264514923096e-09,3.751e+09,-1.212e+09,2.539e+09,2.539e+09,-1.51e+08,2.388e+09,2.388e+09,3.8e+09,3.8e+09,9.293e+09,1.304e+09,1.873e+09,1.873e+09,1.627e+10,2.7399e+10,5.5045e+10,-2.7646e+10,4.155e+09,4.3983e+10,6.845e+09,2.7831e+10,9.307e+09,7.5537e+10,9.1807e+10,8.077e+09,8.077e+09,4.865e+09,4.423e+09,4.423e+09,1.7365e+10,1.6788e+10,1.0387e+10,4.006e+09,6.381e+09,2.7175e+10,4.454e+10,3.61e+10,-5.8144e+10,6.9708e+10,-3.88e+09,4.3784e+10,3.483e+09,4.7267e+10,9.1807e+10,2.539e+09,6.76e+08,4.77e+08,-4.64e+08,3.228e+09,-8.83e+08,8.5e+07,-1.355e+09,1.154e+09,-1.914e+09,1.21e+08,-65000000.0000001,-2.062e+09,-1.89e+08,-1.89e+08,4.3e+07,-1.46e+08,4.426e+09,2.1653e+10,4.291e+09,0.47743,0.28119,0.17906,0.05052,0.02601,1.7969,0.93694,0.94231,0.23585,1.51139,1.50094,8.44051,27.71139,2.71582,0.04571,0.05411,4.03366,4.7608
