"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",45.7637096774194,"Up",2.259e+09,-1.734e+09,5.25e+08,-2.25e+08,-1.73e+08,-5.2e+07,3e+08,-4.2e+07,-4.8e+07,6e+06,2.58e+08,-3.7e+07,2.21e+08,-6.4e+07,1.57e+08,1.57e+08,1.54e+08,1.54e+08,2.37e+08,2.37e+08,9.54e+08,9.54e+08,1.269e+09,2.13e+08,2.13e+08,2.673e+09,4.113e+09,9.58e+09,-5.467e+09,4.859e+09,2.367e+09,6.1e+08,8.972e+09,1.1645e+10,1.344e+09,1.344e+09,1.2e+08,1.464e+09,4.865e+09,2.306e+09,7.1e+07,2.235e+09,7.171e+09,8.635e+09,1.691e+09,-1.929e+09,3.139e+09,1.09e+08,3.01e+09,3.01e+09,1.1645e+10,1.57e+08,1.12e+08,-3.2e+07,1.16e+08,3.53e+08,-1.19e+08,1e+06,-2.776e+09,-3.6e+07,-3.2e+08,1.7e+07,-3.42e+08,-2.765e+09,-2.765e+09,2e+06,-2.763e+09,4.12e+08,4.985e+09,4.73e+08,0.2324,0.1328,0.06817,0.05116,0.01322,3.07143,1.82582,2.86877,0.42808,1.00654,0.98465,14.76471,19.6732,3.0915,0.23529,3,0.01844,0.04592,0.23377,11.52427,15.82667
"12","2013_Q1",54.9245,"Up",2.169e+09,-1.844e+09,3.25e+08,-2.86e+08,-2.24e+08,-6.2e+07,38999999.9999999,-4.2e+07,-4.8e+07,6e+06,-2999999.99999994,-8.3e+07,-8.6e+07,3.4e+07,-5.2e+07,-5.2e+07,-5.4e+07,-5.4e+07,2.49e+08,2.49e+08,8.46e+08,8.46e+08,1.26e+09,3.44e+08,3.44e+08,2.699e+09,4.181e+09,9.681e+09,-5.5e+09,4.83e+09,2.644e+09,3.37e+08,9.011e+09,1.171e+10,1.36e+09,1.36e+09,4000000.00000003,1.364e+09,4.779e+09,2.539e+09,1.82e+08,2.357e+09,7.318e+09,8.682e+09,1.711e+09,-1.929e+09,3.038e+09,1.23e+08,2.943e+09,3.028e+09,1.171e+10,-5.2e+07,1.08e+08,2.68e+08,1.16e+08,4.4e+08,-1.68e+08,2e+06,-1.67e+08,-8.5e+07,-2e+08,2.4e+07,-2.61e+08,11999999.999999,11999999.999999,0,11999999.999999,1.47e+08,4.783e+09,60999999.9999999,0.14984,0.01798,-0.0249,-0.01783,-0.00461,-1.12963,1.97874,2.86724,0.40845,-0.35156,-0.34156,14.12109,19.16016,0.39714,0.55339,3,0.003,0.00589,-1.57407,30.84354,116.25641
"13","2013_Q2",53.85390625,"Down",2.307e+09,-1.691e+09,6.16e+08,-2.2e+08,-1.71e+08,-4.9e+07,3.96e+08,-4.8e+07,-4.7e+07,-1e+06,3.48e+08,-3e+06,3.45e+08,-9.7e+07,2.48e+08,2.48e+08,2.47e+08,2.47e+08,1.78e+08,1.78e+08,9.9e+08,9.9e+08,1.301e+09,2.68e+08,2.68e+08,2.737e+09,4.154e+09,9.684e+09,-5.53e+09,4.796e+09,2.635e+09,3.19e+08,8.95e+09,1.1687e+10,1.289e+09,1.289e+09,4e+06,1.293e+09,4.779e+09,2.427e+09,1.04e+08,2.323e+09,7.206e+09,8.499e+09,1.742e+09,-1.961e+09,3.239e+09,8.5e+07,3.105e+09,3.188e+09,1.1687e+10,2.48e+08,1.1e+08,-1.18e+08,-2.35e+08,5e+06,-8.2e+07,-1e+06,-8.3e+07,-1e+06,0,1.4e+07,1e+07,-6.8e+07,-6.8e+07,-3e+06,-7.1e+07,5.06e+08,4.783e+09,2.86e+08,0.26701,0.17165,0.10707,0.07748,0.02113,1.15789,2.11678,2.66593,0.40926,1.59974,1.57626,14.94171,20.1101,1.85233,0.00648,3,0.02385,0.02751,0.00405,9.10079,11.62879
"14","2013_Q3",59.7615625,"Up",2.44e+09,-1.763e+09,6.77e+08,-2.31e+08,-1.8e+08,-5.1e+07,4.46e+08,-4.6e+07,-4.6e+07,-9.31322574615479e-10,4e+08,-1.8e+07,3.82e+08,-1.16e+08,2.66e+08,2.66e+08,2.64e+08,2.64e+08,2.34e+08,2.34e+08,1.053e+09,1.053e+09,1.286e+09,2.65e+08,2.65e+08,2.838e+09,4.177e+09,9.747e+09,-5.57e+09,4.747e+09,2.62e+09,3.07e+08,8.924e+09,1.1762e+10,1.309e+09,1.309e+09,3.72529029846191e-09,1.309e+09,4.679e+09,2.401e+09,9.7e+07,2.304e+09,7.08e+09,8.389e+09,1.751e+09,-2.007e+09,3.456e+09,9e+07,3.29e+09,3.373e+09,1.1762e+10,2.66e+08,1.08e+08,34000000.0000001,-46000000.0000001,3.62e+08,-1e+08,-8e+06,-1.08e+08,-4.6e+07,-1.05e+08,-4.5e+07,-2e+08,5.4e+07,5.4e+07,2e+06,5.6e+07,5.54e+08,4.679e+09,5.24e+08,0.27746,0.18279,0.1082,0.07827,0.02245,1.98485,2.16807,2.4871,0.39781,1.70984,1.68475,15.80311,21.30829,3.39378,0.29793,6,0.02966,0.05013,0.17424,8.02347,9.96636999999999
"15","2013_Q4",60.48015625,"Up",2.338e+09,-1.649e+09,6.89e+08,-2.07e+08,-1.59e+08,-4.8e+07,4.82e+08,-4.5e+07,-4.4e+07,-1e+06,4.37e+08,-3e+06,4.34e+08,-1.25e+08,3.09e+08,3.09e+08,3.08e+08,3.08e+08,2.22e+08,2.22e+08,9.67e+08,9.67e+08,1.274e+09,3.04e+08,3.04e+08,2.767e+09,4.217e+09,9.872e+09,-5.655e+09,4.743e+09,2.634e+09,3.08e+08,8.96e+09,1.1727e+10,1.323e+09,1.323e+09,0,1.323e+09,4.429e+09,2.306e+09,2.04e+08,2.102e+09,6.735e+09,8.058e+09,1.765e+09,-2.042e+09,3.718e+09,1.47e+08,3.588e+09,3.669e+09,1.1727e+10,3.09e+08,1.08e+08,-7.1e+07,8.1e+07,4.27e+08,-1.24e+08,7e+06,-1.17e+08,-4.7e+07,-2.5e+08,-2.7e+07,-3.27e+08,-1.7e+07,-1.7e+07,5e+06,-1.2e+07,5.9e+08,4.429e+09,6.72e+08,0.2947,0.20616,0.13174,0.08395,0.02626,2.18182,2.09146,2.19624,0.37768,1.9987,1.96554,15.17197,23.28358,4.3608,0.305,7,0.03412,0.06459,0.1526,7.13051,8.72822
"16","2014_Q1",64.1618032786885,"Up",2.265e+09,-1.471e+09,7.94e+08,-1.8e+08,-1.35e+08,-4.5e+07,6.14e+08,-4.4e+07,-4.3e+07,-1e+06,5.7e+08,-5.2e+07,5.18e+08,-1.69e+08,3.49e+08,3.49e+08,3.46e+08,3.46e+08,2.37e+08,2.37e+08,8.8e+08,8.8e+08,1.264e+09,4.59e+08,4.59e+08,2.84e+09,4.29e+09,9.958e+09,-5.668e+09,4.715e+09,2.637e+09,2.97e+08,9.005e+09,1.1845e+10,1.47e+09,1.47e+09,0,1.47e+09,4.254e+09,2.246e+09,4.96e+08,1.75e+09,6.5e+09,7.97e+09,1.78e+09,-2.167e+09,4.012e+09,1.71e+08,3.796e+09,3.875e+09,1.1845e+10,3.49e+08,1.07e+08,-1.07e+08,1.54e+08,5.03e+08,-1.46e+08,-3e+06,-1.49e+08,-4.6e+07,-1.75e+08,-1.21e+08,-3.42e+08,1.2e+07,1.2e+07,3e+06,1.5e+07,7.21e+08,4.254e+09,8.98e+08,0.35055,0.27108,0.15276,0.08929,0.02921,2.59538,1.93197,2.05677,0.35914,2.25996,2.21937,14.79425,24.79425,5.86545,0.30046,7,0.03778,0.08655,0.13295,5.57143,6.54235
"17","2014_Q2",68.2814285714286,"Up",2.305e+09,-1.71e+09,5.95e+08,-2.21e+08,-1.68e+08,-5.3e+07,3.74e+08,-3.9e+07,-4.2e+07,3e+06,3.35e+08,-1.3e+07,3.22e+08,-8.8e+07,2.34e+08,2.34e+08,2.33e+08,2.33e+08,1.85e+08,1.85e+08,9.98e+08,9.98e+08,1.377e+09,3.89e+08,3.89e+08,2.949e+09,4.301e+09,1.007e+10,-5.769e+09,4.697e+09,2.636e+09,3.23e+08,8.998e+09,1.1947e+10,1.259e+09,1.259e+09,0,1.259e+09,4.635e+09,2.245e+09,5.46e+08,1.699e+09,6.88e+09,8.139e+09,1.797e+09,-2.427e+09,4.191e+09,1.68e+08,3.729e+09,3.808e+09,1.1947e+10,2.34e+08,1.07e+08,-1.16e+08,-2.55e+08,-3e+07,-1.18e+08,-1e+06,-1.19e+08,-5.3e+07,3.82e+08,-2.28e+08,9.8e+07,-5.1e+07,-5.1e+07,-1e+06,-5.2e+07,4.81e+08,4.635e+09,1.96e+08,0.25813,0.16226,0.10108,0.06119,0.0195,0.8412,2.34234,2.13734,0.38796,1.53897,1.52288,15.22457,24.63012,1.29458,0.35007,4,0.02676,0.01834,0.22747,9.25156,11.8984
"18","2014_Q3",65.8528125,"Down",2.46e+09,-1.803e+09,6.57e+08,-2.28e+08,-1.72e+08,-5.6e+07,4.29e+08,-3.7e+07,-4.5e+07,8e+06,3.92e+08,7e+06,3.99e+08,-1.07e+08,2.92e+08,2.94e+08,2.92e+08,2.92e+08,1.75e+08,1.75e+08,1.071e+09,1.071e+09,1.354e+09,3.86e+08,3.86e+08,2.986e+09,4.343e+09,1.0147e+10,-5.804e+09,4.909e+09,2.701e+09,3.27e+08,9.252e+09,1.2238e+10,1.274e+09,1.274e+09,1.86264514923096e-09,1.274e+09,4.773e+09,2.232e+09,5.72e+08,1.66e+09,7.005e+09,8.279e+09,1.805e+09,-2.527e+09,4.431e+09,1.73e+08,3.882e+09,3.959e+09,1.2238e+10,2.94e+08,1.1e+08,4.9e+07,-3.4e+07,4.19e+08,-1.24e+08,2e+06,-4.05e+08,-5.3e+07,1.34e+08,-1.02e+08,-2.7e+07,-1.3e+07,-1.3e+07,3e+06,-9999999.99999999,5.39e+08,4.773e+09,4.88e+08,0.26707,0.17439,0.1187,0.07376,0.02386,1.67123,2.3438,2.09118,0.39001,1.95318,1.92994,16.45485,25.96656,3.26421,0.35452,7,0.03147,0.04451,0.18151,8.53061,10.71795
"19","2014_Q4",62.6534375,"Down",2.413e+09,-1.777e+09,6.36e+08,-2.27e+08,-1.71e+08,-5.6e+07,4.09e+08,-4e+07,-4.5e+07,5e+06,3.69e+08,-7.1e+07,2.98e+08,-8.6e+07,2.12e+08,2.12e+08,2.1e+08,2.1e+08,2.12e+08,2.12e+08,9.85e+08,9.85e+08,1.358e+09,3.35e+08,3.35e+08,2.89e+09,4.352e+09,1.023e+10,-5.878e+09,4.893e+09,2.716e+09,3.69e+08,9.245e+09,1.2135e+10,1.398e+09,1.398e+09,0,1.398e+09,4.563e+09,2.195e+09,5.73e+08,1.622e+09,6.758e+09,8.156e+09,1.812e+09,-2.577e+09,4.588e+09,7.8e+07,3.901e+09,3.979e+09,1.2135e+10,2.12e+08,1.11e+08,1.54e+08,8.3e+07,5.6e+08,-1.51e+08,-1e+06,-1.94e+08,-5.3e+07,-2.11e+08,-5.8e+07,-3.22e+08,4.4e+07,4.4e+07,-7e+06,3.7e+07,5.2e+08,4.563e+09,5.38e+08,0.26357,0.1695,0.08703,0.05278,0.01731,2.5619,2.06724,2.04976,0.37602,1.41224,1.39721,16.2273,26.23403,3.61802,0.35642,6,0.02449,0.05011,0.25238,8.36731,10.63814
"20","2015_Q1",57.5262295081967,"Down",2.349e+09,-2.016e+09,3.33e+08,-3.06e+08,-2.44e+08,-6.2e+07,2.7e+07,-5.6e+07,-5.5e+07,-1e+06,-2.9e+07,0,-29000000.0000001,4.6e+07,1.7e+07,1.7e+07,1.6e+07,1.6e+07,2.14e+08,2.14e+08,9.36e+08,9.36e+08,1.509e+09,5.14e+08,5.14e+08,3.173e+09,5.087e+09,1.1026e+10,-5.939e+09,7.812e+09,4.486e+09,4.21e+08,1.2899e+10,1.6072e+10,1.721e+09,1.721e+09,3.01e+08,2.022e+09,7.248e+09,3.212e+09,9.46e+08,2.266e+09,1.046e+10,1.2482e+10,1.819e+09,-2.577e+09,4.545e+09,-2.77e+08,3.51e+09,3.59e+09,1.6072e+10,1.7e+07,1.22e+08,2.11e+08,1.34e+08,4.84e+08,-1.87e+08,-2e+06,-3.373e+09,-5.1e+07,2.945e+09,-4e+06,2.89e+09,1000000.00000001,1000000.00000001,1e+06,2000000.00000001,1.49e+08,7.549e+09,5e+07,0.14176,0.01149,0.00681000000000001,0.00446,0.001,3.125,1.56924,3.47688,0.4697,0.10782,0.10681,15.82884,23.65229,0.33693,0.34367,4,0.00467,0.00348,3.1875,49.22819,271.66667
"21","2015_Q2",61.7877777777778,"Up",2.443e+09,-1.787e+09,6.56e+08,-2.36e+08,-1.8e+08,-5.6e+07,4.2e+08,-5.5e+07,-6.6e+07,1.1e+07,3.65e+08,-1.09e+08,2.56e+08,-8.4e+07,1.72e+08,1.72e+08,1.71e+08,1.71e+08,1.96e+08,1.96e+08,9.98e+08,9.98e+08,1.447e+09,5.25e+08,5.25e+08,3.166e+09,4.957e+09,1.0885e+10,-5.928e+09,7.711e+09,4.419e+09,4.71e+08,1.2668e+10,1.5834e+10,1.413e+09,1.413e+09,3.51e+08,1.764e+09,7.293e+09,3.255e+09,1.023e+09,2.232e+09,1.0548e+10,1.2312e+10,1.831e+09,-2.603e+09,4.656e+09,-4.41e+08,3.443e+09,3.522e+09,1.5834e+10,1.72e+08,1.45e+08,-4.8e+07,-1.78e+08,9.1e+07,-1.21e+08,-1e+06,-1.22e+08,-5.9e+07,9.3e+07,-1.5e+07,1.7e+07,-1.4e+07,-1.4e+07,-4e+06,-1.8e+07,5.65e+08,7.644e+09,3.5e+08,0.26852,0.17192,0.07,0.04855,0.0108,2.04678,1.79478,3.49574,0.48276,1.14997,1.14228,16.42905,23.154,2.35373,0.39677,4,0.01595,0.02427,0.34503,13.1823,17.73333
"22","2015_Q3",59.45859375,"Down",2.533e+09,-1.813e+09,7.2e+08,-2.51e+08,-1.94e+08,-5.7e+07,4.69e+08,-6.6e+07,-6.6e+07,1.86264514923096e-09,4.03e+08,2.98023223876953e-08,4.03e+08,-1.04e+08,2.99e+08,2.99e+08,2.97e+08,2.97e+08,2.68e+08,2.68e+08,1.021e+09,1.021e+09,1.439e+09,4.39e+08,4.39e+08,3.167e+09,5.011e+09,1.0945e+10,-5.934e+09,7.708e+09,4.474e+09,4.57e+08,1.2719e+10,1.5886e+10,1.57e+09,1.57e+09,2.51e+08,1.821e+09,7.072e+09,3.148e+09,9.62e+08,2.186e+09,1.022e+10,1.2041e+10,1.842e+09,-2.608e+09,4.893e+09,-3.63e+08,3.764e+09,3.845e+09,1.5886e+10,2.99e+08,1.42e+08,1.41e+08,8999999.99999997,5.91e+08,-1.41e+08,-2e+06,-1.43e+08,-6e+07,-3.11e+08,-4e+06,-3.76e+08,7.2e+07,7.2e+07,0,7.2e+07,6.11e+08,7.323e+09,5.83e+08,0.28425,0.18516,0.11725,0.07724,0.0187,1.96296,1.73915,3.1316,0.46097,1.99865,1.98264,17.04576,25.32974,3.92328,0.40377,5,0.02494,0.04072,0.20202,11.54664,15.04264
"23","2015_Q4",56.684375,"Down",2.447e+09,-1.752e+09,6.95e+08,-2.42e+08,-1.87e+08,-5.5e+07,4.53e+08,-7.9e+07,-6.6e+07,-1.3e+07,3.74e+08,-2.1e+07,3.53e+08,-9.5e+07,2.58e+08,2.58e+08,2.56e+08,2.56e+08,3.09e+08,3.09e+08,9.68e+08,9.68e+08,1.484e+09,4.21e+08,4.21e+08,3.182e+09,5.045e+09,1.1052e+10,-6.007e+09,7.653e+09,4.482e+09,4.53e+08,1.2698e+10,1.588e+10,1.549e+09,1.549e+09,2.51e+08,1.8e+09,7.029e+09,3.095e+09,1.004e+09,2.091e+09,1.0124e+10,1.1924e+10,1.858e+09,-2.625e+09,5.09e+09,-4.46e+08,3.877e+09,3.956e+09,1.588e+10,2.58e+08,1.42e+08,1.5e+07,-4.7e+07,3.68e+08,-1.6e+08,3e+06,-2.02e+08,-6e+07,-5e+07,-9e+06,-1.22e+08,4.4e+07,4.4e+07,-3e+06,4.1e+07,5.95e+08,7.28e+09,4.83e+08,0.28402,0.18512,0.10462,0.06471,0.01612,1.88672,1.76778,3.01416,0.45844,1.72275,1.70895,16.46703,26.09017,3.25034,0.40377,5,0.02205,0.0337,0.23438,11.71597,15.38852
"24","2016_Q1",53.4314754098361,"Down",2.225e+09,-1.716e+09,5.09e+08,-2.84e+08,-2.1e+08,-7.4e+07,2.25e+08,-5.5e+07,-6.5e+07,1e+07,1.7e+08,-5.3e+07,1.17e+08,8000000.00000001,1.25e+08,1.25e+08,1.24e+08,1.24e+08,2.93e+08,2.93e+08,7.92e+08,7.92e+08,1.479e+09,3.14e+08,3.14e+08,2.878e+09,5.13e+09,1.1234e+10,-6.104e+09,7.572e+09,4.518e+09,4.04e+08,1.2702e+10,1.558e+10,1.625e+09,1.625e+09,4.31e+08,2.056e+09,6.577e+09,2.926e+09,9.28e+08,1.998e+09,9.503e+09,1.1559e+10,1.865e+09,-2.68e+09,5.146e+09,-3.9e+08,3.941e+09,4.021e+09,1.558e+10,1.25e+08,1.42e+08,1.05e+08,2.02e+08,5.74e+08,-2.26e+08,0,-2.26e+08,-5.9e+07,-2.37e+08,-6.7e+07,-3.63e+08,-1.5e+07,-1.5e+07,-1e+06,-1.6e+07,3.67e+08,7.008e+09,3.35e+08,0.22876,0.10112,0.05573,0.03084,0.00796,2.70161,1.39981,2.87466,0.44981,0.83502,0.82722,14.98316,26.53872,2.25589,0.39731,6,0.01311,0.02401,0.47581,18.297,29.84444
"25","2016_Q2",60.31140625,"Up",2.236e+09,-1.602e+09,6.34e+08,-2.37e+08,-1.83e+08,-5.4e+07,3.97e+08,-7.6e+07,-6.4e+07,-1.2e+07,3.21e+08,2e+06,3.23e+08,-7.2e+07,2.51e+08,2.51e+08,2.51e+08,2.51e+08,2.02e+08,2.02e+08,9.51e+08,9.51e+08,1.493e+09,2.17e+08,2.17e+08,2.863e+09,5.185e+09,1.1395e+10,-6.21e+09,7.568e+09,4.527e+09,4.04e+08,1.2753e+10,1.5616e+10,1.334e+09,1.334e+09,5.13e+08,1.847e+09,6.565e+09,2.919e+09,9.39e+08,1.98e+09,9.484e+09,1.1331e+10,1.879e+09,-2.7e+09,5.33e+09,-3.05e+08,4.204e+09,4.285e+09,1.5616e+10,2.51e+08,1.47e+08,-1.39e+08,-2.08e+08,5.1e+07,-1.04e+08,-1e+06,-1.26e+08,-6.8e+07,7.2e+07,-2e+07,-1.6e+07,-9.1e+07,-9.1e+07,2.3283064365387e-10,-9.1e+07,5.44e+08,7.078e+09,3.04e+08,0.28354,0.17755,0.11225,0.05858,0.01607,1.21116,1.55008,2.64434,0.45325,1.69824,1.68683,15.12855,28.44384,2.05683,0.46008,6,0.02234,0.02129,0.27092,12.63971,17.3199
"26","2016_Q3",55.4309375,"Down",2.297e+09,-1.692e+09,6.05e+08,-2.29e+08,-1.74e+08,-5.5e+07,3.76e+08,-4.3e+07,-6.3e+07,2e+07,3.33e+08,-9e+06,3.24e+08,-6.7e+07,2.57e+08,2.57e+08,2.55e+08,2.55e+08,2.4e+08,2.4e+08,9.51e+08,9.51e+08,1.445e+09,2.94e+08,2.94e+08,2.93e+09,5.162e+09,1.144e+10,-6.278e+09,7.49e+09,4.52e+09,3.85e+08,1.2652e+10,1.5582e+10,1.467e+09,1.467e+09,7.22e+08,2.189e+09,6.082e+09,2.858e+09,1.014e+09,1.844e+09,8.94e+09,1.1129e+10,1.894e+09,-2.725e+09,5.517e+09,-3.11e+08,4.375e+09,4.453e+09,1.5582e+10,2.57e+08,1.44e+08,7.1e+07,2.2e+07,4.94e+08,-8.9e+07,4e+06,-8.6e+07,-6.8e+07,-2.8e+08,-1.7e+07,-3.69e+08,3.9e+07,3.9e+07,-1e+06,3.8e+07,5.2e+08,6.804e+09,5.2e+08,0.26339,0.16369,0.11101,0.05726,0.01637,2.03922,1.33851,2.49921,0.43666,1.7253,1.71256,15.54127,29.60081,3.51827,0.46008,5,0.02288,0.03684,0.26667,12.62308,17.45745
"27","2016_Q4",60.074126984127,"Up",2.287e+09,-1.666e+09,6.21e+08,-2.35e+08,-1.81e+08,-5.4e+07,3.86e+08,-6.7e+07,-6.4e+07,-3e+06,3.19e+08,-3e+07,2.89e+08,-5.6e+07,2.33e+08,2.33e+08,2.32e+08,2.32e+08,2.07e+08,2.07e+08,9.05e+08,9.05e+08,1.471e+09,3.17e+08,3.17e+08,2.9e+09,5.197e+09,1.1564e+10,-6.367e+09,7.392e+09,4.474e+09,3.75e+08,1.2589e+10,1.5489e+10,1.531e+09,1.531e+09,6.75e+08,2.206e+09,5.933e+09,2.834e+09,1.022e+09,1.812e+09,8.767e+09,1.0973e+10,1.909e+09,-2.8e+09,5.68e+09,-3.48e+08,4.441e+09,4.516e+09,1.5489e+10,2.33e+08,1.45e+08,4.5e+07,2.7e+07,4.5e+08,-1.41e+08,-2e+06,-1.47e+08,-6.8e+07,-1.97e+08,-6.7e+07,-3.36e+08,-3.3e+07,-3.3e+07,2.3283064365387e-10,-3.3e+07,5.31e+08,6.608e+09,4.73e+08,0.27153,0.16878,0.10144,0.05137,0.01498,2.03879,1.3146,2.42981,0.42663,1.57609,1.56545,15.53668,30.16984,3.21332,0.46196,5,0.02149,0.03389,0.2931,12.05461,16.5829
"28","2017_Q1",65.868064516129,"Up",2.188e+09,-1.698e+09,4.9e+08,-2.21e+08,-1.65e+08,-5.6e+07,2.69e+08,-6.3e+07,-6.4e+07,1e+06,2.06e+08,-9.3e+07,1.13e+08,5e+06,1.18e+08,1.18e+08,1.16e+08,1.16e+08,1.81e+08,1.81e+08,8.12e+08,8.12e+08,1.404e+09,4.69e+08,4.69e+08,2.866e+09,5.276e+09,1.1699e+10,-6.423e+09,7.315e+09,4.461e+09,3.85e+08,1.2591e+10,1.5457e+10,1.512e+09,1.512e+09,2.83e+08,1.795e+09,6.311e+09,2.743e+09,1.206e+09,1.537e+09,9.054e+09,1.0849e+10,1.917e+09,-2.825e+09,5.721e+09,-2.81e+08,4.532e+09,4.608e+09,1.5457e+10,1.18e+08,1.44e+08,-6.3e+07,1.91e+08,3.9e+08,-2.51e+08,-4.5e+07,-2.96e+08,-6.8e+07,-2.3e+07,-2.6e+07,-1.17e+08,-2.3e+07,-2.3e+07,-3e+06,-2.6e+07,4.13e+08,6.594e+09,3.48e+08,0.22395,0.12294,0.05302,0.02517,0.0075,3,1.59666,2.35438,0.4266,0.79235,0.78538,14.94536,30.95628,2.37705,0.46448,7,0.01319,0.02496,0.58621,15.52785,23.84015
"29","2017_Q2",67.9265079365079,"Up",2.303e+09,-1.698e+09,6.05e+08,-2.08e+08,-1.79e+08,-5.7e+07,3.97e+08,-5.6e+07,-6e+07,4e+06,3.41e+08,0,3.41e+08,-6.2e+07,2.79e+08,2.79e+08,2.78e+08,2.78e+08,1.97e+08,1.97e+08,9.82e+08,9.82e+08,1.495e+09,4.91e+08,4.91e+08,3.165e+09,5.321e+09,1.178e+10,-6.459e+09,7.269e+09,4.484e+09,3.51e+08,1.259e+10,1.5755e+10,1.332e+09,1.332e+09,3.05e+08,1.637e+09,6.578e+09,2.813e+09,1.269e+09,1.544e+09,9.391e+09,1.1028e+10,1.932e+09,-2.9e+09,5.925e+09,-3.06e+08,4.651e+09,4.727e+09,1.5755e+10,2.79e+08,1.45e+08,-1.15e+08,-2.57e+08,5.2e+07,-1.32e+08,0,-1.36e+08,-7.5e+07,2.5e+08,-7.3e+07,1.02e+08,1.8e+07,1.8e+07,-2e+06,1.6e+07,5.42e+08,6.883e+09,2.15e+08,0.2627,0.17238,0.12071,0.05881,0.01765,0.77338,1.93341,2.33298,0.43688,1.9015,1.88859,15.75239,31.81259,1.47059,0.513,7,0.02447,0.01491,0.26978,12.33579,16.84131
"30","2017_Q3",72.1692063492063,"Up",2.419e+09,-1.789e+09,6.3e+08,-2.09e+08,-1.81e+08,-5.8e+07,4.21e+08,-6.2e+07,-6.1e+07,-1e+06,3.59e+08,1.49011611938477e-08,3.59e+08,-6.5e+07,2.94e+08,2.94e+08,2.92e+08,2.92e+08,2.22e+08,2.22e+08,1.018e+09,1.018e+09,1.54e+09,4.82e+08,4.82e+08,3.262e+09,5.403e+09,1.1966e+10,-6.563e+09,7.299e+09,4.507e+09,3.59e+08,1.2702e+10,1.5964e+10,1.384e+09,1.384e+09,2.12e+08,1.596e+09,6.669e+09,2.809e+09,1.286e+09,1.523e+09,9.478e+09,1.1074e+10,1.956e+09,-3e+09,6.142e+09,-2.86e+08,4.812e+09,4.89e+09,1.5964e+10,2.94e+08,1.47e+08,3.5e+07,-45000000.0000001,4.31e+08,-1.46e+08,-1e+06,-1.47e+08,-7.4e+07,-95000000.0000001,-9e+07,-2.6e+08,2.4e+07,2.4e+07,1e+06,2.5e+07,5.68e+08,6.881e+09,4.42e+08,0.26044,0.17404,0.12071,0.05971,0.01829,1.5137,2.04386,2.26462,0.43103,2.00964,1.99454,16.64831,33.11769,3.04198,0.50929,7,0.0251,0.03032,0.25342,11.72359,15.8171
