"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",10.2977419354839,"Down",8.41e+08,-2.37e+08,-2.37e+08,6.04e+08,-3.77e+08,-2.52e+08,-1.3e+08,-1.22e+08,-1.25e+08,2.27e+08,1e+06,1e+06,2.28e+08,2.28e+08,-2e+06,2.26e+08,2.26e+08,2.26e+08,2.26e+08,3.364e+09,2.909e+09,2e+08,2e+08,8.47e+08,8.47e+08,4.702e+09,1.48e+08,7.792e+09,5.13e+08,7.107e+09,1.72e+08,7.959e+09,1.2661e+10,7.08e+08,2.53e+08,4.55e+08,8.47e+08,1.555e+09,2.23e+08,6e+07,1.63e+08,2.23e+08,1.778e+09,9.418e+09,9.418e+09,1.539e+09,-7.4e+07,1.0883e+10,1.0883e+10,1.2661e+10,2.26e+08,2.4e+07,4.5e+07,3.4e+07,-9e+06,2e+07,-1.71e+08,2.9e+07,8.7e+07,-1.27e+08,1.24e+08,-2e+07,-2e+07,-2.8e+07,-7.1e+07,7e+06,7e+06,-1e+06,6e+06,5.9e+07,5.9e+07,6.4e+07,1.23e+08,2.51e+08,0,6.2e+07,0.71819,0.26992,0.26873,0.02077,0.01785,0.27434,3.02379,0.16337,0,0.20379,0.20287,0.75834,9.81335,0.05591,6,0.02035,0.00558,-13.40239,-14.81938
"12","2013_Q1",12.1263333333333,"Up",1.768e+09,-6.84e+08,-6.84e+08,1.084e+09,-6e+08,-3.8e+08,-2.32e+08,-1.48e+08,-2.2e+08,4.84e+08,3e+06,3e+06,4.87e+08,4.87e+08,-1.33e+08,3.54e+08,3.54e+08,3.54e+08,3.54e+08,4.375e+09,3.959e+09,7.07e+08,7.07e+08,9.83e+08,9.83e+08,6.274e+09,1.41e+08,7.777e+09,5.01e+08,7.106e+09,1.7e+08,7.926e+09,1.42e+10,9.95e+08,3.43e+08,6.52e+08,1.657e+09,2.652e+09,2.31e+08,2.5e+07,2.06e+08,2.31e+08,2.883e+09,9.45e+09,9.45e+09,1.893e+09,-2.6e+07,1.1317e+10,1.1317e+10,1.42e+10,3.54e+08,5.1e+07,1.11e+08,4.3e+07,-3e+07,9.8e+07,4.6e+08,-4.96e+08,8.7e+07,7.99e+08,9.76e+08,-2.7e+07,-2.7e+07,2.8e+07,2.1e+07,2999999.99999999,3e+06,-1e+07,-7000000.00000003,9.9e+08,9.9e+08,6e+07,1.05e+09,5.35e+08,3.72529029846191e-09,1.101e+09,0.61312,0.27376,0.20023,0.03128,0.02493,3.11017,2.36576,0.25475,-2.16840434497101e-19,0.31892,0.3172,1.59279,10.1955,0.99189,8,0.03065,0.09534,-8.17757,-9.03926
"13","2013_Q2",13.73109375,"Up",1.324e+09,-4.16e+08,-4.16e+08,9.08e+08,-3.21e+08,-1.96e+08,-1.07e+08,-8.9e+07,-1.25e+08,5.87e+08,2e+06,2e+06,5.89e+08,5.89e+08,-1.33e+08,4.56e+08,4.56e+08,4.56e+08,4.56e+08,4.618e+09,4.299e+09,2.37e+08,2.37e+08,7.89e+08,7.89e+08,5.803e+09,1.33e+08,7.78e+09,4.97e+08,7.103e+09,1.8e+08,7.922e+09,1.3725e+10,7.74e+08,1.86e+08,5.88e+08,1.125e+09,1.899e+09,2.91e+08,8.3e+07,2.08e+08,2.91e+08,2.19e+09,9.498e+09,9.498e+09,2.132e+09,-9.5e+07,1.1535e+10,1.1535e+10,1.3725e+10,4.56e+08,2.4e+07,2.54e+08,2.7e+07,1.4e+08,8.7e+07,-4.09e+08,4.63e+08,-1.49e+08,-7.62e+08,3.25e+08,-1.7e+07,-1.7e+07,8.7e+07,8e+07,3.3e+07,3.3e+07,-1e+07,2.3e+07,4.28e+08,4.28e+08,-8.8e+07,3.4e+08,6.11e+08,0,3.18e+08,0.6858,0.44335,0.34441,0.03953,0.03322,0.69737,3.05582,0.18986,0,0.4097,0.40714,1.18958,10.36388,0.28571,6,0.03856,0.02689,-7.5581,-7.86712
"14","2013_Q3",15.509375,"Up",1.051e+09,-2.86e+08,-2.86e+08,7.65e+08,-3.35e+08,-2.13e+08,-1.16e+08,-9.7e+07,-1.22e+08,4.3e+08,1e+06,1e+06,4.31e+08,4.31e+08,-1.07e+08,3.24e+08,3.24e+08,3.24e+08,3.24e+08,4.546e+09,4.341e+09,1.17e+08,1.17e+08,8.35e+08,8.35e+08,5.629e+09,1.32e+08,7.641e+09,4.94e+08,7.102e+09,4.5e+07,7.782e+09,1.3411e+10,5.28e+08,1.39e+08,3.89e+08,6.65e+08,1.193e+09,2.83e+08,7.7e+07,2.06e+08,2.83e+08,1.476e+09,9.541e+09,9.541e+09,2.456e+09,-6.2e+07,1.1935e+10,1.1935e+10,1.3411e+10,3.24e+08,2.3e+07,1.38e+08,2.3e+07,6.9e+07,4.6e+07,-3.76e+08,1.2e+08,-4.8e+07,-4.73e+08,1.09e+08,-1.9e+07,-1.9e+07,1.16e+08,9.6e+07,1.8e+07,1.8e+07,-1e+06,-1.99e+08,6000000.00000006,6000000.00000006,3.6e+07,41999999.9999999,4.53e+08,-5.96046447753906e-08,1.65e+08,0.72788,0.40913,0.30828,0.02715,0.02416,0.50926,4.71836,0.12367,3.46944695195361e-18,0.2898,0.28749,0.94007,10.67531,0.14758,5,0.0442,0.0135,-10.03532,-10.57209
"15","2013_Q4",16.12484375,"Up",6.9e+08,-1.75e+08,-1.75e+08,5.15e+08,-4.45e+08,-3.05e+08,-1.44e+08,-1.61e+08,-1.4e+08,7e+07,-4e+06,-4e+06,6.6e+07,6.6e+07,-9e+06,5.7e+07,5.7e+07,5.7e+07,5.7e+07,4.539e+09,4.444e+09,2.05e+08,2.05e+08,3.194e+09,3.194e+09,8.251e+09,1.39e+08,7.661e+09,4.91e+08,7.098e+09,7.2e+07,7.809e+09,1.606e+10,7.92e+08,2.86e+08,5.06e+08,6.41e+08,1.433e+09,2.77e+08,7.1e+07,2.06e+08,2.488e+09,3.921e+09,9.608e+09,9.608e+09,2.513e+09,1.8e+07,1.2139e+10,1.2139e+10,1.606e+10,5.7e+07,2.1e+07,2.6e+07,2.6e+07,-6e+06,6e+06,-1.54e+08,-8.5e+07,1.41e+08,-3e+07,-5e+07,-2.2e+07,-2.2e+07,1.26e+08,1.5e+07,4.1e+07,4.1e+07,6e+06,4.7e+07,1.2e+07,1.2e+07,9.1e+07,1.03e+08,9.1e+07,2.211e+09,-7.6e+07,0.74638,0.10145,0.08261,0.0047,0.00355,-1.33333,5.75785,0.32301,0.13767,0.0508,0.05026,0.61497,10.81907,-0.06774,3,0.0039,-0.0052,-25.58242,-33.25714
"16","2014_Q1",17.8449180327869,"Up",1.518e+09,-6.54e+08,-6.54e+08,8.64e+08,-5.79e+08,-3.82e+08,-2.39e+08,-1.43e+08,-1.97e+08,2.85e+08,-5.2e+07,-5.2e+07,2.33e+08,2.33e+08,-6e+07,1.73e+08,1.73e+08,1.73e+08,1.73e+08,4.443e+09,4.41e+09,5.1e+08,5.1e+08,1.117e+09,1.117e+09,6.241e+09,1.38e+08,7.624e+09,4.76e+08,7.092e+09,5.6e+07,7.771e+09,1.4012e+10,9.91e+08,3.55e+08,6.36e+08,1.389e+09,2.405e+09,3.17e+08,6.6e+07,2.51e+08,4.985e+09,7.39e+09,9.682e+09,9.682e+09,2.686e+09,6.8e+07,6.622e+09,6.622e+09,1.4012e+10,1.73e+08,4e+07,6.3e+07,3.2e+07,-4.2e+07,7.3e+07,6.04e+08,-3e+08,6.3e+07,7.19e+08,8.8e+08,-1.6e+07,-1.6e+07,4.7e+07,1.17e+08,-5.764e+09,6.6e+07,-7.4e+07,-1.094e+09,-9.7e+07,-9.7e+07,6.3e+07,-3.4e+07,3.25e+08,4.693e+09,9.73e+08,0.56917,0.18775,0.11397,0.02613,0.01235,5.62428,2.59501,1.11598,0.33493,0.23284,0.22793,2.04307,8.91252,1.30956,5,0.01487,0.08365,0.769230000000004,0.877190000000006
"17","2014_Q2",19.4622222222222,"Up",1.111e+09,-3.42e+08,-3.42e+08,7.69e+08,-3.42e+08,-1.99e+08,-1.04e+08,-9.5e+07,-1.43e+08,4.27e+08,-5.1e+07,-5.1e+07,3.76e+08,3.76e+08,-8.3e+07,2.93e+08,2.93e+08,2.93e+08,2.93e+08,4.287e+09,4.279e+09,2.19e+08,2.19e+08,1.03e+09,1.03e+09,5.694e+09,1.52e+08,7.673e+09,4.74e+08,7.089e+09,1.1e+08,7.834e+09,1.3528e+10,8.01e+08,1.66e+08,6.35e+08,1.092e+09,1.893e+09,3.91e+08,8.6e+07,3.05e+08,4.711e+09,6.604e+09,9.812e+09,9.812e+09,2.832e+09,6.3e+07,6.924e+09,6.924e+09,1.3528e+10,2.93e+08,1.9e+07,8e+07,2.9e+07,6e+06,4.5e+07,-2.56e+08,2.9e+08,-1.89e+08,-3.62e+08,1.36e+08,-3.7e+07,-3.7e+07,2.1e+07,-1.2e+07,1.19e+08,1.19e+08,4e+06,-2.52e+08,-1.28e+08,-1.28e+08,-3e+06,-1.31e+08,4.46e+08,4.32e+09,2.36e+08,0.69217,0.38434,0.26373,0.04232,0.02166,0.80546,3.00792,0.95378,0.31934,0.41326,0.40694,1.567,9.76587,0.33286,4,0.02518,0.02028,0.07399,0.07728
"18","2014_Q3",21.52015625,"Up",9.7e+08,-3e+08,-3e+08,6.7e+08,-3.6e+08,-2.48e+08,-1.41e+08,-1.07e+08,-1.12e+08,3.1e+08,-5e+07,-5e+07,2.6e+08,2.6e+08,-5.6e+07,2.04e+08,2.04e+08,2.04e+08,2.04e+08,4.204e+09,4.199e+09,1.07e+08,1.07e+08,1.012e+09,1.012e+09,5.474e+09,1.62e+08,7.715e+09,4.72e+08,7.089e+09,1.54e+08,7.886e+09,1.336e+10,6.74e+08,1.67e+08,5.07e+08,7.69e+08,1.443e+09,4.25e+08,8.2e+07,3.43e+08,4.746e+09,6.189e+09,9.853e+09,9.853e+09,3.036e+09,4.4e+07,7.171e+09,7.171e+09,1.336e+10,2.04e+08,1.9e+07,4.8e+07,2.3e+07,-2.7e+07,5.2e+07,-1.65e+08,1.12e+08,-1000000.00000006,-2.72e+08,1.06e+08,-2.5e+07,-2.5e+07,0,-2.2e+07,1.8e+07,1.8e+07,-1.5e+07,-1.44e+08,-6e+07,-6e+07,-2e+07,-8e+07,3.29e+08,4.321e+09,1.95e+08,0.69072,0.31959,0.21031,0.02845,0.01527,0.95588,3.79349,0.86306,0.32343,0.28492,0.28138,1.35475,10.01536,0.27235,3,0.02945,0.01636,0.35562,0.377419999999999
"19","2014_Q4",19.10515625,"Down",7.52e+08,-2.52e+08,-2.52e+08,5e+08,-4.92e+08,-3.6e+08,-2.2e+08,-1.4e+08,-1.32e+08,8e+06,-5.1e+07,-5.1e+07,-4.3e+07,-4.3e+07,2e+07,-2.3e+07,-2.3e+07,-2.3e+07,-2.3e+07,3.828e+09,3.805e+09,6.89e+08,6.89e+08,1.218e+09,1.218e+09,5.957e+09,1.62e+08,7.727e+09,4.71e+08,7.088e+09,1.68e+08,7.898e+09,1.3855e+10,8.07e+08,2.66e+08,5.41e+08,1.305e+09,2.112e+09,4.29e+08,8.2e+07,3.47e+08,4.751e+09,6.863e+09,9.9e+09,9.9e+09,3.013e+09,-1.57e+08,6.992e+09,6.992e+09,1.3855e+10,-2.3e+07,2.3e+07,2.9e+07,2.2e+07,-3.6e+07,4.3e+07,-1.74e+08,-5.95e+08,1.07e+08,4.05e+08,-1.45e+08,-2.8e+07,-2.8e+07,0,-4.6e+07,2.3e+07,2.3e+07,-1e+06,2.2e+07,-1.69e+08,-1.69e+08,-2.25e+08,-3.94e+08,3.1e+07,4.322e+09,-1.91e+08,0.66489,0.01064,-0.03059,-0.00329,-0.00166,8.30435,2.82055,0.98155,0.31195,-0.03203,-0.03203,1.04735,9.73816,-0.26602,2,-0.00196,-0.01627,15.93548,61.75
"20","2015_Q1",20.743606557377,"Up",1.575e+09,-6.31e+08,-6.31e+08,9.44e+08,-5.06e+08,-3.22e+08,-2.47e+08,-7.5e+07,-1.84e+08,4.38e+08,-5e+07,-5e+07,3.88e+08,3.88e+08,-2.7e+07,3.61e+08,3.61e+08,3.61e+08,3.61e+08,4.858e+09,4.848e+09,6.59e+08,6.59e+08,9.01e+08,9.01e+08,6.541e+09,1.57e+08,7.935e+09,4.62e+08,7.086e+09,1.23e+08,8.101e+09,1.4642e+10,9.17e+08,3.25e+08,5.92e+08,1.797e+09,2.714e+09,3.71e+08,1e+07,3.61e+08,4.695e+09,7.409e+09,9.924e+09,9.924e+09,3.374e+09,-3.03e+08,7.233e+09,7.233e+09,1.4642e+10,3.61e+08,2.9e+07,2.06e+08,3e+07,1.3e+07,1.63e+08,6.38e+08,1.6e+07,7.1e+07,4.63e+08,1.234e+09,-1.7e+07,-1.7e+07,-1.86264514923096e-09,-3999999.99999999,14999999.9999999,1.5e+07,-5.4e+07,-3.9e+07,1.191e+09,1.191e+09,-1.48e+08,1.043e+09,4.67e+08,4.324e+09,1.115e+09,0.59937,0.2781,0.22921,0.04991,0.02466,3.08864,2.4101,1.02433,0.29531,0.50069,0.48718,2.18447,10.0319,1.54646,8,0.03026,0.09348,-1.14347000000001,-1.21918
"21","2015_Q2",23.315873015873,"Up",1.278e+09,-4.13e+08,-4.13e+08,8.65e+08,-3.23e+08,-1.78e+08,-9.2e+07,-8.6e+07,-1.45e+08,5.42e+08,-5e+07,-5e+07,4.92e+08,4.92e+08,-9.8e+07,3.94e+08,3.94e+08,3.94e+08,3.94e+08,4.47e+09,4.465e+09,2.08e+08,2.08e+08,1.083e+09,1.083e+09,5.863e+09,1.58e+08,7.747e+09,4.61e+08,7.084e+09,2.02e+08,7.914e+09,1.3777e+10,7.38e+08,1.23e+08,6.15e+08,1.161e+09,1.899e+09,5.65e+08,1.24e+08,4.41e+08,4.64e+09,6.539e+09,9.968e+09,9.968e+09,3.598e+09,-6.19e+08,7.238e+09,7.238e+09,1.3777e+10,3.94e+08,2e+07,1.56e+08,2.3e+07,-3e+06,1.36e+08,-3.61e+08,4.38e+08,-2.08e+08,-6.01e+08,2.09e+08,-2.1e+07,-2.1e+07,-58136441.1987429,-1.6e+07,2.7e+07,2.7e+07,1.1e+07,-2.12e+08,-1.9e+07,-1.9e+07,-3.64e+08,-3.83e+08,5.62e+08,4.075e+09,2.78e+08,0.67684,0.4241,0.30829,0.05443,0.0286,0.70558,3.08741,0.90343,0.29578,0.54495,0.53899,1.76763,10.01107,0.38451,6,0.03317,0.0234,-0.70285,-0.72878
"22","2015_Q3",26.65546875,"Up",1.044e+09,-2.97e+08,-2.97e+08,7.47e+08,-4.15e+08,-2.66e+08,-1.64e+08,-1.02e+08,-1.49e+08,3.32e+08,-5e+07,-5e+07,2.82e+08,2.82e+08,-7e+07,2.12e+08,2.12e+08,2.12e+08,2.12e+08,4.521e+09,4.416e+09,2.01e+08,2.01e+08,1.212e+09,1.212e+09,6.051e+09,1.79e+08,7.776e+09,4.59e+08,7.084e+09,2.33e+08,7.964e+09,1.4015e+10,7.08e+08,1.98e+08,5.1e+08,8.37e+08,1.545e+09,5.92e+08,1.26e+08,4.66e+08,4.669e+09,6.214e+09,1.0163e+10,1.0163e+10,3.81e+09,-5.45e+08,7.801e+09,7.801e+09,1.4015e+10,2.12e+08,2e+07,1.25e+08,2e+07,2.3e+07,8.2e+07,-2.22e+08,6999999.99999994,8.6e+07,-2.96e+08,1.35e+08,-2.8e+07,-2.8e+07,-1e+08,-1.28e+08,3.4e+07,3.4e+07,-1.2e+07,-1.48e+08,-1.41e+08,-1.41e+08,91999999.9999999,-4.9e+07,3.52e+08,4.077e+09,1.72e+08,0.71552,0.31801,0.20307,0.02718,0.01513,0.81132,3.9165,0.79656,0.2909,0.29161,0.28844,1.43604,10.7304,0.23659,6,0.03063,0.01379,-1.26136,-1.33735
"23","2015_Q4",34.46515625,"Up",9.9e+08,-3.37e+08,-3.37e+08,6.53e+08,-4.57e+08,-2.98e+08,-1.89e+08,-1.09e+08,-1.59e+08,1.96e+08,-5.1e+07,-5.1e+07,1.45e+08,1.45e+08,-1.8e+07,1.27e+08,1.27e+08,1.27e+08,1.27e+08,4.519e+09,4.365e+09,5.03e+08,5.03e+08,1.049e+09,1.049e+09,6.309e+09,2e+08,7.784e+09,4.57e+08,7.083e+09,2.44e+08,7.993e+09,1.4302e+10,7.03e+08,3.09e+08,3.94e+08,9.07e+08,1.61e+09,6.25e+08,1.1e+08,5.15e+08,4.703e+09,6.313e+09,1.0209e+10,1.0209e+10,3.937e+09,-5.44e+08,7.989e+09,7.989e+09,1.4302e+10,1.27e+08,2.5e+07,9.2e+07,2.8e+07,-4.2e+07,1.06e+08,-3.92e+08,-3.03e+08,1.15e+08,-7.8e+07,-1.48e+08,-4.6e+07,-4.6e+07,-2.9e+07,-9.5e+07,2.1e+07,2.1e+07,1.67e+08,1.88e+08,-5.5e+07,-5.5e+07,4e+06,-5.1e+07,2.21e+08,4.078e+09,-1.99e+08,0.6596,0.19798,0.12828,0.0159,0.00888,-1.56693,3.91863,0.79021,0.28513,0.17397,0.17185,1.35616,10.94384,-0.2726,5,0.01001,-0.01568,-1.99548,-2.25
"24","2016_Q1",31.3811475409836,"Down",1.352e+09,-5.38e+08,-5.38e+08,8.14e+08,-5.65e+08,-3.72e+08,-2.89e+08,-8.3e+07,-1.93e+08,2.49e+08,-4.7e+07,-4.7e+07,2.02e+08,2.02e+08,-4.3e+07,1.59e+08,1.59e+08,1.59e+08,1.59e+08,1.823e+09,1.823e+09,6.79e+08,6.79e+08,7.57e+08,7.57e+08,3.387e+09,1.89e+08,1.167e+10,4.82e+08,7.095e+09,3.818e+09,1.1859e+10,1.5246e+10,9.09e+08,2.84e+08,6.25e+08,1.702e+09,2.611e+09,4.93e+08,1e+07,4.83e+08,4.567e+09,7.178e+09,1.0242e+10,1.0242e+10,4.096e+09,-6.33e+08,8.068e+09,8.068e+09,1.5246e+10,1.59e+08,3e+07,1.41e+08,2.1e+07,-5e+06,1.25e+08,7.33e+08,-1.82e+08,-1.8e+07,8.52e+08,1.063e+09,-1.6e+07,-1.6e+07,1.29e+08,-3.477e+09,2.4e+07,2.4e+07,-5.4e+07,-29999999.9999999,-2.444e+09,-2.444e+09,-9.8e+07,-2.542e+09,2.79e+08,4.074e+09,1.039e+09,0.60207,0.18417,0.1176,0.01971,0.01043,6.53459,1.2972,0.88969,0.26722,0.21721,0.21172,1.84699,11.02186,1.4194,5,0.01258,0.08223,8.0681,9.04016
"25","2016_Q2",35.414375,"Up",1.455e+09,-4.91e+08,-4.91e+08,9.64e+08,-5.03e+08,-3.28e+08,-1.68e+08,-1.6e+08,-1.75e+08,4.61e+08,-5.2e+07,-5.2e+07,4.09e+08,4.09e+08,-4.6e+07,3.63e+08,3.63e+08,3.63e+08,3.63e+08,2.872e+09,2.872e+09,3.83e+08,3.83e+08,6.5e+08,6.5e+08,4.008e+09,2.46e+08,1.3048e+10,2.484e+09,9.772e+09,4.3e+08,1.3294e+10,1.7302e+10,1.051e+09,1.5e+08,9.01e+08,1.207e+09,2.322e+09,8.55e+08,5.7e+07,7.98e+08,6.632e+09,8.954e+09,1.0343e+10,1.0343e+10,4.239e+09,-6.43e+08,8.348e+09,8.348e+09,1.7302e+10,3.63e+08,1.07e+08,1.1e+08,3.4e+07,-6.3e+07,1.39e+08,-2.43e+08,4.59e+08,-1.84e+08,-5.32e+08,3.37e+08,-2.7e+07,-2.7e+07,155114525.049407,-1.068e+09,2.4e+07,2.4e+07,-1.5e+07,1.779e+09,1.048e+09,1.048e+09,1e+06,1.049e+09,5.68e+08,5.841e+09,3.44e+08,0.66254,0.31684,0.24948,0.04348,0.02098,0.94766,1.7261,1.07259,0.33759,0.49388,0.4866,1.97959,11.35782,0.46803,3,0.02413,0.02287,5.22711,6.44035
"26","2016_Q3",40.3903125,"Up",1.57e+09,-5.98e+08,-5.98e+08,9.72e+08,-7.4e+08,-4.91e+08,-3.22e+08,-1.69e+08,-2.49e+08,2.32e+08,-6.5e+07,-6.5e+07,1.67e+08,1.67e+08,-1.6e+07,1.51e+08,1.51e+08,1.51e+08,1.51e+08,2.271e+09,2.271e+09,4.62e+08,4.62e+08,5.93e+08,5.93e+08,3.42e+09,2.6e+08,1.2927e+10,2.281e+09,9.771e+09,4.7e+08,1.3187e+10,1.6607e+10,8.97e+08,1.76e+08,7.21e+08,1.238e+09,2.191e+09,8.85e+08,5e+07,8.35e+08,5.862e+09,8.053e+09,1.0425e+10,1.0425e+10,4.366e+09,-6.49e+08,8.554e+09,8.554e+09,1.6607e+10,1.51e+08,2.34e+08,8.1e+07,4.1e+07,-5.2e+07,9.2e+07,37000000.0000001,-8.2e+07,7.2e+07,4.8e+07,5.03e+08,-4.4e+07,-4.4e+07,77011374.4358694,-44999999.9999998,3.6e+07,3.6e+07,-5.8e+07,-1.033e+09,-5.75e+08,-5.75e+08,-2.6e+07,-6.01e+08,4.66e+08,5.033e+09,4.75e+08,0.61911,0.14777,0.09618,0.01765,0.00909,3.1457,1.56093,0.94143,0.30306,0.20433,0.20133,2.12449,11.5751,0.64276,4,0.02391,0.03282,5.92704,11.90517
"27","2016_Q4",38.5506349206349,"Down",1.569e+09,-5.29e+08,-5.29e+08,1.04e+09,-7.46e+08,-4.97e+08,-3.4e+08,-1.57e+08,-2.49e+08,2.94e+08,-6.4e+07,-6.4e+07,2.3e+08,2.3e+08,-3.1e+07,1.99e+08,1.99e+08,1.99e+08,1.99e+08,4.029e+09,4.029e+09,4.46e+08,4.46e+08,7.28e+08,7.28e+08,5.334e+09,2.58e+08,1.2788e+10,2.07e+09,9.787e+09,4.46e+08,1.3046e+10,1.838e+10,9e+08,2.11e+08,6.89e+08,1.32e+09,3.701e+09,9.8e+08,4.3e+07,9.37e+08,5.861e+09,9.562e+09,1.0427e+10,1.0427e+10,4.616e+09,-6.53e+08,8.818e+09,8.818e+09,1.838e+10,1.99e+08,2.43e+08,1.9e+07,3.2e+07,-8.5e+07,7.2e+07,-5e+06,1.8e+07,3.6e+07,-1.4e+07,4.56e+08,-2.8e+07,-2.8e+07,0,-3.7e+07,2.6e+07,2.6e+07,-9e+06,1.337e+09,1.756e+09,1.756e+09,2e+06,1.758e+09,5.37e+08,6.362e+09,5.35e+08,0.66284,0.18738,0.12683,0.02257,0.01083,2.68844,1.44123,1.08437,0.34614,0.26819,0.26323,2.11456,11.8841,0.72102,7,0.01231,0.03311,4.34451,7.93537
"28","2017_Q1",42.3806451612903,"Up",2.014e+09,-7.76e+08,-7.76e+08,1.238e+09,-8.13e+08,-5.28e+08,-3.8e+08,-1.48e+08,-2.85e+08,4.25e+08,-3.3e+07,-3.3e+07,3.92e+08,3e+08,-4.7e+07,2.53e+08,2.53e+08,2.53e+08,2.53e+08,3.245e+09,3.245e+09,7.32e+08,7.32e+08,8.04e+08,8.04e+08,4.83e+09,2.58e+08,1.2364e+10,1.858e+09,9.768e+09,4.55e+08,1.2622e+10,1.7452e+10,1.028e+09,2.22e+08,8.06e+08,1.628e+09,2.656e+09,7.9e+08,4.4e+07,7.46e+08,5.677e+09,8.333e+09,1.0442e+10,1.0442e+10,4.869e+09,-6.29e+08,9.119e+09,9.119e+09,1.7452e+10,2.53e+08,2.45e+08,4.08e+08,4e+07,1.91e+08,1.77e+08,-4.7e+07,-3.11e+08,2.6e+07,1.74e+08,8.59e+08,-3.7e+07,-3.7e+07,0,-2.7e+07,2e+07,2e+07,-1.03e+08,-1.583e+09,-7.51e+08,-7.51e+08,-3.3e+07,-7.84e+08,6.7e+08,4.887e+09,6.33e+08,0.6147,0.21102,0.12562,0.02774,0.0145,2.50198,1.81852,0.91381,0.28003,0.34005,0.33115,2.70699,12.25672,0.85081,7,0.0171,0.04278,2.45075,3.86353
"29","2017_Q2",53.5684126984127,"Up",1.726e+09,-5.85e+08,-5.85e+08,1.141e+09,-6.48e+08,-4.23e+08,-2.46e+08,-1.77e+08,-2.25e+08,4.93e+08,-4e+07,-4e+07,4.53e+08,4.53e+08,-2.7e+07,4.26e+08,4.26e+08,4.26e+08,4.26e+08,3.248e+09,3.248e+09,3.44e+08,3.44e+08,7.16e+08,7.16e+08,4.356e+09,2.45e+08,1.232e+10,1.673e+09,9.763e+09,5.13e+08,1.2565e+10,1.6921e+10,1.086e+09,1.5e+08,9.36e+08,1.153e+09,2.239e+09,8.53e+08,4.1e+07,8.12e+08,5.246e+09,7.485e+09,1.0555e+10,1.0555e+10,5.069e+09,-6.25e+08,9.436e+09,9.436e+09,1.6921e+10,4.26e+08,2.24e+08,6.4e+07,3.3e+07,-8e+07,1.11e+08,-3.03e+08,3.96e+08,-7.6e+07,-6.25e+08,4.11e+08,-2.1e+07,-2.1e+07,30985932.6844985,-2.3e+07,1.09e+08,1.09e+08,-1.3e+07,-4.04e+08,-1.6e+07,-1.6e+07,1.9e+07,3e+06,7.17e+08,4.393e+09,4.2e+08,0.66107,0.28563,0.24681,0.04515,0.02518,0.98592,1.94551,0.79324,0.25962,0.56876,0.55979,2.30441,12.59813,0.56075,6,0.02902,0.02861,1.59693,2.32252
