"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",33.6346774193548,"Up",2.565e+09,-5.172e+09,-4.986e+09,-8.4e+07,-1.02e+08,-2.607e+09,0,-2.607e+09,-2.607e+09,7.68e+08,-1.839e+09,-1.839e+09,-1.839e+09,-1.839e+09,2.24e+09,1.558e+09,6.82e+08,7.93e+08,7.93e+08,7.866e+09,3.23e+08,5.898e+09,1.0899e+10,1.581e+09,2.923e+09,2.3338e+10,1.1437e+10,1.1681e+10,2.2e+08,2.7842e+10,3.8741e+10,6.205e+09,1.11e+08,6.094e+09,1.649e+09,1.649e+09,7.854e+09,4.729e+09,3.944e+09,7.85e+08,4.729e+09,1.2583e+10,1.9922e+10,6.411e+09,-1.75e+08,2.6158e+10,2.6158e+10,3.8741e+10,-1.839e+09,6.98e+08,2.895e+09,-4.97e+08,1.257e+09,-1.08e+08,-1.08e+08,-1.08e+08,-1.076e+09,1.4e+07,-1.173e+09,-1.48e+08,-4.27e+08,3.4e+07,-4.61e+08,1.5e+07,-5.6e+08,-4.76e+08,-4.76e+08,-8e+06,-4.84e+08,-1.909e+09,0,-3.282e+09,-1.01637,-0.71696,-0.0703,-0.04747,1.78467,1.3877,0.48104,0,-0.42208,-0.8148,0.58871,6.00367,-0.75327,0.03397,-0.05475,-0.10626,-0.08048,1.17339,0.85923
"12","2013_Q1",37.2283333333333,"Up",2.731e+09,-1.209e+09,-1.009e+09,-8.9e+07,-1.11e+08,1.522e+09,6.6e+07,1.588e+09,1.588e+09,7.4e+07,1.662e+09,1.662e+09,1.662e+09,1.662e+09,2.751e+09,2.074e+09,6.77e+08,7.23e+08,7.23e+08,8.312e+09,1.22e+08,5.984e+09,1.1786e+10,1.634e+09,3.283e+09,2.331e+10,1.142e+10,1.1681e+10,2.09e+08,2.8227e+10,4.0013e+10,6.301e+09,1.52e+08,6.149e+09,1.653e+09,1.653e+09,7.954e+09,4.429e+09,4.058e+09,3.71e+08,4.429e+09,1.2383e+10,1.9992e+10,7.809e+09,-1.71e+08,2.763e+10,2.763e+10,4.0013e+10,1.662e+09,6.52e+08,-2.29e+08,-7.16e+08,1.369e+09,-1.06e+08,-1.06e+08,-1.06e+08,-3.61e+08,-4e+06,-4.71e+08,-1.47e+08,-1.11e+08,6.3e+07,-1.74e+08,-1.35e+08,-3.93e+08,5.05e+08,5.05e+08,1.1e+07,5.16e+08,2.174e+09,5.82076609134674e-11,1.278e+09,0.55731,0.60857,0.06015,0.04154,0.76895,1.48177,0.44817,-1.6940658945086e-21,0.38642,0.16166,0.63497,6.42409,0.29714,0.03418,0.05643,0.03986,0.08845,-1.26541,-1.80749
"13","2013_Q2",41.036875,"Up",2.846e+09,-1.046e+09,-8.44e+08,-9.2e+07,-1.1e+08,1.8e+09,1e+06,1.801e+09,1.801e+09,-5.08e+08,1.293e+09,1.293e+09,1.293e+09,1.293e+09,2.711e+09,1.334e+09,1.377e+09,8.01e+08,8.01e+08,3.875e+09,1.76e+08,1.969e+09,7.387e+09,1.641e+09,3.401e+09,2.343e+10,1.1403e+10,1.1681e+10,3.46e+08,2.8472e+10,3.5859e+10,2.057e+09,1.14e+08,1.943e+09,1.69e+09,1.69e+09,3.747e+09,4.524e+09,4.057e+09,4.67e+08,4.524e+09,8.271e+09,1.9728e+10,7.997e+09,-1.37e+08,2.7588e+10,2.7588e+10,3.5859e+10,1.293e+09,6.45e+08,1.632e+09,-6.394e+09,-2.824e+09,-1e+08,-1e+08,-1e+08,-7.66e+08,1e+06,-8.65e+08,-2.2e+08,-1.183e+09,7e+07,-1.253e+09,4.357e+09,2.949e+09,-7.4e+08,-7.4e+08,22102766.688118,-7.4e+08,2.445e+09,0,-3.541e+09,0.63247,0.45432,0.04687,0.03606,-2.73859,1.97144,0.2998,0,0.30633,0.2709,0.67425,6.53589,-0.8389,0.05212,0.04712,-0.11027,0.17015,-1.10879,-1.50611
"14","2013_Q3",43.406875,"Up",2.958e+09,-1.098e+09,-8.81e+08,-9.8e+07,-1.19e+08,1.86e+09,-3000000.00000001,1.857e+09,1.857e+09,-5.87e+08,1.27e+09,1.27e+09,1.27e+09,1.27e+09,2.647e+09,1.377e+09,1.27e+09,8.02e+08,8.02e+08,3.465e+09,2.11e+08,1.67e+09,6.914e+09,1.674e+09,2.974e+09,2.3497e+10,1.1385e+10,1.1681e+10,4.31e+08,2.8145e+10,3.5059e+10,1.803e+09,1.18e+08,1.685e+09,1.736e+09,1.736e+09,3.539e+09,4.625e+09,4.046e+09,5.79e+08,4.625e+09,8.164e+09,1.9305e+10,7.723e+09,-1.33e+08,2.6895e+10,2.6895e+10,3.5059e+10,1.27e+09,6.65e+08,2.5e+07,-3.16e+08,1.644e+09,-1.11e+08,-1.11e+08,-1.11e+08,5.28e+08,-1e+06,4.16e+08,-2.17e+08,-1.806e+09,1.4e+07,-1.82e+09,6e+06,-2.017e+09,43000000.0000002,43000000.0000002,18004488.8655153,42999999.9999995,2.525e+09,0,2.685e+09,0.6288,0.42934,0.04722,0.03622,2.11417,1.95366,0.30355,0,0.34204,0.61501,0.79666,7.24347,0.72313,0.05844,0.04718,0.08518,0.17087,-1.04832,-1.42312
"15","2013_Q4",47.4596875,"Up",3.001e+09,-1.173e+09,-9.55e+08,-1.01e+08,-1.17e+08,1.828e+09,5e+06,1.833e+09,1.833e+09,-6.08e+08,1.225e+09,1.225e+09,1.225e+09,1.225e+09,3.275e+09,1.453e+09,1.822e+09,7.79e+08,7.79e+08,2.887e+09,2.2e+08,1.638e+09,6.941e+09,1.689e+09,3.189e+09,2.3466e+10,1.1368e+10,1.1681e+10,4.17e+08,2.8344e+10,3.5285e+10,2.025e+09,1.31e+08,1.894e+09,1.646e+09,1.646e+09,3.671e+09,4.611e+09,4.043e+09,5.68e+08,4.611e+09,8.282e+09,1.913e+10,7.989e+09,-1.16e+08,2.7003e+10,2.7003e+10,3.5285e+10,1.225e+09,6.22e+08,2.2e+07,2.88e+08,2.157e+09,-1.22e+08,-1.22e+08,-1.22e+08,-7.84e+08,1e+06,-9.05e+08,-2.16e+08,-9.67e+08,1.4e+07,-9.81e+08,8e+06,-1.176e+09,7.6e+07,7.6e+07,7653966.610155,7.6e+07,2.45e+09,0,3.224e+09,0.60913,0.4082,0.04537,0.03472,2.63184,1.89077,0.30671,0,0.33315,0.59322,0.81615,7.34376,0.8768,0.05874,0.04558,0.10198,0.17633,-1.33673,-1.79158
"16","2014_Q1",52.4131147540984,"Up",2.973e+09,-1.222e+09,-9.94e+08,-1.06e+08,-1.22e+08,1.751e+09,1.5e+07,1.766e+09,1.766e+09,-5.74e+08,1.192e+09,1.192e+09,1.192e+09,1.192e+09,4.18e+09,2.186e+09,1.994e+09,7.61e+08,7.61e+08,2.881e+09,1.87e+08,2.071e+09,7.822e+09,1.732e+09,2.76e+09,2.3642e+10,1.1351e+10,1.1681e+10,6.1e+08,2.8134e+10,3.5956e+10,2.55e+09,1.84e+08,2.366e+09,1.785e+09,1.785e+09,4.335e+09,4.751e+09,4.149e+09,6.02e+08,4.751e+09,9.086e+09,1.8875e+10,7.974e+09,2.1e+07,2.687e+10,2.687e+10,3.5956e+10,1.192e+09,7.86e+08,5999999.99999994,60999999.9999999,2.045e+09,-1.38e+08,-1.38e+08,-1.38e+08,2.98e+08,3e+07,1.9e+08,-2.11e+08,-1.301e+09,1e+07,-1.311e+09,1e+07,-1.502e+09,7.33e+08,7.33e+08,0,7.33e+08,2.537e+09,0,3.034e+09,0.58897,0.40094,0.04436,0.03315,2.5453,1.80438,0.33815,-2.11758236813575e-22,0.45912,0.32586,1.14511,10.34954,1.16861,0.08127,0.04437,0.09595,0.17701,-1.64762,-2.38721
"17","2014_Q2",49.3879365079365,"Down",3.155e+09,-1.078e+09,-8.39e+08,-1.07e+08,-1.32e+08,2.077e+09,6e+06,2.083e+09,2.083e+09,-6.76e+08,1.407e+09,1.407e+09,1.407e+09,1.407e+09,4.001e+09,2.121e+09,1.88e+09,8.4e+08,8.4e+08,2.924e+09,2.91e+08,2.147e+09,7.765e+09,1.746e+09,3.04e+09,2.3697e+10,1.1334e+10,1.1681e+10,6.82e+08,2.8483e+10,3.6248e+10,2.635e+09,1.01e+08,2.534e+09,1.75e+09,1.75e+09,4.385e+09,4.849e+09,4.16e+09,6.89e+08,4.849e+09,9.234e+09,1.8702e+10,8.269e+09,4.3e+07,2.7014e+10,2.7014e+10,3.6248e+10,1.407e+09,7.06e+08,1.5e+07,-5.87e+08,1.541e+09,-1.2e+08,-1.2e+08,-1.2e+08,-1.54e+08,-2e+06,-2.76e+08,-2.54e+08,-1.053e+09,3.8e+07,-1.091e+09,-2.3e+07,-1.33e+09,-6.5e+07,-6.5e+07,0,-6.5e+07,2.783e+09,0,2.752e+09,0.65832,0.44596,0.05208,0.03882,1.95593,1.77081,0.34182,0,0.34579,0.30554,0.77537,6.63898,0.67633,0.06242,0.05213,0.08637,0.18053,-1.43766,-1.92634
"18","2014_Q3",50.87328125,"Up",3.163e+09,-1.115e+09,-8.88e+08,-1.07e+08,-1.2e+08,2.048e+09,1.3e+07,2.061e+09,2.061e+09,-4.63e+08,1.598e+09,1.598e+09,1.598e+09,1.598e+09,3.412e+09,1.82e+09,1.592e+09,8.32e+08,8.32e+08,4.263e+09,2.63e+08,3.117e+09,8.507e+09,1.76e+09,3.066e+09,2.393e+10,1.1317e+10,1.1681e+10,9.32e+08,2.8756e+10,3.7263e+10,3.211e+09,1.14e+08,3.097e+09,1.75e+09,1.75e+09,4.961e+09,5.007e+09,4.146e+09,8.61e+08,5.007e+09,9.968e+09,1.8555e+10,8.714e+09,2.6e+07,2.7295e+10,2.7295e+10,3.7263e+10,1.598e+09,6.94e+08,-3.57e+08,-5999999.99999988,1.929e+09,-9.7e+07,-9.7e+07,-9.7e+07,2.68e+08,-1e+06,1.7e+08,-2.53e+08,-1.099e+09,2e+07,-1.119e+09,-1.048e+09,-2.4e+09,-3.01e+08,-3.01e+08,1.16415321826935e-10,-3.01e+08,2.742e+09,2.3283064365387e-10,3.102e+09,0.64749,0.50522,0.05855,0.04288,1.94118,1.71478,0.3652,6.7762635780344e-21,0.63634,0.52527,1.25953,10.86909,1.23524,0.10075,0.0573,0.09603,0.15832,-1.24435,-1.66602
"19","2014_Q4",57.09625,"Up",3.155e+09,-1.135e+09,-8.99e+08,-1.09e+08,-1.27e+08,2.02e+09,1e+07,2.03e+09,2.03e+09,-6.7e+08,1.36e+09,1.36e+09,1.36e+09,1.36e+09,3.978e+09,2.058e+09,1.92e+09,8.24e+08,8.24e+08,4.223e+09,2.44e+08,3.123e+09,9.025e+09,1.772e+09,2.798e+09,2.408e+10,1.1427e+10,1.1741e+10,9.12e+08,2.865e+10,3.7675e+10,3.476e+09,1.01e+08,3.375e+09,1.838e+09,1.838e+09,5.314e+09,5.075e+09,4.17e+09,9.05e+08,5.075e+09,1.0389e+10,1.8393e+10,8.909e+09,-1.6e+07,2.7286e+10,2.7286e+10,3.7675e+10,1.36e+09,7.47e+08,4.2e+07,-2.07e+08,1.942e+09,-1.09e+08,-1.09e+08,-1.09e+08,-9.3e+07,0,-3.36e+08,-2.51e+08,-1.129e+09,2.3e+07,-1.152e+09,1.2e+07,-1.368e+09,2.38e+08,2.38e+08,0,2.38e+08,2.767e+09,0,3.121e+09,0.64025,0.43106,0.04984,0.0361,2.29485,1.69834,0.38074,0,0.54613,0.45044,1.26694,10.95713,1.25329,0.10079,0.04978,0.09644,0.18456,-1.43766,-1.96931
"20","2015_Q1",62.8308196721311,"Up",3.229e+09,-1.677e+09,-1.437e+09,-1.12e+08,-1.28e+08,1.552e+09,-2e+06,1.55e+09,1.55e+09,-4.77e+08,1.073e+09,1.073e+09,1.073e+09,1.073e+09,3.881e+09,1.971e+09,1.91e+09,8.22e+08,8.22e+08,4.859e+09,3.07e+08,3.524e+09,9.562e+09,1.892e+09,3.015e+09,2.41e+10,1.1411e+10,1.1753e+10,9.36e+08,2.9007e+10,3.8569e+10,4.009e+09,1.47e+08,3.862e+09,1.997e+09,1.997e+09,6.006e+09,5.15e+09,4.145e+09,1.005e+09,5.15e+09,1.1156e+10,1.8299e+10,9.131e+09,-1.7e+07,2.7413e+10,2.7413e+10,3.8569e+10,1.073e+09,8.8e+08,2.92e+08,-4.52e+08,1.793e+09,-2.27e+08,-2.27e+08,-2.27e+08,-2.51e+08,-6e+06,-4.99e+08,-2.48e+08,-7.46e+08,1e+07,-7.56e+08,-3.86e+08,-1.38e+09,-86000000.0000001,-86000000.0000001,-1e+06,-86999999.9999999,2.432e+09,3.72529029846191e-09,2.23e+09,0.48064,0.3323,0.03914,0.02782,2.07829,1.59207,0.40696,0,1.14821,0.73569,3.45532,29.3344,2.3863,0.26538,0.04057,0.06848,0.23113,-1.59581,-2.50064
"21","2015_Q2",64.5098412698413,"Up",3.382e+09,-1.144e+09,-9.1e+08,-1.2e+08,-1.14e+08,2.238e+09,2.4e+07,2.262e+09,2.262e+09,-6.93e+08,1.569e+09,1.569e+09,1.569e+09,1.569e+09,4.502e+09,2.085e+09,2.417e+09,9e+08,9e+08,4.462e+09,3.18e+08,3.217e+09,9.864e+09,1.861e+09,3.028e+09,2.4131e+10,1.1395e+10,1.1753e+10,9.83e+08,2.902e+10,3.8884e+10,3.699e+09,1.35e+08,3.564e+09,2.099e+09,2.099e+09,5.798e+09,5.144e+09,4.139e+09,1.005e+09,5.144e+09,1.0942e+10,1.82e+10,9.732e+09,1e+07,2.7942e+10,2.7942e+10,3.8884e+10,1.569e+09,8.33e+08,6.5e+07,-7.06e+08,1.761e+09,-1.04e+08,-1.04e+08,-1.04e+08,-5.32e+08,6811437.78142821,-6.36e+08,-2.97e+08,-7.73e+08,3e+07,-8.03e+08,5.8e+07,-1.012e+09,1.13e+08,1.13e+08,1e+06,1.14e+08,3.071e+09,0,2.954e+09,0.66174,0.46393,0.05615,0.04035,1.88273,1.70128,0.3916,0,0.63619,0.52824,1.37131,11.32975,1.19777,0.12043,0.0564,0.08928,0.18929,-1.46597,-2.01162
"22","2015_Q3",68.06203125,"Up",3.409e+09,-1.128e+09,-8.94e+08,-1.25e+08,-1.09e+08,2.281e+09,1e+06,2.282e+09,2.282e+09,-7.32e+08,1.55e+09,1.55e+09,1.55e+09,1.55e+09,4.535e+09,2.039e+09,2.496e+09,8.96e+08,8.96e+08,4.674e+09,5.86e+08,3.25e+09,1.0105e+10,1.843e+09,2.779e+09,2.4108e+10,1.1379e+10,1.1753e+10,9.76e+08,2.873e+10,3.8835e+10,3.377e+09,8.1e+07,3.296e+09,2.066e+09,2.066e+09,5.443e+09,5.155e+09,4.131e+09,1.024e+09,5.155e+09,1.0598e+10,1.8098e+10,1.0108e+10,3.1e+07,2.8237e+10,2.8237e+10,3.8835e+10,1.55e+09,8.01e+08,1.46e+08,-1.519e+09,9.78e+08,-8.8e+07,-9.8e+07,-9.8e+07,1.6e+08,7e+06,7.9e+07,-2.94e+08,-1.036e+09,1.6e+07,-1.052e+09,2.27e+08,-1.103e+09,-4.6e+07,-4.6e+07,0,-4.6e+07,3.082e+09,2.98023223876953e-08,2.207e+09,0.66911,0.45468,0.05489,0.03991,1.42387,1.85651,0.37532,8.67361737988404e-19,0.63336,0.52645,1.39299,11.53826,0.90183,0.12013,0.05522,0.06609,0.18968,-1.47145,-1.98816
"23","2015_Q4",73.99,"Up",3.518e+09,-1.256e+09,-1.009e+09,-1.3e+08,-1.17e+08,2.262e+09,-9.4e+07,2.168e+09,2.168e+09,-4.71e+08,1.697e+09,1.697e+09,1.697e+09,1.697e+09,4.651e+09,2.147e+09,2.504e+09,8.92e+08,8.92e+08,4.525e+09,4.57e+08,3.234e+09,1.0068e+10,1.847e+09,3.3e+09,2.4214e+10,1.1375e+10,1.1825e+10,1.014e+09,2.9361e+10,3.9429e+10,3.668e+09,8.9e+07,3.579e+09,2.121e+09,2.121e+09,5.789e+09,5.013e+09,4.134e+09,8.79e+08,5.013e+09,1.0802e+10,1.8008e+10,1.0623e+10,-4e+06,2.8627e+10,2.8627e+10,3.9429e+10,1.697e+09,8e+08,1.74e+08,-5.6e+08,2.111e+09,-7.4e+07,-7.4e+07,-7.4e+07,-5.33e+08,-1.9e+07,-7.19e+08,-2.94e+08,-1.033e+09,2.2e+07,-1.055e+09,4.3e+07,-1.284e+09,1.08e+08,1.08e+08,0,1.08e+08,3.062e+09,0,2.899e+09,0.64298,0.48238,0.05928,0.04304,1.70831,1.73916,0.37734,0,0.69571,0.57874,1.44225,11.73598,1.18848,0.12053,0.05919,0.08618,0.17325,-1.51894,-2.05615
"24","2016_Q1",69.5173770491803,"Down",3.571e+09,-1.288e+09,-1.035e+09,-1.19e+08,-1.34e+08,2.283e+09,0,2.283e+09,2.283e+09,-7.71e+08,1.512e+09,1.512e+09,1.512e+09,1.512e+09,5.949e+09,3.518e+09,2.431e+09,8.47e+08,8.47e+08,3.225e+09,3.53e+08,2.872e+09,1.0021e+10,1.888e+09,3.384e+09,2.4074e+10,1.1361e+10,1.1825e+10,8.88e+08,2.9346e+10,3.9367e+10,3.283e+09,1.27e+08,3.156e+09,2.072e+09,2.072e+09,5.355e+09,4.17e+09,3.273e+09,8.97e+08,4.17e+09,9.525e+09,1.8073e+10,1.1843e+10,-7.4e+07,2.9842e+10,2.9842e+10,3.9367e+10,1.512e+09,9.21e+08,4.7e+07,-7.46e+08,1.734e+09,-1.38e+08,-1.38e+08,-1.38e+08,-19999999.9999995,-1e+06,-1.59e+08,-2.92e+08,1.4e+07,1.4e+07,0,7.4e+07,-2.04e+08,1.371e+09,1.371e+09,-2.3283064365387e-10,1.371e+09,3.204e+09,4.76837158203125e-07,3.091e+09,0.63932,0.42341,0.05067,0.03841,2.04431,1.87134,0.31918,-6.93889390390723e-18,0.62165,0.5125,1.46819,12.2693,1.27084,0.12005,0.05304,0.09088,0.19312,-1.85674,-2.60578
"25","2016_Q2",75.06484375,"Up",3.565e+09,-1.169e+09,-9.21e+08,-1.2e+08,-1.28e+08,2.396e+09,2.43e+08,2.639e+09,2.639e+09,-6.98e+08,1.941e+09,1.941e+09,1.941e+09,1.941e+09,2.1265e+10,1.2837e+10,8.428e+09,9.22e+08,9.22e+08,3.286e+09,2.47e+08,3.039e+09,2.5473e+10,1.884e+09,3.487e+09,2.4133e+10,1.1348e+10,1.1825e+10,9.6e+08,2.9504e+10,5.4977e+10,3.2e+09,1.18e+08,3.082e+09,2.157e+09,2.157e+09,5.357e+09,4.267e+09,3.344e+09,9.23e+08,2.0144e+10,2.5501e+10,1.7824e+10,1.1701e+10,-4.9e+07,2.9476e+10,2.9476e+10,5.4977e+10,1.941e+09,9.08e+08,-2.02e+08,-6.68e+08,1.979e+09,-1.26e+08,-1.26e+08,-1.26e+08,-6.064e+09,-4e+06,-6.194e+09,-3.4e+08,-1.986e+09,2.9e+07,-2.015e+09,-1.11e+08,1.3534e+10,9.319e+09,9.319e+09,0,9.319e+09,3.304e+09,1.5877e+10,3.208e+09,0.67209,0.54446,0.06585,0.03531,1.65276,4.75509,0.86514,0.28879,0.80165,0.66604,1.47238,12.17388,1.32494,0.14042,0.04597,0.06465,0.17517,-1.63075,-2.24875
"26","2016_Q3",76.88296875,"Up",3.626e+09,-1.192e+09,-9.45e+08,-1.21e+08,-1.26e+08,2.434e+09,7e+06,2.441e+09,2.441e+09,-7.34e+08,1.707e+09,1.707e+09,1.707e+09,1.707e+09,1.9828e+10,1.5943e+10,3.885e+09,9.44e+08,9.44e+08,3.531e+09,6.46e+08,2.885e+09,2.4303e+10,1.883e+09,3.577e+09,2.4563e+10,1.1335e+10,1.1836e+10,1.392e+09,3.0023e+10,5.4326e+10,2.943e+09,9e+07,2.853e+09,2.182e+09,2.182e+09,5.125e+09,4.194e+09,3.256e+09,9.38e+08,2.007e+10,2.5195e+10,1.7645e+10,1.1582e+10,-9.6e+07,2.9131e+10,2.9131e+10,5.4326e+10,1.707e+09,9.1e+08,-1.1e+07,-1.766e+09,8.4e+08,-1.24e+08,-1.24e+08,-1.24e+08,4.487e+09,-1e+06,4.348e+09,-3.36e+08,-1.73e+09,2e+07,-1.75e+09,-1.6e+07,-2.082e+09,3.106e+09,3.106e+09,3.72529029846191e-09,3.106e+09,3.344e+09,1.5876e+10,2.188e+09,0.67126,0.47077,0.0586,0.03142,1.28178,4.74205,0.86489,0.29224,0.71445,0.59245,1.51763,12.19253,0.91577,0.14063,0.04152,0.04447,0.19684,-1.18182,-1.62366
"27","2016_Q4",77.3477777777778,"Up",3.63e+09,-1.325e+09,-1.082e+09,-1.2e+08,-1.23e+08,2.305e+09,-6e+06,2.299e+09,4.22e+08,-1e+07,4.12e+08,4.12e+08,4.12e+08,4.12e+08,8.683e+09,5.887e+09,2.796e+09,1.066e+09,1.066e+09,4.625e+09,7.07e+08,3.918e+09,1.4374e+10,2.136e+09,3.762e+09,4.3595e+10,2.7078e+10,1.5044e+10,1.473e+09,4.9493e+10,6.3867e+10,4.798e+09,1.15e+08,4.683e+09,2.985e+09,2.985e+09,8.992e+09,6.169e+09,4.977e+09,1.192e+09,2.2048e+10,3.104e+10,1.7514e+10,1.0334e+10,-5.43e+08,3.2827e+10,3.2827e+10,6.3867e+10,4.12e+08,9.59e+08,-5.01e+08,-5.67e+08,3.03e+08,-1.32e+08,-1.32e+08,-1.32e+08,8.87e+08,0,-8.313e+09,-3.35e+08,-1.685e+09,2e+07,-1.705e+09,3.6e+07,-1.984e+09,-9.994e+09,-9.994e+09,-6.2e+07,-1.0056e+10,3.264e+09,1.7088e+10,2.575e+09,0.63499,0.1135,0.01255,0.00645,6.25,1.59853,0.94556,0.26756,0.17346,0.14394,1.52826,11.41354,1.0841,0.14104,0.01332,0.04591,0.81311,2.57506,3.64642
"28","2017_Q1",82.9320967741936,"Up",4.261e+09,-1.636e+09,-1.334e+09,-1.41e+08,-1.61e+08,2.625e+09,-1.15e+08,2.51e+09,2.51e+09,-5.79e+08,1.931e+09,1.931e+09,1.931e+09,1.931e+09,8.867e+09,5.619e+09,3.248e+09,1.041e+09,1.041e+09,4.405e+09,5.55e+08,3.85e+09,1.4313e+10,2.15e+09,3.931e+09,4.3641e+10,2.7234e+10,1.5066e+10,1.341e+09,4.9722e+10,6.4035e+10,5.069e+09,2.03e+08,4.866e+09,2.977e+09,2.977e+09,9.271e+09,5.97e+09,4.808e+09,1.162e+09,2.1852e+10,3.1123e+10,1.7395e+10,1.0462e+10,-4.58e+08,3.2912e+10,3.2912e+10,6.4035e+10,1.931e+09,1.134e+09,-92000000.0000002,-5.21e+08,2.452e+09,-1.41e+08,-1.41e+08,-1.41e+08,-6.17e+08,1e+06,-7.57e+08,-3.39e+08,1.431e+10,1.5997e+10,-1.687e+09,9e+06,-1.991e+09,-295999999.999996,-295999999.999996,2.8e+07,-2.68e+08,3.759e+09,1.7107e+10,3.676e+09,0.61605,0.45318,0.05867,0.03016,1.90368,1.54385,0.94564,0.26715,0.81848,0.66147,1.80608,11.52697,1.55812,0.14369,0.04054,0.06566,0.17556,2.19207,3.13905
"29","2017_Q2",89.6380952380952,"Up",4.461e+09,-1.361e+09,-1.07e+09,-1.46e+08,-1.45e+08,3.1e+09,-1.21e+08,2.979e+09,2.979e+09,-9.09e+08,2.07e+09,2.07e+09,2.07e+09,2.07e+09,9.439e+09,5.824e+09,3.615e+09,1.12e+09,1.12e+09,4.13e+09,4.16e+08,3.714e+09,1.4689e+10,2.201e+09,3.802e+09,4.2678e+10,2.6381e+10,1.4892e+10,1.405e+09,4.8681e+10,6.337e+10,5.15e+09,1.18e+08,5.032e+09,2.878e+09,2.878e+09,1.1505e+10,6.001e+09,4.822e+09,1.179e+09,2.0139e+10,3.1644e+10,1.7184e+10,1.0492e+10,-1.369e+09,3.1726e+10,3.1726e+10,6.337e+10,2.07e+09,1.187e+09,4.1e+07,-7.9e+08,2.508e+09,-1.71e+08,-1.71e+08,-1.71e+08,-2.44e+08,-2e+06,-4.17e+08,-3.99e+08,-1.271e+09,6.22e+08,-1.893e+09,-6e+07,-1.73e+09,3.61e+08,3.61e+08,-1.56e+08,2.05e+08,4.287e+09,1.7615e+10,4.235e+09,0.69491,0.46402,0.06525,0.03267,2.04589,1.27675,0.99742,0.27797,0.88755,0.71546,1.91275,11.15189,1.81584,0.17108,0.04461,0.07652,0.19275,1.90716,2.63742
"30","2017_Q3",98.1231746031746,"Up",4.477e+09,-1.669e+09,-1.388e+09,-1.31e+08,-1.5e+08,2.808e+09,-1.06e+08,2.702e+09,2.702e+09,-2.272e+09,4.3e+08,4.3e+08,4.3e+08,4.3e+08,7.844e+09,6.427e+09,1.417e+09,1.081e+09,1.081e+09,6.58e+09,7.88e+08,5.792e+09,1.5505e+10,2.133e+09,2.882e+09,4.2707e+10,2.6416e+10,1.4825e+10,1.466e+09,4.7722e+10,6.3227e+10,5.662e+09,1.2e+08,5.542e+09,2.796e+09,2.796e+09,1.1386e+10,6.918e+09,5.731e+09,1.187e+09,2.1058e+10,3.2444e+10,1.7103e+10,9.14e+09,-9.8e+08,3.0783e+10,3.0783e+10,6.3227e+10,4.3e+08,1.162e+09,1.827e+09,-3.023e+09,3.96e+08,-1.46e+08,-1.46e+08,-1.46e+08,3.133e+09,9.31322574615479e-10,2.685e+09,-3.96e+08,-2.111e+09,-535000000.000002,-1.576e+09,-6000000.00000001,-2.513e+09,5.68e+08,5.68e+08,3.5e+07,6.03e+08,3.97e+09,1.7068e+10,3.073e+09,0.62721,0.0960499999999999,0.01397,0.0068,7.14651,1.36176,1.05396,0.26995,0.18548,0.14981,1.9312,10.86423,1.32557,0.17082,0.01508,0.05611,0.92093,2.32343,3.2849
