"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2016_Q4",22.6692063492063,"Up",770457000,-659564000,110893000,-81921000,-63947000,-8124000,-9850000,28972000,-5284000,23688000,23688000,-9107000,14581000,14581000,14581000,14581000,160558000,160558000,883609000,13018000,870591000,1044167000,53141000,503018000,181387000,556159000,1600326000,47500000,47500000,854512000,854512000,938509000,431638000,201264000,146853000,632902000,1571411000,522910000,-493574000,28915000,28915000,1600326000,14581000,9891000,-4104000,16664000,37032000,-11228000,792000,-10436000,-4281000,-27111000,1364000,-28475000,-32768000,-6172000,-6172000,-6106000,38863000,468135000,53406000,0.14393,0.0376,0.01893,0.50427,0.00911,3.66271,1.11258,54.34588,0.29252,0.20774,0.20261,10.97705,0.41197,0.7609,0.02088,0.07648,7.91439,10.61635
"12","2017_Q1",26.7948387096774,"Up",810758000,-688335000,122423000,-79664000,-62944000,-10030000,-6690000,42759000,-4757000,38002000,38002000,-15442000,22560000,22560000,22560000,22560000,1.84e+08,1.84e+08,1.351e+09,1.1e+07,1.34e+09,1.535e+09,5.9e+07,5.01e+08,1.81e+08,5.6e+08,2.095e+09,5.4e+07,5.4e+07,1.288e+09,1.288e+09,1.379e+09,4.22e+08,2.59e+08,1.67e+08,6.81e+08,2.06e+09,5.35e+08,-5e+08,3.5e+07,3.5e+07,2.095e+09,22560000,11190000,79240000,-1689000,111301000,-12058000,17169000,-9589000,-9909000,-26469000,3112000,-29581000,-35002000,66710000,66710000,66620000,53949000,4.59e+08,55644000,0.151,0.05274,0.02783,0.64457,0.01077,2.46649,1.11313,58.85714,0.21909,0.32905,0.31395,11.82519,0.51049,0.81159,0.02996,0.0739,5.09741,6.43139
"13","2017_Q2",30.5398412698413,"Up",8.08e+08,-6.66e+08,1.42e+08,-9.2e+07,-7.4e+07,-1.1e+07,-7e+06,5e+07,-5e+06,4.5e+07,4.5e+07,-1.6e+07,2.9e+07,2.9e+07,2.9e+07,2.9e+07,216054000,216054000,1092566000,9051000,1083515000,1308620000,63417000,500635000,181704000,564052000,1872672000,63506000,63506000,1140486000,1048639000,1240598000,413328000,176199000,176199000,589527000,1830125000,543600000,-500461000,42547000,42547000,1872672000,2.9e+07,8e+06,6e+06,-2.04e+08,-1.61e+08,-1.1e+07,4e+06,-7e+06,-9e+06,-2.8e+07,2e+06,-3e+07,-3.7e+07,-2.05e+08,-2.05e+08,-2.05e+08,5.8e+07,449934000,-1.41e+08,0.17574,0.06188,0.03589,0.6816,0.01549,-4.86207,1.05483,43.0142,0.24026,0.42029,0.40845,11.71014,0.61662,-2.04348,0.04337,-0.21086,4.03241,4.6776
"14","2017_Q3",35.0349206349206,"Up",8e+08,-6.49e+08,1.51e+08,-9.5e+07,-7.5e+07,-1.1e+07,-9e+06,5.6e+07,-4e+06,5.2e+07,5.2e+07,-1.2e+07,4e+07,4e+07,4e+07,4e+07,233883000,233883000,943086000,13013000,930073000,1176969000,66827000,514899000,197284000,581726000,1758695000,64795000,64795000,998673000,906845000,1100116000,404157000,162909000,162909000,567066000,1667182000,557183000,-465146000,91513000,91513000,1758695000,4e+07,8e+06,8e+06,-9.9e+07,-4.3e+07,-9e+06,7e+06,-2e+06,-9e+06,1e+06,6e+06,-5e+06,-8e+06,-5.3e+07,-5.3e+07,-5.3e+07,6.4e+07,440805000,-3.2e+07,0.18875,0.07,0.05,0.4371,0.02274,-0.799999999999999,1.06986,18.21798,0.25064,0.57946,0.56206,11.58921,1.3257,-0.46357,0.05754,-0.04603,3.23316,3.69504
"15","2017_Q4",40.0319047619048,"Up",8.19e+08,-6.64e+08,1.55e+08,-9.2e+07,-7.2e+07,-1.2e+07,-8e+06,6.3e+07,-4e+06,5.9e+07,5.9e+07,-1.6e+07,4.3e+07,4.3e+07,4.3e+07,4.3e+07,263527000,263527000,970031000,11013000,959018000,1233558000,68470000,534897000,218582000,603367000,1836925000,60809000,60809000,1040034000,949189000,1137561000,394972000,172533000,172533000,567505000,1705066000,567971000,-435739000,131859000,131859000,1836925000,4.3e+07,1e+07,7e+06,3e+06,6.3e+07,-9e+06,3e+06,-6e+06,-1.1e+07,-9e+06,3e+06,-1.2e+07,-2e+07,3.7e+07,3.7e+07,3.7e+07,7.3e+07,431690000,8.3e+07,0.18926,0.07692,0.0525,0.32611,0.02341,1.93023,1.08439,12.93098,0.23501,0.62319,0.60563,11.86957,1.911,1.2029,0.05842,0.11276,2.3036,2.66925
"16","2018_Q1",44.1611475409836,"Up",8.48e+08,-7e+08,1.48e+08,-1e+08,-8e+07,-1.1e+07,-9e+06,4.8e+07,-4e+06,4.4e+07,4.4e+07,2.2e+07,6.6e+07,6.6e+07,6.6e+07,6.6e+07,3.36e+08,3.36e+08,1.634e+09,3.8e+07,1.596e+09,1.991e+09,7e+07,5.32e+08,2.17e+08,6.02e+08,2.593e+09,4.13e+08,4.13e+08,1.304e+09,1.304e+09,1.757e+09,3.83e+08,2.47e+08,1.79e+08,6.3e+08,2.387e+09,5.83e+08,-3.77e+08,2.06e+08,2.06e+08,2.593e+09,6.6e+07,9e+06,-1.4e+07,6.86e+08,7.47e+08,-9e+06,3.72529029846191e-09,-9e+06,-9e+06,-3e+06,5e+06,-8e+06,-1.2e+07,7.26e+08,7.26e+08,7.26e+08,5.7e+07,4.23e+08,7.12e+08,0.17453,0.0566,0.07783,0.32039,0.02545,10.78788,1.13318,11.58738,0.16313,0.9473,0.91193,12.17136,2.95672,10.21935,0.07534,0.81279,1.52632,1.8125
"17","2018_Q2",52.609375,"Up",8.61e+08,-6.98e+08,1.63e+08,-9.2e+07,-7e+07,-1.3e+07,-9e+06,7.1e+07,-4e+06,6.7e+07,6.7e+07,-1.3e+07,5.4e+07,5.4e+07,5.4e+07,5.4e+07,3.3e+08,3.3e+08,1.081e+09,2.2e+07,1.059e+09,1.419e+09,7.4e+07,5.54e+08,2.4e+08,6.28e+08,2.047e+09,3.86e+08,3.86e+08,7.43e+08,7.43e+08,1.172e+09,3.7e+08,2.43e+08,1.72e+08,6.13e+08,1.785e+09,5.95e+08,-3.32e+08,2.62e+08,2.62e+08,2.047e+09,5.4e+07,1e+07,9e+06,-6.09e+08,-5.36e+08,-1.2e+07,1.4e+07,2e+06,-1e+07,-9e+06,3e+06,-1.2e+07,-1.9e+07,-5.53e+08,-5.53e+08,-5.53e+08,8.1e+07,4.13e+08,-5.27e+08,0.18931,0.08246,0.06272,0.20611,0.02638,-9.75926,1.21075,6.81298,0.20176,0.7709,0.74715,12.29162,3.74031,-7.52344,0.05882,-0.57407,1.02469,1.16901
"18","2018_Q3",56.1880952380952,"Up",8.5e+08,-6.81e+08,1.69e+08,-9.3e+07,-7.2e+07,-1.1e+07,-1e+07,7.6e+07,-4e+06,7.2e+07,7.2e+07,-1.4e+07,5.8e+07,5.8e+07,5.8e+07,5.8e+07,2.31e+08,2.02e+08,1.011e+09,3.7e+07,9.74e+08,1.249e+09,7.9e+07,5.54e+08,2.42e+08,7.66e+08,2.015e+09,3.65e+08,3.65e+08,6.75e+08,6.75e+08,1.061e+09,4.02e+08,2.43e+08,1.73e+08,6.45e+08,1.706e+09,6.11e+08,-3.02e+08,3.09e+08,3.09e+08,2.015e+09,5.8e+07,1.4e+07,1e+07,-88999999.9999998,-7e+06,-1.4e+07,-1.54e+08,-1.68e+08,6e+06,-2.3e+07,5e+06,-2.8e+07,-1.7e+07,-1.92e+08,-1.92e+08,-1.92e+08,9e+07,4.23e+08,1e+06,0.19882,0.08941,0.06824,0.1877,0.02878,0.0172399999999993,1.17719,5.52104,0.20993,0.82857,0.79452,12.14286,4.41429,0.0142899999999999,0.05949,0.00102999999999998,2.13333,2.52632
"19","2018_Q4",46.0253968253968,"Down",8.75e+08,-7.05e+08,1.7e+08,-1.08e+08,-8.5e+07,-1.2e+07,-1.1e+07,6.2e+07,-2e+06,6e+07,6e+07,-9e+06,5.1e+07,5.1e+07,5.1e+07,5.1e+07,2.75e+08,2.37e+08,1.057e+09,3.8e+07,1.019e+09,1.337e+09,7.8e+07,5.59e+08,2.48e+08,7.67e+08,2.104e+09,4.23e+08,4.23e+08,6.66e+08,6.66e+08,1.111e+09,3.96e+08,2.47e+08,1.75e+08,6.43e+08,1.754e+09,6.23e+08,-2.73e+08,3.5e+08,3.5e+08,2.104e+09,5.1e+07,1.2e+07,1.2e+07,-8e+06,6.7e+07,-7e+06,4e+06,-3e+06,-5e+06,-2.1e+07,1e+06,-2.2e+07,-2.6e+07,3.8e+07,3.8e+07,3.8e+07,7.4e+07,4.18e+08,6.8e+07,0.19429,0.07086,0.05829,0.14571,0.02424,1.33333,1.20342,5.01143,0.19867,0.72282,0.69863,12.40134,4.96054,0.96376,0.05025,0.067,1.93243,2.30645
"20","2019_Q1",52.7367213114754,"Up",9.17e+08,-7.55e+08,1.62e+08,-1.2e+08,-9.7e+07,-1.3e+07,-1e+07,4.2e+07,0,4.2e+07,4.2e+07,-1.3e+07,2.9e+07,2.9e+07,2.9e+07,2.9e+07,2.82e+08,2.28e+08,1.353e+09,4.8e+07,1.305e+09,1.646e+09,7.9e+07,5.75e+08,2.65e+08,7.89e+08,2.435e+09,4.16e+08,4.16e+08,9.87e+08,9.87e+08,1.425e+09,3.91e+08,2.44e+08,1.76e+08,6.35e+08,2.06e+09,6.41e+08,-2.66e+08,3.75e+08,3.75e+08,2.435e+09,2.9e+07,1e+07,1.4e+07,3.19e+08,3.72e+08,-1e+07,-2.1e+07,-3.1e+07,-7e+06,-1.6e+07,5e+06,-2.1e+07,-2.3e+07,3.18e+08,3.18e+08,3.18e+08,5.2e+07,4.13e+08,3.74e+08,0.17666,0.0458,0.03162,0.07733,0.01191,12.89655,1.15509,5.49333,0.16961,0.4179,0.41592,13.21414,5.40382,5.38941,0.0281,0.3624,2.51923,3.11905
"21","2019_Q2",63.5877777777778,"Up",9.34e+08,-7.47e+08,1.87e+08,-1.05e+08,-8.2e+07,-1.2e+07,-1.1e+07,8.2e+07,1e+06,8.3e+07,8.3e+07,-2e+07,6.3e+07,6.3e+07,6.3e+07,6.3e+07,3.07e+08,2.51e+08,1.175e+09,5.8e+07,1.117e+09,1.494e+09,8.2e+07,6.36e+08,3.28e+08,8.51e+08,2.345e+09,5.07e+08,5.07e+08,7.39e+08,7.39e+08,1.268e+09,3.85e+08,2.86e+08,2.21e+08,6.71e+08,1.939e+09,6.51e+08,-2.45e+08,4.06e+08,4.06e+08,2.345e+09,6.3e+07,1.8e+07,5e+06,-2.28e+08,-1.42e+08,-1.2e+07,1e+06,-1.1e+07,-6e+06,-4.1e+07,1e+06,-4.2e+07,-4.7e+07,-2e+08,-2e+08,-2e+08,1e+08,4.07e+08,-1.2e+08,0.20021,0.08779,0.06745,0.15517,0.02687,-1.90476,1.17823,4.77586,0.17356,0.90116,0.88732,13.36004,5.80747,-1.71649,0.05732,-0.10919,1,1.21951
"22","2019_Q3",68.208125,"Up",9.35e+08,-7.67e+08,1.68e+08,-1.13e+08,-8.8e+07,-1.3e+07,-1.2e+07,5.5e+07,1e+06,5.6e+07,5.6e+07,-1e+07,4.6e+07,4.6e+07,4.6e+07,4.6e+07,2.95e+08,2.19e+08,1.15e+09,6.4e+07,1.086e+09,1.455e+09,8.9e+07,6.57e+08,3.5e+08,8.63e+08,2.318e+09,4.97e+08,4.97e+08,7e+08,7e+08,1.219e+09,3.8e+08,2.8e+08,2.13e+08,6.6e+08,1.879e+09,6.67e+08,-2.29e+08,4.39e+08,4.39e+08,2.318e+09,4.6e+07,9e+06,3e+06,-78000000.0000001,-2e+07,-1.3e+07,-999999.999999996,-1.4e+07,-5e+06,-2.5e+07,5e+06,-3e+07,-3e+07,-63999999.9999999,-63999999.9999999,-6.4e+07,6.4e+07,4.02e+08,-17000000.0000001,0.17968,0.05882,0.0492,0.10478,0.01984,-0.36957,1.1936,4.28018,0.17343,0.65995,0.64514,13.41412,6.29818,-0.24389,0.04103,-0.0151700000000001,1.67188,1.94545
"23","2019_Q4",55.65390625,"Down",9.69e+08,-8.07e+08,1.62e+08,-9.4e+07,-7.4e+07,-9e+06,-1.1e+07,6.8e+07,-1e+06,6.7e+07,6.7e+07,-1.2e+07,5.5e+07,5.5e+07,5.5e+07,5.5e+07,2.83e+08,2.16e+08,1.083e+09,6.3e+07,1.02e+09,1.375e+09,8.6e+07,6.56e+08,3.5e+08,8.7e+08,2.245e+09,5.1e+08,5.1e+08,5.9e+08,5.9e+08,1.122e+09,3.75e+08,2.71e+08,2.07e+08,6.46e+08,1.768e+09,6.76e+08,-2e+08,4.77e+08,4.77e+08,2.245e+09,5.5e+07,1.4e+07,8e+07,-1.98e+08,-4.9e+07,-9e+06,4e+06,-5e+06,-6e+06,-2.6e+07,0,-2.6e+07,-3.2e+07,-8.6e+07,-8.6e+07,-8.6e+07,8.2e+07,3.97e+08,-1.13e+08,0.16718,0.07018,0.05676,0.1153,0.0245,-2.05455,1.22549,3.7065,0.17684,0.79011,0.77566,13.92037,6.85244,-1.62332,0.04803,-0.09869,1.39024,1.67647
"24","2020_Q1",52.0748387096774,"Down",1.018e+09,-8.51e+08,1.67e+08,-1.04e+08,-8.3e+07,-9e+06,-1.2e+07,6.3e+07,1e+06,6.4e+07,6.4e+07,-1.6e+07,4.8e+07,4.8e+07,4.8e+07,4.8e+07,2.81e+08,2.13e+08,1.581e+09,5.2e+07,1.529e+09,1.871e+09,8.5e+07,6.67e+08,3.63e+08,8.77e+08,2.748e+09,4.83e+08,4.83e+08,1.138e+09,1.138e+09,1.643e+09,3.69e+08,2.61e+08,2e+08,6.3e+08,2.273e+09,6.94e+08,-2.19e+08,4.75e+08,4.75e+08,2.748e+09,4.8e+07,1.6e+07,-3.9e+07,6.57e+08,6.82e+08,-1.1e+07,-1.47e+08,-1.58e+08,-4999999.99999999,-6.2e+07,5e+06,-6.7e+07,-6.7e+07,4.57e+08,4.57e+08,4.57e+08,7.9e+07,3.91e+08,7.41e+08,0.16405,0.06189,0.04715,0.10105,0.01747,15.4375,1.13877,4.78526,0.14229,0.67819,0.67806,14.38318,6.71121,10.46948,0.04259,0.6575,1.39241,1.74603
"25","2020_Q2",49.9631746031746,"Down",1.048e+09,-8.29e+08,2.19e+08,-9.9e+07,-7.9e+07,-9e+06,-1.1e+07,1.2e+08,1e+06,1.21e+08,1.21e+08,-3e+07,9.1e+07,9.1e+07,9.1e+07,9.1e+07,5.86e+08,5.21e+08,1.297e+09,5.5e+07,1.242e+09,1.892e+09,8.2e+07,6.61e+08,3.58e+08,8.73e+08,2.765e+09,5.66e+08,5.66e+08,1.02e+09,1.02e+09,1.608e+09,3.64e+08,2.6e+08,1.98e+08,6.24e+08,2.232e+09,7.03e+08,-1.72e+08,5.33e+08,5.33e+08,2.765e+09,9.1e+07,1.5e+07,1.3e+07,-4.01e+08,-2.82e+08,-6e+06,-8.8e+07,-9.4e+07,2.28e+08,-4.3e+07,8161503.50527434,-4.3e+07,1.85e+08,-1.91e+08,-1.91e+08,-1.91e+08,1.35e+08,3.86e+08,-2.42e+08,0.20897,0.1145,0.08683,0.17073,0.03291,-2.65934,1.17662,4.18762,0.1396,1.33824,1.31884,15.41176,7.83824,-3.55882,0.07718,-0.20526,-1.48148,-1.66667
"26","2020_Q3",64.20609375,"Up",9.48e+08,-6.73e+08,2.75e+08,-1.02e+08,-8e+07,-9e+06,-1.3e+07,1.73e+08,-2e+06,1.71e+08,1.71e+08,-4.5e+07,1.26e+08,1.26e+08,1.26e+08,1.26e+08,7.13e+08,6.37e+08,1.217e+09,5e+07,1.167e+09,1.935e+09,8.2e+07,6.57e+08,3.55e+08,8.67e+08,2.802e+09,5.85e+08,5.85e+08,9.64e+08,9.64e+08,1.571e+09,3.58e+08,2.57e+08,1.94e+08,6.15e+08,2.186e+09,7.19e+08,-1.08e+08,6.16e+08,6.16e+08,2.802e+09,1.26e+08,1.7e+07,1.6e+07,-7e+06,1.52e+08,-1.2e+07,-1.5e+07,-2.7e+07,-5000000.00000003,-5.8e+07,5e+06,-6.3e+07,-62999999.9999999,6.2e+07,6.2e+07,61999999.9999999,1.9e+08,3.8e+08,2.16e+08,0.29008,0.18249,0.13291,0.20455,0.04497,1.71429,1.2317,3.5487,0.13562,1.8,1.77465,13.54286,8.8,3.08571,0.10056,0.17239,-1.75263,-1.92486
