"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","policy_charges_fees","total_realized_investment_gains","other_realized_investment_gains","other_income","total_claims_losses","claims_losses","long_term_charges","underwriting_expense_acquisition_cost","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","total_investments","fixed_income_trading_afs_short_term_inv","loans_mortgages","fixed_income_securities_htm","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","life_policy_benefits","other_insurance_reserves","short_term_debt","other_short_term_liabilities","long_term_debt","other_long_term_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","increase_in_investments","decrease_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","change_in_insurance_reserves","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",36.9314516129032,"Up",1.3144e+10,9.027e+09,3.433e+09,6.84e+08,1.224e+09,-1.445e+09,-1.35e+09,9.05e+08,-1.115e+10,-9.576e+09,-1.574e+09,-2.924e+09,-9.3e+08,-9.3e+08,-9.3e+08,3.28e+08,4.5e+07,-5.57e+08,-5.59e+08,-2.5e+07,-5.84e+08,-5.84e+08,3.78072e+11,3.08682e+11,1.1701e+10,4.72e+09,7.992e+09,4.4977e+10,1.3906e+10,1.3666e+10,2.66054e+11,6.71698e+11,5.73903e+11,3.18831e+11,2.55072e+11,3.013e+09,1.2272e+10,2.3845e+10,1.9299e+10,6.32332e+11,0,2.4354e+10,6e+06,2.4348e+10,-1.2225e+10,1.6896e+10,9.65e+09,3.8675e+10,6.91e+08,3.9366e+10,6.71698e+11,-5.59e+08,2.7e+07,7.358e+09,7.358e+09,-1.113e+09,5.713e+09,-5.802e+09,-2.5998e+10,2.0196e+10,-1.01e+08,-5.903e+09,-3e+06,-5.6e+08,1.37e+08,-6.97e+08,-1.782e+09,1.085e+09,-1.27e+08,2.3e+07,-1.5e+08,7e+07,4.45e+08,-1.75e+08,-3.65e+08,-3.65e+08,2.9e+07,-3.36e+08,-9.03e+08,2.6858e+10,-0.07075,-0.04443,-0.01484,-0.00087,16.0629,0.03999,-1.25754,-1.25754,28.30319,83.2795,0.00646,-0.00088,-0.00514,-14.3433,-13.92688
"12","2013_Q1",40.1998333333333,"Up",4.5944e+10,4.1998e+10,3.55e+09,3.96e+08,4.207e+09,-3.75e+08,-3.38e+08,-3.436e+09,-4.3262e+10,-4.1685e+10,-1.577e+09,-3.25e+09,-5.68e+08,-5.68e+08,-5.68e+08,3.81e+08,1999999.99999999,-1.85e+08,-1.82e+08,1e+06,-1.81e+08,-1.81e+08,4.05582e+11,3.34701e+11,1.1575e+10,4.268e+09,8.277e+09,4.6761e+10,1.81e+10,1.41e+10,2.71453e+11,7.09235e+11,6.11224e+11,3.50463e+11,2.60761e+11,4.061e+09,1.2453e+10,2.4729e+10,1.7656e+10,6.70123e+11,0,2.4386e+10,6e+06,2.438e+10,-1.2163e+10,1.6066e+10,1.0214e+10,3.8503e+10,6.09e+08,3.9112e+10,7.09235e+11,-1.82e+08,7.2e+07,6.371e+09,6.371e+09,2.899e+09,9.16e+09,-4.042e+09,-2.9949e+10,2.5907e+10,34000000.0000001,-4.008e+09,-7.15e+08,2.152e+09,-5.09e+08,2.661e+09,-1.007e+09,3.668e+09,3.3e+07,3.3e+07,0,-3.52e+08,-1.754e+09,-6.36e+08,4.516e+09,4.516e+09,-3.22e+08,4.194e+09,-4.96e+08,2.879e+10,-0.01236,-0.00394,-0.00463,-0.00026,17.13344,0.04059,-0.391179999999999,-0.388999999999999,99.29544,83.21375,1.54528,0.00077,-3.95028,-21.55242,-18.82042
"13","2013_Q2",45.49640625,"Up",1.0171e+10,7.084e+09,3.638e+09,-5.51e+08,2.176e+09,-7.23e+08,-6.53e+08,-2.004e+09,-8.829e+09,-7.219e+09,-1.61e+09,-2.901e+09,-1.559e+09,-1.559e+09,-1.559e+09,8.27e+08,4.6e+07,-6.86e+08,-6.85e+08,-3.5e+07,-7.2e+08,-7.2e+08,4.07477e+11,3.34422e+11,1.1938e+10,3.878e+09,8.918e+09,4.8321e+10,1.4477e+10,1.4374e+10,2.87769e+11,7.24097e+11,6.22994e+11,3.49234e+11,2.7376e+11,4.124e+09,1.1429e+10,2.5488e+10,1.9396e+10,6.83431e+11,0,2.436e+10,6e+06,2.4354e+10,-1.2018e+10,1.5203e+10,1.2418e+10,3.9963e+10,7.03e+08,4.0666e+10,7.24097e+11,-6.85e+08,1.09e+08,1.413e+09,1.413e+09,-6.5e+08,1.87e+08,-3.067e+09,-3.2755e+10,2.9688e+10,-5.85e+08,-3.652e+09,-2.11e+08,9.44e+08,5.91e+08,3.53e+08,-1.24e+09,1.593e+09,4.6e+07,4.6e+07,0,-5.57e+08,1.27e+08,3.49e+08,-3.116e+09,-3.116e+09,-5.07e+08,-3.623e+09,-1.45e+09,2.9612e+10,-0.15328,-0.07079,-0.01771,-0.00099,16.80596,0.0409,-1.55072,-1.55072,21.9061,86.07151,0.45445,-0.00071,-0.29306,-10.43793,-9.70815
"14","2013_Q3",55.34484375,"Up",1.0041e+10,6.922e+09,3.711e+09,-5.92e+08,2.255e+09,-1.024e+09,-9.91e+08,-1.823e+09,-7.863e+09,-7.024e+09,-8.39e+08,-2.947e+09,-7.69e+08,-7.69e+08,-7.69e+08,2.75e+08,5000000.00000001,-4.89e+08,-4.87e+08,-2.7e+07,-5.14e+08,-5.14e+08,3.92997e+11,3.20923e+11,1.174e+10,3.562e+09,8.754e+09,4.8018e+10,1.3045e+10,1.4968e+10,2.84605e+11,7.05615e+11,6.10481e+11,3.40797e+11,2.69684e+11,4.767e+09,1.0813e+10,2.3642e+10,2.0004e+10,6.69707e+11,0,2.4389e+10,6e+06,2.4383e+10,-1.2176e+10,1.4486e+10,8.449e+09,3.5148e+10,7.6e+08,3.5908e+10,7.05615e+11,-4.87e+08,5.2e+07,2.262e+09,2.262e+09,3.72e+08,2.199e+09,-4.348e+09,-4.19e+10,3.7552e+10,1.47e+08,-4.201e+09,-1.96e+08,-1.205e+09,-9.5e+07,-1.11e+09,-1.608e+09,4.98e+08,-1.67e+08,7e+07,-2.37e+08,-1.55e+08,2.639e+09,9.16e+08,-1.086e+09,-1.086e+09,-3.46e+08,-1.432e+09,-7.17e+08,2.8409e+10,-0.07659,-0.05119,-0.01431,-0.00073,18.65063,0.04026,-1.10752,-1.10752,21.63542,75.73368,0.42232,-0.00046,-0.38132,-21.42817,-19.97919
"15","2013_Q4",60.57375,"Up",1.131e+10,6.141e+09,3.65e+09,1.519e+09,2.115e+09,-2.11e+09,-2.067e+09,1.514e+09,-7.578e+09,-6.237e+09,-1.341e+09,-2.206e+09,1.526e+09,1.526e+09,1.526e+09,-4.97e+08,3e+06,1.032e+09,1.04e+09,-1.3e+07,1.027e+09,1.027e+09,3.98639e+11,3.24797e+11,1.1863e+10,3.629e+09,8.984e+09,4.9366e+10,1.265e+10,1.6228e+10,2.95609e+11,7.23126e+11,6.27448e+11,3.4675e+11,2.80698e+11,5.541e+09,1.0898e+10,2.3642e+10,2.0481e+10,6.8801e+11,0,2.4419e+10,6e+06,2.4413e+10,-1.2295e+10,1.5335e+10,6.899e+09,3.4358e+10,7.58e+08,3.5116e+10,7.23126e+11,1.04e+09,1.77e+08,3.487e+09,3.487e+09,-1.607e+09,3.097e+09,-4.418e+09,-4.3236e+10,3.8818e+10,-5e+06,-4.423e+09,-1.92e+08,7.21e+08,-2.27e+08,9.48e+08,-5.8e+08,1.528e+09,-1.4e+08,1.1e+08,-2.5e+08,2.09e+08,2.89e+08,8.87e+08,-4.39e+08,-4.39e+08,4.4e+07,-3.95e+08,1.703e+09,2.9183e+10,0.13492,0.0908,0.02925,0.00142,19.59249,0.04036,2.22006,2.17585,24.44877,74.27151,0.41505,0.00171,0.18695,9.70816,10.83421
"16","2014_Q1",61.4447540983607,"Up",9.939e+09,6.09e+09,3.73e+09,1.19e+08,2.354e+09,-1.349e+09,-1.296e+09,-8.86e+08,-7.624e+09,-6.253e+09,-1.371e+09,-3.197e+09,-8.82e+08,-8.82e+08,-8.82e+08,4.53e+08,5e+06,-4.24e+08,-4.28e+08,-3.2e+07,-4.6e+08,-4.6e+08,3.98173e+11,3.21849e+11,1.1766e+10,3.312e+09,9.91e+09,5.1336e+10,1.1439e+10,1.6512e+10,3.05657e+11,7.31781e+11,6.34091e+11,3.43516e+11,2.90575e+11,5.971e+09,1.0462e+10,2.3553e+10,2.1823e+10,6.959e+11,0,2.4481e+10,6e+06,2.4475e+10,-1.2415e+10,1.4531e+10,8.681e+09,3.5278e+10,6.03e+08,3.5881e+10,7.31781e+11,-4.28e+08,7.3e+07,3.84e+08,3.84e+08,2.933e+09,2.962e+09,-3.11e+09,-5.0094e+10,4.6984e+10,-9.48e+08,-4.058e+09,-2.48e+08,3.57e+08,-1.73e+08,5.3e+08,-5.11e+08,1.041e+09,-1.29e+08,1.22e+08,-2.51e+08,2.64e+08,-1.54e+08,90000000.0000002,-1.006e+09,-1.006e+09,-2.05e+08,-1.211e+09,-8.09e+08,2.9524e+10,-0.08874,-0.04628,-0.01282,-0.00063,19.39467,0.04035,-0.996970000000001,-1.0177,21.54096,76.4586,0.53749,-0.00029,-0.53913,-22.35476,-20.50454
"17","2014_Q2",60.4088888888889,"Down",1.2854e+10,5.868e+09,3.838e+09,3.148e+09,2.405e+09,2.08e+08,2.24e+08,5.35e+08,-8.001e+09,-6.386e+09,-1.615e+09,-3.135e+09,1.718e+09,1.718e+09,1.718e+09,-4.73e+08,0,1.245e+09,1.249e+09,-1.1e+07,1.238e+09,1.238e+09,4.08468e+11,3.303e+11,1.1833e+10,3.275e+09,1.0191e+10,5.2869e+10,1.2472e+10,1.6617e+10,3.09178e+11,7.46735e+11,6.43464e+11,3.48784e+11,2.9468e+11,8.12e+09,1.2142e+10,2.2565e+10,2.158e+10,7.07871e+11,0,2.4441e+10,6e+06,2.4435e+10,-1.2533e+10,1.5517e+10,1.0798e+10,3.8223e+10,6.41e+08,3.8864e+10,7.46735e+11,1.249e+09,4.1e+07,1.942e+09,1.942e+09,-1.253e+09,1.979e+09,-3.095e+09,-3.8217e+10,3.5122e+10,1.26e+08,-2.969e+09,-2.52e+08,1.393e+09,4.72e+08,9.21e+08,-2.25e+08,1.146e+09,-1.73e+08,7.7e+07,-2.5e+08,3.83e+08,6.46e+08,1.997e+09,1.007e+09,1.007e+09,2.6e+07,1.033e+09,1.759e+09,3.0685e+10,0.13365,0.09631,0.03185,0.00166,18.21405,0.04109,2.68605,2.63236,27.88891,82.93122,0.54676,0.00203,0.20355,10.35418,10.60128
"18","2014_Q3",64.6328125,"Up",1.3146e+10,6.068e+09,3.754e+09,3.324e+09,2.448e+09,6.09e+08,6.35e+08,2.67e+08,-8.355e+09,-6.466e+09,-1.889e+09,-3.284e+09,1.507e+09,1.507e+09,1.507e+09,-4.04e+08,6e+06,1.109e+09,1.113e+09,-2.3e+07,1.09e+09,1.09e+09,4.19319e+11,3.40073e+11,1.1966e+10,3.171e+09,1.0222e+10,5.3887e+10,1.216e+10,1.6669e+10,3.17389e+11,7.65537e+11,6.57751e+11,3.53764e+11,3.03987e+11,8.377e+09,1.3393e+10,2.3488e+10,2.0721e+10,7.2373e+11,0,2.4484e+10,6e+06,2.4478e+10,-1.2723e+10,1.6357e+10,1.3077e+10,4.1195e+10,6.12e+08,4.1807e+10,7.65537e+11,1.113e+09,1.38e+08,2.1e+09,2.1e+09,2.25e+08,3.576e+09,-4.647e+09,-4.2003e+10,3.7356e+10,9.1e+07,-4.556e+09,-2.53e+08,7.77e+08,-1.48e+08,9.25e+08,-7.46e+08,1.671e+09,-1.89e+08,6.1e+07,-2.5e+08,2.26e+08,5.9e+07,6.2e+08,-3.6e+08,-3.6e+08,4.8e+07,-3.12e+08,1.645e+09,3.1865e+10,0.11464,0.08291,0.02607,0.00142,17.31122,0.04162,2.37266,2.32657,28.61559,89.67131,0.55072,0.00179,0.23211,11.97872,13.07565
"19","2014_Q4",62.505625,"Down",1.238e+10,6.644e+09,3.841e+09,1.895e+09,2.445e+09,7.5e+07,8e+07,-6.25e+08,-8.961e+09,-7.334e+09,-1.627e+09,-3.135e+09,2.84e+08,2.84e+08,2.84e+08,2.34e+08,5e+06,5.23e+08,5.23e+08,-1.1e+07,5.12e+08,5.12e+08,4.16741e+11,3.3643e+11,1.1857e+10,2.88e+09,9.878e+09,5.5696e+10,1.7222e+10,1.6585e+10,3.13599e+11,7.64147e+11,6.545e+11,3.5498e+11,2.9952e+11,9.826e+09,1.3203e+10,2.2597e+10,2.1669e+10,7.21795e+11,0,2.4531e+10,6e+06,2.4525e+10,-1.2879e+10,1.6616e+10,1.3501e+10,4.1769e+10,5.83e+08,4.2352e+10,7.64147e+11,5.23e+08,2.75e+08,3.454e+09,3.454e+09,1.615e+09,5.867e+09,-2.139e+09,-3.7595e+10,3.5456e+10,-1.3e+07,-2.152e+09,-2.5e+08,8.65e+08,2.8e+07,8.37e+08,-1.619e+09,2.456e+09,-1.58e+08,9.2e+07,-2.5e+08,1.138e+09,-9.4e+07,1.501e+09,5.216e+09,5.216e+09,-1.54e+08,5.062e+09,5.59e+08,3.2423e+10,0.02294,0.04136,0.01209,0.00067,17.04276,0.04243,1.1179,1.09589,27.03057,91.19869,0.54585,0.00101,0.48828,27.1932,53.52465
"20","2015_Q1",59.357868852459,"Down",1.5725e+10,1.0713e+10,3.823e+09,1.189e+09,2.6e+09,7.44e+08,7.53e+08,-2.155e+09,-1.3249e+10,-1.1401e+10,-1.848e+09,-4.226e+09,-1.75e+09,-1.75e+09,-1.75e+09,2.94e+08,5e+06,-1.451e+09,-1.447e+09,-1.2e+07,-1.459e+09,-1.459e+09,4.19986e+11,3.38485e+11,1.1712e+10,2.575e+09,9.861e+09,5.7353e+10,1.4918e+10,1.5971e+10,3.1578e+11,7.66655e+11,6.58012e+11,3.53916e+11,3.04096e+11,9.897e+09,1.4122e+10,1.9831e+10,2.2444e+10,7.24306e+11,0,2.4571e+10,6e+06,2.4565e+10,-1.3739e+10,1.4888e+10,1.605e+10,4.177e+10,5.79e+08,4.2349e+10,7.66655e+11,-1.447e+09,1.77e+08,8.478e+09,8.478e+09,7.66e+08,7.974e+09,-7.085e+09,-4.6117e+10,3.9032e+10,-3.26e+08,-7.411e+09,-2.72e+08,-2.491e+09,-3.79e+08,-2.112e+09,-4.794e+09,2.682e+09,-2.11e+08,3.9e+07,-2.5e+08,2.27e+08,2.58e+08,-2.489e+09,-1.926e+09,-1.926e+09,-3.78e+08,-2.304e+09,-1.573e+09,2.9728e+10,-0.11129,-0.09278,-0.03445,-0.0019,17.10326,0.03878,-3.20167,-3.13898,34.50735,91.66118,0.59688,-0.00158,-0.18643,-9.41513,-8.46286
"21","2015_Q2",62.6179365079365,"Up",1.5552e+10,6.647e+09,3.769e+09,5.136e+09,2.56e+09,2.361e+09,2.369e+09,2.15e+08,-9.253e+09,-7.239e+09,-2.014e+09,-3.551e+09,2.748e+09,2.748e+09,2.748e+09,-6.99e+08,-3e+06,2.046e+09,2.046e+09,-1e+07,2.036e+09,2.036e+09,4.20875e+11,3.37984e+11,1.1693e+10,2.513e+09,1.0206e+10,5.8479e+10,1.9119e+10,1.5639e+10,3.22979e+11,7.78612e+11,6.67026e+11,3.55983e+11,3.11043e+11,9.843e+09,1.5827e+10,1.9703e+10,2.0639e+10,7.33038e+11,0,2.4352e+10,6e+06,2.4346e+10,-1.3233e+10,1.6173e+10,1.7752e+10,4.5044e+10,5.3e+08,4.5574e+10,7.78612e+11,2.046e+09,1.7e+08,3.807e+09,3.807e+09,-4.95e+08,5.528e+09,1.999e+09,-3.5545e+10,3.7544e+10,-3.51e+08,1.648e+09,-2.68e+08,-6e+06,1.35e+08,-1.41e+08,-1.293e+09,1.152e+09,-8.62e+08,4.1e+07,-9.03e+08,-2.96e+08,-1.654e+09,-3.086e+09,4.09e+09,4.09e+09,1.11e+08,4.201e+09,2.918e+09,2.9546e+10,0.1767,0.13092,0.04467,0.00261,16.08457,0.03795,4.48162,4.39741,34.23289,99.15034,0.58992,0.00302,0.13163,3.57334,3.7944
"22","2015_Q3",62.31921875,"Down",1.3712e+10,7.582e+09,3.671e+09,2.459e+09,2.206e+09,1.29e+08,1.58e+08,1.24e+08,-8.965e+09,-7.852e+09,-1.113e+09,-2.618e+09,2.129e+09,2.129e+09,2.129e+09,-6.79e+08,9e+06,1.459e+09,1.459e+09,-5.3e+07,1.406e+09,1.406e+09,4.11944e+11,3.28748e+11,1.1652e+10,2.396e+09,9.901e+09,5.9247e+10,1.7038e+10,1.6569e+10,3.1718e+11,7.62731e+11,6.55054e+11,3.52185e+11,3.02869e+11,1.1076e+10,1.3047e+10,2.0264e+10,2.0998e+10,7.20439e+11,0,2.4403e+10,6e+06,2.4397e+10,-1.3398e+10,1.7314e+10,1.3404e+10,4.1723e+10,5.69e+08,4.2292e+10,7.62731e+11,1.459e+09,-2.18e+08,-3.122e+09,-3.122e+09,-1.72e+08,-2.053e+09,-1.609e+09,-4.2501e+10,4.0892e+10,6.75e+08,-933999999.999998,-2.69e+08,1.681e+09,3.58e+08,1.323e+09,-8.73e+08,2.196e+09,-1.66e+08,8.4e+07,-2.5e+08,3.48e+08,-6.17e+08,9.77e+08,-2.01e+09,-2.01e+09,-7.1e+07,-2.081e+09,1.911e+09,3.134e+10,0.15527,0.10254,0.03325,0.00184,17.03488,0.04109,3.1065,3.04725,30.29607,92.18515,0.59434,0.00223,0.19132,7.48404,6.71771
"23","2015_Q4",61.88359375,"Down",1.3599e+10,5.985e+09,3.741e+09,3.873e+09,2.57e+09,1.7e+09,1.773e+09,-3.97e+08,-7.855e+09,-6.648e+09,-1.207e+09,-3.695e+09,2.049e+09,2.049e+09,2.049e+09,-5.84e+08,2e+06,1.467e+09,1.467e+09,-2e+06,1.465e+09,1.465e+09,4.1695e+11,3.33198e+11,1.1624e+10,2.38e+09,9.109e+09,6.0639e+10,2.0207e+10,1.6206e+10,3.01164e+11,7.54527e+11,6.45609e+11,3.5884e+11,2.86769e+11,1.0203e+10,1.3885e+10,2.0329e+10,2.1731e+10,7.11757e+11,0,2.4354e+10,6e+06,2.4348e+10,-1.3612e+10,1.8515e+10,1.3463e+10,4.272e+10,5e+07,4.277e+10,7.54527e+11,1.467e+09,1.74e+08,5.74e+09,5.74e+09,9.74e+08,8.355e+09,-5.519e+09,-3.8654e+10,3.3135e+10,-3.58e+08,-5.877e+09,-2.64e+08,-7.86e+08,-2.59e+08,-5.27e+08,-1.756e+09,1.229e+09,-2.09e+08,3.3e+07,-2.42e+08,1.369e+09,5.65e+08,6.75e+08,3.153e+09,3.153e+09,1.6e+07,3.169e+09,2.223e+09,3.0532e+10,0.15067,0.10773,0.03425,0.00194,16.6415,0.04047,3.24834,3.18686,30.15299,94.72284,0.58537,0.00233,0.1802,4.64462,5.03904
"24","2016_Q1",52.7034426229508,"Down",1.4256e+10,8.307e+09,3.648e+09,2.301e+09,2.408e+09,-1.65e+08,-1.34e+08,5.8e+07,-1.0245e+10,-8.888e+09,-1.357e+09,-3.168e+09,8.43e+08,8.43e+08,8.43e+08,-1.1e+08,7e+06,7.4e+08,7.4e+08,-5000000.00000001,7.35e+08,7.35e+08,4.17192e+11,3.33408e+11,1.1657e+10,2.308e+09,9.274e+09,6.0545e+10,1.7612e+10,1.6718e+10,3.05733e+11,7.57255e+11,6.52316e+11,3.61168e+11,2.91148e+11,9.813e+09,1.221e+10,1.9594e+10,2.1399e+10,7.15332e+11,0,2.4488e+10,6e+06,2.4482e+10,-1.3814e+10,1.8931e+10,1.2285e+10,4.189e+10,32999999.9999999,4.1923e+10,7.57255e+11,7.4e+08,-13000000.0000001,1.97e+09,1.97e+09,-5.85e+08,2.112e+09,1.5415e+10,-2.298e+10,3.8395e+10,-1.7998e+10,-2.583e+09,-3.16e+08,-6.12e+08,-1.66e+08,-4.46e+08,-1.035e+09,5.89e+08,-2.18e+08,5.1e+07,-2.69e+08,-1.78e+08,-8.13e+08,-2.137e+09,-2.608e+09,-2.608e+09,1.3e+07,-2.595e+09,8.3e+08,2.9407e+10,0.05913,0.05156,0.01753,0.00097,17.063,0.03883,1.63734,1.60656,31.75763,93.317,0.70394,0.00141,0.42993,14.21084,13.9917
"25","2016_Q2",57.59921875,"Up",1.4329e+10,6.297e+09,3.67e+09,4.362e+09,2.504e+09,1.881e+09,2.007e+09,-2.3e+07,-8.583e+09,-7.031e+09,-1.552e+09,-4.014e+09,1.732e+09,1.732e+09,1.732e+09,-3.68e+08,5e+06,1.369e+09,1.369e+09,-3.3e+07,1.336e+09,1.336e+09,4.3242e+11,3.47725e+11,1.1805e+10,2.411e+09,9.4e+09,6.1079e+10,2.2492e+10,1.5998e+10,3.02085e+11,7.72995e+11,6.62347e+11,3.74473e+11,2.87874e+11,3.915e+09,1.618e+10,1.9608e+10,2.168e+10,7.2373e+11,0,2.4426e+10,6e+06,2.442e+10,-1.4093e+10,1.9843e+10,1.9066e+10,4.9242e+10,2.3e+07,4.9265e+10,7.72995e+11,1.369e+09,1.67e+08,5.426e+09,5.426e+09,-6.35e+08,6.327e+09,-2.505e+09,-3.9743e+10,3.7238e+10,-2.43e+08,-2.748e+09,-3.18e+08,-2.65e+08,2.2e+07,-2.87e+08,-3.4e+08,5.3e+07,-4.53e+08,2.3e+07,-4.76e+08,1.464e+09,7.18e+08,1.146e+09,4.725e+09,4.725e+09,1.55e+08,4.88e+09,1.899e+09,2.3523e+10,0.12087,0.09324,0.02712,0.00173,14.69055,0.03043,3.00022,2.94793,32.17831,110.58163,0.71413,0.00219,0.23802,0.54292,0.59527
"26","2016_Q3",59.09296875,"Up",1.4439e+10,6.935e+09,3.789e+09,3.715e+09,2.196e+09,1.433e+09,1.444e+09,8.6e+07,-9.645e+09,-7.989e+09,-1.656e+09,-3.453e+09,1.341e+09,1.341e+09,1.341e+09,-4.31e+08,1.5e+07,9.25e+08,9.25e+08,-4e+06,9.21e+08,9.21e+08,4.5188e+11,3.66275e+11,1.193e+10,2.485e+09,9.496e+09,6.1694e+10,2.4142e+10,1.6152e+10,3.04316e+11,7.9649e+11,6.77793e+11,3.85666e+11,2.92127e+11,2.77e+09,1.9783e+10,1.8986e+10,2.198e+10,7.41312e+11,0,2.4463e+10,6e+06,2.4457e+10,-1.4432e+10,2.0451e+10,2.4667e+10,5.5149e+10,2.9e+07,5.5178e+10,7.9649e+11,9.25e+08,2.57e+08,6.52e+09,6.52e+09,-5.05e+08,7.197e+09,9.305e+09,-2.4793e+10,3.4098e+10,-1.4346e+10,-5.041e+09,-3.13e+08,-8.8e+08,1.8e+07,-8.98e+08,-1.042e+09,1.44e+08,-3.45e+08,3.1e+07,-3.76e+08,1.36e+09,-3.84e+08,-561999999.999999,1.594e+09,1.594e+09,5.6e+07,1.65e+09,1.598e+09,2.1756e+10,0.09287,0.06379,0.01669,0.00116,13.43492,0.02731,2.08796,2.04986,32.73407,125.02607,0.70959,0.00159,0.33985,-1.49312,-1.77927
"27","2016_Q4",73.6366666666667,"Up",1.6961e+10,9.635e+09,4.073e+09,3.253e+09,2.495e+09,8.13e+08,8.42e+08,-5.5e+07,-1.1548e+10,-1.0155e+10,-1.393e+09,-3.098e+09,2.315e+09,2.315e+09,2.315e+09,-5.01e+08,1.8e+07,1.832e+09,1.832e+09,-5e+06,1.827e+09,1.827e+09,4.65771e+11,3.77885e+11,1.2031e+10,2.471e+09,9.765e+09,6.3619e+10,2.4728e+10,1.6975e+10,3.12391e+11,8.19865e+11,6.97837e+11,3.98805e+11,2.99032e+11,3.629e+09,2.0363e+10,1.8758e+10,2.2304e+10,7.62891e+11,0,2.4526e+10,6e+06,2.452e+10,-1.4989e+10,2.1969e+10,2.4925e+10,5.6431e+10,5.43e+08,5.6974e+10,8.19865e+11,1.832e+09,-2.2e+07,7.86e+08,7.86e+08,9.54e+08,3.55e+09,5.426e+09,-2.8088e+10,3.3514e+10,-1.0721e+10,-5.295e+09,-3.08e+08,1.658e+09,4.76e+08,1.182e+09,-7e+07,1.252e+09,-5.48e+08,5.8e+07,-6.06e+08,1.869e+09,-4.89e+08,2.182e+09,4.37e+08,4.37e+08,1.49e+08,5.86e+08,2.293e+09,2.2387e+10,0.13649,0.10772,0.03207,0.00223,13.39016,0.02731,4.19133,4.11209,38.9103,129.45859,0.70658,0.00267,0.16858,-1.02093,-1.01123
"28","2017_Q1",84.3770967741935,"Up",1.305e+10,8.097e+09,3.988e+09,9.65e+08,2.463e+09,-1.933e+09,-1.877e+09,4.35e+08,-9.642e+09,-8.457e+09,-1.185e+09,-3.091e+09,3.17e+08,3.17e+08,3.17e+08,-3.5e+07,1.1e+07,2.93e+08,2.93e+08,-9e+06,2.84e+08,2.84e+08,4.4424e+11,3.56531e+11,1.1755e+10,2.144e+09,9.748e+09,6.4062e+10,1.4127e+10,1.7661e+10,3.07934e+11,7.83962e+11,6.7946e+11,3.86113e+11,2.93347e+11,3.283e+09,1.4745e+10,1.8041e+10,2.2345e+10,7.37874e+11,0,2.4612e+10,6e+06,2.4606e+10,-1.5316e+10,2.1946e+10,1.4621e+10,4.5863e+10,2.25e+08,4.6088e+10,7.83962e+11,2.93e+08,-8.4e+07,-1.754e+09,-1.754e+09,-7.14e+08,-2.259e+09,2.805e+09,-3.1157e+10,3.3962e+10,-1.1272e+10,-8.467e+09,-3.61e+08,-2.32e+08,-2.24e+08,-8e+06,-1.301e+09,1.293e+09,-3.47e+08,3.14e+08,-6.61e+08,8.06e+08,5.69e+08,4.35e+08,-1.0291e+10,-1.0291e+10,-3.1e+08,-1.0601e+10,2.33e+08,2.1324e+10,0.02429,0.02176,0.00616,0.00036,16.01011,0.0272,0.659700000000001,0.64604,30.31359,106.53426,0.83856,0.00084,1.27113,30.88841,22.70347
