"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","raw_materials","work_in_process","finished_goods","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","short_term_borrowings","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",68.8282258064516,"Up",7.497e+09,-3.935e+09,3.562e+09,-1.884e+09,-1.487e+09,-3.97e+08,1.678e+09,-3.4e+07,1.644e+09,1.644e+09,-4.64e+08,1.18e+09,1.18e+09,-1.9e+07,1.161e+09,1.161e+09,5.018e+09,3.029e+09,1.989e+09,4.409e+09,4.409e+09,3.842e+09,1.163e+09,8.96e+08,1.783e+09,1.225e+09,1.225e+09,1.4494e+10,7.939e+09,2.2042e+10,-1.4103e+10,1.0504e+10,1.847e+09,7.216e+09,1.394e+09,1.9985e+10,3.4479e+10,2.79e+09,1.805e+09,3.01e+08,6.84e+08,1.506e+09,1.506e+09,2.299e+09,2.299e+09,6.595e+09,4.852e+09,4.891e+09,3.114e+09,1.777e+09,9.743e+09,1.6338e+10,4.007e+09,9e+06,3.998e+09,-1.1965e+10,3.015e+10,-4.548e+09,1.7644e+10,4.97e+08,1.8141e+10,3.4479e+10,1.18e+09,3.22e+08,-1.2e+07,3.6e+07,3e+06,-5.1e+07,-1.45e+08,6e+07,-1e+08,-9e+06,-9.6e+07,1.345e+09,-3.51e+08,7e+06,-3.58e+08,-3.58e+08,-8.35e+08,1.167e+09,-2.002e+09,1e+07,-1.28e+09,-4.08e+08,5e+06,-2e+06,7e+06,0,-3.4e+07,2.93e+08,-3.27e+08,-6e+06,-4.43e+08,-3.78e+08,-3.78e+08,9.9e+07,-2.79e+08,2e+09,6.358e+09,1.968e+09,0.47512,0.22382,0.15486,0.064,0.03367,1.69509,2.19773,0.90061,0.1844,1.67532,1.65126,10.81818,25.46032,2.83983,0.58874,6,0.05339,0.06696,0.35142,0.67,0.79857
"12","2013_Q1",77.2641666666667,"Up",7.387e+09,-3.991e+09,3.396e+09,-1.953e+09,-1.535e+09,-4.18e+08,1.443e+09,-3.4e+07,1.409e+09,1.409e+09,-4.05e+08,1.004e+09,1.004e+09,-1.3e+07,9.91e+08,9.91e+08,4.531e+09,2.883e+09,1.648e+09,4.061e+09,4.061e+09,3.837e+09,1.186e+09,8.97e+08,1.754e+09,1.201e+09,1.201e+09,1.363e+10,8.378e+09,2.2525e+10,-1.4147e+10,1.0543e+10,1.925e+09,7.385e+09,1.217e+09,2.0246e+10,3.3876e+10,2.834e+09,1.762e+09,3.71e+08,7.01e+08,1.085e+09,1.085e+09,2.281e+09,2.281e+09,6.2e+09,4.916e+09,4.72e+09,3.086e+09,1.634e+09,9.636e+09,1.5836e+10,4.053e+09,9e+06,4.044e+09,-1.2407e+10,3.0679e+10,-4.75e+09,1.7575e+10,4.65e+08,1.804e+10,3.3876e+10,1.004e+09,3.32e+08,-8e+07,4.2e+07,-5.6e+07,-6.6e+07,4.82e+08,3.6e+08,1.17e+08,-6.9e+07,7.4e+07,1.738e+09,-4.81e+08,2.6e+07,-5.07e+08,-5.07e+08,7.27e+08,1.906e+09,-1.179e+09,0,-5.52e+08,-4.07e+08,-4.75e+08,0,-4.75e+08,-5.94e+08,-4.74e+08,2.4e+08,-7.14e+08,1.2e+07,-1.344e+09,-1.58e+08,-1.58e+08,1.2e+07,-1.46e+08,1.775e+09,6.001e+09,2.181e+09,0.45973,0.19534,0.13415,0.05493,0.02925,2.20081,2.19839,0.87783,0.17715,1.43312,1.41289,10.68257,25.41576,3.15401,0.58858,4,0.04861,0.07583,0.4107,0.82817,1.01871
"13","2013_Q2",82.77796875,"Up",7.634e+09,-3.969e+09,3.665e+09,-2.019e+09,-1.589e+09,-4.3e+08,1.646e+09,-2.9e+07,1.617e+09,1.617e+09,-4.7e+08,1.147e+09,1.147e+09,-1.8e+07,1.129e+09,1.129e+09,4.376e+09,2.928e+09,1.448e+09,4.418e+09,4.418e+09,3.819e+09,1.179e+09,8.65e+08,1.775e+09,1.242e+09,1.242e+09,1.3855e+10,8.318e+09,2.2468e+10,-1.415e+10,1.0243e+10,1.84e+09,7.247e+09,1.137e+09,2.0174e+10,3.4029e+10,2.678e+09,1.82e+09,3.92e+08,4.66e+08,1.072e+09,1.072e+09,2.187e+09,2.187e+09,5.937e+09,4.864e+09,4.7e+09,3.014e+09,1.686e+09,9.564e+09,1.5501e+10,4.188e+09,9e+06,4.179e+09,-1.2178e+10,3.1073e+10,-5.001e+09,1.8082e+10,4.46e+08,1.8528e+10,3.4029e+10,1.147e+09,3.36e+08,1.92e+08,1.03e+08,6.1e+07,2.8e+07,-6.81e+08,-4.47e+08,-2.8e+07,9.7e+07,-3.03e+08,9.94e+08,-3.14e+08,1e+07,-3.24e+08,-3.24e+08,-9.6e+07,1.671e+09,-1.767e+09,5e+06,-4.05e+08,-4.4e+08,-9e+06,-1.3e+07,4e+06,-5e+06,-6.7e+07,7.38e+08,-8.05e+08,3e+07,-4.86e+08,1.03e+08,1.03e+08,-5.8e+07,4.5e+07,1.982e+09,5.936e+09,1.457e+09,0.48009,0.21561,0.14789,0.06093,0.03318,1.29052,2.33367,0.83663,0.17444,1.63363,1.60803,11.04616,26.16409,2.10823,0.63667,3,0.0538,0.04996,0.38973,0.78708,0.94775
"14","2013_Q3",89.1575,"Up",7.752e+09,-4.013e+09,3.739e+09,-2.037e+09,-1.61e+09,-4.27e+08,1.702e+09,-3.1e+07,1.671e+09,1.671e+09,-4.58e+08,1.213e+09,1.213e+09,-1.6e+07,1.197e+09,1.197e+09,4.252e+09,2.942e+09,1.31e+09,4.542e+09,4.542e+09,3.919e+09,1.222e+09,9.05e+08,1.792e+09,1.27e+09,1.27e+09,1.3983e+10,8.329e+09,2.2417e+10,-1.4088e+10,1.0122e+10,1.786e+09,7.231e+09,1.083e+09,2.0147e+10,3.413e+10,2.969e+09,1.92e+09,4.6e+08,5.89e+08,1.062e+09,1.062e+09,2.304e+09,2.304e+09,6.335e+09,4.884e+09,4.592e+09,2.909e+09,1.683e+09,9.476e+09,1.5811e+10,4.252e+09,9e+06,4.243e+09,-1.2926e+10,3.1716e+10,-5.166e+09,1.7876e+10,4.43e+08,1.8319e+10,3.413e+10,1.213e+09,3.35e+08,6.7e+07,4.7e+07,-2.4e+07,4.4e+07,6.4e+07,-1.81e+08,-1.39e+08,1.02e+08,2.82e+08,1.679e+09,-3.86e+08,8e+06,-3.94e+08,-3.94e+08,4.4e+07,1.277e+09,-1.233e+09,-999999.999999999,-3.35e+08,-4.36e+08,-4e+06,1000000.00000006,-5e+06,-7e+06,-8.25e+08,3.65e+08,-1.19e+09,2.4e+07,-1.241e+09,1.03e+08,1.03e+08,-8.9e+07,1.4e+07,2.037e+09,5.946e+09,2.173e+09,0.48233,0.21956,0.15441,0.06534,0.03507,1.81537,2.20726,0.86309,0.17422,1.73932,1.7122,11.26417,25.97501,3.15751,0.63354,7,0.05659,0.0753,0.36424,0.83162,0.9953
"15","2013_Q4",98.19703125,"Up",7.916e+09,-4.148e+09,3.768e+09,-2.029e+09,-1.609e+09,-4.2e+08,1.739e+09,-2.3e+07,1.716e+09,1.716e+09,-4.71e+08,1.245e+09,1.245e+09,-1.5e+07,1.23e+09,1.23e+09,3.311e+09,2.34e+09,9.71e+08,4.594e+09,4.594e+09,3.948e+09,1.213e+09,9.36e+08,1.799e+09,1.429e+09,1.429e+09,1.3282e+10,8.448e+09,2.2869e+10,-1.4421e+10,1.0177e+10,1.745e+09,7.342e+09,1.066e+09,2.0322e+10,3.3604e+10,2.779e+09,1.718e+09,3.73e+08,6.88e+08,2.244e+09,2.244e+09,2.416e+09,2.416e+09,7.439e+09,3.533e+09,4.38e+09,2.694e+09,1.686e+09,7.913e+09,1.5352e+10,4.318e+09,9e+06,4.309e+09,-1.4124e+10,3.2412e+10,-4.81e+09,1.7796e+10,4.56e+08,1.8252e+10,3.3604e+10,1.245e+09,3.43e+08,-1.18e+08,4.7e+07,-9.1e+07,-7.4e+07,-3.19e+08,-1.5e+07,1.2e+07,-2.25e+08,-9.1e+07,1.151e+09,-3.36e+08,6.8e+07,-4.04e+08,-4.04e+08,3.65e+08,9.54e+08,-5.89e+08,9e+06,3.8e+07,-4.31e+08,-2.21e+08,6.19e+08,-8.4e+08,-8.41e+08,-1.274e+09,2.69e+08,-1.543e+09,1e+07,-1.916e+09,-7.27e+08,-7.27e+08,1.25e+08,-6.02e+08,2.082e+09,5.777e+09,1.898e+09,0.476,0.21968,0.15538,0.06739,0.0366,1.54309,1.78546,0.84111,0.17191,1.80936,1.77797,11.6446,26.17829,2.792,0.63401,7,0.05847,0.06681,0.35041,1.18444,1.41806
"16","2014_Q1",103.041147540984,"Up",7.569e+09,-3.976e+09,3.593e+09,-2.014e+09,-1.576e+09,-4.38e+08,1.579e+09,-2.1e+07,1.558e+09,1.558e+09,-4.42e+08,1.116e+09,1.116e+09,-1.3e+07,1.103e+09,1.103e+09,3.337e+09,2.581e+09,7.56e+08,4.253e+09,4.253e+09,3.864e+09,1.139e+09,9.35e+08,1.79e+09,1.279e+09,1.279e+09,1.2733e+10,8.652e+09,2.3068e+10,-1.4416e+10,1.059e+10,1.688e+09,7.345e+09,9.8e+08,2.0817e+10,3.355e+10,2.924e+09,1.799e+09,4.17e+08,7.08e+08,1.683e+09,1.683e+09,2.891e+09,2.891e+09,7.498e+09,4.326e+09,3.778e+09,1.794e+09,1.984e+09,8.104e+09,1.5602e+10,4.384e+09,9e+06,4.375e+09,-1.5385e+10,3.2416e+10,-3.913e+09,1.7502e+10,4.46e+08,1.7948e+10,3.355e+10,1.116e+09,3.57e+08,-8.9e+07,4.3e+07,-1.13e+08,-1.9e+07,6.09e+08,3.06e+08,6.9e+07,41999999.9999999,1.92e+08,1.993e+09,-5.01e+08,4.2e+07,-5.43e+08,-5.43e+08,3.14e+08,7.65e+08,-4.51e+08,3.3e+07,-1.54e+08,-4.23e+08,1.97e+08,-6.09e+08,8.06e+08,-6e+06,-1.437e+09,2.37e+08,-1.674e+09,6e+07,-1.603e+09,2.36e+08,2.36e+08,5e+06,2.41e+08,1.936e+09,6.009e+09,2.486e+09,0.4747,0.20861,0.14573,0.06146,0.03288,2.25385,1.69819,0.86929,0.17911,1.64996,1.61873,11.32236,26.181,3.71877,0.63276,7,0.05502,0.08963,0.3835,1.38017,1.69221
"17","2014_Q2",109.513333333333,"Up",7.831e+09,-4.031e+09,3.8e+09,-2.084e+09,-1.632e+09,-4.52e+08,1.716e+09,-2.8e+07,1.688e+09,1.688e+09,-4.63e+08,1.225e+09,1.225e+09,-1.8e+07,1.207e+09,1.207e+09,2.814e+09,1.954e+09,8.6e+08,4.598e+09,4.598e+09,3.972e+09,1.17e+09,9.56e+08,1.846e+09,1.378e+09,1.378e+09,1.2762e+10,8.63e+09,2.3241e+10,-1.4611e+10,1.0675e+10,1.631e+09,7.357e+09,1.063e+09,2.0785e+10,3.3547e+10,2.838e+09,1.866e+09,4.81e+08,4.91e+08,2.176e+09,2.176e+09,2.436e+09,2.436e+09,7.45e+09,4.401e+09,3.772e+09,1.809e+09,1.963e+09,8.173e+09,1.5623e+10,4.554e+09,9e+06,4.545e+09,-1.6577e+10,3.3312e+10,-3.841e+09,1.7448e+10,4.76e+08,1.7924e+10,3.3547e+10,1.225e+09,3.5e+08,4.4e+07,1.22e+08,-8.3e+07,5e+06,-5.27e+08,-3.47e+08,-1.31e+08,8.4e+07,-1.33e+08,1.092e+09,-2.9e+08,3e+06,-2.93e+08,-2.93e+08,-2e+06,5.99e+08,-6.01e+08,5e+06,-2.87e+08,-5.66e+08,5.74e+08,4.66e+08,1.08e+08,-6.4e+07,-1.441e+09,2.67e+08,-1.708e+09,3.4e+07,-1.399e+09,-5.94e+08,-5.94e+08,-3.3e+07,-6.27e+08,2.066e+09,6.577e+09,1.712e+09,0.48525,0.21913,0.15413,0.06734,0.03598,1.41839,1.71302,0.87162,0.19605,1.82464,1.78947,11.83825,26.37642,2.58806,0.85563,7,0.06271,0.06055,0.46893,1.82139,2.19289
"18","2014_Q3",112.82359375,"Up",8.134e+09,-4.184e+09,3.95e+09,-2.094e+09,-1.646e+09,-4.48e+08,1.856e+09,-3.6e+07,1.82e+09,1.82e+09,-5.37e+08,1.283e+09,1.283e+09,-1.6e+07,1.267e+09,1.267e+09,3.009e+09,2.125e+09,8.84e+08,4.759e+09,4.759e+09,4.093e+09,1.22e+09,9.75e+08,1.898e+09,1.332e+09,1.332e+09,1.3193e+10,8.685e+09,2.3447e+10,-1.4762e+10,1.0775e+10,1.603e+09,7.422e+09,1.078e+09,2.0777e+10,3.397e+10,2.978e+09,1.844e+09,4.78e+08,6.56e+08,1.65e+09,1.65e+09,2.412e+09,2.412e+09,7.04e+09,5.323e+09,3.761e+09,1.829e+09,1.932e+09,9.084e+09,1.6124e+10,4.65e+09,9e+06,4.641e+09,-1.7466e+10,3.3836e+10,-3.666e+09,1.7354e+10,4.92e+08,1.7846e+10,3.397e+10,1.283e+09,3.58e+08,1.16e+08,5.2e+07,4.7e+07,1.7e+07,-1.17e+08,-1.37e+08,-1.11e+08,-2.7e+07,1.58e+08,1.64e+09,-3.06e+08,3.5e+07,-3.41e+08,-3.41e+08,1.35e+08,3.83e+08,-2.48e+08,-2.7e+07,-2.92e+08,-5.56e+08,4.47e+08,-4.04e+08,8.51e+08,-55000000.0000001,-1.108e+09,3.18e+08,-1.426e+09,3.2e+07,-1.185e+09,1.63e+08,1.63e+08,8e+06,1.71e+08,2.214e+09,6.973e+09,2.328e+09,0.48562,0.22818,0.15577,0.071,0.0373,1.83741,1.87401,0.90351,0.20527,1.94325,1.90641,12.47546,26.61656,3.57055,0.85276,7,0.06379,0.08146,0.43883,1.79042,2.13578
"19","2014_Q4",121.175,"Up",8.137e+09,-4.205e+09,3.932e+09,-2.031e+09,-1.597e+09,-4.34e+08,1.901e+09,-2.1e+07,1.88e+09,1.88e+09,-5.69e+08,1.311e+09,1.311e+09,-8e+06,1.303e+09,1.303e+09,2.696e+09,1.929e+09,7.67e+08,4.711e+09,4.711e+09,3.945e+09,1.167e+09,9.28e+08,1.85e+09,1.329e+09,1.329e+09,1.2681e+10,8.499e+09,2.3095e+10,-1.4596e+10,1.0383e+10,1.516e+09,7.213e+09,9.34e+08,2.0095e+10,3.2776e+10,2.906e+09,1.796e+09,3.82e+08,7.28e+08,2.119e+09,2.119e+09,2.68e+09,2.68e+09,7.705e+09,5.225e+09,3.64e+09,1.849e+09,1.791e+09,8.865e+09,1.657e+10,4.286e+09,9e+06,4.277e+09,-1.8489e+10,3.4484e+10,-4.108e+09,1.6173e+10,3.3e+07,1.6206e+10,3.2776e+10,1.311e+09,3.5e+08,6e+07,4.7e+07,-2.5e+07,3.8e+07,-1e+07,-1.03e+08,1e+07,-2e+06,8.5e+07,1.711e+09,-2.91e+08,7.8e+07,-3.69e+08,-3.69e+08,2.5e+08,4.29e+08,-1.79e+08,4.2e+07,1e+06,-5.5e+08,4.27e+08,1.873e+09,-1.446e+09,-1.432e+09,-1.085e+09,1.54e+08,-1.239e+09,-6.81e+08,-1.889e+09,-1.77e+08,-1.77e+08,-1.9e+07,-1.96e+08,2.251e+09,7.344e+09,2.519e+09,0.48322,0.23362,0.16013,0.0804,0.03975,1.93323,1.64581,1.02246,0.22407,2.01953,1.98024,12.61159,25.06665,3.90422,0.85245,7,0.06815,0.09264,0.4221,2.06486,2.44503
"20","2015_Q1",130.883114754098,"Up",7.719e+09,-4.027e+09,3.692e+09,-2.03e+09,-1.594e+09,-4.36e+08,1.662e+09,-2.4e+07,1.638e+09,1.638e+09,-4.59e+08,1.179e+09,1.179e+09,-9.31322574615479e-10,1.179e+09,1.179e+09,3.336e+09,1.897e+09,1.439e+09,4.238e+09,4.238e+09,3.706e+09,1.081e+09,9.02e+08,1.723e+09,1.023e+09,1.023e+09,1.2303e+10,8.489e+09,2.2841e+10,-1.4352e+10,1.03e+10,1.435e+09,7.05e+09,1.769e+09,1.8906e+10,3.1209e+10,2.974e+09,1.807e+09,4.35e+08,7.32e+08,1.06e+08,1.06e+08,2.884e+09,2.884e+09,5.964e+09,6.705e+09,5.398e+09,3.843e+09,1.555e+09,1.2103e+10,1.8067e+10,4.388e+09,9e+06,4.379e+09,-1.9307e+10,3.4317e+10,-6.289e+09,1.3109e+10,33000000.0000001,1.3142e+10,3.1209e+10,1.179e+09,3.5e+08,-7.7e+07,5.9e+07,-8.5e+07,-5.1e+07,7.31e+08,3.19e+08,1.19e+08,2e+07,2.73e+08,2.183e+09,-4.71e+08,1.9e+07,-4.9e+08,-4.9e+08,3.71e+08,6.23e+08,-2.52e+08,8.2e+07,-1.8e+07,-5.44e+08,-4.38e+08,-1.908e+09,1.47e+09,-7.4e+07,-1.05e+09,2.29e+08,-1.279e+09,-9.8e+07,-2.13e+09,35000000.0000002,35000000.0000002,-6.7e+07,-32000000.0000001,2.012e+09,6.811e+09,2.731e+09,0.4783,0.21531,0.15274,0.08971,0.03778,2.31637,2.06288,1.37475,0.21824,1.84767,1.81134,12.09685,20.5438,4.27989,0.85253,8,0.06797,0.10773,0.46141,1.72714,2.09085
"21","2015_Q2",128.122380952381,"Down",7.578e+09,-3.821e+09,3.757e+09,-2.027e+09,-1.564e+09,-4.63e+08,1.73e+09,-2.7e+07,1.703e+09,1.703e+09,-5.02e+08,1.201e+09,1.201e+09,-2e+06,1.199e+09,1.199e+09,2.809e+09,1.791e+09,1.018e+09,4.408e+09,4.408e+09,3.704e+09,1.116e+09,8.75e+08,1.713e+09,1.597e+09,1.597e+09,1.2518e+10,8.286e+09,2.2473e+10,-1.4187e+10,9.724e+09,1.396e+09,6.934e+09,1.338e+09,1.8125e+10,3.0643e+10,2.711e+09,1.801e+09,4.64e+08,4.46e+08,1.32e+08,1.32e+08,2.239e+09,2.239e+09,5.082e+09,6.459e+09,5.15e+09,3.764e+09,1.386e+09,1.1609e+10,1.6691e+10,4.616e+09,9e+06,4.607e+09,-1.9458e+10,3.508e+10,-6.321e+09,1.3917e+10,3.5e+07,1.3952e+10,3.0643e+10,1.201e+09,3.39e+08,1.24e+08,1.38e+08,4.4e+07,-5.8e+07,-5.84e+08,-2.96e+08,-1.31e+08,5.6e+07,-2.13e+08,1.08e+09,-2.87e+08,4e+06,-2.91e+08,-2.91e+08,4.14e+08,6.05e+08,-1.91e+08,4e+06,0,-6.52e+08,-4e+06,-4e+06,2823025133.64867,625102868.972243,-5.77e+08,3.09e+08,-8.86e+08,7.9e+07,-1.154e+09,-7.4e+07,-7.4e+07,-3.2e+07,-1.06e+08,2.069e+09,6.591e+09,1.7e+09,0.49578,0.22829,0.15822,0.08594,0.03913,1.41785,2.4632,1.19632,0.21509,1.88463,1.84689,11.91135,21.8752,2.67212,1.02483,7,0.07204,0.06617,0.54379,1.82794,2.18613
"22","2015_Q3",118.24625,"Down",7.686e+09,-3.858e+09,3.828e+09,-1.988e+09,-1.55e+09,-4.38e+08,1.84e+09,-2.8e+07,1.812e+09,1.812e+09,-5.09e+08,1.303e+09,1.303e+09,-3e+06,1.3e+09,1.3e+09,3.485e+09,2.983e+09,5.02e+08,4.578e+09,4.578e+09,3.847e+09,1.132e+09,9.5e+08,1.765e+09,1.521e+09,1.521e+09,1.3431e+10,8.389e+09,2.2851e+10,-1.4462e+10,9.449e+09,1.355e+09,6.985e+09,1.055e+09,1.7957e+10,3.1388e+10,2.623e+09,1.714e+09,3.27e+08,5.82e+08,85999999.9999999,85999999.9999999,2.386e+09,2.386e+09,5.095e+09,8.431e+09,4.732e+09,3.683e+09,1.049e+09,1.3163e+10,1.8258e+10,4.694e+09,9e+06,4.685e+09,-2.0983e+10,3.5615e+10,-6.233e+09,1.3093e+10,3.7e+07,1.313e+10,3.1388e+10,1.303e+09,3.44e+08,3.27e+08,4.9e+07,2.51e+08,2.7e+07,-6.36e+08,-1.5e+08,-1.38e+08,-9e+07,-2.58e+08,1.338e+09,-3.6e+08,1e+07,-3.7e+08,-3.7e+08,5.14e+08,6.64e+08,-1.5e+08,1.5e+07,1.66e+08,-6.46e+08,1.88e+09,-3.5e+07,1.915e+09,-1e+07,-1.554e+09,1.41e+08,-1.695e+09,0,-3.2e+08,1.184e+09,1.184e+09,8e+06,1.192e+09,2.184e+09,8.517e+09,1.697e+09,0.49805,0.2394,0.16914,0.09901,0.04142,1.30538,2.63611,1.39056,0.27135,2.05892,2.02177,12.17295,20.73646,2.68768,1.02312,7,0.07377,0.06433,0.49692,2.30403,2.73478
"23","2015_Q4",124.459375,"Up",7.712e+09,-3.877e+09,3.835e+09,-1.959e+09,-1.53e+09,-4.29e+08,1.876e+09,-3.1e+07,1.845e+09,1.845e+09,-5.47e+08,1.298e+09,1.298e+09,-2e+06,1.296e+09,1.296e+09,1.758e+09,1.605e+09,1.53e+08,4.61e+09,4.61e+09,3.709e+09,1.061e+09,9.03e+08,1.745e+09,1.531e+09,1.531e+09,1.1608e+10,8.47e+09,2.294e+10,-1.447e+10,1.3055e+10,2.632e+09,9.354e+09,1.009e+09,2.165e+10,3.3258e+10,2.389e+09,1.6e+09,1.05e+08,6.84e+08,2.279e+09,2.279e+09,2.364e+09,2.364e+09,7.032e+09,8.974e+09,5.028e+09,3.462e+09,1.566e+09,1.4002e+10,2.1034e+10,4.74e+09,9e+06,4.731e+09,-2.2322e+10,3.6235e+10,-6.467e+09,1.2186e+10,3.8e+07,1.2224e+10,3.3258e+10,1.298e+09,3.55e+08,2.4e+08,4.6e+07,9.8e+07,9.6e+07,-2.29e+08,-3.2e+07,1.3e+08,-7.8e+07,-2.49e+08,1.664e+09,-3.51e+08,3e+06,-3.54e+08,-3.54e+08,3.28e+08,4.73e+08,-1.45e+08,3e+06,-2.777e+09,-6.35e+08,1.911e+09,1.199e+09,7.12e+08,-7.83e+08,-1.455e+09,6.8e+07,-1.523e+09,-4.1e+07,-2.2e+08,-1.333e+09,-1.333e+09,-4.5e+07,-1.378e+09,2.231e+09,1.1253e+10,2.198e+09,0.49728,0.24326,0.16805,0.10602,0.03897,1.69599,1.65074,1.72071,0.33835,2.0883,2.05258,12.42668,19.63584,3.54173,1.0232,6,0.06774,0.07711,0.48997,4.25594,5.0613
"24","2016_Q1",125.344590163934,"Up",7.298e+09,-3.827e+09,3.471e+09,-2.018e+09,-1.585e+09,-4.33e+08,1.453e+09,-3.7e+07,1.416e+09,1.463e+09,-4.24e+08,1.039e+09,1.039e+09,-1e+06,1.038e+09,1.038e+09,1.916e+09,1.798e+09,1.18e+08,4.154e+09,4.154e+09,3.518e+09,1.008e+09,8.55e+08,1.655e+09,1.398e+09,1.398e+09,1.0986e+10,8.515e+09,2.3098e+10,-1.4583e+10,1.3256e+10,2.601e+09,9.249e+09,1.218e+09,2.1897e+10,3.2883e+10,2.67e+09,1.694e+09,3.32e+08,6.44e+08,2.044e+09,2.044e+09,2.404e+09,2.404e+09,7.118e+09,8.753e+09,5.544e+09,3.52e+09,2.024e+09,1.4297e+10,2.1415e+10,4.8e+09,9e+06,4.791e+09,-2.3308e+10,3.6296e+10,-6.359e+09,1.1429e+10,3.9e+07,1.1468e+10,3.2883e+10,1.039e+09,3.97e+08,6.8e+07,4.3e+07,1999999.99999997,2.3e+07,8.34e+08,4.2e+08,1.42e+08,1.21e+08,1.51e+08,2.338e+09,-4.3e+08,1.6e+07,-4.46e+08,-4.46e+08,4.4e+07,2.1e+08,-1.66e+08,8e+07,-2.06e+08,-6.28e+08,-3.05e+08,-3e+08,-4999999.99999988,-7e+06,-1.017e+09,1.17e+08,-1.134e+09,-4e+06,-1.954e+09,1.78e+08,1.78e+08,1.5e+07,1.93e+08,1.85e+09,1.0797e+10,2.678e+09,0.47561,0.1991,0.14223,0.09051,0.03157,2.57996,1.54341,1.86737,0.32835,1.69,1.66027,11.88212,18.60795,4.36014,1.02247,4,0.05991,0.0963,0.60501,4.80054,6.11218
"25","2016_Q2",138.44375,"Up",7.409e+09,-3.678e+09,3.731e+09,-1.943e+09,-1.493e+09,-4.5e+08,1.788e+09,-4.2e+07,1.746e+09,1.746e+09,-4.68e+08,1.278e+09,1.278e+09,-3e+06,1.275e+09,1.275e+09,1.513e+09,1.337e+09,1.76e+08,4.485e+09,4.485e+09,3.627e+09,1.157e+09,7.71e+08,1.699e+09,1.249e+09,1.249e+09,1.0874e+10,8.614e+09,2.3564e+10,-1.495e+10,1.3364e+10,2.551e+09,9.375e+09,1.212e+09,2.2108e+10,3.2982e+10,2.639e+09,1.581e+09,5.9e+08,4.68e+08,2.212e+09,2.212e+09,2.327e+09,2.327e+09,7.178e+09,8.927e+09,5.103e+09,3.454e+09,1.649e+09,1.403e+10,2.1208e+10,4.925e+09,9e+06,4.916e+09,-2.3716e+10,3.6785e+10,-6.261e+09,1.1733e+10,4.1e+07,1.1774e+10,3.2982e+10,1.278e+09,3.56e+08,1.09e+08,1.44e+08,-3.8e+07,3e+06,-4.83e+08,-2.45e+08,-3.7e+07,-1.16e+08,-8.5e+07,1.26e+09,-2.96e+08,1.8e+07,-3.14e+08,-3.14e+08,-6.1e+07,1.64e+08,-2.25e+08,2.5e+07,-2.8e+08,-6.72e+08,1.38e+08,1.38e+08,492900003.632523,-146434347.28702,-8.7e+08,3.57e+08,-1.227e+09,-2.2e+07,-1.426e+09,-4.46e+08,-4.46e+08,-1.5e+07,-4.61e+08,2.144e+09,1.1139e+10,1.833e+09,0.50358,0.24133,0.17209,0.10829,0.03866,1.43765,1.51491,1.80126,0.33773,2.09911,2.05215,12.19789,19.31676,3.01778,1.10635,4,0.0695,0.06543,0.52706,4.48974,5.38367
