"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",6.20803278688525,"Down",25272000,-15257000,10015000,-12847000,-10452000,-2391000,-4000,-2832000,22000,24000,-2000,-2810000,-2810000,411000,-2399000,-2415000,-2415000,-2415000,15471000,10152000,12866000,12866000,2921000,8638000,1165000,7473000,39896000,2333000,20657000,3751000,15150000,1756000,22990000,62886000,17594000,7838000,9756000,4900000,22494000,871000,806000,871000,23365000,143040000,-103519000,39521000,39521000,62886000,-2415000,-2415000,427000,1194000,411000.000000001,-383000,-91000,-6403000,204000,204000,135000,-6651000,-6651000,-6651000,-2405000,1.32348898008484e-23,-2496000,0.39629,-0.11206,-0.09556,-0.06111,-0.0384,1.03354,1.77363,0.5912,0,-0.07297,-0.07297,0.76364,1.1942,-0.07542,-0.05979,-0.06179,6.43285,5.46292
"33","2018_Q2",4.99421875,"Down",25475000,-15283000,10192000,-11784000,-9630000,-2089000,-65000,-1592000,54000,39000,15000,-1538000,-1538000,-41000,-1579000,-1579000,-1579000,-1579000,13447000,4780000,16528000,16528000,2796000,8377000,1397000,6980000,41148000,2297000,20474000,3568000,15150000,1756000,22771000,63919000,20653000,10418000,10235000,3975000,24628000,829000,764000,829000,25457000,143768000,-105306000,38462000,38462000,63919000,-1579000,-1579000,530000,524000,-1501000,-2026000,-229000,-3552000,165000,165000,206000,-5372000,-5372000,-5372000,-1062000,0,-2751000,0.40008,-0.06249,-0.06198,-0.04105,-0.0247,1.74224,1.67078,0.66187,0,-0.04756,-0.04756,0.7673,1.15846,-0.08286,-0.04019,-0.07002,12.66196,8.44661
"34","2018_Q3",5.08285714285714,"Up",24417000,-14756000,9661000,-11057000,-9080000,-1912000,-65000,-1396000,59000,41000,18000,-1337000,-1337000,-4000.00000000001,-1341000,-1341000,-1341000,-1341000,9909000,3498000,15402000,15402000,3402000,8063000,1033000,7030000,36776000,2262000,20316000,3410000,15150000,1756000,22578000,59354000,17039000,9423000,7616000,3928000,20967000,758000,693000,758000,21725000,144277000,-106648000,37629000,37629000,59354000,-1341000,-1341000,483000,478000,-2873000,-3253000,-163000,1965000,-114000,-114000,6000.00000000012,-1282000,-1282000,-1282000,-913000,0,-3945000,0.39567,-0.05717,-0.05492,-0.03564,-0.02259,2.94183,1.75399,0.57735,4.93038065763132e-32,-0.04034,-0.04034,0.73454,1.13201,-0.11868,-0.03493,-0.10277,10.85323,7.09814
"35","2018_Q4",4.28746031746032,"Down",23140000,-14248000,8892000,-11398000,-9450000,-1887000,-61000,-2506000,18000,9999.99999999999,8000,-2488000,-2488000,24000,-2464000,-2464000,-2464000,-2464000,10903000,7173000,14305000,14305000,3823000,6349000,747000,5602000,35380000,2283000,20160000,3254000,15150000,1756000,22443000,57823000,17295000,8694000,8601000,3920000,21215000,714000,649000,714000,21929000,145005000,-109111000,35894000,35894000,57823000,-2464000,-2464000,471000,533000,2591000,1131000,-219000,2346000,11000,11000,198000,3675000,3675000,3675000,-2035000,0,313000,0.38427,-0.1083,-0.10648,-0.06865,-0.04261,-0.12703,1.66769,0.61094,0,-0.074,-0.074,0.69492,1.07793,0.0094,-0.06731,0.00855,5.35774,4.35076
"36","2019_Q1",4.12688524590164,"Down",20275000,-13758000,6517000,-3957000,-6006000,2133000,-84000,2560000,46000,38000,8000,2606000,2606000,-15000,2591000,-2432000,-2432000,-2432000,9006000,7071000,16929000,16929000,2916000,7854000,1367000,6487000,36705000,1965000,19285000,3286000,15150000,849000,21250000,57955000,18347000,9441000,8906000,4883000,23230000,670000,605000,670000,23900000,145598000,-111543000,34055000,34055000,57955000,2591000,-2432000,-101000,308000,1155000,-1680000,125000,1586000,23000.0000000009,23000,-7999.99999999907,-102000,-102000,-102000,2459000,0,3754000,0.32143,0.12626,-0.11995,-0.07141,-0.04196,-1.54359,1.58007,0.70181,0,-0.07298,-0.07298,0.60844,1.02197,0.11265,-0.07004,0.10811,-3.66246,-3.51797
"37","2019_Q2",4.79920634920635,"Up",26607000,-16200000,10407000,-11978000,-10068000,-1844000,-66000,-1571000,23000,33000,-10000,-1548000,-1548000,-24000,-1572000,-1572000,-1572000,-1572000,35423000,15234000,16479000,16479000,2389000,8430000,1675000,6755000,62721000,1883000,32351000,3255000,15150000,13946000,34234000,96955000,20081000,8518000,11563000,4491000,24572000,12361000,12296000,12361000,36933000,173137000,-113115000,60022000,60022000,96955000,-1572000,-1572000,445000,1027000,-88000,-188000,-116000,-18586000,26765000,26765000,26937000,8163000,8163000,8163000,-1126000,0,-1306000,0.39114,-0.05904,-0.05908,-0.02619,-0.01621,0.83079,2.55254,0.61532,0,-0.04587,-0.04587,0.77644,1.75155,-0.03811,-0.02172,-0.01804,31.45915,22.54806
"38","2019_Q3",5.43875,"Up",25146000,-15291000,9855000,-10035000,-9746000,-59000,-230000,-180000,165000,48000,117000,-15000,-14999.9999999995,-1000,-16000,-2187000,-2187000,-2187000,29468000,9457000,16414000,16414000,2542000,10496000,2209000,8287000,58920000,2178000,42142000,6884000,20590000,14668000,44320000,103240000,21850000,11811000,10039000,5387000,27237000,12773000,12704000,12773000,40010000,178532000,-115302000,63230000,63230000,103240000,-15999.9999999995,-2187000,434000,902000,1431000,25000,-130000,-5869000,66999.9999999925,66999.9999999925,67000.0000000037,-5777000,-5777000,-5777000,254000,0,1556000,0.39191,-0.00715999999999997,-0.08697,-0.03459,-0.02118,-0.71148,2.16323,0.63277,3.85185988877447e-34,-0.05397,-0.05397,0.62049,1.56023,0.0384,-0.02878,0.02047,-116.01575,163.71111
"39","2019_Q4",5.0909375,"Down",26737000,-16104000,10633000,-11985000,-10542000,-1212000,-231000,-1352000,110000,67000,43000,-1242000,-1242000,-10000,-1252000,-2068000,-2068000,-2068000,27352000,10228000,17624000,17624000,3723000,9340000,1855000,7485000,58039000,2052000,42010000,6486000,20590000,14934000,44062000,102101000,22420000,10081000,12339000,5392000,27812000,12276000,12204000,12276000,40088000,179383000,-117370000,62013000,62013000,102101000,-1252000,-2068000,-303000,2302000,-2876000,-2198000,-89000,2772000,9000,9000,197000,771000,771000,771000,-1655000,0,-4610000,0.39769,-0.05057,-0.07735,-0.03335,-0.02025,2.22921,2.08683,0.64645,0,-0.05093,-0.05093,0.65848,1.52726,-0.11354,-0.02784,-0.06205,16.52689,20.23077
"40","2020_Q1",4.66451612903226,"Down",28913000,-16195000,12718000,-11739000,-10309000,-1200000,-230000,979000,228000,81000,147000,1207000,1207000,-125000,1082000,217000,217000,217000,25773000,14217000,16706000,16706000,3040000,13510000,2040000,9994000,59029000,1835000,41093000,6066000,20590000,14437000,42928000,101957000,19274000,8101000,11173000,7241000,26515000,12315000,12125000,12315000,38830000,176209000,-117153000,63127000,63127000,101957000,1082000,217000,1449000,-492000,-2935000,-1466000,-74000,5440000,166000,166000,161000.000000001,4135000,4135000,4135000,2428000,0,-456000,0.43987,0.03386,0.00751,0.00344000000000001,0.00213,-2.10138,2.22625,0.61511,2.40741243048404e-35,0.00534,0.00534,0.71127,1.45279,-0.01122,0.00288,-0.00604000000000001,-10.61491,-26.32584
"41","2020_Q2",4.17174603174603,"Down",2.8e+07,-17132000,10868000,-9867000,-8723000,-914000,-230000,1001000,70000,54000,16000,1071000,452000,-34000,418000,10348000,10348000,10348000,34471000,10172000,20863000,20863000,2769000,14545000,4447000,10098000,72648000,1897000,40200000,5911000,20590000,13699000,42097000,114745000,22809000,8652000,14157000,5856000,28665000,11924000,11726000,11924000,40589000,180961000,-106805000,74156000,74156000,114745000,418000,10348000,546000,1049000,-243000,-302000,-252000,-3774000,74000,74000,74000,-4002000,-4002000,-4002000,1547000,0,1086000,0.38814,0.03575,0.36957,0.13954,0.09018,0.10495,2.53438,0.54735,0,0.25405,0.24931,0.68742,1.82058,0.02666,0.12021,0.01262,-22.28248,-34.43656
"42","2020_Q3",4.63078125,"Up",29256000,-17898000,11358000,-10610000,-9246000,-1134000,-230000,748000,-1000,43000,-44000,747000,747000,-28000,719000,413000.000000002,413000.000000002,413000.000000002,37787000,15623000,17810000,17810000,3193000,14608000,4163000,10430000,73398000,1744000,39946000,5758000,20590000,13598000,41690000,115088000,21929000,8810000,13119000,5489000,27418000,11624000,11418000,11624000,39042000,182438000,-106392000,76046000,76046000,115088000,719000,413000,545000,894000,290000,2493000,-35999.9999999999,2105000,622000,622000,810000,5408000,5408000,5408000,1293000,0,1575000,0.38823,0.02557,0.01412,0.00542999999999999,0.00359,3.81356,2.677,0.5134,1.50463276905253e-36,0.0100800000000001,0.00984999999999994,0.71377,1.85532,0.03843,0.00470999999999999,0.01797,-29.22428,-50.51738
"43","2020_Q4",4.7709375,"Up",28170000,-16520000,11650000,-11959000,-10148000,-1435000,-376000,-309000,41000,11000,30000,-268000,-268000,7000,-261000,-212000,-212000,-212000,22538000,14398000,20962000,20962000,4607000,14364000,4542000,9778000,62471000,1900000,56702000,14922000,28348000,13432000,58602000,121073000,21965000,6698000,15267000,7902000,29867000,13994000,13780000,13994000,43861000,183816000,-106604000,77212000,77212000,121073000,-261000,-212000,696000,1241000,-2574000,-463000,-107000,-1283000,638000,638000,638000,-1108000,-1108000,-1108000,387000,0,-2301000,0.41356,-0.01097,-0.00753,-0.00275,-0.00175,10.85377,2.09164,0.56806,0,-0.00514,-0.00514,0.68351,1.87344,-0.05583,-0.00232,-0.02523,-58.23773,72.93851
"44","2021_Q1",6.38508196721311,"Up",31712000,-18732000,12980000,-13362000,-11047000,-1647000,-668000,-382000,57000,5000,52000,-325000,-325000,-60000,-385000,-415000,-415000,-415000,28305000,25205000,19020000,19020000,5066000,17249000,5445000,11804000,69640000,1923000,55306000,14297000,28340000,12669000,57229000,126869000,25590000,8935000,16655000,7610000,33200000,14690000,13882000,14690000,47890000,181828000,-107019000,78979000,78979000,126869000,-385000,-415000,983000,1849000,3121000,4762000,-206000,4694000,1299000,1299000,1351000,10807000,10807000,10807000,601000,0,3576000,0.40931,-0.01205,-0.01309,-0.00525,-0.00327,-8.61687,2.09759,0.60636,-9.4039548065783e-38,-0.00994,-0.00993999999999999,0.75921,1.79097,0.08561,-0.00443,0.03818,-47.09651,74.09686
"45","2021_Q2",6.74095238095238,"Up",34085000,-19992000,14093000,-13410000,-10977000,-1765000,-668000,683000,21000,3000,18000,704000,704000,-75000,629000,611000,611000,611000,31111000,31111000,22826000,22826000,5181000,14701000,4048000,10653000,73819000,1751000,55686000,14570000,28340000,12776000,57437000,131256000,27207000,9386000,17821000,7158000,34365000,15132000,14495000,15132000,49497000,188167000,-106408000,81759000,81759000,131256000,629000,611000,1035000,638000,-1078000,1124000,-67000,3407000,1375000,1375000,1375000,5906000,5906000,5906000,1718000,0,648000,0.41347,0.02004,0.01793,0.00747,0.00466,1.06056,2.14809,0.6054,0,0.01484,0.01469,0.82779,1.9856,0.01574,0.00631,0.00669,-18.10885,-45.55051
"46","2021_Q3",5.84453125,"Down",33247000,-22117000,11130000,-13499000,-11002000,-1829000,-668000,-2369000,31000,1000,30000,-2338000,-2338000,249000,-2089000,-1973000,-1973000,-1973000,28166000,28166000,21749000,21749000,6049000,12946000,2443000,10503000,68910000,1827000,54708000,13042000,28340000,13326000,56535000,125445000,23577000,8060000,15517000,6732000,30309000,14598000,14133000,14598000,44907000,184859000,-108555000,80538000,80538000,125445000,-2089000,-2147000,1009000,5359000,-6922000,-2592000,-269000,-229000,32000,32000,-147000,-2968000,-2968000,-2968000,-1360000,0,-8800000,0.33477,-0.07125,-0.05934,-0.0245,-0.01573,4.46021,2.27358,0.55759,1.17549435082229e-38,-0.04673,-0.04673,0.78743,1.80721,-0.20842,-0.02074,-0.0925,20.71029,11.8894
"47","2021_Q4",4.83859375,"Down",32004000,-20910000,11094000,-13092000,-10573000,-1851000,-668000,-1998000,-29000,4000,-33000,-2027000,-2027000,-375000,-2402000,-2346000,-2346000,-2346000,27474000,27474000,20446000,20446000,6884000,15778000,3147000,12604000,70582000,1510000,53149000,12296000,28340000,12513000,54659000,125241000,24271000,8208000,16063000,7474000,31745000,14697000,14399000,14697000,46442000,185550000,-110985000,78799000,78799000,125241000,-2402000,-2430000,1013000,1259000,-480000,-642000,0,-253000,-77000,-77000,162000,-733000,-733000,-733000,-985000,0,-1090000,0.34664,-0.06243,-0.0733,-0.02977,-0.01873,0.46462,2.22341,0.58937,0,-0.05556,-0.05556,0.75799,1.76602,-0.02582,-0.02509,-0.01166,27.89239,13.75075
"48","2022_Q1",3.46338709677419,"Down",34236000,-23160000,11076000,-14086000,-11508000,-1909000,-669000,-3010000,-55000,-22000,-33000,-3065000,-3065000,26999.9999999999,-3038000,-3372000,-3372000,-3372000,23689000,23689000,25628000,25628000,7980000,15066000,4076000,10990000,72363000,1392000,52628000,11780000,28340000,12502000,54020000,126383000,28958000,11926000,17032000,6729000,35687000,13833000,13324000,13833000,49520000,190962000,-114099000,76863000,76863000,126383000,-3038000,-3114000,1003000,1746000,-3275000,-3611000,-130000,-426000,0,-2.91038304567337e-11,173000,-3864000,-3864000,-3864000,-2007000,1.23259516440783e-32,-5439000,0.32352,-0.08792,-0.09849,-0.04387,-0.02668,1.61299,2.02771,0.64426,0,-0.07986,-0.07986,0.81086,1.82045,-0.12882,-0.03718,-0.05997,11.80319,7.8701
"49","2022_Q2",2.78016129032258,"Down",33667000,-23508000,10159000,-14414000,-11610000,-2136000,-668000,-4255000,-55000,-32000,-23000,-4310000,-5017000,167000,-4850000,-4865000,-4865000,-4865000,14844000,14844000,24894000,24894000,13326000,15627000,5191000,10436000,68691000,1421000,51916000,11291000,28340000,12285000,53337000,122028000,30507000,13494000,17013000,6292000,36799000,13242000,12885000,13242000,50041000,191835000,-118964000,71987000,71987000,122028000,-4850000,-4865000,981000,1405000,-4782000,-7344000,-188000,-521000,-883000,1000,-859000,-8724000,-8724000,-8724000,-3274000,0,-8411000,0.30175,-0.12638,-0.1445,-0.06758,-0.03987,1.72888,1.86665,0.69514,0,-0.11479,-0.11479,0.79441,1.69861,-0.19847,-0.05708,-0.09869,4.5339,3.4886
"50","2022_Q3",2.98875,"Up",39259000,-32708000,6551000,-13476000,-10652000,-2173000,-651000,-6925000,-183000,-3e+05,117000,-7108000,-7108000,-289000,-7397000,-7397000,-7397000,-7397000,7991000,7991000,26540000,26540000,12874000,14877000,3597000,11280000,62282000,1462000,49675000,10824000,28340000,10511000,51137000,113419000,30797000,14796000,16001000,5381000,36178000,11762000,11384000,11762000,47940000,192724000,-126361000,65479000,65479000,113419000,-7412000,-7397000,953000,2275000,-2204000,-6619000,-190000,-295000,43999.9999999998,44000,-39000,-6953000,-6953000,-6953000,-5972000,7.70371977754894e-34,-8077000,0.16687,-0.17639,-0.18842,-0.11297,-0.06522,1.09193,1.72154,0.73214,0,-0.17492,-0.17492,0.92837,1.54841,-0.191,-0.09577,-0.10457,1.33808,1.15394
