"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",53.3946774193548,"Up",1.7052e+10,-5.597e+09,1.1455e+10,-7.151e+09,-5.228e+09,-1.923e+09,4.304e+09,-3e+07,-1.2e+08,9e+07,4.274e+09,-6.79e+08,3.595e+09,-9.66e+08,2.629e+09,2.629e+09,2.968e+09,2.968e+09,1.9771e+10,1.5486e+10,4.285e+09,1.1175e+10,1.1175e+10,7.809e+09,6.036e+09,2.789e+09,4.4791e+10,1.5845e+10,5.8315e+10,2.879e+10,2.1777e+10,4.227e+09,3.521e+09,7.416e+10,1.18951e+11,1.8512e+10,5.344e+09,1.502e+09,1.1666e+10,5.423e+09,2.3935e+10,1.1428e+10,1.9827e+10,7.904e+09,2.716e+09,9.207e+09,3.1255e+10,5.519e+10,3.12e+09,-1.9314e+10,8.488e+10,-4.925e+09,6.3761e+10,6.3761e+10,1.18951e+11,2.968e+09,1.005e+09,1.015e+09,-8e+06,4.98e+09,-4.67e+08,-1.375e+09,-9.9e+07,4e+06,-1.937e+09,-1.683e+09,-6.88e+08,6.69e+08,6.69e+08,0,4.9e+07,-1.653e+09,1.39e+09,1.39e+09,5.4e+07,1.444e+09,5.309e+09,1.6851e+10,5.8e+09,0.67177,0.2524,0.17406,0.04655,0.02495,1.95418,1.87136,0.86558,0.14166,1.07638,1.05319,6.18409,23.12359,2.10343,0.61036,4,0.04631,0.05775,0.56705,-0.55001,-0.67844
"12","2013_Q1",58.2135,"Up",1.7558e+10,-6.003e+09,1.1555e+10,-7.992e+09,-5.661e+09,-2.331e+09,3.563e+09,-4.08e+08,-8.9e+07,-3.19e+08,3.155e+09,-5.5e+07,3.1e+09,-5.33e+08,2.567e+09,2.567e+09,2.567e+09,2.567e+09,2.1089e+10,1.4911e+10,6.178e+09,1.1309e+10,1.1309e+10,7.495e+09,6.223e+09,3.084e+09,4.6116e+10,1.6097e+10,5.9134e+10,2.8752e+10,2.2424e+10,4.541e+09,3.417e+09,7.5231e+10,1.21347e+11,1.9586e+10,5.831e+09,1.064e+09,1.2691e+10,4.676e+09,2.4262e+10,1.1489e+10,2.077e+10,9.082e+09,3.136e+09,8.552e+09,3.2259e+10,5.6521e+10,3.12e+09,-1.8476e+10,8.5992e+10,-5.81e+09,6.4826e+10,6.4826e+10,1.21347e+11,2.567e+09,1.036e+09,-3.86e+08,1.59e+08,3.376e+09,-5.48e+08,-1.934e+09,-63000000.0000005,4.2e+07,-2.503e+09,-1.69e+09,-7.12e+08,903000000.000002,9.03e+08,-1.9073486328125e-06,2.8e+07,-1.471e+09,-597999999.999998,-597999999.999998,2.3e+07,-574999999.999998,4.599e+09,1.6165e+10,4.743e+09,0.6581,0.20293,0.1462,0.0396,0.02115,1.84768,1.90075,0.87189,0.13321,0.92621,0.8978,6.3352,23.39022,1.71135,0.60978,5,0.04183,0.04661,0.65836,-1.07067,-1.38198
"13","2013_Q2",65.77734375,"Up",1.7505e+10,-5.554e+09,1.1951e+10,-7.007e+09,-5.223e+09,-1.784e+09,4.944e+09,-6.19e+08,-1.04e+08,-5.15e+08,4.325e+09,-6.4e+07,4.261e+09,-7.64e+08,3.497e+09,3.497e+09,3.497e+09,3.497e+09,2.1668e+10,1.4855e+10,6.813e+09,1.1515e+10,1.1515e+10,7.691e+09,6.354e+09,3.26e+09,4.7228e+10,1.5721e+10,5.8587e+10,2.8009e+10,2.2349e+10,4.506e+09,3.723e+09,7.4308e+10,1.21536e+11,1.7995e+10,5.372e+09,1.178e+09,1.1445e+10,4.529e+09,2.2524e+10,1.1363e+10,2.0794e+10,8.978e+09,3.619e+09,8.197e+09,3.2157e+10,5.4681e+10,3.12e+09,-1.6818e+10,8.7242e+10,-6.689e+09,6.6855e+10,6.6855e+10,1.21536e+11,3.497e+09,1.036e+09,7.25e+08,-2.981e+09,2.277e+09,-4.8e+08,-7.51e+08,-1.68e+08,-4e+06,-1.403e+09,-1.706e+09,-2.24e+08,1.123e+09,1.123e+09,0,3e+07,-7.77e+08,9.7e+07,9.7e+07,-1.53e+08,-5.6e+07,5.98e+09,1.5892e+10,3.283e+09,0.68272,0.28243,0.19977,0.05231,0.02877,0.9388,2.09679,0.8179,0.13076,1.25332,1.22324,6.27374,23.96065,1.17662,0.61143,4,0.05025,0.03171,0.48785,-0.96589,-1.16828
"14","2013_Q3",70.05484375,"Up",1.7877e+10,-5.489e+09,1.2388e+10,-7.322e+09,-5.376e+09,-1.946e+09,5.066e+09,-2.73e+08,-1.01e+08,-1.72e+08,4.793e+09,-2.98023223876953e-08,4.793e+09,-9.6e+08,3.833e+09,3.833e+09,3.833e+09,3.833e+09,2.5129e+10,1.7307e+10,7.822e+09,1.1614e+10,1.1614e+10,7.822e+09,6.708e+09,3.425e+09,5.1273e+10,1.5794e+10,5.7258e+10,2.7704e+10,2.2337e+10,4.74e+09,2.477e+09,7.3052e+10,1.24325e+11,1.8428e+10,5.687e+09,9.56e+08,1.1785e+10,5.339e+09,2.3767e+10,9.643e+09,2.125e+10,8.996e+09,3.685e+09,8.569e+09,3.0893e+10,5.466e+10,3.12e+09,-1.6094e+10,8.9449e+10,-6.81e+09,6.9665e+10,6.9665e+10,1.24325e+11,3.833e+09,9.9e+08,-5.18e+08,7.46e+08,5.051e+09,-7.3e+08,1.79e+08,-5999999.99999997,-1.2e+07,-5.69e+08,-1.856e+09,-8.66e+08,7.19e+08,7.19e+08,0,2.6e+07,-1.977e+09,2.505e+09,2.505e+09,-5.3e+07,2.452e+09,6.056e+09,1.4982e+10,7.032e+09,0.69296,0.28338,0.21441,0.05502,0.03083,1.83459,2.15732,0.78461,0.12051,1.3642,1.32492,6.3626,24.79446,2.50276,0.66057,8,0.05372,0.0664,0.48422,-1.67553,-2.00296
"15","2013_Q4",72.49453125,"Up",1.7575e+10,-5.344e+09,1.2231e+10,-7.356e+09,-5.314e+09,-2.042e+09,4.875e+09,-1.03e+09,-8.7e+07,-9.43e+08,3.845e+09,-1.78e+08,3.667e+09,-6.85e+08,2.982e+09,2.982e+09,2.982e+09,2.982e+09,2.5228e+10,1.7204e+10,8.024e+09,1.2027e+10,1.2027e+10,8.124e+09,6.797e+09,3.312e+09,5.2176e+10,1.6127e+10,5.863e+10,2.8467e+10,2.2852e+10,4.596e+09,2.715e+09,7.4757e+10,1.26933e+11,2.0476e+10,6.055e+09,1.711e+09,1.271e+10,5.359e+09,2.5835e+10,9.748e+09,2.1546e+10,9.038e+09,3.613e+09,8.895e+09,3.1294e+10,5.7129e+10,3.12e+09,-1.5673e+10,8.7703e+10,-5.346e+09,6.9804e+10,6.9804e+10,1.26933e+11,2.982e+09,9.76e+08,4.1e+07,1.948e+09,5.947e+09,-7.64e+08,-1.2e+08,-6.45e+08,-2.4e+07,-1.553e+09,-1.862e+09,-3.6e+07,-2.621e+09,4.29e+08,-3.05e+09,3.72529029846191e-09,-4.519e+09,-1.25e+08,-1.25e+08,2.2e+07,-1.03e+08,5.851e+09,1.5107e+10,7.72e+09,0.69593,0.27738,0.16967,0.04272,0.02349,2.58887,2.01959,0.81842,0.11902,1.05805,1.03499,6.23581,24.76724,2.73914,0.66066,6,0.0455,0.07252,0.62441,-1.72979,-2.0761
"16","2014_Q1",73.4622950819672,"Up",1.8355e+10,-5.955e+09,1.24e+10,-8.328e+09,-5.917e+09,-2.411e+09,4.072e+09,-9.84e+08,-1.16e+08,-8.68e+08,3.088e+09,-3.38e+08,2.75e+09,7.69e+08,3.519e+09,3.519e+09,3.519e+09,3.519e+09,2.9206e+10,2.0927e+10,8.279e+09,1.1713e+10,1.1713e+10,7.878e+09,7.61e+09,4.003e+09,5.6407e+10,1.671e+10,5.9566e+10,2.7947e+10,2.2798e+10,3.872e+09,4.949e+09,7.6276e+10,1.32683e+11,2.0823e+10,6.266e+09,7.7e+08,1.3787e+10,4.852e+09,2.5675e+10,1.3328e+10,1.9627e+10,7.784e+09,3.989e+09,7.854e+09,3.2955e+10,5.863e+10,3.12e+09,-1.57e+10,8.9493e+10,-2.86e+09,7.4053e+10,7.4053e+10,1.32683e+11,3.519e+09,1.102e+09,58999999.9999999,-5.41e+08,4.139e+09,-1.163e+09,-1.73e+08,-15999999.9999998,-2.26e+08,-1.578e+09,-1.862e+09,3.154e+09,-1.1e+08,3.78e+08,-4.88e+08,0,1.182e+09,3.743e+09,3.743e+09,-2e+07,3.723e+09,5.174e+09,1.818e+10,2.701e+09,0.67557,0.22185,0.19172,0.04752,0.02652,0.76755,2.19696,0.79173,0.13702,1.24854,1.224,6.51233,26.2739,0.95831,0.66064,6,0.0481,0.02415,0.52913,-2.13104,-2.70776
"17","2014_Q2",80.6504761904762,"Up",1.8115e+10,-5.455e+09,1.266e+10,-7.014e+09,-5.183e+09,-1.831e+09,5.646e+09,-2.04e+08,-1.18e+08,-8.6e+07,5.442e+09,-1.8e+07,5.424e+09,-6.97e+08,4.727e+09,4.727e+09,4.727e+09,4.727e+09,2.9392e+10,1.9722e+10,9.67e+09,1.2116e+10,1.2116e+10,8.009e+09,7.852e+09,3.932e+09,5.7369e+10,1.5996e+10,5.9965e+10,2.7643e+10,2.2178e+10,3.685e+09,6.459e+09,7.5961e+10,1.3333e+11,1.9891e+10,6.113e+09,8.62e+08,1.2916e+10,3.949e+09,2.384e+10,1.3343e+10,1.9565e+10,7.7e+09,4.594e+09,7.271e+09,3.2908e+10,5.6748e+10,3.12e+09,-1.528e+10,9.1387e+10,-2.645e+09,7.6582e+10,7.6582e+10,1.3333e+11,4.727e+09,1.013e+09,7.05e+08,-2.522e+09,3.923e+09,-5.95e+08,-1.35e+09,0,-8.1e+07,-2.026e+09,-1.867e+09,-1.002e+09,-1.88e+08,5.86e+08,-7.74e+08,0,-3.057e+09,-1.16e+09,-1.16e+09,-4.5e+07,-1.205e+09,6.659e+09,1.7292e+10,4.239e+09,0.69887,0.31168,0.26094,0.06172,0.03545,0.89676,2.40642,0.74101,0.12969,1.67221,1.64435,6.40831,27.09141,1.49958,0.66046,5,0.05813,0.03737,0.39497,-1.81709,-2.14311
"18","2014_Q3",83.32234375,"Up",1.9495e+10,-6.039e+09,1.3456e+10,-7.486e+09,-5.481e+09,-2.005e+09,5.97e+09,-3.4e+08,-1.14e+08,-2.26e+08,5.63e+09,-3999999.99999997,5.626e+09,-1.3e+09,4.326e+09,4.326e+09,4.326e+09,4.326e+09,3.1624e+10,1.4236e+10,1.7388e+10,1.2257e+10,1.2257e+10,8.155e+09,8.083e+09,3.982e+09,6.0119e+10,1.6155e+10,5.8926e+10,2.7122e+10,2.1989e+10,3.38e+09,6.435e+09,7.5081e+10,1.352e+11,2.054e+10,6.193e+09,1.055e+09,1.3292e+10,3.819e+09,2.4359e+10,1.3303e+10,1.949e+10,7.626e+09,4.491e+09,7.373e+09,3.2793e+10,5.7152e+10,3.12e+09,-1.581e+10,9.3745e+10,-3.007e+09,7.8048e+10,7.8048e+10,1.352e+11,4.326e+09,9.52e+08,1.94e+08,5.7e+07,5.529e+09,-2.99e+08,-7.78e+09,0,-1.3e+07,-8.092e+09,-1.978e+09,-1.6e+08,-7.3e+08,4.62e+08,-1.192e+09,0,-2.868e+09,-5.431e+09,-5.431e+09,-5.5e+07,-5.486e+09,6.922e+09,1.7122e+10,7.98e+09,0.69023,0.30623,0.2219,0.05543,0.032,1.84466,2.46804,0.73227,0.12664,1.53057,1.50511,6.89747,27.61393,2.82338,0.69983,7,0.05498,0.0696,0.45724,-2.09506,-2.42915
"19","2014_Q4",85.22421875,"Up",1.8467e+10,-5.399e+09,1.3068e+10,-7.491e+09,-5.468e+09,-2.023e+09,5.577e+09,1.233e+09,-1.12e+08,1.345e+09,6.81e+09,0,6.81e+09,-2.061e+09,4.749e+09,4.749e+09,4.749e+09,4.749e+09,3.3005e+10,1.3818e+10,1.9187e+10,1.1615e+10,1.1615e+10,8.419e+09,6.934e+09,3.107e+09,5.9973e+10,1.5804e+10,5.632e+10,2.6304e+10,2.1636e+10,3.347e+09,5.033e+09,7.2124e+10,1.32097e+11,2.0867e+10,6.603e+09,1.535e+09,1.2729e+10,2.115e+09,2.2982e+10,1.3152e+10,1.9372e+10,7.551e+09,4.063e+09,7.758e+09,3.2524e+10,5.5506e+10,3.12e+09,-1.7707e+10,9.656e+10,-5.382e+09,7.6591e+10,7.6591e+10,1.32097e+11,4.749e+09,9.39e+08,-1.998e+09,9.64e+08,4.654e+09,3.157e+09,-2.078e+09,-2.91e+08,-5.3e+07,7.35e+08,-1.967e+09,-1.692e+09,-2.057e+09,3.58e+08,-2.415e+09,0,-5.716e+09,-3.27e+08,-3.27e+08,-9.1e+07,-4.18e+08,6.516e+09,1.5267e+10,1.2698e+10,0.70764,0.302,0.25716,0.062,0.03595,2.67383,2.60956,0.72471,0.11557,1.68739,1.658,6.56161,27.21397,4.5118,0.69891,6,0.06038,0.11416,0.41419,-2.72222,-3.18056
"20","2015_Q1",82.8070491803279,"Down",1.8254e+10,-5.853e+09,1.2401e+10,-8.457e+09,-5.822e+09,-2.635e+09,3.944e+09,-1.085e+09,-1.22e+08,-9.63e+08,2.859e+09,-1.56e+08,2.703e+09,-1.82e+08,2.521e+09,2.521e+09,2.521e+09,2.521e+09,3.3089e+10,1.4523e+10,1.8566e+10,1.0985e+10,1.0985e+10,8.184e+09,3.486e+09,3.486e+09,5.5744e+10,1.6126e+10,5.8488e+10,2.7222e+10,2.1832e+10,6.202e+09,3.232e+09,7.4614e+10,1.30358e+11,2.1393e+10,7.633e+09,4.46e+08,1.3314e+10,3.638e+09,2.5031e+10,1.5122e+10,2.0453e+10,9.972e+09,2.447e+09,8.034e+09,3.5575e+10,6.0606e+10,3.12e+09,-1.9891e+10,9.7245e+10,-1.0722e+10,6.9752e+10,6.9752e+10,1.30358e+11,2.521e+09,9.91e+08,4.18e+08,6.74e+08,4.604e+09,-1.346e+09,4.14e+08,-1.838e+09,-1.52e+08,-2.922e+09,-1.956e+09,3.704e+09,-2.606e+09,1.37e+08,-2.743e+09,0,-8.58e+08,8.24e+08,8.24e+08,-1.19e+08,7.05e+08,4.935e+09,1.876e+10,4.445e+09,0.67936,0.21606,0.13811,0.03614,0.01934,1.76319,2.227,0.86888,0.14391,0.90255,0.88693,6.53516,24.97208,1.59136,0.70027,6,0.04109,0.04079,0.77588,-2.90355,-3.63311
"21","2015_Q2",82.118253968254,"Down",1.7374e+10,-5.282e+09,1.2092e+10,-6.746e+09,-4.847e+09,-1.899e+09,5.346e+09,2.29e+08,-1.19e+08,3.48e+08,5.575e+09,0,5.575e+09,-1.255e+09,4.32e+09,4.32e+09,4.32e+09,4.32e+09,3.1319e+10,1.1988e+10,1.9331e+10,1.1533e+10,1.1533e+10,8.085e+09,7.255e+09,3.731e+09,5.8192e+10,1.5364e+10,5.5034e+10,2.7025e+10,2.1345e+10,3.059e+09,3.605e+09,7.0398e+10,1.2859e+11,1.9791e+10,6.719e+09,1.243e+09,1.1829e+10,4.045e+09,2.3836e+10,1.4938e+10,2.1938e+10,9.75e+09,3.584e+09,8.604e+09,3.6876e+10,6.0712e+10,3.12e+09,-2.0598e+10,9.8656e+10,-1.33e+10,6.7878e+10,6.7878e+10,1.2859e+11,4.32e+09,8.95e+08,6.9e+08,-3.033e+09,2.872e+09,-4.33e+08,-1.112e+09,-2.33e+08,-1.1e+07,-1.789e+09,-1.946e+09,3.83e+08,-1.614e+09,5.84e+08,-2.198e+09,-5e+07,-3.227e+09,-2.144e+09,-2.144e+09,-3.91e+08,-2.535e+09,6.241e+09,1.8983e+10,4.03e+09,0.69598,0.3077,0.24865,0.06364,0.0336,0.93287,2.44135,0.89443,0.14762,1.5525,1.52866,6.2438,24.39373,1.44829,0.69935,4,0.05759,0.03704,0.45046,-1.97661,-2.30752
"22","2015_Q3",79.91171875,"Down",1.7787e+10,-5.357e+09,1.243e+10,-7.513e+09,-5.384e+09,-2.129e+09,4.917e+09,8.24e+08,-1.07e+08,9.31e+08,5.741e+09,-2.98023223876953e-08,5.741e+09,-1.225e+09,4.516e+09,4.516e+09,4.516e+09,4.516e+09,3.3954e+10,1.0639e+10,2.3315e+10,1.1968e+10,1.1968e+10,8.298e+09,6.781e+09,3.058e+09,6.1001e+10,1.5583e+10,5.5452e+10,2.7017e+10,2.1493e+10,3.087e+09,3.855e+09,7.1035e+10,1.32036e+11,1.929e+10,6.14e+09,9.16e+08,1.2234e+10,5.222e+09,2.4512e+10,1.4085e+10,2.2308e+10,9.633e+09,3.702e+09,8.973e+09,3.6393e+10,6.0905e+10,3.12e+09,-2.1287e+10,1.01352e+11,-1.2054e+10,7.1131e+10,7.1131e+10,1.32036e+11,4.516e+09,8.89e+08,-9.5e+08,1.017e+09,5.472e+09,3.18e+08,-3.872e+09,0,1.49011611938477e-08,-3.554e+09,-2.079e+09,2.78e+08,-9.74e+08,-77999999.9999998,-8.96e+08,0,-2.775e+09,-8.57e+08,-8.57e+08,-4.92e+08,-1.349e+09,5.806e+09,1.9307e+10,8.366e+09,0.69882,0.27644,0.25389,0.06349,0.0342,1.85252,2.48862,0.85624,0.14623,1.62897,1.60597,6.41597,25.65776,3.01771,0.74992,7,0.05849,0.0742,0.46036,-2.52274,-2.97885
"23","2015_Q4",83.725,"Up",1.7102e+10,-5.224e+09,1.1878e+10,-7.235e+09,-5.081e+09,-2.154e+09,4.643e+09,-5.11e+08,-9.1e+07,-4.2e+08,4.132e+09,-1e+07,4.122e+09,-7.64e+08,3.358e+09,3.358e+09,3.358e+09,3.358e+09,3.7306e+10,1.3639e+10,2.3667e+10,1.1366e+10,1.1366e+10,8.206e+09,6.616e+09,3.01e+09,6.3494e+10,1.5551e+10,5.4221e+10,2.5988e+10,2.1279e+10,3.15e+09,3.804e+09,6.9772e+10,1.33266e+11,1.9583e+10,5.928e+09,9.31e+08,1.2724e+10,5.677e+09,2.526e+10,1.4073e+10,2.2379e+10,9.515e+09,3.561e+09,9.303e+09,3.6452e+10,6.1712e+10,3.12e+09,-2.1453e+10,1.02748e+11,-1.2861e+10,7.1554e+10,7.1554e+10,1.33266e+11,3.358e+09,9.29e+08,2.65e+08,1.588e+09,6.14e+09,-3.62e+08,-6.15e+08,0,-2.4e+07,-1.001e+09,-2.076e+09,4.92e+08,-2.56e+08,4.4e+07,-3e+08,0,-1.84e+09,3.299e+09,3.299e+09,-2.99e+08,3e+09,5.572e+09,1.975e+10,7.562e+09,0.69454,0.27149,0.19635,0.04693,0.0252,2.25194,2.51362,0.86245,0.1482,1.21298,1.19621,6.17758,25.8467,2.73154,0.74989,4,0.0478,0.06652,0.61823,-3.15075,-3.78118
"24","2016_Q1",86.8475409836066,"Up",1.7811e+10,-5.673e+09,1.2138e+10,-8.755e+09,-5.891e+09,-2.864e+09,3.383e+09,1.098e+09,-1.07e+08,1.205e+09,4.481e+09,-7.23e+08,3.758e+09,-5.43e+08,3.215e+09,3.215e+09,3.215e+09,3.215e+09,3.8376e+10,1.3732e+10,2.4644e+10,1.0734e+10,1.0734e+10,8.053e+09,3.047e+09,3.047e+09,6.021e+10,1.5905e+10,5.7296e+10,2.5764e+10,2.1629e+10,5.49e+09,4.413e+09,7.3201e+10,1.33411e+11,2.0743e+10,6.668e+09,7.5e+08,1.3325e+10,7.004e+09,2.7747e+10,1.2857e+10,2.1657e+10,8.854e+09,2.562e+09,1.0241e+10,3.4514e+10,6.2261e+10,3.12e+09,-2.2684e+10,1.03879e+11,-1.3165e+10,7.115e+10,7.115e+10,1.33411e+11,3.215e+09,1.033e+09,-1.22e+09,2.057e+09,5.085e+09,4.78e+08,-1.08e+09,-7.21e+08,-6.8e+07,-1.391e+09,-2.072e+09,2.26e+08,-1.441e+09,4.55e+08,-1.896e+09,-7e+06,-3.294e+09,4e+08,4e+08,-3.07e+08,9.3e+07,4.416e+09,1.9861e+10,7.494e+09,0.68149,0.18994,0.18051,0.04519,0.0241,2.33095,2.16996,0.87507,0.14887,1.16321,1.1456,6.44415,25.74261,2.71139,0.74967,7,0.04693,0.06651,0.64448,-4.19271,-5.47295
"25","2016_Q2",95.97953125,"Up",1.7482e+10,-5.329e+09,1.2153e+10,-6.701e+09,-4.688e+09,-2.013e+09,5.452e+09,-3.8e+07,-7.7e+07,3.9e+07,5.414e+09,-1.2e+08,5.294e+09,-8.37e+08,4.457e+09,4.457e+09,4.457e+09,4.457e+09,3.9855e+10,1.3861e+10,2.5994e+10,1.1406e+10,1.1406e+10,8.17e+09,3.307e+09,3.307e+09,6.2738e+10,1.5964e+10,5.7529e+10,2.584e+10,2.1848e+10,5.678e+09,4.163e+09,7.3493e+10,1.36231e+11,1.9018e+10,5.965e+09,9.68e+08,1.2085e+10,3.116e+09,2.2134e+10,2.0233e+10,2.1217e+10,8.591e+09,2.877e+09,9.749e+09,4.145e+10,6.3584e+10,3.12e+09,-2.3072e+10,1.0499e+11,-1.2391e+10,7.2647e+10,7.2647e+10,1.36231e+11,4.457e+09,8.91e+08,6.79e+08,-3.838e+09,2.189e+09,-6.14e+08,-9.17e+08,-5e+06,-1e+06,-1.537e+09,-2.069e+09,3.344e+09,-1.879e+09,5.1e+08,-2.389e+09,-9.31322574615479e-10,-6.04e+08,4.8e+07,4.8e+07,8.1e+07,1.29e+08,6.343e+09,2.3349e+10,2.728e+09,0.69517,0.31186,0.25495,0.06135,0.03272,0.61207,2.83446,0.87525,0.17139,1.61649,1.59441,6.34049,26.34811,0.98941,0.7504,4,0.05568,0.02327,0.46421,-2.60224,-3.02751
"26","2016_Q3",103.17890625,"Up",1.8482e+10,-5.336e+09,1.3146e+10,-7.44e+09,-5.176e+09,-2.264e+09,5.706e+09,-6.59e+08,-1.02e+08,-5.57e+08,5.047e+09,-1.43e+08,4.904e+09,-9.07e+08,3.997e+09,3.997e+09,3.997e+09,3.997e+09,4.2584e+10,1.864e+10,2.3944e+10,1.2062e+10,1.2062e+10,8.523e+09,3.122e+09,3.122e+09,6.6291e+10,1.5972e+10,5.7551e+10,2.5694e+10,2.2104e+10,5.776e+09,3.977e+09,7.3523e+10,1.39814e+11,1.9828e+10,6.061e+09,6.9e+08,1.3077e+10,1.708e+09,2.1536e+10,2.4535e+10,2.127e+10,8.359e+09,2.849e+09,1.0062e+10,4.5805e+10,6.7341e+10,3.12e+09,-2.4678e+10,1.06738e+11,-1.2707e+10,7.2473e+10,7.2473e+10,1.39814e+11,3.997e+09,9e+08,-86999999.9999995,-2.46e+08,4.564e+09,-9.7e+07,2.181e+09,-7.25e+08,-3.7e+07,1.322e+09,-2.197e+09,3.102e+09,-1.943e+09,4.19e+08,-2.362e+09,0,-1.038e+09,4.848e+09,4.848e+09,-6.9e+07,4.779e+09,6.606e+09,2.6243e+10,7.17e+09,0.71129,0.30873,0.21626,0.05515,0.02859,1.79385,3.07815,0.92919,0.1877,1.45589,1.43046,6.73199,26.39797,2.61164,0.80025,7,0.05162,0.05976,0.54966,-2.47366,-2.86383
"27","2016_Q4",98.905873015873,"Down",1.782e+10,-5.486e+09,1.2334e+10,-6.95e+09,-4.772e+09,-2.178e+09,5.384e+09,-4.1e+07,-9.5e+07,5.4e+07,5.343e+09,-6.2e+07,5.281e+09,-1.009e+09,4.272e+09,4.272e+09,4.272e+09,4.272e+09,4.0433e+10,1.8205e+10,2.2228e+10,1.1798e+10,1.1798e+10,8.488e+09,2.6e+09,2.6e+09,6.3319e+10,1.6095e+10,6.0955e+10,2.7642e+10,2.3171e+10,5.897e+09,4.245e+09,7.705e+10,1.40369e+11,1.9787e+10,5.971e+09,7.98e+08,1.3018e+10,3.443e+09,2.323e+10,2.3546e+10,2.0824e+10,8.217e+09,3.193e+09,9.414e+09,4.437e+10,6.76e+10,3.12e+09,-2.6496e+10,1.0886e+11,-1.2715e+10,7.2769e+10,7.2769e+10,1.40369e+11,4.272e+09,9.08e+08,2.28e+08,-4.7e+07,5.361e+09,-5.49e+08,1.496e+09,-3.32e+09,1e+06,-2.372e+09,-2.185e+09,7.75e+08,-2.02e+09,1.83e+08,-2.203e+09,-1.5e+07,-3.445e+09,-4.56e+08,-4.56e+08,2.1e+07,-4.35e+08,6.292e+09,2.6989e+10,6.705e+09,0.69214,0.30213,0.23973,0.05871,0.03043,1.56952,2.72574,0.92897,0.19227,1.56392,1.53371,6.52365,26.6397,2.45461,0.7999,7,0.05355,0.05561,0.51147,-2.13668,-2.49703
"28","2017_Q1",102.967741935484,"Up",1.8106e+10,-5.534e+09,1.2572e+10,-7.949e+09,-5.309e+09,-2.64e+09,4.623e+09,-1.04e+08,-8.4e+07,-2e+07,4.519e+09,-1.95e+08,4.324e+09,-5.1e+08,3.814e+09,3.814e+09,3.814e+09,3.814e+09,4.1907e+10,1.8972e+10,2.2935e+10,1.1699e+10,1.1699e+10,8.144e+09,3.282e+09,3.282e+09,6.5032e+10,1.5912e+10,6.0264e+10,2.6876e+10,2.2805e+10,6.148e+09,4.435e+09,7.6176e+10,1.41208e+11,2.1603e+10,6.918e+09,9.71e+08,1.3714e+10,4.684e+09,2.6287e+10,2.2442e+10,2.2061e+10,9.615e+09,2.91e+09,9.536e+09,4.4503e+10,7.079e+10,3.12e+09,-2.8352e+10,1.10551e+11,-1.4901e+10,7.0418e+10,7.0418e+10,1.41208e+11,3.814e+09,1.055e+09,-5.74e+08,2.358e+09,6.653e+09,-6.99e+08,-9.3e+08,-4.59e+08,-8.6e+07,-2.174e+09,-2.17e+09,6.54e+08,-1.948e+09,7.7e+07,-2.025e+09,0,-3.464e+09,1.015e+09,1.015e+09,-2.48e+08,7.67e+08,5.678e+09,2.7126e+10,7.847e+09,0.69436,0.25533,0.21065,0.05416,0.02701,2.05742,2.47392,1.00528,0.1921,1.40479,1.37165,6.66888,25.93665,2.89024,0.79926,7,0.05003,0.06561,0.56896,-2.60321,-3.19727
