"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",48.7087096774194,"Up",7136056000,-6829781000,306275000,-40884000,-40884000,265391000,-889000,-889000,-6890000,6001000,264502000,264502000,-92164000,172338000,172338000,-27755000,144583000,144583000,2529357000,2151026000,378331000,1215693000,2567288000,2285211000,6518107000,962222000,310468000,978643000,278243000,97066000,603334000,2251333000,8769440000,3047354000,2023426000,1023928000,899703000,899703000,3947057000,524947000,526093000,526093000,1051040000,4998097000,1665000,3842313000,-163992000,3679986000,3771343000,8769440000,172338000,52472000,256317000,-52488000,428639000,-53440000,15011000,-68451000,63536000,231774000,-168238000,-8825000,-22541000,-21270000,-27073000,-6e+05,-20250000,-74757000,332612000,332612000,14845000,347457000,317863000,524947000,304099000,0.04292,0.03719,0.02026,0.03834,0.01649,2.10328,1.65138,1.32528,0.05986,0.86753,0.86078,42.81805,22.0808,1.82467,0.16244,7,0.0356,0.06306,0.18725,-6.30589,-7.55267
"12","2013_Q1",55.8071666666667,"Up",7022722000,-7038364000,-15642000,-41078000,-41078000,-56720000,-3258000,-3258000,-7857000,4599000,-59978000,-59978000,89011000,29033000,29033000,-33358000,-4325000,-4325000,2291668000,2154541000,137127000,1242691000,2192518000,1942679000,6094137000,951255000,461249000,769402000,101332000,79357000,588713000,2181906000,8276043000,2996175000,1954108000,1042067000,890939000,890939000,3887114000,520205000,441630000,441630000,961835000,4848949000,1624000,3597521000,-257850000,3341295000,3427094000,8276043000,29033000,54944000,-106987000,116479000,93469000,-29115000,36756000,-65871000,232093000,340677000,-108584000,36382000,-1980000,237380000,-53004000,-6611000,-43924000,-327148000,3701000,3701000,-186000,3515000,-1775999.99999994,520205000,-3422999.99999994,-0.00223,-0.00808,-0.000619999999999999,-0.00126,-0.00052,0.79145,1.56778,1.41489,0.06286,-0.02626,-0.02603,42.63741,20.28617,-0.0207800000000005,0.32181,5,0.01109,-0.000780000000000003,-12.25526,997.44538,31.23172
"13","2013_Q2",53.51171875,"Down",7185624000,-6843750000,341874000,-32602000,-32602000,309272000,-2939000,-2939000,-6955000,4016000,306333000,306333000,-93077000,213256000,213256000,-46798000,166458000,166458000,2175242000,2014800000,160442000,1580539000,2174338000,1928611000,6260805000,947058000,319150000,936021000,272418000,70789000,592814000,2202229000,8463034000,3092246000,2088824000,1003422000,828491000,828491000,3920737000,496274000,441117000,441117000,937391000,4858128000,12359000,3737928000,-265321000,3484966000,3604906000,8463034000,213256000,54626000,-324157000,34551000,-21724000,-41204000,15702000,-56906000,-25068000,107632000,-132700000,17261000,-3328000,-52339000,-46122810.887447,-26361000,-22550000,-43104000,-117167000,-117167000,-22574000,-139741000,363898000,496274000,450322000,0.04758,0.04304,0.02317,0.04618,0.01967,2.70532,1.59684,1.34764,0.05864,1.02494,1.01504,44.24427,21.45809,2.77278,0.281399992413409,7,0.03665,0.09914,-9.10402715918186,-4.61384,-5.42877
"14","2013_Q3",57.23546875,"Up",7190328000,-6857472000,332856000,-31918000,-31918000,300938000,-2232000,-2232000,-6448000,4216000,298706000,298706000,-91366000,207340000,207340000,-45928000,161412000,161412000,2297264000,2105076000,192188000,1355841000,2225903000,1974529000,6186539000,929275000,298863000,952920000,288244000,77174000,587502000,2181058000,8367597000,2931652000,1900848000,1030804000,760891000,760891000,3692543000,496384000,438838000,438838000,935222000,4627765000,29199000,3873124000,-302673000,3599650000,3739832000,8367597000,207340000,54155000,-19163000,14924000,257256000,-48112000,16774000,-64886000,-13825000,177911000,-191736000,-22409000,-1783000,-86129000,-26206000,-3000,-30288000,-50402000.0000001,120725000,120725000,-30449000,90276000,355093000,496384000,413271000,0.04629,0.04185,0.02245,0.04316,0.01929,2.56035,1.67541,1.23743,0.05932,0.99149,0.98341,44.16745,22.11128,2.53857,0.16097,8,0.04013,0.0884,0.16235,-5.07156999999997,-5.98422
"15","2013_Q4",67.58390625,"Up",6684216000,-6329685000,354531000,-46070000,-46070000,308461000,-3719000,-3719000,-6435000,2716000,304742000,304742000,-87391000,217351000,217351000,-44305000,173046000,173046000,2695480000,2537570000,157910000,1156387000,2369795000,2102713000,6441354000,937066000,281999000,1066749000,342144000,116164000,608441000,2285814000,8727168000,2990147000,1974777000,1015370000,822034000,822034000,3812181000,496494000,474306000,474306000,970800000,4782981000,50183000,4019910000,-276481000,3793612000,3944187000,8727168000,217351000,53483000,251089000,-54912000,467011000,-48006000,11261000,-59267000,51028000,75541000,-24513000,-4712000,6425000,4735000,-26251000,-71000,-25598000,-42209000,429537000,429537000,2957000,432494000,361944000,496494000,346417000,0.05304,0.04615,0.02589,0.04387,0.01983,2.00188,1.68968,1.21267,0.05689,1.06202,1.04975,41.02256,23.28226,2.12604,0.16111,8,0.04055,0.07048,0.1517,-6.07549,-7.12889
"16","2014_Q1",69.1608196721312,"Up",6291405000,-5955475000,335930000,-64558000,-64558000,271372000,-3554000,-3554000,-7049000,3495000,267818000,267818000,-82739000,185079000,185079000,-18284000,166795000,166795000,2469605000,2283582000,186023000,1274024000,1986617000,1740821000,6003683000,966953000,473588000,879626000,114107000,139773000,625746000,2320167000,8323850000,2633797000,1641109000,992688000,773363000,773363000,3407160000,496604000,539263000,539263000,1035867000,4443027000,14524000,4040664000,-298201000,3756987000,3880823000,8323850000,185079000,44067000,-189124000,46341000,86362999.9999999,-77137000,30291000,-107428000,-22392000,121292000,-143684000,10483000,-11831000,-100877000,-26259000,0,-38768000,-233854000,-248368000,-248368000,-5620000,-253988000,315439000,496604000,367382000,0.0534,0.04313,0.02651,0.04298,0.02004,2.2026,1.76208,1.14487,0.05966,1.02884,1.01429,38.80733,23.17425,2.26613,0.16197,7,0.03927,0.07472,0.15743,-6.25478,-7.27047
"17","2014_Q2",67.8093650793651,"Down",5384636000,-5072304000,312332000,-37773000,-37773000,274559000,-3091000,-3091000,-6897000,3806000,271468000,271468000,-78158000,193310000,193310000,-44236000,149074000,149074000,2325567000,2142058000,183509000,1122629000,1885953000,1647190000,5614751000,960064000,322922000,1094200000,335094000,126457000,632649000,2377186000,7991937000,2454593000,1523735000,930858000,690170000,690170000,3144763000,496715000,516025000,516025000,1012740000,4157503000,1593000,3996524000,-307388000,3690729000,3834434000,7991937000,193310000,48492000,-80132000,25044000,186714000,-42071000,24557000,-66628000,-45621000,88643000,-134264000,-4978000,-1070000,-93740000,-25966000,33992128.2365918,-20820000,-225017000,-132043000,-132043000,-9481000,-141524000,323051000,496715000,384182000,0.058,0.05099,0.02769,0.03888,0.01865,2.57712,1.78543,1.08425,0.06215,0.93047,0.91817,33.60923,23.03639,2.39795,0.16207,6,0.03611,0.07926,0.17418,-5.66119,-6.66105
"18","2014_Q3",65.59828125,"Down",5251664000,-4906352000,345312000,-56711000,-56711000,288601000,-3312000,-3312000,-7445000,4133000,285289000,285289000,-90126000,195163000,109980000,-32190000,77790000,77790000,2342511000,2182809000,159702000,1400452000,1975229000,1647520000,6004845000,984578000,333035000,1076493000,306672000,113935000,655886000,2394106000,8398951000,2764839000,1645880000,1118959000,805919000,805919000,3570758000,496825000,542324000,542324000,1039149000,4609907000,1576000,3924270000,-279298000,3646548000,3789044000,8398951000,195163000,46371000,32838000,-35357000,239015000,-59740000,22548000,-82288000,12868000,76260000,-63392000,30979000,3029000,-12864000,-33715000,-73000.0000000149,-32428000,-196107000,30044000,30044000,10707000,40751000,334972000,496825000,330001000,0.06575,0.05495,0.01481,0.02053,0.00926,4.2422,1.68167,1.21664,0.05915,0.4909,0.48481,33.14084,23.01169,2.08249,0.21276,7,0.02309,0.06835,0.43341,-5.50997,-6.39529
"19","2014_Q4",56.53390625,"Down",5440081000,-5059960000,380121000,-35131000,-35131000,344990000,-1606000,-1606000,-5979000,4373000,343384000,343384000,-114635000,228749000,114890000,-45388000,69502000,69502000,2067520000,1900197000,167323000,1150276000,2103972000,1743707000,5659480000,970605000,334008000,1084612000,304341000,97407000,682864000,2389225000,8048705000,2708319000,1457605000,1250714000,594958000,594958000,3303277000,496935000,538815000,538815000,1035750000,4339027000,1565000,3894404000,-337088000,3558881000,3709678000,8048705000,228749000,48962000,-367963000,71872000,-18380000,-48282000,25363000,-73645000,-9648000,68603000,-78251000,-16186000,0,-74116000,-33294000,-1000,-29301000,-141150000,-233646000,-233646000,-48966000,-282612000,393952000,496935000,532177000,0.06987,0.06342,0.01278,0.01874,0.00864,7.657,1.71329,1.16965,0.06174,0.44175,0.43587,34.57708,22.6202,3.38251,0.21162,4,0.02166,0.11215,0.47904,-3.98674,-4.55255
"20","2015_Q1",51.0280327868852,"Down",5455196000,-5093928000,361268000,-53096000,-53096000,308172000,-3404000,-3404000,-9360000,5956000,304768000,304768000,-69896000,234872000,229363000,-14820000,214543000,214543000,2098256000,1993125000,105131000,1471705000,1927498000,1587275000,5758047000,980263000,533449000,922670000,112952000,201004000,608714000,2436382000,8194429000,2732693000,1422084000,1310609000,598160000,598160000,3330853000,991685000,648061000,648061000,1639746000,4970599000,1486000,3593597000,-484212000,3110871000,3223830000,8194429000,234872000,47876000,-43758000.0000001,-3765000.00000003,235225000,-68739000,33404000,-102143000,51291000,185892000,-134601000,-4502000,3555000,-18395000,-33243000,494595000,-70276000,-104142000,112688000,112688000,-19760000,92928000,356048000,991685000,353440000,0.06622,0.05649,0.03933,0.06655,0.02618,1.64741,1.7287,1.54183,0.12102,1.3937,1.37355,35.43762,20.2086,2.29599,0.21595,6,0.05095,0.07267,0.15495,-3.10793,-3.59076
"21","2015_Q2",52.0514285714286,"Up",4548649000,-4251189000,297460000,-41110000,-41110000,256350000,-7472000,-7472000,-12168000,4696000,248878000,248878000,-83274000,165604000,165604000,-21525000,144079000,144079000,1956861000,1811293000,145568000,1256292000,1807090000,1486943000,5379253000,965935000,254761000,1019247000,335986000,106049000,577212000,2239943000,7619196000,2205938000,1251950000,953988000,613758000,613758000,2819696000,992231000,606013000,606013000,1598244000,4417940000,1470000,3601071000,-533817000,3068724000,3201256000,7619196000,165604000,47803000,-325728000,151603000,39282000,-43978000,29905000,-73883000,47567000,194635000,-147068000,-21537000,-197000,-18145000,-32363000,342111759.20431,-10872000,-153970000,-132833000,-132833000,-48999000,-181832000,304153000,992231000,495052000,0.0654,0.05636,0.03168,0.04501,0.01891,3.43598,1.90774,1.38006,0.13023,0.97528,0.96107,30.79008,20.77238,3.35104,0.21907,6,0.03676,0.10315,0.22462,-3.17153,-3.76294
"22","2015_Q3",42.43640625,"Down",4810106000,-4516125000,293981000,-47785000,-47785000,246196000,-7347000,-7347000,-11401000,4054000,238849000,238849000,-78105000,160744000,160744000,-12237000,148507000,148507000,1889842000,1723760000,166082000,1265879000,1709775000,1507880000,5202717000,964409000,242570000,1150677000,352735000,210961000,586981000,2357656000,7560373000,2165173000,1212814000,952359000,577376000,577376000,2742549000,992460000,603762000,603762000,1596222000,4338771000,1454000,3630881000,-515730000,3116605000,3221602000,7560373000,160744000,46892000,-47188999.9999999,4459999.99999997,164907000,-34619000,24985000,-59604000,-9400000,26093000,-35493000,-25921000,1108000,-68832000,-31168000,-28425000,-40487000,-202436000,-106361000,-106361000,18828000,-87533000,293088000,992460000,341034000,0.06112,0.05118,0.03087,0.0461,0.01964,2.29642,1.89704,1.34677,0.13127,1.01536,1.00396,32.88714,21.30852,2.33168,0.2131,6,0.03729,0.07079,0.20988,-3.06182,-3.64499
"23","2015_Q4",42.764375,"Up",4384612000,-4133819000,250793000,-35165000,-35165000,215628000,-5580000,-5580000,-10170000,4590000,210048000,278210000,-91417000,186793000,181736000,-10453000,171283000,171283000,2027151000,1781399000,245752000,1194505000,1702312000,1512398000,5229758000,929888000,239205000,1200510000,416160000,220855000,563495000,2369603000,7599361000,2209423000,1247249000,962174000,652378000,652378000,2861801000,992689000,568929000,568929000,1561618000,4423419000,1422000,3640054000,-579136000,3062340000,3175942000,7599361000,186793000,46266000,229386000,-96211000,366234000,-32078000,15513000,-47591000,-76900000,103329000,-180229000,12138000,13568000,-83272000,-31022000,0,-1474000,-177803000,105159000,105159000,-47520000,57639000,261894000,992689000,225022000,0.0572,0.04918,0.03906,0.05393,0.02254,1.31374,1.82744,1.39279,0.13063,1.18705,1.17248,30.38687,21.22307,1.55948,0.21499,6,0.0427,0.0475,0.18112,-3.94993,-4.79744
"24","2016_Q1",42.9193442622951,"Up",4370681000,-4118219000,252462000,-44269000,-44269000,208193000,-7682000,-7682000,-11031000,3349000,200511000,-39385000,6908000,-32477000,-33078000,-18279000,-51357000,-51357000,2146978000,1949886000,197092000,1203024000,1376471000,1376471000,5105400000,892340000,558564000,1069102000,111646000,394832000,562624000,2520006000,7625406000,2181315000,1266509000,914806000,754037000,754037000,2935352000,986564000,589991000,589991000,1576555000,4511907000,1390000,3428732000,-432775000,2997347000,3113499000,7625406000,-32477000,47739000,98785000,164662000,278709000,46860000,106002000,-59142000,64092000,87323000,-23231000,-10192000,2982000,103742000,-30651000,-1.49011611938477e-08,-13890000,-194021000,188430000,188430000,-19943000,168487000,255932000,986564000,460546000,0.05776,0.04763,-0.01175,-0.01649,-0.00673,-8.96754,1.73928,1.44914,0.12938,-0.3644,-0.35923,31.01203,21.26758,3.26779,0.21748,4,-0.00441,0.0982,-0.59682,-4.53407,-5.57374
"25","2016_Q2",47.678125,"Up",4423889000,-4168067000,255822000,-55113000,-55113000,200709000,-11489000,-11489000,-14645000,3156000,189220000,189220000,-70209000,119011000,119011000,-14688000,104323000,104323000,1864621000,1697491000,167130000,1496829000,1606203000,1606203000,5402869000,1065264000,152843000,2380751000,1482512000,362699000,535540000,3598858000,9001727000,2725926000,1578073000,1147853000,745078000,745078000,3589930000,1572001000,618962000,618962000,2190963000,5780893000,12211000,3493789000,-417389000,3088611000,3220834000,9001727000,119011000,47147000,-97236000,45733000,114655000,-22695000,25881000,-48576000,98699000,202286000,-103587000,-643188000,7236000,-559948000,-29941000,226679000,-18880000,170821000,-274472000,-274472000,22077000,-252395000,247856000,1690927000,341103000,0.05783,0.04537,0.02358,0.03239,0.01159,3.26968,1.50501,1.79484,0.18784,0.7508,0.74059,31.83799,22.22822,2.45486,0.21548,4,0.02428,0.06167,0.287,-0.70079,-0.8654
